SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
2,1,1,1,7,6,0,25-00503,8,3882
1,1,9,2,9,8,0,25-00503,11,3011
2,1,1,2,7,9,0,25-00503,11,3786
1,1,1,2,4,6,0,25-02800,3,1930
2,1,1,1,5,8,0,25-00503,11,2342
2,1,1,2,7,8,0,25-01000,8,1633
2,1,1,1,9,6,0,25-00503,N,3760
2,1,1,1,8,8,0,25-01000,10,3573
2,6,1,2,0,8,0,25-00703,14,3885
2,1,1,2,6,6,0,25-01000,10,3484
2,1,1,1,N,8,0,25-01300,15,261
2,1,1,2,6,6,0,25-00503,7,3815
2,6,1,2,N,8,0,25-01300,11,3545
2,1,1,1,8,8,0,25-01300,11,3334
2,1,1,2,N,5,0,25-00503,11,3021
2,1,1,1,9,8,0,25-00503,11,3390
2,1,1,1,N,11,0,25-01000,11,3181
2,1,1,2,9,5,0,25-01300,11,2976
1,1,9,2,7,6,0,25-00503,10,2057
2,1,3,2,7,6,0,25-00503,6,3979
1,1,1,1,8,8,0,25-00703,7,3778
2,1,1,2,8,8,4,25-01000,11,1818
2,1,1,2,9,8,0,25-01000,11,3007
2,1,1,2,8,6,0,25-00503,14,3433
2,6,1,2,8,8,0,25-00703,3,5206
2,6,1,1,8,1,0,25-00503,10,3806
2,1,1,2,9,8,0,25-00703,11,1790
2,4,1,2,9,8,0,25-01300,15,3007
2,1,1,2,8,8,0,25-01000,10,3571
1,1,1,2,8,8,0,25-02800,11,3119
2,1,1,1,9,6,0,25-00503,11,2758
2,1,1,2,N,8,0,25-01000,11,636
2,1,1,2,5,6,0,25-01000,14,5300
2,1,1,2,3,8,0,25-01300,10,3892
2,1,1,2,N,7,0,25-01300,10,2925
2,6,1,2,7,6,0,25-00703,7,1549
2,1,1,2,8,8,0,25-00503,11,1658
1,1,1,1,7,8,0,25-00703,10,1798
1,1,9,2,8,1,2,25-00503,11,3108
2,1,1,2,7,4,0,25-01300,10,4187
2,N,1,1,0,6,0,25-00503,1,609
1,4,1,1,5,1,0,25-00503,11,2841
1,1,1,2,2,4,0,25-00503,10,2032
2,1,1,2,9,6,0,25-00503,6,3813
1,1,1,1,9,8,0,25-00703,11,3423
2,1,9,2,8,8,0,25-00503,10,3167
2,1,6,2,9,8,0,25-01300,11,3243
2,1,6,1,9,1,0,25-00503,10,5669
2,1,1,1,5,6,0,25-01300,N,1243
2,1,1,2,N,8,0,25-00503,11,2984
2,1,1,2,4,2,4,25-01300,10,3357
2,1,1,2,9,8,4,25-00503,10,3495
2,6,1,1,9,4,0,25-02800,5,4351
2,1,1,2,8,8,0,25-01300,11,2744
2,1,1,2,8,8,0,25-00703,10,3074
2,1,1,2,N,8,0,25-01300,11,2791
2,1,1,1,8,6,0,25-00503,11,1875
1,1,1,2,2,6,0,25-01000,12,1457
1,1,1,2,8,6,0,25-00503,11,1202
2,1,9,2,8,6,0,25-00503,7,605
2,1,1,2,7,8,0,25-00703,11,1450
2,1,1,2,8,8,0,25-00503,8,1331
2,6,1,2,5,8,0,25-01300,10,4314
1,1,1,2,7,6,0,25-00503,7,2185
1,6,6,2,8,1,4,25-00503,10,680
2,1,1,2,N,1,0,25-00503,12,2523
2,6,1,1,6,7,0,25-01000,10,4256
2,1,6,1,8,8,0,25-01000,8,3368
1,1,2,1,2,8,0,25-00703,9,4382
1,1,1,2,9,8,0,25-00503,9,2833
2,1,1,1,3,8,0,25-01000,7,4597
2,1,1,1,N,8,0,25-00503,11,3234
2,1,1,2,8,6,0,25-00503,11,3239
2,1,6,2,N,8,0,25-01000,14,3726
2,6,1,2,N,8,0,25-01300,10,2861
2,1,1,2,9,8,0,25-00503,11,3235
2,6,1,1,3,8,3,25-01300,10,3779
1,1,1,1,9,8,0,25-01000,10,1398
2,1,1,1,8,6,0,25-00703,16,1169
2,1,1,2,8,8,0,25-02800,N,5517
1,1,1,2,7,8,0,25-01300,10,3743
2,1,1,1,8,6,0,25-01300,10,1937
2,1,6,1,8,8,0,25-01000,11,3798
2,1,1,2,N,8,0,25-01300,10,3139
2,1,1,1,9,8,0,25-00703,6,4368
2,1,1,2,8,8,0,25-00503,7,3417
2,1,6,2,0,1,0,25-00503,N,5709
2,1,1,2,7,6,0,25-01000,14,3280
2,1,1,2,9,8,0,25-01300,7,5018
2,1,1,2,7,6,0,25-00703,10,5680
2,6,1,1,8,8,4,25-00703,11,3295
2,1,1,1,8,8,0,25-00503,10,3857
2,6,1,2,3,8,0,25-00503,11,5425
2,1,1,1,8,8,0,25-00503,8,1240
2,1,1,2,N,5,0,25-00503,11,2660
2,4,2,2,7,6,0,25-01300,10,4119
1,2,9,2,0,8,0,25-00703,7,1683
2,1,1,2,9,8,0,25-01300,8,3237
2,1,1,1,3,4,0,25-00503,10,4059
2,1,1,1,8,8,0,25-01300,10,3330
2,1,1,2,0,8,0,25-01000,10,419
2,1,1,1,7,6,0,25-01300,10,3947
1,1,6,1,3,8,0,25-01300,N,3180
2,1,1,1,6,8,0,25-00503,10,3675
2,1,1,2,9,6,0,25-00503,7,3691
2,1,1,2,9,8,0,25-00503,11,734
2,1,1,2,9,8,0,25-00503,7,3604
2,N,1,2,N,8,0,25-01300,10,3826
2,2,1,2,8,8,0,25-00503,8,1496
1,1,1,1,N,7,0,25-00503,10,2776
2,1,1,2,N,8,0,25-01300,10,3437
2,6,1,0,7,4,0,25-02800,11,3569
2,1,1,2,6,6,0,25-01000,11,1867
2,1,1,2,N,6,0,25-01000,11,2694
2,3,1,1,7,8,0,25-00703,10,1817
2,6,1,2,N,8,0,25-00503,11,3315
2,1,1,2,6,5,0,25-01300,10,1207
1,1,1,2,9,8,0,25-00703,12,2699
2,1,1,1,6,7,0,25-00703,10,4077
2,1,1,2,8,8,0,25-01300,11,2947
1,1,1,2,9,8,0,25-01300,7,2119
2,1,1,1,7,8,0,25-00503,11,1417
2,6,1,2,9,8,0,25-00503,10,3437
1,1,1,2,8,6,0,25-00703,10,3204
2,1,1,1,7,6,0,25-00703,7,2030
2,1,1,2,8,8,0,25-01300,11,3095
1,1,1,2,7,1,0,25-01000,10,3997
2,1,1,2,8,8,4,25-01300,9,3026
1,6,1,2,7,8,0,25-00503,10,4308
1,1,1,2,2,7,0,25-00503,N,506
1,6,1,1,9,8,0,25-01300,11,2147
2,1,6,2,1,8,0,25-00503,11,3252
2,1,1,2,9,5,0,25-00503,12,3291
2,1,1,2,7,7,0,25-00503,8,3788
2,1,6,2,1,6,0,25-00503,9,1680
2,6,1,2,8,7,4,25-01000,6,3909
2,1,1,1,7,8,0,25-01300,10,2972
2,1,1,1,9,8,0,25-01300,11,2755
2,1,9,1,8,8,0,25-00503,11,1555
2,1,1,1,8,6,0,25-00503,11,4079
1,1,8,1,5,6,0,25-01300,11,3809
2,1,1,2,N,8,0,25-00703,10,3449
2,1,9,1,0,8,0,25-00503,10,3560
2,4,1,2,5,6,4,25-00703,10,3600
2,1,6,1,7,8,0,25-01000,11,1824
2,1,1,1,4,8,2,25-01300,6,1954
2,1,1,2,8,8,0,25-01300,10,1772
2,1,1,2,2,8,0,25-00503,11,1869
2,6,1,2,5,6,0,25-00503,6,2652
2,1,1,2,9,8,0,25-00503,11,3580
2,1,1,1,9,8,0,25-01000,11,3719
1,1,1,1,5,8,0,25-00503,11,5704
1,1,1,2,N,5,4,25-00503,12,2713
1,1,9,2,8,4,4,25-00503,11,3108
1,6,1,2,9,8,0,25-00703,8,1516
2,3,1,2,N,8,0,25-00503,10,2102
1,1,1,1,9,8,0,25-01300,11,3609
2,1,1,1,4,8,0,25-00503,3,5924
1,1,1,0,2,9,0,25-01000,10,3945
2,1,1,2,2,8,0,25-00503,11,2900
2,1,1,2,9,8,0,25-00503,11,3230
1,1,1,2,9,6,0,25-00503,11,3815
1,1,2,2,9,6,0,25-00503,11,2526
2,1,1,2,8,6,0,25-00703,10,3968
2,6,9,2,7,8,0,25-00503,14,3588
1,1,1,1,7,8,0,25-00703,6,4449
2,1,1,2,8,6,0,25-01300,11,3818
1,1,1,1,7,8,0,25-00503,7,3953
1,1,1,2,7,12,0,25-01300,8,620
2,4,1,2,7,8,0,25-01000,10,3742
2,1,1,1,7,8,0,25-00503,11,3512
2,1,1,1,9,8,0,25-01300,11,0
1,1,1,2,9,8,0,25-00503,12,2883
1,N,1,1,9,8,0,25-00703,11,3228
2,1,1,1,9,1,0,25-00703,10,3562
2,1,6,2,5,1,0,25-00503,11,3230
1,1,1,2,9,8,0,25-00503,15,3481
2,1,1,2,N,8,0,25-00503,11,2883
1,1,1,2,9,8,0,25-00703,10,3541
2,4,1,0,3,6,0,25-00503,7,3530
2,1,1,1,8,6,0,25-00503,6,1499
1,1,6,2,4,1,0,25-00503,3,4020
2,1,1,2,N,8,0,25-01300,11,1422
1,1,1,2,9,6,0,25-01300,12,2751
2,1,1,2,7,8,0,25-00503,15,3347
2,1,1,2,8,6,3,25-01300,10,1824
2,1,1,2,9,8,0,25-00503,8,2897
2,6,1,2,7,4,0,25-00703,10,3440
2,6,1,2,3,8,0,25-01300,7,3520
2,1,1,2,9,6,0,25-00503,8,1968
2,6,1,2,8,6,0,25-00503,11,3273
2,6,1,2,N,6,0,25-00503,11,3256
2,1,1,1,7,6,0,25-00703,10,1520
2,1,1,2,9,5,0,25-01300,9,2660
2,6,1,2,7,1,4,25-01300,14,3541
2,1,1,1,7,4,0,25-00703,10,4036
2,1,1,2,6,8,0,25-00503,6,3889
1,1,9,2,5,8,0,25-00503,10,1756
2,1,1,1,4,4,0,25-00503,11,4103
2,1,1,2,5,8,0,25-00703,10,1227
2,1,1,2,9,8,0,25-00503,11,2852
2,1,1,2,9,6,0,25-01300,11,3381
2,1,1,1,8,8,0,25-01000,7,3037
2,6,1,2,8,6,0,25-00503,15,1324
1,1,6,2,0,8,0,25-01300,10,3481
2,1,1,1,7,8,0,25-01000,7,1622
2,1,9,2,9,8,0,25-00703,11,3291
1,1,1,2,8,8,0,25-01300,15,3723
2,1,9,2,8,8,0,25-00703,10,3484
2,1,1,2,7,8,0,25-02800,11,1268
2,1,1,2,6,8,0,25-00503,11,3966
2,1,1,2,9,8,0,25-01300,12,2691
2,1,1,2,5,8,0,25-00503,11,3194
2,1,1,2,9,8,0,25-02800,10,616
2,6,1,1,2,8,0,25-00503,11,3463
2,1,1,2,6,8,0,25-00503,7,3491
2,1,1,2,8,8,0,25-00503,4,1710
1,1,1,2,7,7,0,25-00503,3,737
2,6,1,2,8,8,4,25-01300,11,1024
2,1,1,1,5,9,0,25-02800,11,3607
2,1,1,2,N,8,0,25-00503,12,2337
2,6,1,2,3,6,0,25-00503,6,1421
2,1,1,2,N,6,0,25-01000,11,3604
2,6,1,2,5,8,0,25-02800,10,3615
2,3,2,1,7,8,0,25-00503,11,5179
2,1,1,2,N,4,0,25-00503,13,1550
2,1,1,2,7,8,0,25-00503,7,3523
2,6,1,0,7,4,4,25-01000,6,3526
2,6,1,1,8,6,0,25-01300,11,3485
2,1,1,2,8,8,2,25-00503,11,472
2,1,1,1,0,8,0,25-01000,10,563
2,1,2,2,5,8,0,25-01300,10,2140
1,1,1,2,N,8,0,25-00503,11,2763
2,1,6,1,7,8,0,25-01300,5,4113
1,1,1,2,N,6,4,25-00503,11,1223
2,1,9,2,8,6,0,25-00503,9,1582
2,1,1,2,8,8,0,25-01300,15,3405
2,1,1,2,9,8,0,25-00503,12,2404
2,1,1,2,9,8,0,25-00503,11,1561
1,1,1,2,8,8,0,25-00503,11,2447
2,1,1,2,9,8,0,25-01000,11,3757
2,2,1,2,8,8,0,25-00503,11,3663
2,1,2,2,5,6,1,25-00503,15,3086
1,1,1,2,8,8,0,25-00503,12,2975
2,1,1,2,8,8,0,25-00503,10,2476
2,1,1,1,6,1,0,25-00503,6,2110
1,6,1,2,7,8,0,25-00703,11,1681
2,1,1,2,N,7,0,25-00503,10,3362
2,1,1,2,4,8,0,25-01300,11,3323
1,1,1,2,3,12,0,25-00703,6,4035
2,1,1,2,4,5,0,25-01300,11,3151
2,1,1,2,8,8,0,25-00503,11,3872
2,1,1,2,N,5,0,25-00503,10,3573
1,1,2,2,8,8,0,25-00503,11,798
2,1,1,2,7,6,0,25-01300,11,1618
2,1,1,1,0,6,2,25-00503,11,3747
2,4,2,1,9,4,0,25-00503,15,3596
2,3,1,2,0,8,0,25-00503,14,3724
2,1,1,2,3,8,0,25-00503,3,464
2,2,1,1,0,6,0,25-01000,11,2224
2,1,1,1,9,8,0,25-01300,12,3031
2,1,1,2,3,6,0,25-00503,14,3298
1,N,1,2,N,8,0,25-00703,N,3501
1,2,1,2,5,8,0,25-01000,12,1499
2,1,1,1,1,6,0,25-00703,14,1443
2,1,1,2,N,5,0,25-01300,7,3162
2,1,1,2,N,5,0,25-00503,12,2671
2,N,1,2,9,8,0,25-01000,14,1282
2,1,1,2,9,6,0,25-00503,11,1608
2,1,1,2,9,8,0,25-00503,11,2977
1,1,6,2,9,8,0,25-01300,4,3439
1,1,1,2,8,8,0,25-00503,11,3307
1,1,1,2,9,6,0,25-00503,9,2677
2,1,1,2,N,8,0,25-00503,11,3091
2,1,1,2,N,8,0,25-00503,11,2776
1,1,1,1,7,1,1,25-00503,11,5524
2,5,9,2,2,8,0,25-01000,11,3892
2,1,1,2,4,6,0,25-01000,11,3978
2,1,1,1,3,8,0,25-00503,10,3786
2,1,1,2,N,8,0,25-01300,11,2971
1,N,1,2,N,8,0,25-00503,11,3188
2,1,1,2,7,6,0,25-01300,7,5102
2,1,1,2,N,6,0,25-01300,15,3372
2,3,6,2,9,8,0,25-00503,9,3879
2,1,1,2,9,7,0,25-01300,11,2893
2,1,1,2,8,8,0,25-00703,11,3684
1,1,1,1,7,6,0,25-00503,10,3301
2,1,1,1,3,10,0,25-00503,10,3849
2,1,1,1,9,8,0,25-00503,11,2259
1,1,1,2,7,6,0,25-00503,10,3940
2,1,9,1,7,1,0,25-00703,11,1363
2,1,1,2,N,8,0,25-01000,11,739
2,6,2,1,3,8,0,25-00703,7,6422
2,6,6,2,7,12,4,25-00503,10,4484
2,1,1,2,8,8,0,25-00703,11,924
