,Unnamed: 0,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,PUMA
22,7329,40,1,4,0,1,2,N,1,2,N,N,10,-4600,4,262,N,2,2,2,2,84,47,25-01000
23,5206,55,1,1,4,1,2,2,1,1,7390,12,4,138220,N,496,N,2,N,2,2,96,87,25-00503
24,1624,15,2,6,0,1,2,N,1,2,7860,10,7,-4600,5,380,N,2,2,2,2,117,118,25-01300
25,105,44,1,5,0,1,2,3,1,1,7860,10,9,101815,8,395,N,2,2,2,2,87,116,25-00503
26,5510,29,1,6,0,1,0,2,1,1,7670,12,7,76783,8,260,N,2,2,2,2,59,122,25-00503
27,1380,41,1,1,0,1,1,4,1,1,9470,13,5,43103,7,462,N,2,2,2,2,51,119,25-00503
28,6165,54,2,6,4,1,0,N,1,2,770,11,5,18641,3,324,N,2,2,2,1,112,67,25-00703
29,4617,53,2,1,0,6,0,4,1,1,9160,8,7,24047,0,368,N,2,2,2,2,44,102,25-01300
30,1978,42,1,1,0,1,0,2,1,1,N,14,9,171469,7,263,N,2,2,2,2,506,62,25-00503
31,4993,36,1,N,0,1,2,5,1,2,8191,N,4,N,9,390,N,2,2,2,1,122,35,25-00503
32,3841,11,2,4,0,6,1,3,1,1,8191,N,7,-4600,2,332,N,2,2,2,2,49,83,25-02800
33,3135,11,1,N,0,1,2,N,1,2,7860,N,4,80087,8,314,N,2,2,2,2,84,105,25-02800
34,964,45,2,1,0,1,N,2,1,2,8680,4,3,144541,3,501,N,2,2,1,2,118,112,25-01300
35,2627,24,1,1,0,1,0,4,1,1,2190,11,3,76101,5,290,N,2,2,2,2,47,69,25-01300
36,2731,31,1,N,0,1,0,N,1,2,7780,6,5,31135,6,N,N,1,2,2,2,113,77,25-02800
37,5902,14,2,N,0,6,0,N,1,1,7072,15,3,29905,1,363,2,2,2,2,2,49,60,25-00503
38,1488,0,1,6,0,6,2,2,1,1,N,10,4,93473,5,378,N,2,N,1,2,43,71,25-00503
39,3329,10,2,1,0,6,1,N,1,2,7870,6,3,-4600,2,191,N,2,2,2,2,41,130,25-01300
40,855,57,1,1,0,1,3,3,1,1,3580,15,3,24963,0,374,N,2,2,2,2,71,96,25-01000
41,2675,60,1,1,0,1,2,4,1,1,N,3,3,N,3,501,N,1,2,1,1,63,74,25-01300
42,235,53,1,1,0,6,0,6,1,1,9480,12,9,51307,7,501,2,2,2,2,2,162,110,25-00503
43,6450,4,1,6,0,1,2,N,1,2,8770,16,10,-4600,2,350,N,1,2,2,2,113,59,25-01300
44,1486,55,2,1,0,1,N,3,1,1,770,11,12,N,9,501,N,1,2,2,2,101,88,25-00703
45,5512,64,2,6,0,1,4,N,1,1,8470,4,5,4536,3,501,N,2,2,2,2,53,92,25-00703
46,7258,57,1,6,0,1,0,N,1,1,5275,16,10,18616,1,501,N,1,2,2,2,102,87,25-02800
47,5161,52,2,6,0,1,0,N,1,1,7860,N,7,140622,8,495,2,2,2,2,2,102,108,25-00703
48,2026,19,2,6,0,1,0,N,1,1,7390,10,5,N,4,270,N,2,2,2,2,71,105,25-02800
49,4989,34,1,6,0,1,0,N,1,2,4870,11,9,109821,4,501,N,2,1,2,2,55,122,25-00703
50,1574,43,1,1,0,1,2,3,1,1,6991,11,9,86070,7,452,N,2,2,2,2,66,162,25-00503
51,7298,64,2,1,0,1,3,6,1,1,8191,12,11,68809,8,501,N,2,2,2,2,58,51,25-00703
52,6588,5,2,1,0,1,2,4,1,2,7860,6,3,-4600,9,256,N,2,2,2,2,166,78,25-02800
53,6454,20,1,6,0,6,1,N,1,2,6970,N,9,N,6,248,N,1,2,2,2,99,60,25-01300
54,3027,5,2,6,0,1,2,3,3,1,8590,4,3,151489,6,501,N,2,2,2,2,95,77,25-01300
55,6585,24,1,6,0,1,0,4,1,1,7860,10,5,-4600,6,501,N,2,2,2,2,102,53,25-02800
56,5789,55,1,1,0,1,0,4,1,1,7380,12,3,N,9,500,N,2,2,2,2,52,72,25-02800
57,6552,22,2,6,0,1,0,4,1,2,N,N,3,64246,4,416,N,1,2,2,1,116,94,25-01300
58,1914,17,1,N,0,1,3,N,1,2,N,N,10,157235,9,501,N,1,1,2,2,67,421,25-01300
59,5042,84,2,N,0,1,N,3,1,2,6370,N,8,N,8,424,N,2,1,2,2,66,92,25-00503
60,1274,36,1,1,0,1,1,4,1,1,7860,10,7,203365,N,501,N,2,2,2,2,64,56,25-01300
61,5019,52,2,6,0,1,0,4,1,1,3875,7,7,54460,7,501,N,2,2,2,2,81,65,25-01000
62,1143,46,1,N,0,1,2,4,1,1,N,N,4,111646,1,297,N,1,2,2,2,18,0,25-00503
63,805,9,2,4,0,1,0,4,3,2,N,15,4,N,2,199,N,2,1,2,2,83,64,25-01300
64,6365,58,2,1,0,1,2,N,1,1,8590,12,9,146156,4,433,N,2,2,2,2,226,79,25-01300
65,928,67,2,1,0,1,2,4,1,1,3291,8,5,56536,3,331,N,2,2,2,2,68,97,25-00703
66,6603,54,1,6,0,1,0,4,1,1,N,N,11,N,N,298,2,2,2,2,2,125,90,25-01300
67,1987,36,2,1,0,1,0,7,1,1,770,N,7,75366,1,297,N,2,2,2,2,209,70,25-00503
68,7388,21,1,1,0,1,1,6,1,1,7860,3,7,N,8,452,N,1,2,2,2,98,87,25-00503
69,1794,67,1,6,0,1,2,5,3,1,7380,11,9,82635,8,501,N,2,1,2,1,56,0,25-02800
70,6676,77,1,1,0,1,0,2,1,2,N,9,5,137315,3,224,N,2,2,2,2,54,58,25-01300
71,3932,73,2,1,0,1,3,N,1,1,8191,6,9,41529,7,318,N,2,1,2,2,48,132,25-00503
72,3362,67,2,N,0,1,2,7,1,1,N,N,10,N,9,351,N,1,2,1,2,82,56,25-00703
73,6125,67,2,1,0,6,0,2,1,2,N,13,10,-4600,1,500,N,2,2,2,2,58,72,25-01300
74,91,69,2,1,0,1,2,N,1,1,8570,3,5,105620,4,323,N,2,2,2,2,66,57,25-00503
75,6298,17,2,1,0,1,2,4,1,1,570,4,10,41332,2,324,N,2,2,2,2,71,64,25-01300
76,1492,24,2,6,0,1,0,N,1,1,7380,12,7,31288,6,419,N,2,2,2,2,44,76,25-00703
77,5194,76,2,1,0,6,1,2,1,2,N,8,5,48584,6,N,N,2,2,2,2,105,92,25-00503
78,7584,50,1,6,4,1,2,3,1,2,6870,14,10,N,1,97,N,1,2,2,2,70,81,25-01300
79,2930,69,2,N,0,1,0,2,1,2,N,11,3,59541,3,265,N,2,2,2,2,59,62,25-01300
80,5626,67,1,2,0,6,0,2,1,1,8191,10,7,104084,4,456,N,2,2,2,2,93,194,25-01300
81,4832,41,2,6,0,1,0,2,1,1,N,10,5,108846,1,252,N,2,2,2,2,86,173,25-01000
82,6945,22,2,N,0,1,0,N,1,1,N,N,7,N,8,274,N,2,2,2,2,101,46,25-00503
83,3939,5,2,6,0,1,2,2,1,1,7860,10,7,63802,0,155,N,2,1,2,2,67,101,25-00703
84,7253,61,1,6,0,6,0,3,1,2,8590,15,9,N,8,353,N,1,2,2,2,83,480,25-00703
85,1536,75,1,6,0,1,0,N,1,1,770,N,3,-4600,7,393,N,2,2,2,2,96,62,25-01300
86,3010,51,2,1,0,1,N,N,3,2,7860,6,10,69709,0,414,N,2,2,2,2,107,58,25-01000
87,3287,60,1,6,4,1,2,2,1,1,6970,11,5,-4600,2,230,N,2,2,2,2,104,74,25-00703
88,3164,53,2,6,0,1,1,N,1,1,N,10,1,242657,9,369,N,2,1,2,2,36,107,25-01300
89,939,32,1,6,0,1,N,3,3,1,8191,11,4,-4600,2,283,N,2,2,2,2,130,79,25-02800
90,4382,18,2,6,0,1,2,N,1,2,7860,N,4,39289,3,452,N,2,2,2,2,85,53,25-01300
91,3923,75,1,6,0,1,2,N,1,1,9470,16,7,96124,N,214,N,2,2,2,2,47,89,25-00503
92,996,56,1,6,4,1,1,3,1,2,N,N,5,49869,4,165,N,2,2,1,2,108,80,25-01000
93,5242,81,1,1,0,1,2,3,1,2,5580,7,10,231125,9,501,N,2,2,2,2,75,67,25-01300
94,4286,12,2,6,0,1,0,2,1,0,N,N,10,125836,7,232,N,1,2,2,2,78,53,25-01300
95,5688,19,2,6,0,6,0,4,1,1,4971,11,9,36329,4,382,2,2,2,2,1,50,83,25-00503
96,167,5,1,6,0,1,2,2,1,1,9370,4,12,222812,6,456,N,2,1,2,2,234,134,25-01300
97,274,4,2,N,4,1,2,5,1,0,7860,10,5,57815,4,474,N,2,1,2,2,83,80,25-01300
98,5862,51,1,6,0,1,2,4,1,1,770,11,5,-4600,3,361,N,2,2,2,2,49,71,25-00503
99,1762,4,2,6,0,1,0,3,1,0,7860,10,5,-4600,4,501,N,2,1,2,2,72,110,25-02800
100,3726,58,2,1,0,1,0,5,3,2,7870,10,9,-4600,3,478,N,2,2,2,2,96,31,25-00503
101,6856,27,1,6,0,1,2,3,1,2,N,N,4,-4600,1,326,N,2,2,2,2,97,105,25-00503
102,7177,74,1,6,0,1,2,N,1,2,5070,15,11,103197,7,434,N,1,2,2,2,82,76,25-00503
103,1698,9,1,N,0,6,N,N,1,1,1990,N,4,149322,N,495,N,2,1,2,2,68,115,25-01000
104,6037,70,1,1,0,1,N,4,1,1,N,11,10,104883,6,464,N,2,1,1,2,78,99,25-00503
105,4429,72,1,1,4,1,2,4,1,0,N,11,10,-4600,6,293,N,2,2,2,2,108,58,25-01300
106,5268,33,2,6,0,1,2,N,1,0,7860,10,9,N,6,225,N,2,2,2,2,102,80,25-02800
107,6063,45,2,6,0,1,0,2,1,1,770,16,3,222737,9,392,N,2,1,1,2,145,101,25-00503
108,11,74,1,6,0,1,2,4,1,1,7290,3,9,121606,8,428,N,2,2,2,1,123,109,25-00703
109,886,94,1,N,0,6,0,N,1,1,7380,N,9,15465,2,300,N,2,2,2,2,85,57,25-00503
110,844,10,1,1,0,1,0,N,1,2,7380,11,9,2835,4,474,2,2,2,2,2,97,83,25-01000
111,1389,54,1,6,0,1,N,5,1,1,7860,11,3,84334,1,333,N,2,2,2,2,179,70,25-01300
112,264,18,2,N,0,1,2,4,3,2,8191,10,9,N,0,133,N,2,2,2,2,60,116,25-01300
113,7143,75,2,6,0,6,N,2,1,1,N,10,10,N,3,359,N,2,1,2,2,130,76,25-00503
114,3508,18,1,1,0,1,0,2,1,1,9380,0,7,68496,6,439,N,2,2,2,2,66,83,25-01300
115,4887,70,2,6,4,1,2,3,3,1,N,N,8,-4600,4,501,N,1,1,2,2,43,116,25-02800
116,6655,34,1,4,0,1,0,N,1,2,7270,10,4,N,N,395,2,2,2,1,1,116,87,25-01000
117,7007,18,1,1,0,1,0,6,1,1,6970,10,7,131536,8,434,2,1,1,2,2,38,87,25-01300
118,3311,87,1,1,0,6,5,2,1,1,4971,N,7,145952,7,319,N,2,2,2,2,74,76,25-01300
119,7319,71,2,6,0,1,0,N,3,1,6370,10,10,61057,0,501,N,2,2,1,2,60,123,25-00503
120,3272,50,1,6,0,1,1,4,1,1,770,11,9,53167,4,358,2,2,2,1,2,89,105,25-00703
121,3006,54,1,1,0,1,0,N,1,1,N,7,3,N,8,420,N,1,2,2,2,76,55,25-01000
122,113,59,1,1,0,1,1,N,1,2,7860,11,2,-4600,0,254,N,2,2,2,2,77,90,25-01300
123,6959,46,2,1,0,1,2,4,1,2,7380,10,5,-4600,5,347,N,2,2,2,2,112,102,25-02800
124,498,61,2,6,0,1,2,4,1,1,770,11,2,-4600,2,267,2,2,2,2,2,69,183,25-01300
125,139,45,1,1,0,1,2,4,1,2,6870,10,10,124011,8,343,2,2,2,2,2,101,100,25-00503
126,7296,15,2,1,0,1,0,6,1,2,7380,10,2,53744,7,499,N,2,2,2,2,97,96,25-02800
127,5997,53,2,N,0,6,0,4,1,1,7860,10,10,73690,1,501,N,2,2,2,2,64,100,25-00503
128,6098,35,2,N,4,1,0,N,1,1,770,N,7,182391,9,501,2,2,2,2,2,103,237,25-00703
129,6988,68,2,6,4,6,1,6,1,1,7071,6,5,259868,8,336,N,2,2,2,2,105,83,25-00503
130,4454,37,1,1,0,1,0,4,1,1,N,10,9,N,8,501,N,1,1,2,2,219,51,25-00503
131,6088,60,1,6,0,1,2,N,1,1,9480,9,4,45172,6,501,N,2,2,2,2,144,73,25-00503
132,722,6,1,N,0,1,3,2,1,1,9170,4,9,70036,7,240,N,2,2,2,2,43,113,25-00703
133,604,35,1,6,0,1,0,4,1,2,N,N,10,273556,5,352,N,2,1,2,2,62,109,25-00503
134,3338,50,1,3,4,1,N,N,1,1,770,9,5,296512,9,372,N,2,2,2,2,81,82,25-00503
135,7216,8,1,6,0,6,0,3,1,2,N,N,2,-4600,1,261,N,2,1,2,2,46,81,25-01300
136,4995,5,1,N,4,1,0,6,1,1,6970,N,4,N,8,392,N,2,2,2,2,60,93,25-00703
137,5717,3,2,6,0,1,2,3,1,1,8191,10,N,N,0,405,N,1,2,2,2,85,110,25-02800
138,6722,22,2,6,4,6,2,N,1,2,7860,N,3,-4600,1,344,N,1,2,2,2,136,43,25-00703
139,7025,94,2,6,0,6,2,2,1,1,7860,10,4,118433,6,501,N,2,2,2,2,71,37,25-01300
140,3156,67,2,6,0,1,0,4,1,0,6970,10,9,75561,6,406,N,2,2,2,2,115,49,25-00503
141,5923,17,2,N,0,6,1,2,1,1,7270,12,10,63674,8,419,N,2,2,2,2,133,61,25-00503
142,6497,69,2,6,0,6,2,4,1,1,N,N,10,8533,1,501,N,2,2,2,2,73,93,25-01300
143,3040,32,1,1,4,1,2,N,1,0,N,N,5,-4600,5,487,N,2,2,2,2,60,362,25-02800
144,5762,21,1,1,0,1,0,4,1,1,6870,N,5,71762,0,495,N,2,2,2,2,39,157,25-00703
145,6938,24,1,6,0,1,0,N,1,1,7860,10,12,173854,7,499,N,2,1,2,2,154,62,25-00503
146,4141,35,1,6,4,1,2,N,1,1,7280,10,9,193816,9,501,N,2,2,2,2,98,83,25-01300
147,5497,23,2,1,0,1,3,2,3,2,7860,12,7,-4600,9,151,N,2,2,1,2,57,24,25-01000
148,2955,14,1,1,0,1,0,5,1,1,5391,4,5,235539,N,501,N,1,2,2,2,99,50,25-01000
149,1778,37,2,6,0,6,0,2,1,2,7071,16,3,-4600,6,325,N,2,1,2,2,8,45,25-02800
150,1668,37,2,6,0,1,0,2,1,2,6170,12,1,-4600,3,323,N,1,2,2,2,100,83,25-01300
151,7360,71,2,6,0,1,N,4,1,1,770,N,3,-4600,2,90,N,2,2,2,1,48,105,25-00703
152,7222,73,2,6,0,1,4,N,3,0,770,N,N,147099,4,409,N,2,2,2,2,95,113,25-01300
153,424,38,2,N,0,1,2,2,1,2,7970,4,3,70231,4,343,N,2,2,2,2,88,128,25-00703
154,2112,54,2,N,0,1,0,2,1,2,N,11,5,-4600,2,65,N,2,2,2,2,111,76,25-00503
155,325,89,1,4,0,1,2,2,1,1,7071,4,11,147386,4,501,N,2,2,2,2,84,79,25-01000
156,832,48,2,4,0,1,2,2,1,2,8680,10,5,125708,2,413,N,2,2,1,2,96,170,25-00703
157,2971,40,2,N,0,1,1,N,1,0,7860,10,5,83675,8,89,N,2,2,2,2,119,49,25-00703
158,5765,11,2,6,0,1,1,4,1,1,8090,9,7,182636,6,501,N,2,1,2,2,99,117,25-01300
159,4244,68,1,6,0,1,2,4,1,2,8680,10,7,-4600,3,177,N,2,2,2,2,88,0,25-00703
160,4867,68,1,2,0,8,1,3,1,1,N,N,3,N,2,501,N,2,2,2,2,75,98,25-01000
161,1363,59,1,1,0,1,1,2,1,2,7280,9,N,32339,0,206,2,2,2,2,2,59,50,25-01000
162,191,2,1,6,0,1,0,3,1,2,7860,11,8,N,8,501,N,1,2,2,2,57,67,25-00703
163,1497,75,1,6,0,1,2,3,1,2,7860,11,10,N,N,207,2,2,2,2,2,107,125,25-00503
164,3757,16,1,N,4,1,1,6,1,2,N,N,8,N,0,279,N,1,2,2,1,125,103,25-02800
165,6551,60,2,1,0,6,0,4,1,1,6991,10,7,31172,2,304,N,2,1,2,2,91,59,25-01000
166,1446,10,2,1,0,1,1,N,1,2,6870,10,9,-4600,3,214,N,2,2,2,2,54,367,25-01000
167,4687,72,2,6,0,1,2,3,1,1,8680,10,5,192298,9,501,N,2,2,2,2,141,63,25-02800
168,1608,78,1,N,4,1,0,2,1,1,7860,N,5,170338,4,501,N,2,2,2,2,77,107,25-02800
169,331,6,2,1,0,1,2,N,1,2,3380,3,5,-4600,9,501,N,2,2,2,2,79,71,25-02800
170,6490,53,1,3,0,1,0,2,1,1,5381,13,5,142235,9,448,N,2,2,2,2,223,330,25-01300
171,3220,71,1,6,0,1,0,N,1,1,N,N,10,N,8,414,N,2,2,2,2,83,63,25-01000
172,1158,87,1,6,0,1,0,5,1,1,7580,4,10,N,8,501,N,1,1,2,2,64,62,25-02800
173,5805,2,2,6,0,1,2,N,1,1,8680,10,5,N,8,432,N,2,2,2,2,75,47,25-01300
174,189,8,2,4,0,1,1,4,1,1,N,N,7,N,7,469,N,2,2,2,2,87,74,25-01300
175,4675,6,2,1,4,1,0,3,1,1,7860,4,10,-4600,5,64,N,1,2,2,1,56,43,25-00503
176,746,0,2,1,0,1,3,4,3,1,7860,N,3,99258,7,271,2,2,2,2,2,49,65,25-00703
177,7501,13,2,6,0,1,2,4,1,1,N,17,12,N,8,210,N,2,2,2,2,50,79,25-02800
178,3002,19,1,6,0,6,2,N,1,2,7460,10,10,116383,8,171,N,2,2,2,2,113,76,25-00503
179,3788,43,2,1,0,1,1,4,3,1,N,10,7,-4600,5,432,N,2,2,2,1,61,243,25-01000
180,50,74,1,6,0,1,2,4,1,2,7290,6,7,37686,0,364,N,2,2,2,2,107,49,25-01300
181,733,47,2,1,0,1,1,4,3,1,7860,10,10,N,N,452,N,2,2,2,2,99,67,25-01300
182,3900,70,2,6,0,1,2,2,3,1,8191,10,7,104879,6,N,N,2,1,2,2,92,0,25-01000
183,114,13,2,1,0,1,3,N,1,1,770,10,4,28258,1,299,N,2,2,2,2,46,146,25-01000
184,5014,59,1,6,0,1,2,7,1,0,8680,10,2,175353,8,250,N,2,2,2,2,48,75,25-01300
185,5135,72,2,6,0,1,0,4,1,1,8270,9,3,6206,8,494,N,2,2,1,2,106,149,25-02800
186,3576,24,1,6,0,1,0,N,1,1,7860,10,7,47960,N,446,N,2,1,2,1,55,70,25-00703
187,1187,41,1,1,0,1,1,N,1,2,N,N,3,109097,1,200,N,2,2,1,2,111,92,25-01000
188,573,37,2,N,0,1,0,N,1,1,7860,10,8,31293,1,501,N,2,2,2,2,581,103,25-02800
189,6929,15,1,6,0,1,0,4,1,1,7390,10,9,170604,7,276,N,2,2,2,2,65,73,25-00503
190,4034,42,1,1,0,1,1,5,1,1,N,N,5,N,3,501,N,2,2,2,2,41,111,25-00503
191,6781,12,2,1,0,1,0,N,1,2,7770,4,10,-4600,2,277,N,2,1,2,2,111,73,25-01300
192,886,47,1,1,0,1,0,N,1,1,7860,N,9,188318,9,501,N,2,2,2,2,84,85,25-01300
193,3381,71,2,6,0,1,0,5,1,1,5381,N,9,37592,3,492,N,2,2,2,2,62,185,25-00703
194,7432,43,1,1,0,1,N,N,1,0,7870,10,10,108573,6,501,N,2,1,2,2,87,47,25-01300
195,1531,72,2,6,0,1,2,N,1,2,N,10,7,-285,1,91,N,2,2,2,2,92,92,25-00503
196,1162,63,2,6,0,1,0,N,1,1,8680,6,1,-4600,7,501,N,2,2,2,2,53,51,25-00703
197,3861,39,1,6,0,6,3,2,3,1,N,11,4,N,8,368,N,2,2,2,2,20,97,25-02800
198,3685,32,2,6,0,6,0,N,1,1,4971,11,7,167008,6,401,N,1,2,2,2,202,86,25-02800
199,3711,49,1,1,0,1,0,N,1,2,7072,14,9,134978,9,339,N,2,1,2,2,111,76,25-00503
200,613,72,2,3,0,1,1,2,1,2,8191,10,9,3557,0,178,N,2,2,2,2,84,80,25-00703
201,431,64,1,1,0,1,5,2,3,1,7460,6,5,47982,5,501,2,2,1,1,2,49,70,25-00503
202,6220,90,2,6,0,1,0,2,1,1,N,7,9,219908,7,335,N,1,2,2,2,46,41,25-00703
203,3573,38,1,6,4,1,0,N,1,2,7860,10,N,64819,4,165,N,2,2,2,2,76,90,25-01000
204,1954,45,2,1,0,1,0,6,1,1,7860,10,10,139208,8,461,N,2,2,2,2,107,59,25-02800
205,2847,40,1,N,0,1,0,4,1,1,8570,9,10,92233,6,499,2,2,2,2,2,53,89,25-00703
206,4201,13,2,4,4,1,2,3,1,2,N,N,10,N,9,305,N,2,1,1,2,64,98,25-02800
207,295,67,2,6,0,6,1,5,3,1,N,N,7,N,3,501,N,2,2,2,2,93,114,25-02800
208,304,48,2,6,0,1,0,N,2,2,7380,10,4,37775,9,361,N,2,2,2,1,481,109,25-01300
209,1219,62,1,1,0,1,2,6,1,1,7390,9,10,N,2,343,N,2,2,1,2,131,69,25-00503
210,6011,24,2,6,0,6,2,4,1,1,7860,10,7,N,1,484,N,1,2,2,2,92,100,25-01000
211,5901,24,1,N,0,6,0,4,1,2,7270,12,3,60202,8,501,N,1,2,2,2,111,149,25-01300
212,391,44,1,1,0,1,0,4,1,2,770,N,5,140720,1,461,N,2,2,2,2,105,0,25-01300
213,1077,61,1,1,4,1,1,N,3,1,3990,16,N,N,3,501,N,2,2,2,2,15,105,25-01300
214,6925,51,1,1,0,1,4,6,1,1,7860,N,3,131227,8,501,N,1,1,2,1,72,85,25-00703
215,6023,78,1,6,0,2,0,3,1,2,8680,12,8,N,3,501,N,2,2,1,2,84,90,25-01300
216,162,49,2,1,0,1,2,N,1,2,7380,11,4,146406,7,271,N,2,2,2,2,88,82,25-01300
217,1482,43,2,6,0,1,0,N,1,1,9160,N,3,21185,5,501,N,2,2,2,2,75,57,25-00703
218,6596,31,2,N,0,1,0,4,1,1,N,N,3,N,7,395,N,2,2,2,2,97,76,25-01300
219,3157,85,2,4,0,1,2,N,1,1,770,9,3,143804,1,495,N,2,2,2,2,53,69,25-00703
220,717,75,2,6,0,1,1,4,3,1,4971,11,5,230435,8,482,N,2,1,2,2,111,63,25-00503
221,250,59,1,4,0,1,0,2,1,1,770,N,7,105209,7,481,N,1,2,2,2,188,45,25-01300
222,3635,39,2,1,4,1,0,2,1,1,8191,9,7,81249,6,252,2,2,2,2,2,49,97,25-01300
223,2946,19,1,1,0,1,1,2,1,1,6870,6,10,95772,6,459,N,2,2,2,2,84,109,25-00503
224,159,11,1,6,0,1,2,3,1,1,3365,N,7,125747,7,332,N,2,2,2,2,106,82,25-02800
225,6606,16,1,1,0,1,2,4,1,2,290,N,5,-4600,8,341,N,2,1,2,2,127,95,25-00503
226,3657,37,2,1,0,6,1,3,1,2,3390,10,4,N,N,501,N,2,2,2,2,95,106,25-01000
227,86,82,1,4,0,1,2,4,1,2,5080,7,5,101945,0,259,N,2,2,2,2,79,0,25-00503
228,5889,34,2,N,0,6,0,N,1,0,7860,N,4,-4600,7,491,N,1,2,2,1,75,118,25-01000
229,1865,62,1,4,0,6,N,4,1,2,N,6,10,N,7,455,N,2,2,2,2,69,215,25-00703
230,204,47,1,N,0,1,3,4,3,2,7860,10,10,-4600,4,324,N,2,1,2,2,132,52,25-02800
231,1392,45,2,N,0,1,2,4,1,1,2190,11,5,26544,3,101,N,2,2,2,2,43,349,25-00503
232,6296,22,2,N,0,1,0,5,1,2,4870,9,7,158527,4,198,N,2,2,2,2,109,53,25-02800
233,23,60,2,1,0,6,0,N,1,0,7860,6,7,143574,9,501,N,2,2,2,2,96,96,25-00503
234,7267,78,2,1,0,1,2,4,3,1,N,12,7,N,N,501,N,1,2,2,2,127,110,25-02800
235,4704,51,2,1,0,6,0,N,1,1,N,11,7,12648,0,334,N,2,2,2,2,116,54,25-01000
236,3158,29,2,1,0,1,0,6,1,2,3960,12,7,-4600,N,336,N,1,2,2,2,86,99,25-01000
237,4882,34,1,6,0,1,0,2,1,2,3380,4,1,102144,2,410,N,2,2,2,2,152,0,25-00703
238,2137,56,1,1,0,1,0,3,1,1,7770,N,2,7131,0,457,N,2,2,2,2,93,75,25-02800
239,3099,38,2,1,4,1,2,N,1,1,7770,9,3,81840,4,501,N,2,2,2,2,95,79,25-00503
240,4714,57,1,6,0,1,2,4,1,1,7860,N,10,N,7,281,2,2,1,2,1,61,49,25-01300
241,6164,66,1,6,0,6,2,4,1,2,7860,10,N,N,7,414,N,1,2,2,2,103,103,25-02800
242,5407,59,1,1,0,1,4,3,3,2,7870,12,8,-4600,6,287,N,2,2,2,2,82,52,25-00703
243,3880,88,2,4,0,1,2,2,1,2,6290,14,3,-4600,2,261,N,1,1,2,2,165,105,25-00703
244,4757,42,2,1,0,1,0,4,1,2,7380,4,10,103676,7,501,N,2,2,2,1,78,73,25-01300
245,7199,14,2,1,0,1,2,4,1,1,7860,10,7,45240,9,501,N,2,2,1,2,84,69,25-00703
246,4972,49,1,6,0,1,0,N,3,2,N,N,7,-4600,5,211,N,2,2,2,2,178,128,25-01300
