,INDP,count_target,count_deidentified
199,290,7,5.0
200,9790,6,8.0
201,3680,6,14.0
202,3770,6,7.0
203,8070,6,1.0
204,3095,6,18.0
205,1790,6,12.0
206,580,5,4.0
207,2390,5,17.0
208,9770,5,15.0
209,2890,5,8.0
210,5280,5,9.0
211,5295,5,5.0
212,2490,5,7.0
213,4780,5,20.0
214,4680,5,14.0
215,2770,5,9.0
216,4290,5,10.0
217,3180,5,14.0
218,6780,4,3.0
219,680,4,6.0
220,5670,4,3.0
221,6090,4,6.0
222,1880,4,4.0
223,2480,4,16.0
224,270,4,1.0
225,190,4,8.0
226,4080,4,11.0
227,2570,4,22.0
228,2590,3,3.0
229,4265,3,0.0
230,2690,3,15.0
231,2180,3,14.0
232,3470,3,3.0
233,1290,3,5.0
234,2970,3,11.0
235,4570,2,6.0
236,1890,2,4.0
237,4585,2,0.0
238,280,2,5.0
239,1590,2,6.0
240,2090,2,37.0
241,4390,2,0.0
242,1670,2,18.0
243,2170,2,3.0
244,3690,2,8.0
245,8790,2,6.0
246,390,2,1.0
247,470,2,5.0
248,3170,2,14.0
249,7181,2,9.0
250,1480,1,5.0
251,4370,1,4.0
252,690,1,20.0
253,4180,1,3.0
254,2680,1,6.0
255,2780,1,11.0
256,1770,1,8.0
257,6590,1,2.0
258,2270,1,8.0
259,3780,1,15.0
260,6280,1,1.0
261,3670,1,11.0
262,3790,1,17.0
263,1390,1,6.0
