PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
25-00703,53,1,1,0,1,0,2,1,1,2195.3,9080,15,6,56000.0,5,474,N,2,2,2,2,121,122,710
25-01300,68,1,1,0,1,0,3,1,1,1457.2,3490,4,8,66600.0,7,501,N,2,2,2,2,62,62,5084
25-00503,49,1,6,0,1,0,2,1,1,2872.7,8580,13,5,20300.0,2,157,N,2,2,2,2,75,65,984
25-01300,0,1,N,0,1,1,3,1,1,1457.2,9920,9,9,96700.0,9,499,N,N,N,2,2,77,101,6966
25-01000,36,1,6,0,1,0,N,1,2,2447.1,9490,15,5,92000.0,8,51,N,2,2,2,2,322,320,4537
25-02800,25,1,6,0,1,0,3,1,1,3683.9,8891,14,5,98500.0,2,51,N,2,2,2,2,111,83,3577
25-00703,30,2,6,0,1,0,5,1,1,2195.3,4680,5,4,19000.0,2,468,N,1,2,2,2,78,61,1792
25-01000,15,2,6,0,1,2,4,1,1,2447.1,9920,9,3,-4600.0,0,500,N,2,2,2,2,112,100,5893
25-00503,58,2,1,0,1,0,2,1,2,2872.7,9920,9,1,-1600.0,0,227,N,2,1,2,2,67,67,3356
25-02800,33,1,6,0,1,0,N,1,1,3683.9,5593,6,9,120010.0,8,501,N,2,2,2,2,66,67,4355
25-00503,23,1,6,0,1,N,N,3,0,2872.7,5370,6,7,535000.0,1,N,N,2,2,2,2,57,1,255
25-00503,41,1,1,0,1,1,3,1,1,2872.7,7770,3,9,95010.0,8,501,N,2,2,2,2,52,53,5006
25-01000,41,1,4,0,1,2,3,1,1,2447.1,7690,2,4,47010.0,5,229,N,2,2,2,2,75,75,4475
25-00703,67,2,4,0,1,0,2,1,1,2195.3,N,N,7,343300.0,1,196,N,2,1,1,2,55,56,4937
25-00503,8,1,N,0,6,3,5,1,1,2872.7,N,N,1,N,N,392,N,2,2,2,2,90,78,7491
25-00503,26,1,1,0,1,2,4,1,2,2872.7,9690,16,6,47400.0,5,223,N,2,2,2,2,26,27,5041
25-00703,44,2,6,0,1,0,3,1,1,2195.3,7890,12,10,5520.0,1,52,N,2,2,2,2,149,121,3667
25-00703,40,1,1,0,1,1,4,1,2,2195.3,5790,6,4,57100.0,5,500,N,2,2,2,2,116,118,3072
25-01000,46,1,1,0,8,2,4,1,1,2447.1,6170,6,4,69300.0,6,271,N,2,2,2,2,49,49,5282
25-02800,76,2,6,0,1,N,N,2,0,3683.9,9920,9,4,-1600.0,0,92,N,2,1,2,2,63,0,192
25-00503,56,2,1,0,1,0,2,1,1,2872.7,8590,13,7,73100.0,1,500,N,2,2,2,2,79,100,4955
25-02800,88,1,1,0,1,0,2,1,1,3683.9,N,N,8,21700.0,3,469,N,2,2,2,2,125,122,5534
25-00703,59,1,1,0,1,0,4,1,1,2195.3,6890,9,9,367000.0,9,501,N,2,2,2,2,137,137,1722
25-00503,46,2,1,0,6,2,4,1,1,2872.7,8192,12,9,15450.0,9,501,N,2,2,2,2,70,52,1132
25-01300,42,1,1,0,1,2,4,1,1,1457.2,5295,6,9,67800.0,9,501,N,2,2,2,2,90,89,2846
25-00703,58,2,4,0,1,0,N,1,1,2195.3,7870,10,8,199000.0,2,148,N,2,2,2,2,59,58,2377
25-01300,79,2,1,0,1,0,2,1,1,1457.2,N,N,9,106000.0,2,296,N,2,2,2,2,59,61,5100
25-01000,85,2,3,0,1,0,N,1,1,2447.1,9920,9,2,33250.0,4,282,N,2,1,1,1,425,426,3040
25-01300,0,1,N,0,1,1,3,1,1,1457.2,9920,9,9,9950.0,9,500,N,N,N,2,2,91,90,7521
25-00703,30,2,1,0,1,0,6,1,1,2195.3,8562,13,8,75800.0,1,236,N,2,2,2,2,48,42,559
25-00703,44,2,1,0,1,1,3,1,1,2195.3,8080,11,8,19100.0,3,499,N,2,2,2,2,90,126,1031
25-02800,81,2,1,0,1,0,2,1,1,3683.9,9920,9,6,76600.0,6,499,N,2,2,2,1,51,52,815
25-00703,76,1,1,0,1,0,2,1,1,2195.3,N,N,8,43400.0,5,470,N,2,2,2,2,113,109,5442
25-00503,30,1,1,0,1,1,3,1,1,2872.7,8570,13,8,108000.0,7,500,N,2,2,2,2,74,74,1806
25-02800,67,2,1,0,1,0,2,1,1,3683.9,9920,9,1,94300.0,7,499,N,2,2,2,2,88,100,3102
25-00503,24,1,6,0,1,1,4,1,1,2872.7,8564,13,8,37600.0,0,500,N,1,2,2,2,154,117,1555
25-00503,62,1,2,0,1,0,N,1,2,2872.7,2470,4,10,296000.0,9,501,N,2,2,2,2,207,206,1367
25-00703,59,2,3,0,1,0,N,1,1,2195.3,8090,11,8,134000.0,8,499,N,2,2,2,2,64,63,629
25-00703,56,1,4,4,2,0,N,1,2,2195.3,7690,2,6,3500.0,4,266,N,2,2,2,2,151,151,5009
25-01300,18,1,6,0,1,2,4,1,1,1457.2,1280,4,4,31600.0,1,215,N,2,2,2,2,125,103,1123
25-01000,54,1,1,0,1,3,5,1,1,2447.1,9170,15,8,12000.0,8,474,N,2,2,2,2,104,105,1337
25-01300,40,1,1,0,6,2,4,1,1,1457.2,6480,7,1,139800.0,8,500,N,2,2,2,2,143,140,2488
25-01300,43,1,1,0,1,0,2,1,1,1457.2,3960,4,8,73400.0,7,501,N,2,2,2,2,70,71,6516
25-01300,31,2,1,0,1,0,2,1,1,1457.2,7370,1,8,667000.0,6,500,N,2,2,2,2,149,147,677
25-00503,75,1,1,0,1,0,2,1,1,2872.7,9380,16,7,24950.0,4,379,N,2,2,2,2,75,75,6481
25-01300,23,2,6,0,1,0,3,1,1,1457.2,7290,10,10,110400.0,2,501,N,2,2,2,2,88,61,789
25-01000,7,2,N,0,1,2,4,1,1,2447.1,9920,9,2,9800.0,9,500,N,2,2,2,2,67,68,7297
25-01000,36,2,1,0,1,2,4,1,1,2447.1,7780,10,8,-1600.0,7,499,N,2,2,2,2,56,55,3091
25-00703,6,1,N,0,1,4,6,1,1,2195.3,N,N,2,N,N,256,N,2,2,2,2,76,79,7604
25-00703,25,1,6,0,1,0,3,1,2,2195.3,8580,13,6,148000.0,2,25,N,2,2,2,2,30,23,4591
25-01000,82,2,6,0,1,0,N,1,2,2447.1,9920,9,4,289000.0,3,238,N,2,2,2,2,58,58,5539
25-00703,21,1,6,0,2,N,N,3,0,2195.3,7770,3,7,84000.0,2,N,N,2,2,2,2,39,2,466
25-00703,77,2,1,0,1,0,2,1,1,2195.3,8090,12,12,115300.0,8,501,N,2,2,2,2,63,70,2319
25-00703,31,2,6,4,2,2,3,1,2,2195.3,8780,14,8,229200.0,3,116,N,2,2,2,2,352,351,1036
25-01300,20,2,6,4,1,0,2,1,1,1457.2,770,1,6,105020.0,1,500,N,2,2,2,2,107,118,2033
25-00503,34,1,1,0,1,0,2,1,2,2872.7,5580,5,5,12500.0,8,500,N,2,2,2,2,72,72,903
25-02800,61,1,1,0,1,0,4,1,1,3683.9,770,3,9,156020.0,9,501,N,2,2,2,2,90,89,2622
25-00703,63,2,3,0,1,0,N,1,2,2195.3,9920,9,4,-4600.0,0,77,N,2,2,2,2,93,94,3064
25-00503,43,1,6,0,1,0,N,1,1,2872.7,7280,1,1,251200.0,8,500,N,2,2,2,2,129,128,368
25-00703,51,1,6,0,6,0,4,1,2,2195.3,3080,3,3,37800.0,4,380,N,2,2,2,2,96,88,5128
25-01300,18,2,6,0,1,1,3,1,1,1457.2,9380,15,4,10100.0,2,501,N,2,2,2,2,45,47,4507
25-00503,30,1,1,0,1,1,3,1,1,2872.7,9370,15,1,49200.0,5,500,N,2,2,2,2,59,49,1781
25-00703,63,2,1,0,1,0,2,1,1,2195.3,7460,10,11,10100.0,0,501,N,2,2,2,2,73,75,4305
25-00703,52,1,1,0,1,0,2,1,2,2195.3,7380,1,10,22470.0,8,500,N,2,2,2,2,60,58,549
25-01300,69,1,1,0,1,0,2,1,1,1457.2,9570,16,6,46600.0,5,438,N,2,2,2,2,139,123,4576
25-00703,13,2,N,0,1,1,4,1,1,2195.3,9920,9,2,99400.0,9,424,N,2,2,2,2,105,98,7059
25-02800,31,2,6,0,1,0,4,1,1,3683.9,7860,11,9,49250.0,5,368,N,2,2,2,2,132,89,2572
25-00703,53,1,1,0,1,0,2,1,2,2195.3,1170,3,8,15700.0,8,499,N,2,2,2,2,205,210,4524
25-00503,21,1,6,0,1,0,3,1,2,2872.7,8790,14,4,107600.0,1,0,N,2,2,2,2,102,68,759
25-01000,17,1,6,0,2,2,5,1,1,2447.1,9920,9,3,-1600.0,0,500,N,2,2,2,2,263,189,5416
25-01000,93,2,3,0,1,0,N,1,2,2447.1,N,N,1,203000.0,3,187,N,1,1,2,2,96,78,2858
25-01000,32,2,1,0,6,0,2,1,1,2447.1,7390,1,11,69700.0,6,500,N,2,2,2,2,65,66,1368
25-02800,55,1,6,0,1,0,N,1,2,3683.9,8670,14,6,12800.0,2,95,N,2,2,2,2,110,108,4829
25-01300,79,2,3,0,1,N,N,2,0,1457.2,9920,9,8,-1600.0,0,96,N,1,1,2,2,13,0,58
25-01300,59,1,1,0,1,0,3,1,1,1457.2,5593,18,4,65660.0,6,500,N,2,2,2,2,109,111,6147
25-00703,16,1,6,0,1,N,N,3,0,2195.3,4770,5,6,-1600.0,1,94,N,2,2,2,2,20,0,0
25-01000,33,2,1,0,2,1,3,1,2,2447.1,7980,12,8,35000.0,4,26,N,2,2,2,2,606,593,5645
25-01300,12,1,6,0,1,2,5,1,1,1457.2,9920,9,3,-1600.0,0,467,N,2,2,2,2,185,175,1739
25-01300,56,1,1,0,1,1,4,1,1,1457.2,6991,9,9,64400.0,9,501,N,2,2,2,2,65,58,5726
25-00503,12,2,N,0,6,2,4,1,2,2872.7,N,N,3,N,N,458,N,2,2,2,2,68,80,7379
25-02800,37,1,1,0,1,0,2,1,2,3683.9,7690,2,4,73100.0,6,500,N,2,2,2,2,93,93,1789
25-01000,77,2,1,0,1,0,3,1,1,2447.1,N,N,5,32500.0,4,51,N,2,2,2,2,53,52,4843
25-01000,51,2,1,0,1,2,4,1,1,2447.1,7770,3,9,75000.0,7,501,N,2,2,2,2,100,98,4782
25-00703,37,1,1,0,1,3,5,1,1,2195.3,3390,4,9,110010.0,8,501,N,2,2,2,2,72,65,4393
25-00503,76,2,3,0,1,0,N,1,1,2872.7,N,N,7,29400.0,4,242,N,2,2,2,2,72,73,1938
25-02800,1,2,N,0,6,4,6,1,1,3683.9,N,N,N,N,N,501,N,N,N,2,2,125,103,7363
25-02800,42,1,1,0,1,1,3,1,1,3683.9,6270,7,8,17700.0,8,499,N,2,2,2,2,62,60,2727
25-00703,57,1,1,0,1,0,3,1,1,2195.3,7990,12,12,71700.0,9,51,N,2,2,2,2,73,75,6929
25-01000,72,1,1,0,1,0,2,1,1,2447.1,6070,7,9,33100.0,4,387,N,2,2,2,2,49,49,5348
25-00703,18,1,6,0,1,1,4,1,1,2195.3,1570,0,4,76300.0,1,500,N,2,2,2,2,50,57,2212
25-00703,87,2,3,0,1,0,N,1,1,2195.3,N,N,5,20700.0,3,175,N,2,2,2,2,182,184,6469
25-00703,77,2,1,0,1,0,2,1,1,2195.3,N,N,10,100000.0,0,501,N,2,2,2,1,44,44,3145
25-00503,7,2,N,0,6,2,5,1,2,2872.7,9920,9,2,99400.0,9,370,N,2,2,2,2,82,96,6697
25-02800,31,2,6,0,1,3,4,1,2,3683.9,8790,14,4,51600.0,1,194,N,1,2,2,2,399,399,4703
25-00703,4,1,N,0,1,2,4,1,1,2195.3,N,N,2,N,N,277,N,N,N,2,2,58,59,6765
25-00703,59,1,6,0,6,0,4,1,2,2195.3,4090,4,4,48800.0,5,428,N,2,2,2,2,114,102,5788
25-02800,35,1,1,0,1,0,2,1,1,3683.9,4090,5,9,93000.0,8,501,N,2,2,2,2,64,76,5552
25-01300,43,2,6,0,1,1,2,1,1,1457.2,4090,4,9,106200.0,8,51,N,2,2,2,2,427,426,4298
25-02800,2,1,N,0,1,3,5,1,1,3683.9,N,N,N,N,N,501,N,N,N,2,2,113,125,7379
25-02800,31,2,1,0,1,2,4,1,1,3683.9,7790,10,10,122850.0,8,499,N,2,2,2,2,173,176,4489
25-00703,81,1,4,0,1,0,N,1,1,2195.3,7370,10,10,61000.0,6,492,N,2,2,2,2,43,44,3370
25-01300,68,1,6,0,1,0,N,1,1,1457.2,5670,6,9,32100.0,1,253,N,2,2,2,2,75,76,4956
25-00503,17,1,6,0,1,N,N,3,0,2872.7,8670,13,6,118000.0,1,99,N,2,2,2,2,84,0,137
25-00703,78,2,1,0,1,0,2,1,2,2195.3,9920,9,4,205000.0,2,24,N,2,2,2,2,20,25,2114
25-02800,22,2,6,0,6,0,3,1,1,3683.9,9470,15,8,10.0,1,500,N,2,2,2,2,66,52,4993
25-00703,57,1,1,0,1,0,2,1,1,2195.3,8660,14,6,67200.0,6,500,N,2,2,2,2,128,130,2035
25-00703,44,1,1,0,1,4,6,1,1,2195.3,6970,9,9,40200.0,9,501,N,2,2,2,2,81,75,4742
25-00703,52,1,1,0,1,0,4,1,1,2195.3,9370,15,1,-4560.0,7,500,N,2,2,2,2,64,61,3113
25-00503,25,1,6,0,1,0,N,1,2,2872.7,8561,13,6,17000.0,2,124,N,2,2,2,2,148,147,877
25-00703,66,2,1,0,1,0,2,1,1,2195.3,3590,4,9,66570.0,7,501,N,2,1,2,2,58,59,2450
25-01300,63,2,3,0,1,0,2,1,1,1457.2,5080,6,5,29000.0,4,420,N,2,2,2,2,352,305,4705
25-00703,53,1,2,0,1,0,5,1,1,2195.3,770,3,9,87000.0,8,501,N,2,2,2,2,130,100,4679
25-00703,60,1,1,0,1,0,2,1,1,2195.3,2690,3,1,122200.0,8,500,N,2,2,2,2,66,67,4270
25-00703,69,2,1,0,1,0,2,1,1,2195.3,9780,9,4,265100.0,3,432,N,2,2,2,2,89,91,4344
25-01000,58,2,1,0,1,0,2,1,1,2447.1,7071,1,8,36900.0,4,499,N,2,2,2,2,152,149,4515
25-00503,86,2,3,0,1,0,2,1,1,2872.7,9920,9,4,160000.0,2,500,N,2,1,1,1,46,46,3122
25-01000,3,2,N,0,1,1,3,1,2,2447.1,N,N,N,N,N,51,N,N,N,2,2,92,77,7091
25-02800,38,2,6,0,1,1,2,1,1,3683.9,7860,11,10,83040.0,7,469,N,2,2,2,2,97,96,3043
25-00503,47,2,2,0,1,0,2,1,1,2872.7,8170,11,8,71200.0,6,500,N,2,2,2,2,70,46,2994
25-00703,5,2,N,4,1,2,3,1,2,2195.3,N,N,2,N,N,63,N,2,2,2,2,422,536,6839
25-01000,72,2,3,0,1,0,N,1,1,2447.1,9490,16,9,100900.0,8,501,N,2,2,2,2,50,49,6163
25-00703,15,1,6,0,1,0,4,1,1,2195.3,8470,13,4,20000.0,2,499,N,2,2,2,2,30,41,5053
25-02800,52,2,1,0,1,0,3,1,1,3683.9,4580,5,4,56400.0,5,500,N,2,2,2,2,84,89,594
25-01300,8,2,N,0,1,4,9,1,1,1457.2,9780,9,2,96200.0,9,499,N,2,2,2,2,41,45,6748
25-00503,79,2,3,0,1,0,N,1,2,2872.7,9920,9,1,31900.0,8,500,N,2,2,2,2,58,56,5282
25-00703,11,1,N,0,1,2,4,1,2,2195.3,9920,9,2,99000.0,9,231,N,2,2,2,2,71,66,7555
25-00503,24,2,6,0,6,2,3,1,2,2872.7,7490,10,12,64500.0,6,32,N,2,2,2,2,110,107,1306
25-00703,10,2,N,0,1,2,4,1,1,2195.3,N,N,3,N,N,51,N,2,2,2,2,104,111,6908
25-00503,62,2,1,0,1,0,2,1,1,2872.7,9920,9,6,19100.0,0,499,N,2,1,2,2,50,43,854
25-01300,36,1,1,0,6,1,3,1,2,1457.2,7190,1,1,142000.0,8,499,N,2,2,2,2,68,67,4248
25-00503,49,1,1,0,1,0,4,1,1,2872.7,7280,1,1,19250.0,8,500,N,2,2,2,2,73,72,800
25-01300,77,2,3,0,1,0,N,1,1,1457.2,N,N,7,34500.0,4,277,N,2,2,2,2,51,52,6766
25-00703,37,1,6,0,1,0,2,1,1,2195.3,4980,6,6,46900.0,1,31,N,2,2,2,2,113,108,6280
25-01300,21,2,6,0,1,0,5,1,1,1457.2,8191,12,7,62600.0,1,501,N,2,2,2,2,77,52,4543
25-02800,33,1,1,0,1,2,6,1,1,3683.9,690,8,6,176000.0,8,500,N,2,2,2,2,86,86,3089
25-02800,89,2,3,0,1,0,4,1,1,3683.9,N,N,5,101200.0,0,354,N,2,2,2,2,60,61,672
25-01000,75,1,1,0,1,0,2,1,1,2447.1,N,N,10,110500.0,8,51,N,2,2,2,2,108,117,5886
25-01000,64,2,1,2,6,0,2,1,1,2447.1,7890,11,10,34300.0,4,51,N,2,2,2,2,110,108,4075
25-01300,42,1,1,0,1,2,4,1,1,1457.2,7780,3,8,94310.0,8,473,N,2,2,2,2,97,93,5961
25-01000,17,2,N,0,1,2,4,1,1,2447.1,N,N,3,N,N,468,N,2,2,2,2,68,72,6901
25-00503,13,2,N,0,1,2,4,1,1,2872.7,9920,9,2,99400.0,9,500,N,2,2,2,2,98,115,7420
25-01000,0,2,N,0,1,2,4,1,1,2447.1,9920,9,9,97900.0,9,500,N,N,N,2,2,93,108,6250
25-01300,90,2,3,0,1,N,N,2,0,1457.2,N,N,9,322500.0,1,N,N,1,1,2,2,32,2,293
25-00703,24,1,1,0,1,1,3,1,1,2195.3,7071,1,8,73400.0,6,499,N,2,2,2,2,45,45,2056
25-00503,26,2,6,0,1,0,N,1,2,2872.7,8192,12,9,56200.0,6,406,N,2,2,2,2,111,101,5755
25-02800,26,2,1,0,1,1,4,1,1,3683.9,8563,13,4,110000.0,1,499,N,2,2,2,2,61,67,963
25-00703,47,2,4,0,1,2,3,1,1,2195.3,5180,6,9,33200.0,4,162,N,2,2,2,2,58,59,4088
25-00703,76,2,6,0,1,N,N,2,0,2195.3,9920,9,8,73700.0,1,99,N,2,1,1,2,21,0,407
25-02800,77,2,3,0,1,0,N,1,2,3683.9,N,N,7,160000.0,3,135,N,2,2,2,2,74,73,1574
25-00503,14,2,6,0,1,N,N,3,0,2872.7,7780,10,6,60020.0,0,92,N,2,2,2,2,92,0,0
25-02800,69,1,1,0,1,0,4,1,1,3683.9,6180,7,10,149000.0,9,501,N,2,2,2,2,174,156,6269
25-00703,43,2,1,0,1,2,4,1,2,2195.3,7680,2,1,208000.0,2,365,N,2,2,2,2,58,58,1495
25-00703,84,1,1,0,1,0,2,1,1,2195.3,N,N,4,156020.0,3,153,N,2,2,2,2,110,109,2799
25-00503,11,1,N,0,1,2,5,1,1,2872.7,9920,9,2,99300.0,9,500,N,2,2,2,2,104,120,7041
25-01000,35,1,1,0,1,0,3,1,1,2447.1,4870,5,8,382000.0,4,304,N,2,2,2,2,134,92,5262
25-00503,28,2,6,0,6,N,N,3,0,2872.7,7880,11,10,43500.0,5,N,N,2,2,2,2,71,1,388
25-01000,69,2,4,0,9,0,4,1,1,2447.1,8270,12,8,918000.0,8,51,N,2,2,2,2,125,115,1646
25-00703,67,2,4,0,1,0,2,1,1,2195.3,7470,1,7,174000.0,0,181,N,2,2,2,2,59,58,4513
25-02800,18,1,6,0,1,0,4,1,1,3683.9,8564,13,4,14300.0,2,500,N,2,2,2,2,59,59,4223
25-00503,41,1,1,0,1,2,4,1,1,2872.7,7080,1,8,5800.0,8,499,N,2,2,2,2,98,77,1482
25-00703,0,1,N,0,1,3,5,1,1,2195.3,9920,9,9,98100.0,9,500,N,N,N,2,2,138,146,6999
25-00703,46,2,1,0,1,2,4,1,1,2195.3,N,N,9,102200.0,0,51,N,2,2,2,2,110,117,5126
25-00703,67,2,3,0,1,0,N,1,2,2195.3,9920,9,4,170540.0,2,136,N,2,2,2,2,88,88,3856
25-01300,52,1,1,0,6,2,4,1,1,1457.2,7390,10,10,221500.0,9,501,N,2,2,2,2,45,46,4642
25-00503,21,2,6,0,1,0,N,1,2,2872.7,7790,10,8,111400.0,1,85,N,2,2,2,2,125,92,5299
25-00703,48,1,1,0,1,4,6,1,1,2195.3,7390,10,9,64600.0,9,501,N,2,2,2,2,111,109,2509
25-01300,60,1,2,0,1,0,N,1,1,1457.2,3365,4,8,50900.0,6,381,N,2,2,2,2,69,69,3110
25-02800,42,1,1,0,1,2,4,1,1,3683.9,4780,5,9,113500.0,8,51,N,2,2,2,2,52,61,1945
25-00503,51,1,1,0,1,0,2,1,1,2872.7,4490,5,1,21400.0,8,499,N,2,2,2,2,33,32,952
25-02800,13,1,N,0,1,2,4,1,1,3683.9,N,N,3,N,N,501,N,2,2,2,2,157,126,7398
25-00503,70,2,1,0,6,0,2,1,1,2872.7,8192,11,7,57400.0,5,500,N,2,2,2,2,66,49,5570
25-01300,66,1,3,4,1,2,5,1,2,1457.2,8690,14,2,47300.0,0,366,N,2,2,1,1,446,335,3718
25-02800,56,1,1,0,1,0,2,1,1,3683.9,1870,3,8,5900.0,5,500,N,2,2,2,2,85,85,1698
25-00503,46,2,1,0,6,0,3,1,1,2872.7,4870,5,4,-1600.0,0,500,N,2,2,2,2,98,100,1785
25-00703,81,2,3,0,1,N,N,2,0,2195.3,9920,9,5,26800.0,0,98,N,1,1,2,2,63,0,370
25-00503,45,1,1,0,1,2,5,1,1,2872.7,9160,15,8,170000.0,8,500,N,2,2,2,2,114,116,2984
25-00703,83,2,4,0,1,1,4,1,1,2195.3,7790,3,5,77400.0,7,52,N,2,1,2,2,95,83,3083
25-01000,31,1,1,0,1,1,3,1,1,2447.1,2870,3,1,93500.0,7,500,N,2,2,2,2,66,66,5046
25-02800,41,1,1,0,1,2,4,1,1,3683.9,9190,15,7,-1600.0,7,484,N,2,2,2,2,66,64,2606
25-00503,33,1,6,0,1,0,2,1,1,2872.7,4080,5,9,60150.0,6,501,N,2,2,2,2,93,68,1398
25-00503,55,1,6,0,1,N,N,2,0,2872.7,N,N,7,12000.0,2,N,N,2,1,2,2,77,0,190
25-00503,15,2,6,0,6,2,4,1,1,2872.7,9920,9,3,-1600.0,0,500,N,2,2,2,2,54,50,435
25-00703,22,1,6,0,1,0,N,1,1,2195.3,8192,12,8,64400.0,6,499,N,2,2,2,2,58,56,4743
25-01000,71,1,1,0,1,0,2,1,1,2447.1,7860,10,11,98800.0,7,500,N,2,2,2,2,77,94,3274
25-02800,89,1,1,0,1,0,2,1,1,3683.9,N,N,9,377700.0,4,51,N,2,2,2,2,168,146,4522
25-02800,13,1,N,0,1,3,5,1,1,3683.9,N,N,3,N,N,501,N,2,2,2,2,105,102,6958
25-01000,18,2,N,0,1,2,3,1,1,2447.1,N,N,3,N,N,274,N,2,2,2,2,72,68,7633
25-02800,17,2,6,0,1,1,4,1,1,3683.9,8770,14,4,65800.0,1,501,N,2,2,2,2,74,64,1783
25-00503,67,2,1,0,1,0,3,1,1,2872.7,7790,10,1,108100.0,7,499,N,2,2,2,2,97,101,4599
25-02800,22,1,6,0,1,0,3,1,1,3683.9,7370,1,8,-4600.0,0,500,N,2,2,2,2,87,98,1990
25-00703,16,2,6,0,1,N,N,3,0,2195.3,8790,14,6,51100.0,0,92,N,2,2,2,2,15,0,0
25-00703,78,2,4,0,1,0,2,1,1,2195.3,9920,9,6,97100.0,7,500,N,2,2,2,2,98,98,5776
25-00703,26,2,6,0,1,0,N,1,2,2195.3,9080,15,5,106000.0,2,85,N,2,2,2,2,104,100,3273
25-02800,37,2,6,0,1,1,2,1,1,3683.9,6890,9,7,90100.0,8,501,N,2,2,2,2,99,100,3008
25-01300,62,1,1,0,1,0,3,1,1,1457.2,7470,10,9,9590.0,8,51,N,2,2,2,2,78,75,4907
25-00503,38,2,6,0,1,0,2,1,2,2872.7,6680,8,6,77080.0,6,462,N,2,2,2,2,107,71,6126
25-00503,38,2,1,0,1,0,6,1,1,2872.7,4980,5,4,295000.0,3,361,N,2,2,2,2,135,112,4733
25-02800,6,1,N,0,1,2,4,1,2,3683.9,9780,9,2,95400.0,9,159,N,2,2,2,2,64,59,6305
25-02800,27,1,1,0,1,1,3,1,2,3683.9,7480,1,1,54200.0,5,350,N,2,2,2,2,117,116,2025
25-02800,54,1,6,0,1,0,N,1,2,3683.9,7380,1,7,31700.0,4,244,N,2,2,2,2,100,101,5860
25-02800,53,2,1,0,1,0,2,1,1,3683.9,6970,8,8,103800.0,7,500,N,2,2,2,2,80,91,1302
25-02800,0,2,N,0,6,4,6,1,1,3683.9,9920,9,9,9800.0,9,500,N,N,N,2,2,113,94,7116
