SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
1,1,1,2,4,8,0,25-01000,12,5302
1,1,6,1,0,4,0,25-01000,N,7633
1,6,1,0,0,11,4,25-00503,11,2213
2,1,1,1,1,1,0,25-00703,13,7633
2,6,1,1,4,1,0,25-01300,13,6203
1,6,1,1,0,12,0,25-00703,8,1311
1,6,1,1,0,4,0,25-00703,12,7633
1,6,1,2,7,1,0,25-01300,14,2689
1,1,1,1,1,6,0,25-00703,10,6567
2,3,1,1,0,4,0,25-00503,12,7633
2,1,1,1,7,5,0,25-00703,1,5149
1,1,1,1,2,1,0,25-01000,14,7633
1,6,1,1,4,1,0,25-02800,17,6209
2,1,1,1,5,6,0,25-00703,1,7419
1,6,6,1,0,1,0,25-01300,13,6306
1,5,6,1,2,1,0,25-00503,13,4267
1,6,1,1,6,1,0,25-00703,8,6247
1,1,1,1,9,8,0,25-00703,7,7633
1,1,1,1,7,12,0,25-01000,N,6968
2,6,6,1,0,3,0,25-00703,6,5769
1,5,1,2,5,10,0,25-00503,11,877
2,1,1,1,7,1,0,25-00703,11,7633
2,3,1,1,0,1,0,25-01000,N,892
2,1,1,1,0,7,0,25-02800,10,7633
2,4,1,2,2,12,0,25-01300,11,6757
1,6,6,1,0,7,0,25-01300,14,2338
2,6,1,1,0,4,0,25-00703,4,7633
2,1,1,1,0,5,0,25-02800,12,7468
2,1,1,1,8,1,0,25-00503,1,6908
2,6,1,1,0,5,0,25-00703,15,1754
1,1,1,2,8,1,0,25-00503,12,6986
1,6,1,1,0,4,0,25-02800,13,7633
1,6,1,1,0,8,0,25-00503,11,1061
2,6,1,1,0,5,0,25-00703,0,7633
1,1,1,2,2,1,0,25-02800,13,4384
1,1,1,1,4,7,0,25-02800,1,7633
1,1,1,1,6,8,0,25-00703,3,4881
2,4,1,1,9,1,0,25-00703,1,7633
1,4,2,1,0,6,0,25-00503,14,3608
2,1,1,2,7,10,0,25-00503,11,2445
1,6,2,1,0,6,0,25-00503,N,6023
1,2,1,1,2,7,4,25-00503,12,6908
1,1,1,1,5,7,0,25-02800,10,7633
1,1,1,1,6,4,0,25-00703,9,7134
1,4,1,1,7,9,0,25-02800,12,5477
1,6,1,1,0,4,0,25-00503,17,7240
2,1,1,1,5,6,0,25-00703,13,5408
1,1,1,1,2,1,0,25-00703,14,5164
1,1,1,1,8,9,0,25-02800,10,5716
1,5,6,1,0,4,0,25-02800,14,7633
2,6,1,2,0,8,0,25-02800,12,5759
1,1,1,1,8,10,0,25-02800,17,5987
1,1,1,1,7,8,0,25-02800,4,5528
1,6,1,1,0,4,0,25-00703,2,2338
1,6,1,1,0,1,0,25-00503,N,7633
1,1,1,1,0,7,0,25-00503,12,7633
1,6,1,1,7,8,4,25-00503,14,5689
1,N,1,2,0,6,0,25-00503,14,3532
2,4,1,1,0,1,0,25-00703,14,7633
2,1,1,1,2,7,0,25-01000,13,5223
2,1,1,1,0,7,0,25-01000,13,6908
2,1,1,1,2,4,0,25-02800,N,6387
1,6,1,2,0,4,0,25-02800,N,5224
1,6,1,1,0,1,0,25-02800,9,6278
1,4,6,1,0,7,0,25-00703,10,7633
1,4,1,2,7,7,0,25-01300,14,7633
2,4,1,1,6,8,0,25-00703,14,6542
2,1,1,1,5,1,0,25-01000,0,7633
2,6,1,1,0,7,0,25-00503,11,2338
2,6,1,1,0,1,0,25-01000,10,7633
2,1,1,2,8,5,0,25-02800,10,5364
1,1,1,1,8,8,0,25-01000,9,5555
2,6,1,1,0,1,0,25-02800,1,7633
1,1,6,1,0,8,0,25-02800,13,3548
1,6,6,1,8,8,0,25-00703,7,2939
2,4,1,1,8,7,0,25-00703,5,5224
1,1,1,1,3,7,0,25-01000,11,7633
1,6,1,1,4,5,0,25-02800,12,5732
1,6,1,1,0,7,0,25-00703,13,7633
1,4,1,1,0,4,0,25-00503,0,2338
1,6,1,2,7,6,0,25-02800,4,6628
1,6,1,1,0,4,0,25-02800,0,7633
1,6,1,2,4,4,0,25-00703,11,2338
1,2,1,1,0,9,0,25-01300,N,1174
2,1,1,1,0,1,0,25-02800,9,7633
1,4,1,1,0,4,0,25-00503,2,7633
1,6,1,1,0,7,0,25-01300,11,6908
1,6,1,1,7,4,0,25-01300,4,7633
2,1,1,1,0,10,0,25-00703,15,3322
2,1,7,0,8,2,0,25-00503,15,5020
2,6,1,1,1,5,0,25-00703,13,7633
2,4,1,1,0,7,0,25-00503,10,7633
1,6,1,2,2,5,0,25-02800,5,1447
2,6,2,1,0,1,0,25-00703,14,7633
1,4,6,1,0,10,0,25-00503,N,5686
1,1,1,1,8,1,0,25-00703,N,6203
2,6,1,1,1,7,0,25-00703,0,2338
2,1,1,1,0,4,0,25-00503,N,4502
2,6,6,2,7,1,0,25-02800,5,6660
1,3,1,1,0,4,4,25-00703,5,5224
1,6,1,2,0,10,0,25-00503,8,1060
2,6,1,1,N,5,0,25-02800,3,1886
2,6,6,1,0,1,0,25-00503,10,7633
2,6,1,1,0,12,0,25-00503,N,819
2,4,1,1,0,1,0,25-00703,12,7633
1,4,1,1,0,1,0,25-00703,16,6908
2,1,1,1,1,8,0,25-00703,7,6339
1,6,1,1,3,8,0,25-02800,6,6710
1,2,1,1,6,1,0,25-01000,6,6193
2,4,1,1,0,4,0,25-01300,N,7633
2,4,1,1,0,6,0,25-02800,12,6126
1,1,6,1,8,1,0,25-00703,5,2026
1,6,6,1,7,8,0,25-00503,0,3408
1,1,1,2,7,4,0,25-01000,9,635
2,1,1,1,0,1,0,25-01300,12,6346
2,4,1,2,0,7,0,25-02800,18,7633
1,4,1,2,0,10,0,25-00703,12,4835
1,6,1,2,3,8,0,25-00503,12,2689
2,1,1,1,7,1,0,25-01300,13,3701
1,1,1,1,9,8,0,25-02800,0,7633
1,6,1,1,0,1,0,25-01300,13,2338
2,6,1,1,0,1,0,25-02800,N,7633
1,1,1,1,7,1,0,25-01300,14,7633
1,1,1,1,5,5,0,25-00703,11,7633
2,1,1,1,0,4,0,25-02800,11,6216
1,1,1,1,5,8,0,25-02800,10,6908
2,6,6,1,0,4,0,25-00503,13,1824
2,1,6,1,2,1,0,25-01000,12,6515
2,1,1,1,5,10,0,25-02800,11,419
2,6,1,0,0,5,0,25-00503,N,7569
1,3,6,1,0,5,0,25-01000,1,7633
2,6,1,1,1,5,0,25-00503,14,6175
2,6,1,1,2,1,0,25-02800,13,7633
1,6,1,2,8,3,0,25-00503,11,6241
1,1,1,1,5,1,0,25-00503,1,7633
2,4,1,1,0,4,0,25-02800,14,2217
1,1,1,1,8,1,0,25-01300,3,2994
1,6,1,0,5,9,0,25-01000,11,4099
1,6,1,1,0,7,0,25-00703,N,5224
2,2,1,1,8,5,0,25-01300,11,1022
2,4,1,1,6,4,0,25-02800,5,6908
1,4,1,1,0,4,0,25-01300,14,3654
2,6,1,2,0,1,0,25-00503,14,2338
1,3,1,0,7,1,0,25-00503,N,5423
2,6,6,1,0,1,0,25-00703,11,4301
1,2,1,1,8,7,0,25-00503,10,5224
1,4,1,1,0,1,0,25-00503,N,5144
1,4,1,0,3,1,0,25-00503,9,3775
2,1,1,1,5,4,0,25-00703,7,7633
2,6,1,2,0,5,0,25-02800,11,7633
1,3,1,1,7,1,0,25-02800,10,3075
2,4,6,1,0,5,0,25-00703,N,7633
1,6,1,1,1,1,0,25-02800,7,4926
1,1,1,1,7,8,0,25-00703,1,6908
1,4,1,2,3,4,0,25-01000,1,2338
2,4,1,1,0,4,0,25-00703,0,7633
2,6,1,1,1,5,0,25-00703,10,7633
2,4,1,1,0,4,0,25-00703,2,5224
1,6,1,1,0,7,0,25-00503,12,7633
2,1,1,1,0,4,0,25-02800,N,7633
2,1,1,1,0,7,0,25-02800,14,4189
2,6,6,0,0,8,0,25-00503,N,3539
2,4,1,1,7,8,0,25-00503,12,5224
1,4,1,1,1,7,0,25-00503,12,7518
2,6,1,1,0,4,4,25-00703,N,6555
2,1,1,0,8,11,0,25-00503,12,3339
1,1,1,1,6,4,0,25-00703,9,7633
1,6,6,2,7,4,0,25-02800,14,6702
1,1,1,1,2,1,0,25-01300,12,6908
1,1,1,1,2,8,0,25-01000,13,6483
1,3,1,1,0,11,0,25-00703,9,4271
1,1,1,1,7,1,0,25-00503,13,7633
2,1,1,1,7,8,0,25-00703,2,6676
1,6,1,1,0,4,0,25-02800,14,2338
1,6,1,2,4,4,4,25-02800,N,7633
1,6,1,1,0,4,0,25-01300,N,4193
2,1,1,1,2,8,0,25-01300,9,6883
2,3,1,2,6,6,0,25-00503,15,4901
1,3,1,0,2,4,2,25-02800,N,1696
2,4,1,1,0,7,0,25-00703,10,7633
2,6,1,2,0,1,0,25-02800,11,7633
1,6,1,0,0,6,0,25-01300,13,2666
1,4,1,1,0,9,0,25-01000,16,4735
2,4,1,1,0,4,0,25-02800,0,2338
2,3,1,1,1,11,0,25-00703,9,4039
1,6,1,1,0,7,3,25-00703,1,7633
2,6,1,1,0,8,0,25-02800,9,5823
1,3,1,1,0,1,0,25-00503,N,6908
1,3,1,0,0,4,0,25-00503,14,7633
1,4,1,1,0,7,0,25-00503,11,2878
2,3,1,1,0,1,0,25-02800,13,7633
2,4,1,1,5,1,0,25-02800,12,4251
1,1,6,2,7,5,0,25-00703,15,3786
2,1,1,1,2,1,0,25-00703,12,7633
2,6,1,1,0,6,0,25-00503,N,4990
1,1,1,1,0,5,0,25-02800,9,2422
2,4,1,2,1,5,0,25-00503,N,1339
2,1,1,2,1,1,0,25-00703,0,7633
2,1,6,0,0,1,0,25-00503,14,7633
2,1,1,1,5,11,0,25-01300,0,3073
1,6,1,0,7,4,0,25-00703,12,5224
1,1,1,1,4,10,0,25-01000,13,4671
2,6,1,1,0,4,0,25-00703,N,7633
2,1,1,1,8,1,4,25-02800,0,7633
2,4,1,1,0,4,4,25-00703,N,1787
2,1,1,1,4,1,0,25-00703,11,7633
1,6,1,1,8,4,0,25-00703,13,2737
1,6,1,1,8,8,0,25-00703,11,4414
1,3,6,0,0,4,0,25-01000,N,4346
1,1,1,1,8,10,0,25-01000,11,5044
2,4,1,1,5,4,0,25-01300,14,2338
1,1,1,1,7,1,0,25-00503,11,7633
1,4,1,1,2,1,0,25-00503,13,5224
2,1,1,1,6,7,0,25-00503,1,5224
1,N,1,1,2,4,0,25-00503,5,7633
1,6,1,1,0,1,0,25-00703,13,2157
1,1,1,0,7,10,2,25-01300,10,1229
2,6,1,1,4,7,0,25-00703,14,7633
1,6,1,1,0,1,0,25-00703,11,7633
1,1,1,1,7,4,0,25-02800,11,5224
2,6,1,1,0,7,0,25-00703,1,7633
1,6,6,0,0,4,0,25-00703,0,1946
2,6,1,1,0,8,0,25-02800,N,7633
2,1,6,1,1,5,0,25-00703,9,5224
1,4,1,1,0,7,0,25-00703,13,2338
2,1,1,1,3,7,0,25-00703,12,7633
2,4,1,2,1,4,0,25-02800,1,7633
1,1,1,1,8,9,0,25-00703,10,3664
1,1,1,1,2,8,0,25-01000,12,3704
2,1,1,1,4,1,0,25-00503,10,4548
2,1,5,1,9,10,0,25-01000,14,1358
2,4,1,2,0,7,0,25-02800,13,7633
1,6,1,1,0,4,0,25-00503,5,2338
2,3,6,1,0,1,0,25-00503,11,2338
1,1,1,1,8,10,0,25-00703,4,490
2,6,1,2,0,4,0,25-00503,1,7633
2,6,1,1,0,1,0,25-02800,1,2338
1,1,1,1,9,1,0,25-01300,12,3709
2,5,1,1,4,1,0,25-00503,9,5896
1,6,1,1,0,7,3,25-00503,1,3834
1,3,1,1,8,9,0,25-00503,1,2656
2,1,1,1,5,11,0,25-02800,11,146
2,1,8,1,0,1,0,25-00503,11,4487
1,6,5,2,0,4,0,25-00503,1,5224
2,6,6,2,0,1,0,25-00503,N,6372
2,2,1,1,0,5,0,25-02800,2,2128
2,6,1,1,0,8,0,25-02800,10,4607
1,4,1,1,0,7,0,25-01300,13,7633
2,4,1,1,0,1,0,25-02800,1,7633
1,1,1,1,7,9,0,25-00503,13,3756
1,1,1,1,8,1,0,25-02800,7,1830
1,6,5,1,7,8,0,25-02800,11,5332
2,3,1,1,0,1,0,25-00703,1,7633
2,3,6,1,0,4,0,25-02800,N,5224
1,6,1,1,0,4,0,25-02800,9,7633
1,1,1,1,8,1,0,25-01000,1,7633
1,4,1,2,5,5,0,25-02800,16,0
2,4,1,1,1,6,0,25-01000,N,5751
1,3,1,1,0,5,0,25-02800,10,4584
2,1,1,1,9,1,0,25-01300,10,2552
2,1,1,1,4,5,3,25-00703,11,5237
1,6,1,1,2,1,0,25-02800,11,2338
1,6,1,1,0,4,0,25-01000,12,7633
2,4,1,2,7,4,0,25-02800,5,1171
2,6,1,2,1,8,0,25-02800,11,7633
1,3,6,1,0,11,0,25-00703,10,7633
1,6,1,1,2,5,0,25-01300,N,1069
1,1,6,1,7,1,0,25-00503,14,6107
2,4,1,1,0,1,0,25-00703,10,7633
1,6,1,1,0,1,0,25-02800,13,5224
1,6,1,1,0,9,0,25-01300,N,4954
2,4,6,1,0,1,0,25-00503,10,7396
1,6,1,1,2,8,0,25-00503,14,4295
1,3,1,2,9,11,0,25-02800,3,1283
1,4,1,1,0,4,0,25-00703,1,7633
2,1,1,1,0,5,0,25-00703,0,5224
1,1,1,1,6,8,0,25-00503,7,4799
2,4,1,1,3,7,0,25-00703,11,6876
1,6,1,1,0,1,0,25-00703,12,7633
1,1,1,1,7,6,0,25-02800,13,984
1,3,1,1,0,6,0,25-00503,N,5508
2,4,6,2,0,4,0,25-02800,14,1676
1,6,2,1,0,12,0,25-01300,N,6547
1,6,1,2,4,12,0,25-01000,12,4129
1,6,1,1,6,5,1,25-00503,12,3594
1,4,1,1,0,1,0,25-01000,0,4204
2,6,1,1,0,7,0,25-00703,11,7633
1,1,1,1,7,9,0,25-01000,14,2517
1,4,1,1,8,1,0,25-00703,12,5989
1,6,1,1,0,7,4,25-00703,14,7633
2,3,6,1,9,10,0,25-00703,9,5488
1,1,1,1,8,1,0,25-00503,10,7633
1,4,1,1,0,4,0,25-02800,11,7633
2,1,1,1,0,7,0,25-00703,10,2338
2,6,1,2,0,6,0,25-00503,N,4745
1,4,6,1,7,1,0,25-01300,12,6908
1,3,1,2,0,8,0,25-02800,1,7541
1,1,1,1,2,7,0,25-02800,16,7633
2,4,1,2,0,1,0,25-00503,10,7633
1,4,1,1,0,1,0,25-00703,13,7633
1,6,1,1,0,7,0,25-00503,13,7633
2,2,1,2,0,7,4,25-00503,12,1916
2,6,8,0,0,1,0,25-01000,12,7633
2,6,6,1,3,10,0,25-01300,12,3962
1,1,1,1,8,5,0,25-00703,4,7633
1,1,1,1,3,1,0,25-00503,13,3928
1,3,8,1,0,1,2,25-01300,6,5377
2,1,1,0,0,1,0,25-01000,9,5559
2,6,1,1,0,8,0,25-01000,N,5421
1,4,1,1,0,4,0,25-00703,1,5224
1,6,2,2,0,7,4,25-02800,N,457
2,6,1,1,0,6,0,25-02800,N,892
1,6,1,1,0,1,0,25-00503,1,2236
2,3,1,1,0,7,0,25-00703,11,7633
2,1,1,1,0,5,4,25-00703,10,1788
1,6,1,1,0,4,0,25-00503,N,5224
2,1,1,1,0,5,3,25-01300,N,6189
2,3,1,1,N,1,0,25-00703,0,7633
2,1,1,1,7,8,0,25-00703,18,7502
1,6,1,1,4,6,0,25-01000,1,7345
2,1,1,1,4,1,0,25-02800,10,2267
2,4,1,1,0,1,0,25-00503,12,7633
1,6,1,1,7,7,0,25-00503,N,6908
2,6,1,1,1,5,0,25-01300,13,7633
2,6,1,1,0,1,4,25-02800,13,1943
2,6,1,1,0,4,0,25-00703,1,7633
1,1,1,1,4,9,0,25-02800,11,6092
2,1,1,1,0,10,0,25-02800,14,2549
2,1,1,2,0,5,4,25-01000,N,3220
2,5,1,1,0,1,0,25-00503,0,3595
2,3,1,1,3,8,0,25-00703,N,6774
1,2,6,2,9,6,0,25-00503,12,1835
1,1,1,1,9,5,0,25-00703,10,6239
1,4,1,1,0,1,0,25-00703,14,7633
1,1,1,1,9,1,0,25-00703,0,6908
1,3,7,1,2,1,0,25-02800,N,3322
2,6,6,1,9,8,0,25-00703,9,7608
2,1,1,1,0,1,0,25-00703,N,5224
2,6,1,1,0,8,0,25-00703,0,3893
2,3,1,1,0,1,0,25-00503,N,7633
1,1,1,1,0,1,2,25-00703,10,1239
1,4,1,1,0,8,0,25-00703,12,6503
1,1,6,1,0,1,0,25-01300,N,6641
1,6,1,1,2,1,0,25-02800,14,7633
1,6,1,1,0,9,0,25-00503,N,3817
1,4,1,1,9,8,0,25-00503,0,4910
1,6,6,2,0,8,0,25-00503,12,4681
2,6,1,1,1,4,0,25-01300,9,2338
2,3,6,0,0,1,0,25-00503,11,1184
2,1,1,1,8,8,0,25-02800,12,7570
1,6,1,1,0,7,0,25-02800,0,7633
2,1,1,1,9,1,0,25-00703,0,7633
2,3,6,1,0,1,0,25-00503,14,7633
2,6,1,1,0,5,0,25-00703,9,3050
2,6,1,1,8,1,0,25-02800,11,7633
1,6,1,1,7,7,0,25-00703,13,5224
1,6,5,2,4,2,0,25-00503,17,408
1,6,6,0,0,4,0,25-01300,18,5488
1,6,5,1,0,4,4,25-02800,12,6762
1,6,8,1,0,4,0,25-00703,12,66
2,3,1,1,5,5,0,25-00703,11,4346
2,6,1,2,0,1,1,25-00703,18,2482
2,1,1,1,8,4,0,25-00503,13,3492
1,2,1,2,8,1,0,25-00503,11,4866
1,6,7,1,0,7,0,25-00703,10,7633
1,1,1,1,1,8,0,25-00703,11,1816
2,6,1,0,0,12,4,25-01300,N,5884
2,1,1,1,0,1,0,25-00503,14,5037
1,1,1,1,0,8,0,25-02800,9,3807
2,6,1,1,6,5,0,25-00703,4,4760
1,1,1,2,5,9,0,25-02800,1,4678
1,4,1,1,0,7,0,25-02800,14,2338
1,6,1,1,6,1,0,25-00703,4,7633
1,4,1,1,0,1,0,25-02800,16,5224
2,3,6,1,0,1,0,25-02800,14,7633
2,3,1,2,7,5,0,25-00703,15,719
1,3,1,1,0,1,0,25-01300,N,6467
1,6,1,1,0,5,0,25-00703,3,5070
1,6,1,1,0,4,0,25-02800,14,6733
1,1,1,1,4,9,0,25-00703,11,3166
1,1,1,1,0,1,0,25-00503,12,6654
2,3,5,1,2,8,0,25-02800,9,3943
1,6,1,1,6,4,0,25-00703,0,7633
1,3,1,1,4,12,0,25-01000,9,2773
2,6,1,1,0,1,0,25-00503,14,7633
2,4,1,1,4,4,0,25-02800,12,6823
1,4,6,1,0,1,0,25-00503,12,7633
2,3,1,1,2,4,4,25-02800,1,7022
1,1,1,1,7,1,0,25-00703,12,6908
1,6,1,1,0,4,0,25-00503,N,1145
2,1,1,1,5,7,0,25-00703,14,6908
2,6,1,1,0,1,0,25-02800,14,2338
1,3,6,1,0,1,0,25-00503,14,6069
2,6,1,1,0,7,0,25-01300,N,5993
2,1,1,1,0,7,0,25-00503,9,733
1,6,6,1,0,4,0,25-01300,2,7633
2,4,1,1,2,4,0,25-02800,10,7633
1,6,1,1,3,4,0,25-00703,12,4063
1,6,1,1,7,4,0,25-00503,12,7633
1,6,1,1,0,1,0,25-00703,11,2338
2,1,6,1,0,1,0,25-02800,9,2338
2,4,6,1,0,1,0,25-00503,10,7633
2,6,1,1,0,1,0,25-00703,13,6908
2,6,1,1,0,1,0,25-00503,14,4028
1,4,1,1,0,6,0,25-00503,N,4922
2,6,1,0,0,9,0,25-02800,13,2428
2,6,1,2,3,5,0,25-00703,13,4649
1,1,6,1,4,6,0,25-02800,9,5784
1,6,6,1,6,1,0,25-00503,1,7633
1,4,1,1,5,6,0,25-00703,12,6616
2,4,1,1,6,1,0,25-00503,10,5224
2,6,1,1,0,5,0,25-01300,12,7426
2,4,6,1,0,7,0,25-00703,10,7633
2,6,1,1,1,5,0,25-00503,12,7633
1,6,1,1,0,1,0,25-00703,15,2338
1,6,1,2,0,4,0,25-00503,N,5224
1,1,1,1,5,5,0,25-00703,12,7019
2,1,1,1,3,5,0,25-00503,12,6655
1,3,1,1,1,1,0,25-01000,N,5224
2,1,1,1,5,7,0,25-00703,16,1623
2,6,1,1,3,6,0,25-02800,2,7633
1,4,1,2,5,5,0,25-00703,N,4603
1,1,1,1,0,1,0,25-00503,12,6108
1,1,1,1,7,5,0,25-01300,13,5348
1,3,1,1,0,4,0,25-02800,14,7633
1,3,9,1,1,1,0,25-00703,0,4257
2,4,1,1,5,1,0,25-00703,0,7633
1,6,6,1,7,8,0,25-00503,N,4381
1,1,1,1,4,1,0,25-00503,12,4879
2,3,1,1,0,1,0,25-00703,1,6908
1,1,1,1,3,5,0,25-02800,N,7633
2,3,6,2,0,1,0,25-02800,12,2338
1,4,1,1,7,4,0,25-01000,4,4792
1,1,9,2,0,6,0,25-00703,14,0
1,4,1,1,0,1,0,25-02800,13,2338
2,3,1,2,0,4,4,25-00503,14,7633
1,4,1,2,1,5,0,25-00503,N,4566
1,1,1,1,N,7,0,25-00703,0,3733
2,6,1,1,5,1,0,25-00703,11,7578
2,3,6,1,0,1,0,25-02800,12,836
1,6,1,1,7,1,0,25-00503,10,7633
1,1,1,1,4,1,0,25-00703,1,2338
1,4,1,1,0,1,0,25-00503,13,7633
1,1,1,1,5,5,0,25-00703,4,3481
1,6,1,1,7,1,0,25-00503,14,6908
2,1,1,1,8,1,0,25-00703,0,7633
1,6,1,1,2,1,0,25-00503,12,377
1,6,1,1,3,1,0,25-02800,11,5703
1,4,1,1,3,1,0,25-00703,10,7633
2,1,1,1,5,7,0,25-00703,11,7633
1,6,1,1,0,1,0,25-01000,14,6908
1,6,1,1,7,1,0,25-02800,14,3457
1,4,1,1,2,1,0,25-01000,13,2338
1,1,1,1,2,7,0,25-00703,11,7633
2,1,9,1,5,6,0,25-02800,7,3718
1,6,1,1,2,7,0,25-01000,14,7633
1,4,1,2,2,1,0,25-00703,6,7633
2,4,1,1,3,8,0,25-00703,11,6497
2,1,1,1,8,9,0,25-01000,0,5153
2,4,1,2,0,4,0,25-02800,12,6908
2,4,1,1,0,5,0,25-00503,14,5876
1,4,1,2,0,4,0,25-00703,14,7633
1,6,1,1,0,1,0,25-00503,14,7633
1,3,1,1,7,1,0,25-00703,12,5946
1,6,7,1,0,4,0,25-01000,10,2338
1,1,1,1,0,8,0,25-00503,14,6908
1,6,1,1,2,10,3,25-01000,14,2574
2,1,1,1,5,9,0,25-00703,0,7460
1,4,1,1,0,1,0,25-02800,12,2338
1,6,1,2,1,8,0,25-01000,N,1372
1,2,1,1,7,8,0,25-00503,9,6152
2,3,1,1,0,1,0,25-02800,14,7633
2,1,1,1,0,8,0,25-00703,10,7541
1,6,6,1,0,7,0,25-01000,1,2338
2,1,1,1,4,10,0,25-00703,15,794
1,1,6,1,1,7,0,25-01000,0,7633
1,1,1,1,5,8,0,25-01300,16,7162
2,6,1,1,0,7,0,25-00503,10,6515
1,6,5,1,2,1,0,25-01000,N,6441
1,6,1,2,0,6,0,25-00703,N,3621
1,1,1,1,6,9,0,25-01300,1,3848
1,6,1,1,0,1,0,25-00503,10,5224
2,4,1,1,6,1,0,25-01000,N,7220
2,1,1,1,4,1,0,25-01300,11,6908
2,6,1,2,3,5,0,25-00503,7,5211
2,6,1,2,0,1,0,25-00503,14,7633
1,6,1,1,0,7,0,25-00703,17,7633
2,6,6,1,0,1,0,25-02800,0,7633
2,6,6,2,0,1,0,25-00503,17,1797
1,6,1,1,0,4,0,25-00703,10,7633
2,1,1,1,9,10,0,25-01000,10,5197
1,6,6,0,7,8,0,25-02800,N,3082
2,4,1,1,0,1,0,25-02800,13,7633
2,6,6,1,0,1,0,25-00503,1,7633
2,6,1,2,0,10,0,25-00503,12,5301
1,4,2,2,0,4,0,25-00703,18,5482
1,6,6,2,0,1,0,25-00503,N,7633
2,1,6,1,9,10,0,25-01000,1,1372
1,1,2,1,0,9,0,25-00503,10,6479
1,1,8,2,0,4,0,25-00503,14,595
1,6,1,1,5,1,0,25-00703,1,2338
2,1,1,1,0,1,0,25-02800,12,5185
1,1,1,1,8,10,0,25-00703,9,5159
2,6,1,1,0,9,0,25-01000,10,4270
1,1,1,1,4,4,0,25-01000,4,5144
1,6,1,1,0,7,0,25-00503,10,2338
1,4,1,1,0,8,0,25-00503,0,2217
1,6,1,1,0,11,0,25-00703,14,5216
2,6,1,1,0,8,0,25-00703,4,7633
2,6,1,2,6,10,0,25-02800,11,1268
1,4,1,1,0,5,0,25-02800,12,6172
2,1,2,1,5,8,4,25-00503,10,7633
1,1,1,1,2,1,0,25-02800,18,2060
2,1,1,2,7,7,0,25-00503,14,4142
1,1,1,1,0,1,0,25-02800,N,5224
2,6,1,1,1,1,0,25-02800,0,2338
2,3,1,2,0,1,0,25-01000,10,4522
2,6,1,1,0,7,0,25-00503,9,7633
1,4,6,0,2,7,4,25-01000,N,5809
2,4,1,1,0,6,0,25-00703,16,6325
1,3,6,1,5,8,0,25-00503,1,5040
1,1,1,1,8,4,0,25-01300,4,7633
1,1,1,1,0,8,0,25-02800,10,3328
1,4,1,1,4,8,0,25-01000,9,1360
1,1,1,1,0,7,0,25-01000,11,5166
2,4,1,1,0,1,0,25-00503,N,5169
1,3,1,1,7,5,0,25-00503,5,421
1,4,6,1,1,4,0,25-00503,10,7633
2,1,1,1,4,6,0,25-00703,13,7423
2,6,1,1,0,1,0,25-01000,12,6502
1,6,1,1,0,1,0,25-00503,N,5505
2,1,1,1,5,5,0,25-00703,13,5224
2,6,1,1,0,1,0,25-00503,11,7633
