PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
25-01000,38,2,6,0,1,0,N,1,2,2447.1,8370,13,10,30000.0,4,226,N,1,2,2,2,175,145,1127
25-00703,50,2,3,0,1,1,4,1,1,2195.3,7670,10,7,65000.0,7,501,N,2,2,2,2,98,98,1610
25-02800,77,2,3,0,1,0,N,1,1,3683.9,N,N,9,20500.0,3,169,N,2,2,2,2,113,113,6313
25-01000,81,2,3,0,1,0,N,1,1,2447.1,N,N,4,22300.0,3,184,N,2,2,2,2,74,75,5841
25-01300,74,1,1,0,1,0,2,1,1,1457.2,N,N,9,25200.0,4,344,N,2,2,2,2,55,55,3515
25-01000,40,1,1,0,1,1,3,1,2,2447.1,9780,17,7,32000.0,4,244,N,2,2,2,2,67,67,6260
25-01300,27,1,6,0,1,0,N,1,2,1457.2,3390,4,7,39000.0,5,294,N,2,2,2,2,122,121,5725
25-00503,2,1,N,0,1,2,4,1,1,2872.7,N,N,N,N,N,501,N,N,N,2,2,77,70,6883
25-00503,23,1,6,0,1,0,N,1,2,2872.7,3291,4,7,12000.0,2,90,N,2,2,2,2,323,241,1224
25-00503,20,2,6,0,1,0,4,1,1,2872.7,5580,6,7,9000.0,2,501,N,2,2,2,2,119,102,559
25-00503,58,1,1,0,1,0,3,1,2,2872.7,6695,8,11,87800.0,8,501,N,2,2,2,2,72,55,5141
25-00703,3,2,N,0,1,4,6,1,1,2195.3,N,N,2,N,N,501,N,N,N,2,2,90,96,7437
25-02800,60,2,4,0,1,0,N,1,1,3683.9,8191,12,8,0.0,0,0,N,2,2,2,2,113,107,3967
25-00503,67,1,1,0,1,0,3,1,1,2872.7,8770,15,5,34200.0,4,497,N,2,1,1,1,91,93,551
25-01300,62,1,1,0,1,0,4,1,1,1457.2,7072,9,9,150000.0,9,501,N,2,2,2,2,101,99,3991
25-01300,55,2,1,0,1,0,2,1,2,1457.2,5391,6,5,42000.0,5,501,N,2,2,2,2,188,212,5441
25-00503,20,1,6,0,1,N,N,3,0,2872.7,7870,11,5,400.0,1,N,N,2,2,2,2,15,0,397
25-00503,52,1,1,0,1,0,2,1,1,2872.7,6690,8,9,169500.0,9,501,N,2,2,2,2,91,94,6051
25-01000,33,1,1,0,1,1,3,1,1,2447.1,9470,16,9,114900.0,8,501,N,2,2,2,2,126,126,2750
25-00503,22,1,6,0,1,N,N,3,0,2872.7,7870,11,5,8000.0,2,N,N,2,2,2,2,23,0,214
25-00703,30,2,6,0,1,0,3,1,1,2195.3,180,0,7,35000.0,5,501,N,2,2,2,2,74,55,4255
25-01300,11,1,N,0,1,3,5,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,58,61,7056
25-02800,89,2,3,0,1,0,N,1,1,3683.9,N,N,4,18000.0,3,148,N,2,2,2,2,249,248,6486
25-00703,62,1,1,0,1,0,2,1,1,2195.3,7580,10,9,155250.0,9,501,N,2,2,2,2,36,38,4830
25-01300,44,2,1,0,1,2,5,1,1,1457.2,8191,12,9,55000.0,6,480,N,2,2,2,2,195,195,2058
25-01000,53,2,1,0,1,1,3,1,1,2447.1,8180,12,9,50000.0,6,501,N,2,2,2,2,113,113,5367
25-00703,87,1,1,0,1,0,2,1,1,2195.3,N,N,6,26200.0,4,497,N,2,2,2,1,99,89,3644
25-01300,1,2,N,0,1,1,3,1,1,1457.2,N,N,N,N,N,501,N,N,N,2,2,142,127,7283
25-02800,49,2,1,0,6,1,3,1,1,3683.9,N,N,9,12000.0,2,501,N,2,2,2,2,87,94,1201
25-00703,62,2,3,0,1,0,N,1,1,2195.3,8170,12,9,88300.0,8,501,N,2,2,2,2,109,109,3448
25-01300,77,2,4,0,1,N,N,2,0,1457.2,N,N,9,14200.0,3,N,N,2,1,2,2,27,0,420
25-00703,12,2,N,0,2,5,6,1,2,2195.3,N,N,3,N,N,66,N,2,2,2,2,360,485,6788
25-00703,77,2,4,0,1,0,2,1,1,2195.3,5593,6,5,50000.0,6,389,N,2,2,2,2,38,38,3907
25-00503,68,2,3,0,1,0,3,1,1,2872.7,N,N,6,28000.0,4,501,N,2,2,2,2,59,59,3635
25-01300,20,1,6,4,1,N,N,2,0,1457.2,5391,6,7,0.0,0,N,N,1,2,2,1,64,0,363
25-00503,54,1,6,0,1,0,N,1,2,2872.7,N,N,4,9600.0,2,73,N,1,2,2,2,46,46,5918
25-01300,9,2,N,0,6,2,4,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,66,76,7572
25-02800,66,1,4,0,1,0,N,1,1,3683.9,7390,10,10,22900.0,3,190,N,2,1,2,1,87,87,2607
25-02800,68,1,1,0,1,0,2,1,1,3683.9,7460,10,9,113200.0,8,501,2,2,2,2,2,115,114,4326
25-02800,94,2,3,0,1,N,N,2,0,3683.9,N,N,5,0.0,0,N,N,1,1,1,1,86,0,199
25-01300,2,2,N,0,1,2,4,1,1,1457.2,N,N,N,N,N,501,N,N,N,2,2,67,72,7015
25-01300,66,2,1,0,1,0,2,1,1,1457.2,4585,5,8,11000.0,2,230,N,2,2,2,2,59,59,5846
25-01300,11,1,N,0,2,2,4,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,116,191,6888
25-01000,57,2,1,0,1,0,3,1,1,2447.1,3390,4,7,80000.0,7,501,N,2,2,2,2,59,60,4877
25-01000,70,2,1,0,1,0,2,1,1,2447.1,7860,11,10,38580.0,5,501,N,2,2,1,2,151,132,3053
25-00703,70,2,6,0,1,N,N,2,0,2195.3,N,N,7,9400.0,2,N,N,1,1,2,2,65,0,301
25-00503,9,2,N,0,6,2,4,1,1,2872.7,N,N,3,N,N,501,N,2,2,2,2,106,122,6922
25-00703,26,2,1,0,1,0,2,1,2,2195.3,6991,9,9,72000.0,7,501,N,2,2,2,2,53,53,3613
25-00703,65,2,1,0,1,0,2,1,1,2195.3,N,N,9,0.0,0,501,N,2,1,2,2,31,33,916
25-00503,48,1,1,0,6,2,4,1,1,2872.7,7970,12,11,637000.0,9,501,N,2,2,2,2,48,48,983
25-01300,55,2,1,0,1,0,3,1,1,1457.2,7380,10,10,15000.0,3,501,N,2,2,2,2,67,67,2393
25-01000,72,2,3,0,1,0,5,1,1,2447.1,N,N,5,1700.0,1,501,N,2,2,2,2,78,58,5783
25-02800,68,1,6,0,1,0,N,1,1,3683.9,7970,12,10,158000.0,9,501,N,2,2,2,2,107,107,3966
25-00503,66,2,4,0,1,0,3,1,1,2872.7,7490,10,9,31800.0,4,337,N,2,2,2,2,59,59,761
25-02800,47,2,4,0,1,0,N,1,2,3683.9,4380,5,7,10100.0,2,76,N,1,1,2,2,408,408,5430
25-00703,67,1,1,0,1,2,4,1,1,2195.3,8191,12,7,5300.0,1,408,N,2,2,2,2,48,51,2509
25-00703,66,2,3,0,1,0,N,1,1,2195.3,8670,14,8,24200.0,4,198,N,2,2,2,2,49,49,5406
25-02800,6,2,N,0,1,2,4,1,1,3683.9,N,N,2,N,N,434,N,2,2,2,2,92,92,7495
25-02800,40,2,4,0,6,1,2,1,1,3683.9,4990,6,1,18000.0,3,102,N,2,2,2,2,100,101,4130
25-00503,2,2,N,0,1,2,4,1,2,2872.7,N,N,N,N,N,501,N,N,N,2,2,59,96,6742
25-02800,59,2,1,0,1,0,4,1,1,3683.9,5170,6,5,18000.0,3,501,N,2,2,2,2,67,69,5581
25-00503,23,1,6,0,9,0,3,1,1,2872.7,9090,15,7,23600.0,4,501,N,2,2,2,2,338,252,1075
25-00703,19,2,6,0,1,0,3,1,1,2195.3,8680,14,5,5000.0,1,501,N,2,2,2,2,87,60,5387
25-01000,56,2,4,0,1,0,2,1,1,2447.1,7280,10,5,60000.0,6,501,N,2,2,2,2,137,108,5196
25-01000,57,2,3,0,1,0,4,1,1,2447.1,3580,4,9,139000.0,9,501,N,2,2,2,2,90,90,1797
25-00703,68,2,1,0,2,0,2,1,2,2195.3,N,N,4,69200.0,7,501,N,2,2,2,2,40,40,2647
25-00703,43,1,6,0,1,0,N,1,2,2195.3,4670,6,9,80000.0,7,501,N,2,2,2,2,194,195,5957
25-00703,13,2,N,0,1,1,3,1,2,2195.3,N,N,3,N,N,382,N,2,2,2,2,131,145,7376
25-01300,60,2,1,0,1,0,2,1,1,1457.2,7380,10,9,15000.0,3,433,N,2,2,2,2,46,46,5530
25-01300,32,2,6,0,1,N,N,3,0,1457.2,9920,18,7,9300.0,2,70,N,2,2,2,2,11,0,302
25-00703,65,1,1,0,1,0,3,1,1,2195.3,8590,14,5,51010.0,6,501,N,2,2,2,2,52,51,4821
25-01300,55,2,4,0,1,0,N,1,2,1457.2,8590,14,7,60400.0,6,459,N,2,2,2,2,67,66,1189
25-01000,13,2,N,0,1,2,3,1,2,2447.1,N,N,3,N,N,212,N,2,2,2,2,65,55,7387
25-00503,62,2,4,0,1,N,N,3,0,2872.7,7860,11,8,4900.0,1,37,N,2,2,2,2,44,0,472
25-01000,65,1,1,0,1,0,2,1,1,2447.1,4971,6,9,159000.0,9,501,N,2,2,2,2,87,101,3296
25-01000,25,2,6,0,1,0,3,1,1,2447.1,7890,11,9,48000.0,6,501,N,2,2,2,2,122,110,2228
25-00703,13,1,N,0,1,1,2,1,1,2195.3,N,N,3,N,N,463,N,2,2,2,2,112,175,7013
25-01000,24,2,6,0,6,0,4,1,1,2447.1,7370,10,10,5100.0,1,501,N,2,2,2,2,97,92,6389
25-00703,32,2,1,0,1,1,3,1,1,2195.3,6070,7,5,12000.0,2,501,N,2,2,2,2,42,40,4826
25-00703,21,2,6,0,1,N,N,3,0,2195.3,7370,10,7,5400.0,1,N,N,2,2,2,2,6,0,58
25-00503,32,2,6,0,1,0,N,1,1,2872.7,7380,10,10,160000.0,9,501,N,2,2,2,2,94,94,4761
25-02800,37,1,1,0,9,0,2,1,2,3683.9,3960,4,11,120000.0,8,501,N,2,2,2,2,117,117,6394
25-00503,54,1,1,0,1,0,2,1,1,2872.7,3291,4,10,212000.0,9,501,N,2,2,2,2,65,65,1750
25-01300,1,1,N,0,1,3,5,1,1,1457.2,N,N,N,N,N,501,N,N,N,2,2,83,105,6811
25-02800,76,2,3,0,1,0,N,1,1,3683.9,N,N,4,42600.0,5,349,N,2,2,2,2,107,108,6142
25-02800,20,1,6,0,1,0,3,1,2,3683.9,770,3,5,0.0,0,501,N,2,2,2,2,107,120,1682
25-00703,6,2,N,0,1,3,5,1,1,2195.3,N,N,2,N,N,501,N,2,2,2,2,107,107,6519
25-00703,68,2,3,0,1,0,2,1,1,2195.3,7860,11,9,25200.0,4,263,N,2,2,2,2,61,61,4423
25-00703,70,2,3,0,1,0,N,1,2,2195.3,N,N,4,17200.0,3,141,N,1,1,2,2,91,91,1262
25-02800,26,2,1,0,1,1,3,1,2,3683.9,770,3,9,17000.0,3,355,N,2,2,2,2,130,118,2089
25-01300,67,2,1,0,1,0,2,1,1,1457.2,N,N,7,10800.0,2,463,N,2,2,2,2,69,71,5634
25-00703,19,1,6,0,1,0,4,1,1,2195.3,8680,14,7,7400.0,2,501,N,2,2,2,2,47,60,6194
25-00703,26,2,6,0,1,0,4,1,1,2195.3,1370,4,9,32000.0,4,501,N,2,2,2,2,146,132,1952
25-00503,9,2,N,0,1,0,4,1,1,2872.7,N,N,3,N,N,246,N,2,2,2,2,103,103,6569
25-00703,15,1,6,0,1,2,4,1,1,2195.3,N,N,4,3200.0,1,501,N,2,2,2,2,46,54,4847
25-01300,35,1,6,0,1,0,4,1,1,1457.2,770,3,8,0.0,0,501,N,2,2,2,2,183,128,999
25-00703,43,1,1,0,1,1,3,1,1,2195.3,9470,16,9,130000.0,9,501,N,2,2,2,2,40,40,4825
25-01000,73,1,1,0,1,0,2,1,1,2447.1,8564,14,4,58000.0,6,501,N,2,2,2,2,42,42,1444
25-01000,65,2,1,0,1,0,2,1,1,2447.1,7280,10,9,57500.0,6,501,N,2,2,2,2,101,101,3295
25-00703,48,2,1,0,1,0,4,1,1,2195.3,7860,11,10,84000.0,7,501,N,2,2,2,2,64,64,3272
25-00503,48,1,1,0,1,1,4,1,1,2872.7,3390,4,12,207000.0,9,501,N,2,2,2,2,125,101,4537
25-00503,52,2,4,0,1,0,N,1,2,2872.7,7970,12,5,45800.0,5,349,N,2,2,2,2,93,93,2446
25-00703,71,2,1,0,1,0,2,1,1,2195.3,N,N,8,24500.0,4,501,N,2,2,2,2,49,45,2350
25-00703,50,2,1,0,1,2,4,1,1,2195.3,8564,14,10,170000.0,9,501,N,2,2,2,2,69,68,6289
25-00503,11,1,N,0,6,2,4,1,2,2872.7,N,N,3,N,N,456,N,2,2,2,2,89,79,7346
25-00503,45,2,4,0,1,0,3,1,1,2872.7,8470,13,9,29200.0,4,337,N,2,2,2,2,74,59,762
25-00703,26,1,6,0,1,0,N,1,2,2195.3,9470,16,8,76800.0,7,501,5,2,2,2,2,57,56,571
25-00703,4,1,N,0,1,2,4,1,1,2195.3,N,N,1,N,N,501,N,N,N,2,2,115,122,7515
25-02800,84,2,4,0,1,0,N,1,1,3683.9,7860,11,10,53100.0,6,439,N,2,2,1,1,82,83,1559
25-01300,8,2,N,0,6,1,3,1,2,1457.2,N,N,3,N,N,384,N,2,2,2,2,109,128,7142
25-01000,39,2,6,0,1,0,N,1,1,2447.1,8660,14,8,38000.0,5,290,N,2,2,2,2,232,192,674
25-01000,74,2,4,0,1,0,N,1,1,2447.1,N,N,9,62300.0,6,501,N,2,2,2,2,378,377,3420
25-01300,0,1,N,0,1,1,2,1,2,1457.2,N,N,N,N,N,334,N,N,N,2,2,56,66,7556
25-01300,79,1,1,0,1,0,2,1,1,1457.2,N,N,9,76000.0,7,501,N,2,2,2,2,86,84,986
25-00703,17,2,6,0,1,2,4,1,1,2195.3,8680,14,4,700.0,1,501,N,2,2,2,2,40,48,3389
25-00703,37,1,1,0,1,3,5,1,1,2195.3,3390,4,9,110000.0,8,501,N,2,2,2,2,72,65,4368
25-00703,21,2,2,4,1,N,N,3,0,2195.3,9470,16,5,0.0,0,N,N,2,2,2,2,21,0,87
25-00703,49,1,1,0,1,0,2,1,1,2195.3,770,3,9,30000.0,4,501,N,2,2,2,2,191,192,4260
25-00703,49,2,1,0,1,4,7,1,1,2195.3,7460,10,9,175000.0,9,501,N,2,2,2,2,52,54,6413
25-00503,18,1,6,0,1,N,N,3,0,2872.7,8590,14,7,23400.0,3,N,N,2,2,2,2,21,0,279
25-00503,67,2,4,0,1,0,N,1,2,2872.7,7460,10,10,62000.0,6,501,N,2,2,2,2,52,53,2412
25-00703,41,2,6,0,1,0,N,1,2,2195.3,7860,11,10,52000.0,6,397,N,2,2,2,2,88,87,4266
25-02800,29,1,6,0,1,0,3,1,1,3683.9,6992,9,9,70000.0,7,501,N,2,2,2,2,83,70,3299
25-00503,16,2,6,0,9,2,4,1,1,2872.7,N,N,4,0.0,0,501,N,2,2,2,2,132,114,4908
25-00503,84,1,2,0,1,0,N,1,1,2872.7,N,N,9,59000.0,6,488,N,2,2,2,2,100,100,4663
25-02800,35,2,4,0,1,1,2,1,2,3683.9,4870,6,7,52000.0,6,299,N,2,2,2,2,62,62,2233
25-02800,52,2,1,0,1,0,3,1,1,3683.9,8270,12,9,48000.0,6,471,N,2,2,2,2,276,307,5144
25-02800,70,2,3,0,1,0,5,1,1,3683.9,7071,9,9,42900.0,5,501,N,2,2,2,2,68,69,2092
25-01000,51,1,4,0,1,0,N,1,2,2447.1,8090,12,10,39000.0,5,296,N,2,2,2,2,92,91,3174
25-01300,7,1,N,0,1,2,4,1,1,1457.2,N,N,2,N,N,501,N,2,2,2,2,49,52,6700
25-00703,27,1,2,0,1,N,N,3,0,2195.3,N,N,9,0.0,0,N,N,1,2,2,2,45,0,56
25-01000,17,2,6,0,1,2,3,1,2,2447.1,7860,11,4,6000.0,1,212,N,2,2,2,2,47,55,5033
25-02800,22,2,6,0,1,0,3,1,1,3683.9,5170,6,5,3600.0,1,501,N,2,2,2,2,122,102,1712
25-01300,72,1,3,0,1,0,6,1,1,1457.2,670,2,5,171800.0,9,501,N,2,2,2,2,113,114,1110
25-00503,30,1,6,4,8,0,3,1,2,2872.7,5391,6,5,43000.0,5,361,N,2,2,1,2,206,95,5930
25-02800,53,2,5,0,6,2,7,1,1,3683.9,8270,12,10,43200.0,5,501,N,2,2,2,2,104,96,5588
25-00503,59,1,1,0,1,0,2,1,1,2872.7,3390,4,10,296600.0,9,501,N,2,2,2,2,98,97,3617
25-02800,60,2,6,0,1,0,2,1,1,3683.9,6970,9,9,10.0,0,353,N,2,2,2,2,100,92,648
25-01000,31,2,6,0,1,3,4,1,1,2447.1,8680,14,9,0.0,0,0,N,2,2,2,2,111,113,6086
25-01300,37,1,6,0,1,2,3,1,1,1457.2,770,3,7,142100.0,9,501,N,2,2,2,2,41,41,6474
25-00703,49,1,1,0,1,0,2,1,1,2195.3,4971,6,9,250000.0,9,501,N,2,2,2,2,32,32,751
25-02800,20,1,6,0,1,0,4,1,1,3683.9,770,3,7,12000.0,2,501,N,2,2,2,2,100,110,2871
25-00703,18,2,6,0,1,1,4,1,1,2195.3,6670,8,7,1000.0,1,452,N,2,2,2,2,217,162,6132
25-01000,53,2,1,0,6,0,4,1,1,2447.1,5170,6,9,60000.0,6,501,N,2,2,2,2,36,92,6388
25-01300,49,1,1,0,1,2,4,1,1,1457.2,3291,4,10,90800.0,8,360,N,2,2,2,2,78,78,2368
25-01300,46,1,2,0,6,0,N,1,1,1457.2,7390,10,10,185000.0,9,501,N,2,2,2,2,78,79,2800
25-02800,55,2,4,0,1,0,N,1,2,3683.9,4971,6,8,42000.0,5,320,N,2,2,2,2,165,165,3381
25-00503,56,2,1,0,1,0,2,1,1,2872.7,7980,12,7,33300.0,4,501,N,2,2,2,2,86,110,2189
25-01300,40,2,1,0,1,1,4,1,1,1457.2,7870,11,5,65000.0,7,501,N,2,2,2,2,128,129,4751
25-02800,65,2,1,0,1,0,3,1,2,3683.9,N,N,4,0.0,0,501,N,2,2,2,2,79,66,2755
25-01000,16,2,6,0,1,1,5,1,1,2447.1,4971,6,4,3000.0,1,223,N,2,2,2,2,48,67,6446
25-00703,43,1,1,0,1,2,4,1,1,2195.3,3875,4,7,50000.0,6,479,N,2,2,2,2,174,160,4217
25-00503,38,2,6,0,6,0,N,1,1,2872.7,4971,6,9,24000.0,4,180,N,2,2,2,2,42,42,5173
25-00503,18,2,6,0,1,0,4,1,1,2872.7,8680,14,5,4000.0,1,501,N,2,2,2,2,164,102,560
25-00503,21,1,6,2,2,N,N,3,0,2872.7,8370,13,7,12000.0,2,N,N,2,2,2,2,12,0,78
25-01300,62,1,1,0,1,0,3,1,1,1457.2,7870,11,9,80000.0,7,501,N,2,2,2,2,262,243,4197
25-01000,25,1,6,0,1,0,3,1,1,2447.1,5090,6,5,7000.0,2,501,N,2,2,2,2,61,47,5660
25-02800,86,2,1,0,1,0,3,1,1,3683.9,N,N,5,8400.0,2,493,N,2,2,2,2,76,77,3445
25-00703,26,1,6,0,1,2,4,1,1,2195.3,770,3,5,100000.0,8,501,N,2,2,2,2,100,84,4742
25-00703,60,1,4,0,1,0,N,1,2,2195.3,7860,11,9,100000.0,8,501,N,2,2,2,2,97,102,524
25-00703,28,2,6,0,1,0,N,1,2,2195.3,8660,14,9,88000.0,8,501,N,2,2,2,2,92,92,5121
25-00703,21,1,6,0,1,0,6,1,1,2195.3,6090,7,7,17000.0,3,272,N,2,2,2,2,327,173,3864
25-00703,91,2,3,0,1,0,N,1,2,2195.3,N,N,7,12000.0,2,98,N,2,1,2,2,70,70,5925
