,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
40,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
41,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
42,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
43,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
44,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
45,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
46,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
47,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
48,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
49,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
50,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
51,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
52,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
53,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
54,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
55,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
56,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
57,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
58,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
59,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
60,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
61,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
62,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
63,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
64,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
65,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
66,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
67,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
68,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
69,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
70,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
71,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
72,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
73,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
74,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
75,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
76,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
77,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
78,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
79,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
80,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
81,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
82,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
83,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
84,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
85,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
86,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
87,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
88,1.0,1,1.0,1.0,0,9,0.0,25-01000,N
89,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
90,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
91,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
92,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
93,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
94,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
95,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
96,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
97,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
98,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
99,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
100,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
101,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
102,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
103,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
104,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
105,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
106,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
107,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
108,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
109,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
110,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
111,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
112,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
113,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
114,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
115,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
116,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
117,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
118,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
119,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
120,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
121,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
122,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
123,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
124,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
125,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
126,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
127,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
128,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
129,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
130,1.0,1,1.0,1.0,4,7,0.0,25-00703,N
131,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
132,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
133,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
134,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
135,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
136,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
137,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
138,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
139,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
140,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
141,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
142,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
143,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
144,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
145,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
146,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
147,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
148,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
149,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
150,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
151,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
152,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
153,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
154,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
155,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
156,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
157,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
158,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
159,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
160,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
161,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
162,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
163,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
164,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
165,1.0,1,1.0,1.0,4,7,0.0,25-01000,N
166,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
167,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
168,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
169,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
170,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
171,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
172,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
173,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
174,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
175,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
176,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
177,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
178,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
179,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
180,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
181,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
182,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
183,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
184,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
185,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
186,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
187,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
188,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
189,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
190,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
191,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
192,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
193,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
194,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
195,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
196,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
197,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
198,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
199,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
200,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
201,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
202,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
203,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
204,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
205,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
206,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
207,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
208,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
209,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
210,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
211,1.0,1,1.0,1.0,4,7,0.0,25-02800,N
212,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
213,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
214,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
215,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
216,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
217,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
218,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
219,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
220,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
221,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
222,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
223,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
224,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
225,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
226,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
227,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
228,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
229,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
230,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
231,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
232,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
233,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
234,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
235,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
236,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
237,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
238,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
239,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
240,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
241,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
242,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
243,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
244,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
245,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
246,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
247,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
248,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
249,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
250,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
251,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
252,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
253,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
254,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
255,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
256,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
257,1.0,1,1.0,1.0,5,9,0.0,25-00503,N
258,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
259,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
260,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
261,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
262,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
263,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
264,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
265,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
266,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
267,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
268,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
269,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
270,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
271,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
272,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
273,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
274,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
275,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
276,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
277,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
278,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
279,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
280,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
281,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
282,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
283,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
284,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
285,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
286,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
287,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
288,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
289,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
290,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
291,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
292,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
293,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
294,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
295,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
296,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
297,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
298,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
299,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
300,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
301,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
302,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
303,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
304,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
305,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
306,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
307,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
308,1.0,1,1.0,1.0,5,9,0.0,25-00703,N
309,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
310,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
311,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
312,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
313,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
314,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
315,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
316,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
317,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
318,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
319,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
320,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
321,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
322,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
323,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
324,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
325,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
326,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
327,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
328,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
329,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
330,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
331,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
332,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
333,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
334,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
335,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
336,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
337,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
338,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
339,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
340,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
341,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
342,1.0,1,1.0,1.0,5,9,0.0,25-00703,12
343,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
344,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
345,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
346,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
347,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
348,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
349,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
350,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
351,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
352,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
353,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
354,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
355,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
356,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
357,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
358,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
359,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
360,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
361,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
362,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
363,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
364,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
365,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
366,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
367,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
368,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
369,1.0,1,1.0,1.0,5,5,0.0,25-01000,4
370,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
371,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
372,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
373,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
374,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
375,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
376,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
377,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
378,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
379,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
380,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
381,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
382,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
383,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
384,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
385,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
386,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
387,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
388,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
389,1.0,1,1.0,1.0,5,5,0.0,25-01300,4
390,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
391,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
392,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
393,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
394,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
395,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
396,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
397,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
398,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
399,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
400,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
401,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
402,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
403,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
404,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
405,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
406,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
407,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
408,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
409,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
410,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
411,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
412,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
413,1.0,1,1.0,1.0,5,7,0.0,25-00703,N
414,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
415,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
416,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
417,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
418,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
419,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
420,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
421,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
422,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
423,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
424,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
425,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
426,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
427,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
428,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
429,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
430,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
431,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
432,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
433,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
434,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
435,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
436,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
437,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
438,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
439,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
440,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
441,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
442,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
443,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
444,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
445,1.0,1,1.0,1.0,5,7,0.0,25-00703,11
446,1.0,1,1.0,1.0,5,7,0.0,25-01000,4
447,1.0,1,1.0,1.0,5,7,0.0,25-01000,4
