SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
2,1,1,1,7,0,48-02516,52,1,2,474,2
2,4,1,1,6,4,48-02515,45,0,4,499,2
1,1,1,1,N,2,48-02515,35,0,2,323,2
2,6,1,2,8,0,48-02102,20,0,2,189,2
2,1,6,1,6,0,48-02101,21,0,3,501,2
1,6,1,2,0,0,48-02101,53,1,3,211,2
1,6,1,1,4,0,48-02510,33,0,4,468,2
1,4,1,2,0,0,48-02102,29,2,7,152,2
2,3,1,1,3,0,48-02516,28,2,4,85,2
1,6,2,1,5,1,48-02515,35,0,2,225,2
1,1,1,1,2,0,48-02516,37,0,2,31,2
1,1,1,1,4,0,48-02515,54,1,2,210,2
1,6,2,1,8,1,48-02507,44,0,N,235,2
2,1,8,1,0,0,48-02102,28,1,5,404,2
1,2,1,1,8,1,48-02515,44,0,3,326,2
1,4,1,1,2,2,48-02510,37,0,4,75,2
1,6,1,2,1,0,48-02101,78,0,3,292,2
1,1,1,2,7,4,48-02515,47,2,2,300,2
2,1,1,1,3,0,48-02102,58,0,6,501,2
1,3,1,1,6,0,48-02516,46,0,3,372,2
1,6,1,2,5,0,48-02102,42,0,2,315,2
1,1,8,2,5,1,48-02510,31,1,3,0,2
2,6,1,1,5,0,48-02101,34,1,N,451,2
2,1,1,1,2,1,48-02510,26,1,N,319,2
2,2,1,2,4,0,48-02516,36,1,2,228,2
2,6,1,1,6,0,48-02101,46,0,8,498,2
1,6,8,1,0,0,48-02101,86,0,2,146,2
2,1,1,1,3,1,48-02102,27,0,N,501,2
1,1,1,1,7,1,48-02101,55,0,N,84,2
2,6,1,1,5,0,48-02510,88,0,3,145,2
1,1,1,2,4,0,48-02510,32,0,6,131,2
2,6,1,1,6,0,48-02515,21,1,2,182,2
1,6,1,2,N,0,48-02507,20,2,3,260,2
1,1,1,1,7,0,48-02516,78,1,2,249,2
1,4,2,1,1,0,48-02510,32,0,5,446,2
2,1,1,1,0,0,48-02516,36,1,2,501,2
2,1,1,1,4,0,48-02516,75,1,N,262,2
1,4,1,1,8,0,48-02510,17,0,5,80,2
1,3,1,1,7,0,48-02516,38,0,N,374,2
1,1,1,2,6,0,48-02516,9,0,2,196,2
1,4,1,2,4,0,48-02516,48,0,8,374,2
2,6,1,1,3,0,48-02102,39,0,5,180,2
2,1,1,1,0,1,48-02507,54,2,6,148,2
1,4,1,1,6,1,48-02510,74,0,5,491,2
1,6,1,2,0,1,48-02516,30,0,2,501,2
2,1,8,1,5,0,48-02516,73,1,N,121,2
1,4,1,1,6,0,48-02101,39,2,3,293,2
1,1,1,2,7,1,48-02510,65,1,3,274,2
1,6,1,1,7,1,48-02516,60,0,2,459,2
1,1,1,2,0,0,48-02101,31,5,5,305,2
1,1,1,2,6,0,48-02101,20,0,5,116,2
2,6,1,1,7,0,48-02516,83,0,3,241,2
2,1,2,2,8,0,48-02510,62,0,2,410,2
2,4,2,1,6,0,48-02516,39,1,5,285,2
1,1,1,2,2,0,48-02515,35,1,4,277,2
1,1,1,1,6,0,48-02510,25,0,3,379,2
1,6,1,2,0,0,48-02101,75,1,3,81,2
1,2,1,1,8,0,48-02102,9,0,4,456,2
2,6,1,1,3,0,48-02515,62,1,4,10,2
1,1,1,1,4,0,48-02101,25,0,2,492,2
2,1,1,1,5,0,48-02102,37,0,3,159,2
1,6,1,1,5,0,48-02510,48,0,5,349,2
2,1,1,2,1,1,48-02515,43,1,N,197,2
1,1,1,1,6,0,48-02101,59,1,N,11,2
1,6,2,1,7,0,48-02516,25,0,2,287,2
2,4,1,2,9,0,48-02516,55,0,2,4,2
1,1,9,1,6,4,48-02515,53,1,3,336,2
2,1,1,1,4,1,48-02507,56,0,N,88,2
1,1,1,1,0,0,48-02510,47,0,2,155,2
1,1,1,1,3,0,48-02101,61,3,2,234,2
1,1,1,1,9,0,48-02102,26,6,2,287,2
1,1,1,1,2,0,48-02101,69,2,3,45,2
1,1,1,1,6,0,48-02101,54,0,N,501,2
2,1,1,1,4,0,48-02515,45,0,3,501,2
1,6,1,1,0,0,48-02515,77,0,7,501,2
1,6,1,1,0,0,48-02516,70,3,3,200,2
2,1,1,1,2,0,48-02101,20,0,N,197,2
2,1,2,1,3,0,48-02516,27,1,2,355,2
2,4,1,1,2,0,48-02102,75,0,2,132,2
2,1,1,2,1,0,48-02102,28,0,N,501,2
1,1,1,1,0,1,48-02101,24,2,3,390,2
2,1,1,2,8,0,48-02102,60,0,3,240,2
1,6,1,1,2,0,48-02510,62,1,2,453,2
1,6,8,2,4,0,48-02507,39,0,N,340,2
1,2,1,2,6,0,48-02102,61,0,2,57,2
2,1,2,2,2,0,48-02510,92,0,3,424,2
1,1,9,1,3,0,48-02101,7,0,3,193,2
2,1,1,1,0,0,48-02516,51,0,5,188,2
2,1,1,1,9,0,48-02515,9,2,4,408,2
1,1,1,1,9,0,48-02102,32,4,2,317,2
1,4,1,1,8,0,48-02510,8,0,2,447,2
1,N,2,1,0,1,48-02101,58,0,6,69,2
1,4,1,2,3,0,48-02102,42,1,3,501,2
1,6,1,1,2,0,48-02102,28,0,4,461,2
2,4,1,1,2,0,48-02101,20,2,N,276,2
2,1,1,1,5,2,48-02515,44,0,N,440,2
2,1,1,1,0,0,48-02507,30,2,2,427,2
1,6,1,1,2,0,48-02516,39,1,5,501,2
1,1,1,1,8,0,48-02507,54,3,2,392,1
2,6,1,1,5,0,48-02507,40,0,4,406,2
2,6,1,0,5,0,48-02102,49,0,2,443,2
1,1,1,1,7,1,48-02510,82,0,3,390,2
2,1,1,1,4,0,48-02515,28,0,2,428,2
1,1,1,1,5,0,48-02102,66,0,3,14,2
1,1,1,1,7,0,48-02101,44,0,2,44,2
1,3,2,2,3,1,48-02507,49,0,5,216,2
1,1,1,1,4,0,48-02102,50,3,2,416,2
1,1,1,1,8,0,48-02102,33,0,2,174,2
2,4,1,1,5,4,48-02507,43,0,5,290,2
2,1,1,1,9,0,48-02510,46,2,2,87,2
1,6,2,1,1,0,48-02516,54,4,N,30,2
2,4,1,1,0,0,48-02516,17,0,4,206,2
1,6,1,1,4,1,48-02102,47,0,7,136,2
2,1,1,2,4,0,48-02507,52,0,3,493,2
2,1,1,1,4,0,48-02507,22,0,8,501,2
2,1,1,1,4,0,48-02507,21,1,3,49,2
2,6,1,1,2,0,48-02507,36,0,2,69,2
1,4,8,1,6,0,48-02101,63,0,2,276,2
1,1,9,1,0,0,48-02510,23,0,2,501,2
2,6,1,2,1,0,48-02516,28,0,3,411,2
1,4,1,1,2,4,48-02102,27,0,N,445,2
2,6,1,1,6,0,48-02510,24,0,4,35,2
2,4,8,1,6,0,48-02102,64,0,4,274,2
2,4,1,1,4,0,48-02102,32,0,N,89,2
2,6,1,2,0,0,48-02101,85,0,N,319,2
1,5,9,1,4,0,48-02102,59,0,N,320,2
1,6,1,2,6,0,48-02516,20,0,7,210,2
1,1,1,1,4,0,48-02516,29,0,2,0,2
1,1,1,1,0,0,48-02507,47,0,3,260,2
1,1,1,1,6,0,48-02101,80,0,3,239,2
2,1,1,1,3,0,48-02102,24,0,7,188,2
1,3,1,2,1,0,48-02102,64,3,3,355,2
2,6,1,1,5,0,48-02515,31,0,2,448,2
2,6,9,1,7,1,48-02510,58,0,2,440,2
1,6,1,2,7,0,48-02101,64,3,5,139,2
1,1,1,1,6,0,48-02101,24,0,3,385,2
2,1,1,1,7,0,48-02102,21,0,2,N,2
2,4,1,1,4,0,48-02102,52,1,2,328,2
1,6,1,1,5,0,48-02101,54,0,3,312,2
2,N,1,1,2,1,48-02101,46,0,2,287,2
2,1,1,1,7,0,48-02515,17,1,2,452,2
1,1,1,1,2,0,48-02510,36,0,3,501,1
1,4,1,1,4,0,48-02515,49,2,2,434,2
2,1,1,1,0,0,48-02510,68,0,N,355,2
1,1,1,1,7,4,48-02516,11,0,2,389,2
1,6,1,1,6,1,48-02516,29,0,4,166,2
2,6,1,1,0,0,48-02101,33,0,2,402,2
2,1,1,2,3,1,48-02101,32,0,2,100,2
2,4,1,1,7,0,48-02507,81,0,N,468,2
1,1,1,1,2,0,48-02515,55,0,6,317,2
2,3,1,1,2,1,48-02101,36,0,6,412,2
2,1,4,1,3,0,48-02101,50,2,2,468,2
2,1,1,2,9,0,48-02101,59,0,3,279,2
2,6,1,1,5,0,48-02516,73,1,3,58,2
1,1,1,2,4,0,48-02516,60,0,4,411,2
2,5,1,1,7,0,48-02510,71,1,N,299,2
2,1,9,1,2,0,48-02101,92,0,6,414,2
1,1,2,1,5,0,48-02507,42,0,4,371,2
1,6,1,1,3,0,48-02510,50,0,2,227,1
2,1,1,1,5,0,48-02515,54,0,11,137,2
1,6,8,1,7,0,48-02101,21,0,2,378,2
1,1,1,1,6,1,48-02515,21,1,3,N,2
1,3,1,1,3,0,48-02101,53,0,3,323,2
1,6,1,2,7,0,48-02102,20,1,2,262,2
2,3,1,2,3,0,48-02102,27,0,2,453,2
2,1,1,1,6,3,48-02102,41,0,4,358,2
2,1,1,2,6,1,48-02507,32,2,3,245,2
2,3,1,1,3,4,48-02515,51,1,3,113,2
1,1,1,2,2,3,48-02102,15,0,3,138,2
2,1,9,0,1,1,48-02507,42,2,2,191,2
2,1,1,2,4,0,48-02510,56,1,2,501,2
1,6,1,2,2,0,48-02510,2,0,3,145,2
2,3,1,1,6,1,48-02507,19,0,5,436,2
1,1,1,1,2,0,48-02507,37,1,5,270,2
1,4,1,2,3,0,48-02101,40,0,2,140,2
2,6,1,0,4,0,48-02515,23,0,6,237,2
2,1,6,2,8,0,48-02101,20,0,3,421,2
1,1,1,1,6,0,48-02101,35,0,3,492,2
2,6,2,1,8,1,48-02101,37,0,3,140,2
1,1,1,1,4,1,48-02516,18,1,8,331,2
1,6,1,1,0,0,48-02102,43,1,4,229,2
2,1,1,2,1,0,48-02516,30,0,4,84,2
2,1,1,2,4,0,48-02515,57,0,4,193,2
2,N,1,1,0,0,48-02102,31,5,3,210,2
1,6,1,1,2,0,48-02101,52,0,3,331,2
1,6,2,2,4,0,48-02516,39,0,5,104,2
1,1,8,1,7,4,48-02507,7,0,3,292,2
1,6,1,2,6,0,48-02507,35,N,2,257,2
2,6,9,1,4,0,48-02507,21,1,5,60,2
2,1,1,1,6,1,48-02516,66,2,5,480,2
1,6,1,1,6,0,48-02510,57,0,2,325,2
2,6,1,1,6,0,48-02510,37,2,N,244,2
1,6,1,1,5,0,48-02507,66,0,5,302,2
2,1,8,1,7,0,48-02507,35,0,4,121,2
1,1,1,1,3,1,48-02515,50,1,3,235,1
2,1,2,1,6,0,48-02102,22,0,4,167,2
1,1,1,1,4,0,48-02102,22,0,3,426,2
2,6,4,2,0,1,48-02102,37,2,N,364,2
2,6,1,2,3,4,48-02516,15,1,2,387,2
1,N,1,1,4,1,48-02102,55,3,N,458,2
2,3,1,1,1,0,48-02102,49,4,5,214,2
2,6,8,2,0,1,48-02516,38,2,4,338,2
1,1,2,1,8,0,48-02515,14,0,7,289,2
1,4,1,1,3,0,48-02101,30,0,N,228,2
1,4,2,2,6,1,48-02101,64,0,3,336,2
2,4,1,2,0,2,48-02507,70,0,5,406,2
2,1,2,1,7,0,48-02507,68,1,3,365,2
2,4,1,1,5,0,48-02515,53,0,4,376,2
1,1,1,1,0,0,48-02516,16,4,2,211,2
1,1,2,1,2,0,48-02510,37,0,2,4,2
1,2,1,1,0,0,48-02515,24,0,4,354,2
2,2,1,1,2,0,48-02102,11,1,5,180,2
2,6,1,2,9,0,48-02102,44,0,2,84,2
1,1,1,1,6,1,48-02102,47,0,4,381,2
1,1,1,1,3,0,48-02516,20,0,3,338,2
1,1,1,1,7,0,48-02516,29,2,4,313,2
2,1,1,1,5,0,48-02101,87,2,7,362,2
1,1,1,1,5,0,48-02507,39,3,4,40,2
2,6,6,1,2,0,48-02101,51,2,3,0,2
2,6,1,1,0,0,48-02515,64,2,3,387,2
2,1,1,1,4,0,48-02516,62,0,4,295,2
2,1,1,1,1,0,48-02101,13,0,3,501,2
1,6,1,2,7,2,48-02507,48,0,3,150,2
2,6,1,2,7,0,48-02516,36,0,2,459,2
1,1,1,1,9,0,48-02515,45,2,7,241,2
1,1,1,1,3,1,48-02516,51,0,5,446,2
2,1,1,1,5,0,48-02510,33,4,8,403,2
1,4,1,2,0,0,48-02102,56,0,N,221,2
2,6,1,1,7,1,48-02510,23,0,3,297,2
1,1,1,1,7,0,48-02510,39,0,3,178,2
1,1,1,1,8,4,48-02516,80,0,3,317,2
1,4,8,1,0,0,48-02101,73,0,4,241,2
1,6,1,1,0,0,48-02510,79,3,N,69,2
1,1,1,2,6,0,48-02101,66,1,8,394,2
1,1,1,2,5,1,48-02101,42,0,3,256,2
1,1,1,2,2,0,48-02515,60,0,5,21,2
1,1,9,2,3,0,48-02515,26,2,3,21,2
2,1,9,1,3,0,48-02101,26,0,5,415,1
2,1,1,2,7,0,48-02516,51,0,N,0,2
2,6,1,1,4,1,48-02102,63,0,2,184,2
2,1,1,1,5,0,48-02516,30,1,2,229,2
1,4,1,1,7,0,48-02102,32,0,N,200,2
2,6,1,1,7,1,48-02101,60,0,2,203,2
1,1,1,2,6,0,48-02515,34,1,6,235,2
1,6,1,1,7,2,48-02516,66,0,N,495,2
2,1,1,2,2,0,48-02516,60,1,3,501,1
2,1,1,2,4,0,48-02510,43,0,3,481,2
1,4,1,1,3,0,48-02101,41,0,2,0,2
1,6,1,1,2,0,48-02101,24,0,N,484,2
1,4,2,2,5,0,48-02507,66,0,6,207,2
1,1,1,2,3,0,48-02516,13,0,4,92,2
2,3,1,1,6,0,48-02516,62,3,3,249,2
1,1,2,1,2,0,48-02102,49,0,3,126,2
1,1,1,1,5,0,48-02510,22,0,3,402,2
2,3,1,1,2,0,48-02516,63,0,3,249,2
1,1,9,1,3,0,48-02515,51,0,7,501,2
2,2,1,1,3,0,48-02101,4,1,3,214,2
2,1,1,1,5,0,48-02102,38,0,N,501,2
2,4,1,1,3,0,48-02101,35,1,4,281,2
2,6,1,2,7,0,48-02102,72,3,4,0,2
2,6,1,1,7,0,48-02101,43,0,6,237,2
2,1,1,1,2,0,48-02102,26,0,2,501,2
1,1,1,1,0,0,48-02507,40,0,3,388,2
2,1,1,1,0,1,48-02515,69,0,3,501,2
2,5,1,1,9,0,48-02515,27,2,4,496,1
2,1,1,1,3,0,48-02516,24,0,3,423,2
2,1,1,1,0,0,48-02507,77,0,4,252,2
2,6,1,1,4,0,48-02101,38,1,N,82,2
2,1,2,1,0,0,48-02515,7,1,5,303,2
1,6,2,1,2,0,48-02102,24,0,5,501,2
1,6,1,1,5,0,48-02507,16,3,3,103,2
2,6,1,2,0,0,48-02516,71,0,4,413,2
1,4,1,1,0,1,48-02507,83,1,4,0,2
2,6,1,1,1,0,48-02515,83,0,6,381,2
2,4,1,1,2,0,48-02102,56,2,2,0,2
1,1,1,1,5,0,48-02507,23,0,3,124,2
1,1,2,1,8,0,48-02101,39,3,2,384,2
2,6,1,2,1,0,48-02101,35,2,N,44,2
1,6,1,2,6,0,48-02507,17,0,4,140,2
1,4,1,1,3,0,48-02102,40,0,6,501,2
1,1,1,1,9,0,48-02101,32,0,3,326,2
2,1,2,1,9,0,48-02102,29,0,2,156,2
2,1,2,1,N,0,48-02516,43,0,3,83,2
1,1,1,1,6,1,48-02101,31,1,3,393,2
2,5,1,1,6,0,48-02101,31,0,2,236,2
1,4,1,1,6,0,48-02101,55,1,4,449,2
1,1,3,1,4,0,48-02102,74,0,3,276,2
1,1,1,1,9,0,48-02101,18,0,4,118,2
1,1,2,1,0,0,48-02102,39,0,5,256,2
1,1,9,1,4,0,48-02102,78,0,3,206,2
1,1,1,2,8,0,48-02507,64,0,2,302,2
1,1,1,1,2,0,48-02101,65,0,2,195,2
1,1,1,1,N,1,48-02515,30,3,2,383,2
1,1,1,1,7,0,48-02101,11,0,N,486,2
2,1,6,2,5,0,48-02515,28,0,N,350,2
1,1,9,1,0,0,48-02101,46,0,3,449,2
2,4,1,2,5,0,48-02101,29,0,2,406,2
2,1,1,1,7,0,48-02516,29,0,3,113,2
2,6,1,1,6,1,48-02516,11,0,3,390,2
2,1,1,1,3,1,48-02101,48,0,N,262,2
1,6,1,1,2,0,48-02515,29,0,2,292,2
2,1,1,2,7,0,48-02516,82,0,5,501,2
1,6,1,1,6,0,48-02516,74,0,3,268,2
2,1,1,1,8,0,48-02516,45,0,N,172,2
2,4,1,1,6,0,48-02515,56,0,3,352,2
1,4,1,2,3,0,48-02101,38,0,3,238,2
1,1,1,2,4,0,48-02102,33,0,4,191,2
1,4,1,1,7,0,48-02510,9,0,3,253,2
2,1,1,1,0,0,48-02102,2,0,2,501,2
1,3,1,2,0,0,48-02515,53,1,5,460,2
2,1,1,1,7,0,48-02102,50,1,N,501,2
1,1,1,2,0,0,48-02516,25,1,3,260,2
2,6,1,1,0,0,48-02101,41,0,4,97,2
2,1,1,1,2,0,48-02102,48,0,4,501,2
2,1,2,2,8,2,48-02102,46,0,2,66,2
1,1,1,2,5,0,48-02510,86,0,4,406,2
1,6,1,1,4,0,48-02507,56,0,2,75,2
1,6,2,1,0,0,48-02101,77,0,4,140,2
1,6,1,1,5,0,48-02101,6,1,4,152,2
2,6,1,2,2,0,48-02101,39,0,3,75,2
2,1,1,2,7,0,48-02510,43,1,2,328,2
1,6,1,2,7,0,48-02510,32,0,N,379,1
2,1,1,2,2,0,48-02515,17,3,N,374,2
2,1,8,1,0,0,48-02516,66,1,2,501,2
2,6,1,2,3,0,48-02516,56,0,3,10,2
2,1,1,1,6,0,48-02515,42,0,3,264,2
2,4,1,1,5,0,48-02507,45,0,5,473,2
2,3,1,2,7,1,48-02507,49,0,4,246,2
1,4,9,2,5,0,48-02102,33,0,3,251,2
2,1,6,2,5,0,48-02101,2,2,2,40,2
2,1,1,1,0,1,48-02507,22,0,11,108,2
2,6,1,1,4,0,48-02516,21,0,2,144,2
1,N,1,2,1,0,48-02516,16,0,2,86,2
1,1,1,2,0,0,48-02515,63,0,2,501,2
2,1,1,1,4,0,48-02102,62,0,3,501,2
1,4,1,2,3,0,48-02515,56,0,2,175,2
2,1,1,1,5,0,48-02101,60,0,2,284,2
2,3,1,1,3,0,48-02507,65,0,2,253,2
2,6,1,2,3,0,48-02101,54,0,2,379,2
1,4,1,1,3,4,48-02510,49,0,2,35,2
1,1,6,2,1,0,48-02516,47,0,3,73,2
1,1,1,1,9,0,48-02101,22,3,2,244,2
1,3,7,1,7,0,48-02507,22,0,4,354,2
2,1,2,0,3,0,48-02101,56,1,3,327,2
2,1,1,1,2,1,48-02101,72,0,6,242,2
2,6,2,2,5,0,48-02507,22,0,4,501,2
2,4,1,1,2,4,48-02510,77,0,3,353,2
2,1,1,2,4,0,48-02102,55,2,4,304,2
2,4,1,1,5,0,48-02515,35,0,3,402,2
2,6,1,1,9,0,48-02101,51,7,2,157,2
2,4,1,2,4,0,48-02516,74,0,7,321,2
1,1,6,2,1,0,48-02101,56,0,3,412,2
1,4,1,1,2,0,48-02507,42,0,5,210,2
1,1,1,1,5,0,48-02101,60,0,3,279,1
2,4,1,1,8,1,48-02101,27,0,4,164,2
2,5,2,1,N,3,48-02515,34,0,N,288,2
1,1,1,1,8,0,48-02102,62,3,N,295,2
2,6,1,0,N,0,48-02101,17,0,2,52,2
1,6,2,1,7,0,48-02101,80,0,8,188,2
2,1,1,1,3,0,48-02507,72,0,2,220,2
2,6,1,1,9,1,48-02507,63,1,3,252,2
2,1,1,1,8,0,48-02102,52,0,2,7,2
1,2,1,2,3,0,48-02101,50,2,5,0,2
2,3,1,2,3,0,48-02102,80,0,3,353,2
2,6,1,1,2,0,48-02515,45,2,2,287,2
1,3,1,2,7,0,48-02102,30,0,4,291,2
2,6,3,1,0,0,48-02510,18,0,3,289,2
1,6,9,1,6,1,48-02515,35,0,2,406,2
1,1,1,1,8,0,48-02102,28,0,2,241,2
2,1,1,1,4,0,48-02101,39,3,3,501,2
1,1,1,1,2,0,48-02510,75,1,3,403,2
1,1,1,1,6,0,48-02507,42,0,7,208,2
1,6,1,2,4,0,48-02516,92,1,3,264,2
1,5,1,1,0,1,48-02516,0,2,6,501,2
2,4,1,1,4,0,48-02102,63,0,6,322,2
