,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
44,72,2,1,2,3,2,6,1,5,3
45,38,4,3,1,3,0,1,1,5,4
46,24,5,2,1,1,1,6,2,3,N
47,47,5,1,2,1,2,3,1,3,N
48,63,4,4,2,2,2,1,1,8,10
49,75,1,5,2,2,2,1,2,6,4
50,13,2,5,1,3,1,6,1,4,9
51,45,1,6,2,2,0,N,2,7,9
52,67,2,6,2,1,1,N,2,0,4
53,29,8,N,1,1,2,1,2,4,8
54,57,1,2,2,1,1,2,1,N,10
55,84,1,4,1,2,2,2,2,0,3
56,24,8,3,1,1,2,3,1,0,5
57,9,7,1,2,1,0,5,1,0,10
58,51,8,3,1,2,0,3,1,2,2
59,39,9,6,2,2,0,5,2,3,11
60,41,2,2,1,2,0,4,2,8,1
61,22,2,3,1,2,2,3,2,7,5
62,58,3,1,1,3,2,1,2,1,2
63,5,7,N,2,1,0,N,1,4,7
64,76,2,6,2,1,2,4,2,0,4
65,65,1,6,1,2,2,1,1,1,3
66,71,4,3,1,1,2,4,1,5,10
67,53,6,2,2,1,0,5,1,7,5
68,72,3,1,1,1,0,5,1,3,4
69,31,5,4,1,1,1,N,2,2,2
70,1,2,2,1,1,1,5,2,3,5
71,61,4,2,2,2,2,5,2,1,12
72,30,3,1,2,1,2,1,1,0,7
73,73,9,N,1,2,0,3,1,8,4
74,20,5,6,1,1,1,3,2,2,N
75,36,2,N,2,2,1,N,2,5,11
76,22,2,3,1,1,0,N,1,3,4
77,64,5,N,1,1,2,3,1,0,N
78,29,7,5,2,1,1,5,2,6,10
79,58,9,1,2,1,1,5,2,7,12
80,59,4,3,1,2,0,5,2,3,4
81,64,1,2,2,1,1,5,1,0,1
82,87,6,N,1,1,0,4,2,N,9
83,4,1,3,2,3,1,5,1,6,2
84,30,5,6,2,1,2,N,2,N,7
85,53,2,N,1,1,1,5,1,8,3
86,80,1,2,1,2,2,2,1,7,9
87,60,6,1,2,2,2,5,1,4,4
88,53,3,1,1,1,1,5,1,0,10
89,25,4,6,2,2,1,4,1,N,5
90,27,6,N,1,2,0,4,1,3,7
91,44,6,6,2,3,1,5,2,2,4
92,78,8,5,2,2,1,2,1,1,12
93,21,3,1,1,2,1,3,2,0,9
94,65,5,1,2,2,1,3,2,6,6
95,36,1,3,1,2,2,2,1,7,9
96,60,5,3,2,3,1,6,1,8,4
97,26,9,3,1,3,2,2,2,3,12
98,9,5,2,2,2,1,3,1,N,8
99,16,1,3,2,2,1,N,2,7,3
100,13,8,6,2,2,1,3,2,7,12
101,5,8,4,1,1,0,3,2,2,5
102,53,3,5,1,2,1,N,2,1,9
103,57,6,N,2,1,1,4,1,0,12
104,86,8,1,1,1,2,4,1,2,7
105,77,3,N,2,1,1,6,1,0,3
106,34,2,1,2,2,1,5,1,7,6
107,85,3,2,2,3,0,3,2,9,11
108,92,6,4,2,1,1,6,2,2,N
109,35,4,6,2,3,0,1,2,3,5
110,78,1,4,2,2,0,1,2,N,1
111,82,9,4,1,2,2,4,1,9,3
112,35,5,5,2,1,0,3,2,8,9
113,20,6,3,2,1,1,N,2,N,N
114,59,4,1,1,1,1,2,1,N,4
115,8,9,3,2,1,0,5,1,7,8
116,63,9,3,1,3,2,5,2,2,5
117,78,5,5,2,3,2,1,1,1,10
118,70,8,6,1,3,1,6,1,7,7
119,25,5,1,2,1,2,6,2,0,7
120,20,8,3,2,1,1,N,1,9,9
121,70,8,3,1,1,1,5,1,2,1
122,6,6,N,1,2,1,6,2,N,1
123,21,9,3,1,1,1,1,2,5,2
124,59,7,4,1,2,0,2,2,3,6
125,75,7,1,2,1,0,2,1,6,8
126,32,6,3,1,3,1,3,1,3,12
127,66,5,4,1,3,0,5,2,3,7
128,12,5,1,1,1,0,5,2,1,5
129,45,6,3,1,1,2,5,1,3,7
130,66,6,4,1,2,1,4,1,1,11
131,0,3,6,2,2,1,1,2,N,11
132,16,4,6,2,3,1,4,2,8,8
133,69,3,3,1,3,1,3,1,4,3
134,12,6,4,2,2,1,5,1,4,8
135,28,4,6,1,1,0,5,1,4,4
136,63,9,4,1,1,2,3,1,5,9
137,9,6,3,1,1,0,N,1,0,10
138,84,2,2,2,1,2,5,2,8,3
139,8,2,6,2,1,1,3,2,1,2
140,21,9,2,2,1,2,N,2,N,7
141,58,5,6,2,1,0,4,1,0,2
142,74,4,6,2,1,0,5,1,4,1
143,82,5,3,2,1,0,5,1,9,11
144,3,8,4,1,2,2,3,1,N,11
145,34,1,N,1,2,2,1,1,0,8
146,87,2,1,2,2,2,5,2,7,5
147,68,6,3,2,1,1,5,1,8,7
148,13,6,3,2,1,0,5,2,9,5
149,58,9,N,2,3,2,1,1,0,10
150,75,3,2,1,1,1,3,2,6,11
151,84,5,6,2,2,2,6,1,9,1
152,50,3,1,1,1,0,5,1,5,8
153,55,1,1,1,1,0,N,2,7,1
154,30,9,6,2,3,2,4,2,3,5
155,62,1,4,2,1,0,N,1,8,5
156,68,7,2,1,1,1,4,2,N,2
157,58,6,6,1,1,0,5,2,9,7
158,34,9,1,1,1,0,1,2,N,12
159,3,1,5,2,1,0,6,1,7,7
160,57,1,N,1,1,0,3,2,0,6
161,58,4,1,2,2,0,6,2,7,7
162,36,6,3,1,2,2,4,1,7,3
163,68,8,6,1,2,1,6,2,7,3
164,52,9,4,2,2,1,N,1,8,N
165,0,7,4,2,1,0,5,1,8,9
166,3,8,6,2,1,2,1,2,0,3
167,69,9,1,1,3,0,N,1,2,8
168,65,4,6,1,3,1,6,1,3,12
169,5,9,3,2,3,1,3,1,1,9
170,53,1,6,1,1,0,5,2,1,5
171,54,4,5,2,3,2,N,2,1,9
172,2,1,6,1,2,1,3,2,1,5
173,35,8,6,2,3,1,6,2,9,10
174,24,3,3,2,1,2,5,2,1,12
175,8,5,5,2,2,2,4,1,4,2
176,74,7,6,1,1,0,4,1,2,7
177,32,7,2,2,1,2,1,2,9,1
178,7,6,3,2,2,1,6,2,9,4
179,35,7,6,2,3,1,5,2,8,5
180,64,8,5,2,2,1,3,1,5,N
181,88,1,3,1,1,1,6,2,8,N
182,58,7,5,1,2,1,2,2,3,9
183,32,6,3,1,2,1,6,2,4,10
184,57,2,6,2,1,0,1,2,N,7
185,67,4,3,1,1,1,3,1,0,2
186,37,6,1,2,1,2,N,1,4,11
187,54,6,2,2,1,0,3,1,1,4
188,24,3,5,1,2,2,5,1,8,12
189,54,1,4,2,2,2,4,1,0,7
190,5,3,5,1,1,0,1,2,7,8
191,17,9,3,1,1,0,5,2,6,7
192,56,1,1,1,2,2,N,1,3,4
193,87,2,2,2,1,0,3,1,6,3
194,42,7,2,1,2,2,N,2,0,6
195,18,3,5,1,3,0,2,1,7,7
196,16,8,6,1,2,0,N,2,2,1
197,32,6,6,1,3,2,1,2,1,7
198,34,3,4,2,1,2,6,1,3,5
199,29,3,5,2,1,1,1,1,8,7
200,12,9,3,2,1,1,N,1,N,5
201,84,7,3,2,1,0,3,1,8,N
202,9,1,2,2,1,1,4,1,5,5
203,22,7,N,2,1,1,5,2,N,9
204,24,4,N,1,1,2,1,2,6,9
205,22,9,4,2,3,1,N,1,0,12
206,53,2,2,2,2,2,4,2,0,10
207,49,4,4,1,2,2,2,2,6,11
208,0,6,2,2,3,2,6,2,5,5
209,78,6,6,2,2,1,4,1,8,9
210,57,9,4,1,2,0,5,2,4,7
211,71,4,2,2,1,1,3,2,4,7
212,86,4,6,2,2,2,1,1,6,5
213,77,4,3,2,2,1,3,2,1,7
214,25,4,4,2,2,0,3,1,9,5
215,9,2,3,1,3,2,5,1,5,2
216,32,9,2,2,2,1,4,2,7,1
217,19,9,N,1,3,1,5,1,2,1
218,36,9,1,1,2,1,6,2,6,11
219,60,2,2,1,2,2,6,2,5,7
220,22,4,6,2,1,2,2,2,6,9
221,13,7,2,2,2,0,2,1,9,7
222,57,1,3,1,2,2,4,2,7,4
223,64,3,4,1,1,2,4,1,7,12
224,84,3,1,1,1,2,5,2,8,N
225,87,6,6,1,3,1,2,1,7,9
226,26,5,3,1,3,1,2,1,4,8
227,30,1,2,1,2,1,5,2,0,10
228,34,1,N,2,3,2,5,1,8,4
229,53,2,4,2,1,1,4,2,1,7
230,9,6,5,2,1,1,2,1,0,5
231,18,2,6,1,2,2,4,2,0,3
232,52,9,4,2,1,1,1,1,3,1
233,30,9,3,2,3,1,6,1,5,7
234,81,1,2,2,2,0,3,2,6,7
235,75,2,N,1,1,2,4,2,5,5
236,46,9,3,2,1,2,6,2,8,5
237,66,1,6,1,1,1,6,1,7,8
238,48,6,3,2,3,0,N,2,3,2
239,77,9,4,1,1,2,N,1,4,9
240,39,2,5,1,1,2,1,1,5,10
241,75,1,4,2,1,1,5,2,6,5
242,76,3,6,1,1,1,6,2,N,3
243,22,5,6,2,1,1,4,1,1,1
244,22,8,3,1,1,0,1,2,6,12
245,61,7,6,2,1,1,1,1,3,3
246,88,2,5,1,1,2,3,1,0,1
247,63,3,6,2,1,1,3,2,N,3
248,3,8,4,2,3,0,4,2,2,11
249,76,8,6,2,1,1,5,2,8,7
250,42,2,2,1,2,1,3,1,0,1
251,14,2,6,2,1,0,3,1,0,3
252,42,9,3,1,3,2,4,2,0,9
253,81,8,3,1,1,0,5,2,4,8
254,41,9,3,2,3,1,N,2,0,7
255,35,1,3,2,1,2,5,1,9,7
256,85,8,5,1,1,1,6,2,8,3
257,79,6,4,2,2,1,3,2,1,8
258,80,8,1,2,2,1,5,2,6,N
259,27,9,1,2,1,0,2,1,2,10
260,29,4,3,1,1,2,N,2,3,9
261,82,6,6,2,3,1,2,2,0,12
262,87,3,6,2,3,1,6,2,8,5
263,67,9,1,1,2,1,N,1,8,3
264,13,3,6,2,1,0,N,1,8,10
265,66,2,2,2,2,2,N,2,6,10
266,70,6,N,2,1,1,1,1,0,7
267,14,7,6,1,2,1,5,1,5,9
268,51,2,2,1,2,1,5,1,2,9
269,35,1,1,2,2,1,N,2,7,11
270,81,3,3,1,3,2,1,2,3,6
271,64,6,1,2,3,2,5,2,6,7
272,54,8,6,2,1,2,4,1,N,9
273,68,5,N,1,3,2,5,1,8,6
274,52,8,1,1,1,1,4,2,0,2
275,46,3,6,2,1,1,6,1,3,5
276,48,6,1,2,1,0,5,2,6,12
277,80,6,1,2,1,2,2,1,0,4
278,76,8,2,2,1,1,5,1,3,6
279,59,8,3,2,3,2,1,2,0,6
280,38,3,3,1,2,2,N,2,7,2
281,79,1,1,1,1,2,5,1,7,7
282,1,9,4,2,3,2,6,2,9,5
283,18,6,1,2,1,2,2,2,6,1
284,13,5,6,1,1,2,1,1,6,7
285,1,2,4,2,1,2,6,1,8,10
286,81,9,N,2,2,1,3,2,5,7
287,32,6,2,2,1,1,3,1,2,3
288,43,1,4,2,2,1,5,1,7,3
289,54,1,2,2,1,1,1,1,2,1
290,15,3,6,2,1,2,N,2,0,7
291,2,8,1,2,1,0,3,1,2,1
292,68,4,2,2,1,1,1,2,5,6
293,10,9,1,1,2,1,5,2,N,7
294,81,8,2,2,2,2,N,1,1,9
295,64,2,5,1,3,2,1,2,N,2
296,8,2,5,1,2,0,N,2,1,11
297,14,2,2,2,2,2,4,2,4,9
298,79,9,2,1,1,0,4,2,2,11
299,25,3,3,1,1,1,4,2,N,9
300,32,9,2,1,2,2,N,1,4,9
301,66,3,1,2,2,2,2,2,N,4
302,39,6,1,1,1,1,4,2,8,7
303,41,1,4,1,3,0,3,1,0,3
304,27,8,6,2,2,2,1,1,5,7
305,13,4,6,2,2,2,3,1,3,N
306,36,6,3,1,2,0,1,1,9,N
307,36,1,5,2,1,2,1,2,3,5
308,78,7,5,2,1,0,1,2,5,3
309,44,1,4,1,1,1,4,2,7,9
310,69,8,3,2,1,1,3,1,0,9
311,58,7,3,2,1,0,2,2,3,5
312,76,4,4,1,3,2,6,2,1,5
313,78,5,4,2,2,0,5,1,0,10
314,10,2,5,2,1,0,N,2,8,1
315,87,2,6,1,2,1,5,2,9,4
316,67,8,N,2,3,0,5,2,5,7
317,21,5,4,2,1,1,5,2,5,6
318,6,1,4,1,2,2,1,1,7,7
319,88,8,5,2,3,0,1,2,4,7
320,58,1,4,2,1,1,4,1,5,5
321,45,6,3,1,3,1,4,2,N,5
322,45,1,N,2,1,1,1,1,8,4
323,79,8,6,1,2,2,5,2,6,8
324,66,2,3,1,3,0,N,1,2,12
325,6,2,6,2,2,1,N,1,2,6
326,0,1,2,2,3,2,5,2,0,11
327,62,1,3,1,3,2,N,1,3,N
328,29,1,1,2,3,2,3,2,N,11
329,59,9,5,2,3,1,3,1,N,4
330,2,1,1,2,2,1,5,1,1,10
331,83,2,6,1,1,0,5,2,2,6
332,78,4,4,2,1,0,3,1,7,4
333,82,6,3,2,2,1,2,2,8,4
334,24,5,1,2,2,1,1,2,9,3
335,3,6,N,2,2,0,4,2,6,5
336,33,8,5,1,3,2,5,2,8,4
337,2,2,6,1,3,2,N,2,5,4
338,30,1,3,1,1,2,5,2,0,8
339,76,9,2,1,2,2,4,2,3,4
340,64,6,N,2,1,1,2,1,9,6
341,22,1,3,1,1,0,5,1,N,N
342,79,3,N,1,2,1,5,1,5,12
343,18,3,1,2,1,2,1,1,7,3
344,66,7,2,2,3,0,5,1,1,12
345,29,8,6,2,2,0,4,1,3,4
346,37,9,5,2,2,1,6,1,4,7
347,76,3,1,2,3,2,N,1,2,11
348,63,1,4,1,1,1,2,2,1,6
349,20,2,6,1,1,1,5,2,6,7
350,0,4,6,2,1,2,1,1,1,5
351,76,8,2,2,2,2,4,2,5,5
352,48,7,4,2,2,1,5,2,0,8
353,27,3,5,2,1,1,5,1,4,1
354,77,8,1,2,3,0,5,1,N,N
355,58,6,5,2,1,2,1,1,N,7
356,47,6,6,2,1,1,6,2,N,7
357,66,6,1,2,2,2,2,2,2,N
358,85,8,5,2,3,2,N,2,7,6
359,39,4,5,2,1,2,5,2,9,3
360,82,1,5,2,1,2,1,2,7,2
361,47,8,6,1,1,2,1,2,6,4
362,38,3,5,1,1,0,5,2,6,6
363,23,3,N,1,1,0,4,1,9,2
364,2,1,3,2,3,1,5,1,3,11
365,64,3,6,2,1,1,N,2,5,9
366,37,4,4,2,3,1,5,2,7,5
367,49,6,5,1,2,2,2,2,0,2
368,29,8,3,2,2,2,6,2,2,3
369,37,2,3,1,1,2,1,1,6,5
370,33,2,2,1,1,2,3,2,7,9
371,53,6,2,2,1,1,1,2,4,3
372,51,1,6,2,1,0,6,2,9,2
373,77,2,6,1,1,1,5,1,1,12
374,20,8,4,2,2,1,N,2,4,5
375,78,1,5,2,1,1,N,2,0,1
376,21,2,1,2,1,2,N,2,1,10
377,23,6,1,1,2,1,5,2,2,12
378,9,8,6,2,3,1,2,2,6,N
379,40,9,6,1,1,1,N,1,1,7
380,66,7,4,2,2,2,1,2,2,2
381,77,3,5,1,1,2,6,2,8,7
382,5,9,3,2,2,2,4,2,0,3
383,74,7,3,1,1,2,4,1,5,7
384,43,1,4,1,3,2,4,1,8,N
385,51,4,2,1,2,0,N,2,8,5
386,33,1,2,2,1,2,4,1,3,1
387,63,3,2,1,1,2,1,1,2,6
388,17,1,N,2,1,1,5,2,8,N
389,20,3,6,1,1,2,3,1,4,7
390,30,1,1,1,3,1,N,2,2,7
391,78,6,2,1,2,0,N,2,7,9
392,48,8,1,2,1,0,N,1,4,3
393,34,2,3,1,2,0,5,1,8,5
394,55,2,3,1,3,0,N,1,5,7
395,43,2,N,1,2,1,4,2,7,9
396,10,1,3,2,1,1,1,1,9,4
397,59,6,4,2,2,1,3,1,9,10
398,75,2,5,1,3,1,1,1,1,8
399,4,6,3,1,3,2,1,2,3,4
400,81,5,N,2,2,0,4,2,2,5
401,13,5,5,1,2,0,1,1,6,11
402,39,9,5,2,1,1,1,1,0,11
403,7,1,N,2,3,2,5,2,2,4
404,66,6,5,2,3,1,1,2,2,8
405,24,1,1,2,1,2,5,1,1,3
406,78,4,5,1,1,0,3,1,6,11
407,25,4,N,2,3,2,3,2,6,11
408,9,5,6,2,3,2,N,1,5,8
409,63,1,2,1,2,0,4,2,5,4
410,21,1,1,1,1,1,N,2,9,9
411,76,7,N,2,1,2,3,2,8,3
412,19,2,6,2,1,1,4,1,5,3
413,80,2,1,2,3,0,4,2,5,11
414,23,2,3,1,1,2,2,1,8,5
415,62,1,N,2,3,2,N,2,8,7
416,44,7,6,2,1,2,N,2,9,5
417,84,7,1,1,1,1,N,2,2,5
418,49,8,6,1,1,1,1,1,6,7
419,68,1,1,1,1,0,1,1,5,4
420,17,1,6,1,2,2,2,1,N,3
421,35,9,1,2,2,2,4,2,8,7
422,2,4,1,2,3,1,2,1,0,3
423,41,1,N,2,2,1,N,2,8,6
424,92,1,3,2,3,1,5,2,2,5
425,46,5,5,1,2,0,N,2,2,2
426,2,2,3,2,2,1,3,1,6,8
427,3,7,6,2,2,2,3,1,4,12
428,50,9,2,2,2,0,5,1,8,7
429,51,3,3,1,2,0,1,2,4,12
430,44,3,N,1,1,2,5,2,1,3
431,38,7,6,2,3,2,5,1,2,7
432,87,3,6,2,1,2,2,2,4,8
433,9,8,3,1,1,1,6,1,5,8
434,92,5,3,2,1,0,N,1,1,3
435,80,6,1,2,3,1,3,2,4,5
436,44,2,3,2,1,2,6,2,0,10
437,10,8,2,1,1,2,6,1,6,N
438,84,3,N,2,1,0,4,1,2,9
439,59,5,5,2,2,1,4,2,8,2
440,62,2,3,2,1,2,5,1,1,3
441,77,9,3,1,1,1,5,1,4,4
442,59,9,5,1,3,0,3,1,1,6
443,42,9,5,2,1,1,4,1,N,N
444,79,8,N,1,1,1,4,2,6,11
445,42,5,2,2,1,1,2,1,2,8
446,23,3,N,2,1,2,2,2,0,4
447,54,2,3,1,1,1,4,2,1,6
448,26,1,1,1,1,0,3,2,3,12
449,10,9,1,1,3,0,2,2,9,3
450,2,6,1,1,2,2,N,2,N,9
451,2,3,1,1,3,1,6,2,1,8
452,9,4,5,1,1,2,N,2,8,6
453,7,1,4,1,3,1,2,1,0,7
454,54,8,1,2,1,2,3,2,5,7
455,35,6,3,2,3,1,6,2,4,2
456,27,5,1,1,3,0,1,2,2,7
457,39,2,6,1,1,0,1,1,7,9
458,3,3,3,2,1,1,2,1,2,5
459,71,1,6,1,1,0,2,2,4,11
460,78,3,2,2,1,2,1,1,6,9
461,33,4,6,2,2,2,N,1,9,11
462,1,1,6,2,3,2,N,2,8,9
463,80,6,N,2,1,0,3,2,7,3
464,66,1,1,1,2,0,3,2,0,5
465,30,8,1,1,1,1,3,2,0,10
466,86,7,3,1,1,1,6,1,0,10
467,66,1,6,1,1,0,5,1,7,4
468,2,8,1,2,2,1,1,2,9,4
469,75,4,1,1,1,2,4,1,6,9
470,24,9,1,2,1,2,N,2,9,9
471,2,6,N,2,1,0,4,2,2,1
472,12,9,5,2,1,1,1,1,3,8
473,3,6,6,2,1,2,3,1,5,10
474,61,1,N,2,1,0,3,1,6,10
475,44,4,4,1,3,1,3,1,4,3
476,88,7,6,2,2,0,5,1,5,N
477,1,4,2,1,1,1,5,1,1,5
478,9,9,N,2,1,0,2,1,2,11
479,37,3,3,1,1,1,2,2,2,10
480,88,4,4,2,3,0,2,1,N,N
481,73,8,4,1,1,2,4,2,4,4
482,73,9,3,1,3,1,6,1,7,5
483,83,2,1,1,2,1,6,1,8,11
484,67,9,6,1,3,2,6,2,2,3
485,45,9,3,2,2,2,5,2,6,6
486,39,7,1,1,2,2,N,1,1,9
487,46,1,5,2,1,0,5,2,6,2
488,87,2,2,2,1,1,1,1,4,5
489,36,8,5,1,2,1,2,2,3,2
490,13,9,N,1,1,0,1,2,2,6
491,7,2,6,1,3,2,N,2,5,9
492,87,1,2,2,2,2,1,2,7,10
493,73,6,1,1,1,2,4,2,1,6
494,34,4,N,2,1,2,3,2,3,6
495,84,3,5,1,1,1,N,1,6,8
496,40,3,N,1,1,0,5,2,5,8
497,4,6,6,1,2,0,N,2,0,3
498,58,1,2,1,1,1,5,1,7,7
499,30,1,3,1,1,2,3,2,1,11
500,71,9,3,2,3,0,1,1,4,2
501,24,3,3,1,1,2,1,2,6,N
502,43,5,1,1,2,1,5,1,5,1
503,92,9,5,2,3,2,3,1,4,9
504,8,9,1,2,3,1,4,2,0,5
505,25,5,N,2,2,0,3,2,8,1
506,57,6,5,2,2,1,6,1,9,4
507,63,3,6,1,1,2,2,2,6,3
508,51,1,6,1,1,0,N,1,0,7
509,83,9,1,2,3,2,5,1,0,7
510,8,3,5,1,2,1,4,2,7,N
511,64,5,N,1,1,1,N,2,9,11
512,58,5,3,1,2,0,2,2,4,2
513,5,4,1,2,1,1,N,2,N,5
514,87,1,6,1,1,0,4,2,7,N
515,56,2,3,2,2,1,5,1,5,4
516,43,9,3,2,2,1,N,1,2,9
517,13,2,N,1,1,1,4,1,8,10
518,45,2,1,2,1,2,3,1,1,9
519,5,2,3,2,1,0,N,1,7,7
520,55,9,6,2,3,1,2,1,6,6
521,17,7,2,1,2,2,5,2,2,10
522,5,7,1,2,1,2,1,2,6,6
523,21,8,1,2,1,2,5,1,2,3
524,8,9,4,2,1,2,5,2,5,7
525,2,8,1,1,2,2,3,2,1,4
526,22,2,5,2,2,1,N,2,9,5
527,79,1,2,1,1,2,N,1,6,N
528,26,7,5,1,3,2,N,1,0,6
529,56,4,1,2,2,1,5,2,2,10
530,92,1,1,2,3,2,6,2,1,7
531,0,3,3,2,1,2,4,2,3,4
532,68,1,4,2,1,0,3,1,9,7
533,72,1,2,1,1,1,N,2,0,7
534,62,7,6,1,1,0,4,1,N,4
535,73,9,4,2,1,1,4,2,5,6
536,6,1,5,2,1,0,2,1,0,N
537,73,2,2,2,1,2,2,1,2,11
538,63,7,5,2,3,2,5,2,N,10
539,22,2,5,1,3,2,5,2,7,6
540,6,2,6,2,3,1,1,2,3,10
541,55,5,N,2,2,0,N,1,9,11
542,61,2,2,2,3,0,6,1,0,3
543,67,1,3,2,2,0,5,2,2,4
544,20,4,5,2,1,2,N,2,3,N
545,57,9,N,2,2,1,3,2,2,2
546,84,3,3,2,3,2,6,2,1,10
547,68,4,N,2,1,1,N,2,1,N
548,1,5,5,1,3,2,5,2,5,9
549,28,7,3,2,2,0,N,2,9,5
550,1,1,3,1,1,2,3,1,N,9
551,10,1,4,2,1,1,N,2,1,5
552,79,5,4,1,3,2,6,1,0,3
553,7,1,1,1,1,1,4,2,5,4
554,40,6,6,2,2,0,4,1,5,9
555,82,3,3,2,2,0,3,2,2,10
556,24,2,6,2,1,1,5,2,0,1
557,86,4,N,1,1,1,3,1,5,2
558,24,2,1,1,2,0,1,2,8,1
559,44,8,2,1,1,2,3,2,9,10
560,36,1,1,1,1,1,2,1,3,5
561,3,3,6,2,3,2,6,2,8,3
562,78,3,5,1,1,2,1,1,N,10
563,34,6,2,2,2,2,1,1,1,10
564,2,4,5,2,2,1,N,2,2,3
565,65,8,3,2,1,1,3,2,4,8
566,53,1,2,2,1,1,5,1,6,9
567,39,3,5,1,2,2,2,2,4,11
568,2,8,2,1,2,0,2,2,N,1
569,92,9,2,1,1,0,3,1,6,6
570,80,2,4,1,3,1,3,1,6,7
571,81,1,5,2,3,0,6,1,8,9
572,22,1,5,2,2,2,5,2,0,4
573,75,2,2,1,2,1,N,1,4,5
574,11,1,3,2,3,2,2,1,8,7
575,30,5,2,1,1,1,5,2,5,7
576,53,9,3,1,2,2,3,1,7,11
577,24,7,2,1,2,2,6,2,8,5
578,32,3,6,1,1,2,6,2,9,N
579,92,1,N,2,3,0,6,1,0,N
580,7,6,3,2,3,2,1,1,9,12
581,0,1,1,2,1,1,4,1,N,6
582,13,9,1,2,1,1,2,1,9,N
583,57,1,2,2,1,1,2,1,0,6
584,71,2,6,1,2,0,3,2,7,11
585,35,2,1,2,2,1,1,2,N,7
586,66,3,3,1,1,2,N,1,6,7
587,92,1,3,2,2,2,2,2,6,11
588,87,6,4,2,3,0,3,2,N,12
589,82,4,6,2,1,2,5,2,6,9
590,21,2,3,1,1,2,2,2,1,7
591,34,1,5,1,1,0,4,1,0,N
592,82,4,2,2,1,1,N,1,6,2
593,48,2,6,1,1,1,N,2,2,4
594,67,1,2,2,1,1,3,2,6,6
595,1,4,3,1,2,1,N,2,0,7
596,22,1,3,2,1,1,5,2,3,2
597,23,6,5,2,1,0,3,1,0,1
598,70,3,2,2,3,2,3,2,0,7
599,78,9,5,2,3,0,3,2,7,7
600,13,1,5,2,2,2,N,2,N,12
601,63,6,3,2,2,1,N,2,5,10
602,41,2,3,2,1,1,N,1,4,6
603,82,3,1,1,3,0,4,1,8,3
604,8,6,N,1,2,2,2,2,2,7
605,30,5,6,1,1,0,1,2,2,12
606,39,7,4,2,2,1,N,1,N,8
607,9,1,N,1,1,2,5,1,3,9
608,62,1,6,2,1,0,5,1,8,8
609,36,1,N,1,3,1,5,1,4,10
610,59,5,3,1,3,1,5,1,N,12
611,13,9,3,1,2,2,5,1,0,9
612,83,7,4,1,2,0,3,1,N,7
613,8,2,1,1,2,2,3,2,N,9
614,66,4,2,1,1,0,2,1,2,1
615,25,1,3,2,1,2,6,2,8,12
616,45,5,6,1,1,2,N,1,9,11
617,84,3,N,2,2,0,5,2,1,5
618,38,7,2,1,2,0,1,1,9,2
619,32,2,4,2,2,1,N,2,8,11
620,2,7,6,1,2,1,4,1,N,7
621,21,7,3,1,1,1,4,1,2,12
622,78,1,5,2,1,0,4,2,9,1
623,28,4,4,2,1,1,1,1,2,7
624,78,9,3,2,1,1,2,2,5,7
625,8,1,N,1,2,2,1,2,6,8
626,28,1,N,2,3,0,6,2,8,9
627,36,1,2,2,1,2,4,1,5,10
628,92,3,3,2,1,1,5,1,2,5
629,45,2,5,2,1,1,N,2,N,3
