PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
01-01301,69,1,4,0,1,N,N,2,0,2731.2,N,N,9,85000,9,N,N,2,1,2,2,55,0
01-01301,25,1,1,0,2,0,5,1,2,2731.2,4795,6,5,18800,4,158,N,2,2,2,2,129,119
01-01301,58,2,1,1,1,0,2,1,1,2731.2,4670,6,5,12300,3,201,N,2,1,1,1,40,49
01-01301,23,1,6,0,2,0,2,1,2,2731.2,2290,4,5,0,0,0,N,2,2,2,2,595,379
01-01301,49,1,1,0,2,1,3,1,1,2731.2,770,3,4,30000,6,207,N,2,2,2,2,322,213
01-01301,42,2,6,0,2,N,N,3,0,2731.2,8680,14,7,1700,1,16,N,2,2,2,2,2,0
01-01301,23,2,6,0,1,N,N,3,0,2731.2,7870,11,7,1500,1,N,N,2,2,2,2,78,0
01-01301,14,2,N,0,2,1,2,1,2,2731.2,N,N,3,N,N,117,N,2,2,2,2,269,373
01-01301,51,2,6,0,1,N,N,3,0,2731.2,N,N,7,0,0,N,N,2,2,2,2,73,0
01-01301,20,2,6,0,2,0,3,1,2,2731.2,8680,14,5,100,1,48,N,1,2,2,2,118,107
01-01301,62,2,6,0,2,0,N,1,1,2731.2,7490,10,7,83000,9,501,N,2,2,2,2,61,60
01-01301,52,2,4,0,2,0,3,1,1,2731.2,7390,10,9,31190,5,363,N,2,2,2,2,215,185
01-01301,79,1,1,0,2,0,2,1,1,2731.2,N,N,7,60200,8,501,N,2,2,2,2,33,33
01-01301,93,2,3,0,9,N,N,2,0,2731.2,N,N,7,1700,1,N,N,1,1,2,1,16,0
01-01301,12,1,N,0,9,1,3,1,1,2731.2,N,N,3,N,N,477,N,2,2,2,2,47,44
01-01301,73,2,4,0,2,0,2,1,1,2731.2,N,N,5,16300,4,144,N,2,2,2,2,292,333
01-01301,17,2,6,0,2,N,N,3,0,2731.2,8680,14,7,6610,2,N,N,2,2,2,2,98,0
01-01301,32,1,6,0,2,N,N,2,0,2731.2,770,3,5,8400,2,N,N,2,2,2,2,15,0
01-01301,18,2,6,0,2,0,3,1,1,2731.2,8680,14,4,480,1,178,N,2,2,2,2,73,61
01-01301,70,1,1,0,2,0,2,1,2,2731.2,N,N,4,9600,2,214,N,2,2,2,2,59,68
01-01301,6,1,N,0,2,2,3,1,2,2731.2,N,N,2,N,N,68,N,2,2,2,2,171,112
01-01301,10,1,N,0,2,0,4,1,2,2731.2,N,N,3,N,N,28,N,2,2,2,2,211,371
01-01301,47,1,6,0,2,0,3,1,1,2731.2,N,N,6,150,1,274,N,1,2,1,2,300,270
01-01301,72,2,1,0,2,0,2,1,1,2731.2,7860,11,9,54200,7,397,N,2,2,2,1,110,110
01-01301,18,1,6,0,2,1,2,1,1,2731.2,N,N,4,0,0,58,N,2,2,2,2,109,102
01-01301,84,2,1,0,2,0,2,1,1,2731.2,N,N,9,40080,7,478,N,2,2,2,2,63,62
01-01301,12,1,N,0,2,0,3,1,2,2731.2,N,N,3,N,N,218,N,2,2,2,2,341,160
01-01301,24,1,2,0,2,0,3,1,2,2731.2,3570,4,5,0,0,0,N,2,2,2,2,169,193
01-01301,39,2,6,0,1,0,N,1,2,2731.2,7870,11,10,3000,1,12,N,2,2,2,2,142,141
01-01301,25,2,6,0,6,0,2,1,1,2731.2,8191,12,7,15700,4,182,N,2,2,2,2,251,156
01-01301,62,2,3,0,2,0,N,1,2,2731.2,5790,6,8,400,1,6,N,2,2,2,2,153,153
01-01301,52,2,3,0,2,0,N,1,1,2731.2,7870,11,9,30000,5,257,N,2,2,2,2,160,170
01-01301,50,2,4,0,1,2,3,1,2,2731.2,3980,4,5,18000,4,148,N,2,2,2,2,54,74
01-01301,46,1,3,0,2,0,N,1,1,2731.2,6690,8,5,38900,6,212,N,2,2,2,2,140,149
01-01301,14,1,N,0,2,1,3,1,2,2731.2,N,N,3,N,N,37,N,2,2,2,2,101,83
01-01301,84,2,3,0,2,0,3,1,1,2731.2,N,N,5,45700,7,501,N,2,1,1,2,62,76
01-01301,48,1,6,0,2,3,4,1,2,2731.2,6991,9,7,48000,6,126,N,2,2,2,2,196,177
01-01301,38,2,2,0,2,0,2,1,1,2731.2,4972,6,5,13900,3,128,N,2,2,2,2,135,135
01-01301,20,1,6,0,1,N,N,3,0,2731.2,N,N,7,0,0,N,N,2,2,2,2,75,0
01-01301,70,1,3,0,2,N,N,2,0,2731.2,N,N,4,8500,2,N,N,1,1,2,2,17,0
01-01301,75,2,3,0,2,0,N,1,2,2731.2,N,12,5,18900,4,145,N,2,2,2,2,290,230
01-01301,4,2,N,0,2,0,3,1,2,2731.2,N,N,1,N,N,108,N,N,N,2,2,243,257
01-01301,48,2,5,0,2,0,N,1,1,2731.2,8370,13,8,47000,7,344,N,2,2,2,2,101,70
01-01301,15,2,6,0,2,3,5,1,2,2731.2,N,N,4,0,0,154,N,2,2,2,2,365,214
