,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
137,51-01301,60,2,4,0,2,0,2,1,2,11230.974191188812,N,5,41000.0,6,204,N,2,2,2,2
138,38-00100,41,1,4,0,1,0,4,1,1,5440.312100410461,14,9,93500.0,5,29,N,2,2,2,2
139,17-03529,51,2,6,0,1,0,N,1,2,4542.478617191315,N,3,158900.0,5,231,N,2,2,2,1
140,24-01004,38,2,6,0,2,0,3,1,1,10447.915414333344,4,5,16000.0,2,19,N,2,2,2,2
141,38-00100,88,2,6,1,1,0,6,1,2,11306.21948814392,N,7,100000.0,3,343,N,2,2,2,2
142,51-01301,78,1,4,0,1,1,5,1,1,8533.365369796753,14,4,0.0,6,501,N,2,2,2,2
143,51-51255,8,2,3,4,1,3,3,1,1,3183.1328353881836,11,8,15100.0,1,255,N,2,2,2,2
144,30-00600,0,2,4,0,1,0,7,1,2,4914.27454328537,8,9,59130.0,8,161,N,2,2,2,2
145,30-00600,23,2,1,0,1,0,3,1,1,9306.381677150726,N,5,21600.0,4,269,N,2,2,2,2
146,36-03710,57,2,1,0,6,0,2,1,2,6073.386019229889,16,3,67600.0,9,501,N,2,2,2,2
147,06-07502,38,1,4,0,1,0,4,1,1,4329.610677719116,N,1,7000.0,3,12,N,2,2,2,2
148,06-08507,70,1,4,0,1,1,N,1,2,4237.631186008453,11,5,68000.0,5,144,N,1,2,2,2
149,38-00100,61,1,1,0,2,0,3,1,2,10573.63471364975,3,9,25000.0,1,19,N,2,2,2,2
150,17-03531,74,2,6,0,2,0,4,1,1,11415.052286148071,N,1,17500.0,5,325,N,2,2,2,2
151,17-03531,87,2,1,0,1,0,2,1,2,10763.514126300812,11,9,0.0,1,222,N,2,2,2,2
152,17-03529,55,2,1,0,1,0,4,1,1,5234.446357250214,7,5,45010.0,5,501,N,2,2,2,2
153,17-03531,58,1,3,0,1,1,2,1,1,2404.133614063263,4,6,0.0,3,426,N,2,2,2,2
154,08-00803,49,1,1,0,1,0,N,1,2,8991.351185798645,9,9,44400.0,1,324,N,2,2,2,2
155,01-01301,58,2,6,0,9,0,2,1,1,12862.157886981964,N,8,16000.0,4,214,N,2,2,2,2
156,24-01004,35,2,1,0,2,1,6,1,2,13115.545228481293,7,7,1400.0,6,372,N,2,2,2,2
157,30-00600,66,2,4,0,1,0,2,1,1,4275.803504943848,4,6,122200.0,3,43,N,2,2,2,2
158,13-04600,46,2,1,0,6,0,4,1,2,12192.206254959106,10,5,32080.0,7,149,N,2,2,2,2
159,40-00200,56,1,1,0,1,0,2,1,2,4901.5667090415955,12,5,15000.0,5,135,N,2,1,2,2
160,19-01700,48,1,1,0,1,0,5,1,1,1871.0704288482666,4,11,10800.0,2,307,N,2,2,2,2
161,24-01004,48,2,6,0,9,0,4,1,1,4966.956990718842,6,7,56000.0,6,174,N,2,2,2,2
162,29-01901,78,2,3,0,2,1,2,1,1,10853.355468273163,11,4,168000.0,8,102,N,2,2,2,2
163,17-03529,80,2,4,0,2,2,9,1,2,4306.0324511528015,N,5,165100.0,4,151,N,2,2,2,2
164,01-01301,69,1,6,0,2,0,N,1,2,19307.801632642746,6,8,153000.0,6,187,N,2,2,2,2
165,36-04010,24,1,1,0,2,0,2,1,1,3745.903609752655,5,8,9000.0,2,501,N,2,2,2,2
166,06-07502,70,2,1,0,1,0,3,1,1,7513.79794216156,10,7,95700.0,7,495,N,2,2,2,2
167,08-00803,38,1,1,0,1,0,N,1,1,8585.335100650787,3,6,2360.0,3,501,N,2,2,2,2
168,08-00803,80,2,6,0,1,0,2,1,1,13022.74171924591,6,10,5500.0,5,319,N,2,2,2,2
169,40-00200,55,2,6,0,2,0,3,1,1,6651.6198143959045,10,5,10000.0,9,208,N,2,2,2,2
170,17-03529,15,1,1,0,4,0,2,1,1,6939.297610282898,N,9,20000.0,5,142,N,2,2,2,2
171,17-03529,47,1,6,0,1,0,6,1,2,16303.325365543365,7,5,32500.0,3,256,N,2,2,2,1
172,36-04010,68,1,4,0,6,0,2,1,2,9918.999653816223,16,5,10700.0,7,417,N,2,2,2,2
173,36-04010,12,1,1,0,1,N,5,1,1,10209.45606803894,14,6,40130.0,5,328,N,2,2,2,2
174,17-03529,62,1,4,0,1,0,5,1,2,5274.442449569702,12,10,38900.0,8,501,N,2,N,2,2
175,08-00803,22,2,1,0,2,0,5,1,2,9136.292353630066,6,9,18000.0,1,295,N,2,2,2,2
176,40-00200,32,1,4,0,1,2,2,1,1,12358.702705860138,16,11,110000.0,3,264,N,2,2,2,2
177,24-01004,58,2,2,0,1,0,5,1,1,13532.697266101837,10,7,1000.0,2,349,N,2,2,2,2
178,08-00803,81,2,4,0,1,2,2,1,1,3533.1606397628784,3,7,0.0,2,338,N,2,2,2,2
179,36-04010,2,1,6,0,2,0,3,1,1,8274.905048370361,N,8,38000.0,5,193,N,2,2,2,2
180,32-00405,28,2,6,0,1,0,2,1,1,7250.731323719025,12,8,425000.0,2,231,N,2,2,2,2
181,13-04600,47,1,1,0,1,0,3,1,1,3704.5758113861084,N,7,59200.0,6,501,N,2,2,2,2
182,17-03529,58,2,1,0,1,0,4,1,1,9106.73511838913,15,3,21000.0,4,501,N,2,2,2,2
183,24-01004,37,1,4,0,2,0,N,1,1,4746.436623096466,6,5,1100.0,1,358,N,2,2,2,2
184,30-00600,26,2,6,0,2,0,2,1,2,2105.417498111725,11,6,19000.0,7,362,N,2,2,2,2
185,51-01301,24,1,4,0,2,0,3,1,1,18489.156819343567,14,9,214090.0,8,138,N,2,2,2,2
186,24-01004,28,1,6,0,1,0,3,1,2,16180.425690174103,13,3,45970.0,5,501,N,2,2,2,2
187,08-00803,36,2,1,0,2,0,2,1,2,18424.49389910698,13,3,77800.0,9,206,N,2,2,2,2
188,38-00100,67,2,6,4,1,3,3,1,2,12642.018285751343,13,9,28800.0,4,488,N,2,2,2,2
189,17-03531,43,2,6,0,2,3,N,1,2,2400.0564846992493,10,11,3000.0,1,501,N,2,2,2,2
190,06-08507,24,2,1,0,1,0,2,1,1,1183.7167963981628,16,5,91200.0,5,468,N,2,2,2,2
191,24-01004,61,1,4,0,6,1,2,1,1,4286.425910949707,12,9,98000.0,5,342,N,2,1,1,2
192,17-03531,44,1,6,0,1,0,2,1,1,12726.382449626923,10,1,41000.0,7,91,N,2,2,2,1
193,40-00200,47,2,1,0,2,0,3,1,2,4079.144497871399,N,5,51000.0,4,190,N,2,2,2,2
194,24-01004,40,1,6,0,6,0,N,1,1,5351.99577665329,11,11,17000.0,4,75,N,1,2,2,2
195,36-03710,48,2,3,0,2,1,2,1,1,6670.69132900238,8,1,83400.0,2,359,N,2,2,2,2
196,26-02702,1,2,5,0,1,0,N,1,2,8682.116154193878,12,10,105440.0,7,285,N,2,2,2,2
197,26-02702,11,2,1,1,1,0,2,1,1,13275.44953918457,9,3,5000.0,5,303,N,2,2,2,2
198,51-51255,62,1,6,0,1,1,2,1,1,6900.273936748505,15,5,16800.0,1,0,N,2,2,2,2
199,51-51255,6,2,4,0,2,1,N,1,2,4877.199612617493,3,9,50000.0,N,195,N,2,2,2,2
200,17-03529,73,2,6,0,2,0,2,1,1,4216.552349090576,4,12,35000.0,9,157,N,1,2,2,2
201,26-02702,33,2,4,0,1,0,N,1,1,5810.155378341675,4,4,78300.0,3,55,N,2,2,2,2
202,06-07502,45,2,6,0,1,2,2,1,1,5130.6709179878235,N,3,138000.0,8,106,N,2,2,2,2
203,30-00600,56,1,6,0,2,0,3,1,1,4367.187438964844,12,5,37800.0,8,346,N,2,2,2,2
204,17-03531,54,1,6,1,1,0,2,1,1,12498.030010223389,10,5,7000.0,3,289,N,2,1,2,2
205,36-04010,5,1,1,0,1,0,3,1,1,4163.692210674286,13,9,288800.0,8,203,N,2,2,2,2
206,36-04010,60,1,1,0,1,0,2,1,1,2903.9549169540405,N,7,20700.0,3,171,N,2,2,2,2
207,19-01700,34,1,1,1,2,0,N,1,1,3268.084746360779,10,4,61000.0,8,102,N,2,2,2,2
208,40-00200,55,1,6,0,2,1,4,1,2,7407.6929936409,14,8,37000.0,4,168,N,2,1,2,2
209,01-01301,30,1,4,0,5,0,4,1,1,12408.9736328125,3,9,260000.0,3,159,N,2,2,2,2
210,24-01004,39,2,1,0,2,0,2,1,1,3869.9807319641113,4,9,8000.0,1,6,N,N,2,2,2
211,17-03529,31,1,6,0,2,1,8,1,2,5545.542262554169,11,10,310000.0,6,17,N,2,2,2,2
212,06-08507,55,2,4,0,2,0,4,1,1,9842.840517520905,11,5,9300.0,4,471,N,2,2,2,2
213,32-00405,70,1,2,0,1,0,N,1,1,6868.918312549591,4,6,7000.0,4,270,N,2,2,2,2
214,29-01901,64,2,2,0,1,1,3,1,1,18401.583478212357,N,5,140000.0,5,25,N,2,2,1,2
215,17-03529,72,2,1,0,1,2,4,1,2,17703.071437835693,N,5,18000.0,3,327,N,2,2,2,2
216,38-00100,23,2,2,4,1,3,N,1,1,7807.2380027771,12,3,6900.0,3,501,N,2,2,2,2
217,30-00600,35,2,1,0,6,0,3,1,2,20104.18625688553,10,12,28110.0,1,357,N,2,2,2,2
218,38-00100,43,2,1,0,9,0,2,1,2,12447.522812843323,N,7,15200.0,5,97,N,2,2,2,2
219,51-51255,33,2,6,0,1,2,N,1,1,9201.905237197876,12,7,7700.0,5,162,N,2,2,2,2
220,17-03529,47,2,1,0,9,0,6,1,2,11838.56995677948,N,5,176000.0,2,501,N,2,2,2,2
221,24-01004,61,2,6,0,1,0,2,1,2,8308.82059431076,N,4,12500.0,2,166,N,2,2,2,2
222,24-01004,54,2,1,0,2,0,4,1,1,5805.54127073288,3,9,41000.0,3,463,N,2,2,2,2
223,24-01004,33,1,6,0,1,0,3,1,2,4902.0919713974,12,6,740.0,2,0,N,2,2,2,2
224,51-51255,55,1,6,0,1,3,3,1,1,12373.290940284729,15,7,67000.0,8,501,N,2,2,2,2
225,06-08507,26,2,6,0,1,0,3,1,1,1662.5451788902283,12,7,242000.0,4,421,N,2,2,2,2
226,17-03531,68,2,4,0,1,0,2,1,1,1440.900085926056,12,4,130700.0,3,7,N,2,2,2,2
227,36-03710,34,1,6,0,2,0,N,1,1,10702.560261249542,14,9,22000.0,3,501,N,2,2,2,2
228,06-08507,67,1,1,0,1,1,3,1,1,7901.7598423957825,15,7,38200.0,3,294,N,2,2,2,2
229,36-04010,41,1,1,0,2,0,2,1,2,4621.170338153839,N,4,34000.0,5,165,N,2,2,2,2
230,38-00100,29,2,N,0,2,0,4,1,2,6127.515378952026,10,3,52000.0,4,76,N,2,2,2,2
231,29-01901,74,2,1,0,1,2,N,1,1,6826.104548931122,N,7,27300.0,7,N,N,2,2,2,2
232,08-00803,37,1,6,0,1,0,5,1,1,10766.46067237854,15,9,24000.0,5,75,N,2,2,2,2
233,24-01004,39,1,3,0,1,0,2,1,1,5997.785340309143,13,7,78000.0,2,428,N,2,2,2,2
234,29-01901,45,1,N,0,1,0,3,1,2,10242.03209733963,10,5,66400.0,3,378,N,2,2,2,2
235,17-03531,27,1,3,0,1,0,N,1,1,4798.898421287537,9,9,37000.0,2,188,N,2,2,2,2
236,17-03531,60,1,3,0,1,0,N,1,1,10452.244435310364,N,9,71400.0,6,465,N,2,2,2,2
237,24-01004,66,1,6,4,2,0,3,1,1,9782.579842567444,11,7,4900.0,6,15,N,2,2,2,2
238,13-04600,64,1,1,0,9,0,4,1,1,2871.378887653351,6,4,15000.0,3,501,N,2,2,2,2
239,06-07502,61,2,1,0,2,2,3,1,1,14652.084067821503,N,5,23800.0,2,230,N,2,2,2,2
240,17-03531,52,2,6,0,1,2,5,1,2,7892.143050193787,12,8,13000.0,1,166,N,2,2,2,2
241,17-03529,68,1,2,0,1,0,3,1,1,7805.490382671356,N,10,24200.0,5,407,N,2,2,2,2
242,32-00405,25,2,6,0,9,0,3,1,2,13136.538148880005,9,5,1500.0,3,129,N,2,2,2,2
243,19-01700,54,2,6,0,2,0,5,1,1,4066.9814524650574,5,5,41000.0,3,501,N,2,2,2,2
244,06-08507,37,2,4,2,1,3,5,1,1,5738.65721321106,6,5,17000.0,4,228,N,2,2,2,2
