,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
85,1,6,1,1,7,0,26-02702,47,4,N,501
86,2,1,9,1,2,0,24-01004,6,0,2,501
87,2,6,2,2,4,0,38-00100,56,4,N,501
88,1,6,1,1,5,0,13-04600,39,0,N,501
89,1,1,1,1,6,0,51-01301,51,0,4,212
90,2,1,1,1,6,0,26-02702,30,4,9,45
91,2,4,1,1,5,0,30-00600,72,0,4,182
92,1,6,2,1,5,0,06-08507,52,2,4,16
93,1,1,2,1,9,1,13-04600,68,0,3,233
94,2,4,2,2,1,0,24-01004,28,0,5,190
95,1,2,1,1,5,0,13-04600,16,0,4,493
96,1,6,2,2,8,4,24-01004,56,0,N,179
97,1,1,2,2,9,0,06-07502,50,0,N,172
98,2,4,9,2,8,0,13-04600,67,2,5,0
99,1,6,1,1,N,0,36-03710,30,0,8,206
100,1,4,6,2,2,0,06-07502,37,0,3,501
101,1,1,1,1,2,0,29-01901,1,0,2,138
102,2,6,1,1,1,0,51-51255,36,0,2,501
103,2,N,1,1,0,0,51-01301,1,0,2,166
104,1,6,2,2,1,0,51-51255,60,3,4,144
105,2,1,2,1,9,4,19-01700,2,2,5,501
106,1,6,2,2,2,0,40-00200,41,0,4,501
107,2,6,2,2,N,0,38-00100,36,0,2,480
108,1,6,1,2,1,0,19-01700,61,0,2,6
109,1,6,2,2,5,0,19-01700,77,0,N,266
110,2,1,1,1,1,0,24-01004,27,0,7,302
111,2,3,1,1,7,0,38-00100,39,0,4,0
112,2,1,1,1,6,0,40-00200,35,3,3,196
113,1,4,1,2,0,0,19-01700,75,0,N,378
114,1,6,1,1,8,0,30-00600,50,0,3,384
115,1,6,1,2,7,2,24-01004,41,2,2,501
116,2,6,9,1,4,0,36-04010,23,0,5,53
117,1,6,2,2,2,0,38-00100,84,N,N,N
118,2,6,2,1,1,0,19-01700,35,0,4,291
119,2,1,1,2,6,0,06-07502,15,0,4,176
120,2,4,1,1,7,0,26-02702,40,0,4,76
121,2,1,5,1,7,0,26-02702,18,0,N,501
122,2,2,2,2,1,0,19-01700,38,0,3,146
123,2,1,1,1,8,0,51-51255,20,0,2,179
124,2,N,1,2,5,0,51-01301,66,0,5,501
125,1,1,1,1,8,0,06-07502,80,0,N,0
126,2,1,1,1,2,0,51-51255,36,1,3,6
127,2,6,6,2,0,0,51-01301,40,1,6,142
128,1,1,1,1,5,0,24-01004,24,1,2,144
129,1,4,1,2,8,0,51-01301,69,1,4,501
130,2,1,2,1,4,0,51-51255,17,1,4,501
131,2,1,1,1,8,0,06-08507,10,2,2,501
132,1,2,2,2,N,0,24-01004,17,0,N,46
133,1,6,2,1,0,0,36-03710,24,1,4,231
134,2,6,1,1,0,0,06-07502,36,1,6,454
135,2,2,1,1,4,0,40-00200,32,0,N,246
136,2,6,1,1,5,0,26-02702,36,0,4,316
137,1,4,2,1,4,0,06-07502,24,0,N,75
138,1,1,1,1,0,4,24-01004,35,0,N,450
139,2,6,1,2,7,0,51-51255,59,0,N,485
140,1,6,1,2,6,0,26-02702,17,0,2,501
141,1,2,6,1,7,0,01-01301,28,2,4,160
142,1,4,2,1,1,4,51-51255,23,2,N,0
143,2,6,6,2,1,0,51-01301,86,1,2,120
144,1,6,2,2,0,0,51-01301,21,0,N,321
145,2,4,2,1,1,0,36-04010,56,4,4,234
146,2,5,2,2,3,0,06-07502,67,0,4,98
147,1,5,1,1,5,0,51-51255,68,0,4,193
148,2,1,1,1,4,0,08-00803,42,1,2,98
149,2,6,2,2,8,0,17-03529,31,1,2,38
150,1,6,1,2,6,0,06-08507,56,1,2,45
151,2,6,1,1,8,0,40-00200,71,0,2,362
152,1,1,1,1,3,0,36-04010,32,0,4,188
153,1,3,2,1,3,0,13-04600,30,0,N,0
154,2,6,8,1,5,0,24-01004,23,0,N,501
155,2,1,1,2,3,1,24-01004,37,0,3,438
156,2,1,2,2,4,4,26-02702,52,1,4,227
157,1,5,2,1,6,0,30-00600,3,3,N,398
158,2,3,2,2,7,0,40-00200,23,1,N,474
159,2,6,6,1,7,0,17-03529,56,0,2,232
160,1,3,2,1,2,0,08-00803,46,1,5,211
161,2,6,1,2,8,0,40-00200,4,0,2,105
162,1,6,1,2,1,0,24-01004,6,0,4,86
163,2,1,9,1,3,0,38-00100,29,3,N,N
164,2,6,1,2,6,0,24-01004,54,1,N,419
165,2,1,9,1,5,0,13-04600,16,0,4,306
166,1,6,3,1,4,0,08-00803,34,1,6,17
167,2,1,3,1,3,0,38-00100,65,0,7,144
168,2,N,2,2,5,0,06-07502,63,0,2,437
169,1,6,2,1,1,0,30-00600,50,0,3,115
170,2,1,1,1,0,4,38-00100,17,0,5,424
171,2,6,2,2,0,0,51-01301,31,1,2,241
172,2,6,1,1,6,0,26-02702,68,0,6,60
173,1,6,2,1,7,0,36-03710,72,6,2,324
174,2,1,1,1,7,0,40-00200,82,0,2,23
175,1,5,1,1,5,0,13-04600,66,1,4,0
176,2,6,2,2,1,0,01-01301,41,2,4,85
177,2,6,1,1,0,0,13-04600,31,1,4,501
178,1,6,1,2,8,0,40-00200,48,0,4,241
179,1,6,2,1,0,0,06-08507,34,3,3,372
180,1,1,1,2,1,0,06-07502,35,0,N,501
181,2,1,1,1,5,0,24-01004,28,1,4,501
182,2,1,2,2,1,0,06-07502,62,0,2,321
183,1,3,1,2,3,0,32-00405,55,0,2,343
184,1,6,1,2,7,0,30-00600,4,1,2,101
185,2,1,1,1,7,0,19-01700,4,N,4,501
186,2,6,1,1,3,0,38-00100,36,0,5,501
187,2,6,2,1,0,0,38-00100,12,0,7,120
188,2,1,1,2,5,0,30-00600,57,0,2,139
189,1,3,2,2,8,0,13-04600,63,0,7,45
190,1,1,2,2,4,0,30-00600,44,0,5,0
191,1,6,8,1,4,1,38-00100,29,0,3,48
192,1,6,2,1,7,0,17-03531,25,0,N,130
193,2,6,2,2,4,0,28-01100,29,1,2,233
194,1,3,1,1,6,0,51-01301,7,1,3,123
195,1,3,2,1,0,0,38-00100,32,0,4,105
196,2,1,8,1,1,0,40-00200,36,0,6,324
197,2,1,6,2,5,4,26-02702,74,1,5,231
198,2,6,1,1,3,0,51-51255,53,0,2,0
199,1,6,8,1,6,0,51-51255,35,0,2,206
200,1,4,6,1,1,0,06-07502,12,0,2,161
201,2,4,1,1,8,0,40-00200,32,1,4,501
202,1,1,1,1,0,0,36-04010,24,0,8,65
203,1,1,2,1,9,0,06-07502,18,0,3,105
204,1,1,2,2,6,0,29-01901,17,3,3,54
205,2,6,9,2,2,1,51-01301,21,0,2,437
206,2,6,1,2,0,1,24-01004,71,0,N,348
207,1,6,1,1,4,0,06-08507,70,0,4,124
208,1,1,1,2,5,4,06-08507,27,0,N,153
209,2,1,1,1,7,0,36-04010,27,0,3,61
210,1,6,1,1,7,0,06-08507,41,0,2,64
211,2,6,2,2,8,0,26-02702,30,0,N,501
212,2,4,2,1,8,0,26-02702,20,0,N,489
213,1,6,2,1,7,0,51-01301,61,0,3,37
214,2,6,1,1,3,0,51-51255,57,0,3,157
215,2,6,2,2,2,4,51-51255,22,2,N,121
216,1,6,8,2,1,0,19-01700,10,2,4,150
217,2,6,2,1,6,0,13-04600,57,0,4,7
218,2,6,1,1,3,0,13-04600,65,0,N,341
219,1,6,1,2,6,0,08-00803,54,0,3,501
220,2,6,6,2,3,0,51-01301,15,2,4,440
221,2,3,8,1,3,0,51-51255,31,2,2,501
222,2,1,9,1,2,0,17-03529,24,2,4,501
223,2,4,2,1,5,4,51-51255,64,0,3,501
224,1,1,1,1,6,0,06-07502,36,0,2,501
225,1,6,2,1,0,0,51-51255,33,0,N,136
226,1,2,1,1,3,0,38-00100,52,0,N,157
227,1,1,1,2,4,0,51-51255,38,1,2,281
228,2,6,1,1,1,0,40-00200,28,0,2,501
229,2,6,2,2,3,0,24-01004,18,0,2,175
230,1,6,9,1,7,0,13-04600,33,0,2,10
231,2,3,1,2,4,0,32-00405,69,0,3,297
232,2,6,1,2,3,0,13-04600,66,0,7,N
233,2,6,1,1,2,0,24-01004,8,1,5,121
234,2,5,2,2,1,0,51-01301,46,0,N,501
235,1,6,6,1,N,0,24-01004,8,0,6,153
236,2,6,2,1,3,0,08-00803,36,0,3,492
237,2,4,2,1,3,0,38-00100,70,0,3,501
238,1,6,2,1,2,0,24-01004,43,0,3,76
239,2,4,1,2,0,0,51-51255,19,1,N,51
240,1,3,1,2,3,0,13-04600,29,1,4,123
241,1,1,1,1,9,0,51-51255,15,0,3,501
242,1,1,2,1,3,0,13-04600,26,3,6,501
243,1,6,9,2,4,0,06-07502,36,1,4,305
244,2,6,9,2,0,0,17-03529,53,0,2,0
245,1,6,6,1,5,0,36-03710,38,3,2,188
246,1,6,1,2,5,0,38-00100,31,N,2,484
247,1,1,1,2,3,0,24-01004,66,0,N,501
248,1,4,1,2,3,0,13-04600,0,0,3,227
249,2,1,2,1,7,0,24-01004,30,0,4,20
250,2,1,2,2,6,0,51-01301,35,0,6,407
251,1,4,1,1,N,0,24-01004,63,1,4,44
252,2,6,1,2,6,0,51-51255,61,1,N,76
253,2,1,2,2,6,0,19-01700,75,0,N,501
254,2,2,1,1,6,1,19-01700,32,6,5,250
255,2,1,2,2,6,0,24-01004,58,0,4,389
256,2,3,1,2,6,4,26-02702,28,4,2,296
257,2,6,1,2,5,0,06-07502,85,0,N,0
258,2,6,2,1,0,0,01-01301,23,0,4,121
259,1,6,1,1,N,0,28-01100,82,0,4,N
260,1,3,8,2,6,0,08-00803,47,4,8,221
261,2,4,2,1,8,0,36-03710,74,1,2,205
262,2,6,2,2,4,0,06-07502,47,0,2,321
263,2,4,1,1,6,0,08-00803,74,2,4,501
264,2,6,1,2,4,0,13-04600,34,0,2,501
265,1,6,2,2,2,0,13-04600,49,0,7,103
266,2,2,1,2,7,4,36-03710,17,0,2,501
267,1,1,2,1,7,0,51-51255,23,0,2,109
268,1,6,1,1,3,0,08-00803,64,0,3,0
269,2,1,1,2,2,0,30-00600,59,3,4,92
270,2,6,1,0,2,0,24-01004,58,1,N,N
271,2,1,1,1,9,1,08-00803,53,0,2,501
272,2,6,2,2,8,0,13-04600,34,4,2,471
273,1,1,2,1,2,0,51-01301,50,0,3,N
274,1,2,1,2,0,0,06-07502,30,0,4,501
275,1,6,2,2,0,0,32-00405,59,0,3,324
276,2,6,2,1,7,0,30-00600,22,0,4,501
277,1,6,1,2,4,0,06-08507,20,2,4,182
278,2,6,9,2,6,0,32-00405,36,0,3,383
279,2,1,1,1,5,0,06-08507,49,0,2,501
280,2,6,1,1,6,0,51-51255,63,0,4,501
281,2,6,2,0,2,0,06-07502,76,0,4,501
282,2,6,1,2,4,0,06-08507,47,1,N,343
283,1,1,2,1,2,0,06-07502,72,3,6,469
284,2,N,1,2,2,1,40-00200,43,1,4,470
285,1,5,2,1,4,0,51-01301,44,2,6,59
286,2,6,2,1,5,4,36-04010,34,1,N,114
287,1,1,5,1,5,0,08-00803,55,2,5,151
288,2,6,1,2,9,0,51-01301,38,0,N,86
289,2,3,1,2,0,1,08-00803,21,1,N,74
290,1,6,1,2,6,0,08-00803,18,0,2,474
291,2,1,1,1,4,0,17-03529,78,0,6,501
292,1,3,1,1,8,0,19-01700,42,1,4,354
293,1,5,1,2,5,0,51-51255,12,0,2,219
294,1,6,2,1,6,0,01-01301,34,0,N,437
295,1,4,1,2,4,0,24-01004,28,3,3,501
296,1,6,9,1,4,0,13-04600,24,0,N,365
297,2,1,1,2,2,0,24-01004,45,0,2,0
298,2,4,1,1,7,0,26-02702,31,0,5,46
299,2,4,6,2,4,0,51-51255,67,0,4,212
300,1,4,2,1,8,1,51-01301,72,0,6,105
301,2,4,1,1,4,1,17-03529,30,4,5,383
302,2,6,1,1,3,0,51-51255,56,0,N,296
303,1,1,3,2,0,0,28-01100,34,2,3,331
304,1,6,1,2,0,0,28-01100,24,3,5,413
305,2,1,1,1,5,0,19-01700,49,1,N,297
306,1,6,2,2,1,0,17-03529,50,2,4,103
307,2,6,2,1,1,0,13-04600,54,0,2,0
308,2,2,6,2,4,0,51-01301,38,0,N,176
309,2,6,1,2,8,1,28-01100,22,1,2,0
310,2,6,1,2,6,0,19-01700,60,3,9,468
311,2,6,3,1,9,0,24-01004,71,0,4,46
312,2,1,1,2,9,0,06-08507,57,3,3,362
313,2,6,1,1,4,0,17-03529,66,0,2,212
314,1,6,2,1,6,1,08-00803,34,3,2,352
315,1,6,1,1,0,0,51-01301,44,1,4,501
316,2,6,2,2,4,0,36-04010,16,0,5,378
317,2,6,1,2,3,4,24-01004,32,0,3,175
318,2,4,1,1,2,0,06-08507,58,0,N,42
319,2,6,1,1,6,0,30-00600,69,0,N,227
320,2,6,1,1,1,0,38-00100,62,0,2,400
321,1,6,1,2,1,0,06-07502,23,1,2,501
322,2,6,2,2,2,0,51-01301,41,1,N,223
323,2,4,1,1,3,0,51-01301,35,0,3,176
324,2,4,2,2,4,0,36-04010,32,0,3,182
325,1,6,2,0,3,0,08-00803,48,0,2,255
326,1,5,1,1,2,0,08-00803,16,0,N,50
327,1,6,2,1,0,0,08-00803,43,0,N,427
328,1,1,2,1,5,0,19-01700,40,0,3,501
329,1,6,1,1,4,0,51-01301,54,0,N,0
330,2,6,2,2,2,0,38-00100,52,0,6,76
331,2,6,6,1,3,0,30-00600,34,1,N,10
332,2,6,2,2,8,0,17-03531,24,0,N,148
333,2,3,2,1,5,0,13-04600,14,N,6,151
334,2,1,2,1,4,0,26-02702,62,2,3,0
335,1,3,1,2,4,0,19-01700,54,0,2,51
336,2,6,1,1,8,0,38-00100,24,1,3,106
337,2,4,2,2,3,0,38-00100,59,0,N,490
338,2,6,1,2,4,0,26-02702,55,0,N,254
339,2,1,2,2,7,0,36-03710,83,1,N,261
340,1,6,2,1,0,0,06-07502,2,0,N,121
341,1,1,3,1,9,0,38-00100,34,0,2,97
342,2,6,8,2,8,0,26-02702,33,0,N,501
343,2,1,1,1,9,0,30-00600,17,0,3,109
344,2,6,2,0,3,0,38-00100,94,1,3,463
345,2,6,1,1,2,0,51-01301,58,N,3,45
346,2,6,1,1,6,0,38-00100,52,0,2,192
347,1,4,6,1,6,0,26-02702,58,2,N,218
348,2,2,1,2,0,0,06-08507,54,0,3,46
349,1,6,3,1,2,0,24-01004,67,0,4,501
350,2,6,2,1,4,0,06-08507,26,0,5,289
351,1,5,2,1,1,1,38-00100,68,0,N,190
352,2,1,1,1,9,4,06-08507,47,0,N,67
353,1,6,2,2,0,0,17-03529,69,1,4,425
354,2,1,2,1,8,4,38-00100,57,1,5,22
355,2,6,6,1,8,0,51-01301,19,0,2,151
356,1,1,1,1,4,0,24-01004,66,0,2,0
357,1,2,2,2,8,0,06-08507,5,0,4,266
358,1,3,2,2,9,0,06-07502,8,0,2,188
359,1,6,1,2,5,1,13-04600,34,0,3,5
360,1,6,1,2,0,4,06-08507,30,0,4,351
361,2,1,1,2,4,0,13-04600,53,0,3,86
362,2,6,2,2,3,0,13-04600,71,0,3,127
363,2,3,1,2,6,0,40-00200,48,5,N,433
364,2,6,2,2,4,1,40-00200,61,0,3,N
365,2,1,2,1,3,0,38-00100,70,0,4,501
366,1,1,1,2,3,0,51-51255,52,0,5,501
367,2,1,1,1,6,0,19-01700,32,0,4,98
368,1,1,1,1,5,0,06-08507,53,0,4,285
369,2,3,1,0,4,1,06-08507,18,0,5,222
370,2,1,1,1,4,0,40-00200,45,0,2,111
371,1,6,1,1,6,0,24-01004,79,0,4,144
372,1,6,2,2,1,0,51-51255,48,4,3,378
373,2,4,1,1,6,0,51-01301,29,0,3,501
374,2,6,1,2,4,0,19-01700,43,3,2,101
375,2,2,2,1,9,0,19-01700,52,0,N,83
376,2,6,1,2,8,0,24-01004,3,1,4,69
377,2,1,1,1,6,0,13-04600,35,1,N,501
378,1,6,2,2,3,0,19-01700,33,1,N,211
379,1,3,2,2,6,0,24-01004,27,0,2,284
380,2,1,1,2,8,0,06-07502,22,4,5,501
381,1,1,1,1,4,0,32-00405,58,1,3,124
382,2,1,1,2,9,0,51-01301,72,2,4,501
383,2,4,1,1,3,0,51-01301,77,0,4,501
384,1,6,1,0,2,0,17-03529,65,0,4,501
385,1,1,2,1,3,0,38-00100,37,0,2,N
386,2,6,2,2,9,0,17-03529,50,2,5,108
387,2,6,3,1,N,0,38-00100,44,2,N,74
388,2,1,1,2,4,0,17-03529,2,0,3,169
389,1,6,1,2,6,0,06-08507,10,0,N,191
390,2,6,2,1,0,0,30-00600,21,0,2,501
391,2,2,1,1,9,0,24-01004,3,0,3,254
392,1,6,1,2,4,0,38-00100,48,0,N,25
393,1,6,1,1,6,0,06-08507,53,5,4,N
394,2,1,1,2,0,0,40-00200,22,2,3,316
395,2,3,6,2,3,0,13-04600,60,0,2,274
396,1,6,2,2,5,0,06-07502,65,0,3,501
397,1,6,2,1,9,0,06-08507,45,0,N,68
398,1,4,2,1,1,0,32-00405,33,0,6,136
399,1,6,2,1,0,0,06-08507,48,0,N,232
400,1,5,1,1,4,0,06-08507,48,0,2,68
401,1,6,5,1,6,0,24-01004,6,1,3,112
402,2,6,2,2,3,0,19-01700,53,2,4,75
403,2,2,2,1,6,0,26-02702,79,0,5,228
404,1,6,1,2,3,0,08-00803,27,0,N,501
405,1,6,1,2,6,0,51-51255,49,0,N,150
406,2,1,1,1,3,0,06-07502,57,0,2,384
407,2,6,1,1,7,0,38-00100,20,4,4,113
408,1,1,1,2,6,0,38-00100,71,3,5,112
409,1,6,1,2,3,0,36-04010,0,0,3,501
410,1,1,1,1,3,0,51-51255,58,0,2,227
411,1,1,6,1,2,0,17-03529,62,1,7,501
412,2,1,1,2,2,0,51-51255,58,3,N,226
413,1,4,2,1,0,0,40-00200,17,0,4,314
414,2,6,8,1,3,0,19-01700,8,0,6,149
415,1,1,1,1,6,1,38-00100,19,0,6,153
416,1,6,1,1,0,1,19-01700,88,0,5,236
417,2,2,1,2,5,0,19-01700,63,0,3,168
418,1,5,1,1,4,0,06-07502,54,1,N,134
419,2,1,1,2,5,0,26-02702,27,1,4,58
420,2,1,8,1,7,0,24-01004,65,1,3,501
421,1,6,1,2,7,0,19-01700,61,1,2,305
422,1,4,5,2,0,0,17-03529,26,0,N,83
423,1,1,8,1,5,0,28-01100,26,0,4,149
424,2,3,1,2,5,0,06-07502,26,1,2,256
425,2,N,1,1,4,0,06-08507,47,1,2,219
426,2,6,1,1,2,0,24-01004,55,0,3,501
427,1,4,2,0,2,4,51-01301,46,0,2,455
428,1,2,2,2,0,0,24-01004,67,N,2,297
429,1,6,3,2,4,0,26-02702,37,0,4,36
430,1,5,1,2,8,0,51-01301,1,0,2,293
431,1,1,1,1,3,0,32-00405,38,9,5,39
432,2,1,9,2,5,4,01-01301,40,0,4,217
433,2,2,1,1,6,0,17-03529,76,1,3,172
434,2,4,1,1,4,0,51-01301,94,N,3,216
435,1,1,9,1,1,0,36-04010,69,N,3,435
436,2,6,1,1,5,0,51-51255,65,1,4,501
437,2,4,9,1,2,0,06-08507,16,0,2,90
438,1,1,1,1,8,0,19-01700,48,1,2,501
439,2,6,2,2,6,4,38-00100,60,0,2,91
440,2,1,1,2,4,0,30-00600,52,1,2,501
441,2,6,1,1,7,0,38-00100,82,1,4,116
442,1,6,1,1,5,0,38-00100,26,0,3,501
443,2,6,1,2,4,0,38-00100,61,0,N,222
444,2,6,2,1,1,1,32-00405,32,2,N,344
445,1,6,1,2,7,0,17-03531,30,0,N,76
446,1,1,1,2,1,0,17-03529,1,0,4,117
447,2,3,2,1,2,0,51-51255,30,0,3,501
448,2,1,2,1,9,0,19-01700,47,1,4,454
449,2,3,6,1,0,0,51-01301,17,0,3,222
450,2,3,3,1,3,0,06-07502,29,0,3,501
451,2,4,2,2,0,0,13-04600,42,1,N,208
452,1,3,1,1,3,0,24-01004,68,0,N,412
453,2,6,1,1,9,0,51-51255,15,0,4,136
454,2,5,1,2,9,0,40-00200,29,1,3,174
455,1,6,1,1,2,4,17-03531,66,0,6,218
456,1,6,2,1,6,0,51-01301,29,0,2,501
457,1,1,1,1,1,0,24-01004,61,2,4,501
458,1,4,9,1,7,0,51-01301,28,3,5,341
459,1,6,1,1,4,0,36-04010,13,1,4,228
460,1,4,2,1,N,0,19-01700,31,0,N,300
461,1,5,1,1,9,0,06-07502,44,0,6,148
462,2,1,1,2,7,0,51-51255,24,4,3,482
463,1,4,2,2,1,0,40-00200,80,3,2,252
464,1,6,1,1,1,0,08-00803,2,0,2,75
465,1,1,2,1,2,0,30-00600,38,0,N,209
466,1,2,1,1,3,0,30-00600,30,0,N,137
467,2,6,9,1,2,0,17-03529,27,0,2,256
468,1,1,1,1,2,0,06-08507,29,0,2,186
469,2,6,2,2,1,0,24-01004,21,0,5,501
470,1,6,3,1,3,0,51-51255,65,0,3,0
471,1,6,9,2,3,0,06-08507,29,0,N,501
472,1,2,2,1,4,0,40-00200,51,0,2,258
473,1,6,1,2,6,0,40-00200,58,0,2,407
474,2,4,6,1,4,0,17-03529,26,0,7,380
475,2,1,9,1,2,0,51-01301,40,0,4,305
476,1,6,1,1,3,0,38-00100,24,0,3,0
477,2,1,1,1,4,0,38-00100,55,0,2,490
478,2,6,1,2,8,4,28-01100,22,0,3,37
479,2,6,2,1,4,0,06-08507,30,0,N,188
480,2,3,1,1,2,0,36-04010,41,1,3,340
481,1,6,1,2,7,0,38-00100,61,2,N,188
482,2,6,1,1,9,0,38-00100,40,0,4,399
483,2,1,2,1,1,0,06-08507,45,0,2,123
484,2,5,9,2,3,0,36-04010,21,2,2,45
485,1,1,1,1,0,0,24-01004,70,0,4,0
486,1,1,2,1,4,0,24-01004,27,0,4,501
487,2,1,2,2,6,0,24-01004,76,0,5,339
488,1,1,2,1,5,0,51-51255,89,0,4,320
489,1,2,6,2,4,0,30-00600,50,3,5,214
490,1,5,1,2,0,0,29-01901,52,2,3,375
491,2,1,6,1,7,0,08-00803,86,1,4,501
492,2,4,2,2,1,0,38-00100,37,2,4,75
493,1,4,1,1,9,0,06-08507,48,0,2,N
494,1,1,2,1,0,0,08-00803,53,0,N,448
495,1,1,8,1,6,4,30-00600,45,0,4,252
496,2,1,1,1,7,0,17-03529,1,0,4,501
497,1,1,1,1,8,0,06-07502,41,0,2,501
498,2,6,1,1,7,0,51-51255,24,0,4,448
499,2,1,1,1,4,1,51-01301,25,1,5,415
500,1,4,2,1,3,0,29-01901,21,0,4,321
501,2,4,1,2,2,4,40-00200,34,0,4,172
502,2,6,1,1,8,0,38-00100,26,0,2,286
503,1,6,9,1,7,0,30-00600,20,0,8,5
504,1,1,2,1,8,0,28-01100,55,2,3,125
505,2,1,1,1,0,0,36-03710,80,3,3,501
506,2,3,1,1,4,0,51-51255,54,0,2,45
507,2,6,2,2,8,0,26-02702,68,2,N,43
508,1,4,1,1,8,0,13-04600,49,0,N,501
509,2,2,6,2,1,0,51-51255,39,2,N,136
510,2,6,2,1,9,0,29-01901,49,0,5,181
511,2,6,2,1,7,0,13-04600,24,0,3,63
512,1,6,2,1,0,0,51-01301,2,0,5,73
513,2,1,2,1,3,0,06-08507,56,3,2,38
