AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
57,1,6,1,1,2,N,3,1
23,2,4,1,1,2,N,3,9
44,2,1,2,1,1,4,1,7
82,1,2,1,1,2,N,6,7
89,1,5,1,1,1,N,4,11
28,2,6,2,1,1,N,7,5
71,2,1,2,1,1,N,8,10
35,2,1,2,1,1,N,6,12
73,1,6,2,1,2,N,N,10
5,1,1,2,1,1,N,4,4
50,1,6,1,1,1,N,6,3
19,1,1,2,1,1,N,5,8
65,1,6,2,1,1,N,4,7
58,8,1,1,1,1,N,1,5
71,2,1,1,1,1,N,7,7
47,1,1,1,2,1,N,1,9
48,2,1,1,1,1,N,1,8
85,3,1,1,1,1,3,3,7
67,1,6,2,1,1,N,9,5
10,1,4,2,1,1,N,8,8
51,2,1,1,1,2,N,0,9
56,1,6,2,1,1,N,1,10
42,2,1,2,1,1,4,1,7
63,1,4,1,1,2,N,7,8
75,2,3,1,1,1,N,3,3
15,1,6,1,1,1,N,4,1
30,2,6,1,3,1,N,7,4
1,2,1,2,1,1,N,0,7
34,1,1,1,1,1,N,6,4
47,1,1,2,1,2,N,8,3
56,2,1,2,1,2,N,7,7
53,1,2,2,1,2,N,8,5
84,1,2,1,1,2,N,4,4
60,1,4,2,1,2,4,3,5
20,2,N,2,1,2,N,5,9
21,2,6,1,1,1,N,3,9
43,2,1,2,1,2,N,4,5
67,1,1,1,1,1,N,5,7
27,1,1,1,1,2,N,0,2
62,2,1,1,1,2,N,8,7
68,2,1,1,1,2,N,5,9
80,2,1,2,3,1,N,0,7
77,6,6,2,1,1,N,8,4
27,6,4,1,1,2,N,1,4
26,1,4,1,1,1,N,4,8
9,1,6,1,1,1,N,8,4
55,2,1,1,1,2,N,2,10
62,1,6,1,1,1,N,9,10
42,2,6,2,1,1,N,2,5
52,1,1,2,1,1,N,5,10
4,1,4,1,1,1,N,5,9
49,1,4,1,1,1,4,7,7
38,2,4,2,1,2,5,7,7
61,1,6,2,1,2,N,7,6
71,2,6,1,1,1,N,1,5
23,7,6,2,2,1,1,2,4
27,6,1,2,1,2,N,9,10
33,2,1,2,1,2,N,4,7
62,2,1,1,1,1,N,3,7
60,1,2,2,1,2,N,3,7
46,2,4,1,1,1,N,8,5
51,2,1,1,1,1,4,5,7
71,1,1,1,1,2,N,3,7
62,1,6,1,1,2,N,3,9
33,1,4,1,1,2,N,1,7
72,1,1,1,1,1,1,8,5
63,8,6,1,1,1,N,9,9
45,1,4,1,1,1,N,3,9
53,1,1,1,1,2,N,2,12
36,2,6,1,1,1,N,5,9
62,2,1,1,1,1,N,3,9
33,1,1,1,1,1,N,7,4
61,8,3,1,1,2,4,2,5
63,1,1,2,1,1,N,2,9
48,2,1,2,1,2,N,8,7
27,1,1,1,1,2,1,1,10
25,1,6,1,1,2,N,5,8
20,1,6,2,1,2,N,6,9
24,6,1,1,1,1,N,2,3
38,2,5,2,1,1,N,5,5
43,1,1,1,1,1,N,9,5
46,1,5,1,1,1,N,6,3
49,1,1,2,1,1,1,6,9
19,1,4,1,1,1,N,1,5
34,6,2,2,1,1,N,2,1
24,1,2,2,1,1,6,4,5
32,6,1,2,1,2,N,6,10
22,2,6,2,1,2,N,4,9
57,6,1,2,1,1,N,7,11
34,1,4,2,1,1,N,2,7
33,1,2,1,1,2,N,7,5
10,1,1,2,1,1,N,1,7
47,1,1,2,1,1,N,9,8
76,2,6,1,1,1,N,5,7
62,1,3,1,1,1,N,3,4
25,6,1,1,1,1,N,2,8
69,1,1,1,1,2,N,5,3
33,6,6,2,1,2,N,4,6
57,8,6,1,1,1,N,7,1
39,1,4,2,1,1,2,6,7
41,6,1,2,1,2,N,6,10
53,1,1,2,1,2,N,0,5
68,2,2,2,1,2,N,9,3
29,2,1,1,1,1,N,0,8
36,1,4,1,1,2,N,1,8
45,6,4,1,1,1,N,4,9
43,2,4,1,1,1,N,0,10
65,2,6,1,1,2,N,1,5
30,2,6,2,1,2,1,5,1
66,1,4,1,1,1,N,4,4
66,1,1,2,1,2,N,9,8
66,2,6,2,1,0,N,1,7
81,2,1,1,1,1,N,4,5
67,1,3,2,1,1,N,5,9
39,1,1,2,1,1,N,4,1
69,8,4,2,1,2,N,6,6
51,2,6,2,1,1,N,8,3
3,2,6,2,1,1,N,4,8
40,1,5,1,1,2,3,0,5
21,2,1,1,1,2,N,1,4
24,1,6,1,1,1,N,5,3
19,2,1,2,1,1,N,4,9
47,2,6,2,1,2,N,0,7
64,1,1,1,1,1,N,4,N
54,1,1,1,1,2,N,7,7
26,6,6,2,1,1,N,N,9
45,1,1,1,1,2,N,0,5
72,2,1,2,1,1,N,9,9
27,1,1,2,1,0,N,9,10
62,2,1,2,1,1,5,2,4
87,1,1,2,1,1,N,3,4
35,1,1,1,1,2,N,5,5
35,6,6,2,1,1,N,8,9
37,1,4,2,1,2,N,1,9
71,3,1,1,1,1,N,3,10
53,1,6,1,1,2,N,3,9
40,1,1,2,1,2,N,2,7
49,1,6,2,1,2,N,5,8
46,6,4,2,1,1,N,5,1
76,1,4,1,2,1,N,9,5
34,6,4,1,1,1,N,5,10
49,1,1,1,1,2,N,8,2
54,1,1,1,1,1,N,6,7
63,1,6,1,1,2,N,2,3
27,1,1,2,1,1,N,2,5
68,1,1,1,1,1,N,2,9
47,1,4,1,1,1,N,2,7
29,8,6,1,1,1,N,6,7
23,1,1,2,1,1,N,1,9
30,1,1,2,1,1,N,3,2
38,2,5,1,1,1,N,3,7
64,6,1,2,1,1,N,4,4
18,1,4,1,1,1,N,1,12
19,2,1,1,1,2,N,4,5
52,9,6,1,1,2,N,5,7
49,2,1,1,1,1,N,0,10
70,1,3,2,1,1,N,6,5
83,1,1,1,1,2,N,3,9
77,1,6,1,1,2,N,5,6
39,2,6,1,1,2,N,5,5
48,3,6,2,1,1,N,9,9
62,6,3,1,1,1,N,1,6
69,2,2,1,1,2,N,9,7
50,8,4,1,1,2,N,6,7
26,1,1,2,1,2,N,6,9
31,5,6,2,1,1,N,4,7
57,1,1,1,1,2,N,5,9
48,2,2,1,1,2,N,7,7
53,2,3,2,1,2,N,7,9
31,1,1,1,1,1,N,0,9
39,2,2,1,1,1,N,N,8
33,2,1,1,1,1,5,8,5
41,1,4,2,1,1,N,7,4
55,1,6,2,1,1,N,7,4
46,2,2,2,1,2,N,1,10
61,2,5,2,1,1,N,5,5
86,2,6,2,1,2,N,6,12
24,2,4,1,1,2,N,0,7
78,2,6,1,1,1,N,2,4
44,8,1,1,1,1,N,4,8
64,2,2,1,1,2,N,9,9
52,1,1,1,1,1,N,2,5
28,2,6,2,1,2,N,3,5
52,2,1,1,1,1,N,5,1
49,6,1,2,1,2,N,8,10
58,2,6,2,1,1,N,3,7
38,2,1,1,1,2,2,3,4
48,2,6,2,3,1,N,7,10
65,6,N,1,1,2,N,7,9
59,1,1,2,1,2,N,8,7
55,1,1,2,1,1,N,1,7
61,2,1,1,1,1,N,7,8
63,1,1,1,1,2,N,3,10
95,1,6,2,1,1,N,5,9
40,1,1,1,1,1,N,4,9
56,1,6,2,1,1,N,7,5
69,2,2,1,1,2,N,1,9
14,2,1,1,1,1,N,2,5
61,1,6,2,2,1,4,9,9
49,2,1,1,1,2,N,9,10
24,2,6,1,1,1,N,0,4
39,1,1,2,1,2,N,8,7
69,1,1,1,1,1,N,6,9
50,2,3,1,1,0,N,6,11
52,2,1,1,1,1,4,6,5
26,1,3,2,1,0,N,3,7
51,2,6,2,1,1,N,8,5
59,2,2,1,1,1,N,8,4
56,1,6,1,1,2,N,2,N
40,1,1,1,2,2,N,7,N
36,1,6,1,1,1,N,8,9
87,1,3,1,1,2,N,7,5
52,1,1,1,1,2,N,6,4
56,2,6,1,1,1,N,8,7
52,1,6,2,1,1,N,8,7
68,1,1,2,1,2,N,0,8
83,6,2,2,1,2,N,9,6
62,1,1,2,1,2,N,9,9
24,1,6,2,1,1,N,4,9
50,2,4,1,1,1,N,9,9
59,1,1,2,1,1,6,6,2
41,2,1,2,1,1,N,4,10
83,1,4,1,1,1,N,2,7
11,2,6,1,1,1,N,4,7
61,1,6,2,1,0,N,9,7
51,3,1,1,1,1,N,3,10
90,2,1,2,1,2,N,5,7
86,1,3,2,1,2,N,3,10
54,2,6,2,1,1,N,4,3
35,1,3,1,1,2,N,0,3
68,2,1,1,1,1,N,4,5
61,5,4,1,1,1,N,9,10
28,2,3,1,1,1,N,3,8
40,1,6,2,1,1,N,4,11
67,2,1,2,1,1,N,2,5
38,2,5,1,1,1,N,8,5
56,2,6,2,2,1,N,5,5
59,4,1,2,1,2,N,6,7
45,2,1,1,1,1,N,9,9
86,1,6,1,1,1,N,2,8
90,1,5,1,1,1,N,8,9
61,1,4,1,1,1,N,1,7
68,2,6,1,1,1,N,4,7
75,2,6,2,1,1,N,7,5
33,1,1,1,1,1,N,3,9
13,2,4,2,1,1,N,2,5
21,1,1,1,2,2,N,8,7
35,1,3,1,1,1,N,2,6
76,2,1,1,1,2,N,0,8
59,1,4,2,1,1,N,1,6
61,1,6,1,1,2,N,5,9
50,2,N,2,1,1,N,7,7
42,6,1,1,1,1,N,2,9
59,1,3,1,1,2,N,5,3
33,1,6,1,1,0,N,9,7
25,2,1,2,1,1,N,9,9
48,2,1,1,1,1,1,2,10
48,1,4,1,1,1,N,N,9
71,1,6,2,1,2,N,N,9
38,6,1,1,1,1,N,7,10
62,1,6,1,1,2,N,9,5
56,1,1,2,1,1,N,0,4
64,1,6,2,1,1,N,3,5
41,1,1,2,1,2,N,0,8
59,6,6,1,1,1,N,5,9
72,2,5,1,3,2,N,4,3
26,2,1,1,1,1,N,4,7
32,2,3,1,1,1,N,9,11
25,1,1,2,1,2,N,8,7
32,1,6,1,1,1,N,8,12
37,1,3,1,1,2,N,3,8
69,2,6,1,1,1,N,3,8
72,1,4,1,1,2,N,2,9
85,1,1,1,1,1,N,9,9
36,8,4,2,1,1,N,9,7
1,2,2,2,1,2,N,0,5
57,6,1,1,1,1,N,1,7
19,2,1,1,1,2,N,3,12
36,2,6,2,1,1,N,4,7
39,1,6,1,1,2,N,2,4
66,1,1,1,1,2,N,8,4
34,2,1,2,1,1,N,9,3
38,1,4,2,1,2,N,N,11
31,1,1,1,1,2,N,4,3
76,1,1,2,1,1,N,2,9
36,1,6,2,1,2,N,2,5
45,2,6,1,1,1,N,5,12
61,1,4,2,1,1,N,4,3
