SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
1,N,1,1,N,3,12,1,N,2,9990
1,N,8,0,N,3,8,2,N,2,9720
2,3,2,2,6,7,71,1,N,2,27216
1,4,1,1,7,10,72,1,N,2,9638
1,6,5,0,9,10,33,3,N,2,26093
1,6,1,0,3,4,17,2,N,2,19167
1,6,2,0,0,7,21,2,N,2,8848
1,6,1,0,7,9,23,2,N,2,12853
1,6,1,0,4,8,30,2,N,2,7149
2,6,6,0,7,11,76,2,N,2,21994
2,6,6,0,5,8,11,2,N,2,7812
1,N,1,0,N,3,13,3,N,2,6895
2,1,6,0,8,10,11,3,N,2,21448
1,1,2,2,8,9,30,1,N,2,2225
1,N,9,0,N,3,9,2,N,2,7150
1,1,7,0,3,1,52,2,N,2,9490
1,6,6,0,6,7,42,3,N,2,12858
2,6,1,2,2,6,64,1,N,2,8115
2,6,2,2,0,7,18,1,N,2,15045
1,N,2,2,N,3,10,1,N,2,10492
1,4,2,0,7,9,76,3,5,2,3907
2,1,2,0,9,10,44,2,N,2,9446
1,N,3,0,N,N,2,2,N,2,10413
2,6,2,0,5,7,39,2,N,2,10544
2,4,2,0,4,7,70,2,N,2,11840
2,1,8,0,9,9,36,2,N,2,10556
1,N,4,0,N,N,0,2,N,2,303
1,6,2,0,2,9,25,3,N,2,26735
1,6,6,2,0,7,19,1,N,2,16218
2,1,1,1,6,10,86,1,N,2,14535
1,6,2,1,5,7,68,1,N,2,13490
1,1,6,2,9,9,59,1,N,2,7367
2,1,1,1,4,7,34,1,N,2,25389
2,1,1,1,9,11,59,1,N,2,18527
2,3,2,2,4,5,88,1,N,2,11092
2,6,2,0,2,4,18,3,N,2,21331
2,3,2,0,5,4,74,3,N,2,1083
2,N,6,1,N,1,3,1,N,2,374
2,N,4,0,N,N,2,2,N,2,25991
1,1,3,0,8,11,44,2,N,2,10634
2,6,6,0,9,10,63,2,N,2,5199
2,1,1,1,4,9,29,1,N,2,9063
2,5,7,0,9,11,5,2,N,2,24929
1,6,1,0,5,9,30,2,N,2,95
2,6,1,0,9,9,43,2,N,2,7871
1,N,8,0,N,N,1,2,N,2,427
2,N,5,0,N,3,14,3,N,2,13074
2,3,2,2,6,7,66,1,N,2,19115
2,1,7,0,0,9,57,3,N,2,22082
1,4,7,0,8,12,42,2,N,2,25706
1,6,1,0,0,4,15,3,N,2,13332
2,4,9,0,5,5,92,2,N,2,22013
2,6,1,2,5,7,40,1,N,2,18764
1,1,2,0,8,9,35,3,N,2,7827
1,3,1,0,3,5,64,2,N,2,8368
1,6,1,0,0,4,45,3,N,2,2979
1,1,2,1,2,4,72,1,2,2,12961
2,N,5,0,N,3,10,3,N,2,8352
2,1,1,1,7,5,38,1,N,2,8443
1,1,9,0,6,8,55,3,N,2,19795
1,6,6,1,5,9,29,1,N,2,21786
2,6,1,0,6,9,36,3,N,2,18992
1,6,1,0,6,5,10,3,N,2,3727
2,1,1,1,4,3,31,1,N,2,18557
1,1,1,0,9,9,50,3,N,2,2442
1,4,3,0,9,10,83,3,N,2,25379
2,3,8,0,9,8,46,3,N,2,10536
1,N,1,1,N,3,13,1,N,2,5364
2,1,1,1,6,7,34,1,N,2,6936
1,4,7,0,6,7,9,2,N,2,11779
2,N,6,0,N,2,12,3,N,1,26081
1,2,1,0,0,7,18,2,N,2,2672
2,3,2,1,2,7,68,1,N,2,14888
1,1,7,0,0,11,67,3,N,2,14312
2,N,6,0,N,N,1,2,N,2,9881
1,4,2,2,5,7,52,1,N,2,7558
2,6,1,0,2,9,94,2,N,2,20482
2,6,9,2,9,9,43,1,N,2,23312
2,1,2,0,7,9,71,2,N,2,13260
2,2,1,0,2,10,74,3,N,2,25564
1,3,9,0,8,9,0,3,N,2,16711
1,1,8,0,8,9,70,3,N,2,20149
2,3,2,2,4,5,69,1,N,2,14732
1,1,9,0,1,5,10,3,N,2,19710
2,6,6,2,8,9,31,2,N,2,2023
2,6,5,0,7,11,37,2,N,2,1786
1,4,2,1,5,7,78,1,N,2,19389
1,1,6,0,6,7,26,2,N,2,8793
2,1,6,0,8,9,46,2,6,2,7603
1,N,8,0,N,3,12,2,N,2,13296
2,6,2,0,0,3,15,3,N,2,920
2,1,2,0,8,10,42,3,N,2,20839
1,1,1,1,9,9,46,1,N,2,14898
1,3,2,2,2,1,75,1,N,1,14263
2,1,5,0,6,7,79,3,N,2,7068
1,1,7,0,3,10,33,3,N,2,10625
2,N,9,1,N,1,3,1,N,2,14826
2,1,4,0,7,5,51,3,N,2,27228
1,6,1,0,6,10,27,2,N,2,5750
1,5,2,1,0,8,89,1,N,2,18076
2,1,9,0,2,5,61,3,N,2,132
1,1,2,0,9,11,64,3,N,2,24726
1,6,2,0,0,9,85,3,N,2,14134
2,N,2,0,N,3,9,2,N,2,22356
1,6,1,0,4,5,20,2,N,2,9477
2,6,3,0,4,3,33,2,N,2,7233
2,N,1,0,N,3,13,2,N,2,4506
2,1,1,2,9,10,43,1,N,2,13011
1,6,6,1,6,9,69,1,N,2,6440
1,6,1,0,1,7,63,2,N,2,14604
1,1,1,0,7,9,4,3,N,2,3642
1,3,1,0,4,8,84,3,N,2,3803
2,4,1,0,3,4,86,3,N,2,24673
2,6,2,0,9,9,28,3,N,2,18157
2,6,2,0,0,3,10,3,N,2,23831
2,3,1,0,5,10,13,2,N,2,9045
2,5,9,0,6,5,51,2,N,2,17390
2,6,1,0,2,4,15,3,N,2,20080
1,1,1,0,3,4,26,3,N,2,4910
1,4,2,0,5,7,84,2,N,2,1327
2,6,2,1,4,5,22,1,N,2,351
2,6,1,0,3,7,40,3,N,2,3640
1,6,9,0,0,7,54,3,N,2,9696
1,1,3,0,2,5,55,3,N,2,11570
2,N,3,0,N,3,14,3,N,2,18649
2,4,1,0,3,7,79,3,N,2,8341
2,1,2,1,5,11,79,3,N,1,11361
1,1,1,1,9,9,22,1,N,2,16891
1,4,7,0,8,10,27,2,N,2,1757
1,N,2,0,N,3,12,3,N,2,19616
2,1,2,0,9,9,62,3,N,2,21990
1,2,1,1,5,1,58,1,N,2,677
1,6,2,0,1,5,33,2,N,2,12328
2,1,4,0,7,6,87,2,N,2,5817
1,1,3,0,9,11,28,3,N,2,15770
1,6,8,0,1,7,56,2,N,2,9618
2,1,5,0,0,5,37,2,N,2,9804
2,4,1,1,8,10,80,1,N,2,3505
2,3,1,0,5,7,3,2,N,2,1025
1,4,2,1,8,10,51,1,N,2,8909
1,6,4,0,9,11,17,2,N,2,5135
1,5,1,1,3,4,6,1,N,2,16205
2,1,2,0,9,11,30,2,N,2,1996
1,6,1,0,1,7,19,3,N,2,5191
1,6,9,0,5,5,70,2,N,2,19097
2,6,6,0,0,9,24,2,N,2,16457
1,4,5,0,5,5,2,2,N,2,13966
1,1,2,1,3,5,25,1,N,2,25376
2,1,8,0,6,9,53,2,N,2,894
1,6,1,0,0,9,87,2,N,2,21207
1,1,1,2,9,9,66,1,N,2,20979
1,N,3,1,N,4,14,1,N,2,6151
2,N,3,1,N,N,2,1,N,2,24780
1,1,3,1,7,10,89,1,N,1,2621
1,N,9,1,N,3,11,1,N,2,7435
2,6,6,0,6,9,27,3,N,2,1667
1,1,1,1,8,9,58,1,N,2,10930
2,1,1,1,8,8,47,1,N,2,17003
2,1,8,0,8,9,43,3,N,2,244
1,6,1,0,2,7,20,3,N,2,5165
1,1,6,2,7,6,48,1,N,2,3177
1,1,1,1,2,9,63,1,N,2,8456
2,1,4,0,0,9,10,3,N,2,14986
1,6,1,1,9,10,65,1,N,2,22952
1,2,1,0,6,7,20,2,N,2,7288
1,1,1,1,6,7,38,1,N,2,448
1,2,7,0,5,5,7,2,N,2,7034
1,1,8,0,9,9,87,3,N,2,23574
2,6,2,2,5,12,8,1,N,2,20901
1,1,2,0,9,10,65,3,N,2,10672
2,1,4,0,4,7,26,3,N,2,11670
1,3,6,1,4,5,87,1,N,2,15264
2,6,1,0,5,5,33,3,N,2,17727
1,N,9,1,N,3,13,1,N,2,14941
2,1,1,0,6,9,86,2,N,2,25857
2,6,2,0,4,9,24,3,N,2,17784
2,1,9,0,1,8,59,2,N,2,9066
2,6,2,0,5,9,25,2,N,2,26827
2,1,5,0,9,9,74,3,N,2,6227
2,N,2,0,N,N,2,3,N,2,25086
2,N,2,0,N,3,13,2,N,2,9594
1,N,1,2,N,3,11,1,N,2,25111
1,1,1,0,9,10,53,2,N,2,9089
2,6,1,0,7,9,26,3,N,2,3761
2,6,2,0,5,9,79,3,N,2,13653
1,1,6,0,1,10,56,3,N,2,25021
2,4,1,1,2,8,70,1,N,2,11081
2,4,1,1,9,8,0,1,N,2,3215
1,3,1,0,3,7,67,2,N,2,22919
2,1,7,0,4,11,11,3,N,2,3108
1,1,1,1,5,1,8,1,N,2,15881
2,4,1,1,2,8,62,1,N,2,12781
1,6,1,1,1,4,39,1,N,2,24567
1,6,7,0,1,7,20,3,N,2,5643
1,1,4,0,0,10,53,2,N,2,23801
2,N,2,1,N,3,24,1,N,2,3975
1,N,9,0,N,3,11,2,N,2,12027
2,4,1,0,2,9,15,2,N,2,21553
2,3,2,0,4,7,80,2,N,2,1430
2,N,1,1,N,N,2,1,N,2,15082
2,2,4,0,1,7,26,3,N,2,2898
1,N,1,1,N,N,67,1,N,2,350
1,1,4,0,7,9,38,2,N,2,25148
2,1,1,0,4,5,36,2,N,2,2800
1,1,9,1,9,11,46,1,N,2,5959
1,1,1,2,8,8,32,1,N,2,6804
2,1,5,0,6,4,86,3,N,2,632
2,6,1,2,1,5,18,1,N,2,12017
1,1,3,0,9,9,47,2,N,2,5869
1,4,2,0,6,5,91,2,N,2,20235
2,4,4,0,8,3,47,3,N,2,17319
1,N,1,1,N,3,12,1,N,2,5369
2,N,1,0,N,3,10,2,N,2,487
2,6,6,0,3,5,41,3,N,2,1470
2,6,1,0,2,1,33,3,N,2,25907
1,6,1,0,7,7,22,3,N,2,20608
2,6,2,0,9,10,65,2,N,2,24155
1,1,7,0,1,8,11,3,N,2,990
2,6,8,0,9,9,29,3,N,2,23040
2,5,7,0,6,5,90,2,N,2,2838
2,1,8,0,5,7,27,2,N,2,22924
1,1,2,0,7,9,46,2,N,2,23507
2,6,1,1,1,9,24,1,N,2,1557
2,6,6,1,0,5,33,1,N,2,19402
2,N,2,0,N,N,1,2,N,2,20441
1,6,1,0,4,7,21,3,N,2,23504
2,1,2,0,2,7,41,2,N,2,14015
2,1,1,1,8,9,36,1,N,2,13954
2,6,1,0,0,7,21,2,N,2,4451
2,1,2,1,6,5,74,1,N,2,15184
2,6,1,0,4,6,68,2,N,1,1741
2,6,1,1,2,5,67,1,N,2,12749
2,1,1,1,9,9,53,1,N,2,24707
1,4,2,0,1,1,55,2,N,2,11638
2,N,1,1,N,2,78,1,N,2,4606
1,1,8,0,6,7,38,3,N,2,27250
1,1,1,1,9,10,33,1,5,2,2058
2,2,2,2,4,1,62,1,N,2,3571
2,3,4,0,9,7,55,3,N,2,18341
2,N,2,0,N,3,41,3,N,2,5794
2,1,1,2,9,9,46,1,N,1,1280
1,6,8,0,1,4,17,3,N,2,13007
1,6,1,0,1,8,31,2,N,2,7594
1,1,1,1,9,8,42,1,N,2,25767
1,6,1,0,4,7,19,3,N,2,24244
1,6,6,0,7,9,25,2,N,2,3721
1,2,4,0,3,1,23,2,N,2,12283
2,1,9,0,1,7,61,3,N,2,20614
1,6,1,2,0,5,32,1,N,2,21888
1,1,8,0,9,10,58,2,N,2,17827
2,1,3,2,3,4,57,1,N,2,22914
1,1,6,0,9,11,41,2,N,2,16175
2,N,2,0,N,3,9,2,N,2,14182
2,1,3,0,7,7,38,2,N,1,321
2,3,3,0,3,5,75,3,N,1,14190
2,6,1,2,0,7,4,1,N,2,19209
2,4,2,2,5,6,46,1,N,2,18506
1,1,2,2,7,8,24,1,N,2,2444
1,3,2,2,3,5,5,1,N,2,5511
1,1,2,1,3,5,23,1,N,2,531
1,N,2,0,N,3,74,2,N,2,21960
1,6,6,0,3,5,29,2,N,2,4064
1,N,3,1,5,10,91,1,N,2,7816
2,6,2,2,2,9,31,1,N,2,4204
2,6,1,1,6,7,29,1,N,2,9048
2,N,2,1,N,3,10,1,N,2,1349
1,1,1,0,4,10,47,3,N,2,21125
2,1,2,1,5,4,56,1,N,2,10647
1,6,2,0,9,9,33,2,N,2,13485
1,1,7,0,8,10,38,3,N,2,23943
1,1,9,0,5,9,17,3,N,2,6013
1,6,2,2,5,5,21,1,N,2,16348
2,1,1,1,6,4,57,1,N,2,21996
1,3,1,2,7,5,61,1,N,2,18901
2,1,3,0,5,9,26,3,N,2,18746
2,5,1,0,5,4,5,2,5,2,4065
2,1,8,0,7,10,37,2,N,2,17190
1,1,9,0,9,10,62,2,N,2,1838
2,6,8,0,2,7,32,2,N,2,9451
1,1,3,0,2,7,68,3,N,2,6039
2,1,1,0,7,7,79,2,N,2,2481
1,1,1,1,7,9,85,1,N,2,4445
2,5,5,0,2,4,91,3,N,2,11670
1,6,2,0,0,4,47,2,N,2,8862
2,6,1,0,1,4,17,2,N,2,5349
2,3,1,1,8,10,7,1,N,2,2065
1,1,1,0,9,10,82,3,N,2,18653
1,3,1,1,3,6,39,1,N,2,5202
1,N,2,2,N,3,9,1,N,2,17738
2,3,5,0,3,8,43,2,N,2,22474
1,6,1,1,4,9,53,1,N,2,22710
1,1,1,0,2,7,16,3,N,2,21197
1,1,1,0,9,10,39,2,N,2,26173
2,6,1,0,1,1,27,3,N,2,9237
1,1,6,0,9,9,66,2,N,2,12141
1,6,2,0,0,4,15,2,N,2,1156
2,N,3,2,N,2,4,1,N,2,6534
1,1,5,0,4,7,76,2,N,2,27124
1,1,2,0,0,9,54,3,N,2,16122
2,6,1,0,8,9,42,2,N,2,9779
2,2,1,0,3,5,77,3,N,2,4310
1,6,2,0,1,7,18,2,N,2,25819
2,4,9,0,7,7,90,3,N,2,63
2,1,2,1,2,7,94,1,N,2,1929
2,6,3,2,9,11,70,1,N,2,9301
2,N,2,0,N,3,11,2,N,2,9672
1,4,1,0,0,7,94,2,N,2,16469
2,6,2,0,7,9,28,3,N,2,9852
1,6,2,0,6,9,25,3,N,2,19297
2,N,8,0,N,3,10,3,N,2,6935
1,6,1,0,0,7,19,2,N,2,16767
2,N,1,1,N,3,10,1,N,2,6677
1,6,1,1,4,7,35,1,N,2,19734
1,1,1,1,7,5,37,1,N,2,3464
2,1,2,2,5,7,52,1,N,2,18517
2,6,9,1,0,3,19,1,N,2,16273
2,2,8,0,3,4,20,3,N,2,9289
1,1,7,0,8,10,33,3,5,2,4328
1,4,2,0,2,7,19,2,N,2,24933
2,6,1,1,5,9,48,1,N,2,15301
2,6,1,0,0,7,22,2,N,2,2246
2,1,2,2,5,4,73,1,N,2,19790
1,N,2,0,N,3,10,3,N,2,4784
2,N,7,0,N,3,13,3,N,2,12211
1,6,2,1,7,9,37,1,N,2,25450
1,4,2,1,5,11,1,1,N,2,9465
1,1,8,0,5,7,67,3,N,2,10003
2,1,1,2,9,11,74,1,N,2,6221
1,3,1,1,7,7,13,1,N,2,3757
1,1,8,0,9,12,41,2,N,2,5408
2,6,1,0,7,9,22,2,N,2,17896
1,6,1,2,5,9,32,1,N,2,117
1,4,8,0,2,3,45,2,N,2,14437
1,1,1,2,9,5,37,1,N,2,22739
1,6,8,2,0,6,51,1,N,2,5172
2,6,9,0,9,11,36,2,N,2,7900
1,5,5,0,5,9,68,3,N,2,8747
2,N,6,1,N,N,2,1,N,2,4811
1,1,5,0,8,9,21,3,N,2,9293
2,3,2,1,1,6,19,1,N,2,293
1,1,7,0,9,10,2,3,N,2,18090
1,1,8,0,4,5,57,2,N,2,18399
2,6,2,2,3,7,24,1,N,2,23976
1,6,2,0,4,10,56,3,N,2,11796
1,6,2,0,0,7,74,2,N,2,10972
2,N,3,0,N,1,4,3,N,2,24165
1,2,1,0,2,7,77,2,N,2,12647
2,4,1,0,3,7,92,3,N,2,4176
2,1,8,0,8,10,48,2,N,2,19055
2,6,1,0,8,10,84,2,N,2,22948
2,4,1,0,3,9,68,3,N,2,24008
2,6,4,0,7,9,69,3,N,2,19016
1,6,6,0,4,8,30,2,N,2,6434
2,6,5,0,9,10,41,3,N,2,10060
2,4,2,2,5,5,4,1,N,2,615
2,N,2,0,N,N,2,3,N,2,3905
1,4,1,0,6,10,75,3,N,2,14370
2,1,1,1,8,9,73,1,N,2,26127
1,1,1,2,9,10,44,1,N,2,21589
2,6,8,2,0,1,49,1,N,1,23602
2,1,1,1,8,7,64,1,N,2,19955
2,6,1,0,8,9,27,2,N,2,16305
1,1,3,0,7,9,24,2,N,2,23352
2,3,1,1,3,6,94,1,N,2,15450
1,6,1,0,1,7,68,3,N,2,24043
2,1,1,1,0,5,30,1,N,2,17654
1,6,2,0,0,7,21,2,N,2,26032
2,4,1,0,3,5,63,3,N,2,27009
1,6,1,0,0,5,20,2,N,2,15478
1,1,9,0,9,12,82,3,N,2,2745
1,5,2,2,3,12,22,1,N,2,12525
1,6,4,0,8,10,19,3,N,2,21309
2,N,1,0,N,3,8,2,N,2,5380
2,1,1,0,1,9,42,3,N,2,19423
1,1,9,0,7,8,12,3,N,2,26873
2,1,8,0,0,5,36,3,N,2,8365
2,N,9,0,N,3,11,3,N,2,18758
2,1,2,1,9,9,41,1,N,2,11841
2,3,2,0,2,6,54,2,N,2,17138
1,N,8,0,N,N,93,3,N,2,12226
1,6,1,0,3,1,57,3,N,2,1100
1,1,8,0,9,11,72,3,2,2,5007
1,1,9,0,3,4,23,3,N,2,2771
1,6,1,1,4,10,43,1,N,2,10923
1,3,2,2,6,3,62,1,N,2,17173
1,1,8,0,9,5,56,3,N,2,14627
1,N,1,0,N,2,5,2,N,2,4823
2,6,1,1,1,7,23,1,N,2,18566
1,4,1,0,3,6,66,2,N,2,26859
1,N,8,0,N,3,10,3,N,2,11043
2,6,1,0,0,7,20,2,N,2,1626
2,4,6,2,3,7,86,1,N,2,12940
2,6,6,0,3,9,69,3,N,2,26881
1,1,1,0,9,10,35,3,N,2,13559
1,6,1,0,0,5,55,2,N,2,15003
1,6,6,2,0,4,30,1,N,2,4194
2,N,2,0,N,3,10,3,N,2,17187
1,6,1,0,3,7,21,2,N,2,18655
1,1,7,0,8,9,66,3,N,2,25775
2,1,3,0,6,1,90,2,N,2,18972
1,6,7,0,9,9,26,3,N,2,16048
2,1,2,1,9,10,46,1,N,2,21419
2,6,1,2,9,5,56,1,N,2,737
2,1,4,0,9,9,89,3,N,2,3214
1,N,1,0,N,2,6,2,N,2,2025
1,6,8,2,2,3,1,1,N,2,1717
2,1,1,2,9,9,39,1,N,2,16544
2,1,7,0,5,5,24,3,N,2,14834
2,N,1,2,N,3,12,1,N,2,7520
2,3,6,0,7,5,6,2,N,2,17708
2,N,2,2,N,3,12,1,N,2,3286
1,4,2,1,4,5,86,1,N,2,4542
1,6,2,0,0,7,19,3,N,1,140
2,N,2,2,N,1,3,1,N,2,24260
1,N,1,1,N,3,12,1,N,2,11148
2,1,1,1,0,7,37,1,N,2,4531
2,1,9,0,8,9,53,2,N,2,16040
2,N,2,0,N,4,14,3,N,2,7463
1,4,1,0,9,10,54,2,N,2,21059
2,N,1,0,N,3,13,2,N,2,18279
2,6,3,0,7,9,31,2,N,2,26971
1,1,3,0,8,5,50,3,N,2,14896
2,6,2,1,0,7,42,1,N,1,13014
2,6,2,1,1,5,19,1,N,2,22281
2,1,1,0,7,8,60,3,N,2,17019
1,4,1,0,0,8,69,3,N,2,15081
1,1,1,1,6,10,65,1,N,2,21574
2,1,1,1,0,10,42,1,N,2,18974
2,6,2,2,1,7,23,1,N,2,18616
2,1,6,0,6,5,61,3,2,2,15613
2,1,9,2,6,7,66,1,N,2,5028
1,6,1,0,0,7,21,3,N,2,3394
2,6,1,0,4,8,34,3,N,2,20326
1,4,4,0,4,5,55,3,N,2,24328
2,N,1,0,N,3,7,3,N,2,1343
1,4,2,0,6,10,47,3,N,2,10185
1,6,1,2,1,5,49,1,N,2,15438
1,1,5,0,5,7,64,2,N,2,19588
1,6,2,0,0,4,18,3,N,2,9981
2,2,2,1,4,7,57,1,N,1,19472
1,N,8,0,N,3,13,3,N,2,26943
1,2,9,0,4,10,80,3,N,2,16139
1,N,5,0,N,3,9,2,N,2,9215
2,N,1,2,N,N,2,1,N,2,20865
1,1,1,1,9,9,56,1,N,2,4319
1,N,1,0,N,N,2,2,N,2,4309
2,1,1,1,5,4,51,1,N,2,21036
2,1,5,0,3,7,64,2,N,2,227
2,6,2,1,1,11,79,1,N,2,620
1,6,1,1,1,7,54,1,N,2,16392
1,4,1,0,4,10,60,2,N,2,16856
1,1,5,0,4,3,64,3,N,2,10985
1,4,5,0,6,6,86,3,N,2,4603
2,1,6,0,7,9,28,2,N,2,13070
1,1,5,0,6,10,52,2,N,2,27164
2,6,6,0,7,9,45,3,N,2,3935
1,4,1,1,6,9,29,1,N,2,3814
2,1,1,0,9,9,42,3,N,2,21368
1,N,2,0,N,3,9,3,N,1,22262
2,1,4,0,2,4,9,2,N,2,5345
2,6,2,2,1,4,0,1,N,2,19576
1,1,8,0,5,9,47,2,N,2,4047
1,4,1,1,5,1,45,1,N,2,19927
2,N,1,0,N,3,14,3,N,2,25010
1,1,1,2,9,10,44,1,N,2,20728
1,1,1,1,7,5,85,1,N,2,15277
1,2,2,0,3,4,22,3,N,2,12795
2,6,1,1,3,8,3,1,N,2,6265
2,1,6,0,3,7,64,3,N,2,11293
1,1,5,0,5,9,6,2,N,2,18463
1,6,1,1,7,10,29,1,N,2,27159
1,4,1,0,6,8,34,3,N,2,21955
2,3,5,0,4,5,70,3,N,2,2139
2,1,8,0,7,8,87,3,N,2,6121
2,4,6,0,3,7,74,2,N,2,25206
2,4,1,0,6,7,54,3,N,2,2594
1,4,2,2,0,8,74,1,N,2,20528
1,6,2,0,1,9,53,3,N,2,19876
2,4,1,0,5,9,79,2,N,2,18543
1,N,2,1,N,N,16,1,N,2,4452
2,1,1,0,6,8,34,3,N,2,1024
2,1,1,1,8,9,30,1,N,2,2698
1,N,2,0,N,2,4,2,N,2,21555
2,N,2,0,N,N,1,3,N,2,5125
2,1,3,0,1,11,25,3,N,2,18040
1,N,8,0,N,1,3,3,N,2,12605
2,6,1,1,0,3,15,1,N,2,7481
1,6,1,0,8,9,32,2,N,2,11524
1,6,2,0,7,9,32,2,N,2,9184
2,N,3,1,N,2,6,1,N,2,1895
1,2,2,2,7,7,71,1,N,2,17862
2,1,5,0,7,8,62,2,N,2,11081
1,3,1,1,8,10,88,1,N,1,11295
2,3,2,0,8,10,38,3,N,2,11154
1,6,8,0,3,7,18,3,N,2,14715
1,1,3,0,3,4,49,2,N,2,2719
1,5,8,0,7,10,35,3,N,2,9029
2,4,2,0,7,10,12,2,N,2,2879
1,N,9,0,N,3,9,3,N,2,15217
2,N,1,2,N,N,0,1,N,2,7921
2,6,6,0,2,4,17,2,N,2,12752
2,1,1,1,9,11,47,1,N,2,19251
1,1,2,2,9,10,51,1,N,2,19764
2,6,2,2,2,9,31,1,N,2,10183
1,1,3,0,6,10,32,2,N,2,19152
1,N,1,0,N,4,5,2,N,2,20803
2,4,1,2,9,4,35,1,N,2,14518
2,1,6,1,2,5,12,3,N,1,5863
2,N,2,0,N,3,12,2,N,2,10456
1,6,6,1,9,10,1,1,N,2,3576
2,N,1,0,N,3,8,2,N,2,26213
1,6,6,0,3,10,51,3,N,2,2467
2,6,1,0,5,4,62,3,N,2,18767
2,6,2,1,2,3,72,1,N,2,2766
1,6,1,2,5,5,75,1,3,1,7254
2,6,1,0,0,3,15,3,N,2,2638
2,N,2,0,N,3,10,2,N,2,24306
2,N,1,0,N,N,0,3,N,2,196
1,6,1,1,0,5,62,1,N,2,17109
2,4,2,0,2,4,18,2,N,2,6777
1,6,1,0,4,9,33,2,N,2,12776
2,1,1,1,0,5,56,1,N,2,27138
2,3,1,2,2,3,71,1,N,2,10970
1,4,1,0,2,9,94,3,N,2,5577
1,6,1,1,6,9,19,1,N,2,1452
2,N,3,0,N,1,4,2,N,2,6348
2,1,6,0,6,7,44,2,N,2,25076
2,1,3,0,9,12,68,2,N,2,25501
1,2,1,2,0,9,16,2,N,2,15907
1,N,2,0,N,N,2,2,N,2,24277
2,2,2,0,5,12,80,2,N,2,11707
2,4,1,0,3,4,80,3,N,2,8716
1,2,1,1,7,5,29,1,N,2,12338
2,6,1,2,0,5,67,1,N,2,21840
1,6,2,0,2,4,22,3,N,2,12658
2,6,2,0,6,10,33,3,N,2,10986
1,6,2,0,1,4,18,2,N,2,14102
2,1,5,0,6,8,3,3,N,2,11070
2,N,8,0,N,3,8,3,N,2,18926
2,6,1,2,7,7,51,1,N,2,530
1,1,1,1,9,11,44,1,N,2,13858
1,6,1,1,2,9,30,1,N,2,10875
2,2,2,0,5,5,42,3,N,2,6067
2,4,2,0,4,7,69,2,N,2,9178
1,3,1,0,4,1,71,2,N,2,13438
1,1,1,1,3,7,52,1,N,2,6123
1,1,2,2,6,4,7,1,N,2,2772
2,6,6,0,3,7,21,3,N,2,23649
1,N,1,0,N,1,3,3,N,2,14462
1,6,1,0,5,5,10,2,N,2,10914
1,6,2,0,5,5,81,2,N,2,13193
1,1,6,0,8,9,59,3,N,1,1136
2,6,1,0,1,1,21,2,N,2,14838
1,1,9,0,0,5,46,3,N,2,11508
1,6,1,0,2,9,64,2,N,2,2235
1,4,5,0,4,9,50,2,N,2,25942
2,6,2,1,0,7,19,1,N,2,5645
2,N,1,1,N,2,5,1,N,2,89
1,3,2,1,5,7,48,1,N,2,20323
1,4,2,1,2,4,14,1,N,2,11273
2,6,1,0,6,9,23,3,N,2,11917
