SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,3,1,1,9,0,28-01100,69,0,3,482,19133
2,6,1,2,5,0,40-00200,24,0,N,343,8498
1,2,1,1,3,0,51-01301,50,0,N,9,17311
1,5,1,2,8,0,08-00803,10,6,10,485,7927
1,6,2,2,5,0,28-01100,24,0,N,317,1506
2,4,2,0,8,0,29-01901,50,N,N,31,16793
1,N,6,2,1,0,19-01700,52,3,10,122,19085
1,5,1,0,2,0,19-01700,77,N,N,285,12536
2,3,1,1,N,0,32-00405,58,1,12,317,21988
2,4,1,1,3,1,26-02702,29,0,9,157,15664
1,6,1,0,9,1,32-00405,28,N,N,104,19494
1,6,1,2,6,0,19-01700,27,0,N,434,19683
2,2,1,0,9,0,19-01700,91,N,N,159,13308
1,5,2,0,2,0,32-00405,43,N,N,83,8009
2,5,6,2,8,0,06-07502,36,3,6,426,13007
1,N,6,1,3,0,06-08507,31,1,3,179,11946
1,2,2,0,9,0,17-03531,35,N,N,359,3846
2,5,2,1,4,0,17-03529,44,0,N,404,9732
2,6,2,1,4,0,32-00405,62,0,N,190,5969
1,5,1,2,7,0,51-01301,26,0,N,501,22162
2,N,1,2,1,0,38-00100,80,6,3,121,9411
1,4,2,2,8,0,36-04010,62,2,3,361,16417
1,4,1,0,5,0,08-00803,61,N,N,483,14775
2,4,1,2,2,0,08-00803,62,3,6,58,4450
1,5,2,2,7,0,29-01901,63,0,N,501,12162
1,2,1,2,8,4,32-00405,34,0,N,265,5597
2,4,1,2,6,0,51-01301,72,0,N,355,16850
2,3,3,1,1,1,30-00600,56,0,N,429,3323
1,1,1,1,9,0,08-00803,40,2,3,413,19118
1,2,1,1,6,0,40-00200,33,3,5,57,24921
1,1,1,1,5,0,38-00100,79,0,2,413,23661
2,1,1,1,4,0,29-01901,54,0,3,368,7569
1,6,1,1,0,0,06-08507,61,2,4,478,13329
2,5,2,1,2,0,24-01004,22,0,N,300,22188
2,4,2,2,8,0,17-03529,76,0,3,501,2406
2,5,1,1,2,0,40-00200,57,6,8,224,12008
1,4,1,2,2,0,08-00803,49,0,N,59,19518
1,1,1,2,7,0,38-00100,37,0,2,501,18931
2,3,3,1,1,0,26-02702,11,0,2,495,4956
1,4,2,2,8,0,29-01901,32,0,N,361,21851
2,3,2,1,9,0,28-01100,31,0,2,501,8439
2,1,2,2,1,0,17-03531,34,0,2,30,14948
2,4,1,1,7,0,19-01700,55,0,N,453,25344
1,1,1,1,4,0,30-00600,56,0,2,193,13797
2,1,1,2,6,0,38-00100,58,1,2,166,9598
1,N,6,1,4,0,06-08507,68,9,8,109,4512
1,N,1,1,6,0,51-51255,5,1,3,235,9980
1,4,8,1,9,1,36-03710,15,0,5,320,21864
2,N,1,2,2,0,30-00600,81,4,12,312,21195
2,1,6,2,9,0,06-08507,48,0,2,491,2178
2,6,2,2,1,0,17-03531,26,2,3,196,21819
1,3,1,2,4,0,36-04010,34,0,N,287,5298
1,4,1,2,1,0,24-01004,63,0,2,371,6285
1,3,6,1,1,0,06-08507,83,0,2,190,6485
1,3,1,1,9,0,30-00600,56,2,4,501,6055
2,N,1,2,9,0,19-01700,86,6,10,319,26286
1,5,1,0,5,0,51-01301,49,N,N,228,18431
2,6,6,2,7,0,06-07502,30,0,N,468,25837
1,5,1,1,3,0,40-00200,4,1,2,136,1070
2,2,1,0,3,0,19-01700,31,N,N,102,91
1,N,1,0,4,0,08-00803,32,4,11,266,5212
1,N,6,1,3,0,06-08507,6,1,7,114,17386
1,3,1,1,1,0,38-00100,52,0,N,37,25929
1,4,6,2,N,0,51-01301,6,1,3,37,8742
1,N,2,1,0,0,17-03531,71,0,2,176,4952
2,N,1,2,9,0,06-08507,50,7,12,420,10565
1,1,1,1,6,0,51-51255,67,2,4,397,6170
1,5,6,2,4,0,06-07502,52,0,N,136,9841
2,3,6,1,7,0,06-08507,0,0,2,501,19061
1,4,2,2,6,0,17-03531,54,0,N,354,6832
1,2,6,2,9,0,24-01004,56,0,N,501,1981
2,3,3,1,9,0,40-00200,94,0,N,501,12887
2,4,1,1,4,0,24-01004,30,2,4,501,25600
1,2,1,2,2,0,08-00803,94,1,3,24,2877
1,4,2,2,2,0,36-04010,70,0,N,12,1832
1,3,1,1,N,0,40-00200,10,N,11,324,11973
1,5,1,0,8,4,32-00405,14,7,10,145,22275
2,3,1,1,6,1,06-08507,41,0,2,264,5833
2,5,2,2,6,0,19-01700,7,0,N,4,7553
2,2,2,1,9,0,17-03529,34,0,2,501,19239
2,4,2,1,7,0,17-03531,48,0,N,404,2183
1,4,1,1,3,0,40-00200,77,0,N,63,10910
2,3,2,1,2,0,13-04600,77,0,3,179,3048
2,3,1,2,2,0,24-01004,95,0,N,489,9795
2,2,2,1,7,0,29-01901,87,0,3,501,14169
1,5,2,1,7,0,29-01901,59,0,2,162,1039
1,N,6,2,6,0,32-00405,84,2,4,447,24760
2,1,1,1,1,0,26-02702,32,0,2,136,10790
1,5,1,1,3,0,28-01100,59,0,2,157,7387
2,N,1,1,0,0,38-00100,78,3,5,91,25358
1,6,1,2,0,0,51-01301,16,0,N,162,11700
2,3,1,1,8,0,24-01004,34,0,N,501,3409
2,N,1,2,3,0,24-01004,23,6,10,471,11050
2,4,1,1,7,0,29-01901,37,0,N,48,3289
1,3,1,1,8,0,19-01700,38,3,5,4,8090
2,3,1,2,0,0,24-01004,39,0,N,248,26517
2,4,2,2,4,0,28-01100,57,0,N,444,20922
1,4,2,1,9,0,17-03531,53,0,N,442,1363
1,4,1,2,8,0,38-00100,59,0,N,501,10340
1,4,1,2,6,0,30-00600,34,0,N,402,3684
2,4,2,2,3,0,28-01100,63,0,N,117,1005
2,3,1,2,4,0,51-01301,80,0,N,217,6244
1,3,2,0,8,0,51-51255,61,N,N,394,25117
1,6,1,1,8,1,30-00600,46,0,N,501,15559
2,4,2,1,N,0,17-03529,73,4,6,478,11726
1,5,6,2,N,0,13-04600,39,1,3,160,12066
2,4,2,2,2,0,36-04010,67,0,N,114,420
2,4,2,2,0,0,28-01100,73,0,2,167,15295
1,1,1,1,1,0,26-02702,40,4,6,56,11829
1,1,1,1,9,0,26-02702,83,0,3,501,22679
2,3,2,1,3,0,17-03531,65,0,N,89,5812
1,N,2,1,N,0,17-03531,12,5,7,410,20515
2,1,2,1,1,0,36-04010,23,4,6,64,15595
2,5,6,1,3,0,06-08507,56,2,8,320,10133
2,3,9,0,7,0,06-08507,84,0,4,304,20273
1,3,1,1,6,1,32-00405,28,0,9,383,9845
1,1,9,2,7,0,06-07502,26,1,3,364,1763
2,1,1,1,4,0,08-00803,47,0,2,190,20969
1,6,1,0,1,0,26-02702,15,N,N,N,23217
2,2,1,0,8,0,38-00100,62,N,11,133,4775
1,N,1,0,2,0,30-00600,2,0,12,85,18271
1,4,2,1,5,0,36-04010,65,0,2,465,24682
2,5,6,1,2,0,06-07502,6,0,2,190,22103
1,N,1,1,2,0,38-00100,86,0,2,501,8002
1,6,2,2,9,0,29-01901,28,0,N,336,8816
2,1,1,1,1,0,30-00600,64,2,4,255,11318
2,3,6,2,1,0,26-02702,85,0,N,180,21832
2,3,6,2,1,0,24-01004,6,0,N,169,12964
1,3,1,1,3,0,51-51255,72,4,6,317,26236
2,5,2,2,1,0,36-04010,48,0,4,26,5708
1,3,3,2,1,0,40-00200,6,0,2,107,4431
2,5,1,1,8,0,06-08507,47,2,6,431,6058
1,5,6,2,0,0,06-08507,73,3,5,99,20626
2,4,1,2,7,0,06-08507,34,2,4,457,20316
2,1,8,1,8,1,32-00405,82,2,5,241,4198
1,4,9,2,6,0,01-01301,76,0,N,248,4944
1,4,1,2,5,0,24-01004,68,0,N,501,18407
2,5,2,1,5,0,08-00803,72,0,N,312,1495
1,6,2,2,8,0,36-04010,29,2,4,208,5799
1,3,1,0,7,0,30-00600,32,N,N,10,8226
2,2,3,1,N,0,32-00405,26,1,2,356,2566
2,5,2,1,6,0,01-01301,22,0,2,46,12441
1,1,3,1,1,0,40-00200,36,0,6,399,24868
2,6,1,1,9,2,36-03710,87,0,N,501,26356
1,3,6,0,0,0,24-01004,69,N,N,N,11484
2,5,1,2,2,0,30-00600,48,4,7,431,5645
2,4,2,0,8,0,17-03529,64,N,N,130,17545
1,N,1,2,5,0,51-01301,61,7,9,367,12544
1,4,1,1,6,0,30-00600,73,3,5,85,22121
2,N,1,0,8,4,24-01004,84,7,7,145,15700
1,1,1,1,1,0,38-00100,48,N,9,446,16823
2,1,1,1,0,0,08-00803,28,0,2,412,3467
2,6,1,1,4,0,26-02702,35,0,N,28,14904
2,3,6,1,5,0,06-08507,71,0,2,501,15452
1,3,1,0,8,0,19-01700,68,N,N,N,1421
1,3,9,1,N,0,06-08507,54,3,N,164,23865
1,2,1,0,4,0,19-01700,24,N,N,261,9985
2,3,1,2,6,0,24-01004,87,0,N,457,20474
1,5,1,1,8,0,38-00100,87,0,2,289,7852
2,4,1,1,1,0,26-02702,75,0,3,116,10972
1,N,1,2,4,0,38-00100,16,6,10,27,7444
2,4,1,1,N,0,19-01700,58,0,9,174,10343
1,6,2,2,4,0,29-01901,46,0,N,485,8003
2,3,2,0,6,0,29-01901,60,N,N,315,11511
2,6,1,2,N,0,40-00200,90,0,2,156,25233
2,3,6,1,9,0,06-08507,79,0,N,264,16402
1,5,1,2,N,0,24-01004,34,2,9,455,21882
2,6,2,0,2,0,17-03531,59,N,N,458,5943
2,4,1,2,7,1,29-01901,13,1,6,230,4936
2,6,8,0,2,4,36-04010,84,N,N,258,3911
1,N,1,1,4,0,40-00200,80,6,12,331,19726
1,4,3,0,3,1,30-00600,22,N,10,130,26505
1,2,6,2,2,0,06-08507,27,0,N,68,15254
2,4,1,0,9,0,30-00600,75,N,N,18,14470
2,N,1,1,6,0,38-00100,43,0,2,501,13344
2,5,1,2,2,0,38-00100,42,0,N,439,26684
1,4,1,1,9,0,51-51255,85,3,5,469,2473
1,1,3,1,8,1,30-00600,36,6,3,100,23427
2,6,1,2,3,0,51-01301,31,0,N,139,3515
1,6,1,1,3,0,08-00803,62,0,N,210,14582
2,4,2,2,2,0,36-04010,80,3,6,68,2805
2,6,1,2,5,0,19-01700,26,1,3,422,2606
2,1,1,2,0,0,30-00600,65,1,4,352,6614
1,6,2,2,1,0,28-01100,19,0,3,186,5361
2,3,2,2,3,0,28-01100,75,0,N,144,26211
2,2,1,1,3,4,51-51255,53,3,5,177,8110
2,5,1,2,5,0,08-00803,79,0,N,230,24665
1,4,1,1,4,0,06-08507,65,0,3,205,18221
2,5,2,2,0,0,17-03531,19,2,3,362,25920
1,5,1,2,3,0,51-01301,86,0,N,204,5311
2,1,2,1,N,0,36-04010,80,0,5,219,9807
1,1,2,2,7,0,36-03710,62,0,4,305,7267
1,2,6,1,7,0,24-01004,36,0,3,501,15607
1,N,1,1,2,0,08-00803,9,0,3,199,21497
1,5,3,2,8,0,38-00100,79,3,11,284,22983
2,5,1,0,7,0,38-00100,78,N,N,471,1158
2,N,1,2,0,0,19-01700,39,5,7,77,8077
1,1,1,1,2,0,51-01301,68,0,2,197,22854
2,6,1,2,5,0,06-07502,32,0,N,485,8328
1,6,2,0,7,0,29-01901,45,N,N,268,17955
1,5,1,1,0,0,26-02702,53,0,3,0,11904
2,4,1,1,3,0,51-51255,59,0,N,137,18563
1,3,1,1,0,0,38-00100,21,4,6,40,5834
1,N,2,1,7,0,28-01100,66,9,12,77,10305
2,2,2,1,3,0,36-04010,90,2,3,10,16287
1,N,1,2,7,1,24-01004,8,2,11,127,17771
1,5,2,1,8,0,01-01301,18,0,N,57,23244
2,1,1,1,4,0,26-02702,84,0,2,138,12532
2,4,6,0,7,0,17-03529,56,N,N,333,22717
1,4,1,1,8,0,26-02702,19,0,2,501,1826
2,1,1,1,0,0,51-51255,60,0,2,498,20917
2,1,1,1,2,0,51-01301,40,0,2,457,277
2,2,1,2,9,0,26-02702,34,3,11,93,9703
2,3,2,2,0,0,17-03529,63,0,3,239,15830
1,5,2,2,1,0,01-01301,23,0,N,405,8308
1,1,6,1,4,0,32-00405,54,0,2,486,8971
2,1,8,1,7,4,28-01100,57,0,2,501,2142
2,5,8,2,8,1,32-00405,7,0,3,114,6032
1,N,1,1,7,0,06-08507,87,2,9,450,25831
1,6,8,1,9,4,36-03710,45,2,4,501,20263
1,2,1,1,0,0,08-00803,52,2,4,63,18355
1,5,2,2,3,0,29-01901,32,0,N,152,25647
1,N,1,1,7,0,30-00600,23,4,6,462,5187
2,5,1,1,N,0,40-00200,54,2,4,501,14954
1,3,1,1,8,0,51-01301,94,3,5,205,20736
2,5,1,1,2,0,19-01700,30,0,N,447,9362
2,6,2,1,6,0,19-01700,14,0,N,370,16642
2,4,1,2,2,0,19-01700,56,0,N,40,19256
2,6,1,2,5,0,38-00100,76,0,2,222,18461
2,3,2,1,8,0,17-03531,76,0,4,501,12212
1,6,2,1,2,0,36-03710,20,0,3,78,7166
2,N,6,2,2,0,06-08507,23,0,2,365,16361
2,6,2,1,2,0,29-01901,40,0,5,252,1940
2,4,2,1,6,0,17-03529,61,0,2,437,11320
1,4,1,1,7,0,28-01100,58,0,N,501,19806
2,5,1,1,2,0,08-00803,42,1,3,366,17928
2,3,1,1,5,0,19-01700,74,2,4,501,26569
2,3,1,2,5,0,38-00100,63,0,N,397,13200
1,3,2,1,6,0,13-04600,42,0,2,464,20317
1,1,1,1,4,0,06-08507,18,2,4,265,11967
2,2,1,2,3,0,38-00100,45,0,N,7,12101
2,N,1,1,7,0,06-08507,77,3,11,253,1604
1,N,1,0,3,0,28-01100,46,9,11,492,15122
1,5,6,1,0,0,06-08507,78,1,4,166,6071
1,N,2,2,6,0,17-03529,43,2,5,465,5857
1,2,1,2,8,0,19-01700,43,9,12,170,1736
2,3,1,2,2,0,29-01901,79,0,N,69,1405
2,3,6,1,0,0,06-08507,40,2,6,N,24601
1,1,1,1,7,0,40-00200,49,0,2,501,1195
2,2,1,2,3,4,24-01004,48,4,12,49,23504
2,6,2,1,7,0,17-03529,30,2,4,366,7034
2,3,1,1,7,0,08-00803,20,0,2,447,26470
2,5,1,1,7,0,38-00100,14,0,N,501,23102
2,1,8,1,0,1,32-00405,70,1,5,95,16856
1,N,6,1,3,0,51-01301,13,0,7,483,13479
2,6,3,1,4,0,40-00200,57,1,3,295,3621
2,3,1,2,8,0,38-00100,94,0,N,413,8112
1,4,2,2,3,0,17-03529,65,0,N,233,26065
2,3,1,1,8,0,29-01901,0,0,N,484,23343
1,3,3,1,8,0,40-00200,83,0,2,501,17618
1,6,6,0,9,0,24-01004,32,N,N,487,21325
1,5,8,2,9,1,32-00405,27,9,11,344,7088
2,4,2,1,7,0,13-04600,41,0,4,492,25990
2,6,2,2,3,0,29-01901,42,0,10,139,21145
1,1,1,1,N,0,06-07502,30,3,5,388,3577
2,6,1,1,1,0,19-01700,41,0,N,355,11728
2,1,6,1,0,0,24-01004,46,3,5,364,1883
1,3,1,1,N,0,51-51255,27,3,7,246,19576
2,3,2,1,0,0,13-04600,73,0,9,149,10699
1,1,6,1,1,0,06-08507,35,0,2,11,23698
1,2,8,1,2,4,06-07502,1,2,5,242,24741
2,N,1,1,9,0,06-08507,20,3,5,18,749
1,3,1,1,6,0,38-00100,79,5,11,382,13425
1,2,2,2,1,0,17-03531,56,0,8,278,19508
1,2,1,1,4,0,24-01004,49,0,3,212,25882
2,5,1,1,5,0,32-00405,31,0,2,25,26047
2,N,1,2,1,0,38-00100,62,4,6,430,14581
2,N,6,2,N,0,24-01004,2,0,2,484,8205
2,3,1,1,4,0,24-01004,27,0,N,221,15498
1,N,1,1,N,0,08-00803,41,1,3,407,5099
1,N,1,0,5,0,06-08507,55,6,11,249,4799
2,N,2,1,N,0,01-01301,14,2,6,501,5044
2,1,1,1,4,0,08-00803,66,0,2,140,17320
2,5,6,0,2,0,06-08507,74,N,N,203,8675
2,4,1,1,N,0,51-01301,51,1,3,263,22396
2,6,1,2,7,0,38-00100,51,0,N,496,9065
1,4,1,1,1,0,24-01004,70,0,2,15,22845
2,4,6,2,7,0,24-01004,9,0,N,378,8549
2,5,1,1,7,0,08-00803,32,1,3,456,20467
2,6,2,0,6,0,24-01004,31,4,9,437,23281
2,2,2,1,3,0,06-08507,54,0,N,470,4073
2,2,1,2,3,0,38-00100,74,0,N,439,8907
2,4,1,1,0,1,40-00200,74,0,N,501,9355
2,5,1,1,0,0,51-51255,29,0,2,289,24259
1,6,1,1,1,0,17-03529,16,2,6,86,2935
1,3,1,2,2,1,36-03710,35,3,5,73,17049
1,5,2,2,7,0,28-01100,9,0,N,501,22037
1,6,1,2,4,0,13-04600,43,0,N,98,23309
2,5,3,1,0,0,40-00200,31,0,N,2,4656
2,1,1,1,8,0,28-01100,56,3,5,108,20469
1,6,1,2,8,0,38-00100,54,0,N,501,19964
2,N,2,0,3,0,51-51255,70,6,10,284,24655
2,6,1,2,4,0,30-00600,19,0,N,303,7699
2,3,1,0,9,0,51-51255,13,N,N,129,22307
1,5,2,0,N,0,17-03531,54,5,12,299,14980
2,3,1,1,7,0,24-01004,67,0,2,501,6444
2,1,1,2,2,2,40-00200,52,1,10,343,19791
2,3,2,1,3,0,28-01100,55,0,N,157,13498
2,N,2,1,2,0,36-04010,2,0,3,131,9697
2,3,9,1,0,0,29-01901,72,0,2,354,15583
2,3,2,1,N,0,17-03529,49,0,9,291,17768
2,2,8,2,7,1,32-00405,67,0,N,497,2521
2,4,9,2,N,0,30-00600,43,0,6,386,23645
2,4,1,2,N,0,30-00600,27,3,7,58,27104
1,2,2,1,N,0,28-01100,93,0,5,428,12403
2,N,1,1,6,0,51-51255,16,3,5,427,7322
2,6,1,1,1,0,24-01004,32,3,5,501,21353
1,N,9,0,4,1,29-01901,22,6,N,165,2094
1,6,2,1,1,0,36-03710,15,0,N,501,11807
1,6,1,1,1,0,08-00803,25,0,N,22,14430
1,3,1,2,1,0,26-02702,63,2,5,480,3733
1,5,6,1,7,0,24-01004,30,0,2,281,4271
2,5,8,2,0,0,28-01100,26,0,4,0,1151
2,N,2,2,6,0,28-01100,26,0,7,124,775
2,2,1,1,5,0,06-07502,9,0,2,238,6614
2,5,1,1,8,0,06-08507,35,0,N,501,25644
2,4,1,2,0,0,19-01700,71,2,4,232,25727
2,5,1,2,6,0,24-01004,46,0,N,381,25837
1,2,2,2,N,0,13-04600,46,3,4,136,18815
2,1,1,1,5,0,13-04600,51,0,3,23,27082
1,5,2,2,7,0,36-04010,73,0,N,415,21755
1,2,9,0,0,0,32-00405,67,N,N,N,22842
1,5,2,2,6,0,28-01100,66,5,6,64,11728
1,1,1,1,7,0,30-00600,55,3,5,410,21066
2,N,6,0,7,0,06-08507,74,6,10,413,10000
1,2,1,2,5,0,30-00600,63,0,N,448,24810
1,2,6,2,5,0,17-03529,7,0,N,116,23995
2,5,1,2,4,0,30-00600,52,1,3,104,1073
2,1,2,2,3,0,13-04600,45,2,3,102,4307
1,N,1,2,7,0,19-01700,43,4,5,297,2588
2,N,1,1,3,0,30-00600,64,3,5,155,5534
2,4,6,1,0,0,06-08507,27,1,2,485,9175
2,5,1,2,0,0,32-00405,31,0,N,6,15370
1,6,3,2,3,0,30-00600,68,1,7,94,1202
1,1,1,1,2,0,51-51255,74,2,4,124,7771
2,2,2,1,4,0,28-01100,92,0,5,501,16154
2,3,2,0,0,0,36-03710,32,7,12,228,7258
1,6,1,0,4,0,13-04600,89,N,N,N,11118
2,4,1,1,N,0,51-51255,50,0,3,71,7789
2,6,2,0,0,0,51-01301,15,N,N,N,13455
1,4,1,2,0,0,38-00100,80,0,N,417,26225
1,5,2,2,6,0,29-01901,66,0,2,390,396
2,1,1,1,9,0,51-51255,66,2,4,119,3406
2,6,1,1,3,0,51-01301,48,0,N,137,17316
1,N,6,0,3,0,30-00600,80,N,8,37,13884
1,1,6,1,5,0,06-08507,34,0,2,214,25370
1,1,2,2,8,0,17-03529,68,0,2,150,16196
2,1,1,1,6,0,32-00405,66,3,5,341,19146
1,6,6,2,4,0,51-51255,20,0,N,247,13150
1,4,6,0,7,0,06-08507,22,N,N,288,26884
2,1,1,1,0,0,06-08507,56,0,2,163,9480
2,2,1,2,4,0,40-00200,31,0,2,356,4625
2,N,1,1,0,0,26-02702,42,6,8,441,21396
2,4,2,0,4,0,01-01301,35,1,10,147,3922
1,2,1,1,5,0,51-01301,55,0,N,120,5430
2,1,1,1,8,0,06-08507,77,0,2,501,25985
1,1,3,1,0,0,30-00600,83,0,2,194,20365
2,2,1,1,6,0,08-00803,56,2,4,74,13257
1,2,2,2,2,0,28-01100,19,0,N,81,7200
2,5,2,1,2,0,17-03529,82,0,N,408,19904
2,2,1,1,N,0,51-51255,2,2,4,87,13258
2,5,2,1,6,0,51-51255,28,1,11,500,472
2,4,1,1,7,0,38-00100,67,0,N,389,18070
2,2,3,2,1,0,40-00200,54,0,N,76,20437
1,2,1,1,2,0,19-01700,63,0,N,122,19178
2,3,2,1,5,0,01-01301,94,0,3,185,25248
2,6,2,2,0,0,36-03710,48,2,4,25,18719
1,1,1,1,5,0,26-02702,57,3,5,244,18008
1,3,2,2,3,0,36-03710,84,0,N,315,19076
2,1,2,2,2,0,01-01301,14,0,2,122,21983
2,3,2,2,5,0,17-03531,54,0,N,501,13772
1,4,1,1,1,0,38-00100,61,0,N,398,4208
1,1,1,2,9,0,17-03529,67,0,2,501,2955
1,2,8,1,N,4,51-51255,83,0,8,308,26008
1,N,6,0,0,0,51-01301,10,4,11,122,11871
2,3,2,1,2,0,51-51255,90,0,N,501,11785
1,6,1,0,9,0,17-03529,58,N,N,262,5204
1,N,9,1,3,0,06-08507,13,0,12,283,11842
1,4,2,2,3,0,17-03529,70,0,2,425,11966
1,N,1,1,3,0,38-00100,24,0,8,105,12899
1,5,1,1,6,0,51-51255,51,2,4,380,9988
1,4,1,1,1,0,30-00600,71,1,3,105,12672
2,1,1,1,9,0,01-01301,60,0,2,501,22317
1,3,2,2,N,0,51-01301,81,2,8,430,10465
2,3,1,2,8,0,30-00600,25,0,N,501,10210
2,1,1,1,N,0,08-00803,45,4,11,274,19824
1,N,2,1,0,0,28-01100,76,0,9,461,1902
1,6,1,1,8,0,30-00600,26,2,4,317,18710
2,1,1,2,1,0,19-01700,35,0,2,37,9361
1,3,2,0,8,0,17-03529,68,N,N,356,22205
2,N,2,2,3,0,32-00405,85,4,11,229,2439
2,5,1,2,2,0,08-00803,78,2,5,158,17505
1,5,1,1,5,0,24-01004,19,0,N,365,4445
2,3,2,1,N,0,29-01901,1,3,5,164,24920
2,4,2,2,6,0,13-04600,34,0,2,381,4656
2,5,2,2,1,0,01-01301,30,2,7,326,25045
2,5,1,2,5,0,38-00100,33,0,N,376,11010
2,N,6,2,3,0,51-01301,62,0,4,356,307
2,1,1,1,8,0,17-03529,63,0,2,150,16998
1,5,2,1,7,0,36-04010,21,0,2,501,6587
2,N,1,0,5,0,08-00803,6,6,11,79,4368
1,6,1,2,9,0,24-01004,6,0,N,501,5916
2,4,2,1,7,0,32-00405,48,0,N,261,15568
2,6,1,1,1,0,51-51255,24,0,N,501,23987
2,4,8,2,7,4,51-51255,44,0,10,501,14857
1,2,2,2,3,0,13-04600,83,2,7,131,26802
1,2,1,2,5,0,51-51255,77,0,N,234,24916
2,5,2,1,8,0,36-04010,62,0,3,501,14126
1,6,1,2,0,0,30-00600,47,0,N,107,13937
2,6,1,1,9,0,29-01901,55,1,2,213,10991
1,1,6,2,4,0,06-07502,85,0,2,175,16987
1,6,1,1,0,0,38-00100,23,1,3,488,17142
1,4,1,1,9,0,40-00200,29,3,5,415,20306
2,N,2,1,1,0,36-03710,62,7,12,213,10876
1,5,1,1,0,0,24-01004,38,0,N,372,2452
1,2,1,1,9,0,19-01700,35,0,N,338,2225
2,3,1,1,2,0,24-01004,95,0,2,61,20115
2,6,2,2,7,0,51-51255,57,0,N,209,19810
2,6,2,2,9,0,36-04010,18,0,N,501,11287
2,4,2,2,4,0,28-01100,23,2,5,471,2689
1,6,1,1,8,0,19-01700,25,0,N,501,21418
1,2,1,2,6,0,24-01004,76,0,N,318,26074
2,4,2,2,1,0,17-03529,45,1,3,11,941
2,5,9,2,4,0,06-08507,23,5,6,438,24719
2,5,6,1,8,0,29-01901,80,2,6,261,25209
1,4,1,0,3,0,30-00600,55,N,N,299,993
2,3,1,2,4,4,24-01004,62,0,N,111,1793
1,2,1,1,N,0,06-08507,17,3,5,366,23627
2,2,1,1,N,0,08-00803,48,0,2,501,2037
2,6,6,2,1,0,06-08507,39,0,N,423,19474
2,5,2,2,1,0,28-01100,61,0,8,327,2983
2,6,1,0,N,0,51-01301,1,4,12,440,26788
2,N,6,2,N,0,38-00100,3,4,6,363,25858
2,6,1,1,4,0,24-01004,27,2,4,239,20936
1,6,1,1,8,0,51-51255,37,0,N,501,22779
1,1,1,1,0,0,38-00100,28,0,3,254,20869
