,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
75,1,1,6,1,9,11,0,24-01004,N
76,1,6,2,1,1,5,0,17-03529,N
77,2,6,2,2,0,10,0,29-01901,9
78,2,N,2,1,N,3,0,36-04010,N
79,2,4,1,1,5,5,0,17-03529,N
80,1,1,9,2,9,9,0,51-01301,16
81,1,4,1,1,6,5,0,30-00600,7
82,1,3,3,1,4,5,0,30-00600,15
83,2,N,1,1,N,3,0,38-00100,N
84,1,1,2,1,8,5,0,13-04600,16
85,2,6,2,2,4,5,0,17-03529,3
86,2,6,1,1,3,4,0,38-00100,16
87,1,6,1,1,4,7,0,13-04600,13
88,1,1,1,1,6,5,0,30-00600,3
89,1,5,2,1,2,9,0,36-04010,N
90,2,N,2,2,N,N,0,51-51255,N
91,2,6,1,1,3,5,0,40-00200,15
92,1,1,1,1,9,10,2,30-00600,N
93,2,6,1,1,9,8,0,51-51255,9
94,2,6,2,1,6,8,0,13-04600,1
95,2,4,9,2,2,6,0,32-00405,6
96,2,1,1,1,7,9,0,38-00100,10
97,2,1,1,1,4,5,0,24-01004,N
98,1,N,8,1,N,2,4,32-00405,N
99,1,3,2,2,3,7,0,01-01301,14
100,2,6,1,1,4,7,0,19-01700,10
101,2,1,2,1,0,5,0,28-01100,N
102,2,6,1,2,0,7,0,38-00100,N
103,2,1,2,1,5,11,0,06-07502,11
104,1,1,1,1,8,11,0,51-01301,10
105,2,4,3,1,7,7,0,01-01301,11
106,2,6,1,1,4,5,0,38-00100,12
107,2,N,2,1,N,3,0,01-01301,N
108,2,1,2,1,1,7,0,17-03529,6
109,1,1,8,1,2,4,0,32-00405,11
110,2,3,6,1,5,10,0,06-07502,13
111,2,2,2,2,5,7,0,17-03529,10
112,2,6,2,2,0,4,0,36-03710,N
113,1,4,1,1,5,7,0,19-01700,12
114,1,1,2,0,7,8,0,13-04600,6
115,2,1,2,1,4,10,0,26-02702,N
116,2,1,1,1,9,10,0,06-08507,10
117,1,6,2,2,1,7,0,29-01901,10
118,2,1,2,1,2,7,0,13-04600,N
119,2,1,2,2,3,2,0,17-03531,N
120,2,1,1,1,3,10,0,08-00803,N
121,2,1,1,2,7,5,0,40-00200,4
122,1,6,2,1,2,7,0,28-01100,9
123,2,1,1,2,0,5,0,24-01004,N
124,2,6,1,1,3,2,0,24-01004,N
125,1,N,1,1,N,2,0,06-08507,N
126,2,6,1,0,5,7,0,19-01700,N
127,2,N,1,2,N,3,1,32-00405,N
128,2,1,1,1,0,5,0,38-00100,N
129,1,4,6,2,2,8,1,32-00405,N
130,1,N,1,1,N,N,0,51-51255,N
131,1,1,1,1,8,9,0,24-01004,3
132,2,6,1,2,0,11,0,06-07502,N
133,1,1,1,0,8,6,0,08-00803,16
134,1,1,1,1,9,10,0,51-51255,9
135,2,4,3,2,9,10,0,06-07502,10
136,1,6,2,2,5,8,0,17-03531,4
137,2,1,3,1,6,5,0,40-00200,11
138,1,1,9,1,9,4,2,17-03531,5
139,2,4,1,1,7,9,0,38-00100,7
140,2,4,2,1,3,4,0,36-04010,N
141,2,6,1,1,2,3,0,24-01004,N
142,1,6,9,2,1,7,0,17-03529,N
143,1,1,2,1,6,5,0,13-04600,3
144,1,1,1,1,0,5,0,28-01100,N
145,1,6,1,2,1,10,0,24-01004,10
146,1,6,1,1,3,7,0,08-00803,N
147,2,1,1,2,0,10,0,51-51255,N
148,1,N,3,1,N,3,0,38-00100,N
149,1,1,6,2,0,5,0,06-07502,12
150,1,4,1,1,4,7,0,30-00600,10
151,2,N,1,1,N,2,0,01-01301,N
152,2,6,1,2,1,4,0,26-02702,14
153,1,4,2,1,1,5,0,17-03531,6
154,1,1,1,1,9,10,0,51-01301,8
155,1,6,2,1,5,5,0,13-04600,N
156,2,6,1,1,3,5,0,36-04010,15
157,2,1,1,1,0,7,0,51-51255,N
158,1,1,6,1,3,4,0,38-00100,8
159,1,4,8,2,2,8,4,32-00405,6
160,1,1,2,2,9,7,0,13-04600,8
161,1,6,1,1,4,10,0,24-01004,N
162,2,1,2,1,4,5,0,17-03529,N
163,1,1,9,1,8,12,0,51-51255,6
164,1,1,1,2,5,6,0,40-00200,3
165,2,6,1,1,6,7,0,19-01700,14
166,1,6,2,0,8,10,0,13-04600,10
167,2,1,1,2,8,10,0,06-08507,15
168,1,6,8,0,7,10,2,36-03710,10
169,1,6,2,1,0,10,0,51-01301,18
170,1,6,1,1,2,3,0,51-01301,N
171,1,1,1,1,5,5,0,40-00200,15
172,1,1,2,2,9,7,0,32-00405,12
173,2,N,2,0,N,N,0,51-51255,N
174,2,1,1,1,8,9,4,08-00803,6
175,2,1,2,0,4,9,4,36-04010,7
176,2,2,2,1,0,4,0,32-00405,N
177,1,N,2,2,N,3,0,19-01700,N
178,2,4,1,1,0,9,0,51-01301,N
179,1,6,6,2,7,5,0,06-07502,10
180,1,1,1,1,9,10,0,24-01004,6
181,1,1,1,1,9,9,0,06-08507,12
182,2,4,1,2,0,4,0,32-00405,N
183,1,1,6,1,2,11,0,24-01004,N
184,1,1,2,0,7,9,0,13-04600,10
185,2,N,1,1,N,3,0,28-01100,N
186,1,1,8,1,5,5,0,17-03529,12
187,1,1,2,2,5,9,4,36-03710,10
188,2,6,2,1,6,8,0,01-01301,12
189,1,1,2,1,9,9,0,36-04010,4
190,1,1,1,2,1,4,0,24-01004,5
191,1,4,1,1,6,9,0,19-01700,7
192,2,1,1,1,2,4,0,19-01700,N
193,1,6,2,1,5,4,0,28-01100,3
194,2,6,2,2,1,7,0,17-03529,14
195,2,6,1,1,0,9,0,30-00600,N
196,1,1,2,1,0,4,0,28-01100,N
197,2,6,9,2,4,9,0,06-08507,N
198,2,6,1,0,9,11,0,08-00803,N
199,1,1,2,1,3,7,0,17-03531,N
200,2,N,1,1,N,1,0,51-51255,N
201,2,1,2,1,7,5,0,17-03531,11
202,2,N,1,2,N,3,0,24-01004,N
203,1,1,1,1,0,7,0,30-00600,N
204,2,N,2,0,N,3,0,36-04010,N
205,2,N,6,1,N,3,0,06-08507,N
206,2,3,1,1,5,5,0,17-03531,N
207,2,1,1,2,9,10,0,01-01301,10
208,1,1,1,1,0,5,0,38-00100,N
209,2,N,5,1,N,3,0,38-00100,N
210,2,1,6,2,8,10,0,51-01301,15
211,1,6,2,2,6,5,0,29-01901,N
212,1,1,1,1,2,3,0,30-00600,0
213,1,6,1,2,2,6,0,32-00405,N
214,1,6,8,0,2,6,0,36-03710,N
215,1,1,9,2,8,9,0,08-00803,4
216,1,2,1,1,9,11,1,38-00100,12
217,2,5,6,2,2,10,0,06-08507,14
218,2,6,1,1,2,12,0,51-51255,N
219,1,1,1,1,8,11,0,24-01004,18
220,2,1,9,2,4,7,0,17-03531,6
221,1,1,1,2,3,6,0,19-01700,N
222,1,N,1,1,N,3,0,19-01700,N
223,1,6,1,2,2,3,0,08-00803,10
224,2,6,8,0,2,5,0,32-00405,6
225,2,6,8,1,3,6,0,32-00405,12
226,1,6,1,1,0,6,0,38-00100,6
227,2,6,6,1,7,8,0,08-00803,16
228,2,1,1,2,9,9,0,24-01004,11
229,1,3,1,1,6,7,0,19-01700,10
230,2,N,3,1,N,3,0,40-00200,N
231,1,6,1,1,5,7,0,40-00200,11
232,2,6,1,1,0,5,0,40-00200,N
233,2,6,2,1,1,7,0,29-01901,N
234,1,N,6,1,N,3,0,24-01004,N
235,1,6,2,2,1,5,0,17-03529,6
236,1,1,2,2,3,2,4,36-03710,14
237,2,4,2,1,9,10,0,17-03529,N
238,2,6,9,1,1,7,0,19-01700,N
239,2,6,6,1,3,9,0,06-08507,N
240,2,6,1,1,2,9,0,30-00600,N
241,2,1,1,1,0,3,1,38-00100,18
242,1,1,1,1,7,9,0,38-00100,10
243,1,N,1,2,N,3,0,06-07502,N
244,1,1,1,2,4,3,0,06-07502,14
245,2,5,1,2,7,5,0,51-51255,13
246,2,6,1,1,1,9,4,08-00803,N
247,2,6,1,1,9,10,0,24-01004,10
248,1,N,1,1,N,10,0,08-00803,N
249,1,1,1,1,2,7,0,51-51255,N
250,2,6,2,2,1,7,0,29-01901,14
251,1,1,2,1,5,7,0,17-03531,3
252,2,6,1,1,0,5,0,51-51255,N
253,1,6,1,1,8,10,0,08-00803,10
254,2,1,6,2,8,9,1,08-00803,10
255,1,6,1,2,0,4,0,24-01004,3
256,2,6,1,1,7,12,0,24-01004,15
257,1,4,2,2,2,6,4,32-00405,15
258,2,6,9,2,5,5,1,32-00405,14
259,2,4,1,2,7,12,0,51-01301,12
260,1,4,1,1,6,5,1,19-01700,6
261,2,6,1,1,7,9,0,51-01301,12
262,2,1,1,2,9,11,0,24-01004,6
263,2,1,1,1,4,9,0,08-00803,4
264,1,N,2,2,6,8,0,28-01100,12
265,2,6,9,2,1,4,0,06-07502,N
266,2,1,1,1,9,12,0,51-51255,11
267,2,1,1,2,0,8,0,26-02702,N
268,2,6,1,1,3,9,0,38-00100,N
269,2,1,1,1,2,7,0,38-00100,N
270,1,4,1,1,0,3,0,24-01004,N
271,2,4,1,1,3,7,0,40-00200,15
272,2,6,2,1,0,5,0,17-03531,N
273,1,6,1,2,1,9,0,51-51255,11
274,2,6,2,1,0,7,0,36-04010,N
275,1,6,2,1,7,10,0,24-01004,N
276,2,3,1,1,4,4,0,38-00100,11
277,1,1,2,2,8,7,0,29-01901,10
278,1,1,9,1,1,9,0,24-01004,16
279,1,1,1,2,7,5,0,08-00803,8
280,1,4,2,1,6,3,0,24-01004,7
281,2,4,1,1,5,8,0,30-00600,11
282,1,1,1,1,9,11,0,24-01004,7
283,1,1,1,1,8,10,0,06-08507,16
284,2,N,2,2,N,2,0,28-01100,N
285,1,1,1,1,5,5,0,28-01100,14
286,1,1,1,2,8,10,0,51-51255,11
287,2,5,1,0,4,7,0,08-00803,10
288,2,1,6,2,7,10,0,06-08507,N
289,1,5,1,2,3,5,0,30-00600,N
290,1,5,1,2,2,4,0,30-00600,14
291,1,6,1,1,4,5,0,40-00200,9
292,2,6,1,2,0,4,0,08-00803,N
293,2,6,1,1,7,9,0,51-01301,4
294,2,6,1,1,3,4,0,40-00200,10
295,1,6,1,1,4,11,0,51-01301,N
296,2,1,2,2,0,3,0,36-04010,N
297,2,6,1,1,1,9,0,30-00600,14
298,1,N,3,1,N,3,1,40-00200,N
299,2,6,6,2,7,10,0,06-08507,10
300,1,2,1,1,9,8,0,38-00100,10
301,2,1,1,2,6,7,0,17-03529,9
302,1,6,1,1,2,9,0,30-00600,14
303,1,1,2,2,9,10,0,51-51255,16
304,1,N,2,2,N,2,4,51-51255,N
305,2,N,6,1,N,N,0,40-00200,N
306,1,6,2,2,3,7,0,13-04600,N
307,1,6,1,1,4,6,0,19-01700,12
308,1,1,1,1,8,8,0,38-00100,10
309,2,1,1,1,8,9,0,06-07502,8
310,2,6,1,1,0,5,0,40-00200,N
311,2,1,1,0,7,7,0,26-02702,12
312,2,6,1,0,0,12,0,08-00803,N
313,1,6,2,1,8,8,1,32-00405,10
314,1,N,1,1,N,3,0,51-01301,N
315,2,1,1,1,9,10,0,24-01004,10
316,1,6,2,0,4,8,0,36-04010,6
317,1,6,1,2,3,5,0,06-08507,7
318,1,N,1,1,N,3,0,24-01004,N
319,2,3,2,1,2,10,0,28-01100,10
320,2,N,2,1,N,2,0,28-01100,N
321,2,N,2,2,N,N,0,17-03531,N
322,1,6,1,1,9,9,0,24-01004,5
323,1,4,1,1,2,7,0,30-00600,N
324,2,6,1,1,4,9,0,38-00100,16
325,1,6,2,1,0,11,0,51-51255,N
326,2,1,6,2,6,5,0,36-04010,11
327,2,6,1,1,6,10,0,51-51255,11
328,1,4,9,2,1,7,0,40-00200,N
329,2,1,1,2,6,7,0,29-01901,N
330,1,6,4,1,1,9,0,06-07502,14
331,2,6,1,2,6,6,0,08-00803,16
332,1,1,1,1,9,10,0,17-03529,10
333,2,1,1,1,4,3,0,19-01700,14
334,1,5,1,1,4,5,0,38-00100,N
335,1,6,2,2,9,9,0,17-03529,10
336,1,4,1,2,2,5,0,26-02702,N
337,1,4,1,1,3,5,0,38-00100,N
338,2,N,2,2,N,3,2,36-03710,N
339,2,1,1,1,8,11,0,24-01004,16
340,2,6,1,1,4,10,0,24-01004,11
341,2,6,2,0,1,7,0,13-04600,11
342,1,4,3,2,3,4,0,38-00100,9
343,2,1,2,1,9,12,0,24-01004,15
344,1,N,9,1,N,3,0,30-00600,N
345,1,N,1,1,N,3,0,51-01301,N
346,1,1,9,1,6,5,0,40-00200,12
347,1,6,2,1,2,6,0,19-01700,14
348,1,1,6,2,3,12,2,26-02702,12
349,1,1,6,2,9,11,0,06-07502,10
350,2,N,1,2,N,2,0,38-00100,N
351,2,1,2,1,6,7,0,26-02702,N
352,2,6,6,2,1,4,0,06-07502,N
353,2,3,1,1,6,9,0,06-08507,14
354,1,1,1,0,9,12,0,24-01004,15
355,1,1,1,1,3,3,0,38-00100,13
356,1,1,1,1,4,9,0,19-01700,N
357,1,1,1,1,7,9,0,08-00803,7
358,1,N,1,1,N,3,0,19-01700,N
359,1,N,2,1,N,3,0,01-01301,N
360,1,N,1,1,N,3,0,19-01700,N
361,2,N,1,2,N,2,4,32-00405,N
362,1,1,1,2,5,7,0,36-03710,7
363,1,1,1,2,7,11,0,24-01004,6
364,2,1,2,1,8,9,0,19-01700,12
365,2,N,1,2,N,N,0,30-00600,N
366,2,N,1,2,N,3,0,24-01004,N
367,1,6,3,1,1,5,0,38-00100,10
368,1,6,2,0,0,5,0,01-01301,13
369,2,4,1,1,6,9,0,19-01700,10
370,1,1,1,1,7,9,0,24-01004,6
371,1,N,2,1,N,1,0,01-01301,N
372,2,1,1,2,3,5,0,29-01901,N
373,1,1,1,1,9,10,0,38-00100,N
374,2,1,1,1,2,4,0,19-01700,N
375,2,1,1,0,2,4,4,32-00405,11
376,2,N,1,2,N,1,0,06-07502,N
377,2,N,2,2,N,2,0,13-04600,N
378,2,1,2,1,8,10,0,29-01901,9
379,1,6,2,0,5,8,0,13-04600,N
380,1,6,1,1,3,10,0,24-01004,10
381,2,N,2,2,N,3,0,36-04010,N
382,2,6,1,1,0,5,0,19-01700,N
383,1,6,1,2,9,10,0,24-01004,4
384,2,1,2,2,8,7,0,28-01100,4
385,1,1,1,1,8,10,0,26-02702,10
386,2,4,1,1,8,9,0,51-01301,12
387,1,1,1,1,8,7,0,06-08507,15
388,2,6,2,1,7,9,0,36-04010,12
389,1,N,2,1,N,2,0,29-01901,N
390,2,1,1,2,5,9,0,40-00200,11
391,1,1,1,1,5,5,0,38-00100,N
392,2,6,3,2,3,9,0,30-00600,12
393,1,6,6,1,7,9,0,51-51255,10
394,1,1,6,1,8,9,0,06-08507,10
395,2,6,2,1,1,5,0,36-04010,15
396,1,1,2,2,6,7,0,13-04600,4
397,2,6,3,1,9,8,0,30-00600,10
398,2,6,1,1,2,9,0,30-00600,14
399,1,6,1,1,7,9,0,30-00600,16
400,2,1,2,1,8,10,0,17-03529,12
401,2,N,2,2,N,3,0,17-03531,N
402,2,6,1,1,8,12,0,08-00803,6
403,2,N,1,2,N,3,0,51-51255,N
404,1,6,1,1,4,5,0,08-00803,9
405,1,6,6,2,3,7,0,06-07502,N
406,2,6,1,1,5,7,1,38-00100,14
407,1,6,1,2,0,9,0,51-51255,7
408,2,N,2,2,N,3,0,36-04010,N
409,1,1,1,2,9,9,0,08-00803,N
410,2,4,2,2,5,7,0,17-03529,12
411,2,1,2,1,9,9,0,13-04600,9
412,2,1,2,1,9,9,0,28-01100,10
413,2,5,1,2,5,7,0,51-51255,N
414,2,3,1,1,6,5,0,40-00200,12
415,1,1,1,1,9,10,0,51-01301,9
416,2,3,2,1,6,9,0,29-01901,14
417,2,6,2,2,0,9,1,08-00803,N
418,1,1,2,1,7,7,0,01-01301,N
419,2,N,2,2,N,1,0,01-01301,N
420,1,1,2,1,9,11,0,17-03529,16
421,1,6,3,1,0,5,0,30-00600,N
422,1,N,1,1,N,2,0,24-01004,N
423,1,1,1,1,9,7,0,40-00200,9
424,1,N,1,1,N,3,0,24-01004,N
425,1,4,1,1,5,10,0,38-00100,15
426,2,1,9,1,3,7,0,40-00200,14
427,1,3,1,1,6,9,0,38-00100,15
428,1,5,1,1,4,5,0,19-01700,13
429,2,1,2,2,9,10,1,51-51255,16
430,2,1,6,2,8,10,0,51-01301,11
431,1,6,1,1,0,7,0,26-02702,14
432,2,N,2,1,N,2,0,36-04010,N
433,2,1,1,2,7,12,0,17-03529,14
434,1,N,1,1,N,N,0,24-01004,N
435,1,6,1,1,8,12,0,24-01004,7
436,2,6,2,1,8,5,0,13-04600,N
437,2,N,2,1,N,1,0,36-04010,N
438,1,N,1,2,N,3,0,19-01700,N
439,1,3,1,2,7,5,0,19-01700,7
440,1,6,2,0,1,7,0,29-01901,5
441,1,1,1,1,9,10,0,38-00100,10
442,1,N,1,1,N,3,0,32-00405,N
443,2,6,2,2,2,5,0,01-01301,N
444,2,6,1,2,0,3,0,19-01700,18
445,2,1,1,1,6,10,0,26-02702,11
446,2,1,1,1,2,3,0,40-00200,N
447,2,6,1,2,9,10,4,51-51255,16
448,1,4,1,1,0,5,0,38-00100,0
449,1,N,1,2,N,N,0,19-01700,N
450,1,4,2,1,0,9,0,29-01901,N
451,2,6,1,2,2,5,0,30-00600,14
452,2,4,6,2,2,7,0,32-00405,N
453,1,6,1,2,6,10,0,24-01004,11
454,1,1,6,2,0,7,0,06-07502,7
455,1,1,1,1,3,4,0,24-01004,9
456,1,6,1,0,2,5,0,38-00100,N
457,1,6,1,1,9,10,0,06-07502,10
458,1,2,1,1,0,4,0,38-00100,11
459,1,3,2,2,2,6,1,32-00405,14
460,1,1,1,0,2,1,0,19-01700,10
461,1,N,7,2,N,3,0,06-07502,N
462,1,6,1,2,3,5,1,32-00405,N
463,1,3,6,1,2,12,0,06-08507,N
464,1,1,2,1,0,7,0,13-04600,N
465,2,1,2,2,4,7,0,36-04010,N
466,2,4,9,2,6,5,0,40-00200,12
467,1,3,2,0,1,7,0,29-01901,N
468,1,1,2,1,0,7,0,28-01100,N
469,2,1,1,1,7,7,0,28-01100,N
470,1,6,6,1,9,5,0,32-00405,9
471,1,6,1,1,2,4,0,26-02702,14
472,2,6,1,2,7,9,2,51-51255,12
473,1,N,1,2,N,2,4,36-03710,17
474,1,6,1,1,4,11,0,24-01004,N
475,2,6,1,1,1,9,0,24-01004,14
476,2,1,1,1,9,9,0,51-01301,4
477,2,N,2,1,N,2,0,17-03531,N
478,1,2,2,1,5,5,0,36-04010,11
479,2,N,1,1,N,3,0,24-01004,N
480,1,N,1,1,N,3,0,30-00600,N
481,1,4,6,1,4,10,0,24-01004,4
482,1,6,2,1,1,5,0,28-01100,14
483,2,3,2,1,0,9,0,36-04010,N
484,2,2,2,2,7,7,0,01-01301,16
485,2,2,1,1,0,7,0,01-01301,18
486,1,6,6,1,0,4,0,40-00200,7
487,2,1,1,1,9,10,0,38-00100,9
488,2,6,2,1,1,4,0,36-04010,14
489,2,N,3,1,N,3,0,40-00200,N
490,2,1,1,2,8,9,0,08-00803,4
491,1,N,2,2,N,3,0,17-03531,N
492,1,1,2,0,0,7,0,13-04600,N
493,2,1,3,2,6,5,0,40-00200,12
494,1,3,6,1,9,10,0,06-08507,3
495,1,1,1,1,9,11,0,51-51255,3
496,1,1,2,1,9,9,0,51-51255,16
497,2,6,1,1,1,7,0,13-04600,6
498,2,6,6,2,3,9,0,24-01004,N
499,1,N,1,0,N,2,0,40-00200,N
500,2,6,1,1,4,8,0,30-00600,N
501,1,1,6,1,9,9,0,06-08507,10
502,2,1,1,1,1,10,0,24-01004,12
503,1,6,1,1,0,4,4,24-01004,7
504,1,6,1,2,8,10,0,51-01301,16
505,1,1,1,1,2,7,0,38-00100,N
506,1,4,1,1,5,9,0,28-01100,N
507,2,2,1,1,7,7,0,38-00100,12
508,1,1,1,2,2,4,0,24-01004,14
509,2,1,1,2,3,7,0,06-07502,8
510,1,N,1,2,N,3,4,36-03710,N
511,1,1,1,1,8,12,0,08-00803,16
512,1,6,1,1,8,9,0,24-01004,17
513,2,4,6,2,8,10,0,06-07502,13
514,2,1,1,2,1,9,0,08-00803,N
515,1,4,6,2,8,9,0,06-07502,10
516,1,6,6,1,1,5,0,51-51255,14
517,2,3,1,0,6,9,0,29-01901,12
518,2,6,6,2,6,7,0,19-01700,16
519,2,1,2,1,2,3,0,36-04010,12
520,2,N,1,2,N,3,1,06-07502,N
521,1,3,1,1,2,10,0,08-00803,N
522,2,N,2,2,N,3,4,32-00405,N
523,1,1,1,1,7,9,0,40-00200,3
524,1,6,9,1,2,4,0,40-00200,10
525,2,N,1,2,N,3,0,06-07502,14
526,2,4,6,1,3,7,0,40-00200,15
527,1,6,6,2,2,10,0,06-08507,14
528,2,6,3,1,3,7,0,40-00200,6
529,1,6,1,2,0,1,0,06-07502,N
530,2,1,1,1,2,8,0,30-00600,6
531,2,6,1,2,3,9,0,51-51255,N
532,1,6,2,2,0,4,0,32-00405,N
533,1,1,1,1,2,8,0,38-00100,N
534,1,4,1,1,4,5,1,19-01700,12
535,2,6,1,2,4,5,0,06-07502,N
536,1,N,2,2,N,2,4,36-03710,N
537,2,N,1,1,N,3,1,38-00100,N
538,1,4,2,0,3,8,1,13-04600,12
539,2,N,1,1,N,1,0,17-03529,N
540,2,N,1,0,N,N,0,30-00600,N
541,1,1,1,2,3,7,0,17-03529,7
542,2,4,6,1,6,7,0,26-02702,3
543,2,1,1,2,9,10,0,24-01004,10
544,2,6,1,1,8,9,0,24-01004,10
545,1,6,6,1,9,10,0,24-01004,10
546,2,1,2,2,9,7,1,32-00405,11
547,2,1,2,1,0,7,0,36-04010,N
548,1,1,6,1,9,8,0,06-08507,6
549,1,4,1,2,3,8,0,51-01301,10
550,2,1,1,1,9,5,0,38-00100,11
551,1,1,9,1,8,9,0,51-01301,0
552,2,1,1,2,5,9,0,24-01004,9
553,2,2,1,1,7,9,0,24-01004,10
554,2,N,9,0,N,N,0,32-00405,N
555,1,1,2,1,9,9,1,13-04600,10
556,1,1,1,2,2,5,0,38-00100,10
557,1,N,1,2,N,3,0,40-00200,N
558,1,1,1,1,5,8,0,30-00600,12
559,2,1,3,1,4,9,0,38-00100,N
560,1,6,1,2,4,5,0,38-00100,N
561,1,1,1,1,5,5,0,30-00600,11
562,2,6,2,2,7,6,0,29-01901,12
563,2,6,1,1,8,9,0,51-51255,12
564,2,6,1,1,0,5,0,40-00200,N
565,1,1,2,2,2,8,0,17-03529,N
566,2,2,2,0,0,4,0,28-01100,14
567,2,1,9,2,7,4,0,17-03529,11
568,1,6,1,1,3,7,0,19-01700,N
569,1,6,1,2,3,5,0,24-01004,13
570,1,1,1,0,1,4,1,36-03710,3
571,2,6,1,2,6,8,0,24-01004,10
572,1,6,1,1,2,5,0,38-00100,0
573,2,1,1,1,9,10,0,24-01004,9
574,2,1,6,2,N,3,0,51-01301,N
575,2,1,1,1,1,9,0,30-00600,11
576,2,N,1,1,N,1,0,40-00200,N
577,2,6,1,1,5,10,0,08-00803,0
578,2,6,1,1,5,8,0,30-00600,14
579,1,1,6,1,9,10,0,06-08507,10
580,1,1,1,2,9,9,4,51-51255,16
581,1,6,6,2,0,7,0,17-03529,7
582,2,6,2,1,0,4,0,29-01901,N
583,1,6,1,1,0,4,0,38-00100,N
584,1,1,6,1,8,9,0,06-08507,7
585,1,6,2,1,3,3,0,36-04010,14
586,1,2,1,1,5,5,0,30-00600,10
587,1,6,2,1,8,11,0,17-03531,10
588,2,6,1,1,0,7,0,38-00100,N
589,2,6,1,2,8,9,0,06-07502,7
590,2,6,1,1,6,9,0,24-01004,14
591,1,1,1,1,2,10,1,06-08507,N
592,2,5,1,1,7,9,0,24-01004,16
593,2,4,6,1,2,10,0,24-01004,6
594,1,6,9,1,0,5,0,38-00100,N
595,2,1,2,2,0,7,0,28-01100,18
596,2,N,1,1,N,3,0,30-00600,N
597,1,N,2,2,N,3,1,32-00405,N
598,1,1,1,1,9,9,0,24-01004,4
599,1,1,1,2,8,6,0,32-00405,5
600,2,1,1,2,8,6,0,08-00803,10
601,1,6,2,0,1,5,0,01-01301,14
602,1,6,1,1,2,6,0,19-01700,4
603,1,1,3,1,9,8,0,30-00600,4
