SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
2,3,6,2,1,0,06-08507,61,4,6,6,2
2,6,2,1,N,0,51-51255,34,0,4,501,2
2,1,2,1,9,0,17-03529,78,1,3,501,2
2,N,2,1,9,0,36-03710,9,0,3,501,2
2,4,2,2,0,0,13-04600,66,0,N,61,2
2,N,1,1,8,0,51-01301,12,3,5,501,2
1,1,1,1,5,0,30-00600,74,0,2,222,2
2,1,1,1,9,0,24-01004,57,0,2,501,2
1,6,2,0,0,0,08-00803,18,0,N,N,2
1,1,1,1,3,4,38-00100,46,3,5,114,2
1,6,3,2,3,1,13-04600,26,0,N,173,2
1,N,2,1,1,0,36-04010,7,5,7,353,2
2,6,1,2,6,0,19-01700,20,1,3,13,2
1,6,1,2,1,0,17-03531,19,N,N,7,2
2,1,1,1,N,0,24-01004,53,1,3,501,2
2,6,1,1,8,0,51-01301,54,0,N,501,2
1,6,8,0,7,0,32-00405,20,3,4,126,2
1,1,1,1,8,4,38-00100,85,2,6,501,2
2,1,2,2,4,0,17-03531,64,1,3,189,2
1,2,3,1,9,0,40-00200,51,1,3,501,2
2,1,1,2,5,0,51-51255,93,1,2,406,2
2,1,9,1,3,0,06-07502,56,0,2,496,2
2,1,1,1,9,0,06-07502,59,1,3,501,2
1,1,2,1,0,0,29-01901,68,1,4,501,2
1,1,6,1,2,0,24-01004,56,0,2,501,2
2,1,3,1,N,0,40-00200,60,0,2,0,2
2,1,2,2,8,0,28-01100,48,0,2,129,2
1,5,2,0,1,0,13-04600,40,1,3,N,2
1,6,1,1,8,0,26-02702,29,2,3,501,2
2,N,1,2,3,2,28-01100,12,0,2,339,2
1,1,1,1,N,0,40-00200,66,0,2,3,1
2,1,1,2,N,0,08-00803,67,0,2,501,2
1,6,1,2,9,0,24-01004,17,0,N,501,2
1,1,1,1,0,0,24-01004,67,0,2,501,2
1,N,8,0,0,0,36-03710,7,0,8,N,2
1,5,1,2,7,0,40-00200,26,N,N,402,2
2,6,2,1,3,2,17-03531,65,4,6,139,2
2,1,1,2,1,0,08-00803,60,0,2,30,2
1,1,1,1,1,0,06-07502,67,1,3,501,2
1,N,1,1,2,0,51-51255,10,3,5,501,2
2,5,1,2,5,0,06-08507,49,3,6,501,2
1,N,2,2,2,0,17-03529,13,1,5,68,2
2,6,1,2,0,0,51-51255,21,0,N,0,2
1,4,8,1,6,0,36-03710,49,0,2,73,2
1,1,6,2,7,0,06-08507,32,3,5,501,2
2,6,2,1,4,0,19-01700,22,0,N,391,2
1,1,1,1,7,0,51-01301,41,1,3,501,2
2,1,9,1,9,0,06-07502,39,0,3,501,2
1,4,1,1,0,0,06-07502,52,0,2,488,2
1,6,2,0,3,0,13-04600,93,0,N,126,2
1,4,1,1,5,0,06-08507,48,0,N,501,2
2,1,1,1,8,0,08-00803,43,0,2,501,2
2,4,2,1,N,0,13-04600,78,0,N,501,2
1,1,1,1,0,0,51-51255,38,3,5,0,2
2,6,2,2,3,0,28-01100,16,N,N,399,2
1,1,2,1,0,0,17-03531,39,2,5,311,2
2,1,1,2,7,2,06-08507,41,2,4,345,2
1,1,1,1,2,1,30-00600,68,0,3,122,2
2,6,2,1,0,0,28-01100,16,0,N,307,2
1,6,1,0,1,0,08-00803,21,3,5,N,2
2,4,2,2,9,0,17-03529,49,N,N,501,2
2,N,6,1,1,0,06-08507,8,0,4,501,2
2,2,2,2,2,0,29-01901,50,0,N,222,2
2,1,9,1,9,0,17-03529,62,0,3,501,2
2,6,2,2,5,0,13-04600,26,3,5,391,2
2,1,1,1,N,0,26-02702,33,0,3,327,2
2,4,2,1,N,0,17-03529,48,0,N,501,2
2,6,2,1,3,0,28-01100,21,0,N,30,2
2,1,1,1,8,0,51-01301,74,1,4,501,2
2,3,2,1,8,0,13-04600,72,N,N,501,2
1,1,2,0,6,0,17-03529,66,2,4,N,2
1,4,1,1,8,0,24-01004,56,0,3,501,2
2,2,2,2,1,0,13-04600,44,0,N,19,2
1,6,1,1,N,0,51-51255,50,1,5,40,2
1,5,1,1,1,0,29-01901,57,2,4,308,2
1,1,1,1,7,0,30-00600,73,1,3,501,2
1,1,1,1,7,0,06-08507,58,0,3,501,2
2,6,2,0,8,2,17-03529,29,0,N,161,2
2,1,1,1,N,0,24-01004,73,2,5,262,2
1,N,1,2,N,0,38-00100,7,0,4,34,2
1,6,1,1,8,0,51-51255,14,1,3,501,2
1,6,1,2,4,0,06-07502,31,0,5,177,2
1,1,1,1,6,0,08-00803,79,0,3,501,2
2,6,2,2,0,0,01-01301,31,2,3,54,2
2,1,2,2,2,0,17-03529,78,0,2,89,2
1,1,9,2,0,0,40-00200,49,2,4,343,2
2,6,6,1,9,0,06-08507,16,0,3,501,2
2,1,1,1,9,0,51-01301,47,2,3,501,2
1,6,1,1,4,0,30-00600,54,4,5,411,2
2,1,1,2,5,0,29-01901,75,0,8,488,2
1,6,3,2,6,0,30-00600,26,0,N,12,2
2,1,1,1,5,0,19-01700,65,2,4,222,2
1,N,1,1,N,0,51-01301,5,2,4,501,2
2,3,2,1,N,0,17-03531,67,0,N,142,2
2,6,9,0,0,0,40-00200,35,0,N,N,2
2,1,1,1,0,0,19-01700,67,2,3,501,2
1,2,2,2,N,0,01-01301,27,3,10,234,2
2,1,9,1,1,0,08-00803,46,0,2,501,2
1,6,2,1,4,0,28-01100,15,2,4,142,2
2,6,1,1,5,0,32-00405,48,0,N,294,2
2,3,1,1,N,0,51-51255,63,0,5,248,1
1,1,3,1,N,0,30-00600,65,0,2,501,2
1,1,1,1,N,0,24-01004,44,0,4,501,2
1,N,1,1,5,2,38-00100,4,0,7,343,2
2,4,8,1,8,0,19-01700,46,0,2,501,2
2,6,1,1,4,4,32-00405,25,0,N,209,2
1,4,2,1,9,0,06-08507,43,0,N,501,2
1,1,1,2,2,0,30-00600,62,2,4,80,2
1,4,2,1,N,0,17-03529,80,1,3,64,2
1,1,2,1,N,0,29-01901,45,3,5,317,2
1,N,1,1,3,0,24-01004,5,2,3,452,1
2,1,1,1,N,0,30-00600,31,1,3,351,2
2,1,2,2,N,1,28-01100,28,0,3,389,2
2,N,1,1,9,0,24-01004,0,0,4,501,2
2,1,6,1,4,0,06-08507,47,0,2,501,2
1,6,2,0,4,0,13-04600,21,3,5,N,2
2,3,1,1,8,0,06-07502,72,0,2,501,2
2,6,2,1,N,1,29-01901,19,0,3,212,2
2,6,1,0,0,0,26-02702,21,0,N,N,2
2,2,1,2,1,4,51-51255,79,0,N,43,2
2,1,1,2,7,0,51-51255,66,0,2,501,2
1,1,2,1,4,0,36-04010,60,0,2,415,2
2,1,1,1,9,0,32-00405,70,2,4,501,2
2,6,3,1,2,0,30-00600,79,N,N,467,2
2,1,1,1,5,0,28-01100,53,0,2,327,2
1,6,2,0,0,4,36-03710,20,0,N,N,2
1,6,2,2,N,0,29-01901,35,1,3,330,2
2,4,1,1,8,0,24-01004,51,0,2,501,2
2,1,2,1,6,0,36-04010,61,0,3,172,2
1,6,1,1,9,4,24-01004,74,0,N,501,2
1,1,1,1,0,0,36-04010,69,2,4,425,2
2,1,1,2,1,0,19-01700,85,0,2,354,2
2,6,1,2,2,0,08-00803,69,0,9,75,2
1,1,1,2,1,0,19-01700,39,2,4,337,2
2,N,1,1,0,0,26-02702,0,0,5,0,2
1,6,1,1,N,0,38-00100,24,0,2,501,2
1,6,1,1,8,0,36-04010,38,N,N,501,2
1,1,6,2,0,0,28-01100,37,2,3,0,2
2,1,1,1,3,1,38-00100,38,2,4,96,2
2,6,1,0,0,0,08-00803,19,0,N,N,2
2,6,3,1,2,0,30-00600,32,1,3,144,2
1,6,8,2,N,4,32-00405,25,0,N,245,1
2,1,8,2,2,0,32-00405,24,0,2,308,2
2,5,1,2,5,1,19-01700,50,N,N,258,2
1,1,6,2,7,0,06-07502,69,0,2,309,2
1,6,6,1,8,0,51-01301,86,0,3,501,2
2,3,6,2,3,0,32-00405,83,0,N,67,2
2,6,6,1,9,0,06-07502,37,0,N,501,2
2,1,9,1,9,0,24-01004,54,0,3,501,2
2,6,2,1,3,0,36-04010,31,0,N,435,2
1,1,2,1,3,1,26-02702,50,0,2,35,2
1,1,1,1,9,0,06-08507,41,0,2,501,2
1,5,2,2,N,0,36-03710,26,4,6,138,2
1,1,1,1,9,0,06-08507,51,7,5,501,2
1,1,1,1,5,0,51-51255,68,0,3,479,2
1,6,6,1,7,4,06-08507,29,1,2,501,2
1,6,1,2,4,0,19-01700,51,0,N,232,2
2,N,2,2,3,0,17-03531,3,0,4,148,2
1,1,8,0,6,1,32-00405,29,2,4,412,2
1,6,2,2,3,0,13-04600,22,0,N,91,2
2,N,1,1,5,0,32-00405,12,0,7,260,2
1,1,1,1,8,0,06-08507,46,0,2,501,2
1,6,1,1,6,2,36-03710,28,0,2,499,2
2,4,9,1,9,0,17-03529,37,0,3,501,2
1,6,6,2,3,0,06-08507,19,2,4,111,2
2,1,1,2,5,0,51-51255,52,0,2,501,2
2,4,6,1,N,0,06-07502,29,0,N,501,2
2,3,2,2,0,0,17-03531,86,0,N,202,1
1,N,2,2,3,0,17-03531,1,3,5,295,2
1,4,1,2,5,0,30-00600,62,0,2,331,2
2,1,2,1,1,0,36-03710,47,0,2,168,2
2,N,1,2,N,0,51-01301,10,1,2,19,2
1,4,3,2,0,0,40-00200,56,0,2,N,1
1,6,2,1,7,0,01-01301,17,0,3,378,2
2,6,1,2,3,0,40-00200,23,N,N,108,2
2,6,1,2,7,0,40-00200,18,0,2,458,2
1,4,2,2,0,0,36-04010,43,0,N,1,2
1,6,8,2,N,4,32-00405,24,7,9,206,2
1,1,1,1,8,0,38-00100,29,1,3,501,2
2,6,1,0,1,0,38-00100,20,0,4,N,2
2,3,2,2,0,0,36-04010,67,0,N,501,2
2,6,1,2,N,0,30-00600,25,2,3,63,2
2,N,2,2,0,0,36-04010,10,3,4,237,2
1,1,2,2,8,0,01-01301,33,0,3,501,2
2,1,1,1,N,0,40-00200,52,0,2,158,2
1,N,2,2,7,1,28-01100,9,2,4,48,2
2,6,9,1,N,0,40-00200,29,0,N,193,2
2,1,8,2,2,0,32-00405,38,2,4,146,1
1,4,9,2,5,0,40-00200,49,0,2,484,2
2,6,1,1,1,0,29-01901,27,0,N,275,2
2,1,2,1,9,0,17-03531,29,0,2,501,2
2,4,1,1,6,0,51-01301,72,0,2,501,2
1,6,2,2,5,0,28-01100,60,3,5,256,2
2,1,1,1,N,0,51-01301,54,0,2,501,2
1,6,9,2,2,0,32-00405,22,2,4,70,2
2,6,1,0,0,1,40-00200,22,0,N,N,2
1,6,1,1,6,0,32-00405,35,0,N,398,2
2,N,1,1,8,0,06-07502,2,2,4,501,2
1,1,2,2,N,0,36-04010,77,1,3,501,2
2,1,1,1,1,4,51-51255,40,1,2,501,2
1,6,1,2,3,0,30-00600,26,5,7,216,2
1,1,8,1,N,0,32-00405,57,0,2,421,1
2,3,2,1,8,0,17-03529,81,N,N,501,2
2,1,2,1,0,1,36-04010,55,2,4,0,2
2,N,1,1,9,0,08-00803,2,3,6,501,2
2,6,2,1,6,1,29-01901,56,N,N,501,2
1,4,8,1,N,0,36-03710,29,0,2,173,2
2,1,1,1,0,0,24-01004,75,0,2,29,2
1,4,9,1,2,0,30-00600,47,0,N,143,2
2,N,1,2,2,0,30-00600,0,3,4,388,2
2,3,1,1,4,1,36-04010,79,0,2,194,2
2,6,1,2,1,0,08-00803,19,0,2,478,2
1,3,1,1,4,0,19-01700,71,0,N,438,2
1,6,2,2,3,0,28-01100,20,N,N,152,2
2,6,1,1,4,0,19-01700,15,3,4,245,2
1,3,1,2,4,0,38-00100,83,0,2,200,2
1,6,1,2,2,0,51-01301,55,9,6,98,2
1,6,1,1,N,0,38-00100,17,0,N,501,2
2,6,2,2,2,0,29-01901,15,0,N,137,1
1,1,1,2,N,0,38-00100,64,0,2,440,2
1,2,2,1,3,0,17-03531,40,N,N,91,2
2,6,2,1,1,1,29-01901,18,0,N,46,2
1,4,2,2,N,1,36-03710,79,0,2,116,2
1,6,2,0,2,0,01-01301,18,0,4,N,2
1,N,1,2,2,0,24-01004,8,0,2,303,2
2,6,2,1,9,0,17-03529,63,1,3,501,2
2,N,8,2,5,1,32-00405,12,0,6,99,2
2,N,2,2,7,0,28-01100,3,2,4,416,2
2,1,2,1,6,0,36-04010,57,2,5,499,2
2,N,2,1,8,0,36-04010,8,6,8,501,2
2,4,1,1,9,0,19-01700,51,0,2,501,2
1,6,9,1,7,0,38-00100,31,0,2,329,2
2,6,2,2,1,0,17-03531,15,0,N,11,2
1,1,1,0,0,0,13-04600,37,0,4,N,2
2,1,2,1,5,0,13-04600,27,2,4,227,2
2,6,1,1,9,0,24-01004,55,0,N,501,2
2,6,1,1,0,0,51-01301,28,1,3,261,2
1,3,2,1,4,0,08-00803,63,0,N,501,2
2,1,1,1,4,0,51-51255,71,3,5,190,2
1,1,2,1,7,0,36-04010,66,0,3,501,2
2,1,1,2,3,0,08-00803,56,0,4,113,2
1,N,1,2,0,0,51-51255,5,3,5,383,2
1,1,1,1,N,0,26-02702,48,0,4,501,2
2,6,2,2,2,0,32-00405,31,0,N,53,2
2,6,2,1,6,0,17-03531,20,1,3,268,2
1,3,6,1,2,0,24-01004,61,0,N,501,2
2,6,2,1,0,0,51-51255,25,0,N,402,2
2,4,1,2,5,0,08-00803,70,0,2,355,2
2,3,1,0,0,0,08-00803,18,0,N,N,2
2,1,9,1,9,0,24-01004,57,0,6,501,2
2,N,1,1,3,0,51-01301,6,2,3,501,2
2,N,1,1,2,2,38-00100,13,0,3,84,2
2,6,1,0,0,0,17-03529,21,0,2,N,2
1,4,2,1,0,0,17-03529,38,0,2,501,2
2,6,1,2,N,0,51-51255,25,0,N,379,2
2,1,1,1,8,0,19-01700,52,0,2,501,2
2,6,1,0,2,0,08-00803,21,0,2,N,2
2,1,1,1,0,0,40-00200,38,1,5,0,2
2,6,2,0,3,1,13-04600,19,0,N,N,2
1,4,2,2,6,2,36-03710,63,0,2,312,2
2,1,1,2,0,0,24-01004,48,0,2,501,2
2,6,2,1,5,0,29-01901,29,0,N,207,2
2,6,2,2,2,0,17-03529,23,0,3,76,2
1,6,1,2,7,0,08-00803,23,0,2,251,2
2,1,1,1,6,0,24-01004,53,0,3,501,2
2,1,2,2,0,0,19-01700,69,0,2,0,2
2,1,1,1,N,0,24-01004,52,0,2,501,2
1,4,1,2,6,0,24-01004,31,0,N,501,2
1,N,1,2,0,0,36-04010,3,2,6,181,2
1,6,2,1,1,0,36-04010,20,0,N,N,2
1,6,1,2,2,0,30-00600,18,2,3,122,2
2,1,2,1,N,0,17-03531,73,1,2,501,2
2,6,8,1,1,4,32-00405,35,2,3,475,2
1,1,2,1,N,4,24-01004,62,0,4,501,2
2,6,3,2,N,1,30-00600,16,0,N,349,2
1,1,1,2,0,0,30-00600,54,0,2,501,2
2,6,2,1,N,1,28-01100,62,0,4,329,2
1,1,9,2,1,0,06-08507,48,0,2,501,2
1,6,2,2,5,0,29-01901,16,0,7,269,2
1,1,2,1,9,0,29-01901,56,1,3,501,2
2,6,6,1,9,0,06-07502,23,1,4,501,2
2,6,9,2,2,0,13-04600,26,3,5,91,2
2,N,2,1,6,0,01-01301,9,0,3,501,2
2,6,2,2,N,0,29-01901,20,0,3,60,2
1,1,1,1,N,0,19-01700,42,0,2,175,2
1,6,1,2,1,0,40-00200,23,2,3,374,2
1,1,1,1,4,0,38-00100,52,1,4,501,2
2,1,1,1,8,0,24-01004,28,0,2,501,2
1,2,2,1,1,0,01-01301,77,0,N,439,2
1,1,1,1,0,0,32-00405,79,0,2,188,2
1,1,1,2,0,0,38-00100,74,1,2,346,2
2,N,1,1,5,0,32-00405,10,0,3,174,2
2,6,1,2,N,4,32-00405,22,0,4,30,2
1,1,1,0,N,0,08-00803,49,2,4,N,2
1,4,2,1,0,4,29-01901,52,1,3,501,2
1,6,5,2,6,0,38-00100,23,0,N,23,2
1,3,8,2,N,0,17-03529,53,0,N,174,2
1,6,2,2,2,0,13-04600,22,0,N,106,1
1,6,2,0,0,0,17-03529,18,0,2,N,2
2,6,2,1,4,0,17-03529,22,0,N,188,2
1,6,1,1,1,4,30-00600,23,1,2,476,2
1,1,1,1,0,0,24-01004,41,2,4,501,2
1,N,9,2,0,0,17-03529,8,0,3,331,2
2,N,9,2,1,0,40-00200,11,2,4,11,2
1,6,1,1,3,4,08-00803,35,0,N,501,2
2,6,6,1,9,0,06-07502,43,1,4,501,2
2,1,2,1,N,0,17-03529,50,0,2,252,2
2,6,6,1,0,0,32-00405,43,0,N,212,2
2,1,1,2,5,0,19-01700,65,0,3,280,2
2,6,9,2,N,0,36-04010,63,1,3,20,2
1,N,2,1,4,0,32-00405,9,3,5,83,2
1,N,1,1,2,0,08-00803,0,0,2,501,2
1,6,6,1,7,4,51-01301,37,0,2,501,2
2,6,1,1,8,0,24-01004,27,3,5,501,2
2,6,2,1,5,0,36-04010,47,0,2,305,2
2,N,2,1,N,0,24-01004,9,3,5,224,1
1,1,1,2,0,0,30-00600,24,0,2,0,2
2,6,1,0,0,0,13-04600,27,N,N,N,2
1,5,1,2,N,0,51-01301,43,0,2,433,2
1,6,8,0,N,0,36-03710,29,N,N,N,2
2,5,1,1,N,0,30-00600,65,0,3,193,2
1,6,1,2,3,0,36-03710,17,0,6,379,2
1,1,1,2,3,0,08-00803,38,0,2,144,2
1,4,1,1,9,0,28-01100,50,0,N,160,2
2,6,1,2,3,0,51-01301,25,0,N,390,2
2,4,1,2,5,0,30-00600,75,0,N,501,2
2,6,2,0,0,0,13-04600,18,2,4,N,2
1,6,2,2,N,0,13-04600,33,0,N,90,2
2,6,2,1,1,0,24-01004,49,0,N,501,2
1,6,7,1,9,0,13-04600,81,0,N,501,2
2,1,2,1,4,0,17-03531,49,0,2,400,2
1,6,2,2,0,0,36-04010,20,2,8,0,2
2,6,1,1,5,0,30-00600,52,0,2,362,2
2,3,6,1,1,0,51-51255,60,0,N,501,2
1,6,1,2,2,0,51-51255,55,6,8,75,2
1,1,1,1,5,0,06-08507,67,0,2,501,1
2,6,3,0,2,0,40-00200,20,N,N,N,2
2,4,2,2,N,0,36-04010,64,3,5,397,2
2,1,1,2,4,0,17-03529,67,0,2,501,2
1,4,1,1,N,1,51-01301,81,N,N,86,2
2,6,1,1,7,0,30-00600,39,0,3,425,2
2,1,2,1,1,2,01-01301,40,0,3,475,2
2,6,2,2,6,0,24-01004,24,2,4,501,2
2,6,1,2,2,0,40-00200,52,0,10,68,2
1,5,2,1,7,0,13-04600,57,0,N,501,2
2,1,1,2,7,0,19-01700,70,0,3,17,2
2,1,1,1,3,0,01-01301,56,1,4,501,2
1,N,1,2,9,0,40-00200,10,1,4,501,2
2,N,1,1,8,0,24-01004,5,3,5,501,2
2,N,2,1,5,1,13-04600,14,2,4,4,2
1,1,1,2,5,0,32-00405,63,0,2,448,2
2,1,2,2,1,0,17-03531,43,1,3,333,2
2,4,2,1,3,0,17-03529,65,0,N,501,2
1,N,1,1,5,0,19-01700,8,2,4,264,2
2,6,7,1,1,0,40-00200,24,0,N,199,2
1,1,1,1,3,0,19-01700,71,1,3,235,2
1,1,1,1,4,0,08-00803,59,2,4,501,2
1,6,1,2,2,0,38-00100,30,N,N,408,2
1,4,6,1,7,0,08-00803,1,0,2,501,2
1,3,1,1,6,0,08-00803,73,0,N,501,2
2,N,1,1,9,0,06-08507,11,1,3,501,2
1,3,1,1,8,0,51-01301,72,0,N,501,2
1,4,1,2,8,1,40-00200,62,0,N,182,1
2,1,1,1,N,0,06-07502,44,0,2,501,2
2,6,8,1,6,0,32-00405,31,0,N,278,2
2,6,1,2,3,0,19-01700,3,0,4,92,2
2,6,1,1,6,0,38-00100,62,3,8,501,2
1,1,1,2,N,0,24-01004,63,0,3,254,2
1,6,2,2,5,0,36-03710,32,0,N,449,2
1,1,1,2,6,0,19-01700,67,0,2,464,2
2,1,1,1,7,0,24-01004,77,0,2,501,2
2,1,1,1,9,0,30-00600,59,0,2,501,2
1,3,1,2,0,0,51-51255,62,0,N,417,2
1,1,2,2,3,0,29-01901,51,0,3,348,2
2,6,9,0,0,0,06-07502,18,1,2,N,2
2,6,8,0,1,0,36-03710,18,0,N,N,2
1,1,6,1,N,0,06-08507,48,0,2,501,2
2,6,1,1,9,0,24-01004,16,0,N,501,2
1,6,3,2,6,0,40-00200,20,0,N,268,2
2,6,9,1,6,0,51-01301,51,0,5,501,2
1,6,2,2,4,1,17-03531,20,N,N,135,2
1,N,1,2,0,0,32-00405,54,0,3,0,2
1,6,1,1,8,1,24-01004,50,0,2,501,2
1,2,1,2,2,0,32-00405,76,2,5,72,2
2,1,2,1,6,0,17-03531,69,2,4,338,2
2,6,1,2,0,0,30-00600,25,0,N,103,2
1,N,1,2,8,0,51-01301,0,2,6,501,2
2,6,1,0,5,0,19-01700,19,0,N,N,2
2,6,1,1,9,0,26-02702,49,2,4,501,2
2,6,1,2,6,0,19-01700,51,1,3,105,2
2,6,1,2,8,0,38-00100,28,1,3,501,2
2,1,2,0,0,0,01-01301,27,0,2,N,2
1,N,2,1,9,0,01-01301,4,1,3,501,2
1,6,1,1,N,0,19-01700,37,0,3,501,2
2,1,1,2,9,0,08-00803,52,0,2,501,2
1,1,1,0,0,0,38-00100,27,1,4,0,2
2,1,1,1,9,0,51-01301,40,2,4,501,2
1,1,2,2,5,0,19-01700,30,0,2,105,2
2,N,2,1,7,0,36-03710,13,2,5,254,2
2,6,2,0,3,0,13-04600,93,0,N,N,2
1,6,1,0,2,1,08-00803,18,0,N,N,2
1,1,2,2,5,0,36-04010,65,2,4,151,2
1,4,1,1,2,0,24-01004,71,3,5,491,2
2,1,1,1,3,0,28-01100,54,3,5,261,2
1,5,1,1,6,0,30-00600,85,0,N,110,2
1,N,6,1,8,0,51-51255,6,0,3,501,2
2,6,2,1,2,0,29-01901,24,0,N,79,1
2,3,1,1,7,0,24-01004,75,N,N,501,2
2,1,1,1,8,0,51-01301,33,0,2,501,2
1,6,1,1,8,0,08-00803,79,1,3,431,2
1,6,1,1,1,0,30-00600,19,N,N,399,2
1,6,2,1,9,0,17-03529,19,0,N,501,2
1,6,1,1,N,1,30-00600,19,0,N,100,2
1,1,6,1,6,0,19-01700,61,0,2,105,2
2,6,6,1,2,0,17-03529,35,0,N,60,2
1,6,1,1,7,0,51-01301,38,0,2,501,2
1,N,2,1,N,0,13-04600,13,0,4,136,2
2,N,2,1,3,0,36-04010,6,4,6,501,2
2,6,1,1,0,0,32-00405,26,0,N,295,2
2,1,6,2,7,0,24-01004,64,1,4,501,2
2,5,1,1,6,0,40-00200,68,0,N,260,2
2,3,1,2,8,0,13-04600,69,N,N,449,2
2,1,1,2,9,0,38-00100,33,1,2,501,2
1,2,1,2,4,0,51-51255,41,2,4,315,2
2,N,1,1,5,0,30-00600,77,1,4,331,2
2,1,2,1,6,0,06-08507,58,0,2,501,2
1,6,1,2,1,0,32-00405,25,3,5,99,2
2,N,1,1,4,0,32-00405,7,0,4,114,2
1,1,1,2,N,0,24-01004,47,2,4,501,1
1,3,1,1,0,0,51-01301,64,0,N,501,2
2,3,1,2,N,1,51-51255,84,1,2,204,2
2,1,2,1,0,0,28-01100,64,0,5,219,2
2,N,1,2,N,0,38-00100,7,0,7,130,2
1,5,6,1,3,0,08-00803,53,4,8,235,2
1,N,8,2,3,1,32-00405,11,2,4,242,2
1,4,2,1,9,0,29-01901,54,1,5,501,2
2,1,1,2,N,0,32-00405,65,0,2,255,2
