SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,5,7,N
1,1,2,1,2,6,7,N
1,1,2,1,2,8,9,6
1,1,2,1,2,9,2,N
1,1,3,1,1,5,0,N
1,1,3,1,1,5,0,N
1,1,3,1,1,5,0,N
1,1,3,1,1,5,6,N
1,1,3,1,1,5,6,N
1,1,3,1,1,5,6,N
1,1,3,1,1,5,6,N
1,1,3,1,1,5,6,N
1,1,3,1,1,5,6,N
1,1,3,1,1,7,5,N
1,1,3,1,1,7,5,N
1,1,3,1,1,7,5,N
1,1,3,1,1,7,5,N
1,1,3,1,1,7,6,N
1,1,3,1,1,7,6,N
1,1,3,1,1,7,6,N
1,1,3,1,1,7,6,N
1,1,3,1,1,9,7,N
1,1,3,1,1,9,7,N
1,1,3,1,2,10,1,N
1,1,5,1,1,7,4,N
1,1,5,1,1,9,3,N
1,1,6,1,1,9,3,N
1,1,6,1,1,9,3,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,1,9,9,N
1,1,6,1,2,9,3,N
1,1,6,1,2,9,3,N
1,1,6,1,2,9,8,N
1,1,6,1,2,9,8,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,6,1,2,9,9,N
1,1,8,1,0,5,7,3
1,1,9,1,1,10,5,N
1,1,9,1,1,10,6,N
1,1,9,1,2,8,9,N
1,1,9,1,2,9,6,2
1,1,9,1,2,9,6,N
1,1,9,1,2,9,6,N
1,2,1,1,1,5,2,N
1,2,1,1,1,5,7,N
1,2,1,1,1,5,7,N
1,2,1,1,1,7,9,N
1,2,1,1,1,7,9,N
1,2,1,1,2,10,6,N
1,2,1,1,2,11,6,N
1,2,1,2,0,3,4,N
1,2,1,2,0,7,0,N
1,2,1,3,0,5,2,N
1,2,1,3,0,5,2,N
1,2,2,1,1,9,6,N
1,2,2,1,2,7,3,N
1,2,2,1,2,7,3,N
1,2,2,1,2,7,4,N
1,2,2,1,2,8,5,N
1,2,2,1,2,8,5,N
1,2,5,1,2,4,7,N
1,2,6,1,2,10,5,N
1,2,6,1,2,9,5,N
1,2,6,1,2,9,5,N
1,2,6,3,0,9,0,N
1,2,6,3,0,9,0,N
1,2,6,3,0,9,0,N
1,2,6,3,0,9,0,N
1,2,7,1,2,7,4,N
1,2,8,1,2,7,4,N
1,2,8,3,0,4,2,N
1,2,8,3,0,4,2,N
1,2,9,1,2,7,1,N
1,3,1,1,1,11,7,N
1,3,1,1,1,4,3,N
1,3,1,1,1,4,8,N
1,3,1,1,1,8,3,N
1,3,1,1,1,9,4,N
1,3,1,2,0,7,3,N
1,3,2,1,1,3,4,N
1,3,2,1,1,4,2,N
1,3,2,1,1,4,2,N
1,3,2,1,1,4,2,N
1,3,2,1,1,7,2,N
1,3,2,1,2,3,3,N
1,3,2,1,2,3,3,N
1,3,2,1,2,8,1,N
1,3,3,1,1,4,3,N
1,3,9,1,2,7,7,5
1,4,1,1,1,12,1,N
1,4,1,1,1,8,0,N
1,4,1,1,2,1,2,N
1,4,1,1,2,10,5,N
1,4,1,2,0,4,3,N
1,4,1,3,0,5,4,N
1,4,2,1,1,11,0,N
1,4,2,1,1,6,4,N
1,4,2,1,1,6,6,N
1,4,2,1,1,6,6,N
1,4,2,1,1,7,3,3
1,4,2,1,1,9,2,N
1,4,2,1,1,9,2,N
1,4,2,1,2,7,4,2
1,4,2,1,2,8,7,N
1,4,2,1,2,8,7,N
1,4,2,3,0,7,4,N
1,4,3,1,1,5,1,N
1,4,3,1,2,6,3,N
1,4,3,1,2,7,3,N
1,4,3,1,2,9,3,N
1,4,3,2,0,7,3,N
1,4,5,1,1,9,4,N
1,4,8,1,2,5,0,N
1,4,8,1,2,7,9,N
1,4,9,1,1,11,2,N
1,5,1,1,2,8,7,N
1,5,2,1,2,5,2,N
1,5,2,1,2,5,2,N
1,5,2,1,2,5,2,N
1,5,2,1,2,5,2,N
1,5,2,1,2,9,2,N
1,5,2,2,0,7,0,N
1,5,2,2,0,7,0,N
1,5,3,1,1,7,3,N
1,5,8,1,2,5,0,N
1,6,1,1,1,1,0,N
1,6,1,1,1,11,0,N
1,6,1,1,1,4,8,N
1,6,1,1,1,4,8,N
1,6,1,1,1,6,4,N
1,6,1,1,1,6,8,N
1,6,1,1,1,6,8,N
1,6,1,1,1,7,6,3
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,6,N
1,6,1,1,1,7,8,N
1,6,1,1,1,7,8,N
1,6,1,1,1,7,8,N
1,6,1,1,1,7,8,N
1,6,1,1,1,7,8,N
1,6,1,1,1,7,8,N
1,6,1,1,1,7,8,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,1,9,9,N
1,6,1,1,2,10,3,N
1,6,1,1,2,10,3,N
1,6,1,1,2,10,3,N
1,6,1,1,2,6,7,N
1,6,1,1,2,6,7,N
1,6,1,1,2,8,4,N
1,6,1,1,2,8,4,N
1,6,1,1,2,8,4,N
1,6,1,1,2,8,4,N
1,6,1,1,2,8,8,N
1,6,1,1,2,8,8,N
1,6,1,1,2,8,8,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,1,2,9,9,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,5,0,N
1,6,1,2,0,7,3,N
1,6,1,2,0,7,3,N
1,6,1,2,0,7,3,N
1,6,1,2,0,9,2,N
1,6,1,2,0,9,5,N
1,6,1,3,0,5,6,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,2,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,7,3,N
1,6,1,3,0,9,3,N
1,6,2,1,1,10,5,N
1,6,2,1,1,10,5,N
1,6,2,1,1,3,4,N
1,6,2,1,1,8,4,N
1,6,2,1,1,8,4,N
1,6,2,1,2,1,3,N
1,6,2,1,2,1,4,N
1,6,2,1,2,1,4,N
1,6,2,1,2,11,4,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,5,3,N
1,6,2,1,2,7,5,1
1,6,2,2,0,5,3,N
1,6,2,2,0,5,3,N
1,6,2,2,0,7,4,N
1,6,2,3,0,4,1,N
1,6,2,3,0,7,2,N
1,6,2,3,0,7,2,N
1,6,2,3,0,7,2,N
1,6,3,1,1,3,4,N
1,6,3,1,1,5,7,N
1,6,3,1,1,5,7,N
1,6,3,1,1,6,3,N
1,6,3,1,2,5,4,N
1,6,3,1,2,5,4,N
1,6,6,1,1,5,1,N
1,6,6,1,1,5,1,N
1,6,6,1,1,5,1,N
1,6,6,1,2,4,0,N
1,6,6,1,2,4,0,N
1,6,6,1,2,4,0,N
1,6,6,1,2,4,0,N
1,6,6,1,2,4,0,N
1,6,6,1,2,4,0,N
1,6,6,1,2,4,0,N
1,6,6,1,2,4,0,N
1,6,6,1,2,7,8,N
1,6,6,1,2,7,8,N
1,6,6,3,0,11,6,N
1,6,6,3,0,7,5,N
1,6,6,3,0,7,5,N
1,6,6,3,0,7,5,N
1,6,7,1,2,1,9,N
1,6,7,1,2,7,2,N
1,6,7,1,2,7,2,N
1,6,7,1,2,7,4,N
1,6,7,1,2,7,6,4
1,6,8,1,1,5,3,N
1,6,8,1,1,5,3,N
1,6,8,1,2,12,7,N
1,6,8,1,2,7,6,N
1,6,8,1,2,9,2,N
1,6,8,2,0,4,1,N
1,6,8,3,0,3,3,N
1,6,8,3,0,4,2,N
1,6,8,3,0,4,2,N
1,6,9,1,1,10,7,N
1,6,9,1,1,4,3,N
1,6,9,1,1,4,3,N
1,6,9,1,2,4,1,N
1,6,9,1,2,4,1,N
1,6,9,1,2,4,1,N
1,6,9,1,2,4,1,N
1,6,9,1,2,4,1,N
1,6,9,3,0,5,3,N
1,6,9,3,0,5,3,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,1,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,3,1,2,2,N,N
1,N,8,1,2,4,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
1,N,9,1,1,2,N,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,0,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,1,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,10,8,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,11,2,N
2,1,1,1,1,12,3,N
2,1,1,1,1,3,4,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,4,0,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,1,N
2,1,1,1,1,5,3,1
2,1,1,1,1,6,6,N
2,1,1,1,1,8,3,N
2,1,1,1,1,8,3,N
2,1,1,1,1,8,3,N
2,1,1,1,1,8,3,N
2,1,1,1,1,8,3,N
2,1,1,1,1,8,3,N
2,1,1,1,1,8,3,N
