PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
51-51255,1,1,0,1,1,1,12,2,2,2,2,34,0,2,9,8,N,493,84644.5152,11224.3
06-07502,2,1,0,1,1,1,10,2,2,2,2,66,0,2,10,9,N,501,148009.37864,33632.6
24-01004,2,N,0,6,1,2,N,2,2,2,2,5,1,4,3,N,N,501,N,4187.899999999999
19-01700,2,N,0,1,1,1,N,2,2,2,2,13,1,2,3,N,N,142,N,3572.2999999999975
38-00100,1,1,0,3,1,2,9,2,2,2,2,48,1,3,4,4,N,269,687107.2356,72.99999999999496
38-00100,1,N,0,1,1,1,N,N,2,2,2,13,2,4,3,N,N,399,N,72.99999999999496
19-01700,2,6,1,1,1,1,5,2,2,2,2,19,5,6,5,0,N,227,9566.257064000001,3572.2999999999975
13-04600,2,6,0,2,1,1,3,2,2,2,2,45,2,3,4,0,N,241,12758.943024,3670.3999999999983
51-51255,1,N,0,1,1,2,N,2,2,2,2,11,0,3,1,N,N,501,N,11224.3
24-01004,1,1,0,1,1,1,11,2,2,2,2,50,0,4,11,9,N,501,96332.27072,4187.899999999999
51-01301,2,6,3,1,1,1,0,2,2,1,2,34,0,N,4,2,N,75,18343.453751999998,11162.799999999997
29-01901,2,6,0,2,1,1,14,1,2,2,2,41,0,5,3,1,N,172,1991.0328559999998,5434.8
17-03531,2,3,2,1,3,0,4,1,2,1,1,47,N,N,7,3,N,377,-0.6545679999999265,11171.599999999997
38-00100,2,6,0,1,1,2,8,2,2,2,2,83,0,3,9,4,N,186,226240.02096,72.99999999999496
51-01301,1,4,0,1,1,1,12,2,2,2,2,64,0,5,11,6,N,501,613276.1348,11162.799999999997
38-00100,1,3,3,1,1,2,10,1,2,2,2,36,0,2,5,7,N,277,192615.65312,72.99999999999496
32-00405,2,N,4,6,1,2,N,1,N,2,2,7,5,6,4,N,N,260,N,7990.499999999998
38-00100,1,6,4,1,3,0,14,2,2,2,1,73,N,N,7,1,N,189,28447.63244,72.99999999999496
06-08507,1,6,0,6,1,1,10,2,2,2,2,35,4,5,11,8,N,501,353474.22144,3305.099999999997
13-04600,1,N,0,1,1,2,N,2,2,2,2,5,2,4,7,N,N,32,N,3670.3999999999983
24-01004,1,4,0,1,1,1,10,2,2,2,2,76,0,2,9,9,N,501,291095.326,4187.899999999999
08-00803,1,6,0,6,1,2,14,2,2,2,2,24,1,3,7,0,N,39,11107.505408,3393.199999999999
24-01004,2,1,0,1,1,1,10,2,2,2,2,72,0,4,10,6,N,501,9360.542456,4187.899999999999
38-00100,2,6,0,1,1,1,14,2,2,2,2,20,0,5,5,0,N,303,29238.29728,72.99999999999496
51-51255,2,1,0,1,1,1,12,2,2,2,2,55,0,4,7,0,N,501,177396.1816,11224.3
36-03710,1,3,0,2,1,2,10,2,2,2,2,71,1,4,5,3,N,455,-0.9396703999991587,52864.7
24-01004,2,N,0,2,1,2,N,1,1,2,2,10,0,4,2,N,N,303,N,4187.899999999999
17-03529,2,1,0,2,1,1,2,2,2,2,2,63,0,2,3,3,N,460,57179.743296,15097.5
40-00200,2,1,0,3,1,1,16,2,2,2,2,32,0,2,3,0,N,501,7988.927368000001,90.69999999999706
30-00600,1,1,0,1,1,1,10,2,2,2,2,66,2,N,9,9,N,501,116226.39956,16.3
17-03529,2,6,0,2,1,1,9,2,2,2,2,51,0,3,4,2,N,121,59.21466479999981,15097.5
17-03529,1,1,0,2,1,1,10,2,2,2,2,59,0,2,4,9,N,501,26603.156184,15097.5
30-00600,1,5,0,6,1,2,14,2,2,2,2,51,3,7,5,0,N,427,55669.15348,16.3
17-03529,2,1,0,2,1,1,5,1,2,2,2,35,4,6,5,0,N,116,3019.7969439999997,15097.5
08-00803,1,6,0,1,3,0,14,2,2,2,2,22,N,N,7,0,N,420,26298.68312,3393.199999999999
40-00200,1,1,2,1,1,1,11,2,2,2,2,32,4,N,10,2,N,250,65062.904815999995,90.69999999999706
17-03529,1,6,0,2,1,2,11,2,2,2,2,57,0,N,7,1,N,119,28801.867496,15097.5
06-07502,2,1,0,1,1,1,2,2,2,2,2,50,2,4,4,8,N,501,-9.16796080000131,33632.6
01-01301,1,4,0,2,1,1,14,2,2,2,2,77,0,N,5,0,N,95,18226.75816,2731.1999999999957
06-08507,2,1,0,1,1,1,6,2,2,2,2,73,1,4,10,4,N,501,26286.023183999998,3305.099999999997
24-01004,1,6,0,6,1,1,16,2,2,2,2,35,0,5,10,9,N,501,11832.143791999999,4187.899999999999
17-03529,1,N,4,7,2,0,N,N,2,2,1,13,N,N,4,N,N,460,N,15097.5
36-04010,2,1,0,1,1,1,N,2,2,2,2,72,2,3,10,9,N,501,349677.29608,50441.59999999999
06-08507,1,1,0,1,1,1,N,2,2,2,2,52,0,4,9,2,N,501,26102.878960000002,3305.099999999997
51-51255,1,1,0,1,1,1,N,2,2,2,2,43,0,2,9,8,N,501,100665.53328,11224.3
51-01301,1,6,0,1,1,1,16,2,2,2,2,25,0,3,9,8,N,501,80837.22248000001,11162.799999999997
19-01700,1,6,0,1,1,1,16,2,2,2,2,71,0,N,10,6,N,318,69939.98484,3572.2999999999975
40-00200,2,N,1,3,1,1,N,N,2,1,2,13,3,7,6,N,N,71,N,90.69999999999706
30-00600,1,N,0,9,1,2,N,2,2,2,1,7,5,N,6,N,N,53,N,16.3
30-00600,1,6,0,2,1,1,10,2,2,2,2,91,2,3,7,5,N,341,19014.282064,16.3
08-00803,1,6,0,1,1,1,11,2,2,2,2,65,1,2,9,2,N,76,2.9653240000006917,3393.199999999999
32-00405,2,6,1,3,1,2,3,2,2,2,2,44,1,2,4,1,N,501,73185.3092,7990.499999999998
24-01004,2,1,0,6,1,2,9,2,2,2,2,39,1,5,10,9,N,501,1161734.9296000001,4187.899999999999
36-03710,1,6,1,7,3,0,1,2,2,2,2,19,N,N,2,3,N,4,31128.300408000003,52864.7
06-07502,1,6,0,1,1,2,N,2,2,2,2,38,0,N,9,8,N,501,259822.59872,33632.6
13-04600,2,6,0,2,1,1,17,2,2,2,2,58,0,N,7,1,N,74,8242.679192,3670.3999999999983
40-00200,2,6,0,6,1,1,6,2,2,2,2,31,0,3,5,2,N,16,33044.189872,90.69999999999706
17-03529,2,6,0,1,1,1,11,2,2,2,2,57,0,N,10,5,N,501,8.599903999998787,15097.5
30-00600,1,1,0,1,1,1,12,2,2,2,2,54,0,4,10,7,N,183,9565.019928000002,16.3
19-01700,2,3,0,1,1,1,15,2,1,2,2,82,0,2,4,6,N,2,687621.2616000001,3572.2999999999975
26-02702,1,N,0,1,1,1,N,2,2,2,2,13,2,4,3,N,N,501,N,4817.2
36-04010,1,6,0,2,1,2,13,2,2,2,2,20,0,N,8,6,N,501,457269.02336,50441.59999999999
06-08507,1,4,0,6,1,1,8,2,2,2,2,73,1,4,4,9,N,501,93531.82233600001,3305.099999999997
19-01700,2,4,0,1,1,1,10,2,2,2,2,54,0,N,9,5,N,501,26985.241496000002,3572.2999999999975
30-00600,2,4,0,1,1,1,N,2,2,2,2,60,2,N,4,3,N,306,5.838391999999658,16.3
19-01700,1,1,0,1,1,2,6,2,2,2,2,49,3,N,7,5,N,188,0.3073519999998098,3572.2999999999975
28-01100,2,6,0,2,3,0,N,2,2,2,2,21,N,N,7,1,N,72,18672.47448,2674.299999999996
36-03710,2,6,2,3,2,0,N,1,2,2,2,18,N,N,4,4,N,57,441.5592944,52864.7
36-03710,1,1,0,2,1,2,10,2,2,2,2,45,2,3,10,0,N,360,2273.4258480000008,52864.7
24-01004,2,1,0,1,1,1,9,2,2,2,2,68,2,4,10,6,N,501,185146.0504,4187.899999999999
19-01700,1,6,0,1,1,1,4,2,2,2,2,24,0,3,5,0,N,501,55281.849751999995,3572.2999999999975
13-04600,1,6,0,1,3,0,N,2,2,2,2,22,N,N,7,0,N,403,212.75847280000016,3670.3999999999983
30-00600,2,N,3,3,1,1,N,N,N,2,2,3,0,2,3,N,N,304,N,16.3
24-01004,2,1,0,1,1,1,10,2,2,2,2,57,0,2,12,8,N,501,436066.06207999995,4187.899999999999
24-01004,2,N,0,2,1,1,N,2,2,2,2,6,0,2,3,N,N,30,N,4187.899999999999
30-00600,1,N,0,1,1,1,N,2,2,2,2,5,3,4,1,N,N,149,N,16.3
06-07502,2,N,0,1,1,1,N,2,2,2,2,8,0,5,2,N,N,501,N,33632.6
51-01301,1,6,0,1,1,2,14,2,2,2,2,32,0,2,9,9,N,501,174545.99928000002,11162.799999999997
36-04010,2,6,0,2,1,2,18,1,1,2,2,36,3,6,5,0,N,127,901275.1832,50441.59999999999
17-03529,2,1,0,2,1,1,10,2,2,2,2,83,1,2,10,7,N,102,118574.29264,15097.5
17-03529,2,N,0,9,1,2,N,1,1,2,2,11,3,7,3,N,N,7,N,15097.5
28-01100,2,6,0,2,1,1,3,2,1,2,2,33,0,3,4,0,N,425,12291.586176,2674.299999999996
13-04600,1,2,0,2,3,0,17,2,2,1,2,43,N,N,5,5,N,194,42250.78096800001,3670.3999999999983
40-00200,2,6,0,3,1,2,4,2,1,2,2,47,0,2,5,1,N,48,1443.3850800000018,90.69999999999706
13-04600,1,6,0,1,1,2,N,2,2,2,2,33,0,N,9,4,N,162,15.08484800000042,3670.3999999999983
06-07502,2,6,0,1,1,2,10,2,2,2,2,19,2,12,9,7,N,501,52433.793008,33632.6
19-01700,2,6,0,8,1,1,11,2,2,2,2,64,0,2,4,9,N,501,31542.356200000002,3572.2999999999975
17-03531,2,6,0,2,1,1,N,2,2,2,2,72,0,N,3,0,N,501,84058.97312,11171.599999999997
17-03529,2,4,0,1,1,1,8,2,2,2,2,85,0,N,9,8,N,501,33957.133448,15097.5
51-01301,1,1,0,1,1,2,10,2,2,2,2,44,0,5,7,0,N,501,19206.46032,11162.799999999997
13-04600,1,6,0,2,1,2,4,2,2,2,2,21,0,4,5,3,N,110,11880.879736000003,3670.3999999999983
17-03531,2,1,0,2,1,2,14,2,2,2,2,58,0,2,7,7,N,114,41047.52192000001,11171.599999999997
40-00200,1,N,0,8,1,1,N,2,N,2,2,9,0,7,2,N,N,47,N,90.69999999999706
36-03710,1,6,0,4,1,1,12,2,2,2,2,59,1,N,7,0,N,316,102629.50671999999,52864.7
38-00100,2,1,0,1,1,2,12,2,2,2,2,17,0,2,4,4,N,149,21957.421928000003,72.99999999999496
01-01301,2,4,0,2,1,1,1,2,2,2,2,84,4,N,4,0,N,204,6866.021372000001,2731.1999999999957
17-03531,1,1,0,2,1,1,N,2,2,2,2,65,1,2,8,0,N,501,49642.349264000004,11171.599999999997
51-51255,1,6,0,1,1,1,10,2,2,2,2,43,0,N,10,7,N,500,281338.55808,11224.3
17-03529,2,1,0,2,1,1,12,2,2,2,2,47,0,3,3,9,N,501,92245.86756000001,15097.5
38-00100,1,1,0,1,1,1,13,1,2,2,2,59,3,5,2,7,N,410,5049.306528000001,72.99999999999496
30-00600,2,6,0,1,1,1,11,2,2,2,2,31,0,2,8,4,N,261,38983.797376,16.3
01-01301,1,3,0,1,1,2,6,2,2,2,2,65,0,N,10,0,N,429,-78.2841840000001,2731.1999999999957
19-01700,1,2,0,6,1,2,N,2,2,2,2,73,0,2,3,5,N,163,186331.56336,3572.2999999999975
19-01700,2,3,2,2,3,0,18,2,2,1,1,43,N,N,8,0,N,378,-4.798038400000223,3572.2999999999975
36-03710,2,1,2,1,1,2,7,2,2,2,2,15,0,4,5,0,N,388,10143.413072,52864.7
36-04010,1,6,0,2,1,2,15,2,2,2,2,32,0,5,7,2,N,292,2.645352000001367,50441.59999999999
17-03531,1,6,0,2,1,2,16,2,2,2,2,16,0,3,10,7,N,501,95461.88007999999,11171.599999999997
24-01004,1,3,0,1,1,1,10,2,2,2,2,24,3,6,8,2,N,501,9.849063999999998,4187.899999999999
51-01301,2,6,0,1,1,2,11,2,2,2,2,24,0,N,10,8,N,84,92903.34656,11162.799999999997
08-00803,1,6,0,8,1,1,11,2,2,2,2,54,2,4,9,7,N,207,1974.3716000000004,3393.199999999999
13-04600,1,4,0,2,1,1,11,2,2,2,2,46,0,4,3,4,3,175,0.2186416000004101,3670.3999999999983
30-00600,1,N,1,9,1,1,N,N,N,1,2,1,0,5,N,N,N,299,N,16.3
28-01100,1,1,0,6,1,1,14,2,2,2,2,51,1,3,8,4,N,310,12937.081255999998,2674.299999999996
32-00405,2,1,0,1,1,1,N,2,2,2,2,15,0,4,5,2,N,101,29304.288999999997,7990.499999999998
51-51255,1,6,0,1,1,2,N,2,2,2,2,41,0,2,5,9,N,501,95300.94552000001,11224.3
06-07502,1,6,0,1,1,2,7,2,2,2,2,72,0,4,10,1,N,275,167863.2872,33632.6
38-00100,1,N,0,9,1,1,N,2,2,2,2,11,0,5,5,N,N,129,N,72.99999999999496
