PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
36-04010,1,1,0,2,1,1,6,2,2,2,2,76,0,4,7,9,N,501,0.05217600000105449,50441.59999999999
17-03531,1,1,0,2,1,1,14,2,1,2,2,73,0,7,4,1,N,111,6938.915536,11171.599999999997
38-00100,2,1,0,1,1,1,11,2,2,2,2,65,0,2,9,1,N,416,5865.243144,72.99999999999496
19-01700,2,6,0,1,1,2,12,2,2,2,2,38,0,N,4,2,N,242,23569.665312,3572.2999999999975
06-08507,2,6,4,8,1,2,N,2,2,2,2,20,0,3,7,5,N,501,-0.4015295999997761,3305.099999999997
29-01901,2,1,0,1,1,1,N,2,2,2,2,75,0,2,5,1,N,501,-0.6380016000002797,5434.8
38-00100,1,1,0,1,1,1,1,2,2,2,2,62,0,3,7,8,N,501,119995.203456,72.99999999999496
08-00803,1,1,0,1,1,1,12,2,2,2,2,29,0,2,11,3,N,501,-0.43078799999966577,3393.199999999999
38-00100,1,1,0,1,1,1,N,2,2,2,1,68,0,2,7,6,N,501,58999.758728,72.99999999999496
24-01004,2,N,0,1,1,1,N,2,2,2,2,12,2,4,3,N,N,501,N,4187.899999999999
32-00405,1,6,1,1,1,1,18,2,2,2,2,19,1,6,5,0,N,31,-0.7251088000011805,7990.499999999998
51-01301,1,1,0,1,1,1,10,2,2,2,2,49,1,3,10,8,N,501,85558.2724,11162.799999999997
19-01700,1,6,4,1,1,1,3,2,2,2,2,48,0,2,6,6,N,308,44133.93576,3572.2999999999975
26-02702,2,1,0,1,1,1,11,2,2,2,2,70,0,2,11,3,N,88,49999.184175999995,4817.2
29-01901,2,6,0,2,1,1,N,2,2,2,2,59,0,N,4,0,N,0,15142.046384000001,5434.8
17-03529,1,6,0,2,1,2,N,2,2,1,1,57,0,N,4,3,N,69,513.9719640000003,15097.5
36-03710,2,N,2,2,1,2,N,2,2,2,2,9,2,4,3,N,N,298,N,52864.7
51-01301,2,1,0,1,1,2,N,2,2,2,2,32,1,3,5,0,N,462,10008.589295999998,11162.799999999997
17-03529,1,N,0,1,1,1,N,N,N,2,2,2,0,3,N,N,N,501,N,15097.5
38-00100,1,1,0,1,1,1,11,2,2,2,2,38,3,5,9,6,N,325,43865.848656,72.99999999999496
51-01301,2,6,0,1,1,2,10,2,2,2,2,23,0,N,9,4,N,206,467.4576543999992,11162.799999999997
19-01700,2,1,0,1,1,1,N,1,1,1,1,60,0,2,5,3,N,501,-4622.2017464,3572.2999999999975
29-01901,2,6,0,2,1,1,N,1,1,2,2,66,0,4,7,2,N,91,6715.397391999999,5434.8
30-00600,2,1,0,1,1,1,N,2,2,2,2,58,0,2,7,3,N,501,5003.588607999998,16.3
30-00600,2,3,1,1,1,1,9,2,2,2,2,42,2,4,3,5,N,231,441649.40648,16.3
51-51255,2,1,0,9,1,2,11,2,2,2,2,30,0,2,10,9,N,501,79205.21832,11224.3
29-01901,1,6,0,1,3,0,N,2,2,2,2,22,N,N,7,1,N,N,14383.651288000001,5434.8
51-51255,1,6,0,1,1,1,8,2,2,2,2,38,0,N,10,9,N,501,132731.48384,11224.3
01-01301,2,1,0,1,3,0,18,1,1,1,1,80,N,N,5,2,N,52,31994.248847999996,2731.1999999999957
06-08507,2,N,0,6,1,2,N,2,2,2,2,12,2,4,3,N,N,501,N,3305.099999999997
51-51255,1,6,0,2,1,1,16,2,2,2,2,41,0,N,9,8,N,501,84316.50047999999,11224.3
06-07502,2,1,0,1,1,1,10,2,2,2,2,33,0,2,10,9,N,501,148009.37864,33632.6
38-00100,2,1,4,1,1,2,1,2,2,2,2,23,2,4,7,8,N,501,108767.47816,72.99999999999496
38-00100,2,N,0,1,1,1,N,2,2,2,2,13,3,5,3,N,N,501,N,72.99999999999496
38-00100,1,1,0,3,1,2,N,2,1,2,2,48,0,3,8,2,N,141,32003.493968000002,72.99999999999496
38-00100,1,N,0,1,1,2,N,2,2,2,2,13,3,4,3,N,N,78,N,72.99999999999496
30-00600,2,1,0,1,1,1,12,2,2,2,2,28,0,2,12,9,N,501,139987.01928,16.3
13-04600,2,6,0,1,1,1,13,2,2,2,2,45,2,3,9,6,N,360,36071.039488,3670.3999999999983
51-51255,2,N,4,1,1,2,N,2,2,2,2,7,1,3,4,N,N,354,N,11224.3
51-51255,1,N,0,2,1,2,N,2,2,2,2,12,2,4,3,N,N,433,N,11224.3
51-01301,2,1,0,1,1,1,10,2,2,2,2,30,1,3,11,9,N,501,213652.91032,11162.799999999997
28-01100,2,1,0,2,1,1,6,2,2,2,2,41,2,5,3,3,N,212,1991.0328559999998,2674.299999999996
36-03710,2,1,1,1,3,0,3,2,2,1,1,55,N,N,7,6,N,460,493651.80367999995,52864.7
38-00100,2,3,0,1,1,2,N,2,2,2,2,75,0,N,5,4,N,85,10299.698352,72.99999999999496
51-01301,1,5,0,1,1,1,15,2,2,2,2,64,0,3,11,9,N,501,440214.1684,11162.799999999997
38-00100,1,3,0,1,1,1,0,2,2,2,2,81,0,N,5,7,N,235,44995.490096,72.99999999999496
36-03710,2,6,2,1,1,1,N,1,1,1,1,63,0,2,4,2,N,231,2493.272664,52864.7
38-00100,1,6,0,1,3,0,6,2,2,1,1,82,N,N,7,3,N,189,9677.424287999998,72.99999999999496
13-04600,2,1,0,2,1,2,12,2,2,2,2,35,4,5,5,5,N,90,4473.189928,3670.3999999999983
13-04600,1,6,0,2,1,2,N,2,2,2,2,22,0,4,1,0,N,0,16090.249672000002,3670.3999999999983
24-01004,1,1,0,1,1,1,3,2,2,2,2,76,0,2,9,8,N,501,45008.42124,4187.899999999999
06-07502,1,6,0,6,1,2,14,2,2,2,2,24,0,N,9,2,N,110,-0.7895040000003064,33632.6
26-02702,2,6,0,9,3,0,6,1,1,2,1,84,N,N,7,5,N,374,31989.952271999995,4817.2
38-00100,2,6,0,1,1,1,14,2,2,2,2,51,0,2,8,5,N,501,37004.155328,72.99999999999496
51-51255,2,1,0,1,1,1,6,2,2,2,2,55,0,2,9,0,N,501,-0.7045343999998295,11224.3
36-03710,1,4,4,8,1,2,9,2,2,2,2,71,0,N,5,3,N,73,-0.9396703999991587,52864.7
51-51255,1,N,0,2,1,2,N,N,N,2,2,3,3,4,2,N,N,431,N,11224.3
38-00100,2,1,0,1,1,1,15,2,2,2,2,63,0,2,8,3,N,305,18091.025904,72.99999999999496
40-00200,1,1,0,3,1,2,N,2,2,2,2,32,0,2,5,5,N,186,2997.1196800000016,90.69999999999706
30-00600,1,1,0,1,1,1,N,2,2,2,2,66,2,4,9,5,N,501,0.06820800000059535,16.3
17-03529,2,6,0,2,1,1,N,2,2,2,2,59,0,2,4,0,N,167,4918.2930240000005,15097.5
17-03531,1,1,0,2,1,1,16,2,2,2,2,72,0,2,8,9,N,501,59999.206968,11171.599999999997
30-00600,1,6,0,3,1,1,N,2,1,1,2,15,0,5,5,0,N,111,16880.698080000002,16.3
01-01301,1,1,0,2,1,1,N,2,2,2,2,62,0,5,5,8,N,248,25001.218704,2731.1999999999957
01-01301,1,4,0,2,1,1,N,2,2,2,2,65,0,N,5,1,N,118,7004.579935999998,2731.1999999999957
30-00600,2,6,0,1,1,1,11,2,2,2,2,62,0,N,5,5,N,354,44986.07664,16.3
17-03529,1,6,0,2,1,2,10,2,2,2,2,37,0,N,10,4,N,50,25679.706304,15097.5
36-03710,2,6,1,8,1,2,N,2,2,2,2,41,0,5,4,0,N,0,33493.63096,52864.7
17-03531,1,6,0,9,1,2,6,2,2,2,2,17,2,6,4,1,N,273,10001.142432,11171.599999999997
19-01700,2,1,0,1,1,1,N,2,2,2,2,40,1,2,9,4,N,176,11946.048480000001,3572.2999999999975
24-01004,1,1,0,1,1,1,12,2,2,2,2,35,0,5,11,9,N,501,327890.2356,4187.899999999999
51-01301,1,N,0,2,2,0,N,N,N,2,2,0,N,N,N,N,N,N,N,11162.799999999997
06-07502,2,3,0,1,1,1,9,2,2,2,2,72,0,N,10,9,N,501,569807.47768,33632.6
06-08507,1,1,0,1,1,1,4,2,2,2,2,52,0,4,9,9,N,501,260238.16151999997,3305.099999999997
51-51255,2,1,3,1,1,1,10,2,2,2,2,43,0,2,9,9,N,501,539502.92288,11224.3
26-02702,2,6,0,1,1,1,12,2,2,2,2,25,0,N,10,8,N,320,79994.10627999999,4817.2
19-01700,1,6,0,1,1,1,6,2,2,2,2,71,0,N,5,5,N,501,44997.65976,3572.2999999999975
13-04600,2,N,0,2,1,2,N,2,2,2,2,13,3,5,3,N,N,36,N,3670.3999999999983
36-03710,1,6,2,1,3,0,10,2,2,2,2,27,N,N,6,0,N,53,-0.8736719999997149,52864.7
30-00600,1,N,0,3,1,1,N,2,2,2,2,14,2,3,3,N,N,341,N,16.3
08-00803,1,1,0,1,1,1,0,2,2,2,2,82,0,2,7,4,N,282,15001.214616000001,3393.199999999999
32-00405,1,5,0,3,1,1,3,2,2,2,2,43,5,8,4,1,N,197,27862.324160000004,7990.499999999998
24-01004,2,1,0,6,1,1,12,2,2,2,2,62,0,5,10,9,N,501,1161734.9296000001,4187.899999999999
26-02702,1,6,0,6,3,0,8,2,2,2,2,20,N,N,7,0,N,0,19466.39916,4817.2
06-07502,1,4,0,1,1,2,11,2,2,2,2,38,0,N,10,8,N,501,110279.85688,33632.6
24-01004,2,6,0,2,1,1,10,2,1,2,2,47,0,4,7,1,N,501,15004.320816,4187.899999999999
40-00200,2,6,0,3,1,1,14,2,2,2,2,22,0,4,7,2,N,38,25110.253672,90.69999999999706
28-01100,2,4,0,2,1,1,11,2,2,2,2,52,0,N,7,5,N,294,153.35069440000007,2674.299999999996
38-00100,1,6,0,1,1,1,3,2,2,2,2,15,2,4,5,3,N,183,22093.653848,72.99999999999496
30-00600,2,1,0,1,1,1,3,2,2,2,2,37,3,8,7,6,N,352,69036.411968,16.3
30-00600,1,1,0,1,1,1,15,2,1,2,2,49,0,4,8,8,N,275,55406.657536000006,16.3
24-01004,1,1,0,1,1,1,10,2,2,2,2,54,0,2,12,6,N,501,69662.344,4187.899999999999
36-03710,1,1,4,8,1,1,N,2,2,2,2,58,0,3,9,1,N,501,55003.51152,52864.7
19-01700,1,1,0,1,1,1,10,2,2,2,2,52,0,2,9,5,N,433,15001.576672000003,3572.2999999999975
17-03531,2,4,0,2,1,1,13,1,2,2,2,55,0,3,9,6,N,375,33702.94207999999,11171.599999999997
32-00405,2,6,0,1,1,1,N,1,1,2,2,69,0,N,5,2,N,219,18467.314312,7990.499999999998
28-01100,2,6,0,1,1,1,7,2,2,2,2,76,0,N,9,8,N,501,47868.83064,2674.299999999996
36-03710,1,6,2,2,2,0,N,2,2,2,2,34,N,N,4,0,N,N,19462.968312,52864.7
36-03710,2,1,2,2,1,2,1,1,1,2,2,32,0,3,6,2,N,141,5549.20032,52864.7
24-01004,2,1,0,1,1,1,8,2,2,2,2,68,2,4,10,9,N,501,175591.56624,4187.899999999999
19-01700,2,6,0,1,1,1,8,2,2,2,2,29,0,2,5,5,N,403,24998.493264000004,3572.2999999999975
40-00200,1,1,0,1,1,1,3,2,2,2,2,70,0,2,7,9,N,501,24999.6636,90.69999999999706
06-08507,2,N,0,6,2,0,N,N,N,2,2,3,N,N,1,N,N,N,N,3305.099999999997
26-02702,1,1,0,1,1,1,10,2,2,2,2,57,0,2,12,9,N,501,436066.06207999995,4817.2
01-01301,2,N,0,2,1,1,N,2,2,2,2,6,0,2,1,N,N,N,N,2731.1999999999957
19-01700,1,6,0,1,1,2,4,2,2,2,2,21,0,N,7,5,N,205,42147.239632000004,3572.2999999999975
06-07502,2,6,0,1,1,1,12,2,2,2,2,81,0,N,9,7,N,501,41693.408448,33632.6
17-03531,1,6,0,2,1,2,8,2,2,2,2,32,0,N,9,7,N,237,39032.33291999999,11171.599999999997
36-04010,2,N,0,2,1,2,N,N,N,2,2,2,2,4,N,N,N,N,N,50441.59999999999
17-03529,2,1,0,2,1,1,3,2,2,2,2,64,1,2,7,7,N,303,35696.605447999995,15097.5
36-03710,2,N,2,9,1,2,N,N,N,1,2,4,2,4,2,N,N,103,N,52864.7
28-01100,2,2,0,2,1,1,14,2,2,2,2,33,2,4,4,2,N,326,25030.689528000003,2674.299999999996
28-01100,1,6,0,2,1,2,N,1,2,2,2,51,0,N,5,3,N,194,14400.074735999999,2674.299999999996
17-03531,2,6,0,2,1,2,N,2,2,2,2,21,0,2,5,1,N,258,12099.765968,11171.599999999997
13-04600,1,6,0,2,1,2,12,2,2,2,2,57,0,2,5,4,N,115,16764.977768,3670.3999999999983
26-02702,2,4,0,1,1,1,N,2,2,2,2,15,2,4,4,1,N,84,-0.45323280000047816,4817.2
19-01700,2,1,0,1,1,1,N,2,2,2,2,74,0,2,5,3,N,206,-0.634795199999644,3572.2999999999975
51-51255,2,4,0,1,1,1,9,2,1,2,2,72,0,N,9,8,N,501,89934.09992,11224.3
30-00600,2,1,0,1,1,1,16,2,2,2,2,63,0,2,9,8,N,501,139888.56944,16.3
36-03710,1,6,1,8,1,2,10,2,2,2,2,28,2,6,7,5,N,92,-0.17574559999957273,52864.7
13-04600,1,6,0,2,1,2,11,2,2,2,2,28,0,3,4,3,N,3,14380.530392,3670.3999999999983
51-01301,2,6,0,1,1,2,10,2,2,2,2,24,0,N,9,7,N,501,58309.570439999996,11162.799999999997
40-00200,1,6,0,1,1,1,N,2,2,2,2,20,0,5,5,1,N,47,-0.41088160000072094,90.69999999999706
51-51255,1,3,0,1,1,1,4,2,2,2,1,89,0,2,7,5,N,380,35029.599432,11224.3
51-51255,2,1,0,1,1,2,5,2,2,2,2,27,0,2,10,4,N,393,26894.446936,11224.3
24-01004,2,4,0,1,1,1,15,2,2,2,2,84,0,N,7,9,N,501,30000.502648,4187.899999999999
17-03531,1,1,0,2,1,1,12,2,2,2,2,65,0,2,5,5,N,501,49642.349264000004,11171.599999999997
51-51255,2,N,4,1,1,2,N,2,2,2,2,7,1,3,4,N,N,501,N,11224.3
24-01004,1,1,0,1,1,1,N,2,2,2,2,70,1,3,9,4,N,501,29999.238792000004,4187.899999999999
38-00100,2,1,0,1,1,1,N,2,2,2,2,64,0,2,4,2,N,501,0.1737520000006043,72.99999999999496
08-00803,2,1,0,1,1,1,11,2,2,2,2,31,0,2,11,5,N,27,38983.797376,3393.199999999999
17-03529,2,6,0,1,1,2,11,2,2,2,2,49,0,N,10,7,N,501,69940.49252,15097.5
19-01700,1,1,0,1,1,1,15,2,2,2,2,73,0,2,11,9,2,501,229120.47704,3572.2999999999975
19-01700,2,6,0,2,1,2,18,2,2,2,2,22,1,2,8,1,N,271,27160.715744,3572.2999999999975
36-04010,2,1,0,2,1,2,5,2,2,2,2,55,0,2,5,5,N,388,49347.498072,50441.59999999999
36-04010,2,6,0,2,1,1,15,2,2,2,2,32,0,6,7,2,N,315,27271.053312000004,50441.59999999999
17-03531,2,6,0,2,1,2,N,2,2,2,2,16,1,4,4,2,N,299,14401.458832,11171.599999999997
51-51255,1,3,0,1,1,2,N,2,2,2,2,85,0,N,8,7,N,501,59992.822224,11224.3
51-01301,2,6,0,1,1,2,6,2,2,2,2,24,0,N,9,4,N,75,155.39250319999883,11162.799999999997
08-00803,2,6,0,8,1,1,11,2,2,1,2,55,0,12,9,6,N,443,51201.998336,3393.199999999999
38-00100,1,1,0,1,1,1,3,2,2,2,2,64,0,2,9,4,N,328,0.2186416000004101,72.99999999999496
30-00600,1,1,0,1,1,1,9,2,2,2,2,24,3,4,11,6,N,221,40497.87816,16.3
28-01100,1,1,0,2,1,1,4,2,2,2,2,56,0,3,5,7,N,437,70210.2042,2674.299999999996
24-01004,2,6,0,1,1,1,16,2,2,2,2,74,0,N,9,6,N,501,59841.919687999994,4187.899999999999
36-03710,2,4,4,8,1,2,N,2,1,2,2,63,0,N,7,4,N,187,8399.306487999998,52864.7
06-07502,1,6,0,9,1,2,12,2,2,2,2,70,0,N,7,1,N,344,40003.745200000005,33632.6
38-00100,2,N,0,1,1,1,N,2,2,2,2,8,1,5,4,N,N,501,N,72.99999999999496
19-01700,2,1,0,9,1,1,14,2,2,2,2,55,1,3,7,8,N,501,100833.74904,3572.2999999999975
