PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
01-01301,2,2,3,2,1,1,3,2,1,1,2,39,2,5,5,6,3,356,3247.740785232,44179.346399999995
06-07502,1,1,0,1,1,1,7,2,2,2,2,71,0,2,5,8,N,501,50412.91474848,100684.81843999999
17-03529,1,6,0,1,1,1,5,2,2,2,2,36,0,5,12,9,N,501,14545.885244767996,-0.48062080000090646
06-08507,2,N,0,9,1,1,N,2,2,2,2,8,2,4,3,N,N,453,3083.0403320839996,N
06-08507,1,1,0,1,1,1,10,2,2,2,2,58,1,2,10,9,N,501,2882.1980736892,102773.434
30-00600,1,1,0,1,1,1,N,2,2,2,2,22,0,2,5,3,N,222,557.0433490447999,18249.84424
28-01100,2,6,0,2,2,0,N,2,2,2,2,85,N,N,7,0,N,266,3183.2675869259997,0.2548471999998583
29-01901,1,6,0,1,1,2,N,2,2,2,2,30,1,4,7,0,N,423,5319.5122177759995,-4.500110400000267
26-02702,2,1,0,1,1,1,11,2,2,2,2,74,0,2,11,8,N,501,3945.794161472,296.8777088000006
24-01004,2,N,0,1,1,1,N,N,N,2,2,1,0,6,N,N,N,501,3605.6391342599995,N
06-07502,2,N,0,1,1,2,N,2,2,2,2,8,3,4,3,N,N,325,34167.462450064,N
26-02702,1,1,0,2,1,1,11,2,2,2,2,33,0,2,11,9,N,501,3447.267277012,26694.478464
24-01004,1,N,0,8,1,1,N,2,2,2,2,11,2,5,2,N,N,501,4141.31844392,N
28-01100,2,6,0,2,1,2,12,2,2,2,2,32,2,3,9,6,N,501,2559.2358465104,37789.528271999996
17-03529,1,6,0,2,3,0,N,2,2,2,2,18,N,N,7,0,N,256,14441.796621579999,-3.4997136000001774
06-08507,1,1,0,2,1,1,8,2,2,2,2,54,0,2,9,8,N,501,8188.421434752,96559.28384
51-51255,1,1,0,1,1,1,10,2,2,2,2,31,0,2,10,9,N,501,10933.491524492,173080.19352
40-00200,2,6,0,1,1,1,11,2,2,2,2,39,0,N,7,7,N,211,199.943697886,65785.026176
38-00100,1,6,0,1,1,1,N,2,2,2,2,77,0,N,10,7,N,501,345.47904871279997,49253.58128
06-08507,1,1,0,1,1,1,3,2,2,2,2,43,2,5,9,9,N,501,2868.6729526159997,772820.60016
38-00100,2,6,0,1,1,1,N,2,2,2,2,21,0,2,7,5,N,501,438.96961231,44956.283840000004
08-00803,1,6,0,1,1,1,11,2,2,2,2,16,1,3,10,1,N,453,3958.5112833576,5557.581048000002
38-00100,1,N,0,5,1,1,N,N,N,2,2,4,2,4,2,N,N,185,297.57144562879995,N
19-01700,2,1,0,1,1,1,10,2,2,2,2,39,2,4,7,4,N,501,4163.641079596,33609.60912
40-00200,1,4,0,3,1,1,1,2,2,2,2,69,0,9,1,9,N,501,189.79655141368,62216.873448
24-01004,1,1,0,1,1,1,10,2,2,2,2,21,0,3,11,8,N,501,3596.4186739119996,150413.16328
29-01901,1,6,0,8,1,2,3,2,2,2,2,23,0,N,9,5,N,255,5063.7880057976,40486.98976
06-07502,2,3,1,9,1,1,18,1,1,1,1,78,2,4,11,2,N,84,2735.7660969080002,9314.115788
17-03531,1,6,0,1,1,2,N,2,2,2,2,25,0,N,5,6,N,288,10931.388158171998,-3.7654439999987517
40-00200,1,6,0,3,1,1,4,2,1,2,2,82,2,3,5,0,N,487,576.7735593071999,-0.7872327999994013
38-00100,1,6,0,1,1,1,6,2,2,2,2,32,0,2,7,5,N,501,447.27447412799995,49750.434336000006
24-01004,1,6,0,1,1,1,N,1,2,2,2,17,2,4,1,2,N,501,3956.316806396,8311.624808
36-03710,1,N,1,1,1,2,N,2,2,2,2,6,3,5,5,N,N,71,242.21906729743998,N
17-03531,2,6,0,1,1,1,10,2,2,2,2,20,1,N,7,2,N,32,10931.179406991998,8368.651967999998
36-03710,2,4,0,1,1,2,16,2,2,2,2,44,1,3,9,0,N,0,359.76250733212,49628.59648
24-01004,1,1,0,1,1,1,3,2,2,2,2,37,2,3,9,9,N,501,3768.2082114359996,781316.35776
40-00200,2,1,0,5,1,1,16,2,2,2,2,40,2,4,9,9,N,501,283.44665376079996,-3.2624400000004243
13-04600,2,1,0,1,1,1,6,2,2,2,1,68,0,2,7,7,N,260,4154.541642083999,100382.88912
32-00405,2,1,0,2,1,2,12,2,2,2,2,39,2,3,3,8,N,474,7579.008037411999,100813.81592
26-02702,1,1,0,1,1,1,10,2,2,2,2,58,0,2,10,9,N,501,4314.5013823583995,136289.2652
40-00200,1,1,0,1,1,1,7,2,2,2,2,63,0,2,5,7,N,501,567.6466934755999,64670.847599999994
26-02702,1,N,0,3,1,2,N,2,2,2,2,5,0,2,1,N,N,0,11115.496657736,N
28-01100,2,1,0,2,1,2,2,2,2,2,2,55,0,2,7,2,N,223,3243.1595159812,870.8257136000011
17-03529,1,6,0,2,1,2,N,2,2,2,2,28,0,N,7,1,N,149,14551.983950127998,-3.985616800000571
51-01301,1,6,2,1,1,2,18,1,2,2,2,17,3,6,3,2,6,90,11628.442699651998,8529.387464
06-08507,1,6,0,1,1,1,3,2,2,2,2,45,1,3,7,1,N,9,2740.636076968,7170.817080000001
01-01301,2,6,0,2,1,2,0,2,2,2,2,39,0,N,4,5,N,501,2733.5420248423998,31149.878143999995
30-00600,2,6,0,1,1,2,9,2,2,2,2,27,0,N,9,6,N,413,3379.9822795839996,84040.22903999999
38-00100,1,5,0,2,3,0,13,1,1,1,2,68,N,N,3,0,N,436,36710.40802068,8346.16976
06-07502,2,2,0,6,1,2,9,2,2,2,2,40,2,4,9,7,N,498,13834.707496871999,-3.3902952000007645
17-03531,1,6,0,2,1,2,N,2,2,2,2,20,2,4,7,2,N,264,11388.063337703998,8834.569944000003
51-51255,1,1,0,1,1,1,16,2,2,2,2,52,0,2,10,9,N,501,11127.765413795998,49712.03769599999
30-00600,1,1,0,8,1,1,12,2,2,2,2,58,2,3,11,6,N,324,3457.964057414,34094.24312
36-04010,2,6,0,2,1,2,13,2,2,2,2,24,0,N,7,1,N,311,51086.63143652,3590.744560000001
51-01301,2,6,2,1,1,1,14,2,2,2,2,55,0,N,10,8,N,415,10972.112078243998,107000.596784
51-51255,1,3,0,1,1,1,8,2,2,2,2,77,0,5,10,6,N,501,11255.174450451997,163923.65032000002
38-00100,2,4,0,1,1,1,N,2,2,2,2,67,0,N,7,1,N,199,380.66907541495993,14964.25952
29-01901,2,1,0,1,1,1,N,2,2,2,2,62,0,3,7,3,N,189,853.2370160492,15559.881720000001
51-51255,1,1,0,1,1,1,8,2,2,2,2,73,0,2,9,9,N,501,11306.250843599999,110436.08204000001
06-07502,1,1,0,1,1,2,12,2,2,2,2,60,0,3,11,8,N,501,34274.1390594,178934.87952
38-00100,2,3,0,1,1,1,N,2,2,2,2,76,0,N,8,5,N,416,184.87183098095997,41909.69616
06-08507,1,1,1,1,1,1,4,2,2,2,2,65,9,12,2,3,N,10,3248.7531491823997,7.450275999999576
51-51255,2,6,0,2,1,2,N,2,2,2,2,48,0,4,5,7,N,501,10933.225697039998,52844.926968
30-00600,1,1,0,1,1,1,10,2,2,2,2,46,2,4,9,9,N,501,113.12796648139998,120811.62504
30-00600,2,1,0,1,1,1,7,2,2,2,2,71,3,4,5,2,N,352,5958.989484424,9298.336292
17-03529,1,N,0,2,1,2,N,2,2,2,2,6,0,5,5,N,N,501,14309.260761639996,N
06-08507,2,N,0,1,1,1,N,2,2,2,2,7,0,2,3,N,N,501,2780.011834356,N
26-02702,2,1,0,1,1,2,9,2,2,2,2,72,0,2,12,9,N,501,3608.9146780919996,100402.87568
32-00405,2,6,0,2,1,2,6,2,2,2,2,21,2,3,2,3,N,133,4056.759418468,18406.328584
26-02702,1,6,0,9,3,0,14,2,1,2,2,20,N,N,7,0,N,73,4780.5700479,811.0322320000014
08-00803,1,2,0,1,2,0,N,2,2,2,2,33,N,N,9,1,N,105,3707.606686914,3674.6026079999992
30-00600,1,1,0,1,1,1,11,2,2,2,2,23,3,6,9,9,N,501,336.121076828,56126.873759999995
38-00100,1,6,0,1,1,2,11,1,2,2,2,91,0,7,4,2,N,417,282.39599585976,669.2123584000001
36-03710,1,6,0,2,1,2,12,2,2,2,2,32,0,N,5,1,N,72,2685.5028292424,21246.730048
24-01004,2,N,0,1,1,2,N,2,2,2,2,5,2,4,3,N,N,501,3485.7306067739996,N
38-00100,2,1,0,1,1,1,10,2,2,2,2,34,0,2,10,9,N,501,557.0420806831999,243275.4772
17-03529,2,1,0,6,1,2,11,2,2,2,2,37,0,2,10,5,N,501,14937.427413719997,36320.291664
32-00405,2,6,0,8,1,1,N,2,2,2,2,18,1,3,7,5,N,266,189.54986565215998,38709.111768
29-01901,1,5,0,1,3,0,17,1,1,2,1,91,N,N,4,3,1,467,4322.615937088,7632.907416000002
13-04600,2,6,0,2,1,1,N,2,2,2,2,19,0,4,4,0,N,3,3426.544890888,-4.5137376000002405
28-01100,2,6,0,9,1,2,7,2,2,2,2,49,0,N,8,6,N,142,43104.116320384,41410.80036
06-08507,1,1,0,1,1,1,3,2,2,2,2,59,0,2,9,9,N,501,1414.8414782679997,80387.86556
17-03531,2,4,0,2,1,2,13,2,2,2,2,64,0,N,8,2,N,291,11242.044793955998,25921.73072
51-01301,2,4,0,2,1,1,9,2,2,2,2,40,0,N,7,9,5,501,11408.147843639998,24977.636968
08-00803,1,6,0,1,1,1,N,2,2,2,2,18,0,3,9,1,N,487,3976.912884844,6899.841544000001
29-01901,1,6,0,2,1,2,N,2,2,2,2,19,0,2,4,2,N,221,5138.051951536,-1.1480864000004658
13-04600,1,6,0,2,1,1,11,2,2,2,2,21,0,3,5,4,N,278,3457.14834236,22169.09376
13-04600,2,1,1,1,1,2,11,2,2,2,2,51,0,3,8,0,N,11,11494.850928679998,647.6439743999999
32-00405,1,6,1,1,1,2,N,2,2,2,2,28,0,4,10,0,N,0,7669.070695239999,-1.58602719999908
36-03710,2,6,0,1,1,1,10,2,2,2,2,44,0,4,9,7,N,319,43465.58035096,44147.152808000006
36-04010,1,3,0,2,1,2,11,2,2,2,2,50,0,N,8,5,N,146,50387.299129,36154.68912
51-01301,2,1,1,1,1,2,16,2,2,2,2,52,0,5,8,9,N,501,11179.810518115997,66683.02392
40-00200,1,N,0,3,1,1,N,2,2,2,2,12,0,3,3,N,N,258,337.72124710739996,N
24-01004,1,3,0,9,1,1,14,1,1,2,2,78,2,5,4,4,N,249,3435.7558385239995,24636.458639999997
38-00100,2,6,0,1,1,1,6,1,2,2,2,62,0,N,7,8,N,134,389.78735866639994,25815.502688
26-02702,2,6,0,1,1,2,9,2,2,2,2,64,0,N,7,1,N,460,11272.829515439998,4746.922967999999
17-03529,1,1,0,2,1,2,12,1,2,2,1,90,0,2,4,2,N,472,14306.484635187997,150.64342399999987
32-00405,1,1,0,1,1,1,14,2,1,2,1,86,1,2,6,4,N,308,7653.190808007999,13096.77868
06-08507,2,4,0,2,1,1,15,2,2,2,2,56,2,3,9,1,N,247,3371.2686353920003,14973.063760000001
28-01100,1,6,0,1,1,2,N,2,2,2,2,19,1,4,7,1,N,255,2783.0097655428,-9.275776000000405
28-01100,2,N,1,1,1,1,N,2,2,2,2,12,0,3,3,N,N,130,3029.9713957108,N
24-01004,2,1,0,1,1,1,N,2,2,2,2,63,0,2,5,4,N,501,4145.077022128,21323.575432
51-01301,2,N,0,1,1,1,N,2,2,2,2,5,2,4,3,N,N,501,10998.255653239998,N
08-00803,1,6,0,1,1,1,10,2,2,2,2,21,0,N,10,9,N,501,3406.5204207344,101635.97161600001
26-02702,1,5,0,2,1,2,N,2,1,2,2,66,0,N,7,4,N,94,6567.060532404,12949.240191999997
51-01301,2,2,3,7,2,0,13,1,1,2,1,48,N,N,5,5,4,22,38260.08693872,50552.805208
51-51255,2,1,1,1,1,2,12,2,2,2,2,38,3,4,3,2,N,230,11499.568705347998,149.7237215999994
38-00100,2,1,0,1,1,1,11,2,2,2,2,45,2,4,8,0,N,501,331.0568260496,207.86483839999892
51-51255,2,N,0,1,1,1,N,N,N,2,2,3,1,3,3,N,N,501,11280.328703399999,N
40-00200,2,1,0,8,1,1,10,2,2,2,2,39,0,6,3,5,N,347,689.3980446695999,36210.46712
06-07502,1,1,0,6,1,2,11,2,2,2,2,50,0,3,9,8,N,501,34388.1594824,54742.075024000005
06-08507,2,1,0,6,1,1,11,2,2,2,2,73,0,2,8,4,N,501,3362.6419796663995,14478.640888000002
51-51255,2,1,0,2,1,1,15,2,2,2,2,48,0,2,10,7,N,501,11578.336603127998,93821.2988
51-51255,1,1,1,1,1,1,12,2,2,2,2,30,0,4,11,8,N,455,13328.916599831999,125135.45543999999
51-51255,2,6,0,1,1,2,10,2,2,2,2,55,0,N,9,3,N,14,10974.465417495998,15264.729928
24-01004,1,1,0,6,1,2,10,2,2,2,2,51,1,3,7,9,N,501,4003.1605711879997,68014.78612799999
38-00100,1,1,0,1,1,1,N,2,2,2,2,48,0,2,5,2,N,110,386.64004619215996,7492.225279999999
24-01004,1,N,0,1,1,1,N,N,N,2,2,2,0,6,N,N,N,501,3464.5650868159996,N
13-04600,1,6,0,1,1,2,6,2,2,1,1,29,0,N,11,7,N,40,4121.93497201,72839.382728
30-00600,1,N,0,1,1,2,N,2,2,2,2,13,0,2,5,N,N,467,345.04063952576,N
08-00803,1,6,0,1,1,2,N,2,2,2,2,23,3,N,9,1,N,0,3590.7160673099993,15412.924392
19-01700,1,6,0,1,1,2,N,2,2,2,2,28,0,N,9,5,N,0,4142.722625908,35336.556119999994
38-00100,1,6,0,1,3,0,14,2,1,2,2,25,N,N,7,6,N,401,568.8936514735999,46093.66072
30-00600,1,6,0,8,1,1,6,2,2,2,2,18,2,6,5,1,N,376,116.90437573955998,4809.836544
06-07502,1,1,1,1,1,1,4,2,2,2,2,68,0,3,5,0,N,490,12777.463628223997,0.24990400000024238
38-00100,1,4,0,1,1,1,3,2,2,2,2,59,0,2,5,5,N,197,442.5025806984,40491.644384
29-01901,2,3,0,2,1,2,N,2,2,2,2,65,0,N,7,3,N,297,11123.423917735998,16079.808831999999
17-03531,1,5,0,2,1,1,17,2,2,2,2,37,1,3,7,5,N,462,11648.682579883998,283287.742
19-01700,1,6,0,2,1,1,5,2,2,2,2,45,0,4,7,5,N,390,4193.5677544576,36911.408872
51-01301,1,1,0,1,1,1,16,2,2,2,2,51,1,3,12,9,N,501,11744.612995563997,104408.11016000001
06-08507,2,N,0,6,1,2,N,N,N,2,2,4,1,3,1,N,N,501,2802.786323852,N
13-04600,2,1,0,2,1,2,N,2,2,2,2,58,1,2,4,0,N,0,3531.12553268,0.4008720000001631
32-00405,1,6,2,2,2,0,18,1,1,2,2,16,N,N,4,0,N,157,7804.129009311999,186.7107479999995
38-00100,1,1,0,1,1,1,5,2,2,2,2,72,0,4,5,6,N,313,458.6820126615999,53188.97636
24-01004,1,1,0,1,1,1,12,2,2,2,2,43,0,2,10,9,N,501,3399.1054731239997,441429.1936
24-01004,2,4,0,2,1,1,16,2,2,2,2,57,0,N,8,8,N,142,3604.5303748280003,100556.008
30-00600,1,1,0,1,1,1,0,2,1,2,2,86,0,2,5,4,N,125,381.8421302104,5266.846740000001
06-07502,2,1,0,9,1,2,12,2,2,2,2,66,0,3,7,7,N,325,34895.80535828,43545.523952
17-03529,2,1,0,1,1,1,12,2,2,2,2,49,0,3,5,9,N,501,3413.7682617039995,180533.13632000002
28-01100,2,4,0,2,1,1,11,2,2,2,2,72,0,6,8,6,N,252,3167.9337293628,41457.353279999996
06-08507,1,1,0,1,1,1,10,2,2,2,2,46,1,4,9,9,N,501,6578.586768443999,131963.58444
30-00600,2,1,0,1,1,1,11,2,2,2,2,16,3,6,5,0,N,501,481.74278194039994,414.89380320000055
40-00200,1,6,0,3,1,2,15,2,2,2,2,24,2,6,3,4,N,476,415.11018215588,8756.737256
08-00803,2,1,0,1,1,1,N,2,2,2,2,46,0,2,7,1,N,24,4124.588225932,-1.2971839999991062
08-00803,2,3,0,1,1,2,N,2,2,2,2,26,0,N,10,4,N,501,3726.041530044,15637.769184
28-01100,1,6,0,2,1,2,6,2,2,2,2,25,0,2,7,1,N,376,3298.8121577819998,-0.8326567999993131
36-03710,1,6,0,2,1,2,12,2,2,2,2,43,0,2,2,2,N,156,13773.774348639998,14992.744376000002
51-51255,2,1,0,1,1,1,N,2,2,2,2,33,0,4,9,4,N,501,1269.2858336555998,20266.3826
40-00200,2,1,0,3,1,1,15,2,2,2,2,57,0,2,4,4,N,23,761.6170215699999,13444.376487999998
30-00600,2,1,0,1,1,1,14,2,2,2,2,25,3,6,9,3,N,225,232.45369238188,10439.684432000002
38-00100,1,1,0,1,1,1,18,1,1,2,2,60,3,6,3,2,N,293,392.535422618,8658.445064
13-04600,2,4,0,2,1,2,N,2,1,2,2,81,0,2,6,4,N,270,4143.705077664,15976.395752
06-07502,1,N,2,1,2,0,N,2,2,2,2,9,N,N,10,N,N,188,34014.0192346,N
24-01004,2,N,0,1,1,1,N,2,2,2,2,7,0,2,3,N,N,501,4146.043619364,N
24-01004,2,N,0,1,1,1,N,N,N,2,2,2,1,3,N,N,N,501,3405.3341855480003,N
51-51255,1,N,0,1,2,0,N,N,N,2,2,2,N,N,N,N,N,441,4023.0025029679996,N
08-00803,1,1,0,1,1,1,N,2,2,2,2,52,1,3,7,5,N,501,3408.6612565699998,38117.8476
26-02702,2,6,0,3,1,1,12,2,2,2,2,32,0,2,4,4,N,248,4594.10239576,14495.435743999999
17-03529,2,N,0,9,1,2,N,N,N,2,2,4,1,5,2,N,N,368,14601.938371743996,N
08-00803,1,6,0,1,1,2,6,2,2,2,2,23,0,N,7,4,N,381,3886.1505141999996,404519.68192000006
01-01301,2,1,0,2,1,1,1,2,2,2,2,31,1,3,5,0,N,269,3160.9432601012,-2.042137599999478
36-03710,2,5,4,6,1,1,16,2,2,2,2,59,0,3,5,8,N,356,43356.5329624,80025.696
19-01700,2,6,0,2,1,1,14,2,2,2,2,54,0,2,4,4,N,331,8180.263227243999,27176.763776
01-01301,2,6,0,2,1,2,11,2,2,2,2,16,1,3,5,0,N,335,3118.1653341148,0.7883120000005874
19-01700,1,6,0,6,1,2,10,2,2,2,2,28,0,N,9,4,N,58,4148.531193551999,35007.377744
26-02702,1,2,0,8,3,0,4,2,2,2,2,43,N,N,9,2,N,48,4122.964194599999,14817.355631999999
51-01301,1,6,0,1,1,2,16,2,2,2,2,26,0,N,9,7,N,501,11359.302181455998,48137.20632
38-00100,1,1,0,1,1,1,0,2,2,2,2,59,0,2,5,6,N,252,454.90430333279994,25098.165544000003
36-03710,2,3,4,9,1,2,17,2,2,2,2,75,1,3,6,4,N,181,29441.13174004,22523.86856
29-01901,1,6,0,1,3,0,8,2,2,2,2,19,N,N,4,0,N,188,5733.347955783999,-4.084480800000165
17-03529,2,4,0,1,1,2,11,2,2,2,2,36,1,N,7,5,N,452,14547.869702187996,83678.07284000001
