PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
38-00100,1,6,0,1,1,1,14,2,2,2,2,16,2,3,4,3,N,43,383.50209845439997,24470.519424000006
24-01004,1,N,0,2,1,2,N,2,2,2,2,13,2,4,3,N,N,5,3775.9251348039998,N
29-01901,1,6,0,2,1,2,4,1,1,2,2,46,0,N,5,5,N,293,5253.084685638,31902.274599999997
06-07502,2,6,0,6,1,2,N,2,2,2,2,34,0,4,12,0,N,501,33597.27260672,-2.4581680000010238
24-01004,2,6,0,1,1,2,5,2,2,2,2,47,0,N,10,0,N,501,3385.23752448,-4.125496000000567
30-00600,1,1,0,1,1,1,16,2,2,2,2,75,0,2,7,4,N,199,337.26671387351996,27687.940087999996
51-01301,2,1,0,1,1,1,10,2,2,2,2,47,2,4,9,8,N,501,10932.498503055998,100266.2296
26-02702,1,5,0,6,1,1,14,2,2,2,2,66,0,N,7,6,N,492,4431.908542224,38700.089759999995
19-01700,2,4,0,1,1,1,6,2,2,2,2,56,0,3,7,6,N,236,3468.603761544,52419.055592
17-03529,2,1,0,6,1,1,10,2,2,2,2,27,0,2,12,9,N,501,14761.114581639997,85335.81504
38-00100,1,6,0,1,3,0,N,2,2,2,2,18,N,N,5,0,N,N,444.17972467239997,-2.1995184000006702
17-03531,2,3,0,2,1,1,N,2,1,2,2,80,0,2,7,4,N,166,11143.845596463998,14132.741136
26-02702,1,6,0,1,3,0,14,2,1,2,2,21,N,N,7,1,N,152,4473.268228548,4337.790336
38-00100,1,1,0,1,1,1,11,2,2,2,2,57,0,2,7,7,N,208,485.5192229075999,36989.44864
19-01700,1,N,0,2,1,1,N,2,2,2,2,7,4,6,3,N,N,366,3826.012734388,N
30-00600,1,1,0,1,1,1,0,2,2,2,2,51,0,2,5,9,N,501,654.5272962911998,55077.325520000006
30-00600,1,1,0,1,1,2,7,2,2,2,2,38,4,6,7,0,N,425,602.1792120939998,-0.48062080000090646
30-00600,1,6,0,1,1,1,N,2,2,2,2,53,0,N,5,1,N,111,634.7477784715999,9276.56016
26-02702,2,1,0,1,1,1,12,2,2,2,2,70,0,3,10,8,N,501,4732.740660447999,88478.24736000001
30-00600,2,3,0,1,1,1,7,2,2,2,2,70,0,N,7,4,5,233,694.5845337971999,16486.321568
40-00200,2,6,0,1,1,1,11,2,2,2,2,21,0,5,5,0,N,37,3183.2675869259997,0.2548471999998583
08-00803,1,6,0,1,1,2,10,2,2,2,2,30,0,N,7,3,N,501,3412.187301818,15478.436488
08-00803,2,1,0,1,1,2,N,2,2,2,2,43,3,5,9,0,N,364,3493.5297094039997,-1.901056000000608
24-01004,2,N,0,1,1,1,N,2,2,2,2,14,1,4,3,N,N,501,3765.362325096,N
06-07502,2,6,3,1,2,0,10,2,2,2,2,25,N,N,9,3,N,321,34167.462450064,18525.909936
32-00405,1,6,0,2,1,1,N,2,2,2,2,16,2,4,4,0,N,147,7568.606943807999,-2.4402656000002025
36-04010,1,N,4,1,1,2,N,2,2,2,2,10,1,3,3,N,N,281,11422.024248027998,N
38-00100,2,4,0,1,1,1,N,2,2,2,2,80,0,N,9,3,N,501,219.53525508616,20733.222415999997
32-00405,2,3,4,8,1,1,N,2,2,2,2,85,0,6,3,2,N,298,8134.379717879999,11515.543856
17-03529,1,6,0,1,1,1,N,1,2,2,2,54,0,N,9,8,N,N,14395.825383871997,80761.399136
36-03710,1,6,0,1,1,1,N,2,2,2,2,77,1,3,4,0,N,313,582.9574827121999,-2.192704799999774
19-01700,2,4,0,1,1,1,7,2,2,2,2,52,0,N,7,8,N,501,3411.728577706,23344.68692
06-08507,1,1,0,1,1,1,6,2,2,2,2,58,0,2,9,9,5,501,3269.7438466332,137329.96912
06-08507,1,1,0,1,1,1,16,2,2,2,2,43,2,4,9,7,N,501,2898.1371511292,55521.669768
38-00100,2,1,0,1,1,1,3,2,2,2,2,48,2,4,7,9,N,501,91.42084555051999,274674.7504
19-01700,1,6,4,8,1,2,15,2,2,2,2,57,0,8,4,4,N,18,4145.0867462336,27223.435600000004
24-01004,1,N,0,1,1,1,N,N,N,2,2,4,3,5,2,N,N,501,4201.385406875999,N
19-01700,2,1,0,2,1,1,N,2,2,2,2,69,0,2,4,3,N,130,4163.641079596,19526.52584
29-01901,2,N,0,2,1,2,N,1,2,1,1,8,0,4,3,N,N,68,5598.724055559999,N
24-01004,2,1,0,1,1,1,11,2,2,2,2,50,2,4,12,8,N,501,3606.580364264,133773.5104
08-00803,2,6,4,8,1,1,14,2,2,2,2,23,0,N,9,6,N,383,4197.0576513999995,36509.895448
17-03531,2,3,0,2,1,2,N,2,2,2,2,77,0,N,7,2,N,9,11234.061514651998,9633.046375999998
13-04600,1,6,0,1,1,1,N,2,2,2,2,22,0,N,9,5,N,377,3650.6263347599993,112817.5488
29-01901,1,6,0,2,1,1,N,1,2,2,2,16,0,10,4,0,N,249,5530.278507267999,0.9490327999992587
19-01700,2,1,0,1,1,1,N,2,2,2,2,60,1,4,9,0,N,136,3715.268647946,-2.2430719999993016
51-01301,1,6,0,1,1,2,4,2,2,2,2,30,0,3,5,9,N,501,11577.875765079998,165977.9908
08-00803,1,6,0,1,1,2,18,2,2,2,2,52,0,N,5,0,N,64,3651.5501247919997,-1.2891680000011547
08-00803,1,6,0,1,3,0,10,2,2,2,2,20,N,N,7,1,N,N,3813.7672316239996,2101.385119999999
26-02702,2,6,0,6,1,2,11,2,2,2,2,30,1,N,7,3,N,74,4955.181954225999,12389.77416
24-01004,1,1,0,6,1,1,9,2,2,2,2,37,0,3,9,9,N,501,3729.8656402679994,201379.74632
17-03529,2,6,1,2,1,1,18,2,2,2,2,40,0,4,4,0,N,223,14682.320259659997,0.6715456000001723
38-00100,2,1,0,1,1,1,N,2,1,1,1,68,0,2,5,3,N,217,84.86498567599999,17744.941784
08-00803,1,4,0,1,1,1,N,2,1,2,1,87,0,N,10,9,N,501,3765.5893089739993,100057.90712
24-01004,1,1,0,1,1,1,10,2,2,2,2,79,0,2,11,9,N,501,3783.3844750704,350817.74576
17-03531,1,1,0,2,1,1,7,2,2,2,2,63,0,3,5,6,N,372,5530.896833547999,22538.529823999997
38-00100,2,N,0,1,1,2,N,2,2,2,2,8,2,4,3,N,N,224,611.3295954635998,N
17-03529,1,1,0,2,1,1,6,2,2,2,2,64,0,2,10,4,N,501,14988.449373016,21525.864535999997
24-01004,2,1,0,1,1,2,N,2,2,2,1,72,0,2,5,4,N,333,3899.7447081319997,25719.466999999997
32-00405,1,4,0,8,1,2,N,2,2,2,2,70,0,N,1,3,N,211,7789.057174115999,15359.807703999999
51-01301,1,1,0,1,1,1,N,2,2,2,2,23,1,3,10,0,N,501,11174.083337007998,-3.352352800000517
29-01901,2,N,0,2,1,2,N,2,2,2,2,6,5,7,3,N,N,286,5180.228885517599,N
08-00803,2,6,0,1,1,2,10,2,2,2,2,27,0,N,9,6,N,501,3375.49492194,50801.893056
36-03710,1,5,4,8,2,0,N,2,2,2,2,39,N,N,3,4,N,90,52798.536974104,-308.27792000000045
30-00600,2,1,0,1,1,1,N,2,2,2,2,65,0,2,7,0,N,501,320.53252697067995,-3.3902952000007645
36-04010,2,6,0,2,1,1,N,2,2,2,2,16,0,4,4,1,N,258,50968.142152816,7395.450784000001
28-01100,1,3,0,2,1,1,N,2,2,2,2,67,0,N,5,8,N,501,11127.765413795998,-2.4635120000002644
17-03529,2,1,0,1,1,1,7,2,2,2,2,49,0,5,10,5,N,434,14528.119198139999,36825.954304
30-00600,2,3,0,1,1,1,12,2,2,2,2,24,2,5,8,5,N,156,76.80807798112,23632.12064
08-00803,2,4,0,1,1,2,14,2,2,2,2,59,0,N,7,1,N,35,4190.753894248,23072.729424
19-01700,2,1,0,1,1,1,4,2,2,2,2,32,2,3,1,7,N,501,4195.81307158,75663.66936000001
38-00100,1,2,0,1,1,1,N,2,2,2,2,69,0,2,5,2,N,104,380.66907541495993,9250.719248000001
19-01700,2,3,0,6,1,2,N,2,1,2,2,77,0,N,10,4,N,130,4138.726758384,20170.882648
38-00100,1,1,0,1,1,1,N,2,2,2,2,66,0,3,5,8,N,409,429.09388465039996,82044.56568
06-07502,2,6,0,1,1,2,N,2,2,2,2,27,1,2,4,0,N,299,34274.1390594,-3.9669128000005003
36-04010,1,N,0,2,1,2,N,N,N,2,2,4,2,4,2,N,N,247,51022.129964319996,N
28-01100,2,1,0,2,1,1,7,2,2,2,2,57,0,4,5,6,N,376,3368.7044310239994,51538.64896
17-03529,2,1,0,1,1,1,11,2,2,2,2,57,0,2,10,9,N,501,14752.38138354,446607.32920000004
38-00100,2,1,0,1,1,1,4,2,2,2,2,38,1,4,10,8,N,174,390.6459866212,120811.62504
36-03710,2,4,4,8,1,2,17,2,2,2,2,47,0,2,7,3,N,248,33358.519390040005,17457.508063999998
26-02702,1,1,0,1,1,1,6,2,2,2,2,68,0,2,7,8,N,501,5020.286162427999,85126.45582399999
26-02702,2,6,0,1,1,2,11,2,2,2,2,20,0,N,9,2,N,31,4547.016056811999,10728.93912
38-00100,2,1,0,1,1,1,2,2,2,2,2,60,0,2,7,0,N,501,739.3839639319999,-0.9061368000002403
17-03529,1,1,0,1,1,1,10,2,2,2,2,54,0,4,7,5,N,501,14600.267305335996,62036.44264000001
17-03529,1,2,0,2,3,0,3,2,2,2,2,24,N,N,4,2,N,71,14885.606386615998,12863.004063999997
38-00100,2,N,0,1,1,1,N,2,2,2,2,8,3,5,1,N,N,N,251.0475193536,N
24-01004,1,6,0,1,1,2,16,2,2,2,2,60,0,N,11,8,N,501,4109.101530796,68041.70118399999
40-00200,1,1,0,3,1,1,7,2,2,2,2,55,0,2,4,0,N,338,727.6478668955998,-1.387631199999305
40-00200,1,1,0,3,1,1,16,2,2,2,2,35,0,5,6,5,N,215,181.91880507963998,25111.282392
24-01004,2,N,0,1,1,2,N,2,2,2,2,9,3,5,3,N,N,501,4188.397384092,N
51-01301,1,1,0,1,1,1,3,2,2,2,1,73,0,2,7,9,N,501,11565.194791499998,356752.55168
36-03710,1,6,2,1,1,2,6,2,2,2,1,29,0,3,7,5,N,420,18905.719699568,36315.762623999995
40-00200,2,6,1,1,1,1,2,2,2,2,2,17,0,2,4,2,N,90,552.4288381503999,3516.519071999999
13-04600,1,6,0,2,3,0,N,2,1,2,2,57,N,N,6,0,N,256,51939.372079559995,-4.475795199999993
13-04600,2,6,0,2,1,1,N,2,2,2,2,15,3,5,4,0,N,54,3426.544890888,-4.5137376000002405
19-01700,1,N,0,1,1,1,N,2,2,2,2,5,2,4,11,N,N,501,3473.0477834999997,N
06-08507,2,1,0,9,1,1,N,2,2,2,2,76,0,2,9,8,N,501,3285.5548723999996,69828.95656
06-08507,2,1,0,1,1,1,N,2,2,2,2,72,0,2,10,3,N,501,3191.2971085799995,13680.407607999998
28-01100,2,4,0,2,1,1,N,2,2,2,2,70,0,N,10,5,N,253,2610.0673401728,36839.7298
38-00100,2,1,0,1,1,1,0,2,2,2,2,81,0,2,8,7,N,501,375.01571823692,64161.08344
17-03531,1,6,0,2,1,2,N,2,2,2,2,19,2,4,4,0,N,0,11591.346293755998,-1.1480864000004658
36-03710,2,N,2,1,1,2,N,2,2,2,2,9,3,5,3,N,N,72,3768.6183150199995,N
06-08507,2,N,0,6,1,1,N,2,2,2,2,7,2,5,3,N,N,501,3301.2913819227997,N
19-01700,2,4,0,2,1,1,8,2,2,2,2,56,0,2,7,4,N,402,4104.777474707999,27414.054744
38-00100,2,1,0,1,1,1,6,2,2,2,2,69,5,8,3,2,N,80,816.0346491111999,11947.363104
36-04010,2,3,0,2,1,2,13,2,2,2,2,76,0,N,5,3,N,72,50387.299129,15471.741792
36-04010,2,6,0,2,3,0,N,2,2,2,2,19,N,N,7,0,N,N,52357.743795739996,0.5037439999996423
38-00100,1,6,0,1,1,1,6,2,2,2,2,18,0,N,7,1,N,15,337.72124710739996,1569.611696
36-04010,2,3,0,6,1,1,8,2,2,2,2,76,0,N,9,8,N,501,51067.1145224,95414.02456
30-00600,1,1,0,1,1,1,4,2,2,2,2,55,0,2,7,5,N,227,658.1273821475999,40469.93572
38-00100,1,4,0,1,1,1,11,2,2,2,2,70,0,N,7,1,N,337,688.9947056807998,4746.922967999999
17-03529,2,1,0,1,1,1,N,2,2,2,2,67,0,2,11,1,N,106,14759.229479211997,2992.1510959999996
36-04010,1,1,0,2,1,1,7,2,2,2,2,57,0,6,5,6,N,194,50905.0284796,35658.35176
19-01700,2,1,0,1,1,1,9,2,2,2,2,48,2,3,9,8,N,501,3460.9045423899997,353012.246
17-03531,1,1,0,2,1,1,N,2,2,1,2,68,0,6,5,2,N,354,11666.750390875997,8993.921343999998
01-01301,1,N,0,2,1,1,N,2,2,2,2,12,0,6,3,N,N,332,3029.9713957108,N
40-00200,2,1,0,2,1,1,13,2,2,2,2,36,5,7,5,6,N,206,392.60650371599996,41653.821432
17-03531,2,N,0,2,1,1,N,1,1,1,2,5,0,3,1,N,N,437,10998.255653239998,N
32-00405,1,6,4,1,1,2,N,2,2,1,2,21,0,N,7,4,N,173,7907.593492896,20816.72108
38-00100,2,3,0,1,1,1,12,2,2,2,2,79,0,N,9,6,N,189,109.27963583567998,40273.154943999994
51-01301,2,4,4,1,1,2,11,2,2,2,1,40,0,N,9,7,N,501,11562.386956007998,52521.63768
36-03710,1,6,1,8,1,2,9,2,2,2,2,30,3,4,4,4,N,6,52088.68994892,24048.542488
06-08507,1,1,0,1,1,1,4,2,2,2,2,45,2,5,10,9,N,501,2802.8351557736,171679.78496
17-03529,2,N,0,2,1,2,N,N,N,2,2,3,1,3,1,N,N,88,14923.785656228,N
30-00600,2,6,0,1,1,1,12,2,2,2,2,33,0,N,7,8,N,266,689.3980446695999,53041.417832
24-01004,1,N,0,2,1,1,N,2,2,2,2,9,3,6,3,N,N,501,3803.3996439056,N
28-01100,2,6,0,2,1,2,8,2,2,2,2,23,0,N,7,3,N,3,3362.6419796663995,15205.097568000001
51-01301,2,1,0,1,1,1,10,2,2,2,2,56,0,2,9,7,N,501,11384.194834823998,40668.113952
38-00100,1,6,0,1,1,2,0,2,2,2,2,32,0,2,5,5,N,133,521.9648007576,38911.829728000004
51-51255,2,1,0,1,1,2,15,2,2,2,2,29,0,2,9,9,N,501,11576.037697727998,168809.21527999997
26-02702,1,4,0,1,1,1,16,2,2,2,2,68,0,2,9,8,N,501,4297.85672593,93750.66982400001
51-01301,2,6,0,9,1,1,15,2,2,2,2,17,0,2,9,1,N,501,11653.136643035998,7492.225279999999
38-00100,2,N,1,5,1,2,N,2,2,2,2,7,3,5,3,N,N,184,488.7637447288,N
29-01901,2,6,0,8,1,1,6,2,2,2,2,23,0,N,9,5,N,454,5237.014544166,30158.940223999998
38-00100,2,N,0,1,1,1,N,2,2,2,2,14,3,6,3,N,N,382,371.22099172331997,N
26-02702,2,N,0,1,1,2,N,2,2,2,2,8,3,5,3,N,N,45,4507.0110863736,N
06-08507,1,1,0,6,1,2,4,2,2,2,2,56,2,3,9,9,N,501,3082.282221786,895441.6728000001
30-00600,2,4,0,1,2,0,N,1,1,2,2,56,N,N,7,2,N,59,568.8936514735999,13542.106224
01-01301,2,1,0,2,1,1,N,2,1,2,2,75,0,2,7,2,N,307,2839.3567824712,4949.567448000002
08-00803,1,6,1,1,1,1,14,2,2,2,2,19,7,8,6,2,N,83,3415.6700113779993,10373.143615999998
38-00100,1,6,1,1,1,2,6,2,2,2,2,17,2,8,4,0,N,168,442.5025806984,-0.30760879999979807
28-01100,2,6,0,2,1,2,10,2,2,2,2,21,0,N,7,7,N,434,2696.139573862,36156.488712
17-03531,2,2,0,2,1,1,N,2,2,2,2,30,1,4,9,0,N,501,11204.812039187998,-1.0989215999998123
24-01004,2,1,0,6,1,1,11,2,2,2,2,56,0,2,9,2,N,501,3672.4466463939993,4788.147919999999
36-04010,1,1,0,2,1,2,16,2,2,2,2,60,1,3,9,6,N,304,50837.93215096,46969.515600000006
08-00803,1,6,0,1,1,1,9,2,2,2,2,56,0,N,9,8,N,501,4149.306479579999,71044.61636
32-00405,2,6,0,6,1,1,N,2,1,2,2,76,0,2,4,4,N,105,7832.74747488,13843.179167999999
19-01700,1,4,0,1,1,2,3,2,2,2,1,79,0,N,6,6,N,229,3455.002168836,41519.855368000004
30-00600,1,1,0,1,1,1,3,2,2,2,2,46,2,4,6,9,N,501,458.6820126615999,758831.85184
51-51255,1,6,0,1,1,1,10,2,2,2,2,56,0,N,12,9,N,501,11211.732008683999,103609.82344000001
26-02702,1,6,0,1,3,0,N,2,2,2,2,21,N,N,7,5,N,380,4262.179563815999,32976.756608
36-03710,1,1,0,2,1,1,N,2,2,2,2,78,0,6,5,0,N,125,5527.898215331999,-0.7462175999989995
28-01100,2,6,0,2,1,2,12,2,2,2,2,59,0,2,8,7,N,361,2929.229291756,46949.977935999996
30-00600,1,6,0,1,1,1,1,2,2,2,2,31,0,N,5,9,N,501,104.72003442887998,52475.286496
28-01100,2,1,0,2,1,1,11,2,2,2,2,79,3,5,12,9,N,501,3167.9337293628,55114.273936000005
06-07502,1,6,0,1,1,1,15,2,2,2,2,46,0,3,9,9,N,501,33842.763994400004,131963.58444
32-00405,1,6,4,3,1,1,N,2,2,2,2,16,4,6,4,0,N,180,7885.925120412,14.56741520000105
32-00405,2,1,1,8,1,1,14,2,2,2,2,43,0,5,5,5,N,265,8242.160858775998,43128.532968
06-08507,1,6,0,6,1,1,14,2,2,2,2,44,0,4,4,1,N,194,2696.818940044,1951.9548560000003
08-00803,1,1,0,6,1,2,16,2,2,2,2,26,0,2,10,9,N,501,3726.041530044,113841.84664
29-01901,1,1,0,1,1,1,N,2,2,2,2,75,0,2,9,4,N,340,5186.468484712,20962.656368
08-00803,1,1,0,6,1,1,10,2,2,2,2,44,1,3,9,1,N,188,3464.6285048960003,960721.5719999999
38-00100,1,5,0,1,1,1,N,2,2,2,2,61,0,N,8,7,N,207,33828.719532099996,56409.246712
29-01901,2,6,0,2,1,1,N,2,2,2,2,72,0,2,4,0,N,93,5230.288475449599,-2.2457439999998314
30-00600,2,1,0,1,1,1,11,2,2,2,2,56,0,3,9,8,N,501,232.45369238188,82223.80343999999
01-01301,2,N,0,2,1,1,N,2,2,2,2,10,0,3,3,N,N,339,2930.3843992348,N
01-01301,2,4,0,2,1,2,N,2,1,2,1,63,0,N,7,2,N,82,2874.9530865332,9312.247392000001
38-00100,1,N,3,1,3,0,N,N,2,2,1,14,N,N,6,N,N,143,50836.75363163999,N
38-00100,2,N,0,1,1,1,N,2,2,2,2,9,1,3,3,N,N,417,792.5164240819998,N
06-07502,2,N,0,9,1,2,N,N,N,2,2,4,2,6,1,N,N,501,33937.354174656,N
26-02702,2,N,0,1,1,1,N,N,N,2,2,2,2,4,N,N,N,468,4906.209720123999,N
32-00405,2,6,0,1,1,1,15,2,2,2,2,30,0,N,10,7,N,344,7909.733853095999,74112.35292
19-01700,1,6,0,9,1,2,14,2,2,2,2,17,2,4,5,2,N,182,4166.356430388,7086.784016
06-08507,2,1,0,6,1,1,11,2,2,2,2,53,0,6,9,8,N,501,3220.884021078,50392.744392
17-03531,1,6,2,9,1,2,7,2,2,2,2,34,0,N,7,2,N,8,11284.446650727998,25019.179888
51-51255,2,6,0,1,1,1,16,2,2,2,2,31,0,N,8,9,N,501,11022.750358155998,32926.917128
17-03531,2,6,0,2,1,1,N,2,2,2,2,16,1,3,4,0,N,501,11740.530456663997,-1.3840240000008635
32-00405,2,1,1,1,1,2,14,2,2,2,2,54,0,2,3,5,N,310,8180.263227243999,42059.59536
01-01301,1,6,0,1,1,2,3,2,2,2,2,15,0,N,4,6,N,127,2544.5859529399995,50914.28272
24-01004,2,1,0,1,1,1,10,2,2,1,2,32,0,2,9,6,N,501,4148.531193551999,56026.377168
29-01901,2,6,0,7,3,0,11,2,1,1,1,21,N,N,7,2,N,53,5481.756541534,8898.496208
28-01100,1,6,0,2,1,2,10,2,2,2,2,26,0,N,9,6,N,328,3370.6825466359996,37773.970552
24-01004,1,1,0,6,1,1,12,2,2,2,2,51,2,3,10,8,N,264,4184.920223613999,100150.03768
30-00600,2,4,4,9,1,1,N,2,2,2,2,57,0,5,5,0,N,189,182.52178946912,-2.5858896000008826
36-03710,2,6,2,3,2,0,N,1,1,2,1,84,N,N,4,0,N,0,38329.26813674,8959.643592
