,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
238,49,1,1,1,1,1,N,2,7,7
239,54,6,1,1,1,1,N,2,6,9
240,68,6,6,1,1,2,N,2,2,7
241,52,1,1,1,1,1,N,2,0,9
242,63,1,6,2,1,1,N,2,5,7
243,86,1,4,2,1,1,N,2,8,7
244,31,1,1,2,1,1,N,2,5,10
245,30,1,6,1,1,1,N,2,3,10
246,53,1,1,2,1,1,N,2,7,9
247,45,1,4,1,1,1,N,2,1,9
248,1,1,4,1,1,2,N,2,9,5
249,75,6,6,1,1,1,N,2,5,9
250,76,1,6,1,1,2,N,2,1,6
251,27,3,1,1,1,1,N,2,8,7
252,67,2,6,2,1,1,N,2,2,7
253,28,1,6,2,1,1,N,2,3,4
254,68,8,1,2,1,1,N,2,6,4
255,29,1,4,1,1,1,N,2,2,5
256,72,1,6,1,1,2,N,2,5,7
257,34,8,1,2,1,2,N,2,0,7
258,41,1,1,1,1,1,N,1,0,7
259,77,2,4,1,1,2,N,2,0,8
260,41,6,6,2,1,2,N,1,6,7
261,39,1,1,1,1,2,N,2,8,7
262,37,2,4,2,1,1,N,2,8,5
263,58,6,1,1,1,2,N,2,4,9
264,70,2,6,1,1,2,N,2,2,7
265,29,1,1,2,1,1,N,2,0,10
266,28,1,1,2,1,1,N,2,0,4
267,35,1,1,1,1,1,N,2,5,11
268,49,1,6,2,1,1,N,2,4,4
269,54,1,1,1,1,1,N,2,4,7
270,43,2,6,1,1,2,N,2,7,5
271,69,1,4,2,1,1,N,2,3,5
272,30,1,1,1,1,2,N,2,2,5
273,68,1,1,1,1,2,N,2,3,7
274,38,1,1,2,1,1,N,2,6,7
275,56,1,4,1,1,1,N,2,9,5
276,52,3,6,2,1,1,N,2,5,3
277,32,1,1,2,1,2,N,2,1,5
278,51,1,5,2,1,2,N,2,9,10
279,74,8,1,2,1,1,N,2,7,7
280,23,2,1,1,1,1,N,2,9,3
281,44,1,1,1,1,2,N,2,6,7
282,45,1,6,1,1,2,N,2,5,11
283,58,6,4,1,1,1,N,2,5,7
284,77,1,4,2,1,1,N,2,0,7
285,58,1,1,1,1,2,N,2,0,7
286,65,2,1,1,1,2,N,2,0,7
287,26,1,2,2,1,1,N,2,9,9
288,63,1,1,1,1,1,N,2,8,11
289,80,1,1,1,1,1,N,2,4,11
290,61,6,1,2,1,2,N,2,8,9
291,73,1,4,1,1,2,N,1,4,9
292,54,1,6,2,1,1,N,2,8,10
293,43,6,6,1,1,1,N,2,0,8
294,51,2,1,1,1,1,N,2,8,7
295,62,1,1,2,1,1,N,2,7,9
296,39,1,2,1,1,2,N,2,4,7
297,36,2,1,2,1,2,N,2,1,7
298,67,1,6,1,1,2,N,2,7,7
299,49,2,1,1,1,1,N,2,3,9
300,57,2,4,2,1,1,N,2,0,10
301,32,1,4,2,1,1,N,2,9,10
302,58,1,1,1,1,1,N,2,9,6
303,28,1,1,1,1,1,N,2,3,9
304,35,1,6,1,1,2,N,2,8,11
305,31,1,1,2,1,2,N,2,4,10
306,67,1,1,1,1,2,N,2,5,5
307,24,1,2,2,1,1,N,2,2,5
308,66,1,6,2,1,2,5,2,8,7
309,70,1,6,2,1,1,N,2,0,10
310,54,2,6,1,1,1,N,2,6,9
311,48,2,6,1,1,1,N,2,2,9
312,68,1,6,1,1,2,N,2,3,10
313,59,1,6,1,1,1,N,2,2,9
314,58,2,5,2,1,1,N,2,0,7
315,78,1,1,1,1,1,N,2,5,12
316,58,1,1,2,1,2,N,2,N,5
317,47,1,6,1,1,1,N,2,4,4
318,37,1,1,2,1,1,N,2,7,10
319,53,3,1,1,1,1,N,2,7,9
320,30,1,6,2,1,2,N,2,3,5
321,37,2,4,2,1,2,N,2,2,7
322,50,1,6,1,1,2,N,2,9,6
323,57,2,1,2,1,2,N,2,0,7
324,88,1,3,2,1,1,N,2,1,5
325,54,1,6,1,1,2,N,2,4,12
326,63,9,6,1,1,1,N,2,4,9
327,67,1,6,1,1,1,N,2,3,7
328,40,1,1,1,1,1,N,2,9,10
329,72,6,1,2,1,1,N,2,6,5
330,49,2,4,1,1,1,N,2,8,5
331,79,6,1,2,1,1,N,2,5,3
332,33,2,6,1,1,1,N,2,6,8
333,80,1,1,2,1,2,N,2,5,9
334,48,1,3,2,1,1,N,2,7,10
335,53,1,6,2,1,1,N,2,8,5
336,79,9,1,1,1,1,N,2,8,9
337,63,6,1,2,1,2,N,2,4,7
338,52,1,6,2,1,1,N,2,9,10
339,54,2,1,2,1,1,N,2,5,5
340,23,2,6,2,1,1,N,2,2,9
341,55,1,4,1,1,1,N,2,6,5
342,51,1,1,1,1,1,N,2,2,9
343,67,2,6,1,1,1,N,2,6,5
344,57,6,6,2,1,2,N,2,7,9
345,72,1,5,1,1,1,N,2,4,7
346,48,2,6,1,1,2,N,2,0,9
347,65,1,1,2,1,1,N,2,4,9
348,60,1,1,1,1,1,N,2,5,1
349,31,6,6,1,1,2,N,2,7,8
350,34,2,6,1,1,1,N,2,4,9
351,47,1,1,1,1,1,N,2,0,5
352,45,6,4,1,1,1,N,2,4,7
353,45,1,1,2,1,1,N,2,4,5
354,45,1,6,1,1,1,N,2,4,9
355,43,1,6,2,1,1,N,2,4,3
356,70,1,4,1,1,2,N,2,5,9
357,55,1,1,2,1,2,N,2,3,10
358,65,2,6,2,1,1,N,2,8,5
359,22,1,1,2,1,1,N,2,2,7
360,63,1,3,2,1,2,N,2,8,8
361,64,1,1,1,1,1,N,2,6,10
362,43,1,1,1,1,1,N,2,7,10
363,61,1,4,2,1,1,N,2,2,7
364,87,1,1,1,1,1,N,2,4,10
365,53,1,1,2,1,1,N,2,6,7
366,68,1,6,1,1,1,N,2,2,5
367,52,1,6,1,1,2,N,2,8,5
368,56,1,1,2,1,1,N,2,8,1
369,77,1,1,1,1,2,N,2,9,4
370,35,8,1,1,1,1,N,2,6,7
371,20,1,1,2,1,1,N,2,9,10
372,21,2,6,1,1,1,N,2,0,9
373,72,1,6,2,1,2,N,2,6,5
374,36,2,6,1,1,2,1,2,4,6
375,61,8,6,1,1,1,N,2,3,5
376,56,1,4,1,1,1,N,2,8,7
377,73,6,6,2,1,2,N,2,9,N
378,47,2,1,1,1,2,N,2,3,9
379,71,1,1,1,1,2,N,2,4,9
380,90,1,6,2,1,1,N,2,9,7
381,45,1,1,1,1,1,N,2,0,5
382,32,1,3,2,1,1,N,2,7,9
383,75,1,1,2,1,1,N,2,4,5
384,45,2,1,2,1,2,N,2,3,9
385,70,6,6,1,1,2,N,2,0,4
386,77,1,1,1,1,1,N,2,0,7
387,37,1,1,1,1,1,N,2,9,7
388,78,1,1,1,1,1,N,2,0,7
389,23,2,3,1,1,1,N,2,7,8
390,39,1,1,1,1,2,N,2,7,5
391,34,1,6,2,1,1,N,1,6,6
392,81,1,1,1,1,2,N,2,5,12
393,47,1,2,2,1,1,N,2,8,10
394,73,1,1,2,1,1,N,2,5,8
395,41,1,1,2,1,1,N,2,8,5
396,49,1,6,2,1,2,N,2,6,9
397,33,1,5,1,1,2,N,2,7,9
398,63,2,1,1,1,2,N,2,6,7
399,51,1,6,2,1,2,N,2,2,4
400,87,1,1,2,1,1,N,2,2,8
401,58,1,6,2,1,1,N,2,7,7
402,33,2,1,2,1,2,N,2,0,7
403,28,1,6,2,1,1,N,2,8,7
404,44,8,6,2,1,2,N,2,2,10
405,41,1,6,1,1,1,N,2,2,3
406,51,1,6,1,1,2,N,2,7,9
407,31,2,3,1,1,1,N,2,8,9
408,29,6,5,1,1,1,N,2,9,7
409,63,3,4,2,1,1,N,2,6,7
410,23,2,6,1,1,2,N,2,8,10
411,52,2,6,1,1,2,N,2,4,11
412,47,2,1,1,1,1,N,2,3,8
413,62,1,1,1,1,2,N,2,0,10
414,56,2,1,2,1,1,N,2,4,7
415,59,2,6,1,1,1,N,2,7,7
416,53,8,1,2,1,1,N,2,7,9
417,54,1,6,2,1,2,N,2,7,8
418,39,1,5,1,1,2,N,2,0,10
419,33,1,2,2,1,2,N,2,8,9
420,38,1,1,1,1,1,N,2,7,11
421,50,1,4,1,1,1,N,2,6,4
422,65,1,6,1,1,1,N,2,5,4
423,34,2,4,2,1,1,N,2,7,9
424,54,1,1,1,1,2,N,2,4,7
425,49,1,1,2,1,1,N,2,6,6
426,42,1,4,1,1,2,N,2,3,5
427,57,1,1,1,1,2,N,2,0,10
428,27,1,1,1,1,1,N,2,4,11
429,51,1,6,2,1,1,N,2,5,12
430,70,1,1,2,1,1,N,2,6,7
431,52,1,6,1,1,1,N,2,3,7
432,51,1,1,2,1,1,N,2,7,11
433,63,1,4,1,1,2,N,2,5,8
434,35,9,1,2,1,2,N,2,6,7
435,79,2,6,1,1,1,N,2,7,9
436,64,1,1,2,1,1,N,2,9,7
437,52,1,6,1,1,1,N,2,2,5
438,43,1,1,1,1,1,N,2,7,9
439,26,6,1,1,1,1,N,2,2,9
440,58,1,6,1,1,2,N,2,2,5
441,65,1,1,1,1,1,N,2,3,10
442,27,1,1,1,1,2,N,2,5,12
443,56,1,1,2,1,1,N,2,0,9
444,61,1,4,1,1,1,N,2,9,7
445,85,1,6,1,1,1,N,2,1,5
446,21,6,6,2,1,1,N,2,4,9
447,44,2,1,1,1,1,N,2,4,7
448,60,1,2,2,1,2,N,2,2,7
449,57,1,4,1,1,1,N,2,4,9
450,88,1,1,1,1,2,2,2,6,7
451,23,1,4,1,1,1,N,2,4,7
452,54,1,1,2,1,1,N,2,5,9
453,69,2,1,2,1,2,N,2,3,12
454,72,1,1,2,1,1,N,2,6,4
455,36,1,4,1,1,2,N,2,2,8
456,56,1,1,1,1,1,N,2,7,7
457,61,1,3,1,1,1,N,2,7,1
458,51,1,6,2,1,1,N,2,0,10
459,40,1,4,1,1,2,N,2,6,3
460,55,9,3,2,1,2,N,2,1,3
461,62,1,1,2,1,1,N,2,1,7
462,42,2,1,1,1,2,N,2,N,10
463,35,1,1,1,1,2,N,1,4,10
464,48,1,1,1,1,1,N,2,2,7
465,42,1,6,2,1,1,N,2,0,7
466,67,2,6,1,1,2,N,2,2,11
467,47,2,1,1,1,1,N,2,2,7
468,35,1,4,2,1,2,N,2,8,7
469,54,1,2,2,1,1,4,2,2,10
470,25,1,2,1,1,1,N,2,5,5
471,47,1,6,1,1,2,N,2,0,7
472,44,1,3,1,1,2,N,2,4,5
473,56,1,1,2,1,1,N,2,5,5
474,83,1,1,2,1,1,N,2,7,7
475,27,1,6,1,1,2,N,2,8,10
476,32,1,1,2,1,2,N,2,9,7
477,58,2,6,1,1,2,N,2,2,10
478,37,1,6,2,1,1,N,2,5,9
479,32,1,1,1,1,1,N,2,3,11
480,83,1,1,1,1,1,N,2,4,5
481,52,2,5,2,1,1,N,2,5,7
482,64,1,1,1,1,1,N,2,9,9
483,71,2,1,1,1,1,N,2,2,7
484,27,6,1,2,1,1,N,2,3,10
485,36,2,6,1,1,1,N,2,7,7
486,59,2,4,2,1,1,N,2,7,1
487,60,1,6,1,1,2,N,2,0,9
488,58,1,1,1,1,1,N,2,9,10
489,33,5,6,1,1,1,N,1,6,7
490,38,1,6,1,1,2,N,2,5,11
491,38,1,1,2,1,1,N,2,3,6
492,45,2,1,2,1,1,N,2,0,7
493,29,1,6,1,1,1,N,2,8,10
494,44,6,1,2,1,1,N,2,3,4
495,43,1,1,1,1,2,N,2,7,7
496,33,2,6,1,1,1,N,2,6,9
497,55,1,1,1,1,1,N,1,2,10
498,55,2,6,1,1,2,N,2,7,7
499,39,2,1,2,1,1,N,2,8,2
500,63,1,4,1,1,1,N,2,3,9
501,38,6,1,2,1,1,N,2,N,9
502,68,1,1,1,1,1,N,2,0,6
503,34,2,4,2,1,2,N,2,5,5
504,72,1,1,1,1,2,N,2,1,7
505,59,1,4,2,1,2,N,2,2,7
506,61,1,2,2,1,2,N,2,9,8
507,36,2,1,2,1,1,N,2,6,5
508,81,5,1,2,1,2,N,2,1,1
509,53,1,1,1,1,1,N,2,5,9
510,51,1,1,2,1,1,N,2,9,10
511,33,6,1,2,1,1,N,2,2,8
512,42,1,4,2,1,2,N,2,2,10
513,54,6,1,2,1,1,N,2,4,5
514,55,2,6,2,1,2,N,2,8,1
515,56,1,4,1,1,2,N,2,7,5
516,30,1,1,1,1,1,N,2,0,5
517,55,1,6,1,1,1,N,2,2,5
518,38,1,1,2,1,1,N,2,4,N
519,73,6,1,2,1,1,N,2,5,7
520,25,1,4,2,1,2,N,2,7,9
521,30,1,1,2,1,1,N,2,8,5
522,64,2,6,2,1,1,N,2,9,9
523,48,1,6,2,1,1,N,2,4,7
524,38,1,4,1,1,2,N,2,0,10
525,76,2,6,1,1,1,N,2,4,5
526,45,1,1,2,1,2,N,2,8,7
527,46,1,6,2,1,2,N,2,2,9
528,36,1,1,2,1,1,N,2,5,7
529,75,2,1,2,1,2,N,2,5,9
530,59,1,1,1,1,1,N,2,2,7
531,53,1,1,1,1,1,N,2,7,9
532,36,1,6,2,1,1,N,2,2,8
533,68,1,3,2,1,1,N,2,3,N
534,57,1,6,1,1,1,N,2,2,10
535,53,1,1,1,1,2,N,2,6,10
536,57,2,2,1,1,1,N,2,9,9
537,28,9,6,1,1,1,N,2,3,10
538,45,1,4,2,1,2,N,2,8,5
539,57,1,4,1,1,1,N,2,1,1
540,57,2,6,2,1,1,N,2,0,9
541,47,2,1,2,1,2,N,2,1,7
542,71,1,6,1,1,1,N,2,8,7
543,69,1,5,2,1,2,N,2,5,5
544,40,1,4,1,1,1,N,2,6,10
545,63,2,1,2,1,2,N,2,3,4
546,38,1,1,1,1,1,N,2,5,11
547,57,1,1,1,1,1,N,2,0,8
548,38,1,6,2,1,2,N,2,4,9
549,39,1,1,1,1,1,N,2,6,9
550,57,1,1,1,1,1,N,2,3,7
551,50,1,3,1,1,1,N,2,0,7
552,24,1,4,2,1,2,N,2,3,5
553,49,1,4,1,1,1,N,2,8,9
554,49,6,6,1,1,2,N,2,4,9
555,37,1,1,2,1,1,N,2,7,7
556,54,1,1,1,1,1,N,2,9,10
557,49,1,4,2,1,1,N,2,0,8
558,62,1,1,1,1,1,N,2,6,4
559,40,2,1,2,1,2,N,2,5,4
560,60,2,1,2,1,1,N,2,8,1
561,58,1,4,1,1,1,N,2,9,9
562,61,1,4,1,1,2,N,2,7,9
563,35,6,6,1,1,1,N,2,0,5
564,71,1,1,1,1,1,N,2,5,10
565,48,1,4,1,1,1,N,2,3,9
566,26,1,1,2,1,1,N,2,5,10
567,60,1,3,1,1,1,N,2,7,7
568,57,1,1,2,1,1,N,2,1,7
569,18,1,2,2,1,1,N,2,8,5
570,58,1,6,2,1,1,N,2,2,5
571,63,1,5,2,1,1,N,2,5,8
572,33,1,6,1,1,2,N,2,7,10
573,41,1,1,2,1,1,N,2,9,5
574,34,1,1,2,1,2,N,2,8,9
575,45,1,1,2,1,2,N,2,2,5
576,39,9,6,1,1,1,N,2,3,3
577,33,1,1,1,1,1,N,2,5,7
578,61,1,4,2,1,2,N,2,4,5
579,66,1,6,1,1,2,N,2,0,4
580,32,1,4,2,1,1,N,2,3,12
581,59,1,6,2,1,1,2,2,5,4
582,70,9,6,1,1,2,N,2,9,7
583,57,2,6,2,1,1,N,2,4,5
584,53,1,1,1,1,1,N,2,4,7
585,69,2,6,1,1,1,N,2,0,3
586,36,1,1,2,1,1,N,2,8,10
587,55,1,1,2,1,1,N,2,4,4
588,26,1,1,1,1,1,N,2,9,7
589,51,3,1,2,1,2,N,2,3,10
590,59,1,2,2,1,1,N,2,4,7
591,72,2,1,1,1,1,N,2,3,3
592,36,1,6,1,1,2,N,2,9,6
593,68,1,1,2,1,1,N,2,4,5
594,60,1,6,2,1,2,N,2,5,7
595,72,1,1,1,1,2,2,2,4,9
596,57,1,1,1,1,2,N,2,6,9
597,30,2,3,2,1,1,N,2,8,7
598,53,2,6,2,1,1,N,2,5,7
599,63,1,5,2,1,1,4,2,3,7
600,47,9,4,2,1,2,N,2,2,9
601,24,1,2,2,1,1,N,2,2,5
602,27,1,2,1,1,1,N,2,8,5
603,35,2,6,2,1,1,N,2,3,4
604,58,1,2,2,1,2,N,1,9,7
605,44,1,1,1,1,1,5,2,0,5
606,35,2,1,2,1,2,N,2,8,12
607,70,1,1,1,1,1,N,2,5,3
608,81,1,6,1,1,1,N,2,6,9
609,73,1,4,2,1,1,N,2,6,4
610,69,1,6,2,1,1,N,2,2,5
611,46,1,1,2,1,1,N,2,6,5
612,77,1,2,2,1,1,N,2,9,8
613,36,1,1,1,1,1,N,2,0,7
614,24,1,6,1,1,1,N,2,3,5
615,60,1,6,1,1,1,N,2,6,7
616,75,2,2,2,1,1,N,2,3,9
617,37,1,4,1,1,2,N,2,7,7
618,65,1,4,1,1,2,N,2,4,7
619,44,2,4,2,1,2,N,2,0,10
620,55,1,4,1,1,2,N,2,9,3
621,40,2,3,1,1,1,N,2,5,10
622,28,1,N,1,1,1,N,2,2,1
623,72,1,6,2,1,1,N,2,3,9
624,74,1,4,1,1,1,N,2,6,12
625,45,1,1,2,1,2,N,1,0,5
626,54,2,1,1,1,1,N,2,7,9
627,37,1,4,2,1,1,N,2,3,4
628,80,1,1,2,1,2,N,2,3,10
629,68,1,6,1,1,2,N,2,6,12
