,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR
161,19-01700,49,1,N,1,5,N,N,1,0,25560.151272177696,4,12,127300.0,0,421,2,2,N,2,2
162,24-01004,19,1,N,4,7,2,12,3,2,34143.24216893315,0,8,91090.0,N,434,4,2,1,2,1
163,36-04010,61,1,3,3,4,5,8,1,2,31234.04585710168,13,7,444950.0,0,290,5,N,N,1,2
164,17-03529,78,2,2,2,4,9,10,2,1,24320.145976305008,1,5,65500.0,5,324,5,1,1,2,2
165,06-07502,24,1,2,0,2,4,11,2,2,25012.54866874218,15,10,44000.0,5,482,N,N,2,2,1
166,06-08507,12,1,N,3,1,3,9,2,0,27300.941014647484,10,1,197400.0,0,284,6,1,N,2,2
167,19-01700,16,1,6,0,5,6,N,1,1,29036.622141361237,8,2,326000.0,5,371,5,1,1,1,2
168,06-07502,78,1,4,1,9,7,7,1,2,21953.723857164383,8,9,185500.0,N,225,5,2,1,2,2
169,06-08507,84,1,6,2,7,2,10,1,1,33570.0381513536,5,4,124000.0,N,93,2,1,N,1,2
170,17-03529,30,1,1,1,1,4,6,3,2,24229.8399040699,0,2,38900.0,3,261,N,N,2,2,1
171,24-01004,8,2,3,0,6,3,5,2,1,34130.326133579016,1,6,560300.0,5,2,1,2,2,1,1
172,36-03710,37,2,1,4,3,6,9,2,0,28809.303140997887,1,5,120.0,7,386,N,N,1,2,1
173,40-00200,94,2,6,2,9,N,N,2,1,27710.619779586792,4,7,81500.0,3,246,N,N,1,1,2
174,17-03529,13,1,5,2,2,6,3,1,1,22931.40014743805,8,6,116700.0,4,412,1,N,N,1,2
175,17-03531,54,2,1,2,7,1,8,2,1,30841.305704772472,15,N,58590.0,8,135,N,N,2,2,1
176,28-01100,26,1,5,4,3,0,6,2,2,17313.442952394485,9,10,21800.0,6,461,1,2,1,2,2
177,17-03529,15,2,6,4,1,N,12,3,2,24873.948725819588,13,5,239200.0,9,278,6,2,N,2,2
178,17-03529,44,1,6,0,4,0,N,1,0,29077.127142608166,3,11,174000.0,1,303,1,1,N,2,1
179,29-01901,23,1,5,3,6,9,8,1,2,23254.907084465027,16,1,32800.0,9,191,3,2,1,1,2
180,51-01301,25,2,4,0,6,0,2,3,0,26154.38750720024,11,6,14120.0,2,372,2,1,N,1,1
181,26-02702,86,1,4,3,1,9,5,1,0,28673.597510814667,15,11,10050.0,8,232,3,N,N,2,1
182,17-03531,64,1,4,0,7,1,12,2,1,32737.3979954971,6,6,20230.0,6,240,3,N,2,1,2
183,13-04600,18,1,5,1,5,2,3,2,0,29145.838146567345,13,7,14700.0,3,102,3,1,N,2,2
184,32-00405,64,1,6,3,2,2,N,1,1,24725.150589704514,17,5,65400.0,8,415,4,2,N,2,1
185,13-04600,82,2,1,4,2,5,10,1,0,25614.50518643856,0,9,350600.0,0,227,6,2,2,2,1
186,19-01700,52,1,2,4,4,2,7,1,2,30681.634735524654,4,10,27650.0,0,132,3,2,1,2,2
187,28-01100,37,2,4,4,2,2,4,3,1,27240.415755867958,1,9,88300.0,1,282,5,1,N,2,1
188,19-01700,79,2,1,0,4,7,10,2,2,37009.395403027534,N,2,953000.0,0,389,5,N,N,1,1
189,32-00405,9,2,4,0,8,4,N,2,2,37651.754652023315,6,N,238900.0,2,238,4,2,1,2,2
190,06-08507,42,2,2,3,6,1,8,2,0,28182.863344311714,3,6,148500.0,8,359,N,2,1,2,2
191,13-04600,62,1,4,0,9,7,4,1,1,26867.623491048813,7,10,150200.0,N,67,2,N,2,2,1
192,24-01004,71,1,N,1,8,0,3,2,2,27847.819185614586,18,7,191700.0,0,315,3,N,1,1,2
193,40-00200,24,1,3,0,6,5,3,1,2,25935.10658299923,10,11,155900.0,3,372,N,N,2,2,2
194,19-01700,33,1,2,0,3,1,10,1,1,29726.69556862116,6,11,239200.0,1,373,5,2,N,1,2
195,28-01100,65,1,1,3,8,3,2,3,0,29280.354858100414,1,11,450.0,3,400,4,N,2,2,2
196,08-00803,91,2,1,1,5,5,5,1,1,22256.24666070938,2,9,10180.0,5,174,4,N,2,2,1
197,36-03710,28,2,2,2,2,0,4,1,0,17671.72850584984,0,N,421700.0,3,384,2,1,2,2,2
198,06-07502,95,1,4,3,2,0,6,3,0,21420.15395975113,17,5,44400.0,8,345,N,2,1,2,2
199,29-01901,77,1,4,1,6,1,3,1,1,27872.011031866074,10,11,86050.0,0,497,6,2,2,1,2
200,17-03531,2,1,6,3,2,3,9,2,2,33852.95404857397,1,2,26010.0,6,32,5,2,2,1,2
201,29-01901,36,1,4,0,5,3,4,3,2,36372.56995892525,15,9,142000.0,4,168,6,N,N,2,2
202,30-00600,79,2,N,3,9,9,4,1,0,27140.515346884727,1,11,44460.0,9,98,1,1,N,2,1
203,17-03531,89,2,4,1,7,1,5,1,0,26900.875624775887,5,9,525000.0,3,464,5,N,N,2,2
204,26-02702,31,1,1,1,2,9,7,2,1,27311.64347922802,15,1,58150.0,8,203,6,2,N,2,1
205,40-00200,38,1,6,4,7,9,4,2,2,24186.677592754364,13,7,680.0,5,485,1,2,N,2,2
206,13-04600,55,2,1,2,9,4,4,1,2,31674.066821843386,0,N,431000.0,4,304,N,1,N,2,2
207,13-04600,47,2,3,3,4,4,3,1,2,34193.726300656796,3,1,119000.0,3,216,6,N,2,2,2
208,17-03531,67,1,5,4,2,0,8,2,1,30150.15441572666,4,7,25120.0,8,194,5,1,2,2,1
209,29-01901,11,1,4,0,9,5,N,1,0,33044.34993518889,16,8,14440.0,6,356,6,N,N,1,1
210,51-01301,90,1,2,1,7,5,4,3,0,31552.406223773956,17,5,5300.0,0,55,2,N,N,2,2
211,08-00803,5,2,6,2,4,1,11,1,1,31546.02448141575,18,9,93000.0,9,329,N,2,2,2,1
212,32-00405,17,1,N,4,5,6,8,3,0,18373.905666828156,12,11,19600.0,3,39,6,2,2,2,2
213,36-04010,40,2,1,4,4,6,8,1,1,20839.68535876274,15,8,63200.0,1,147,N,1,N,2,1
214,13-04600,87,2,3,4,1,3,5,1,2,26059.436084985733,10,1,946000.0,1,394,3,N,1,2,1
215,28-01100,29,2,6,2,1,3,6,1,2,32586.27492282912,7,1,72100.0,8,264,5,N,2,1,2
216,30-00600,4,1,6,1,8,7,N,2,2,38150.28769528866,18,6,221100.0,4,152,2,N,2,2,2
217,51-01301,36,2,4,2,2,3,2,1,2,20263.18551516533,9,8,176900.0,0,294,1,1,2,2,1
218,38-00100,55,1,6,3,7,2,2,3,2,21909.866403102875,17,9,536120.0,5,287,N,N,N,2,1
219,17-03531,36,1,1,0,1,3,4,3,0,29770.95282739401,6,5,222000.0,7,51,3,1,N,2,2
220,06-08507,75,1,N,1,2,4,2,2,0,24979.390262126923,1,12,192200.0,0,395,N,2,1,1,2
221,29-01901,63,2,1,0,4,3,N,3,1,21241.62138557434,5,9,174700.0,4,64,3,2,N,1,2
222,24-01004,51,2,2,4,6,6,3,1,0,26372.219078302383,0,8,98200.0,4,70,1,2,1,2,1
223,51-01301,6,2,1,2,9,5,7,2,1,31342.51424214244,3,11,606800.0,4,51,6,N,1,2,2
224,17-03529,63,1,4,2,7,N,N,1,2,30649.904935121536,13,7,210.0,9,336,6,N,2,1,2
225,01-01301,90,2,1,1,2,5,7,1,2,25641.464423298836,3,8,125800.0,5,24,2,2,1,1,1
226,40-00200,86,1,6,1,4,0,10,3,0,38046.694828629494,4,9,45120.0,1,21,N,2,2,1,1
227,36-03710,75,2,4,2,5,9,10,3,1,20522.296068429947,7,12,38700.0,4,408,5,2,N,2,1
228,13-04600,51,1,2,1,4,N,7,3,0,29003.626536786556,9,6,291500.0,7,322,2,2,1,1,2
229,17-03531,77,1,5,2,7,1,2,3,2,30134.662105202675,6,9,186700.0,2,260,6,2,2,1,1
230,13-04600,43,2,4,2,1,7,6,2,1,15267.222913265228,15,7,64000.0,0,374,N,N,1,2,2
231,51-51255,88,1,2,0,1,N,6,2,1,22399.99183154106,4,7,60360.0,1,461,5,1,2,2,2
232,06-08507,60,1,4,2,2,7,6,2,2,25761.29307126999,5,3,39610.0,5,135,2,2,N,2,2
233,13-04600,63,1,3,1,8,0,3,2,0,31149.6217713356,3,2,80100.0,9,129,N,1,1,2,2
234,06-08507,84,2,2,4,2,9,3,1,1,29632.714124381542,10,N,9840.0,4,296,4,1,N,2,1
235,40-00200,40,1,1,0,4,5,10,3,0,24404.0366230011,12,7,654000.0,9,482,3,2,1,2,2
236,19-01700,64,2,6,4,6,0,4,3,2,38034.63478541374,16,12,209600.0,0,467,3,N,N,2,2
237,08-00803,61,2,4,2,2,7,4,2,2,30466.60423821211,16,12,165300.0,9,484,5,2,2,1,1
238,51-51255,46,1,4,2,6,7,7,2,2,21176.216459035873,7,4,397300.0,1,104,6,N,2,1,1
239,36-04010,28,2,1,2,9,N,5,1,0,29622.382662951946,16,7,284000.0,6,382,6,2,2,2,1
240,26-02702,78,1,1,0,5,6,5,1,1,24043.54750609398,6,2,27330.0,N,299,4,N,2,2,2
241,19-01700,32,1,4,3,9,7,10,1,1,31888.273057550192,18,8,223400.0,3,167,4,N,1,1,2
242,36-03710,37,2,2,0,6,7,N,3,1,15981.050549507141,1,2,198100.0,9,34,5,1,1,1,1
243,17-03529,90,1,3,3,6,0,8,2,0,27695.98858690262,12,N,99300.0,2,90,5,2,1,2,2
244,30-00600,53,1,N,3,9,2,2,1,2,26459.216388225555,7,6,246000.0,6,217,3,1,1,1,2
245,36-03710,93,1,2,0,3,3,2,3,0,32446.290232002735,4,10,920000.0,N,271,N,N,1,2,1
