PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
25-01300,47,1,6,0,1,N,4,1,1,2447.1,N,9,N,33500.0,5,56,N,2,2,2,2,103,125,3751
25-02800,10,2,1,0,1,0,4,1,0,2447.1,9770,9,6,N,3,501,5,2,2,2,2,132,118,703
25-01300,3,2,3,0,1,0,7,1,2,3683.9,9170,1,N,402000.0,2,214,N,2,2,2,2,175,148,2619
25-01300,10,1,2,0,1,0,4,1,2,3683.9,9570,9,6,110500.0,8,492,N,2,2,2,2,61,176,2619
25-02800,0,2,6,0,1,0,4,1,2,3683.9,9690,0,11,141500.0,4,499,5,2,2,2,1,175,140,2619
25-01000,0,2,2,0,1,0,2,2,1,1457.2,9920,9,8,143000.0,7,291,N,2,2,2,2,283,176,2622
25-02800,0,2,1,0,1,0,N,1,2,2872.7,9780,9,N,143000.0,0,493,N,1,2,2,2,90,134,2619
25-01000,0,2,2,0,1,3,N,1,1,2872.7,N,0,9,76100.0,4,51,N,2,2,2,2,641,108,2619
25-01300,11,1,1,0,1,N,7,1,1,2872.7,9780,0,8,100600.0,6,277,N,2,2,2,2,52,176,2665
25-01000,8,2,1,3,1,2,3,1,1,2872.7,8891,14,N,30.0,6,496,2,2,2,2,2,124,124,3694
25-02800,0,2,2,0,1,N,6,1,1,3683.9,6770,11,8,393700.0,N,495,2,2,2,2,2,45,157,3262
25-01300,3,1,1,0,1,0,6,3,2,3683.9,7470,9,8,N,3,0,2,2,2,2,1,377,237,2619
25-00503,0,2,3,0,1,0,3,1,2,2872.7,N,9,N,8700.0,4,501,N,2,2,2,2,126,176,2702
25-01300,31,1,6,4,1,4,7,3,1,3683.9,9770,9,8,N,8,0,N,2,2,2,1,80,164,5287
25-01000,0,2,1,0,1,0,N,1,1,2447.1,1070,9,5,143000.0,N,25,N,2,2,2,2,129,176,2619
25-00703,71,2,6,0,8,0,2,2,1,2872.7,9780,9,4,104300.0,5,N,N,2,2,1,2,128,373,401
25-01000,2,1,6,0,9,0,3,1,1,1457.2,2480,0,9,27500.0,6,500,N,2,2,2,2,127,170,3792
25-01300,0,2,1,0,1,0,3,1,2,2447.1,N,9,N,143000.0,8,375,N,2,2,2,2,157,98,2802
25-01000,0,1,6,0,1,0,N,1,1,2872.7,5170,0,9,N,N,492,N,2,2,2,2,105,176,2619
25-02800,32,1,6,0,1,0,N,1,2,2447.1,9680,9,12,49020.0,N,109,N,2,2,2,2,62,661,5514
25-02800,0,2,2,0,1,0,2,1,1,1457.2,670,9,11,402000.0,5,494,N,2,2,2,2,141,157,2619
25-02800,2,2,1,0,5,2,2,1,2,2872.7,690,8,9,113500.0,5,52,N,2,N,2,2,194,208,3862
25-00503,11,2,6,0,1,0,3,1,1,2195.3,9590,0,8,98100.0,7,299,N,2,2,2,2,72,143,2917
25-00703,3,2,6,0,1,2,3,2,1,2195.3,N,9,3,143000.0,3,413,N,2,2,1,2,216,149,2337
25-01300,9,1,1,0,1,1,3,1,1,2447.1,9680,1,9,124100.0,7,335,N,N,2,2,2,117,661,0
25-01000,46,2,3,3,1,0,4,2,2,1457.2,9770,3,4,9950.0,N,501,N,1,2,2,2,116,83,5906
25-01000,36,2,2,0,1,0,N,1,1,2447.1,8563,N,9,106200.0,5,287,N,2,2,2,2,136,0,6952
25-00703,45,2,1,0,1,2,4,3,2,2195.3,N,N,9,N,6,58,N,2,2,2,2,127,195,1956
25-00703,0,2,6,0,1,2,2,1,1,2195.3,9780,9,9,300.0,6,494,N,2,2,2,2,100,164,2619
25-00703,0,2,1,0,1,0,N,1,2,2872.7,N,0,5,N,6,501,6,2,2,2,2,661,328,2619
25-00703,1,2,1,0,8,0,N,1,2,2447.1,9780,9,9,N,5,402,N,2,2,2,2,133,99,2619
25-01300,13,2,1,0,1,N,2,1,1,2447.1,N,11,5,311600.0,4,59,N,2,2,2,1,122,110,1933
25-00703,0,2,1,0,1,1,2,1,2,2872.7,7072,17,5,402000.0,8,494,N,2,2,2,2,182,661,2619
25-00703,0,1,6,0,1,0,4,1,0,2872.7,3895,9,7,217700.0,6,0,N,2,2,2,2,60,187,2880
25-02800,19,1,6,0,1,0,2,1,1,2195.3,4780,9,8,N,5,498,N,2,2,1,2,77,565,2701
25-00503,38,1,1,0,1,0,4,3,1,2447.1,5480,9,8,94200.0,8,91,N,2,2,2,2,188,88,5611
25-01300,0,1,1,0,8,0,9,1,2,2195.3,1070,0,9,62600.0,4,496,N,2,2,2,2,97,156,2922
25-01300,50,1,6,0,1,1,2,1,1,3683.9,N,N,5,111900.0,7,428,6,2,2,2,2,152,87,7633
25-02800,38,2,6,0,1,0,7,1,1,2872.7,570,1,8,105000.0,8,494,N,2,2,2,2,71,176,4630
25-00503,23,1,4,0,1,0,3,1,2,2872.7,N,12,9,33600.0,7,433,N,2,2,2,2,131,92,91
25-01000,21,1,6,0,1,2,N,1,1,2872.7,7790,1,5,N,4,495,2,2,2,2,2,195,304,2619
25-01000,24,1,1,0,1,2,4,1,2,2447.1,9780,N,7,155300.0,6,501,N,2,2,2,2,111,60,5422
25-02800,34,1,6,4,6,0,2,1,2,2447.1,1070,9,2,136300.0,8,15,N,1,2,2,1,91,176,855
25-00503,25,2,6,0,1,0,2,1,1,1457.2,4370,9,10,N,8,499,N,2,2,2,2,554,634,3528
25-00703,0,1,1,0,1,0,N,1,1,3683.9,9570,9,5,402000.0,5,0,N,2,2,2,2,100,176,2619
25-01300,26,2,1,0,1,2,2,1,2,3683.9,5170,9,9,290000.0,7,21,N,2,2,2,2,126,67,3442
25-01000,0,2,6,0,1,1,2,2,0,2447.1,6672,9,9,107000.0,9,495,N,2,2,2,2,71,147,0
25-02800,3,2,1,0,1,1,2,1,2,2872.7,N,1,N,N,2,N,N,2,2,2,2,147,104,0
25-01300,0,2,3,0,3,4,3,1,2,2872.7,6190,17,9,143000.0,0,497,N,2,2,2,1,143,143,855
25-01300,0,2,4,0,1,0,4,1,1,2447.1,1870,0,9,6000.0,0,496,4,2,2,2,2,144,661,5327
25-01300,3,1,1,0,6,0,N,1,1,2447.1,3875,9,9,36660.0,4,345,N,2,2,2,2,643,129,2619
25-00703,0,1,N,0,1,5,N,1,2,1457.2,N,0,8,36900.0,6,501,N,2,2,2,2,331,98,2619
25-02800,0,1,1,0,1,0,N,1,2,2447.1,7590,17,9,N,7,496,N,2,2,2,2,84,176,2619
25-00703,11,2,6,2,1,1,N,1,1,2872.7,8470,7,10,42400.0,1,53,N,2,2,2,2,148,385,186
25-01000,4,1,6,0,1,0,3,1,2,3683.9,N,3,4,77400.0,2,52,N,2,2,2,2,547,59,2916
25-00503,35,1,6,2,1,0,2,1,2,2872.7,8562,5,7,131500.0,2,500,2,2,2,2,2,147,166,3912
25-00503,26,2,6,0,1,0,3,1,2,1457.2,9690,9,9,33860.0,N,497,N,2,2,2,2,97,661,34
25-01300,0,2,6,0,1,0,3,2,1,2195.3,7580,1,9,N,7,82,N,2,1,2,1,107,129,3744
25-00503,34,2,6,0,9,0,5,1,1,1457.2,9680,14,4,55050.0,3,147,6,2,2,2,2,67,450,2928
25-01300,56,1,N,0,1,0,2,1,2,2447.1,5295,12,5,143900.0,5,498,3,2,2,2,2,50,176,795
25-01000,21,1,N,0,8,1,3,1,1,2447.1,6080,9,9,26100.0,8,71,N,2,2,2,2,126,176,2619
25-02800,48,1,6,4,1,0,N,1,1,2195.3,2570,9,7,-1600.0,4,73,N,2,2,2,1,2,133,2002
25-02800,0,2,1,0,8,0,N,1,1,3683.9,9690,9,7,114300.0,8,492,N,2,2,2,2,101,186,4204
25-01300,0,2,1,0,1,0,2,1,1,1457.2,7290,9,N,N,5,53,N,2,2,2,2,661,87,3078
25-00503,0,1,1,0,8,0,2,1,2,2447.1,9770,9,4,2500.0,0,108,1,2,2,2,2,213,661,855
25-00503,53,1,6,0,9,0,3,1,0,1457.2,7780,N,7,-1600.0,5,81,N,2,2,2,2,82,104,3573
25-02800,0,2,1,0,1,0,3,1,2,3683.9,7270,11,9,N,3,498,1,2,2,2,2,98,296,0
25-01000,0,2,6,0,1,0,N,3,1,2447.1,7181,18,5,143000.0,0,368,N,2,2,2,2,132,176,855
25-00703,0,1,6,0,1,1,2,1,1,2447.1,9780,0,9,12700.0,1,0,N,2,2,2,2,148,150,2619
25-00503,51,2,1,1,1,3,N,1,1,1457.2,N,N,4,213500.0,5,55,N,2,N,2,2,85,46,162
25-01000,72,2,1,0,6,0,7,1,0,2447.1,1790,9,6,18900.0,N,0,N,2,2,2,2,87,136,4584
25-00703,0,1,1,4,7,0,4,1,1,1457.2,9570,9,8,11500.0,8,493,5,2,2,2,2,76,328,2619
25-01300,0,1,1,0,2,0,4,1,2,2447.1,6590,0,2,342900.0,8,492,4,2,2,2,2,85,148,2619
25-00503,0,2,6,0,2,0,5,2,1,1457.2,9690,1,8,790.0,8,498,N,2,2,2,1,186,161,286
25-00703,20,1,4,0,6,0,2,1,1,2195.3,6470,9,4,77100.0,5,492,N,2,2,2,2,26,123,3822
25-01300,0,1,1,0,1,1,9,1,2,2872.7,9770,9,4,N,0,494,N,2,2,2,2,469,176,3451
25-01300,0,2,2,0,2,1,5,1,1,2872.7,5593,9,5,2500.0,N,198,6,2,2,2,2,65,144,242
25-00703,0,1,6,1,1,1,3,1,1,2447.1,4780,17,N,402000.0,6,496,N,2,2,2,2,147,176,2619
25-02800,0,1,1,0,1,0,2,1,1,2872.7,9680,9,9,1300.0,2,492,N,2,N,2,2,124,176,2619
25-00503,42,1,4,0,1,2,7,1,2,1457.2,9770,9,6,74120.0,1,383,N,2,2,2,2,151,199,5494
25-00703,12,1,6,0,7,0,4,1,2,2872.7,6680,1,10,54600.0,0,178,6,2,2,2,2,54,218,5333
25-00503,6,2,1,4,1,3,N,1,1,3683.9,7670,10,9,N,7,498,N,2,2,2,2,60,79,4965
25-02800,21,1,6,0,1,0,2,1,2,2872.7,N,9,4,39500.0,0,41,N,2,2,2,2,129,176,2879
25-00703,0,1,6,0,1,2,N,1,2,2447.1,6290,9,10,402000.0,9,492,N,2,2,2,2,475,328,2619
25-02800,0,1,1,0,1,0,2,1,2,2872.7,1070,9,7,143000.0,N,55,N,2,2,2,2,100,176,2619
25-02800,0,1,1,0,1,0,2,1,2,3683.9,1490,18,4,380000.0,3,497,N,2,2,2,1,83,176,2619
25-00703,23,2,2,0,1,0,2,1,2,3683.9,N,9,3,10600.0,6,36,3,2,2,2,2,145,111,3719
25-01000,23,2,1,0,1,1,N,3,1,2195.3,7670,9,3,11480.0,9,495,6,2,2,2,2,73,144,3709
25-01300,89,1,1,3,1,2,5,1,2,2872.7,2690,12,12,-1600.0,6,8,N,2,1,2,2,133,56,7069
25-02800,5,1,1,0,1,0,9,1,1,2447.1,8562,10,5,402000.0,4,500,N,2,2,2,2,140,115,4187
25-02800,0,1,1,0,7,0,4,2,1,2447.1,N,10,11,93500.0,6,499,N,2,2,2,2,147,134,2638
25-01300,94,1,2,3,2,2,N,1,2,2447.1,7390,11,6,-1600.0,7,439,N,1,2,2,2,347,192,4855
25-01300,0,1,N,0,1,N,4,1,1,2872.7,7270,0,9,N,0,211,N,2,2,2,1,247,176,2619
25-01300,0,1,1,0,1,0,5,1,2,2447.1,8670,9,9,24700.0,5,52,N,2,2,2,2,251,71,3986
25-00503,26,1,6,1,1,0,3,1,0,2872.7,9770,9,5,N,0,499,N,2,2,2,2,661,65,0
25-01000,0,1,1,0,1,0,3,1,2,2447.1,7860,10,N,N,6,495,N,2,2,2,2,547,121,2619
25-00703,0,2,1,0,1,0,2,1,1,3683.9,7071,9,9,125150.0,N,55,N,2,2,2,2,114,148,2619
25-01300,13,1,6,0,1,4,2,1,1,2872.7,N,N,6,46000.0,6,53,N,2,2,2,2,443,87,344
25-01300,0,1,6,0,1,2,4,1,1,2447.1,7890,0,N,N,3,0,N,2,2,2,2,119,128,2619
25-02800,22,1,4,0,1,0,4,1,1,2872.7,1080,1,9,30700.0,0,274,N,2,2,2,2,108,95,3870
25-00503,0,1,3,3,1,0,7,3,1,2447.1,8790,N,N,31500.0,3,478,N,2,2,2,2,160,102,2619
25-01000,4,2,1,0,1,5,2,1,2,1457.2,5670,9,6,143000.0,8,493,N,1,2,2,2,63,176,5333
25-01300,0,2,3,1,7,2,4,2,2,2447.1,9770,1,6,124500.0,1,278,6,1,2,2,2,102,156,1116
25-01300,9,1,6,0,1,0,2,1,1,2872.7,5170,17,9,113850.0,N,307,N,2,2,2,2,55,171,5131
25-00503,0,1,2,1,1,0,4,1,2,2195.3,4265,3,5,28090.0,4,500,6,2,2,2,2,541,132,2824
25-01300,37,2,N,0,5,0,4,1,1,2195.3,7080,0,6,83050.0,5,498,N,2,2,2,2,63,160,1495
25-00703,0,1,6,0,1,0,4,1,1,3683.9,9690,17,11,143000.0,4,497,N,2,2,2,2,136,661,2619
25-00703,0,2,2,0,1,0,N,1,2,2447.1,7880,9,8,271000.0,0,497,N,N,2,2,2,139,176,3112
25-01000,34,2,1,0,1,0,2,1,1,3683.9,4980,N,9,149000.0,2,52,N,2,2,2,2,175,6,3075
25-02800,34,2,2,3,1,5,2,1,1,1457.2,9690,4,8,75070.0,9,41,N,2,2,1,2,111,562,3268
25-00703,8,2,6,0,1,0,N,1,2,3683.9,6370,9,5,253000.0,1,N,N,2,2,2,2,116,249,1410
25-00503,23,2,4,0,8,0,3,1,1,3683.9,8562,9,9,105300.0,7,498,N,2,2,2,2,120,108,3776
25-02800,0,1,6,0,1,0,N,1,2,2195.3,8470,0,4,189000.0,7,408,N,2,2,2,2,124,155,2161
25-02800,28,1,6,0,1,0,3,1,2,2447.1,N,0,9,1300.0,6,347,N,2,2,2,1,117,130,5327
25-00503,20,2,6,0,1,1,2,1,1,2447.1,6870,0,4,13700.0,7,395,N,2,N,2,2,129,165,2747
25-00703,3,2,1,0,1,3,2,1,2,2195.3,3490,0,6,113500.0,N,492,N,2,2,2,2,2,313,855
25-00703,33,1,1,4,1,0,7,2,2,3683.9,9780,16,9,8300.0,0,500,N,2,2,2,2,151,136,4789
25-02800,0,1,6,0,1,0,N,1,1,1457.2,5790,1,10,N,7,492,N,2,2,2,2,301,176,2619
25-01300,0,2,1,0,1,0,3,1,0,2447.1,4390,17,8,106500.0,3,492,N,2,2,2,2,128,311,3698
25-01300,17,1,6,0,1,2,N,1,1,1457.2,N,13,8,11480.0,0,47,N,2,2,2,2,281,81,4062
25-00703,28,2,2,0,1,0,2,1,1,3683.9,8070,11,4,N,4,357,N,2,2,2,2,95,100,59
25-00503,21,1,1,0,1,0,2,1,1,2447.1,N,9,N,402000.0,4,184,N,2,2,2,2,175,117,3272
25-00703,0,2,1,0,1,2,N,3,2,2447.1,2790,9,5,402000.0,4,497,N,2,2,2,2,126,176,2619
25-01300,43,2,6,2,8,1,N,1,2,1457.2,9690,3,3,31300.0,7,84,N,2,1,2,1,103,215,3673
25-00703,21,1,6,1,1,N,2,1,1,3683.9,7370,17,8,122100.0,5,349,5,2,2,2,2,122,144,2241
25-01000,24,1,6,0,7,1,2,1,1,2872.7,4870,10,11,25700.0,4,55,N,2,2,2,2,115,92,7231
25-01300,0,2,1,0,1,0,4,1,1,3683.9,N,9,8,N,2,N,N,2,2,2,2,170,89,0
25-01000,36,2,6,1,1,0,N,2,1,1457.2,8070,0,8,233000.0,1,0,N,2,2,2,2,134,93,0
25-00503,0,2,1,0,1,0,N,1,1,2447.1,4795,1,N,N,4,501,N,2,2,2,2,171,84,2619
25-01300,21,1,4,3,6,0,2,1,2,3683.9,9780,0,N,11940.0,6,500,N,2,2,2,1,99,108,0
25-00703,0,1,3,0,1,0,N,2,1,2447.1,9780,0,N,402000.0,3,213,N,2,2,2,2,175,328,2619
25-00703,21,1,1,0,1,0,4,1,1,3683.9,8090,9,8,38260.0,5,158,N,2,2,1,2,95,231,3100
25-01000,3,1,1,0,1,0,N,1,1,1457.2,690,9,9,N,6,325,N,2,2,1,2,91,661,2619
25-00503,9,2,4,0,1,1,2,1,2,2447.1,9780,13,11,110100.0,5,477,N,2,2,2,2,108,0,5208
25-00703,2,2,N,3,1,2,2,1,0,2447.1,9770,2,9,-1600.0,N,78,N,2,2,2,1,87,122,4698
25-00503,0,1,4,0,1,0,N,1,1,2447.1,7880,11,7,98000.0,5,359,N,2,2,2,1,121,127,0
25-01300,62,1,4,0,1,0,3,1,2,2872.7,7181,9,11,130100.0,9,499,N,2,2,2,2,109,110,6237
25-01300,16,2,6,3,3,0,4,1,2,1457.2,7570,9,9,23000.0,8,52,N,2,2,2,2,118,101,1202
25-01000,0,1,1,0,1,0,7,1,2,2447.1,7790,10,9,143000.0,8,345,N,1,2,2,2,122,172,0
25-00703,0,1,1,0,8,0,2,1,1,1457.2,5295,0,8,39910.0,N,492,N,2,2,2,2,272,176,2619
25-01300,0,2,1,0,1,0,3,1,2,2447.1,9920,0,N,402000.0,1,493,N,2,2,2,2,147,176,855
25-01300,1,1,6,0,6,0,2,1,2,2447.1,280,9,5,13100.0,4,493,N,2,2,2,1,61,154,0
25-01000,0,2,1,0,1,0,4,1,1,3683.9,N,9,8,133010.0,0,52,N,2,N,2,2,153,106,0
25-01000,3,1,1,0,7,0,N,1,1,3683.9,5170,9,8,6400.0,4,492,N,2,1,2,2,93,237,885
25-00703,18,2,1,4,1,0,2,1,1,2447.1,7770,4,4,10600.0,2,N,N,2,2,2,2,179,278,0
25-02800,0,2,4,0,1,N,3,1,2,1457.2,180,0,9,33250.0,6,70,N,N,2,2,2,140,153,3008
25-02800,31,1,6,3,1,0,5,2,0,1457.2,6080,17,4,102500.0,8,496,N,2,2,2,2,54,168,3547
25-00703,0,1,5,0,1,1,6,3,0,1457.2,N,9,8,31400.0,9,496,2,1,N,2,2,147,326,3083
25-00503,20,1,6,0,1,0,5,2,2,2447.1,5680,13,9,N,8,500,N,2,2,2,2,133,155,6138
25-02800,0,1,6,0,1,0,N,1,1,1457.2,5580,9,5,N,0,498,N,2,2,2,2,143,98,3888
25-01300,20,2,1,0,1,0,3,1,1,2872.7,N,N,9,5500.0,0,52,2,2,2,2,2,303,56,767
25-00703,34,2,4,0,1,1,N,1,1,2872.7,9780,9,N,37500.0,3,55,N,2,2,2,2,331,174,2619
25-00503,47,1,6,0,1,3,2,1,1,2872.7,8080,9,9,37000.0,8,499,N,2,2,2,2,185,228,1068
25-01300,0,1,1,0,1,2,7,1,2,2447.1,6590,1,9,143000.0,8,492,N,2,2,2,2,94,176,2619
25-02800,28,2,6,0,1,0,N,1,2,2447.1,5790,10,7,13800.0,N,76,N,2,2,2,2,63,133,1837
25-00503,0,2,3,0,1,2,3,1,1,2447.1,3680,13,10,N,0,501,N,2,2,2,2,136,661,335
25-00503,0,2,6,3,1,0,6,1,1,3683.9,7290,0,8,112000.0,6,492,N,2,2,2,2,70,661,2091
25-00503,0,1,4,2,3,4,3,3,1,2195.3,9690,0,5,N,3,108,N,2,2,2,2,123,581,3279
25-01000,3,1,6,1,3,4,3,1,1,2195.3,6770,0,5,127500.0,5,496,N,N,2,2,2,395,159,2619
25-02800,0,1,4,0,1,N,3,1,1,2447.1,6890,9,8,60010.0,8,497,2,2,2,2,1,86,176,0
25-00503,16,1,6,0,1,0,N,1,1,3683.9,1070,9,7,279000.0,7,303,N,2,2,2,2,130,176,4688
25-00503,0,2,1,0,1,0,2,3,1,1457.2,9690,9,5,341000.0,5,492,N,2,2,2,2,56,176,2619
25-00503,6,2,2,0,1,N,3,3,1,2447.1,N,0,7,2500.0,0,498,N,2,2,2,2,127,648,736
25-00503,0,1,4,1,2,0,9,1,1,2872.7,4680,9,9,N,6,500,N,2,2,2,2,152,141,855
25-00703,3,2,2,0,7,0,2,3,1,2447.1,3095,0,8,36200.0,9,494,1,2,2,2,2,83,290,6096
25-01300,0,2,6,0,1,0,N,1,0,3683.9,2570,9,7,N,3,497,N,2,1,2,2,76,162,2619
25-01000,0,2,3,0,1,2,3,1,2,2872.7,9770,9,6,N,6,496,N,2,2,2,1,167,154,2619
25-02800,0,1,1,0,1,1,2,1,2,2447.1,8170,9,5,402000.0,4,53,6,2,2,2,1,170,118,3398
25-01300,1,1,1,0,1,1,N,1,2,2447.1,9590,1,9,272500.0,8,494,N,2,2,2,2,340,152,4038
25-00503,0,1,3,0,1,0,5,1,0,2447.1,9770,0,9,N,6,0,N,2,2,2,2,174,328,2619
25-02800,0,2,5,0,1,5,N,1,1,2447.1,N,9,N,402000.0,3,N,N,2,2,1,2,116,136,2619
25-00703,0,1,6,1,1,0,N,1,2,3683.9,3570,0,6,112500.0,7,496,N,2,2,2,2,24,111,4905
25-00503,11,2,4,0,1,0,2,1,1,2447.1,N,9,9,97900.0,7,31,N,2,2,2,1,135,89,4690
25-00703,0,2,1,0,1,2,N,1,1,2447.1,9470,9,4,78020.0,5,52,N,2,2,2,2,156,140,4083
25-01300,0,2,6,0,6,1,5,1,1,2447.1,9690,9,8,402000.0,0,326,N,2,2,2,2,87,208,855
25-00503,3,2,1,0,1,0,5,1,1,2447.1,7580,2,N,1300.0,0,501,N,2,2,2,2,140,218,0
25-02800,19,1,6,0,9,2,2,2,2,1457.2,4795,0,4,24400.0,8,0,N,2,2,2,2,71,150,456
25-01000,18,1,2,0,6,0,2,3,1,2872.7,1370,2,5,402000.0,4,496,N,2,2,2,2,114,173,3828
25-00503,15,2,6,0,1,0,N,1,1,1457.2,7970,5,N,10600.0,6,501,N,2,2,2,2,246,47,5339
25-00503,3,1,6,0,1,0,3,1,1,3683.9,4470,9,4,N,6,0,N,2,2,2,2,112,106,0
25-02800,26,1,6,0,1,0,6,1,1,2872.7,7181,13,8,N,8,494,N,2,2,2,2,63,133,3981
25-01000,0,1,4,2,3,N,N,3,1,3683.9,570,1,10,123400.0,9,500,3,2,N,2,2,61,127,0
25-01000,5,1,5,0,6,0,N,3,1,2447.1,N,1,8,402000.0,3,421,N,2,2,2,2,324,80,2801
25-00703,13,2,6,0,1,2,5,1,1,2195.3,7290,1,11,46800.0,6,501,N,2,2,1,2,270,155,2056
25-01300,0,1,1,0,5,N,4,1,1,2872.7,N,1,9,60360.0,3,500,N,2,2,2,2,228,153,0
25-01000,25,1,6,0,1,0,N,1,1,2195.3,9770,9,6,76900.0,N,109,2,2,2,2,2,54,176,1521
25-02800,61,2,3,0,1,3,4,1,1,3683.9,3291,9,1,123400.0,1,0,N,1,2,2,2,69,149,4796
25-02800,10,1,1,0,1,2,5,1,2,2447.1,6190,9,12,209000.0,5,261,2,2,2,1,2,42,144,5055
25-00503,0,1,4,1,1,1,N,1,1,2447.1,N,3,8,29600.0,0,347,N,2,2,2,2,150,112,2619
25-00703,0,2,1,0,1,0,2,1,2,2447.1,9690,9,3,135000.0,7,68,N,2,2,2,2,152,144,2619
25-02800,0,1,1,0,1,2,N,1,1,3683.9,8980,9,9,N,5,496,N,2,2,2,2,165,628,5327
25-00703,15,2,1,0,1,1,6,2,1,2872.7,9180,17,6,N,3,71,N,N,2,2,1,308,140,3855
