SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,N,6,2,1,0,25-02800,58,1,3,499,3821
1,6,1,1,7,0,25-00503,32,2,4,51,2758
1,1,1,1,5,0,25-00503,84,0,2,482,3027
2,6,6,1,5,0,25-01300,63,0,6,296,1723
2,1,6,1,8,0,25-02800,39,1,2,51,4187
1,2,1,1,2,0,25-00703,71,0,2,501,3803
1,1,1,1,N,0,25-02800,26,2,4,53,2837
1,6,1,1,6,0,25-00503,26,0,7,501,1061
2,1,1,1,3,0,25-01000,77,2,4,52,804
1,1,1,1,8,0,25-00703,91,0,4,N,0
1,6,1,1,7,0,25-00703,39,0,7,52,2532
2,6,1,1,0,0,25-01000,42,1,3,172,2172
2,6,7,1,0,0,25-01000,34,2,3,498,5428
1,6,1,1,5,0,25-01300,62,1,2,178,2815
2,1,1,1,2,0,25-00703,77,0,3,217,730
1,6,1,1,3,0,25-00703,24,0,4,348,3141
1,6,1,1,4,0,25-00503,26,0,N,59,258
1,1,1,1,9,0,25-02800,72,0,3,52,1695
2,5,1,1,9,0,25-01300,0,2,5,280,1309
2,6,1,1,7,0,25-02800,15,2,4,54,522
2,6,1,2,3,0,25-00503,50,0,N,501,6083
1,4,1,0,8,0,25-02800,75,0,N,435,3604
2,1,1,1,0,0,25-00703,89,0,2,276,1377
2,4,1,1,2,0,25-01300,83,1,N,496,0
2,1,1,1,3,0,25-01300,54,0,2,192,2860
2,6,6,1,7,0,25-02800,31,0,4,486,3243
1,2,1,1,3,0,25-02800,60,0,N,489,3504
2,1,1,1,3,0,25-00703,71,0,N,237,3101
2,1,1,1,4,0,25-01300,46,0,6,407,1319
2,1,1,2,1,0,25-02800,46,0,2,211,3022
1,6,6,2,0,0,25-00703,9,0,3,501,927
2,3,1,1,6,0,25-00703,43,0,N,52,3584
2,1,1,1,1,0,25-00703,47,0,3,499,1278
2,1,1,1,N,0,25-00703,65,3,N,56,0
1,3,1,1,7,0,25-01000,53,0,5,461,3658
2,6,6,1,5,0,25-01300,58,0,N,491,538
2,1,1,1,9,0,25-01300,61,0,2,55,3632
1,6,1,1,0,0,25-02800,52,0,N,337,4235
1,1,1,2,8,0,25-00703,61,0,2,499,0
2,1,1,1,6,0,25-00703,25,0,4,500,2534
1,1,1,1,0,0,25-01000,94,0,2,500,1187
1,6,1,1,1,0,25-02800,26,2,3,210,3610
2,1,6,1,N,0,25-02800,41,2,4,N,4480
1,1,1,1,4,0,25-00703,81,0,2,500,4308
2,4,1,2,2,0,25-00703,61,0,N,17,4447
2,1,1,1,N,0,25-02800,94,0,2,54,0
1,1,1,1,8,0,25-00703,58,0,4,51,2152
2,1,1,1,6,0,25-00703,66,0,2,52,4947
1,1,1,1,7,0,25-00703,38,0,2,53,4849
1,1,1,2,2,0,25-00703,77,0,3,500,1536
1,1,1,1,8,0,25-00703,41,0,4,499,191
2,1,1,1,3,0,25-01000,86,0,4,497,0
2,1,6,2,9,0,25-02800,46,2,4,53,5963
2,3,1,1,1,0,25-02800,62,2,4,385,3143
2,1,1,1,9,0,25-00703,56,1,5,52,5154
2,N,1,1,2,0,25-00503,76,0,5,344,862
2,1,1,1,2,0,25-00503,90,0,2,384,0
1,6,1,1,0,0,25-00503,35,1,2,501,3562
1,3,1,1,8,0,25-00503,74,0,N,499,654
1,1,1,2,6,0,25-00703,57,0,3,51,5105
1,4,1,2,9,0,25-02800,56,0,N,N,1764
2,1,1,1,8,3,25-01300,79,0,5,500,4456
1,1,1,1,N,0,25-00503,48,2,4,53,2117
2,1,1,1,9,0,25-02800,65,0,2,53,3414
2,3,1,1,3,0,25-00703,72,0,N,N,5208
2,1,1,1,3,0,25-01000,44,1,4,457,4077
1,6,1,1,0,0,25-01300,27,2,4,499,4472
2,1,6,1,N,0,25-00503,78,0,4,57,2418
2,1,1,1,7,0,25-00703,0,2,4,51,1313
1,1,1,1,4,0,25-00703,69,0,2,55,4766
1,1,1,1,4,4,25-01000,38,2,6,267,3705
2,1,7,1,4,0,25-00703,30,0,3,356,1883
2,4,1,1,5,0,25-00703,54,0,N,52,3413
2,1,1,1,3,0,25-00503,60,0,3,500,4330
1,1,1,1,0,0,25-02800,25,2,4,200,3295
2,6,1,1,1,0,25-00703,14,0,4,501,4027
2,1,2,1,2,0,25-00703,57,2,5,N,723
2,3,1,2,3,1,25-00503,52,2,4,N,3287
2,1,1,1,5,0,25-01000,47,2,4,499,498
2,6,1,1,2,0,25-00503,42,0,N,500,4252
2,6,1,1,1,0,25-00703,45,0,7,494,3081
1,3,1,1,5,0,25-00503,63,0,2,500,3650
1,1,1,1,9,0,25-00703,49,2,6,500,2939
2,3,1,1,9,0,25-01300,20,0,N,N,2356
2,6,1,1,3,0,25-02800,75,0,9,94,2474
2,6,1,1,9,0,25-02800,27,0,3,490,5415
2,3,1,1,4,3,25-00703,61,2,3,482,3531
1,1,7,1,7,0,25-00703,42,2,4,494,3855
2,3,1,2,3,0,25-01000,94,N,3,493,855
2,1,1,1,7,0,25-01000,36,1,2,501,5727
1,1,1,1,8,0,25-00703,58,0,2,52,4475
2,6,1,1,0,0,25-00703,50,3,3,112,1273
1,6,1,1,9,0,25-00703,58,2,4,501,1044
1,6,1,0,0,0,25-00503,16,2,5,52,1457
2,1,1,1,7,0,25-01000,63,2,3,501,2617
1,6,2,2,9,0,25-00503,63,0,7,501,3229
2,1,1,1,0,0,25-00703,56,2,4,380,4383
2,1,1,1,6,0,25-00703,59,3,4,500,0
1,1,9,1,7,0,25-00503,48,0,4,172,4511
2,4,1,1,8,0,25-01000,40,0,N,460,4446
1,6,1,1,5,0,25-00703,18,0,N,500,4180
1,1,1,1,2,0,25-01000,44,0,4,501,4991
1,1,1,2,6,0,25-01000,13,0,2,499,2231
2,1,1,1,4,0,25-00703,87,0,2,362,4116
2,3,1,1,0,0,25-01000,46,0,N,N,4479
2,3,1,2,2,0,25-02800,60,0,N,334,684
1,1,1,1,6,0,25-00703,65,0,2,500,6907
2,1,1,1,7,0,25-02800,66,0,3,51,3493
2,1,1,2,7,0,25-01300,80,0,3,51,2364
2,1,6,1,2,0,25-02800,30,0,2,498,3523
2,6,1,1,2,0,25-00703,30,2,2,465,1304
1,6,1,1,0,0,25-00703,0,0,4,483,7147
2,3,1,1,3,0,25-00703,82,0,N,161,3831
2,1,1,1,8,0,25-02800,60,0,2,500,1468
1,1,1,1,9,0,25-00703,72,0,2,51,4701
2,6,1,1,3,0,25-00703,13,1,4,51,4287
1,1,1,1,6,0,25-01000,35,3,N,501,2191
1,1,1,1,7,0,25-01300,41,2,4,52,3978
2,1,1,1,8,0,25-01000,82,0,2,56,0
1,1,1,1,4,0,25-01000,81,0,2,51,0
1,1,1,1,4,0,25-02800,71,0,2,500,3313
2,1,1,1,8,0,25-01000,73,0,2,53,0
2,1,9,1,6,0,25-00703,80,0,3,499,2165
2,1,1,1,6,0,25-00703,91,0,2,500,3394
2,1,1,1,7,0,25-00503,67,2,4,500,4665
1,1,1,1,3,0,25-02800,46,0,2,56,0
1,6,1,1,6,0,25-00703,20,0,4,51,5120
2,6,1,1,8,0,25-00703,17,1,N,52,4003
1,1,1,1,4,0,25-00703,61,3,3,500,5205
2,1,2,2,4,0,25-00703,60,3,5,33,2904
2,6,1,2,5,0,25-00503,48,0,N,83,4373
1,1,1,1,5,0,25-01300,71,0,2,259,3048
1,1,1,1,5,0,25-00703,83,0,2,501,3276
1,3,1,1,4,0,25-01300,91,0,3,500,2838
1,1,6,1,9,0,25-00703,66,0,3,51,4635
2,1,1,1,4,0,25-00703,68,N,N,61,3296
1,1,1,1,8,0,25-00503,58,0,2,500,3125
1,1,1,2,N,0,25-00703,19,2,N,501,4657
2,1,1,1,9,3,25-02800,42,2,4,156,2725
2,1,1,2,2,0,25-01300,23,0,N,192,5304
2,1,1,1,9,0,25-00703,62,0,2,51,3902
1,1,1,1,5,0,25-00703,69,0,4,51,6546
1,1,6,1,8,0,25-02800,74,0,2,52,2316
1,1,1,1,7,0,25-00703,80,0,2,501,4692
2,6,1,1,6,0,25-00703,40,0,2,51,4909
1,1,1,1,6,0,25-00703,49,1,3,501,5997
2,1,1,1,2,0,25-01000,80,0,N,499,5109
2,6,1,1,9,0,25-00703,52,0,N,466,3317
2,4,1,1,5,0,25-00703,88,0,2,53,188
2,6,1,1,8,0,25-00703,72,5,3,54,3088
1,6,1,1,7,0,25-02800,43,0,3,N,4116
2,1,1,1,6,0,25-00703,17,0,2,290,2636
1,6,1,1,8,0,25-02800,59,2,4,501,3304
1,1,1,1,7,0,25-01000,85,0,2,500,3125
2,3,1,1,2,0,25-02800,73,3,3,99,2117
2,1,1,1,6,0,25-00703,51,2,2,212,3929
2,6,2,1,7,0,25-00503,22,0,3,501,236
1,4,1,1,9,0,25-01000,40,1,N,501,5096
2,3,2,1,1,0,25-00503,56,0,N,426,4589
2,3,1,1,4,0,25-01300,94,0,N,418,2286
2,6,1,1,7,0,25-00503,40,0,3,51,3464
2,1,1,1,0,0,25-01000,20,4,3,73,794
2,6,1,2,3,0,25-01000,50,0,N,228,4189
1,6,1,1,9,0,25-02800,38,0,N,364,6715
2,3,9,1,7,0,25-01000,29,2,N,51,6080
2,1,1,1,7,0,25-01000,61,0,5,500,3788
2,4,1,2,0,0,25-01000,50,3,3,501,5469
2,1,6,1,3,0,25-02800,63,0,2,501,5233
2,6,1,1,4,0,25-02800,23,0,N,N,5434
2,1,1,1,2,0,25-02800,66,0,2,51,0
2,6,1,1,N,0,25-02800,37,0,N,497,5820
1,4,1,1,7,0,25-00703,56,1,N,499,4735
1,5,1,1,4,0,25-01300,76,N,N,N,593
1,4,3,1,5,0,25-00703,65,0,N,91,4987
2,1,1,1,3,0,25-02800,85,0,2,498,5030
2,1,5,1,3,0,25-01300,56,0,N,391,728
1,1,2,2,2,0,25-00503,74,1,2,N,2773
2,6,1,1,0,4,25-01300,30,1,3,51,3025
2,1,1,1,4,0,25-00703,62,0,2,356,4828
2,1,1,2,4,0,25-00703,59,1,N,51,2626
2,1,1,1,3,0,25-01300,58,0,4,51,4482
2,1,1,1,2,0,25-00503,75,0,2,499,4257
1,1,1,1,7,0,25-02800,57,0,2,51,3948
2,6,1,1,4,0,25-02800,59,0,3,230,6796
1,1,1,1,3,0,25-00703,49,0,N,222,1038
1,1,1,1,7,0,25-00703,79,0,4,501,1934
2,6,1,2,3,0,25-00703,35,0,N,84,2371
1,1,1,2,3,0,25-01000,60,5,3,428,3511
1,1,1,1,3,0,25-00703,75,0,2,498,4775
2,1,1,1,0,0,25-00703,74,2,3,382,2162
2,1,1,2,5,1,25-00703,58,1,4,366,2844
2,1,1,1,N,1,25-01300,56,2,3,53,4181
1,1,1,1,3,0,25-01300,57,1,3,501,5110
1,6,1,2,2,0,25-00503,57,2,3,454,855
1,1,1,2,8,0,25-02800,52,3,4,83,1882
2,4,1,1,0,0,25-02800,69,0,3,263,2729
1,1,1,1,1,0,25-01300,9,1,3,52,341
2,6,6,1,8,0,25-01000,36,0,4,32,1886
2,1,6,1,0,0,25-01000,91,2,4,501,1053
1,1,1,1,9,0,25-00703,70,0,2,500,4314
1,1,1,1,9,0,25-00703,66,0,2,501,1499
1,1,1,1,1,0,25-01000,82,0,2,51,2097
2,6,1,1,0,0,25-01300,17,2,4,51,521
1,1,1,1,7,0,25-01300,35,2,4,500,2220
2,1,1,1,4,0,25-01000,61,2,N,53,3702
2,1,1,1,4,0,25-00703,66,0,2,499,1745
1,1,1,1,6,0,25-00703,81,0,2,500,0
1,6,1,1,7,0,25-00703,49,0,3,51,1380
1,1,1,1,5,0,25-00703,60,1,3,498,1616
2,1,1,1,9,0,25-00503,26,N,4,52,3669
2,6,1,1,2,0,25-01300,25,0,5,179,3818
1,1,1,1,6,0,25-00703,59,0,2,501,3019
1,1,6,1,9,0,25-01300,40,1,4,53,5071
2,1,1,1,4,0,25-01300,23,2,4,501,853
2,6,6,1,4,0,25-00503,62,2,N,229,2632
2,1,1,1,6,2,25-00503,19,N,3,501,3220
2,1,1,1,4,0,25-02800,56,2,5,53,3645
2,6,1,1,1,0,25-00703,50,0,3,N,0
1,1,6,1,0,0,25-00503,31,0,2,501,4428
2,1,1,1,7,0,25-00703,47,1,N,501,2409
1,1,1,1,9,0,25-01300,56,2,4,51,5091
1,1,1,1,8,0,25-01000,66,0,4,496,2880
2,1,8,1,8,0,25-02800,75,0,2,498,2877
2,1,1,1,3,0,25-00503,45,2,4,N,0
1,6,1,2,7,0,25-01000,3,0,4,51,992
2,1,1,1,7,0,25-01300,46,0,3,499,2886
2,1,1,2,0,0,25-01300,16,1,3,478,5637
1,6,1,2,1,0,25-00703,43,0,3,499,0
2,6,2,1,2,0,25-00703,71,1,3,96,0
1,1,1,1,5,0,25-01000,66,0,2,499,1652
1,6,6,1,6,0,25-00503,40,0,2,290,0
2,1,6,1,3,0,25-02800,54,0,5,55,2
2,3,1,2,2,0,25-02800,78,0,N,51,1072
1,6,1,1,9,0,25-00503,26,2,6,499,4337
2,1,2,1,5,0,25-02800,16,2,3,499,4028
1,1,1,1,3,0,25-00503,52,0,2,52,3816
1,6,6,0,3,0,25-00703,41,5,N,193,5652
2,1,1,1,9,0,25-01300,46,0,2,98,3859
2,1,1,1,2,3,25-00703,33,1,4,182,5578
2,1,1,1,9,0,25-00703,37,1,4,53,1913
2,1,1,1,6,0,25-01300,36,0,2,54,6366
2,6,1,1,2,2,25-01000,94,0,N,43,2814
2,4,1,1,9,0,25-00703,52,0,2,501,3978
2,1,1,1,0,0,25-00703,19,0,5,501,4107
2,1,1,2,N,0,25-00703,90,0,5,486,0
2,1,1,1,4,0,25-01300,78,0,2,51,3350
2,3,1,2,0,0,25-00503,62,0,N,N,4832
1,6,1,1,1,0,25-01300,69,2,3,52,2994
1,1,1,1,7,0,25-00703,12,2,4,51,3747
1,1,5,1,6,0,25-00703,87,0,N,271,5239
2,1,6,1,6,0,25-00703,68,0,6,54,3593
2,1,1,1,4,0,25-02800,75,0,6,501,1131
1,1,1,1,9,0,25-00703,26,2,4,499,4348
1,3,1,1,3,0,25-02800,58,0,N,N,4410
1,6,6,1,0,0,25-02800,18,0,2,169,4167
1,1,1,1,3,0,25-00703,69,0,2,51,3930
1,1,1,1,7,0,25-02800,44,0,3,51,4982
2,6,1,1,0,0,25-00703,23,0,N,99,4122
2,3,1,2,2,0,25-02800,89,0,2,445,4404
1,1,1,1,9,0,25-00703,45,3,4,500,4824
1,1,7,1,7,0,25-02800,74,0,2,54,3747
2,1,1,1,7,0,25-00703,94,0,3,52,2672
1,4,1,1,9,0,25-00503,51,0,2,500,2258
2,1,1,2,2,0,25-00703,64,0,N,193,4869
2,2,1,1,8,1,25-01300,22,0,3,53,5414
1,1,1,1,6,0,25-02800,42,5,2,52,5093
2,1,1,1,N,0,25-00703,51,0,N,53,5260
1,1,1,1,8,0,25-01000,37,0,2,51,3586
1,6,1,1,9,0,25-01000,35,0,3,51,6287
2,1,1,1,8,0,25-02800,39,2,4,501,1014
1,6,6,1,9,0,25-00703,29,0,N,304,126
2,1,1,1,1,0,25-01000,46,1,3,N,2152
1,1,1,2,9,0,25-02800,37,2,N,N,4930
2,1,6,1,9,0,25-00703,46,1,4,54,1100
1,1,1,1,5,0,25-02800,28,2,2,499,3405
1,4,1,1,5,0,25-01300,73,1,3,499,0
2,1,1,1,9,0,25-01300,75,0,4,499,3263
1,6,1,1,N,0,25-02800,86,0,3,57,0
1,1,1,1,7,0,25-00703,56,3,4,465,3788
1,1,1,2,9,0,25-00503,52,1,4,466,624
2,1,6,1,4,0,25-01000,32,2,4,52,5704
1,1,1,1,6,0,25-00703,50,1,3,51,4525
2,1,1,1,N,0,25-01300,43,1,5,501,2282
2,1,1,1,9,0,25-00703,79,0,2,54,3453
2,1,6,1,6,0,25-00703,48,0,2,52,3716
1,6,1,1,5,0,25-02800,36,0,N,497,1889
2,1,1,1,7,0,25-02800,81,0,2,51,3938
2,1,1,2,2,0,25-00703,15,2,2,262,3638
2,1,1,1,8,0,25-01300,87,0,N,55,1632
1,4,1,1,2,0,25-00703,81,0,N,52,3934
2,1,8,1,6,0,25-01300,33,1,3,205,5443
2,6,1,1,1,0,25-01000,11,2,4,51,6374
2,1,1,1,9,0,25-02800,65,0,2,501,4236
2,4,1,2,0,0,25-01300,77,1,3,89,4405
1,6,1,1,7,0,25-00703,41,0,N,58,1676
2,1,1,1,5,0,25-00703,52,0,2,53,5865
2,1,1,1,3,0,25-00703,61,0,2,51,1624
2,1,1,1,6,0,25-02800,37,2,6,501,4228
2,1,1,1,8,0,25-00703,88,0,3,500,4432
1,1,6,1,5,0,25-00503,57,0,2,499,7150
1,1,1,1,8,0,25-02800,67,0,7,54,0
1,1,1,1,7,0,25-00503,66,1,7,501,1157
2,1,1,1,7,0,25-01300,75,0,3,501,2560
2,6,1,1,2,0,25-00503,0,1,3,52,6722
1,1,1,2,6,0,25-00703,49,2,4,42,470
2,3,1,1,6,0,25-01300,59,0,N,448,865
1,1,1,1,9,0,25-00503,89,0,3,498,2760
2,1,1,1,0,0,25-01300,5,1,5,51,2724
1,1,1,1,6,0,25-00703,62,0,2,500,4854
2,1,1,1,9,0,25-02800,46,0,N,51,0
2,1,1,1,6,0,25-00503,25,1,3,499,1407
2,1,1,1,6,0,25-01000,77,1,2,51,4817
1,1,1,1,7,0,25-00703,94,0,5,430,2330
2,1,6,1,8,0,25-01000,69,1,3,54,1397
1,6,6,1,0,0,25-00503,30,2,4,163,4316
2,1,1,1,6,0,25-02800,77,0,2,52,3148
1,4,1,1,2,0,25-02800,57,0,4,445,2188
1,6,1,2,2,0,25-00703,25,0,N,302,403
1,4,1,1,4,0,25-00703,68,0,2,497,1321
2,1,6,1,0,3,25-00703,65,0,2,N,4740
1,1,1,1,7,0,25-00703,66,0,2,53,276
1,1,6,1,9,0,25-00703,57,2,2,56,1429
2,1,1,1,5,0,25-00703,84,0,2,501,3586
1,1,6,1,8,0,25-01300,59,1,3,53,3728
2,4,1,2,5,0,25-00503,63,0,3,500,2886
2,4,6,1,N,0,25-02800,54,0,2,253,4412
2,1,1,1,N,0,25-00703,73,0,2,52,2980
1,6,1,1,0,0,25-00703,29,2,4,53,1920
1,4,1,1,N,0,25-01300,57,1,3,N,4948
1,1,1,1,9,0,25-00703,82,0,4,51,2719
2,4,1,1,0,0,25-00703,44,1,N,501,3119
2,1,1,2,3,0,25-01300,54,0,4,N,4441
2,1,1,1,8,0,25-00703,51,2,4,496,1284
2,1,6,1,7,0,25-00503,71,2,3,53,2785
2,1,1,1,7,0,25-00703,77,2,7,52,1972
2,2,1,1,9,0,25-01000,51,0,N,51,3917
2,6,1,2,8,0,25-00703,45,1,3,491,5254
2,1,1,1,0,0,25-00503,64,0,2,53,469
2,1,1,1,5,0,25-02800,62,2,4,501,1272
2,1,1,1,0,0,25-02800,64,0,2,501,4782
2,6,1,1,6,0,25-01000,23,0,N,55,132
1,1,1,1,9,0,25-02800,94,0,2,54,2619
1,1,1,1,6,0,25-02800,51,0,4,500,4273
1,6,2,2,9,0,25-00503,52,0,3,501,3713
1,6,1,1,0,0,25-00703,18,2,4,430,247
2,1,1,1,2,0,25-00703,79,0,2,185,4083
2,1,1,1,4,0,25-00703,54,0,2,51,5932
2,1,1,1,3,0,25-01300,49,1,3,220,2421
2,1,1,1,9,0,25-01300,55,0,3,54,4050
2,6,1,1,6,0,25-02800,78,2,4,58,3506
2,1,1,1,4,0,25-00703,47,N,2,55,3143
1,1,2,1,9,0,25-01300,62,0,2,53,3249
2,6,1,1,5,0,25-02800,5,1,3,51,5513
1,1,1,1,9,0,25-01000,60,1,2,197,4593
2,6,1,1,2,0,25-00703,72,0,6,318,5851
1,3,6,2,7,0,25-00503,77,0,N,152,1638
2,1,1,1,5,0,25-01300,63,2,4,54,920
2,6,8,1,5,0,25-01300,26,0,N,316,385
2,6,1,2,3,0,25-02800,51,0,N,0,4503
2,4,1,1,N,0,25-00503,49,0,N,53,3672
2,6,1,2,3,0,25-00703,59,0,N,405,800
2,1,1,1,9,0,25-01300,32,1,2,51,6934
2,6,1,2,6,0,25-00703,21,1,3,501,3335
1,6,1,2,4,0,25-02800,86,0,N,154,103
2,1,1,1,2,0,25-00703,75,0,N,54,2474
1,3,1,1,9,0,25-00703,59,0,2,501,6139
2,1,1,1,2,0,25-00703,16,0,2,499,3258
2,1,1,1,4,0,25-02800,76,0,2,497,4637
2,1,9,1,1,0,25-00703,31,2,4,52,3217
2,1,1,1,9,0,25-02800,81,0,2,501,812
1,6,1,2,2,0,25-02800,24,1,N,384,5241
1,1,1,1,0,0,25-01300,65,0,3,83,5254
2,4,1,2,2,0,25-00503,33,0,N,135,2973
2,3,6,1,8,0,25-01300,16,1,3,38,2320
2,6,1,1,0,0,25-00703,40,0,N,194,4538
1,6,1,1,7,0,25-01300,56,2,N,500,2482
2,6,1,1,7,0,25-00503,43,3,3,52,648
2,1,6,1,7,0,25-00503,15,0,2,53,5792
2,6,1,2,2,0,25-02800,83,0,N,163,5259
2,6,1,1,N,0,25-01000,88,0,N,N,1276
1,1,1,1,9,0,25-02800,76,1,3,53,3668
2,1,1,1,9,0,25-01300,70,1,4,357,4292
2,1,1,1,6,0,25-00503,45,0,N,455,533
2,6,1,0,7,0,25-00703,37,0,2,501,4585
1,6,1,2,6,0,25-00703,65,0,N,90,875
2,6,3,1,4,0,25-02800,29,1,N,468,6608
1,1,1,1,9,0,25-00503,74,0,2,54,3108
2,4,1,1,N,0,25-00503,42,0,N,52,747
2,1,6,1,0,0,25-00703,47,2,2,54,4503
1,1,1,1,7,0,25-00703,37,2,4,402,2092
2,1,1,1,1,0,25-01300,33,2,5,409,27
1,1,1,1,7,0,25-00503,63,1,2,501,1660
1,1,1,1,9,0,25-00703,37,2,4,500,352
2,6,1,1,6,0,25-00703,30,0,4,400,2600
1,1,1,1,3,0,25-01300,58,0,2,70,3924
1,1,1,1,7,0,25-01300,48,2,4,484,2753
2,1,1,1,4,0,25-00703,91,0,2,501,4691
2,6,1,1,3,0,25-00503,25,1,4,343,2967
1,1,1,1,5,0,25-02800,86,0,2,501,3985
2,4,1,0,0,0,25-01300,68,0,N,498,5571
1,6,1,2,5,0,25-00503,32,0,2,92,744
2,6,1,2,1,0,25-00703,69,N,N,463,4155
1,1,1,1,3,0,25-01000,41,0,3,280,1696
2,3,6,1,9,0,25-00703,89,0,2,55,0
1,6,9,1,1,0,25-02800,22,0,4,N,4059
1,1,1,1,1,1,25-01000,79,0,6,499,4318
2,1,1,1,0,0,25-01000,79,0,2,500,0
2,1,1,1,8,0,25-02800,29,2,4,51,3347
2,1,1,1,0,0,25-01300,87,0,2,501,1736
1,6,1,1,5,0,25-00503,61,0,N,501,4666
1,1,1,1,8,0,25-01000,25,0,2,373,3876
1,6,1,1,3,0,25-00703,59,0,2,496,1775
2,3,1,1,4,0,25-00703,78,0,N,184,4300
2,6,1,1,0,0,25-01300,29,3,3,N,1665
1,1,1,2,2,0,25-00703,42,2,4,178,3353
2,1,1,1,1,0,25-01000,81,0,N,500,3410
2,1,1,1,9,0,25-01000,72,3,3,501,2043
1,4,1,1,9,0,25-00703,69,0,3,53,2978
2,1,6,1,5,0,25-00703,77,0,4,53,237
2,1,1,1,8,0,25-00503,88,0,2,500,3377
2,1,1,2,2,0,25-00503,67,0,N,51,3116
2,3,1,1,5,0,25-01300,80,0,2,53,2432
1,6,1,2,3,0,25-00703,28,0,2,390,54
1,6,1,0,5,0,25-00503,30,1,N,N,3344
2,4,1,2,3,0,25-02800,60,0,N,N,5449
2,1,1,1,7,0,25-00503,63,0,9,53,3888
