SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,2,7,2,0,0,25-00503,55,0,3,52,1399
1,6,1,2,0,0,25-00503,51,5,2,N,1951
1,1,7,1,0,4,25-00503,86,0,9,490,4337
1,4,1,1,0,0,25-00703,87,1,3,N,0
1,6,7,1,2,0,25-00703,81,2,5,43,790
2,1,8,0,3,0,25-02800,94,3,7,475,0
1,6,2,2,0,1,25-00703,69,0,7,53,855
2,3,1,2,0,4,25-00503,94,0,3,54,0
1,6,1,0,0,0,25-00503,81,0,9,426,58
1,4,1,2,2,0,25-01000,82,2,5,29,0
1,6,1,2,0,0,25-00503,85,1,4,N,0
1,5,2,2,0,0,25-00503,80,0,2,501,2397
1,1,1,1,7,0,25-01300,93,0,9,398,0
1,6,6,2,1,0,25-00703,34,2,7,N,0
1,6,8,2,0,0,25-00703,61,2,3,N,0
1,6,1,2,0,0,25-00503,46,1,2,N,176
1,6,1,1,0,0,25-00703,87,3,3,466,2881
1,2,3,2,0,4,25-00703,15,1,3,295,0
2,6,9,2,0,0,25-02800,70,1,3,258,0
2,1,2,1,0,2,25-00703,59,1,N,451,0
1,1,6,1,1,0,25-01000,50,0,2,31,1894
2,2,7,2,0,0,25-01000,36,5,3,N,0
2,6,2,2,1,0,25-00503,49,N,5,284,0
1,6,9,2,7,0,25-00503,65,5,3,53,0
1,1,7,2,0,0,25-02800,93,1,2,71,4332
1,6,6,1,0,0,25-00503,46,1,4,261,1645
2,3,6,1,0,0,25-00703,60,1,2,373,0
2,4,1,2,2,0,25-00503,61,2,5,272,2375
1,1,1,2,0,0,25-01300,61,1,3,N,0
1,6,3,2,0,0,25-00703,94,1,2,360,0
1,N,1,2,0,0,25-00703,31,3,3,349,3835
1,1,2,2,1,1,25-02800,52,0,4,386,0
2,1,7,2,0,0,25-01300,50,0,4,58,0
2,4,1,2,0,0,25-00703,51,0,N,388,0
1,5,2,0,0,0,25-00503,67,N,3,387,2892
2,6,2,2,0,1,25-00703,94,1,7,384,0
1,1,9,2,8,0,25-00503,32,0,7,501,1468
1,4,2,2,0,0,25-01300,52,0,N,501,855
1,4,6,2,0,0,25-00703,50,0,3,296,0
2,1,1,2,2,0,25-01300,43,0,2,95,6079
1,1,6,2,0,0,25-00703,24,1,3,N,0
1,4,8,1,0,0,25-01000,44,1,3,N,0
2,N,1,2,0,0,25-00703,93,2,3,53,459
1,5,1,0,1,0,25-02800,77,0,2,53,4145
2,6,9,2,0,0,25-00703,47,2,4,392,0
1,3,9,1,0,0,25-00703,90,2,3,N,855
1,1,1,1,3,2,25-00703,52,2,4,91,1316
2,1,1,1,5,0,25-01300,65,1,6,289,1979
2,6,2,2,0,2,25-00703,92,2,6,426,6400
1,N,1,0,0,3,25-00703,33,1,3,378,0
1,6,2,2,0,0,25-01300,64,0,4,486,2619
1,6,1,2,4,0,25-00703,32,0,N,N,2187
2,2,7,2,8,0,25-00503,94,2,2,N,945
1,6,9,2,0,0,25-00703,59,1,3,54,1923
1,4,6,1,0,4,25-00703,56,1,2,230,626
1,6,1,2,0,0,25-00703,94,1,4,91,0
1,4,6,1,0,0,25-01000,94,1,3,N,0
1,6,5,0,3,0,25-00703,62,0,4,399,0
2,1,1,2,0,0,25-00503,94,0,N,N,0
2,6,9,1,0,0,25-00503,43,0,2,N,1666
2,6,1,2,8,0,25-01000,94,0,2,57,36
1,6,6,2,0,0,25-00703,77,1,N,72,0
2,3,6,0,0,0,25-01300,74,2,5,26,0
1,6,6,1,0,0,25-00703,94,0,3,463,855
2,6,1,2,2,1,25-01300,88,0,2,91,0
2,1,1,2,0,0,25-02800,78,1,2,180,0
1,4,1,2,0,0,25-00503,74,0,5,228,1857
1,1,5,1,0,0,25-01300,48,4,N,53,3672
1,4,6,1,0,0,25-00503,94,2,3,81,0
1,4,9,2,0,0,25-00703,90,1,5,N,1178
1,5,9,2,0,0,25-01000,81,0,2,369,1230
2,4,6,1,1,2,25-01000,51,1,3,52,0
2,4,1,1,7,4,25-01000,65,4,4,3,201
1,1,6,1,7,0,25-01000,94,2,3,163,1606
2,6,6,2,0,1,25-00503,71,1,4,495,855
2,6,1,2,0,0,25-01000,69,5,3,265,0
1,4,1,0,0,4,25-00703,71,0,3,91,0
2,1,1,1,1,3,25-00503,30,1,3,51,5403
2,1,1,1,7,0,25-00703,81,1,3,N,4178
1,3,3,0,0,0,25-00703,63,2,3,288,3841
1,6,1,0,0,0,25-01300,72,2,3,91,855
1,2,3,1,0,2,25-01000,32,0,4,N,396
1,3,1,0,4,1,25-02800,88,N,4,426,0
2,6,1,1,0,0,25-00703,60,0,N,83,1212
2,3,6,1,0,0,25-01300,70,1,3,449,0
1,6,1,2,5,0,25-01000,78,1,2,55,1858
1,1,1,2,0,0,25-00503,94,0,N,91,0
2,6,1,1,0,0,25-00503,30,0,N,55,0
1,4,6,2,0,0,25-02800,28,0,4,54,0
2,5,6,1,0,4,25-00503,33,1,4,51,0
2,6,1,1,8,4,25-00503,49,3,4,360,205
1,6,1,1,0,0,25-00503,94,0,4,390,0
1,1,6,2,3,0,25-00703,55,0,2,56,0
1,6,9,1,2,0,25-00703,60,1,2,381,1740
2,1,8,2,8,3,25-00503,82,1,N,55,2865
1,4,1,2,0,0,25-00503,70,1,3,78,1379
2,6,3,2,0,0,25-02800,78,0,4,91,0
1,1,1,2,0,1,25-01300,58,1,3,54,0
1,1,1,2,0,0,25-00703,28,0,4,54,0
1,N,1,1,0,0,25-00503,37,2,2,34,0
2,4,1,2,0,0,25-00703,60,1,3,51,855
1,2,3,2,0,0,25-01000,94,1,3,N,0
1,6,1,1,0,0,25-00503,53,1,3,473,0
1,5,1,1,1,0,25-00703,54,4,6,388,1155
1,5,9,1,1,0,25-01300,58,1,4,N,0
1,6,1,2,7,0,25-00703,62,2,5,495,0
1,1,1,1,0,1,25-00703,81,0,2,176,4737
1,6,1,2,3,0,25-00503,38,3,4,189,4763
1,6,9,2,8,0,25-00703,94,1,4,34,0
1,3,1,2,4,0,25-00703,51,1,4,361,246
2,6,1,2,0,4,25-00503,47,N,2,388,3908
1,2,1,2,0,0,25-00503,42,0,6,94,2619
1,6,1,1,0,2,25-00503,45,1,4,448,2444
1,6,1,1,2,0,25-00503,60,2,4,N,0
1,6,9,1,0,0,25-00503,94,1,5,460,0
1,4,9,2,5,0,25-01000,52,0,6,76,1934
2,1,1,2,0,4,25-00703,47,1,3,33,1547
2,4,1,2,0,0,25-00503,49,0,3,56,2129
2,6,1,1,4,3,25-00503,80,2,3,52,1753
1,3,1,2,0,1,25-01300,94,0,2,N,0
1,2,2,2,0,1,25-02800,70,1,N,N,6070
1,6,1,1,7,2,25-01000,94,2,9,70,1863
1,1,2,2,0,0,25-00703,94,2,4,N,855
2,4,5,2,1,3,25-01000,40,5,4,54,521
1,1,1,2,0,1,25-01300,53,0,7,460,0
1,1,1,1,0,0,25-00703,82,1,6,278,328
1,6,1,1,1,2,25-00503,86,1,2,52,5162
1,4,8,2,0,0,25-00703,50,0,3,N,6108
2,3,6,0,1,4,25-00503,46,0,3,429,1700
1,1,6,1,4,0,25-00503,94,4,7,281,2422
1,1,6,2,0,0,25-00703,94,2,5,55,1753
1,6,6,0,9,4,25-02800,79,2,2,339,515
2,N,1,2,9,0,25-01300,50,4,6,53,6183
1,3,6,2,0,0,25-00703,78,1,N,487,0
1,2,6,2,2,1,25-01000,76,2,3,425,0
1,4,6,1,4,0,25-00503,51,0,N,N,6150
2,N,1,2,0,3,25-00503,72,0,N,394,88
1,4,1,2,0,0,25-00703,55,3,3,474,1961
1,6,1,2,0,0,25-00503,94,1,2,483,3770
2,1,1,2,0,4,25-00503,41,1,5,494,0
2,4,6,2,0,0,25-00703,15,1,N,376,470
2,6,1,1,3,0,25-00503,88,4,3,57,621
1,4,3,1,0,0,25-00503,48,1,3,N,0
1,6,9,2,0,0,25-00703,80,0,3,N,1319
1,6,1,1,0,0,25-02800,50,1,6,56,5710
1,4,7,2,8,2,25-02800,26,1,3,33,855
1,1,6,1,0,0,25-00503,62,1,3,405,378
1,6,1,1,0,0,25-00703,60,2,3,239,2034
1,1,1,1,5,0,25-00703,89,1,2,456,51
2,6,2,1,1,3,25-00703,48,2,5,N,2338
2,4,6,1,0,1,25-00503,36,0,2,25,104
1,4,1,2,0,0,25-00503,94,5,5,N,0
1,6,1,2,2,0,25-02800,65,1,3,183,6759
2,6,2,2,0,0,25-01300,31,0,5,58,5327
1,6,1,1,0,0,25-00703,94,1,4,492,855
1,6,7,2,0,0,25-00503,53,0,3,53,0
1,4,2,2,0,0,25-00703,94,1,4,220,0
1,6,1,2,0,0,25-00703,94,1,3,N,74
1,4,2,1,0,3,25-01000,34,0,4,51,4046
1,6,6,2,0,0,25-02800,56,1,5,57,0
1,6,7,1,0,0,25-00703,50,N,2,274,62
1,1,9,2,0,3,25-01300,92,5,2,444,0
2,4,1,1,0,0,25-01300,72,0,3,432,0
2,3,9,2,1,0,25-01000,48,1,5,42,28
1,1,6,2,2,0,25-00703,94,N,3,N,0
2,3,1,2,0,0,25-00503,67,2,3,34,0
1,6,6,2,0,0,25-00503,94,3,3,N,855
1,6,9,1,0,0,25-00503,59,1,5,435,0
2,6,9,1,3,3,25-01300,46,4,7,57,0
1,4,7,0,1,0,25-00703,56,1,2,7,4473
1,4,2,2,0,0,25-00503,46,0,5,N,491
1,1,6,2,0,0,25-00703,65,0,4,490,0
2,4,3,0,0,0,25-00703,94,2,3,361,1247
2,1,2,2,8,0,25-00503,68,0,N,N,0
2,6,9,2,7,0,25-00503,55,3,7,232,4260
2,1,1,0,0,0,25-01300,23,1,4,212,0
1,1,1,2,9,0,25-00503,63,0,4,91,1581
2,1,1,1,0,0,25-00503,61,0,3,34,0
1,6,9,1,0,0,25-00703,14,2,2,430,0
1,4,9,0,1,0,25-00703,75,0,3,476,488
2,6,2,1,0,3,25-02800,36,1,4,336,3401
2,1,1,2,1,1,25-01000,53,2,N,280,0
1,4,2,2,1,0,25-01300,87,1,3,281,3981
1,4,1,2,2,0,25-00503,60,0,N,55,0
1,5,2,2,0,0,25-00703,94,3,3,365,3580
1,1,1,1,0,0,25-00703,18,0,3,N,2181
1,1,3,2,0,1,25-00703,83,1,7,496,2309
1,6,1,2,0,0,25-01300,94,1,3,N,0
2,1,6,2,3,0,25-00703,94,1,3,N,3222
1,6,1,2,0,0,25-00503,53,4,3,486,2619
2,N,8,1,1,0,25-02800,18,0,5,432,3351
1,1,6,2,4,4,25-00503,66,2,3,332,0
2,5,6,2,0,0,25-00703,50,0,4,N,1373
2,4,1,2,0,0,25-00503,94,2,5,52,855
1,6,8,2,2,0,25-02800,56,2,4,68,0
2,6,2,2,0,0,25-02800,77,2,4,226,0
2,6,1,1,0,0,25-00503,44,2,4,N,1625
1,1,1,2,0,0,25-00703,40,1,3,88,0
1,6,1,2,1,0,25-00703,44,0,N,400,1750
1,6,9,1,8,3,25-02800,66,0,4,424,1961
2,1,9,2,0,0,25-00703,45,0,2,212,4447
1,1,6,2,0,0,25-00503,94,1,3,N,0
2,6,5,1,0,0,25-00503,67,0,3,276,0
1,6,1,1,1,0,25-02800,91,1,3,375,855
1,1,9,0,0,1,25-01300,91,3,4,52,0
2,6,9,1,1,0,25-00503,26,2,3,N,2622
1,1,1,2,8,0,25-01000,76,1,2,394,0
2,6,9,2,1,3,25-00503,45,1,4,2,439
2,3,2,2,3,4,25-00503,93,0,4,81,5958
2,1,5,1,1,0,25-00703,67,5,2,56,3803
1,3,1,2,0,4,25-00503,94,2,2,471,0
2,5,1,2,1,1,25-00503,5,N,2,297,4392
2,1,1,2,0,0,25-00503,23,1,4,N,0
1,6,9,2,0,0,25-00703,77,1,N,309,0
2,4,1,1,0,0,25-00703,51,0,7,479,3117
1,6,3,1,0,0,25-00503,71,1,4,N,5916
1,6,5,2,0,0,25-00703,22,2,5,327,0
1,1,7,2,0,0,25-02800,25,3,3,357,0
2,4,7,1,9,4,25-01300,29,0,4,N,4176
2,4,1,1,8,1,25-00703,74,5,2,350,0
1,6,6,2,2,0,25-00503,89,0,3,91,0
2,2,1,2,0,0,25-00503,52,0,6,N,374
1,2,5,2,7,0,25-00703,91,1,N,51,0
1,6,2,2,2,0,25-01300,94,0,3,460,881
2,6,2,2,0,0,25-00503,94,4,5,56,0
1,4,2,1,0,0,25-00503,73,0,4,477,0
2,6,1,1,0,0,25-02800,39,1,4,443,1793
2,4,6,1,9,0,25-00703,94,3,4,7,0
2,6,1,2,0,0,25-00703,94,5,6,247,0
2,4,1,2,2,0,25-01000,61,2,5,501,305
2,6,6,2,0,0,25-00703,56,2,4,399,4063
2,3,1,2,0,0,25-00703,67,1,3,290,2658
1,6,7,1,0,4,25-00503,49,1,2,396,4831
1,6,2,2,0,0,25-02800,32,2,3,44,99
1,4,1,2,5,0,25-01000,67,1,3,398,0
2,1,6,1,7,0,25-00703,56,2,N,58,0
1,4,1,1,8,0,25-00503,94,0,5,321,5630
1,1,1,2,0,0,25-00503,92,0,N,237,224
1,1,1,2,6,0,25-01300,68,1,3,N,3155
1,1,6,2,0,0,25-01300,77,2,3,299,0
1,1,1,2,2,0,25-00703,55,1,3,430,4009
2,4,1,2,2,0,25-02800,89,2,3,482,2642
2,6,7,2,0,0,25-00503,74,1,4,57,0
2,1,1,2,0,0,25-00503,94,1,4,420,1641
1,6,9,1,0,0,25-01300,87,2,3,51,4520
1,1,1,1,7,0,25-00503,66,2,2,60,0
2,6,1,2,0,0,25-00703,54,1,5,416,68
2,1,1,1,0,0,25-00503,39,3,3,425,0
1,6,6,1,0,0,25-01300,92,2,N,145,0
1,2,6,2,3,1,25-00703,80,4,2,417,151
1,N,6,2,0,0,25-00503,94,0,7,58,0
2,6,6,2,8,0,25-00503,62,2,3,N,0
1,1,1,2,1,0,25-01000,52,1,7,34,2983
2,3,1,2,0,0,25-00703,31,1,3,494,0
2,6,9,2,1,4,25-02800,51,0,3,472,3508
1,4,3,2,0,0,25-00703,94,1,3,301,855
2,1,1,1,0,0,25-00503,48,5,4,378,0
2,1,6,2,0,0,25-00503,90,0,N,N,2523
1,1,2,1,0,0,25-00703,94,2,2,N,1689
1,6,2,1,7,0,25-00703,43,0,5,457,0
1,4,6,2,0,0,25-00703,48,2,5,439,0
1,2,1,1,0,0,25-02800,58,0,3,55,2774
2,4,5,2,7,4,25-00703,40,2,9,91,695
1,6,1,2,2,0,25-01300,68,4,4,309,0
1,6,1,2,0,0,25-00503,94,1,3,482,0
1,4,1,2,9,0,25-01300,41,1,3,464,101
2,1,1,2,8,0,25-01000,62,5,N,498,0
1,6,8,2,0,4,25-00703,36,0,2,51,546
2,5,5,2,0,0,25-00503,94,N,2,N,0
1,1,1,2,2,0,25-02800,29,0,3,N,3634
1,6,2,2,8,0,25-01000,77,1,2,51,2661
1,6,2,1,0,0,25-02800,50,0,N,57,0
1,1,1,2,7,0,25-00703,94,1,N,413,0
1,N,6,0,0,0,25-02800,26,1,3,229,0
1,6,2,1,0,0,25-00503,15,N,7,57,3543
1,1,1,2,0,0,25-02800,51,0,3,N,43
2,1,1,1,0,0,25-00703,46,2,N,91,268
1,6,1,2,0,0,25-00503,45,2,3,N,2619
1,6,6,2,0,0,25-00503,59,0,2,477,0
1,6,1,1,8,0,25-00703,47,3,4,N,0
1,4,6,1,0,0,25-00503,24,1,3,473,0
2,3,5,1,0,0,25-00503,42,0,3,497,0
1,6,9,2,0,0,25-01300,31,4,4,N,0
1,4,5,1,0,0,25-00503,48,3,3,422,3204
1,6,1,1,1,0,25-00703,56,2,3,418,2492
1,6,6,0,7,0,25-00703,93,0,3,261,0
2,6,1,2,0,0,25-00703,58,1,4,N,0
1,4,1,1,0,0,25-00503,67,1,7,N,1905
2,6,3,2,0,3,25-01300,46,5,N,405,612
2,6,1,2,1,4,25-01300,44,0,4,N,0
1,6,7,2,9,0,25-00503,53,0,N,475,3782
1,1,2,1,7,0,25-00703,40,1,3,468,0
1,5,2,2,1,0,25-00703,54,3,3,415,0
1,6,1,0,0,0,25-00703,38,1,4,91,0
1,5,1,2,0,0,25-00703,13,4,4,68,0
1,3,9,2,0,0,25-01300,55,3,4,246,1439
2,1,1,2,0,0,25-00503,37,1,2,468,1356
1,6,6,0,5,4,25-00703,59,0,5,55,1110
1,4,6,2,0,0,25-00703,60,3,4,466,6099
1,6,1,2,0,0,25-00703,68,1,2,94,1307
2,3,9,2,1,0,25-02800,37,1,3,54,635
1,6,1,1,0,0,25-00503,94,1,5,N,5327
1,6,7,2,0,3,25-01300,52,4,2,N,2619
1,2,1,1,1,0,25-00703,54,3,9,N,1187
2,1,6,2,0,0,25-00703,63,0,3,464,855
1,6,1,2,0,0,25-00703,71,0,5,52,0
1,1,2,0,0,0,25-00703,32,0,3,372,3888
2,1,5,0,2,0,25-00703,94,0,4,264,0
2,6,6,2,7,1,25-01300,59,5,2,91,0
1,1,9,1,0,0,25-02800,20,0,3,N,2853
1,1,1,2,0,0,25-00703,80,N,3,360,0
1,4,6,2,0,0,25-00703,89,1,4,N,0
1,2,6,2,0,2,25-01000,93,1,3,221,0
2,1,1,2,0,4,25-00503,57,0,4,N,0
1,6,7,1,2,0,25-01000,94,2,7,472,0
1,1,1,2,0,0,25-01300,63,0,2,91,2130
2,3,1,1,6,0,25-00703,70,0,2,56,0
1,1,7,0,1,0,25-02800,65,N,3,57,1232
1,6,1,1,0,0,25-00503,94,2,4,90,0
2,N,7,2,0,0,25-00703,48,1,5,478,0
2,4,1,1,0,0,25-01300,94,0,4,326,2357
1,6,6,1,8,1,25-01300,21,0,2,204,3699
1,1,1,2,0,2,25-00703,63,1,4,394,0
2,1,1,1,0,0,25-00703,25,0,2,24,0
1,6,1,0,2,4,25-01300,94,N,9,N,4475
1,4,1,0,5,0,25-00703,86,2,3,378,216
1,N,1,2,0,0,25-01300,71,2,4,479,2619
1,1,6,2,0,3,25-00503,59,0,3,41,1421
1,1,8,2,0,0,25-01300,94,2,3,228,0
1,1,9,2,0,0,25-00503,94,0,3,N,0
1,6,1,2,0,0,25-00503,81,5,4,N,0
2,6,9,1,0,0,25-01300,53,2,N,91,4122
2,1,1,1,0,0,25-00703,78,4,3,245,0
2,6,6,1,3,0,25-00503,92,N,2,161,2071
1,1,1,1,7,0,25-02800,52,0,5,501,1962
1,1,6,2,0,0,25-00703,63,2,3,3,0
1,6,6,2,0,0,25-00703,17,5,3,91,855
1,5,1,2,1,0,25-00503,39,2,3,460,0
1,4,1,2,0,0,25-00503,54,0,7,58,0
1,6,6,2,0,0,25-00503,93,2,3,N,0
2,1,1,2,0,0,25-00503,35,0,2,51,2963
1,1,6,0,0,0,25-00703,28,1,2,54,4043
1,4,1,2,7,4,25-00503,88,2,4,354,0
1,1,1,2,0,0,25-01300,11,0,5,22,3419
2,2,8,2,0,0,25-01300,94,2,3,N,0
1,6,1,2,4,3,25-01000,32,0,4,259,0
2,1,9,1,1,0,25-00503,31,N,4,N,2619
2,5,2,2,0,0,25-01300,71,N,3,N,0
1,5,1,2,7,0,25-00503,36,0,6,N,0
2,3,1,2,0,0,25-00703,49,N,9,477,1748
2,4,6,1,6,0,25-00703,94,N,N,91,0
1,4,5,2,8,0,25-00703,66,1,3,345,5785
1,3,5,2,0,0,25-01300,87,0,5,58,6790
1,3,1,1,0,0,25-00503,57,2,7,431,0
1,6,9,2,0,0,25-00703,53,2,3,473,0
1,1,1,1,0,0,25-01300,50,0,2,501,0
2,1,2,2,0,0,25-00503,67,2,5,271,0
1,1,1,2,1,0,25-00703,65,0,3,421,2330
2,4,1,2,0,0,25-01000,84,0,2,475,3294
2,6,1,1,5,0,25-00703,41,1,4,269,824
1,6,1,2,0,0,25-02800,43,5,2,407,0
1,5,1,2,0,0,25-00503,72,1,2,91,0
1,1,9,2,0,0,25-00703,45,1,2,262,0
1,6,1,1,0,0,25-00703,94,3,3,32,0
1,4,6,2,0,0,25-00703,76,1,2,56,855
2,6,1,2,0,0,25-00703,59,2,4,91,0
1,6,6,2,0,0,25-00703,59,0,3,56,0
1,4,6,1,0,0,25-00703,87,0,4,29,1058
1,2,6,2,0,0,25-01300,74,1,5,N,2896
2,6,1,2,0,0,25-00503,57,2,N,440,0
1,4,2,2,0,0,25-01000,35,2,9,224,0
1,1,6,2,0,4,25-00703,94,0,2,52,0
2,3,8,1,1,0,25-02800,51,2,3,487,0
2,2,1,2,0,3,25-00503,64,1,4,358,0
1,4,1,2,7,0,25-00703,59,1,3,435,0
1,1,1,2,2,0,25-00503,40,0,3,N,0
1,6,5,2,0,0,25-00503,59,1,4,N,0
1,6,6,1,0,0,25-00703,70,0,N,286,0
1,6,1,1,2,0,25-01300,94,2,3,58,0
1,4,1,2,6,0,25-01300,33,2,3,64,0
1,6,1,0,0,0,25-00703,69,1,5,85,5735
2,6,1,1,0,0,25-01000,87,N,9,52,5576
1,6,3,0,9,0,25-01300,94,0,5,154,4025
1,6,2,2,8,2,25-02800,75,1,5,398,2595
2,6,1,1,0,0,25-01300,94,1,4,3,0
1,4,9,2,0,0,25-00703,61,1,3,339,148
1,1,6,1,0,2,25-00503,50,0,3,463,0
1,6,1,2,7,0,25-00703,94,2,4,408,0
1,6,6,2,1,0,25-00703,28,1,2,N,0
1,1,1,2,7,0,25-00503,73,0,3,471,0
2,1,3,0,6,0,25-00703,94,0,N,51,2474
2,1,5,2,0,0,25-00503,55,2,3,N,0
1,3,3,1,0,0,25-01000,92,1,4,N,0
1,4,6,2,2,0,25-00503,94,3,4,91,0
1,1,1,2,0,0,25-01000,50,1,3,382,0
1,3,6,2,0,0,25-00703,70,1,5,491,0
1,1,1,1,0,0,25-00503,62,0,3,54,2277
2,1,1,2,0,4,25-00503,94,0,7,81,4198
2,6,1,2,1,0,25-00503,52,0,2,N,4283
1,6,6,2,0,0,25-01000,79,2,3,58,0
2,4,2,1,7,0,25-00503,71,N,5,335,0
1,4,1,2,0,0,25-00503,70,1,4,37,0
1,1,6,0,0,0,25-00703,29,2,3,410,0
1,1,6,2,0,1,25-00703,94,0,3,458,0
1,6,6,2,0,0,25-00503,89,1,6,82,0
1,1,1,2,0,0,25-01000,38,0,N,N,0
1,6,2,1,0,0,25-00503,73,2,3,55,4076
1,1,6,2,0,4,25-00503,50,1,3,482,2619
1,N,2,2,1,4,25-02800,58,2,N,288,0
1,4,1,2,0,4,25-00703,94,0,4,91,2619
1,6,2,2,7,0,25-00703,53,1,3,283,2814
2,6,5,2,3,2,25-02800,68,1,N,17,4765
2,4,1,2,1,2,25-00503,94,1,3,34,855
1,2,5,2,0,4,25-00503,94,N,N,458,1082
2,2,1,2,0,0,25-00703,94,1,4,491,0
1,4,1,2,0,0,25-00503,43,0,2,76,0
2,1,9,1,7,2,25-00703,31,1,5,467,39
1,1,1,2,2,0,25-00703,80,3,9,N,0
1,4,1,1,0,0,25-00503,48,4,2,58,0
1,2,9,2,5,0,25-00703,52,0,2,456,0
1,N,1,1,0,0,25-01300,31,0,4,158,0
2,6,1,1,0,0,25-00703,61,1,3,487,0
2,1,6,1,5,0,25-00503,58,1,5,8,3918
1,1,1,2,7,0,25-00703,79,2,3,309,0
1,4,1,1,0,0,25-01300,45,1,N,478,0
1,6,3,1,0,0,25-00703,75,1,N,368,0
2,6,1,2,0,0,25-00503,32,1,N,34,0
1,4,1,2,3,0,25-00703,77,N,7,58,22
1,4,1,2,0,0,25-00703,94,1,4,415,1880
2,6,3,1,0,0,25-00703,69,0,2,N,1717
2,3,1,2,2,0,25-01000,92,1,4,409,0
2,6,6,1,0,0,25-02800,46,1,3,379,4372
1,3,2,2,3,0,25-00503,79,1,9,N,0
1,1,1,2,0,0,25-00503,44,2,3,91,0
1,6,1,2,7,0,25-00503,43,0,4,N,855
1,5,1,2,9,0,25-00703,52,0,2,56,6039
1,2,1,2,5,0,25-00503,94,2,2,442,4449
1,6,6,2,7,0,25-00503,70,2,4,N,0
1,1,6,1,0,4,25-00703,94,2,3,91,0
2,4,1,1,7,0,25-00703,91,3,N,487,3471
1,6,6,2,0,0,25-00703,94,0,3,91,855
1,4,1,1,2,0,25-00503,53,1,4,54,0
2,1,1,1,7,0,25-00703,94,1,3,473,0
1,6,7,2,0,0,25-00703,12,5,3,386,3610
1,4,1,1,0,0,25-00703,50,3,N,299,0
1,6,6,1,0,0,25-01000,65,N,4,427,855
1,4,1,0,0,0,25-00703,64,1,2,41,0
1,6,1,1,0,0,25-00703,71,1,4,34,855
2,1,3,1,7,0,25-01300,36,3,3,360,2523
2,1,2,2,0,0,25-00703,18,1,3,56,0
1,1,1,1,0,0,25-02800,62,2,2,91,0
1,4,5,2,0,0,25-00503,94,1,3,N,0
1,6,1,2,2,4,25-00503,33,5,4,365,4469
1,6,1,2,0,0,25-01300,94,2,7,493,0
2,1,9,2,0,0,25-02800,36,1,4,306,0
2,1,8,2,7,0,25-00503,45,2,N,51,2180
2,6,1,1,7,0,25-02800,80,2,2,88,3683
2,6,1,2,0,0,25-00503,27,N,3,378,0
2,6,6,0,1,0,25-00703,65,N,N,N,0
2,N,1,1,7,0,25-01300,23,2,6,409,2425
1,1,1,2,8,0,25-01000,60,2,4,469,0
1,4,6,2,7,0,25-00503,94,1,N,279,2619
2,6,2,1,4,0,25-00703,72,3,N,465,1574
2,N,8,1,0,0,25-00703,89,1,3,345,4015
1,6,1,1,1,3,25-01000,46,2,7,53,0
