SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
1,6,1,1,9,1,22,2,N,2,798
2,5,1,0,1,11,4,3,2,2,5565
2,4,1,1,6,11,45,3,N,2,7233
1,6,1,1,7,8,34,1,N,2,7633
1,4,1,1,0,6,71,1,N,2,4444
2,1,1,1,2,9,12,1,3,2,6606
2,5,1,1,9,9,8,1,4,2,4091
1,2,6,2,N,7,0,1,N,2,6333
1,1,1,2,0,N,62,3,N,2,1438
1,6,1,1,0,4,51,1,N,2,0
1,6,1,1,6,8,52,3,4,2,1185
1,1,1,1,7,N,40,1,N,2,925
1,1,1,1,9,12,9,1,N,2,3547
2,N,9,2,0,N,65,2,6,2,2886
1,1,1,1,N,11,58,1,N,2,5419
1,1,1,0,7,8,66,1,N,2,6572
2,1,7,2,N,7,34,1,N,1,7551
2,1,1,1,7,7,52,1,N,2,1424
2,1,1,1,N,12,21,1,N,2,3781
1,6,1,2,0,8,37,1,N,2,1398
2,4,1,1,1,5,80,3,N,2,1869
1,1,1,1,0,5,36,1,N,2,4722
1,6,1,1,1,N,41,1,N,2,3310
1,1,1,2,N,7,42,1,5,2,4603
2,1,1,1,1,9,0,1,N,2,528
2,6,1,2,9,10,51,1,N,1,3870
1,1,1,1,7,3,61,2,N,1,7293
2,1,1,1,5,N,34,1,N,2,5602
2,4,9,1,N,7,0,1,N,2,0
2,6,1,0,0,7,53,1,6,2,5718
1,6,1,1,0,5,69,1,N,2,4551
2,1,1,1,4,8,33,3,N,1,2259
1,6,1,1,0,5,39,1,N,2,0
1,1,1,1,5,9,15,1,6,2,2619
1,1,1,1,7,9,38,1,N,2,4350
1,6,1,1,8,N,48,1,N,2,3528
2,6,1,1,6,N,71,1,N,2,5181
2,5,1,1,4,9,36,1,N,1,0
1,3,1,1,2,10,43,1,N,2,6742
1,4,1,1,N,8,60,1,N,2,7633
1,1,9,1,7,N,30,1,N,2,4662
2,5,1,1,3,7,31,3,N,2,1341
1,2,1,1,1,1,37,1,N,2,5447
1,1,1,1,4,12,38,1,N,2,2619
1,1,8,1,1,9,0,1,N,2,2572
2,3,8,1,6,5,79,1,N,2,6872
1,6,1,0,0,11,71,1,N,2,1014
2,6,9,1,N,7,66,2,1,2,5745
1,3,1,1,4,12,27,1,N,2,948
2,6,1,1,2,N,47,1,5,2,3370
1,6,8,2,7,7,59,3,1,2,0
2,6,1,2,2,5,21,1,4,2,0
2,1,1,1,8,7,3,1,N,2,3300
2,2,1,1,8,7,0,2,N,2,4998
2,1,1,1,N,7,3,1,N,2,6908
2,6,1,1,9,5,66,1,N,1,4316
2,1,1,1,5,9,32,1,N,2,6908
1,6,1,1,5,1,42,1,N,2,2041
2,6,1,1,3,8,38,1,N,2,6606
1,2,1,1,8,5,0,1,N,2,1203
2,3,1,1,6,9,0,3,N,2,6380
2,6,1,1,1,9,72,1,N,2,422
2,6,1,0,9,N,30,1,N,1,2619
1,5,1,1,8,N,0,1,N,2,2180
1,1,1,1,3,12,67,1,N,2,2636
1,3,1,1,9,11,71,1,N,2,4280
2,6,7,1,1,4,24,1,N,2,5964
1,6,7,1,2,5,58,1,N,2,4477
2,N,1,1,N,9,74,1,N,2,0
2,6,6,0,6,8,14,1,N,2,6932
1,1,1,1,6,9,34,1,N,2,3006
1,5,1,1,N,3,45,1,N,2,5549
2,6,8,2,0,1,0,1,N,2,5065
2,1,3,1,1,11,5,1,N,2,4568
2,1,1,1,5,5,27,1,N,2,3039
2,4,1,1,7,8,73,2,N,2,5835
1,1,1,2,0,5,5,1,N,2,2619
1,1,1,1,3,11,13,1,N,2,4889
1,5,1,1,0,2,61,1,N,2,2705
2,1,8,1,N,5,65,3,N,1,5269
1,6,1,1,4,N,41,1,N,2,3592
1,4,1,1,7,N,45,1,N,2,0
1,1,2,1,4,8,24,1,N,2,2619
2,1,1,1,9,N,42,3,N,2,855
2,1,8,2,N,9,14,1,N,2,3361
2,1,1,1,3,9,7,1,N,2,1615
1,N,1,1,0,5,33,1,N,2,4821
1,2,8,1,N,7,49,1,N,2,6970
1,N,1,1,6,9,66,1,N,2,6436
2,1,1,1,7,5,24,1,N,2,3595
2,6,1,1,N,9,24,1,4,2,2805
2,2,1,2,0,9,38,3,N,2,2638
2,1,1,1,7,12,14,1,3,2,5561
1,1,1,1,9,9,58,1,N,2,5940
1,1,1,1,6,9,21,1,N,2,5608
1,4,1,1,N,1,45,1,N,2,5592
2,1,1,1,N,9,0,2,4,2,2874
2,6,1,1,4,9,8,1,N,2,5176
1,1,1,1,4,12,36,1,N,2,389
1,6,8,1,1,9,6,2,1,2,7633
1,5,7,1,0,9,6,1,N,1,2956
1,6,1,1,5,8,4,1,N,2,873
2,6,6,1,N,4,27,1,N,2,7325
1,5,1,1,7,4,57,1,N,2,7604
2,5,1,2,9,12,0,1,N,2,2728
1,1,1,2,N,9,12,1,N,2,1196
1,N,1,1,0,5,40,1,N,2,6474
1,4,1,1,8,9,0,3,N,2,1169
1,3,9,1,0,5,38,1,1,2,4276
1,6,1,1,4,5,37,1,N,2,4522
1,1,1,1,9,9,21,1,N,2,1920
2,1,1,2,5,4,57,1,N,2,2538
2,1,3,1,8,8,75,1,N,2,842
2,1,1,2,0,10,36,2,1,2,1245
1,1,1,1,N,N,30,1,N,2,3805
1,3,1,1,2,6,46,1,N,2,0
1,3,1,1,4,7,20,1,N,2,3469
2,1,1,1,8,11,54,1,N,2,4863
2,1,1,1,9,5,53,1,N,2,3516
1,5,1,1,6,9,49,1,N,2,1130
2,4,1,1,0,8,90,1,1,2,6247
1,1,5,1,9,12,3,1,2,2,4721
1,N,1,2,1,5,58,1,N,2,3739
2,4,1,1,N,11,0,1,N,2,7416
1,3,1,1,1,9,60,1,N,2,2108
2,3,1,2,7,9,70,1,N,2,0
1,1,1,2,0,6,22,1,N,2,2237
1,1,1,2,5,10,47,1,N,2,2101
2,1,1,1,9,7,34,1,N,2,817
2,1,1,1,N,7,38,1,N,1,47
1,6,3,1,N,N,0,1,N,2,0
1,6,1,1,2,8,51,1,N,2,6010
2,6,1,1,9,5,34,3,N,2,6362
1,5,1,2,6,7,54,1,3,2,7633
2,2,2,1,4,11,18,1,6,2,2290
2,1,9,2,9,8,52,1,N,2,5155
1,N,9,1,9,11,3,1,5,1,311
1,6,1,1,1,N,3,1,N,2,1017
2,1,1,1,8,5,29,1,N,2,146
2,1,1,1,N,9,52,2,N,2,7633
2,1,2,1,0,N,11,1,5,2,1332
1,4,1,0,9,9,49,1,N,2,3735
2,6,1,2,8,5,10,1,N,2,0
1,1,1,2,N,6,0,1,N,1,7633
1,4,1,1,0,4,76,1,N,2,4377
2,3,1,1,9,N,0,1,N,2,2346
1,1,8,1,9,3,28,1,N,2,7469
2,1,1,1,8,9,68,1,N,2,1318
2,1,1,1,2,N,0,1,N,2,3074
2,1,1,1,N,10,30,1,N,2,4372
1,1,1,1,9,9,71,1,N,2,2558
1,1,3,1,4,6,39,1,N,2,3458
1,1,6,1,0,9,68,2,N,2,3082
2,2,1,1,N,N,21,1,5,2,1646
2,4,1,1,6,5,2,1,N,1,5128
1,4,1,2,8,10,59,1,N,2,4006
2,1,1,2,9,12,68,1,N,2,0
2,1,1,1,9,7,3,1,N,2,674
2,6,1,1,8,12,21,1,N,2,1029
1,1,5,2,N,9,24,1,2,2,6270
1,2,1,0,7,5,36,1,N,2,2066
2,1,1,1,6,12,23,1,N,2,3746
1,6,1,1,0,5,39,1,N,1,123
2,6,1,1,8,10,94,1,N,2,4173
1,6,9,1,0,8,15,1,N,2,3490
2,6,1,1,9,7,21,1,N,2,1555
1,4,1,1,N,8,75,1,3,2,7021
2,1,1,1,8,2,16,1,N,2,5987
2,2,1,1,N,5,34,1,5,2,7633
1,N,1,1,8,2,0,1,N,2,896
2,1,1,1,1,5,16,1,2,1,876
1,N,1,1,7,N,18,1,N,2,855
1,1,1,2,8,10,73,3,3,2,4458
1,6,1,0,1,11,64,3,N,1,5154
1,6,1,1,7,10,0,1,5,2,7633
2,6,1,1,6,12,39,1,N,2,4098
1,1,7,2,3,9,35,1,N,2,664
1,1,1,2,N,N,29,1,N,2,892
1,2,1,1,6,12,0,1,N,1,656
1,3,1,1,3,9,56,1,N,2,1613
2,6,1,1,8,5,46,1,N,2,5459
1,6,1,1,9,6,0,1,N,2,5622
2,6,1,1,6,11,51,1,N,2,2580
1,1,1,0,N,12,38,1,N,2,0
2,1,1,1,8,10,40,1,N,2,1523
1,3,1,1,9,12,59,1,N,2,4215
2,1,1,1,5,10,0,1,N,2,2112
1,1,1,1,7,12,36,1,N,2,5524
2,1,1,1,0,9,24,1,N,2,0
1,6,1,1,N,9,23,1,N,2,3750
1,5,6,2,7,9,29,1,N,2,657
2,3,1,0,N,11,37,1,N,2,4024
1,1,5,1,2,12,59,1,N,2,5327
2,6,1,1,N,5,0,1,5,2,1316
2,4,2,0,1,9,25,1,N,1,5062
2,6,1,2,4,5,0,1,N,2,1904
2,6,1,1,1,5,37,1,N,2,3230
2,4,1,1,0,1,43,1,N,2,3293
1,1,1,1,N,9,0,1,N,2,7564
2,1,5,1,1,9,67,1,5,2,0
1,6,1,1,1,9,27,1,N,2,7139
1,1,1,1,N,7,39,2,N,2,3269
2,2,1,1,4,7,65,1,N,1,2854
2,1,1,1,N,5,0,1,N,2,0
2,3,1,1,3,5,0,1,N,1,4407
1,3,7,1,N,8,28,1,1,2,7633
1,1,5,1,2,8,49,1,5,1,2176
2,6,1,0,1,5,72,1,N,2,4229
2,1,1,0,4,12,14,1,N,2,4471
1,1,1,1,2,N,12,1,N,2,4322
2,3,8,1,3,8,66,1,N,2,4559
1,2,1,1,1,9,39,1,N,2,1972
1,6,1,1,9,8,8,1,N,2,1631
2,6,1,2,9,9,42,1,N,1,500
1,1,1,1,5,9,76,1,N,2,4516
1,1,1,2,3,12,0,1,N,2,1475
2,4,1,2,6,5,0,1,N,2,4508
1,1,7,1,9,6,73,1,4,2,6747
2,1,1,1,8,9,36,1,N,2,3305
2,6,1,1,3,12,61,1,N,2,6141
2,1,8,1,8,N,80,3,N,2,0
2,2,1,2,8,6,51,1,6,2,6908
1,1,1,1,6,12,55,1,2,2,0
1,1,1,1,8,10,43,1,N,2,3473
2,1,3,1,N,7,21,1,N,2,6146
1,1,1,1,0,2,94,1,N,2,1016
1,4,1,1,7,9,36,1,N,1,0
1,6,1,1,N,7,34,1,N,2,2059
2,1,1,2,N,10,51,2,6,2,4413
2,3,1,2,4,N,40,1,N,2,4222
2,6,1,1,9,7,70,1,3,2,4174
1,6,3,1,5,11,34,1,N,2,1429
1,1,1,1,8,10,59,1,N,2,5111
2,1,1,1,8,10,54,3,4,2,1139
2,1,1,1,3,5,57,1,N,2,433
2,6,1,1,2,11,64,3,N,2,0
2,6,7,1,0,7,36,1,3,2,0
1,6,2,0,2,5,10,1,N,2,1660
2,2,1,2,1,5,17,3,N,2,6976
2,1,1,1,N,8,52,1,N,2,3311
2,6,1,1,N,5,12,1,5,2,1555
2,3,1,2,9,9,0,1,N,1,3291
1,6,1,0,8,7,58,1,N,2,1512
2,1,1,2,0,9,29,1,N,2,2070
2,3,1,2,2,10,46,1,N,2,5960
1,N,5,1,6,12,57,1,N,2,518
2,1,1,0,6,10,78,1,N,2,2264
2,1,1,1,6,6,24,1,N,2,1668
2,1,1,1,9,8,67,3,N,2,5888
1,2,1,1,9,N,5,1,N,2,1723
1,3,1,2,1,5,4,2,N,2,2082
1,6,1,1,N,9,7,1,5,2,4262
1,1,1,2,0,9,14,1,N,2,0
2,1,1,1,2,10,31,1,N,2,6908
1,1,1,1,1,12,1,1,N,2,2072
2,6,3,1,9,9,23,1,N,2,5297
1,6,1,2,3,9,41,1,N,2,4602
1,1,5,1,2,9,20,1,N,2,1279
1,1,1,1,0,4,66,1,4,1,7285
1,6,1,1,N,N,55,1,N,2,3052
2,4,1,1,N,9,37,1,N,2,5103
1,6,1,1,9,5,40,1,N,2,3905
1,5,1,1,6,7,3,1,N,2,6269
2,1,1,2,9,10,10,1,N,2,7633
1,1,1,0,9,5,44,1,N,2,6081
2,2,1,2,8,1,67,1,N,2,6237
1,6,1,1,9,7,19,1,N,2,5228
1,1,1,1,9,7,59,1,N,2,0
1,1,1,1,2,1,23,1,N,2,2354
1,N,1,1,9,12,33,1,N,2,915
2,1,2,2,9,3,57,2,N,2,0
2,1,1,1,7,7,0,1,N,2,2536
1,1,1,1,9,8,58,1,N,2,5658
1,1,1,1,9,11,0,1,N,2,3839
2,1,1,1,6,5,47,2,N,2,5318
1,6,1,1,0,8,34,1,2,2,3283
2,1,1,1,9,1,13,1,N,2,7633
1,6,1,1,7,N,29,1,N,2,411
2,3,1,0,2,2,61,1,N,2,1642
2,1,1,1,2,4,50,1,6,2,7196
2,3,1,1,6,9,59,1,N,2,2954
2,1,1,1,9,N,0,1,N,2,2619
2,N,3,1,7,5,24,1,N,2,340
2,1,6,1,N,N,28,1,N,2,934
2,1,1,1,7,9,41,2,3,2,688
1,1,1,1,7,5,25,2,N,2,2681
2,3,1,1,9,N,0,1,N,2,2619
1,1,1,2,4,4,30,1,N,2,7
1,1,1,1,0,8,80,1,1,2,5353
1,1,1,1,N,N,26,1,N,2,3140
1,1,1,0,9,4,49,1,N,1,7633
1,4,1,1,3,9,7,3,N,2,4473
1,1,1,1,N,12,21,1,3,2,832
1,1,1,1,9,5,40,1,N,2,5784
1,N,1,1,N,9,27,1,N,2,6787
2,4,1,1,9,11,28,1,N,2,0
1,2,1,1,N,9,74,3,N,2,5224
1,4,1,2,N,6,66,1,N,2,6126
2,1,1,1,2,7,40,1,N,2,7113
1,6,6,1,8,4,12,1,N,2,4715
1,N,5,1,0,12,71,1,N,2,0
2,6,7,1,9,7,46,1,N,2,2975
2,1,1,1,2,8,85,1,N,2,3078
2,1,1,1,0,9,30,1,N,2,854
1,1,1,1,6,7,58,1,N,2,2318
1,6,1,2,3,6,64,1,N,2,2970
2,1,1,1,5,9,23,1,N,2,197
1,1,1,0,9,6,40,1,N,2,3787
2,1,1,1,6,5,39,1,N,1,256
2,1,1,2,2,5,41,1,N,1,855
2,1,1,1,0,11,53,1,N,2,332
2,2,6,1,N,8,23,1,N,1,77
2,1,1,1,N,6,27,1,N,2,1897
2,6,1,2,N,9,0,1,N,2,2530
2,1,1,1,8,7,7,1,N,2,4170
1,1,1,1,2,9,66,1,N,2,4515
1,6,5,1,9,1,36,1,N,1,5537
1,2,9,1,N,4,54,2,N,1,4022
2,2,1,1,9,11,61,1,N,2,4607
1,4,1,1,N,9,32,1,N,2,2669
1,1,1,2,6,5,69,1,N,2,1617
1,6,1,1,7,6,5,1,N,2,5830
1,1,1,1,6,8,43,1,N,2,4665
2,5,3,1,3,8,70,1,N,2,711
2,1,1,2,N,9,70,1,N,2,1498
1,1,9,2,2,8,21,1,N,2,4918
2,1,1,1,0,6,67,1,N,2,3610
2,1,1,0,1,7,13,1,N,2,4082
1,6,1,1,0,9,0,1,N,2,741
2,3,1,1,N,8,0,1,N,2,1991
2,1,8,0,3,11,28,1,N,2,2797
1,1,2,2,1,6,47,1,N,2,3990
2,1,8,1,4,1,28,1,N,1,5291
2,4,8,1,0,N,23,1,N,2,6014
1,6,1,1,9,5,34,1,N,2,4590
1,2,1,2,9,12,0,1,N,2,0
2,6,1,2,N,12,30,1,N,2,2619
2,1,1,1,9,7,64,1,N,2,7633
2,1,1,1,9,N,32,1,N,2,1920
1,1,1,1,0,9,22,1,3,2,1185
1,3,1,1,0,7,43,1,N,1,106
1,6,1,1,6,N,38,1,N,2,0
2,6,3,1,1,N,27,1,N,2,5972
1,6,1,1,7,4,39,1,N,2,2106
2,1,5,2,0,5,48,1,N,2,6159
1,3,1,1,8,8,50,1,N,2,5083
2,2,9,1,0,5,74,1,N,2,2984
1,1,1,2,4,9,24,1,N,2,3018
2,1,1,1,6,5,43,1,6,2,1517
2,1,1,0,9,8,39,1,N,2,2868
2,6,1,1,N,11,15,1,N,2,5539
2,4,1,1,9,5,40,1,1,2,1053
1,6,6,2,0,N,65,1,N,2,3201
1,6,1,1,2,12,48,1,N,2,2429
2,6,1,0,7,8,23,3,N,2,4720
1,6,1,1,0,5,42,1,N,2,1402
1,1,6,1,0,5,17,1,N,2,2901
2,6,1,1,N,5,36,1,1,2,2511
2,4,1,2,8,8,65,1,N,2,7633
1,1,1,1,N,9,0,1,N,1,6049
1,1,1,1,N,9,34,1,N,2,5158
1,3,1,0,7,9,58,1,N,2,5258
2,1,9,1,N,7,3,1,N,2,428
2,6,1,1,2,7,21,1,N,2,4053
1,1,1,1,0,5,67,1,N,2,0
2,5,1,1,0,9,63,3,N,2,1130
1,6,1,1,1,10,74,1,N,2,4697
1,1,1,2,9,10,53,1,N,2,5476
1,1,2,1,5,10,28,1,N,2,4141
1,3,2,1,4,N,58,1,N,2,1108
2,1,1,1,5,9,25,1,N,2,2386
1,6,1,2,4,8,61,1,N,2,2561
2,1,1,1,N,6,54,3,N,2,1148
1,1,1,1,6,4,38,2,N,2,5386
1,6,6,2,0,2,33,1,1,2,5886
1,4,1,1,3,8,87,1,N,2,3012
1,4,1,1,5,8,71,1,N,2,5652
2,1,1,1,2,9,57,1,5,2,190
2,1,9,1,0,8,38,1,N,1,1221
1,6,1,1,3,7,34,1,6,2,0
2,1,1,1,5,12,67,1,5,2,5012
1,1,1,2,7,12,0,1,N,2,855
1,6,1,1,1,11,15,1,N,2,4641
2,1,1,1,3,9,51,1,N,2,3413
2,3,8,2,2,N,34,1,1,2,3415
1,1,1,1,7,10,0,1,N,2,7633
1,1,1,1,2,N,13,1,2,2,2783
2,1,7,1,N,6,2,1,N,2,4264
2,1,3,0,1,11,6,1,4,2,4597
2,1,1,1,9,5,24,1,N,2,144
2,6,1,1,N,5,42,1,N,2,4026
1,4,6,1,0,12,0,1,N,2,1178
1,6,1,1,6,7,73,1,N,2,3571
2,1,1,1,6,9,21,1,N,2,3600
2,1,1,1,0,9,0,1,N,2,5627
2,1,1,1,9,9,3,3,N,2,6399
2,1,1,2,5,5,34,3,N,2,0
2,1,1,1,1,4,57,1,N,2,4415
2,N,1,1,0,8,21,1,N,2,6443
2,5,8,2,9,7,57,1,N,2,5699
2,6,1,1,4,8,39,1,N,1,2651
1,1,1,1,N,5,4,1,N,2,1165
1,1,8,1,9,6,64,1,N,2,3464
1,2,5,1,3,6,53,1,N,2,3009
1,4,1,1,6,5,43,1,N,2,191
1,1,1,1,5,5,17,1,N,2,2773
1,1,1,2,9,5,49,1,N,2,1766
2,1,1,1,9,12,21,1,N,2,4751
2,6,1,1,N,9,31,1,N,2,5913
1,1,1,1,N,9,42,1,N,2,5623
1,4,1,1,0,10,55,1,N,2,0
2,6,2,1,7,N,25,1,N,2,4468
1,1,1,1,8,N,0,1,N,2,2240
1,6,1,1,1,5,33,1,N,2,1011
1,3,1,1,0,4,53,1,N,2,1050
1,1,1,1,1,11,0,1,N,2,7167
1,1,7,1,0,7,6,1,N,1,5579
2,6,7,1,8,N,27,1,N,1,1881
1,2,1,1,8,5,0,1,N,2,0
2,6,8,2,9,8,62,2,N,2,4938
1,5,1,0,6,N,52,3,N,2,0
1,1,1,2,3,8,19,1,N,2,3100
1,1,1,0,9,N,12,1,N,2,2133
2,1,1,1,3,9,75,1,N,2,239
1,4,1,2,8,9,61,2,N,2,0
1,5,1,1,2,10,25,1,2,2,2594
2,2,1,2,8,11,42,1,N,2,6084
2,1,1,1,7,5,44,1,6,2,3171
1,6,1,1,1,5,0,1,N,2,0
1,1,1,1,0,8,23,2,N,2,5513
2,N,1,1,8,5,43,1,N,2,5187
1,1,1,1,9,7,37,1,N,2,3047
2,1,2,1,1,11,70,1,1,2,3345
1,2,1,1,0,9,53,1,N,2,5456
1,6,1,1,0,5,42,1,N,2,2619
1,6,1,1,9,6,26,3,N,2,7583
2,6,1,1,5,11,36,1,N,2,6526
2,2,1,1,0,8,41,1,N,2,3699
1,4,8,1,0,5,72,1,N,2,855
2,4,1,1,1,5,24,1,N,2,855
2,6,1,1,2,1,78,2,N,2,1015
2,1,1,1,3,N,26,1,N,2,3953
1,4,1,1,4,9,73,1,2,2,5213
1,1,1,1,0,3,71,1,N,2,3874
2,1,1,1,N,8,60,1,N,2,3664
1,1,1,2,0,5,56,1,N,2,4225
1,1,1,0,0,5,3,1,N,2,7104
2,6,1,2,9,10,64,1,N,2,7338
1,6,3,1,8,12,52,2,N,2,3895
1,4,1,1,6,11,3,1,N,2,2200
1,3,6,1,N,9,36,1,N,2,4270
2,2,8,1,7,N,71,1,2,2,2986
2,4,1,1,0,8,46,1,N,2,659
2,3,1,1,7,11,43,1,N,2,5264
2,1,1,1,6,3,71,1,N,2,3310
1,1,1,1,N,6,54,1,N,2,7229
2,1,6,2,3,3,58,1,N,2,2596
1,N,1,2,9,10,63,1,N,2,1856
1,1,1,1,N,8,59,1,N,2,6215
1,6,1,1,2,9,34,1,N,2,6537
1,1,6,2,8,8,37,1,N,2,2762
2,2,1,1,5,N,0,1,N,2,0
1,5,1,1,7,9,34,1,N,2,1979
1,1,1,1,8,7,3,1,N,2,4974
1,1,1,0,4,7,21,1,1,2,6183
2,1,1,1,2,9,21,1,N,2,726
1,6,1,1,6,5,74,1,1,2,1053
2,6,6,1,2,8,0,2,6,2,5629
2,6,6,1,1,5,0,1,N,1,1449
1,1,1,2,9,10,36,1,3,2,3213
1,1,1,1,N,5,57,1,N,1,4057
1,5,1,1,N,9,3,1,N,2,4782
1,1,1,1,3,N,8,1,N,2,2924
1,6,1,1,0,9,24,2,N,2,5459
2,1,1,1,2,5,22,2,N,2,3471
2,6,1,2,9,N,9,1,3,2,3020
1,1,1,1,1,9,23,1,N,2,3110
1,4,1,1,8,N,17,1,N,2,679
2,N,1,1,7,9,28,1,N,1,1614
2,1,1,1,N,9,0,1,N,2,1128
2,6,6,1,2,10,58,1,N,2,685
2,3,1,1,9,4,70,3,5,1,7605
2,6,1,1,1,7,70,1,1,1,1445
2,5,1,0,2,10,47,1,1,2,3401
2,1,1,1,N,N,0,1,N,2,4080
1,1,1,1,N,12,34,1,N,2,3860
2,1,3,1,6,8,36,1,2,2,704
1,1,1,2,2,7,24,1,N,2,2461
2,3,1,0,0,N,28,2,N,2,3452
2,1,1,1,3,9,31,1,N,2,67
1,1,3,1,4,1,15,1,N,2,6253
2,1,1,1,8,5,58,1,N,2,0
1,6,1,1,6,12,37,1,N,2,7059
1,1,1,1,N,9,33,1,N,2,3098
1,6,1,1,N,12,27,1,N,2,1612
1,3,1,1,N,8,55,1,N,2,293
1,4,2,1,9,8,0,1,N,2,0
1,6,8,2,9,8,77,1,N,2,678
1,1,3,1,1,9,35,1,N,2,54
2,1,1,1,9,3,2,1,N,2,1289
2,1,1,1,N,1,31,1,N,2,6383
1,5,8,1,8,8,51,1,5,1,4688
1,6,1,0,5,4,38,1,N,2,4527
2,5,2,1,9,9,78,3,N,2,4072
2,1,1,1,6,10,20,1,2,2,4138
1,6,1,1,N,5,65,1,N,2,4909
1,1,1,1,2,9,39,1,N,2,1326
1,6,1,1,8,N,40,1,N,2,3556
2,4,1,1,9,9,53,1,N,2,3779
2,1,1,2,1,N,11,1,N,2,6047
1,1,1,1,N,10,49,1,N,2,4475
1,6,2,1,9,8,42,1,N,2,5213
2,1,1,1,N,11,21,1,N,2,5876
2,1,1,1,6,N,0,1,N,2,1020
1,6,1,1,9,9,36,1,4,2,0
2,1,1,1,9,7,49,1,N,2,4855
2,4,7,1,9,10,78,1,N,2,3062
2,1,1,1,7,9,9,1,N,2,5306
2,1,8,1,2,9,28,3,N,2,1670
1,1,1,1,7,N,44,1,N,2,3901
2,2,1,1,0,5,58,2,N,2,6438
2,3,1,1,7,11,0,1,N,2,5023
1,6,1,1,0,9,16,1,N,2,0
2,1,6,0,0,7,65,1,N,2,2362
1,1,1,1,8,9,34,1,N,2,0
2,2,7,1,3,5,14,1,N,2,2382
2,6,1,1,4,11,61,1,N,2,2470
2,6,1,1,N,4,47,1,N,2,7633
1,N,8,1,9,8,12,1,N,2,2936
1,3,1,2,2,N,34,1,N,2,1442
1,N,1,1,0,3,25,1,4,2,4409
2,6,1,1,1,9,81,1,N,2,4425
1,1,1,1,9,N,52,1,N,2,2619
1,N,1,1,4,N,51,1,N,2,2619
2,6,1,1,9,7,25,1,N,1,636
1,N,1,1,4,9,17,1,N,2,1773
1,4,1,1,0,8,48,1,N,2,2306
