SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
2,1,1,1,5,9,40,1,N,2,3490
2,4,1,1,2,9,75,1,N,2,2907
1,1,6,1,8,2,3,1,N,2,5970
2,1,1,1,1,5,41,1,N,2,2116
2,1,1,1,0,9,46,1,N,2,949
2,6,7,2,0,8,26,1,N,2,2076
1,1,6,2,1,7,10,1,6,2,2204
1,1,6,2,2,6,13,1,3,2,6148
2,1,6,1,8,6,7,1,N,2,834
1,1,6,1,5,9,47,1,N,2,3730
2,1,6,1,0,7,59,1,N,2,2785
2,1,1,1,5,9,31,1,N,2,4115
2,1,7,2,6,N,53,1,N,2,0
2,1,1,1,8,N,72,1,N,2,2619
2,3,1,1,5,8,94,1,N,2,3743
2,1,1,1,4,9,30,1,N,2,874
2,6,1,1,8,8,31,1,N,2,3634
1,1,1,1,7,11,23,1,N,2,593
2,1,1,1,2,9,18,1,N,2,3521
1,6,9,1,3,5,48,1,N,2,2094
2,1,1,1,0,11,26,1,N,2,4285
2,4,1,1,2,5,29,1,N,2,6931
2,1,1,1,9,10,48,1,N,2,4884
1,1,6,1,7,4,10,1,N,2,5452
2,3,5,1,5,5,84,1,N,2,5600
2,6,6,1,1,N,51,1,N,2,2619
2,6,1,1,5,N,58,1,N,2,2619
1,6,1,1,1,6,34,1,N,2,1915
2,1,1,1,5,9,56,1,N,2,406
2,6,1,2,5,9,11,1,N,2,4052
1,1,1,1,7,8,41,1,N,2,4434
2,6,1,1,0,7,0,1,N,2,5599
2,1,1,1,7,9,46,1,N,2,2374
1,1,1,0,6,6,64,1,2,2,3180
1,2,6,1,1,6,72,1,N,2,0
2,1,1,1,8,9,92,1,N,2,855
1,6,1,1,6,9,41,1,N,2,5007
2,4,1,1,6,9,87,1,N,2,0
2,1,2,1,7,7,50,1,N,2,2619
1,6,1,2,2,5,35,1,N,2,3219
2,1,1,1,2,3,60,1,N,2,3550
2,6,1,2,7,7,32,1,N,2,2619
2,6,1,1,0,9,33,1,N,2,4200
2,4,6,1,0,9,36,1,N,2,1375
1,6,1,1,5,9,43,1,N,2,855
2,1,1,1,0,7,64,1,N,2,2362
1,1,1,1,7,7,26,1,N,2,5288
1,1,1,1,5,9,49,1,N,2,1425
2,6,6,1,3,9,35,1,N,2,0
2,1,1,1,2,9,89,1,N,2,855
2,1,1,1,5,9,89,1,N,2,2619
2,1,1,2,7,8,77,1,N,2,3230
1,1,6,1,5,9,50,1,N,2,1844
1,N,6,1,5,9,83,1,N,2,2619
2,N,1,1,8,10,57,1,N,2,5137
2,6,6,1,3,5,30,1,N,2,2619
1,2,1,1,4,11,77,1,N,2,4041
1,1,1,2,0,1,37,1,N,2,2887
1,4,7,1,1,7,9,1,N,2,4650
1,1,1,1,8,9,81,1,4,2,4065
1,1,1,1,8,12,32,1,N,2,3117
2,1,1,1,5,9,49,1,N,2,1989
2,1,1,1,3,5,18,1,3,2,855
2,1,2,1,9,N,74,1,N,2,855
2,4,1,1,7,7,59,1,N,2,1054
2,1,1,1,2,8,26,1,N,2,4164
2,6,1,2,4,5,30,1,N,2,3198
2,1,6,1,N,6,87,1,N,2,2619
2,1,1,1,6,8,55,1,N,2,3291
2,6,1,1,2,N,56,1,N,2,2619
1,1,1,1,8,5,45,1,N,2,2105
1,1,5,2,3,11,42,1,N,2,3374
2,1,6,1,8,N,57,1,N,2,855
2,1,1,1,5,N,61,1,N,2,3841
1,1,2,1,8,3,59,1,N,2,1797
2,6,6,0,0,8,0,1,N,2,4800
1,1,1,1,5,5,94,1,N,2,2619
1,6,1,1,1,8,60,1,N,2,4351
1,1,1,1,4,4,36,1,N,2,2433
2,6,1,1,1,N,32,1,N,2,2619
1,1,1,1,5,9,60,1,N,2,4859
2,6,9,1,1,7,68,1,N,2,4657
2,6,1,1,0,5,60,1,N,2,2619
1,1,1,1,7,7,34,1,N,2,855
2,6,6,1,0,9,8,1,N,2,3505
2,1,1,1,5,N,70,1,N,2,855
2,6,6,2,3,9,33,1,N,2,4330
2,1,3,1,0,7,50,1,N,2,5750
1,1,6,1,N,N,94,1,N,2,2619
1,1,1,1,8,11,63,1,N,2,433
1,2,1,1,8,10,23,1,N,2,4017
2,1,6,1,0,6,21,1,N,2,3927
2,1,1,1,7,8,88,1,N,2,1625
1,1,1,1,4,7,45,1,N,1,5336
2,6,6,1,5,7,15,1,N,2,2619
2,1,6,0,7,8,30,1,N,2,4560
1,1,1,1,6,N,50,1,N,2,2151
2,4,1,1,2,5,68,1,N,2,4453
2,6,1,2,1,5,47,1,N,2,4267
2,1,6,1,7,6,29,1,N,2,0
2,1,1,1,7,9,78,1,N,2,2619
2,3,6,2,0,7,65,1,N,2,1388
2,1,6,1,7,8,80,1,N,2,2277
1,1,1,1,3,N,39,1,N,2,32
2,6,6,1,1,8,16,1,N,2,4697
2,1,1,1,8,12,65,1,N,2,855
2,1,1,1,2,9,82,1,N,2,6032
2,1,1,1,N,9,94,1,N,2,1580
1,4,6,1,7,9,92,3,N,2,2619
2,1,1,1,2,5,5,1,N,2,5774
2,6,1,1,0,9,27,1,N,2,4578
1,4,6,1,2,9,25,1,N,2,2619
2,4,1,1,3,10,22,1,6,2,699
1,4,1,1,7,N,73,1,N,2,855
1,1,1,1,6,12,67,1,N,2,983
2,6,6,1,1,5,35,1,1,2,4227
2,6,9,1,8,6,35,1,N,2,1574
2,6,1,1,0,2,39,1,N,2,2511
2,4,1,1,4,8,64,1,N,2,2433
1,1,1,1,5,9,59,1,N,2,2619
2,1,1,1,5,8,50,1,N,2,1218
1,6,1,1,4,9,64,1,N,2,4425
2,6,1,2,9,7,27,1,N,1,1435
1,6,6,1,3,N,36,1,N,2,2619
2,1,1,1,7,5,25,1,N,2,1012
2,6,1,1,0,5,12,1,N,2,405
2,1,1,1,0,9,21,1,N,2,3410
2,1,6,1,0,7,44,1,N,2,3383
2,6,6,1,5,9,48,1,N,2,855
1,6,1,1,2,6,42,1,N,2,11
2,1,1,1,6,11,49,1,N,2,3261
1,1,1,1,5,7,85,1,N,2,4866
2,6,1,1,2,7,28,1,N,2,855
1,3,1,1,3,5,73,1,N,2,1523
2,6,1,0,6,9,94,1,N,2,855
2,1,1,1,5,9,44,1,N,2,2510
2,1,1,1,8,N,76,1,N,2,855
1,1,1,1,3,8,53,1,N,2,610
1,1,1,1,6,9,55,1,N,2,1036
2,6,1,1,7,N,76,1,N,2,0
2,1,7,1,0,9,30,1,N,2,3185
2,1,3,1,3,5,40,1,N,2,2525
2,1,1,1,0,9,79,1,N,2,2922
1,1,1,1,6,9,69,1,N,2,0
2,1,7,1,3,5,70,1,N,2,1822
1,6,1,1,5,9,73,2,N,2,855
2,6,6,1,0,6,40,1,N,2,3592
2,1,1,1,2,9,72,1,N,2,2619
1,6,1,2,0,7,10,1,N,2,5853
2,1,1,1,1,N,66,1,N,2,2423
1,4,1,2,0,7,69,1,N,1,4665
2,1,1,1,8,9,94,1,N,2,855
2,4,6,1,7,5,62,1,N,2,0
2,6,6,1,2,9,40,1,N,2,0
1,4,1,1,6,5,27,1,N,2,1072
2,6,1,0,0,5,64,1,N,2,5670
2,6,6,1,1,10,18,1,N,2,1353
1,6,1,1,1,9,23,1,N,2,2797
2,6,1,1,6,5,71,1,N,2,855
2,6,1,1,2,5,52,1,N,2,855
2,1,8,1,3,6,21,1,N,2,6492
1,6,1,1,1,9,12,1,N,2,0
1,1,6,1,6,12,67,1,N,2,0
2,1,6,1,5,9,94,1,N,2,2619
2,6,1,1,3,6,44,1,N,2,3216
2,3,1,1,4,5,86,1,N,2,4791
2,4,6,1,1,7,46,1,N,2,2252
2,4,1,1,5,9,94,1,N,2,2619
2,6,1,1,0,9,9,1,N,2,5415
1,6,6,1,3,9,31,1,N,2,2619
2,2,1,1,1,9,51,1,N,2,2218
1,6,6,2,7,9,44,1,N,2,2914
2,6,1,1,3,11,41,1,2,2,516
1,1,1,2,2,9,28,1,N,2,5284
1,1,1,1,8,N,90,1,N,2,2116
1,1,1,1,0,8,50,1,N,2,1627
2,1,6,2,4,7,29,1,N,2,5204
2,1,1,1,7,N,68,1,N,2,2619
1,1,1,1,6,9,73,1,N,2,0
2,1,6,1,5,9,93,1,N,2,2619
1,4,1,1,9,9,60,1,N,2,1480
2,1,1,1,3,7,80,1,N,2,1118
2,3,1,1,0,7,39,1,N,2,2275
2,1,6,1,2,11,4,1,N,2,1039
2,1,9,1,0,5,44,1,N,2,3703
1,1,1,1,3,9,73,1,N,2,855
1,1,1,1,6,9,68,1,N,2,4258
2,6,6,1,4,9,45,1,N,2,2619
2,6,3,1,1,9,18,1,N,2,2619
2,1,1,1,8,9,13,1,N,2,855
1,6,6,1,N,6,48,1,N,2,3398
1,1,1,1,4,3,35,1,N,2,5410
2,4,8,1,7,8,21,1,N,2,3760
1,6,1,2,0,N,42,3,N,2,2699
1,1,1,1,5,10,60,1,N,2,4391
2,6,1,1,7,9,54,1,N,2,4332
1,1,1,1,6,9,94,1,N,2,2619
2,3,6,1,4,8,49,1,N,2,3308
1,2,1,2,9,8,46,1,N,2,7633
2,4,6,1,7,6,29,1,N,2,3446
2,6,1,1,4,9,25,1,N,2,3819
1,6,6,1,6,N,34,1,N,2,0
2,1,1,1,7,5,94,1,N,2,4104
2,1,6,2,0,1,58,1,N,2,1167
1,1,1,1,4,5,79,1,N,2,855
2,3,1,1,1,7,65,1,N,2,2619
2,4,1,1,0,8,49,1,N,2,286
1,4,6,1,1,9,23,1,N,2,1698
2,6,1,1,4,6,37,1,N,2,4306
1,4,1,1,7,9,94,1,N,2,855
2,5,6,1,1,N,30,1,3,2,0
1,1,1,1,9,8,70,1,N,2,5949
2,6,1,1,0,8,44,1,N,2,6404
2,6,1,1,0,8,23,1,N,2,892
2,1,1,2,2,4,61,1,N,2,4959
2,1,1,1,5,8,74,1,N,2,3108
2,1,1,1,4,12,38,1,N,2,0
1,6,1,1,8,N,58,1,N,2,855
2,6,1,1,7,9,69,1,N,2,2619
2,1,1,2,7,7,35,1,N,2,5683
2,4,1,1,9,9,72,1,N,2,1202
2,1,6,1,4,6,42,1,N,2,156
2,6,7,1,7,5,94,1,N,2,855
2,1,1,1,0,9,40,1,N,2,0
2,1,1,1,5,4,31,1,N,2,4399
2,4,6,1,0,9,21,1,N,2,0
2,6,2,1,4,7,52,1,N,2,4219
1,6,1,1,2,9,45,1,N,2,924
1,6,1,1,4,9,24,1,N,2,4396
2,6,1,1,0,7,21,1,N,2,5253
2,6,1,2,0,9,30,1,N,2,2384
2,4,1,2,4,7,44,1,N,2,2979
2,6,1,2,1,5,42,1,N,2,871
2,4,1,1,1,8,30,1,N,2,3316
2,6,1,1,5,N,70,1,N,2,2619
1,6,1,1,7,N,73,1,N,2,48
1,1,1,1,5,N,80,1,N,2,2619
1,1,1,1,5,9,73,1,N,1,855
1,1,1,1,4,N,63,1,N,2,3013
2,1,1,1,8,10,48,1,N,2,1755
1,1,1,1,5,4,55,1,N,2,6507
2,2,1,1,4,6,53,1,N,2,1183
2,6,6,2,0,6,7,1,N,2,1058
2,1,1,1,6,12,59,1,N,2,2619
2,1,1,1,6,8,75,1,N,2,540
2,6,1,2,3,5,69,1,N,2,1282
2,1,1,1,8,9,84,1,N,2,3491
1,6,1,1,9,9,58,1,N,1,2619
2,1,6,1,4,9,77,1,N,2,855
1,1,6,1,6,9,50,1,N,2,3575
2,3,1,1,1,6,50,1,N,2,2325
1,6,1,1,6,9,21,1,N,2,1159
2,4,1,1,3,8,64,1,N,2,4038
2,1,1,1,2,5,62,1,N,2,3827
2,1,6,1,4,9,73,1,N,2,2619
2,1,1,1,6,7,66,1,N,2,855
2,1,1,1,8,8,56,1,N,2,2265
2,6,1,1,0,8,0,1,N,2,5381
2,1,1,1,3,8,60,1,N,2,4535
2,1,1,1,N,N,88,1,N,2,2619
2,1,1,1,0,7,76,1,N,2,3862
2,1,1,1,3,3,35,1,N,2,3101
2,4,1,1,2,9,21,1,N,2,720
2,6,1,1,0,10,77,1,1,2,4872
2,1,1,1,8,N,94,1,N,2,2619
1,1,1,1,4,8,33,1,N,2,5137
1,4,6,2,5,8,55,1,N,2,2323
1,1,8,1,6,12,93,1,N,2,0
2,1,1,1,3,10,21,1,N,2,5439
2,1,6,1,5,9,49,1,N,2,1411
2,1,1,1,3,9,47,1,N,2,2619
2,6,6,2,6,9,33,1,N,2,2619
2,6,1,1,5,9,40,1,N,2,2619
1,6,1,1,2,7,18,1,N,2,3925
2,6,6,1,0,5,0,1,N,2,758
2,3,1,1,4,6,28,1,3,2,6886
2,6,1,1,2,9,61,1,N,2,0
2,1,6,1,5,9,77,1,N,2,855
2,1,1,1,1,9,45,1,N,2,1169
2,1,1,1,8,7,86,1,N,2,0
2,6,6,1,4,N,41,1,N,2,2913
1,1,5,1,N,9,68,1,N,2,3210
2,1,6,1,5,11,29,1,3,2,3474
2,1,1,1,5,N,63,1,N,2,2619
2,1,1,1,2,8,65,1,N,2,1520
2,1,1,1,4,10,21,1,N,2,3535
1,6,1,1,4,6,12,1,N,2,4213
2,5,6,1,7,9,74,1,N,2,2619
1,N,1,1,4,11,71,1,5,2,4492
2,1,1,1,4,8,80,1,N,2,3331
2,N,6,2,4,7,66,1,N,2,1431
2,4,1,1,2,9,72,1,2,2,1971
2,6,1,1,8,9,47,1,N,2,2749
1,1,1,1,4,4,81,1,N,2,6250
2,1,6,1,1,N,44,1,N,2,0
1,1,6,1,1,N,46,1,N,2,2619
2,1,1,2,4,5,35,1,N,2,855
2,6,1,1,4,8,17,1,N,2,2444
2,1,1,1,0,5,65,1,N,2,3549
2,1,1,1,5,N,62,1,N,2,2584
2,6,1,1,1,9,20,1,N,2,2759
2,1,1,1,6,8,30,1,N,2,4389
2,1,6,1,9,N,46,1,2,2,1548
2,6,1,1,9,9,24,1,N,2,3801
2,1,1,1,3,7,30,1,N,2,1691
1,6,1,1,4,7,79,1,N,2,1564
2,1,1,1,6,9,94,1,N,2,2619
2,6,6,2,0,N,23,1,N,2,3524
2,6,1,0,4,N,27,1,N,2,0
2,1,1,1,4,11,56,1,N,2,4085
2,1,1,1,7,9,70,1,N,2,855
1,6,6,1,6,N,27,1,N,2,855
2,6,1,2,4,N,94,1,N,2,855
2,1,1,1,4,10,25,1,N,2,4674
2,1,1,1,7,9,67,1,N,2,1234
1,6,6,1,0,7,30,1,N,2,2619
1,6,1,1,1,9,38,1,N,2,2619
2,6,1,2,6,9,67,1,N,2,5086
2,1,6,1,3,5,45,1,N,2,2516
1,6,1,1,9,5,86,1,N,2,2619
2,6,6,0,3,5,22,1,N,2,0
1,1,1,1,5,9,16,1,N,2,2619
1,6,1,1,5,3,13,1,N,2,2053
2,6,1,1,7,8,63,1,N,2,2361
1,6,2,2,4,9,15,1,5,2,822
2,1,1,1,2,9,48,1,N,2,2619
2,1,6,2,4,9,23,3,N,2,4119
2,1,1,2,0,8,37,1,N,2,5347
2,1,1,1,8,9,37,1,N,2,2253
2,1,1,1,7,9,60,1,N,2,0
1,1,1,1,3,8,48,1,N,2,2582
2,4,1,1,2,8,48,1,N,2,6527
1,1,1,1,9,9,66,1,N,2,2619
1,6,1,1,5,N,52,1,N,2,2619
1,6,1,1,2,7,30,1,N,2,2956
1,1,1,1,3,8,62,1,N,2,1708
1,2,1,1,3,9,20,1,N,2,1337
2,6,1,1,3,5,9,1,N,2,4707
2,1,1,1,3,8,78,1,N,2,2325
1,1,6,1,6,5,53,1,N,2,4781
2,1,1,1,5,N,72,1,N,2,5327
2,6,1,1,6,9,21,1,N,2,4542
1,1,1,1,4,N,58,1,N,2,2619
2,4,1,1,4,9,57,1,N,2,855
2,1,1,1,5,9,60,1,N,2,2788
2,1,1,1,2,5,61,1,N,2,1183
2,1,1,1,2,8,3,1,N,2,6702
2,6,1,1,4,7,0,1,N,2,5095
2,1,1,1,0,8,16,1,N,2,2983
2,6,1,1,5,N,74,1,N,2,855
1,1,1,1,9,9,61,1,N,2,4580
2,1,1,1,0,10,20,1,3,2,3107
2,4,1,1,4,4,39,1,N,2,2238
2,6,1,2,0,7,48,1,N,2,5959
1,1,6,1,0,9,64,3,N,2,2127
2,6,1,1,3,5,59,1,N,2,4429
2,5,1,1,4,9,71,1,N,2,0
2,1,1,1,3,9,47,1,3,2,2075
2,1,1,1,1,9,44,1,N,2,1168
2,1,1,1,8,9,70,1,N,2,855
2,6,6,2,3,N,30,1,N,2,1058
2,6,1,1,2,6,27,1,N,2,4185
2,1,1,1,4,9,40,1,N,2,1091
1,1,1,1,6,7,64,1,N,2,4734
2,4,1,1,6,N,86,1,N,2,2619
2,4,1,1,6,N,84,1,N,2,855
1,6,1,1,5,5,45,1,N,1,2869
1,1,1,1,9,9,41,1,N,2,1046
1,6,6,2,2,5,0,1,N,2,5322
2,1,1,1,3,8,24,1,N,2,4335
1,1,6,1,0,8,48,1,N,2,925
1,6,6,1,3,7,14,1,N,2,5625
2,6,1,1,7,7,72,1,N,2,1006
1,1,1,2,1,11,35,1,N,2,3510
2,1,1,2,7,9,63,1,N,2,1769
2,1,1,1,5,5,48,3,N,2,0
2,3,5,1,2,N,50,1,N,2,4145
1,6,1,1,5,N,36,1,N,2,855
1,6,6,1,8,10,19,1,N,2,4567
1,1,1,1,3,9,48,1,N,2,1214
2,1,1,1,8,8,57,1,N,2,3254
2,1,1,1,0,N,34,1,N,2,3002
2,N,1,1,7,N,85,1,N,2,2619
1,1,6,1,0,9,32,1,N,2,1982
2,1,1,1,1,9,2,1,N,2,6202
2,1,1,1,9,9,74,1,N,2,1444
1,1,6,2,0,5,2,1,N,2,7042
2,1,1,1,7,9,63,1,N,2,169
2,6,1,1,2,8,0,1,N,2,4807
2,1,6,1,N,9,89,1,N,2,2619
2,4,1,1,2,9,58,1,N,2,2882
1,4,6,1,8,6,60,1,N,2,250
1,6,1,1,8,N,35,1,N,2,2619
2,1,1,2,1,7,74,1,N,2,640
2,1,1,1,4,12,53,1,N,2,3378
2,1,1,1,6,8,52,1,N,2,346
2,6,1,2,0,9,17,1,N,2,855
2,6,1,1,3,9,33,1,N,2,2248
2,6,1,1,8,N,25,1,N,2,2619
1,1,1,1,3,8,60,1,N,2,6000
2,3,1,1,1,N,65,1,N,2,4327
2,1,1,2,3,7,28,1,N,2,971
1,1,1,1,9,11,72,1,N,2,3450
2,6,1,2,0,8,55,1,N,2,3761
2,1,1,1,5,11,35,1,N,2,0
1,3,1,1,8,9,61,1,N,2,4304
1,6,6,0,8,8,33,1,N,2,2072
1,6,1,1,2,8,27,1,N,2,4456
1,1,2,1,6,N,64,1,N,2,855
1,1,1,1,2,5,53,1,N,2,1444
1,1,6,1,2,7,50,1,N,2,2368
1,1,1,1,7,2,94,1,N,2,4918
1,6,7,1,8,6,36,1,N,2,0
2,1,1,1,4,7,45,1,N,2,5221
2,1,1,1,0,6,40,1,N,2,4754
1,1,6,1,8,N,73,1,5,2,2619
2,1,1,2,0,N,56,1,N,2,3416
1,1,1,1,8,9,75,1,N,2,4447
2,1,1,1,0,5,60,1,N,2,1596
1,1,1,1,0,8,6,1,N,2,4779
1,1,2,1,7,9,35,1,N,2,417
1,1,1,1,5,9,63,1,N,2,3396
2,1,1,1,6,5,67,1,N,2,1893
2,6,6,1,4,N,49,1,N,2,0
2,6,1,1,0,7,0,1,N,2,4157
1,6,1,2,7,10,21,1,N,2,4814
2,1,1,1,6,12,94,1,N,2,2619
1,1,1,1,8,5,37,1,N,2,4187
2,6,1,1,6,N,17,1,N,2,2202
2,6,1,1,2,5,3,1,N,2,5265
2,1,6,1,8,7,43,1,N,2,3167
2,1,1,1,4,9,34,1,N,2,1862
2,2,1,1,6,N,91,1,1,2,2619
2,1,1,1,7,9,80,1,N,2,4891
1,2,1,2,7,7,62,1,3,1,2619
2,1,9,1,0,7,50,1,N,2,5087
1,1,6,1,N,4,74,1,N,2,4248
2,1,1,2,9,9,94,1,N,2,855
1,1,1,1,9,9,94,1,N,2,855
2,1,1,1,3,9,76,1,N,2,855
1,6,1,2,3,5,58,1,N,2,1183
2,1,1,1,5,N,67,1,N,2,1721
1,6,6,2,0,5,9,1,1,2,5006
1,1,1,1,4,9,60,1,N,2,2887
2,1,6,1,1,9,30,1,N,2,4760
2,6,1,1,2,12,59,1,N,2,855
2,4,1,1,5,N,42,1,N,2,2619
2,1,6,1,6,9,27,1,N,2,2844
2,1,1,2,4,9,64,1,N,2,1447
2,1,1,1,5,9,55,1,N,2,0
1,1,9,1,7,8,44,1,N,2,3144
2,1,1,1,8,8,85,1,N,2,1798
2,6,1,1,5,9,67,1,N,2,2619
1,1,3,1,3,7,28,1,1,2,5750
2,1,1,1,9,9,48,1,N,2,1009
1,6,1,1,8,9,66,1,N,2,2619
2,1,1,1,3,8,61,1,N,2,4090
2,1,1,1,5,7,27,1,N,2,1385
2,2,6,1,7,1,66,1,N,2,5715
2,6,1,1,1,5,81,1,N,2,2810
2,1,1,1,8,N,67,1,N,2,2619
2,1,1,1,5,9,50,1,N,2,4284
1,6,6,1,0,2,6,1,N,2,2643
2,6,6,2,1,9,35,1,N,2,855
2,1,1,1,5,12,69,1,N,2,2965
2,1,6,1,6,11,51,1,N,2,3723
1,1,3,1,8,7,34,1,N,2,2867
2,5,1,1,7,9,50,1,6,2,2181
2,6,6,1,6,5,20,1,N,2,3912
2,6,1,2,8,9,27,1,N,2,4674
2,6,1,1,4,8,35,1,N,2,3503
2,1,6,1,4,5,59,1,N,2,855
1,1,3,1,8,N,84,1,N,2,2619
1,1,1,1,6,9,31,1,N,2,2031
2,4,1,1,2,7,38,1,N,2,6268
1,1,6,1,7,N,39,1,N,2,1430
2,6,1,1,1,9,36,1,N,2,2619
1,1,1,2,0,9,28,1,N,2,2823
2,1,1,1,3,N,35,1,N,2,3178
2,1,1,2,5,9,24,1,N,2,2619
1,1,1,1,9,7,91,1,N,2,855
2,6,6,1,0,6,7,1,N,2,2732
1,6,6,1,7,9,0,1,N,2,1820
1,1,8,1,7,11,55,1,N,2,268
2,6,1,1,0,7,64,1,N,2,1006
1,3,5,2,5,9,18,1,N,2,855
2,3,1,0,2,9,13,1,N,2,1673
2,1,1,1,1,8,48,1,N,2,4110
2,3,6,2,2,5,0,1,N,2,1511
1,6,9,1,1,N,31,1,N,2,3318
