SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT,target
2,1,8,2,5,5,4,48-02516,15,3281
1,1,1,0,6,4,1,48-02515,N,6845
1,3,1,1,9,9,0,48-02510,8,6959
1,1,1,2,9,9,0,48-02510,1,4842
1,1,1,1,6,10,2,48-02102,2,7386
2,N,1,1,N,3,0,48-02516,N,7668
1,6,1,0,3,7,0,48-02515,3,9237
1,1,9,0,8,7,4,48-02102,4,4843
1,6,9,1,3,6,2,48-02515,3,8377
2,1,1,2,4,7,0,48-02101,6,4593
1,N,1,2,N,3,0,48-02102,N,3322
2,6,8,0,0,3,4,48-02516,18,588
1,6,1,0,5,9,0,48-02102,3,319
1,1,1,2,5,7,0,48-02510,N,2837
2,N,1,1,N,3,0,48-02516,N,3403
2,1,1,2,0,4,1,48-02102,N,2456
1,6,1,2,4,9,0,48-02507,3,1082
1,N,1,0,N,2,2,48-02101,N,5696
2,2,2,0,1,5,3,48-02515,0,6176
2,1,9,1,5,5,0,48-02515,1,3350
1,1,5,0,5,11,3,48-02102,14,7326
1,6,1,0,0,4,0,48-02101,N,5136
2,1,1,1,3,5,0,48-02515,N,1626
2,1,9,2,0,5,0,48-02507,6,4598
2,6,1,0,0,7,0,48-02510,14,8726
2,1,1,1,2,5,0,48-02102,1,2809
2,1,1,2,7,9,1,48-02102,11,2142
1,1,1,2,4,7,0,48-02507,7,2244
1,N,1,1,N,3,0,48-02510,N,6922
1,1,1,2,9,11,2,48-02510,3,978
2,2,1,1,3,5,0,48-02507,0,4740
2,3,8,2,8,4,2,48-02510,N,3938
1,6,2,0,5,5,4,48-02101,14,5836
2,6,1,1,0,5,0,48-02101,N,4652
2,1,5,0,8,11,2,48-02101,10,5041
1,1,1,2,9,5,0,48-02510,4,9132
2,4,1,1,1,5,0,48-02101,8,3622
1,1,1,2,4,7,0,48-02510,7,2952
1,1,7,0,7,7,2,48-02507,16,136
1,1,9,0,6,7,1,48-02515,7,1741
1,1,2,1,9,10,0,48-02516,4,8329
2,N,5,0,N,N,2,48-02101,10,4114
1,1,1,0,5,8,0,48-02102,0,5639
1,1,1,2,9,11,0,48-02102,10,206
2,4,2,1,6,4,0,48-02102,N,8471
1,N,1,1,N,N,0,48-02515,N,4667
1,N,1,1,N,3,0,48-02510,N,7847
1,6,1,2,7,4,0,48-02102,15,975
1,1,1,2,7,7,1,48-02101,8,1084
1,1,7,0,9,9,4,48-02102,4,4071
1,6,1,0,0,3,1,48-02101,N,2246
1,N,8,1,N,2,3,48-02516,12,1505
2,1,1,2,8,5,4,48-02516,1,7369
1,1,1,1,5,7,0,48-02101,5,1991
2,N,2,2,N,3,0,48-02101,N,3535
1,1,9,0,4,12,4,48-02102,16,7463
1,6,1,2,1,10,2,48-02102,2,7271
1,N,1,2,N,3,0,48-02516,N,4026
1,1,6,0,7,9,3,48-02515,11,8265
2,1,1,0,4,7,0,48-02516,11,3464
2,4,8,0,5,9,0,48-02101,N,8708
1,N,1,1,N,3,4,48-02516,2,2444
1,6,1,0,5,7,0,48-02516,12,2346
1,2,2,0,8,9,0,48-02516,5,1515
1,6,1,1,0,4,0,48-02510,N,7477
1,4,1,0,8,4,0,48-02102,9,9118
2,N,1,1,N,3,1,48-02516,N,7658
1,4,1,2,7,10,1,48-02507,11,7605
2,1,1,2,2,7,0,48-02510,14,657
2,1,1,1,9,11,0,48-02101,12,717
1,1,1,0,7,7,2,48-02101,17,8969
2,4,8,2,5,4,2,48-02510,18,8563
2,N,5,0,N,1,3,48-02101,N,219
1,1,1,1,9,10,0,48-02507,10,6745
1,1,1,0,3,7,0,48-02101,N,8444
1,1,1,0,8,7,0,48-02516,16,1913
1,1,3,0,5,5,4,48-02510,7,5362
2,5,8,0,5,7,4,48-02510,10,3591
2,6,1,0,5,7,0,48-02102,14,240
2,1,1,1,3,5,0,48-02515,N,1108
1,N,1,0,N,3,0,48-02516,N,4222
2,6,1,0,7,7,0,48-02102,3,8840
2,3,2,1,7,10,0,48-02510,8,2212
2,1,1,2,9,9,0,48-02507,16,2500
2,N,1,0,N,3,0,48-02516,N,6800
2,4,2,0,6,8,3,48-02515,13,1312
1,1,2,2,6,9,2,48-02516,11,2787
2,1,9,0,5,7,3,48-02515,16,8668
1,1,2,2,9,9,0,48-02510,4,238
1,1,1,0,3,5,0,48-02510,N,3813
1,N,1,0,N,3,1,48-02510,N,1152
2,1,1,2,3,9,2,48-02101,17,8743
2,1,1,2,5,7,0,48-02101,11,8519
1,6,1,1,3,7,0,48-02516,14,491
2,1,8,0,6,9,4,48-02101,6,4706
1,1,5,0,8,7,4,48-02101,3,7587
2,3,1,1,9,7,0,48-02102,4,7997
1,3,3,1,8,10,2,48-02507,18,3527
1,N,1,0,N,N,0,48-02516,N,1765
2,1,3,2,5,1,2,48-02101,11,6866
1,6,1,1,0,3,1,48-02516,N,334
1,1,6,2,5,9,0,48-02507,3,7958
2,6,7,1,1,5,4,48-02516,4,2091
2,4,4,0,0,4,1,48-02101,9,9047
2,1,2,1,3,3,2,48-02516,14,2017
1,N,8,0,N,3,1,48-02507,N,9169
2,4,1,0,5,5,1,48-02515,16,1449
1,1,1,2,6,4,0,48-02102,3,4841
1,N,1,2,N,1,2,48-02516,14,735
1,6,2,0,0,5,0,48-02515,N,4620
2,N,1,2,N,1,0,48-02102,N,1471
2,N,9,1,N,3,0,48-02510,N,1386
1,6,9,0,2,8,3,48-02507,13,4941
1,6,1,1,2,7,0,48-02101,14,6979
2,N,1,2,N,1,0,48-02507,N,8805
2,N,2,2,N,3,0,48-02515,N,3916
1,1,1,2,8,5,0,48-02515,4,7754
1,1,1,1,7,9,1,48-02101,5,6391
1,3,1,0,6,8,0,48-02102,1,419
1,N,3,0,N,N,0,48-02515,N,5599
2,1,1,1,0,9,0,48-02102,11,2889
2,1,3,0,3,5,0,48-02510,N,1255
2,3,1,1,5,5,0,48-02102,11,7262
1,N,6,1,N,3,0,48-02516,N,8187
2,1,9,1,4,9,0,48-02516,14,6311
1,1,1,1,9,9,0,48-02102,4,4097
1,N,5,0,N,3,1,48-02101,N,779
2,1,9,2,7,9,1,48-02515,11,3104
1,N,1,2,N,3,0,48-02101,N,6755
1,1,2,2,7,7,0,48-02507,5,5553
2,3,1,2,2,5,0,48-02101,N,936
2,1,2,0,4,6,0,48-02101,N,3150
1,1,1,0,8,7,1,48-02516,5,5337
1,1,8,0,9,12,4,48-02516,16,6913
2,1,1,0,2,5,1,48-02102,6,5218
1,2,1,1,9,5,0,48-02507,15,5764
1,1,1,0,9,5,0,48-02510,4,7279
2,N,1,0,N,3,0,48-02102,N,8606
1,6,1,2,5,6,0,48-02507,14,745
2,N,5,0,N,1,2,48-02516,N,5968
1,N,1,1,N,3,0,48-02516,N,143
2,4,1,1,5,7,1,48-02516,11,928
2,1,5,0,0,3,1,48-02102,12,9217
1,N,1,0,N,2,0,48-02510,N,6798
1,6,1,0,0,4,0,48-02101,N,95
2,1,2,2,2,7,0,48-02516,6,6715
2,1,1,2,6,7,1,48-02507,9,4131
1,1,1,1,9,9,0,48-02516,9,8922
2,6,1,0,2,7,1,48-02102,7,2343
2,4,2,2,4,9,3,48-02516,0,4058
1,2,2,2,0,7,0,48-02507,N,7318
2,1,1,1,2,5,0,48-02510,N,3950
1,4,1,2,9,9,2,48-02101,7,8906
1,1,1,2,9,9,2,48-02102,16,6210
1,1,1,1,5,7,0,48-02101,12,5071
2,N,5,0,N,2,2,48-02101,N,7750
1,3,4,0,3,7,4,48-02102,N,3664
1,N,1,2,N,N,1,48-02507,N,8663
2,1,4,0,5,5,4,48-02510,10,2537
2,1,1,0,0,5,0,48-02510,N,854
2,1,1,1,5,7,0,48-02101,16,3862
2,4,4,2,0,7,2,48-02507,7,8755
1,3,1,1,5,9,0,48-02510,5,1942
2,6,1,1,7,4,0,48-02102,5,8674
1,1,1,0,7,9,0,48-02516,N,6363
1,4,1,2,1,5,2,48-02510,2,6053
1,1,1,1,9,6,4,48-02102,6,6674
1,3,1,2,5,7,1,48-02507,4,5444
1,4,1,1,9,6,1,48-02516,18,6168
1,6,1,0,4,5,0,48-02510,4,6748
1,1,2,2,8,7,0,48-02101,3,3851
2,1,1,2,3,7,0,48-02510,N,3924
1,1,1,2,8,10,0,48-02101,10,6683
2,4,1,2,1,5,1,48-02510,9,8307
1,6,8,1,2,4,1,48-02101,14,6850
2,1,7,2,0,4,3,48-02507,5,3760
2,6,1,0,0,6,0,48-02516,N,8274
1,6,1,1,2,4,1,48-02101,14,6819
2,1,1,2,3,8,1,48-02516,6,7679
2,1,1,2,6,9,0,48-02507,16,1727
2,4,1,2,0,6,0,48-02102,14,8690
2,6,5,0,1,4,3,48-02515,13,8243
1,3,1,0,8,5,0,48-02101,7,4047
2,N,6,0,N,N,4,48-02102,N,6084
1,1,8,0,6,9,3,48-02102,11,873
2,1,1,2,0,9,2,48-02515,N,1639
2,3,9,2,2,5,0,48-02101,N,2821
1,N,9,2,N,3,0,48-02515,N,270
2,3,1,2,3,7,1,48-02510,13,8160
2,3,1,1,5,5,0,48-02101,14,2898
2,N,1,1,N,3,0,48-02507,N,927
1,6,1,1,1,8,0,48-02101,12,4705
2,4,1,0,3,6,0,48-02102,N,2679
1,4,2,1,1,7,3,48-02507,17,8542
2,6,1,1,0,4,0,48-02510,N,4351
2,1,3,2,6,9,3,48-02515,N,8564
1,1,4,0,3,7,4,48-02507,6,7095
2,N,1,2,N,2,0,48-02516,N,5498
2,1,1,1,8,6,0,48-02101,10,1768
2,N,8,0,N,3,3,48-02507,N,542
1,6,9,0,2,6,1,48-02102,3,3082
1,4,6,0,2,8,2,48-02516,8,3910
2,6,1,1,6,7,0,48-02516,12,568
2,1,1,1,0,7,0,48-02102,10,8400
2,1,1,1,0,9,0,48-02515,N,8748
2,N,8,0,7,1,4,48-02516,2,3199
2,1,1,1,9,5,4,48-02101,5,2293
1,1,1,1,7,4,3,48-02101,1,877
1,2,1,1,0,7,0,48-02102,0,7653
1,2,1,1,3,1,0,48-02102,N,191
1,4,1,2,8,5,0,48-02510,6,7836
1,1,2,0,9,9,2,48-02102,9,2421
2,1,1,1,4,5,0,48-02507,4,6893
1,1,9,0,4,10,3,48-02516,1,7994
2,N,1,1,N,1,1,48-02102,16,6108
1,1,1,1,9,9,0,48-02507,9,589
2,1,1,2,4,8,0,48-02102,6,2220
1,N,1,0,N,N,1,48-02102,N,7125
2,6,1,0,8,9,0,48-02102,9,6132
2,6,5,2,3,6,3,48-02101,15,6224
1,1,1,1,9,10,1,48-02102,15,8792
1,6,9,2,3,5,4,48-02101,10,5645
2,1,1,0,7,9,0,48-02510,11,3361
2,3,1,2,7,8,0,48-02510,12,322
2,4,1,0,3,8,0,48-02101,14,7117
1,5,6,0,7,4,0,48-02102,1,8833
2,6,1,2,2,4,1,48-02516,14,4542
2,4,1,1,4,7,0,48-02515,7,3834
1,6,3,0,3,5,0,48-02101,N,6347
2,4,1,2,7,7,0,48-02101,12,3361
1,1,1,0,5,7,0,48-02516,N,8920
2,N,1,2,N,3,1,48-02507,N,5797
2,N,4,0,N,3,0,48-02102,N,2982
2,1,9,0,1,4,0,48-02515,11,5772
2,1,9,2,8,9,0,48-02510,16,8893
1,4,1,1,5,7,0,48-02516,6,2709
2,1,9,0,9,10,2,48-02510,2,8687
1,1,1,2,9,9,0,48-02102,11,5542
2,1,1,1,8,5,1,48-02101,6,5111
1,1,1,0,8,7,0,48-02101,10,3943
1,4,8,0,5,6,3,48-02102,0,4272
2,1,1,1,9,9,0,48-02510,16,8189
1,1,1,0,7,7,0,48-02101,10,7468
1,N,1,2,N,3,1,48-02101,N,9117
2,6,1,2,5,7,1,48-02507,14,8812
1,1,8,1,8,8,2,48-02515,14,4189
1,N,1,1,N,N,1,48-02515,N,4940
2,3,1,2,2,4,4,48-02510,18,4746
2,6,1,0,1,5,1,48-02102,4,634
2,5,1,1,N,6,0,48-02510,6,1455
1,1,8,1,6,4,4,48-02516,8,5008
1,1,1,2,5,6,0,48-02516,4,2319
1,4,1,2,5,10,4,48-02507,13,8511
1,6,8,2,5,5,1,48-02102,15,2870
2,4,1,1,3,7,0,48-02507,N,7412
2,1,1,0,4,10,0,48-02101,10,1520
2,1,1,1,9,8,4,48-02101,13,8713
2,3,1,0,4,5,0,48-02102,N,3322
1,1,2,1,8,10,0,48-02507,N,8904
2,1,1,0,6,5,0,48-02507,9,5381
1,1,3,0,9,5,4,48-02102,7,5245
1,1,1,0,9,9,0,48-02515,7,6925
1,6,9,1,7,10,1,48-02507,10,5229
2,6,4,1,2,5,4,48-02515,7,1268
2,1,1,0,5,5,4,48-02101,0,3034
1,1,1,2,7,10,0,48-02102,3,7595
1,N,1,1,N,2,0,48-02102,N,8987
2,1,4,0,5,7,4,48-02101,5,7747
2,1,1,2,5,7,0,48-02101,18,1406
2,1,1,0,9,10,4,48-02507,N,6686
1,1,2,0,7,10,0,48-02510,11,260
1,6,6,2,2,7,1,48-02510,6,8442
1,1,4,0,7,5,4,48-02102,3,5488
2,1,4,0,7,7,2,48-02102,12,2261
1,1,1,1,9,10,0,48-02101,4,2575
2,6,9,1,8,9,0,48-02510,9,3403
2,1,1,1,5,9,0,48-02101,N,2269
2,1,1,0,0,3,0,48-02101,N,4651
2,1,1,1,4,7,0,48-02510,6,8657
2,1,1,0,3,7,0,48-02515,N,4991
1,6,1,1,5,8,3,48-02515,5,8303
2,1,1,0,7,9,1,48-02102,11,7165
2,4,1,1,5,7,0,48-02507,N,8879
1,N,1,1,N,3,0,48-02101,N,5541
2,1,1,1,9,9,1,48-02507,4,558
1,N,1,2,N,3,4,48-02101,N,8913
1,1,7,0,8,9,3,48-02510,11,5839
2,N,1,1,N,3,1,48-02516,N,8987
2,6,1,1,4,9,0,48-02102,N,3576
1,6,9,2,0,4,0,48-02101,N,8194
2,N,1,2,N,N,0,48-02516,N,2019
1,1,2,2,7,4,0,48-02102,N,4440
2,N,6,0,N,2,4,48-02516,N,7375
1,1,1,0,8,9,1,48-02507,N,3604
1,2,1,1,5,9,0,48-02510,16,1725
1,6,1,2,5,7,1,48-02507,0,4625
1,6,1,1,2,9,0,48-02102,1,3940
1,1,1,1,7,8,0,48-02510,7,5957
2,4,1,0,2,7,0,48-02102,13,46
2,1,1,1,6,9,0,48-02507,15,8465
1,1,1,0,7,12,1,48-02101,6,8914
2,4,2,2,4,7,0,48-02101,N,2811
1,1,1,1,9,10,0,48-02102,16,1717
2,1,2,2,7,8,0,48-02101,9,1605
2,6,8,2,2,3,2,48-02101,13,7119
1,1,6,0,2,10,2,48-02102,9,3167
2,N,1,2,N,N,0,48-02102,N,75
2,N,1,2,N,3,4,48-02101,N,7708
2,3,2,0,2,8,4,48-02510,10,485
1,3,1,0,7,8,1,48-02515,9,9199
2,4,1,0,4,10,3,48-02516,10,9001
1,6,5,0,4,12,2,48-02101,8,4205
1,4,1,1,6,5,0,48-02101,6,6476
1,1,9,2,7,5,1,48-02516,16,1580
1,4,1,2,7,10,0,48-02516,3,7122
1,6,1,2,8,9,0,48-02515,4,7341
1,1,1,1,7,5,0,48-02101,4,8312
2,6,2,1,0,4,0,48-02507,N,6829
2,6,1,1,0,5,0,48-02515,N,2873
1,6,4,0,3,4,2,48-02510,18,4132
1,1,1,1,6,7,1,48-02102,7,7972
1,4,2,1,3,6,0,48-02510,16,1049
1,6,1,1,6,7,4,48-02101,6,7866
2,6,1,0,3,5,0,48-02101,4,4074
1,1,1,0,8,9,3,48-02516,18,2594
2,N,3,0,N,3,2,48-02507,N,941
2,3,7,0,6,5,1,48-02516,0,4968
2,4,1,1,0,7,1,48-02510,11,7521
1,1,1,0,3,7,0,48-02515,N,9018
1,N,1,0,N,3,1,48-02515,N,4481
2,1,2,0,0,9,4,48-02510,N,7692
2,6,1,1,2,5,0,48-02101,0,6873
1,3,1,2,2,3,4,48-02510,N,6736
2,1,1,0,7,9,0,48-02507,11,6391
2,6,1,0,2,4,0,48-02515,N,5720
2,1,1,2,2,7,4,48-02516,13,2357
2,6,1,2,0,4,0,48-02515,N,3206
2,4,1,1,7,7,0,48-02510,12,8908
2,N,4,0,N,3,4,48-02515,N,3576
1,4,1,0,2,4,1,48-02507,4,381
2,5,1,1,9,7,0,48-02101,10,7504
1,4,1,2,7,5,1,48-02510,3,3311
2,6,2,2,0,8,0,48-02510,1,429
2,1,1,2,2,9,0,48-02510,N,4411
2,4,3,2,8,9,3,48-02515,8,2064
1,2,1,1,0,7,0,48-02510,N,7919
2,6,1,1,2,5,0,48-02101,15,2508
2,6,2,1,0,4,0,48-02507,N,1559
1,1,8,2,2,9,4,48-02101,1,100
2,1,8,2,6,5,4,48-02515,15,6928
2,1,8,2,2,12,4,48-02515,6,8608
2,3,2,2,4,7,0,48-02102,N,3988
1,1,9,0,4,6,1,48-02510,8,6750
2,N,8,0,N,N,4,48-02101,12,2309
2,3,1,2,3,7,0,48-02510,N,6915
2,N,6,2,N,N,0,48-02102,N,5063
2,2,1,0,4,5,0,48-02510,N,8749
2,6,1,2,7,9,0,48-02101,13,2406
1,1,8,0,4,7,2,48-02510,0,4336
2,3,1,2,1,4,4,48-02507,6,1052
1,6,1,2,7,9,2,48-02510,9,6131
2,1,5,1,8,11,3,48-02101,11,2633
2,1,6,0,7,8,4,48-02515,7,312
2,N,6,0,N,N,1,48-02516,N,7357
1,1,1,2,1,7,1,48-02510,7,6337
2,6,1,1,3,5,1,48-02516,15,5865
2,1,1,2,6,5,1,48-02507,10,8009
1,1,1,1,9,9,0,48-02516,0,1012
2,1,7,1,9,10,3,48-02101,12,4477
2,3,5,0,4,7,2,48-02515,2,132
2,1,1,2,8,9,0,48-02102,9,8591
1,N,1,1,N,3,0,48-02101,N,8405
2,N,1,2,N,N,0,48-02515,N,7684
1,1,9,0,4,5,0,48-02510,N,6689
2,N,8,1,N,2,3,48-02102,2,4862
2,N,9,0,N,N,3,48-02510,N,5527
1,N,8,1,N,3,2,48-02515,17,4146
1,1,1,1,7,7,0,48-02101,5,1938
1,1,1,0,6,7,4,48-02102,18,2572
1,1,1,2,9,10,1,48-02516,10,7925
2,1,7,0,4,7,0,48-02510,N,607
1,1,1,2,8,9,0,48-02102,4,6423
2,1,1,0,6,7,0,48-02101,9,4196
2,1,2,0,3,5,2,48-02510,1,7345
2,6,1,2,2,5,2,48-02101,14,8126
2,1,1,0,0,5,0,48-02516,N,537
1,N,1,1,N,3,0,48-02102,N,6072
1,1,1,2,6,5,0,48-02515,3,6319
2,1,7,0,3,10,3,48-02515,11,8545
2,1,2,0,8,10,1,48-02507,11,266
1,1,1,0,1,12,0,48-02516,17,8203
2,N,1,2,N,1,1,48-02101,N,2966
1,1,1,1,5,7,0,48-02516,0,1860
2,6,1,1,0,4,0,48-02101,N,502
1,N,1,1,N,2,0,48-02101,N,1385
1,N,1,2,N,3,0,48-02507,N,7030
2,1,1,1,8,7,0,48-02515,16,3659
2,1,1,1,5,5,0,48-02510,12,2680
2,N,5,0,N,3,4,48-02510,N,8246
2,1,1,2,6,8,1,48-02101,6,2560
2,1,1,2,3,7,0,48-02515,14,8422
2,1,1,1,2,5,0,48-02515,N,3381
2,1,1,1,0,9,0,48-02510,18,6762
1,1,5,0,6,8,4,48-02102,5,5858
2,4,1,0,3,3,1,48-02515,16,7415
2,6,1,1,4,3,1,48-02102,13,3783
1,6,1,1,2,5,1,48-02102,4,6937
2,N,1,1,N,3,1,48-02510,N,280
1,N,6,0,N,2,4,48-02101,N,8921
1,1,1,0,9,7,0,48-02102,1,9200
2,N,1,2,N,3,0,48-02510,N,6041
1,3,1,0,7,10,4,48-02101,0,2530
1,1,1,0,7,5,0,48-02102,3,7462
2,1,2,2,8,5,0,48-02102,6,2173
1,4,1,0,4,5,1,48-02516,14,4373
1,1,2,2,9,5,0,48-02515,9,2598
1,2,2,1,5,5,0,48-02101,3,7736
2,6,2,1,4,4,3,48-02101,13,3266
2,4,1,1,6,5,0,48-02510,6,2538
1,3,7,0,9,7,4,48-02101,10,5795
1,1,1,1,4,6,2,48-02102,2,3050
2,1,1,1,3,5,0,48-02507,4,2855
1,1,5,0,7,4,4,48-02102,7,7359
2,N,1,1,N,3,0,48-02507,N,227
1,1,1,2,7,12,1,48-02102,15,8687
1,1,2,0,5,5,0,48-02101,12,772
1,N,1,0,N,1,0,48-02516,N,5362
1,1,1,2,9,9,0,48-02515,9,3846
2,6,9,0,5,6,1,48-02102,16,6747
1,6,2,2,3,5,0,48-02515,10,4991
2,6,1,1,0,5,0,48-02507,N,3637
1,N,1,0,N,N,1,48-02102,N,3885
1,3,5,0,9,9,0,48-02101,N,1068
2,1,1,2,0,7,1,48-02515,6,4754
1,N,1,1,N,2,1,48-02516,N,3045
2,N,1,2,N,N,0,48-02102,N,2385
1,N,1,2,N,2,2,48-02102,N,4943
1,3,1,2,5,7,0,48-02516,5,173
1,1,9,0,9,9,1,48-02102,7,5005
1,N,1,0,N,3,1,48-02510,N,8373
2,6,1,2,9,9,0,48-02101,3,8690
1,1,1,2,8,5,0,48-02102,6,3680
2,6,1,0,5,7,2,48-02101,13,5096
1,1,9,0,1,4,0,48-02102,3,3642
1,1,1,1,8,9,1,48-02507,11,7027
2,1,2,2,8,10,0,48-02516,10,8408
2,6,1,2,5,10,4,48-02516,14,4682
2,5,9,2,6,6,1,48-02101,5,8265
1,N,1,0,N,3,0,48-02102,N,8390
2,4,6,2,9,9,0,48-02102,9,3642
1,6,1,0,0,4,1,48-02102,N,250
1,6,7,0,1,9,4,48-02101,7,8015
2,1,7,0,8,6,2,48-02516,16,2522
1,1,1,2,9,9,1,48-02101,3,5405
2,1,1,2,6,10,4,48-02101,14,4897
2,3,8,1,5,5,4,48-02102,11,7101
2,1,2,2,4,9,0,48-02515,12,4668
1,6,9,1,3,5,1,48-02507,3,2035
2,4,8,1,5,7,1,48-02102,2,830
1,1,5,0,8,9,2,48-02510,10,2641
1,1,1,0,8,7,1,48-02101,15,6041
1,6,1,0,0,4,0,48-02510,N,1349
1,6,1,1,N,8,1,48-02516,12,5102
1,N,5,0,4,2,2,48-02101,8,3112
