SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
2,1,1,1,1,7,21,3,N,2,4713
1,1,1,0,0,8,33,2,N,2,68
2,6,1,0,0,4,15,3,N,2,2484
2,1,8,1,6,8,30,3,N,2,7654
2,2,1,1,2,5,15,2,N,2,4121
1,1,2,2,7,10,42,1,N,2,8585
1,6,1,2,4,5,20,3,N,2,2079
1,N,1,0,N,N,0,1,N,2,8343
2,1,1,2,0,5,48,1,N,2,5702
2,N,1,1,N,3,10,2,N,2,225
2,N,1,0,N,3,7,1,N,2,5328
1,1,1,1,7,9,43,1,N,2,2500
2,6,1,0,3,7,20,1,N,2,2843
2,1,9,2,0,7,33,1,N,2,7593
2,1,6,1,0,9,68,2,N,2,6026
2,1,1,0,6,4,21,2,N,2,1129
2,3,1,2,2,7,65,3,N,2,5932
2,1,1,2,2,10,64,2,N,2,2101
1,N,1,2,N,N,0,3,N,2,4577
1,1,1,1,4,10,37,2,N,2,4828
1,N,1,0,N,3,9,1,N,2,207
1,6,1,1,4,12,87,2,N,2,8736
1,1,1,1,7,5,61,3,N,2,2330
2,1,1,1,3,7,67,2,N,2,1747
2,4,2,1,7,5,45,2,N,2,5620
1,1,1,0,9,9,63,3,N,1,1749
2,1,1,2,3,9,45,2,N,2,1376
2,4,1,0,N,8,25,2,N,2,7474
2,1,1,2,0,7,66,3,N,2,3927
2,6,1,1,2,5,23,2,N,2,4339
1,1,1,2,6,5,45,1,N,2,1651
2,N,1,1,N,N,0,3,N,2,7986
1,N,1,1,N,3,7,2,N,2,6403
2,N,1,1,N,3,10,3,N,2,4856
2,1,1,2,8,6,37,2,N,2,1923
1,6,1,2,2,3,35,1,N,2,4914
1,4,1,0,2,5,63,3,N,2,4594
2,1,1,0,4,5,42,2,N,2,3904
2,1,2,1,8,9,52,2,N,1,1775
2,3,1,1,8,7,16,3,N,2,8439
2,6,1,0,3,5,23,2,N,2,2301
1,1,2,1,7,8,43,2,N,2,6608
2,N,1,0,N,N,0,3,N,2,5265
1,6,1,0,9,9,27,2,N,2,7578
2,1,1,1,7,10,63,3,N,2,3341
2,6,1,1,8,9,44,2,N,2,5777
2,1,1,1,3,7,67,1,N,2,6993
1,6,1,1,3,5,22,1,N,2,8507
2,1,2,0,8,10,75,3,N,2,4741
1,1,1,2,8,9,36,2,N,2,8145
2,1,1,1,3,7,31,1,N,2,7132
2,1,2,0,4,7,26,1,N,2,44
1,1,1,0,3,7,48,2,N,2,5629
2,6,1,1,9,9,51,3,N,2,2508
1,4,1,0,4,7,30,3,N,2,5011
1,1,2,1,N,10,42,2,N,2,8746
2,N,1,1,N,3,8,3,N,2,7719
1,1,1,2,5,5,25,1,N,2,4762
2,1,1,0,0,9,64,2,N,2,1382
2,6,1,0,0,5,20,3,N,2,1783
1,1,1,1,9,9,54,2,N,2,2248
2,6,1,2,N,5,26,1,N,2,8049
2,1,1,1,5,7,79,3,N,2,3965
1,3,1,2,2,6,16,2,N,2,8382
2,N,1,2,N,3,11,2,N,2,396
2,N,1,1,N,1,3,1,N,2,716
1,1,1,0,2,8,88,1,N,2,10
1,4,1,1,N,9,17,3,N,2,1327
1,6,8,2,8,11,30,2,N,2,3219
2,1,6,1,0,1,6,1,N,2,3219
2,4,1,0,9,7,58,1,N,2,1497
1,2,1,2,N,3,48,3,N,2,7087
1,6,1,1,N,5,58,3,N,2,7833
2,6,1,2,0,4,17,1,N,2,2068
2,1,1,0,7,7,39,3,N,2,3012
2,6,1,2,4,4,54,3,N,2,5845
2,1,1,0,N,9,56,2,N,2,7191
1,1,9,1,1,7,76,2,N,2,5575
2,1,1,0,3,9,43,1,N,2,5785
1,6,1,2,8,4,75,3,N,2,7720
1,1,1,0,4,7,44,2,N,2,899
1,1,9,1,7,9,75,3,N,2,3402
1,1,8,0,5,6,68,1,N,2,4603
2,1,1,2,4,7,38,3,N,2,608
1,N,1,0,N,3,11,1,N,2,5649
1,N,1,1,N,N,2,2,N,2,9148
2,4,8,1,1,10,53,1,N,2,3169
1,1,1,1,6,10,69,3,N,2,2413
1,2,1,0,N,3,73,1,N,2,5925
1,1,1,2,4,9,69,3,N,2,5232
2,N,1,1,5,N,31,3,N,2,8180
2,1,1,1,6,10,37,3,N,2,2324
1,N,1,0,N,N,2,3,N,2,1108
1,1,1,1,6,5,77,1,N,2,2805
2,1,1,1,3,5,39,3,N,2,207
1,1,1,0,8,7,31,1,N,2,7300
1,6,1,2,0,4,17,1,N,2,2547
2,1,1,0,8,9,46,2,N,2,8799
1,6,1,0,0,7,19,3,N,2,240
1,3,1,0,1,5,31,3,N,2,296
2,1,2,2,2,7,49,3,N,2,2502
1,4,1,2,9,9,62,2,N,2,5516
1,N,2,1,N,3,14,2,N,2,3702
1,6,1,1,0,4,15,2,N,2,6719
2,1,1,2,2,9,37,3,N,2,800
2,1,1,2,N,7,59,3,N,2,7218
1,1,1,2,4,5,46,1,N,2,4490
2,1,1,1,5,9,76,2,N,2,4086
2,3,1,2,3,4,92,1,N,2,4292
1,N,1,0,1,2,4,3,N,2,3319
1,N,1,1,N,2,7,2,N,2,6094
1,6,1,2,0,4,15,3,N,2,1262
2,N,1,2,N,N,2,3,N,2,1984
2,5,1,0,3,8,73,2,N,2,2992
2,3,1,2,5,5,73,2,N,2,1450
1,1,1,0,8,11,7,2,N,2,3350
1,2,6,2,9,1,25,1,N,2,8465
1,1,1,2,9,8,82,1,N,2,9051
1,1,2,0,1,9,56,1,N,2,8516
2,6,2,0,2,4,17,3,N,2,7607
2,6,1,1,0,4,17,2,N,2,3879
2,1,1,1,4,9,59,1,N,2,4201
1,1,1,0,9,10,70,1,N,2,2280
1,1,8,0,2,7,76,1,N,2,8969
2,1,1,2,0,10,60,2,5,2,232
1,1,1,1,8,9,47,1,N,2,1179
2,1,1,0,N,7,58,1,N,2,6457
2,1,1,2,5,8,74,3,N,2,8536
2,1,2,0,0,7,63,1,N,2,7349
2,5,1,0,6,7,30,3,N,2,5345
2,1,1,0,8,9,84,1,N,2,5626
1,1,1,1,9,9,71,3,N,2,6070
1,4,1,1,5,6,85,3,N,2,7602
2,6,1,0,2,7,36,1,N,2,983
1,1,1,1,9,10,50,3,N,2,8286
2,N,1,2,N,3,14,1,N,2,8244
1,1,1,0,N,7,16,3,N,2,3050
2,4,1,1,2,10,48,1,N,2,6864
1,N,1,2,N,3,12,1,N,2,1883
2,1,1,0,9,9,71,1,N,2,231
1,1,1,2,8,5,61,2,N,2,8224
2,1,1,0,N,5,51,2,N,2,6561
2,6,6,1,3,5,18,2,N,2,5613
2,N,1,0,N,N,31,1,N,2,3579
2,3,1,0,4,5,61,3,N,1,2336
1,1,1,0,9,9,39,2,N,2,628
1,1,9,2,6,9,36,3,N,2,9064
2,1,1,0,6,7,65,2,N,2,7614
1,1,9,2,7,7,85,2,N,2,7194
1,N,1,0,4,3,12,2,N,2,7312
1,N,6,2,N,3,9,2,N,2,8267
1,4,1,1,9,5,29,2,N,2,2295
2,N,1,2,N,2,5,1,N,2,8090
1,1,1,0,2,9,53,3,N,2,5645
2,4,1,0,9,5,25,2,N,2,5631
2,1,1,1,7,9,59,2,N,2,435
1,1,1,0,0,5,58,1,N,2,2748
2,1,1,0,1,7,43,2,N,2,3964
2,1,6,0,8,9,33,2,N,2,4370
2,1,1,0,9,10,57,3,N,2,3979
1,1,2,2,7,8,64,3,N,2,2652
2,1,1,2,8,9,65,1,N,2,7531
1,1,1,2,9,9,52,2,N,2,1085
2,1,7,1,0,9,32,1,N,2,7585
2,N,1,1,N,1,5,1,N,2,2201
1,1,2,0,7,7,65,3,N,2,2556
1,1,1,2,8,7,62,1,N,2,4479
2,1,1,2,1,5,28,2,N,2,4433
1,N,1,0,N,3,12,1,N,2,3988
2,1,1,1,6,8,35,3,N,2,1769
2,1,1,0,8,9,73,2,N,1,7098
2,2,1,1,4,10,52,3,N,2,3165
2,6,1,2,3,3,30,3,N,2,5553
1,N,1,1,N,3,11,1,N,1,655
2,6,1,2,1,7,64,3,N,2,8028
1,6,1,0,9,8,12,2,N,2,3438
2,1,2,2,0,5,71,2,N,2,1591
2,4,1,1,3,9,66,1,N,2,8158
2,1,1,0,9,7,88,1,N,2,4812
2,2,1,1,1,3,40,1,N,2,3670
1,N,1,0,N,3,9,1,N,2,3772
2,1,9,1,N,10,35,2,N,2,4527
2,6,9,0,9,4,15,2,N,2,4008
1,1,1,2,6,5,30,1,N,2,2524
1,N,1,0,1,N,27,3,N,2,7070
2,1,1,1,3,7,38,1,N,2,3709
1,4,1,0,9,9,8,3,N,2,7598
2,3,1,2,4,7,77,3,N,2,2560
1,1,1,0,8,7,31,2,N,2,1171
2,1,1,2,8,5,68,3,N,2,6182
2,6,2,0,2,5,22,1,N,2,6726
2,1,1,2,N,7,71,3,N,2,9078
2,1,1,1,2,10,40,2,N,2,8017
1,6,1,1,2,4,18,1,N,2,524
2,1,1,0,0,8,64,2,N,2,2189
1,N,1,2,N,2,5,3,N,2,4102
1,6,1,0,0,5,20,2,N,2,8773
1,1,1,0,6,9,30,3,N,2,1632
1,6,2,0,2,5,20,1,N,2,6493
2,3,1,1,2,3,54,2,N,2,6281
2,N,1,0,1,2,33,3,N,1,858
1,1,1,2,8,6,45,1,N,2,2162
2,4,1,2,6,7,35,2,N,2,893
2,6,1,2,0,4,16,2,N,2,5728
1,3,9,0,3,9,92,2,N,2,4486
2,1,2,0,9,10,66,1,N,2,3251
1,1,1,1,9,10,39,2,N,2,4795
1,3,1,0,8,7,46,2,N,2,6535
1,1,8,1,6,9,37,1,N,2,1998
2,2,1,1,3,9,28,1,N,2,4560
1,1,1,2,4,9,78,3,N,2,1557
2,6,2,2,0,5,19,2,N,2,1423
1,1,1,0,9,10,54,1,N,2,8595
1,1,1,1,9,12,82,3,N,2,5095
1,3,9,2,2,10,11,2,N,2,3629
2,1,1,2,2,7,83,1,N,2,2250
1,6,1,2,9,9,42,2,N,2,7924
1,N,1,1,N,3,11,3,N,2,4135
1,6,1,0,1,9,36,2,N,2,7427
1,6,1,0,2,5,49,1,N,2,8760
1,1,1,2,8,9,34,1,N,2,8726
1,1,1,1,5,4,44,3,N,2,4794
2,1,1,1,1,3,38,3,N,2,3261
2,6,1,1,4,4,39,2,N,2,635
2,N,1,1,N,1,3,1,N,1,8405
1,1,3,2,6,9,38,3,N,2,7903
1,N,6,1,N,3,12,1,N,2,1429
2,4,9,0,5,5,63,1,N,1,2761
1,1,1,2,7,9,57,2,N,2,458
2,5,1,1,9,9,9,3,N,2,8188
2,1,1,1,N,8,46,2,N,2,3102
1,4,1,1,6,9,49,3,N,2,2395
2,4,1,0,1,7,52,3,N,2,3484
2,4,1,2,1,5,32,2,N,2,5994
2,N,1,0,N,3,9,1,N,2,7819
1,4,1,1,6,7,45,1,N,2,5767
1,1,1,0,7,7,77,3,N,2,392
2,1,1,2,5,9,64,3,N,2,5603
2,1,1,0,4,6,83,3,N,2,7946
2,N,8,0,N,3,11,3,N,2,8390
2,1,1,2,N,5,51,1,N,2,8302
2,N,1,2,N,3,11,2,N,2,9169
2,N,1,0,N,3,13,1,N,2,1218
2,4,1,1,7,6,32,3,N,2,5610
2,3,1,1,8,5,80,3,N,2,1535
2,1,1,0,0,9,28,1,N,2,6480
1,6,1,1,9,8,34,3,N,2,1361
1,1,1,1,9,7,40,3,N,2,3588
1,1,1,1,N,10,68,2,N,2,6329
1,1,1,0,5,7,52,1,N,2,43
1,4,1,2,6,5,53,3,N,2,2061
2,1,1,1,3,9,42,3,N,2,8469
2,N,1,0,N,3,9,3,N,2,2404
2,N,1,0,N,3,9,3,N,2,1881
1,1,1,0,N,11,10,3,N,2,5291
2,6,1,0,6,5,62,2,N,2,6744
2,N,1,2,N,3,8,3,N,2,3357
1,6,1,1,2,5,46,1,N,2,1891
2,6,1,0,5,8,64,3,N,2,3755
1,6,1,0,9,10,63,2,N,2,4186
2,N,1,1,2,3,7,2,N,2,7450
1,1,1,2,5,8,56,1,N,2,3499
1,4,1,1,7,5,63,1,N,2,7426
1,N,1,2,2,N,38,3,N,2,6802
2,N,1,1,N,2,40,2,N,2,3664
2,1,1,2,N,7,56,3,N,2,3146
1,N,1,0,N,3,13,3,N,2,6188
2,1,1,1,3,4,66,2,N,2,6975
2,1,1,1,8,9,49,2,N,2,3686
2,6,2,1,1,4,15,2,N,1,147
2,6,1,1,1,4,16,3,N,2,9140
2,6,1,0,2,5,62,1,N,2,6318
1,N,1,2,1,3,9,2,N,2,6308
1,1,1,0,2,7,33,1,N,2,6174
2,6,2,0,N,4,44,2,N,2,8195
2,1,1,2,3,4,63,2,N,2,2510
1,6,1,1,4,5,17,1,N,2,8083
2,N,1,2,N,N,0,2,N,2,4283
1,6,1,2,3,5,24,3,N,2,6848
1,1,9,0,2,5,29,3,N,2,8858
2,1,1,0,0,1,77,2,N,2,6022
2,5,6,1,7,7,11,3,N,2,728
2,3,1,1,0,5,86,3,N,2,2972
1,6,8,0,3,9,30,1,N,2,4292
1,6,1,0,8,7,25,3,N,2,3641
2,3,1,0,8,4,23,2,N,2,689
1,6,1,2,8,5,57,2,N,2,8488
1,1,1,0,5,5,70,3,N,2,8028
2,N,1,1,N,3,8,3,N,2,8415
1,6,1,0,3,8,21,1,N,2,3485
2,3,1,2,5,5,68,2,N,2,4926
2,1,1,2,8,9,54,2,N,2,5560
2,1,2,2,6,8,39,2,N,2,1989
1,1,1,2,9,9,56,1,N,2,6864
1,6,1,2,1,4,19,2,N,2,3722
1,6,2,0,0,4,15,3,N,2,8748
2,N,1,0,N,2,5,3,N,2,4574
2,1,2,1,N,10,18,1,N,2,876
2,1,6,0,7,5,63,3,N,2,8709
2,1,1,2,0,7,39,3,N,2,8212
2,1,1,2,3,9,72,3,N,2,3474
2,N,1,0,N,3,7,3,N,1,4683
2,1,1,2,N,7,56,3,N,2,3770
1,6,1,0,8,7,74,1,N,2,4069
1,6,1,1,8,9,23,2,N,2,6256
2,1,1,2,6,5,73,2,N,2,4912
2,1,1,0,2,9,45,3,N,2,6999
1,1,1,2,5,9,56,3,N,2,7248
2,6,8,2,0,7,19,2,N,2,3355
1,N,1,2,N,2,3,1,N,2,4371
1,1,2,1,6,9,60,3,N,2,269
2,6,1,2,5,3,12,2,N,2,7881
1,N,2,0,0,3,59,3,N,2,6928
1,1,1,0,4,7,39,2,N,2,7408
1,1,1,0,3,9,27,2,N,2,8337
1,N,1,0,N,3,11,2,N,2,5395
1,1,1,1,7,9,28,3,N,2,4985
2,N,1,2,6,3,45,3,N,2,7874
1,1,1,2,9,7,21,1,N,2,7665
2,4,1,0,1,7,66,2,N,2,1660
1,1,1,2,9,9,56,3,N,2,2905
1,6,2,1,0,4,15,2,N,2,1571
2,6,2,2,4,5,22,3,N,2,3736
2,4,1,2,6,5,58,1,N,2,8080
2,N,1,1,5,1,15,1,N,2,9134
2,N,1,1,N,N,0,3,N,2,5413
2,2,1,0,N,7,54,2,N,2,5566
1,N,1,1,N,N,87,1,N,2,1462
2,1,2,1,1,7,19,2,N,2,7603
2,1,1,1,7,1,62,3,N,2,8714
2,4,1,0,3,7,74,3,N,2,1819
2,6,1,2,1,4,17,3,N,2,4434
2,1,6,0,8,7,58,2,N,2,3680
2,1,1,0,7,8,69,1,N,1,4344
2,1,1,1,4,9,37,2,N,2,7897
2,6,1,1,7,4,77,2,N,2,8752
2,1,1,1,0,3,27,2,N,2,7398
2,N,1,2,N,3,14,1,N,2,5870
2,N,1,1,N,3,12,3,N,2,1490
2,N,1,0,N,N,2,3,N,2,6682
2,4,1,1,3,8,30,2,N,2,1862
2,4,1,1,1,7,14,1,5,2,7641
2,1,1,0,3,1,40,2,N,2,4490
1,N,1,1,N,3,13,2,N,2,2443
2,N,1,1,1,3,53,1,N,2,4624
2,1,6,1,N,10,33,1,N,2,4832
2,N,1,1,N,3,14,1,N,2,6022
2,6,1,0,8,7,30,2,N,2,1400
1,1,8,2,9,9,56,3,N,2,7991
1,6,6,2,0,5,25,2,N,2,4508
2,6,2,0,9,9,83,3,N,2,2902
2,1,2,1,1,8,69,3,N,2,8800
1,6,1,1,4,4,37,1,N,2,4896
2,N,2,0,N,3,10,3,N,2,6517
1,1,1,1,3,7,49,2,N,2,4726
1,1,1,1,5,7,78,3,N,2,1612
2,1,1,0,9,9,64,2,N,2,6735
1,3,1,1,4,5,92,1,N,2,2105
1,1,1,1,8,7,45,1,N,2,81
2,1,1,2,6,7,58,3,N,2,8039
1,4,1,0,8,7,65,2,N,2,4307
1,1,1,1,8,7,70,1,N,2,6655
1,1,1,0,7,5,39,3,N,2,6928
1,1,1,0,6,6,41,1,N,2,8088
2,6,1,0,3,4,88,1,N,2,2424
2,1,1,0,5,7,68,1,N,2,405
1,1,1,2,6,8,30,1,N,2,431
1,N,1,1,N,3,11,2,N,2,6604
1,6,2,1,4,7,28,1,N,2,2891
2,N,1,2,6,3,45,2,N,2,8423
2,N,1,1,N,2,6,2,N,2,8303
2,1,1,2,4,9,69,3,N,2,8454
2,1,1,2,8,5,51,3,N,2,5095
1,1,1,1,7,9,72,2,N,2,523
2,1,1,2,1,5,39,2,N,2,3451
1,6,1,0,2,9,52,2,N,2,1222
1,N,1,1,N,3,12,2,N,2,490
1,1,1,2,8,5,38,3,N,2,8126
2,1,1,2,5,7,66,1,N,2,4438
2,N,1,2,4,3,12,2,N,2,7183
2,6,1,0,4,4,30,2,N,2,8981
2,1,1,1,4,10,75,2,N,2,5052
1,6,1,0,3,5,18,1,N,2,1126
1,6,9,0,0,4,15,2,N,2,210
2,4,1,1,3,4,50,1,N,2,3884
1,6,1,1,2,7,20,3,N,2,8698
1,6,1,0,0,4,11,3,N,2,1362
1,N,1,2,N,N,2,1,2,2,7386
2,N,1,2,N,3,8,2,N,2,6859
1,1,1,0,6,7,29,1,N,2,8231
1,1,1,0,4,5,5,3,N,2,6462
2,1,8,2,5,3,78,3,N,2,3950
1,N,1,2,N,3,11,3,N,2,630
1,6,1,0,0,3,15,2,N,2,7728
1,1,1,2,9,10,58,2,N,2,5459
1,6,1,1,7,5,34,2,N,2,8825
2,1,1,1,4,6,74,1,N,1,7806
1,1,1,1,5,7,36,1,N,2,1072
2,1,1,0,5,7,64,1,N,2,7804
1,1,1,0,2,5,38,1,N,2,676
1,6,1,1,2,9,22,3,N,2,5469
1,4,1,1,2,4,38,1,N,2,1417
2,1,8,0,4,10,33,2,N,2,6132
2,1,1,2,2,5,70,1,N,2,1375
2,1,1,1,N,7,87,3,N,2,5374
2,1,1,0,9,10,68,2,N,2,7019
1,N,1,0,N,3,9,3,N,2,9141
1,1,1,0,9,5,58,3,N,2,7605
1,1,1,0,9,5,63,2,N,2,5936
2,N,1,1,N,3,7,3,N,2,787
2,1,1,0,0,9,47,3,N,2,1017
2,1,1,0,3,7,47,2,N,2,1339
2,1,1,2,8,10,45,2,N,2,8570
2,1,1,1,3,8,29,3,N,2,3759
1,3,1,0,6,10,67,2,N,2,6376
2,N,1,0,7,3,33,3,N,2,3321
1,1,1,1,8,6,31,2,N,2,230
2,1,1,0,9,7,56,2,N,2,8285
1,N,1,2,N,3,7,1,N,2,8417
1,1,1,2,4,9,37,3,N,2,2525
2,4,1,2,6,9,42,2,N,2,479
1,6,1,0,4,3,27,2,N,2,5700
1,6,1,0,3,9,71,1,N,2,7274
2,N,1,2,N,N,2,3,N,2,5456
2,3,1,0,4,9,85,3,N,2,4656
1,1,1,1,N,1,54,1,N,2,3558
1,1,1,1,6,5,63,2,N,2,8295
2,1,1,1,8,7,33,3,N,2,6595
2,1,1,2,0,5,57,2,N,2,5251
2,6,1,1,4,5,33,1,N,2,2570
2,6,1,1,9,7,53,2,N,1,7923
1,N,1,0,N,3,8,3,N,2,1713
2,1,1,2,7,5,63,2,N,2,7053
1,4,1,2,6,9,59,1,N,2,8945
2,6,1,2,5,4,59,3,N,2,3177
2,6,1,0,2,4,17,2,N,2,2586
2,4,9,0,7,9,48,2,N,2,7565
2,1,1,2,2,7,63,2,N,2,2438
2,4,1,0,9,6,41,1,N,2,5773
2,6,1,1,N,7,24,3,N,2,3431
2,4,1,0,3,7,71,3,N,2,4274
1,6,1,2,5,4,28,3,N,2,5312
1,N,1,2,N,3,11,3,N,2,3822
1,6,1,1,6,7,68,1,N,2,2869
2,1,1,2,3,9,60,1,N,2,8902
1,4,1,2,7,8,52,1,N,2,5100
1,6,1,0,8,8,26,3,N,2,1840
2,2,1,1,5,5,68,1,N,2,7031
1,1,1,2,5,7,73,1,N,2,3735
2,6,1,2,2,4,18,2,N,1,4265
1,N,1,1,N,3,8,1,N,2,7448
1,1,1,0,6,9,69,3,N,2,7449
1,N,1,0,N,3,12,1,N,2,8296
1,1,1,1,7,5,76,3,N,2,768
2,N,1,0,N,N,2,2,N,2,6719
1,1,1,1,9,6,41,1,N,2,7711
2,1,9,1,5,5,53,3,N,2,4755
2,1,8,1,1,7,61,3,N,2,6398
2,N,1,1,N,1,5,1,N,2,6512
1,6,1,0,5,3,48,3,N,2,5573
2,N,1,1,N,2,5,3,N,2,8278
2,N,1,2,N,3,7,3,N,2,6483
2,N,2,0,N,3,7,1,N,2,169
1,N,1,0,N,3,7,3,N,2,1939
1,1,1,0,1,3,54,3,N,2,4696
2,4,8,0,3,9,32,3,N,2,4610
1,6,2,2,9,4,11,3,N,2,4268
1,1,1,2,9,9,59,3,N,2,4197
1,5,1,0,3,7,9,3,N,2,3899
1,6,1,1,6,5,48,1,N,2,9087
2,1,1,0,9,10,62,3,N,2,5222
2,3,1,2,9,8,31,1,N,2,1353
2,3,1,2,0,9,59,2,N,2,1645
1,1,2,1,0,9,56,1,N,2,2602
2,4,1,0,0,7,11,1,N,2,8449
1,6,1,1,8,9,66,2,N,2,2065
2,1,5,0,1,11,76,3,N,2,5963
2,6,1,1,0,4,17,3,N,2,2382
1,4,6,1,5,5,92,3,N,2,7964
2,1,1,1,9,10,53,3,N,2,5698
2,N,2,2,N,N,2,3,N,2,3020
2,6,1,2,0,7,18,2,N,2,1243
2,1,1,1,2,6,71,3,N,2,4201
1,1,1,2,9,7,60,2,N,2,2276
1,6,1,2,0,4,16,1,N,2,441
2,1,1,2,6,5,44,3,N,2,3724
1,N,1,1,N,N,2,2,N,2,6322
1,1,1,1,3,9,76,2,N,2,1400
2,3,1,2,1,9,74,3,N,2,3578
1,N,9,2,N,3,9,3,N,2,232
2,6,1,2,4,9,29,2,N,2,7949
2,6,1,1,8,9,31,3,N,2,3733
1,1,9,2,7,10,45,1,N,2,8202
1,1,1,0,0,5,78,1,N,2,3494
2,1,1,1,3,8,64,2,N,2,7858
2,4,1,2,7,5,11,2,N,2,7358
1,N,1,0,N,3,8,2,N,2,8090
1,1,1,1,9,5,72,3,N,2,9137
1,1,1,2,7,4,67,1,N,2,8781
1,1,1,0,5,7,82,2,N,2,5003
1,4,8,0,N,9,65,2,N,2,7541
1,N,1,2,0,3,31,3,N,2,564
1,1,1,0,3,9,61,1,N,2,2542
1,1,1,0,7,10,15,2,N,2,600
2,6,1,0,7,9,40,1,N,2,2863
2,1,1,1,2,8,53,2,N,2,3497
1,3,1,0,0,9,0,3,N,2,5232
1,N,1,1,N,3,11,2,N,2,8330
2,4,1,1,4,5,81,1,N,2,8043
2,4,1,1,2,8,49,1,N,2,1610
2,6,1,0,9,5,33,3,5,2,4221
1,1,6,1,8,9,42,3,N,2,6173
1,1,3,2,4,7,35,2,N,2,2023
2,6,1,2,8,5,17,2,N,2,1869
2,6,1,2,2,7,77,1,N,2,6454
2,1,1,1,5,4,44,3,N,2,2323
1,N,1,2,5,3,9,2,N,2,3353
2,6,1,0,0,9,75,3,N,2,6332
2,N,1,2,N,2,5,2,N,2,2324
