SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1.0,6,1.0,2.0,7,0.0,25-00703,26,0,N,501
2.0,1,1.0,1.0,8,0.0,25-00703,70,0,2,501
1.0,1,1.0,1.0,2,0.0,25-00703,70,0,2,501
2.0,1,1.0,1.0,6,0.0,25-00503,57,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00503,52,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,45,2,4,501
2.0,1,1.0,1.0,5,0.0,25-00703,39,2,4,501
1.0,1,1.0,1.0,7,0.0,25-01300,48,0,2,501
2.0,1,1.0,1.0,9,0.0,25-01300,47,0,2,501
2.0,1,1.0,1.0,8,0.0,25-01300,49,2,4,501
1.0,1,1.0,1.0,8,0.0,25-01300,56,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,80,0,2,501
2.0,1,1.0,1.0,3,0.0,25-00703,78,0,2,501
1.0,6,1.0,1.0,7,0.0,25-02800,59,0,N,501
1.0,1,1.0,1.0,8,0.0,25-00703,32,1,3,501
2.0,1,1.0,1.0,5,0.0,25-00703,29,1,3,501
1.0,1,1.0,1.0,3,0.0,25-00703,65,0,2,501
2.0,1,1.0,1.0,7,0.0,25-00703,58,0,2,501
1.0,1,1.0,1.0,7,0.0,25-01300,61,0,2,501
2.0,1,1.0,1.0,7,0.0,25-01300,59,0,2,501
2.0,1,1.0,2.0,6,0.0,25-00703,30,0,2,501
1.0,1,1.0,2.0,6,0.0,25-00703,31,0,2,501
1.0,1,1.0,1.0,7,0.0,25-00703,60,0,4,501
2.0,4,1.0,2.0,3,0.0,25-00703,76,0,N,173
1.0,1,1.0,1.0,8,0.0,25-02800,37,1,3,501
1.0,1,1.0,1.0,7,0.0,25-00703,84,0,2,501
2.0,1,1.0,1.0,4,0.0,25-00703,82,0,2,501
2.0,6,1.0,1.0,8,0.0,25-01000,42,0,N,501
1.0,1,1.0,1.0,9,0.0,25-00503,67,0,2,501
2.0,1,1.0,1.0,0,0.0,25-00503,67,0,2,501
1.0,1,6.0,1.0,9,0.0,25-00503,60,0,2,501
1.0,1,1.0,1.0,7,0.0,25-01300,65,0,2,501
2.0,1,1.0,1.0,5,0.0,25-01300,64,0,2,501
1.0,1,1.0,1.0,6,0.0,25-01000,51,0,2,501
2.0,1,1.0,1.0,4,0.0,25-01000,51,0,2,501
2.0,1,1.0,1.0,4,0.0,25-00703,72,0,2,501
2.0,1,1.0,1.0,9,0.0,25-00703,55,0,2,501
2.0,4,1.0,1.0,7,0.0,25-00703,72,0,N,501
1.0,1,1.0,1.0,7,0.0,25-01300,74,0,2,501
1.0,1,6.0,1.0,8,0.0,25-00503,49,2,4,501
2.0,1,1.0,1.0,8,0.0,25-01000,37,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,40,2,4,501
2.0,1,1.0,1.0,8,0.0,25-01300,40,2,4,501
2.0,1,1.0,1.0,9,0.0,25-00503,50,2,4,501
2.0,6,1.0,1.0,7,0.0,25-00503,59,0,N,501
1.0,1,1.0,2.0,9,0.0,25-00703,56,0,2,501
1.0,1,1.0,1.0,9,0.0,25-02800,46,3,5,501
2.0,1,1.0,1.0,6,0.0,25-00503,74,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00503,75,0,2,501
1.0,4,1.0,1.0,8,0.0,25-00703,51,0,N,501
2.0,1,1.0,1.0,7,0.0,25-01300,53,0,3,501
1.0,1,1.0,1.0,9,0.0,25-01300,56,0,3,501
2.0,1,1.0,1.0,9,0.0,25-02800,58,0,2,501
1.0,1,1.0,1.0,8,0.0,25-02800,60,0,2,501
2.0,1,1.0,1.0,7,0.0,25-01300,33,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,33,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,30,1,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,49,0,2,501
2.0,1,1.0,1.0,8,0.0,25-00703,53,0,2,501
2.0,6,1.0,1.0,1,0.0,25-02800,22,0,3,501
2.0,1,1.0,1.0,6,0.0,25-00703,68,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,71,0,2,501
2.0,1,1.0,1.0,7,0.0,25-01300,61,0,2,501
1.0,1,1.0,1.0,8,0.0,25-01300,66,0,2,501
2.0,6,1.0,1.0,8,0.0,25-01300,51,0,N,501
1.0,1,1.0,1.0,9,0.0,25-01000,59,0,2,501
2.0,1,1.0,1.0,5,0.0,25-01000,58,0,2,501
2.0,1,1.0,1.0,3,0.0,25-00703,53,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,53,0,2,501
2.0,1,1.0,1.0,6,0.0,25-01300,57,0,2,501
1.0,1,1.0,1.0,7,0.0,25-01300,55,0,2,501
2.0,1,1.0,1.0,8,0.0,25-01000,61,0,2,501
1.0,1,1.0,1.0,6,0.0,25-01000,66,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,33,0,2,501
2.0,1,1.0,1.0,8,0.0,25-00703,32,0,2,501
2.0,1,1.0,2.0,3,0.0,25-00703,56,0,2,251
1.0,1,1.0,1.0,8,0.0,25-02800,40,1,3,501
1.0,6,1.0,1.0,7,0.0,25-00703,75,0,N,501
2.0,3,1.0,1.0,9,0.0,25-00703,64,0,N,501
1.0,1,1.0,1.0,8,0.0,25-02800,33,0,2,501
1.0,1,1.0,1.0,8,0.0,25-02800,35,0,2,501
1.0,1,1.0,1.0,6,0.0,25-01000,30,0,2,501
2.0,1,1.0,1.0,6,0.0,25-01000,28,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00503,59,0,3,501
1.0,1,1.0,1.0,7,0.0,25-01300,77,0,3,501
2.0,1,1.0,1.0,9,0.0,25-02800,57,0,2,501
2.0,1,1.0,1.0,4,0.0,25-01000,76,0,3,501
2.0,6,1.0,1.0,6,0.0,25-01000,51,0,3,501
1.0,1,1.0,1.0,9,0.0,25-01300,45,3,5,501
2.0,1,1.0,1.0,0,0.0,25-01300,38,3,5,501
2.0,1,1.0,1.0,8,0.0,25-00703,42,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,59,2,4,501
2.0,6,1.0,1.0,9,0.0,25-00503,30,0,N,501
1.0,1,1.0,1.0,7,0.0,25-02800,73,0,2,501
2.0,1,1.0,1.0,8,0.0,25-02800,68,0,2,501
2.0,1,1.0,1.0,6,0.0,25-02800,38,0,2,501
1.0,1,1.0,1.0,6,0.0,25-02800,50,0,2,501
1.0,1,6.0,1.0,9,0.0,25-00503,63,0,2,501
1.0,6,1.0,1.0,0,0.0,25-00703,61,0,N,0
1.0,1,1.0,1.0,9,0.0,25-00503,53,1,3,501
1.0,1,1.0,2.0,9,0.0,25-00503,35,0,2,501
2.0,1,1.0,2.0,6,0.0,25-00503,34,0,2,501
1.0,1,1.0,1.0,5,0.0,25-00503,86,0,2,482
1.0,1,1.0,1.0,9,0.0,25-00703,76,0,2,501
2.0,1,1.0,1.0,0,0.0,25-00703,65,0,2,501
1.0,1,1.0,1.0,3,0.0,25-01300,84,0,2,213
1.0,1,1.0,1.0,9,0.0,25-01000,53,2,4,501
2.0,1,1.0,1.0,7,0.0,25-01000,50,2,4,501
1.0,6,1.0,1.0,0,0.0,25-01000,16,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00503,54,0,2,501
2.0,1,1.0,1.0,8,0.0,25-00503,53,0,2,501
2.0,1,1.0,1.0,7,0.0,25-01300,33,2,4,501
1.0,1,1.0,1.0,7,0.0,25-00703,45,2,4,501
2.0,1,1.0,1.0,9,0.0,25-00703,44,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00503,52,0,4,501
1.0,1,1.0,1.0,9,0.0,25-02800,49,2,4,501
2.0,1,1.0,1.0,6,0.0,25-02800,48,2,4,501
1.0,1,1.0,1.0,8,0.0,25-01300,44,1,3,501
2.0,1,1.0,1.0,8,0.0,25-01300,45,2,4,501
2.0,6,1.0,1.0,7,0.0,25-00503,49,0,N,501
1.0,1,1.0,1.0,9,0.0,25-00703,44,2,4,501
2.0,1,1.0,1.0,3,0.0,25-00703,34,2,4,501
1.0,1,6.0,1.0,9,0.0,25-00503,48,2,4,501
2.0,1,6.0,1.0,9,0.0,25-00503,44,2,4,501
2.0,1,1.0,1.0,6,0.0,25-01300,78,0,2,501
1.0,1,1.0,1.0,7,0.0,25-01300,79,0,2,501
1.0,1,1.0,1.0,8,0.0,25-01000,30,0,2,501
2.0,1,1.0,1.0,8,0.0,25-01000,31,0,2,501
2.0,1,1.0,1.0,5,0.0,25-00703,68,0,2,501
1.0,1,1.0,1.0,8,0.0,25-00703,68,0,2,501
1.0,1,6.0,1.0,9,0.0,25-00503,39,2,4,501
2.0,1,1.0,1.0,6,0.0,25-00703,59,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00503,56,0,2,501
2.0,1,1.0,1.0,9,0.0,25-00503,53,0,2,501
1.0,1,1.0,1.0,8,0.0,25-02800,68,0,2,501
1.0,1,1.0,1.0,6,0.0,25-00503,75,0,2,501
2.0,1,1.0,1.0,4,0.0,25-00503,75,0,2,501
2.0,1,1.0,1.0,5,0.0,25-00503,71,0,2,501
2.0,1,1.0,1.0,7,0.0,25-00503,61,0,2,501
1.0,6,1.0,2.0,8,0.0,25-01000,44,0,N,501
2.0,3,1.0,1.0,3,0.0,25-00703,75,0,N,185
1.0,1,1.0,1.0,9,0.0,25-00503,59,0,2,501
2.0,1,1.0,1.0,0,0.0,25-00503,58,0,2,501
1.0,6,1.0,2.0,7,0.0,25-00503,23,0,N,501
1.0,6,1.0,2.0,7,0.0,25-00703,35,0,N,501
1.0,1,1.0,1.0,9,0.0,25-01300,66,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,67,0,3,501
1.0,1,1.0,1.0,9,0.0,25-01000,48,3,5,501
1.0,1,1.0,2.0,9,0.0,25-00703,36,0,2,501
2.0,1,1.0,1.0,0,0.0,25-00503,63,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00503,68,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,39,2,4,501
2.0,1,1.0,1.0,7,0.0,25-00703,38,2,4,501
2.0,6,1.0,1.0,8,0.0,25-00703,29,0,N,501
1.0,6,1.0,1.0,9,0.0,25-00703,50,0,N,501
1.0,4,1.0,2.0,7,0.0,25-02800,51,0,N,501
1.0,1,1.0,1.0,6,0.0,25-00703,83,0,2,501
2.0,6,6.0,1.0,0,0.0,25-00503,16,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,58,0,3,501
2.0,4,1.0,1.0,9,0.0,25-00703,62,0,N,501
1.0,6,1.0,1.0,8,0.0,25-00703,30,0,N,501
1.0,1,1.0,1.0,5,0.0,25-01000,54,0,2,501
2.0,1,1.0,1.0,6,0.0,25-01000,52,0,2,501
1.0,1,1.0,2.0,8,0.0,25-00503,26,0,2,501
2.0,1,1.0,1.0,9,0.0,25-02800,36,2,4,501
1.0,1,1.0,1.0,9,0.0,25-02800,42,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,42,4,6,501
2.0,1,1.0,1.0,7,0.0,25-01000,75,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01000,77,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,34,2,4,501
2.0,1,1.0,1.0,5,0.0,25-00703,41,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00703,45,2,4,501
2.0,3,1.0,1.0,4,0.0,25-00503,49,0,N,201
1.0,1,1.0,1.0,8,0.0,25-01300,37,1,3,501
1.0,1,1.0,1.0,9,0.0,25-00503,43,2,4,501
2.0,1,1.0,1.0,0,0.0,25-00503,42,2,4,501
2.0,1,1.0,1.0,7,0.0,25-00703,61,0,2,501
1.0,1,1.0,1.0,8,0.0,25-00703,35,0,2,501
2.0,1,1.0,1.0,7,0.0,25-00703,37,0,2,501
2.0,1,1.0,1.0,8,0.0,25-01300,57,0,2,501
2.0,1,1.0,1.0,8,0.0,25-01000,54,2,4,501
1.0,1,1.0,1.0,9,0.0,25-01000,50,2,4,501
1.0,6,1.0,1.0,0,0.0,25-01000,15,2,4,501
1.0,1,1.0,1.0,9,0.0,25-00503,51,2,4,501
2.0,1,1.0,1.0,9,0.0,25-00503,51,2,4,501
2.0,1,1.0,1.0,2,0.0,25-01000,64,0,2,493
1.0,1,1.0,1.0,4,0.0,25-01300,81,0,2,316
2.0,1,1.0,1.0,3,0.0,25-01300,76,0,2,316
1.0,1,1.0,1.0,6,0.0,25-02800,64,0,2,501
2.0,1,1.0,1.0,6,0.0,25-02800,62,0,2,501
1.0,1,1.0,1.0,8,0.0,25-02800,53,1,3,501
2.0,1,1.0,1.0,8,0.0,25-01300,63,0,2,501
1.0,4,1.0,1.0,9,0.0,25-00703,50,0,N,501
2.0,4,1.0,1.0,7,0.0,25-00703,51,0,N,501
1.0,6,1.0,2.0,8,0.0,25-00503,23,0,N,501
1.0,1,1.0,1.0,9,0.0,25-00503,61,0,2,501
1.0,1,1.0,1.0,7,0.0,25-02800,85,0,2,501
2.0,1,1.0,1.0,7,0.0,25-02800,87,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,49,0,2,501
2.0,1,1.0,1.0,6,0.0,25-00703,48,0,2,501
2.0,1,1.0,1.0,7,0.0,25-02800,68,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00503,68,0,2,501
2.0,1,1.0,1.0,1,0.0,25-00503,68,0,2,501
1.0,1,1.0,1.0,8,0.0,25-01000,78,0,2,501
2.0,1,1.0,1.0,5,0.0,25-00703,51,1,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,47,1,3,501
1.0,1,1.0,1.0,9,0.0,25-00703,56,0,4,501
2.0,6,1.0,1.0,1,0.0,25-00703,19,0,4,501
1.0,1,1.0,1.0,7,0.0,25-00503,75,0,2,501
2.0,1,1.0,1.0,6,0.0,25-01300,62,0,2,501
1.0,1,1.0,1.0,8,0.0,25-02800,73,0,2,501
2.0,1,1.0,1.0,4,0.0,25-02800,72,0,2,501
1.0,1,1.0,1.0,8,0.0,25-01000,57,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01300,60,0,3,501
1.0,6,1.0,1.0,4,0.0,25-01300,27,0,3,501
1.0,1,1.0,1.0,9,0.0,25-01300,66,0,2,501
2.0,1,1.0,1.0,6,0.0,25-01300,63,0,2,501
1.0,1,1.0,1.0,9,0.0,25-02800,56,0,4,501
1.0,6,1.0,1.0,4,0.0,25-02800,25,0,4,501
1.0,1,1.0,1.0,9,0.0,25-02800,35,1,3,501
2.0,1,1.0,1.0,9,0.0,25-02800,48,2,4,501
2.0,1,1.0,1.0,3,0.0,25-00703,71,0,2,501
1.0,1,1.0,1.0,9,0.0,25-00703,79,0,2,501
1.0,1,1.0,1.0,6,0.0,25-01300,68,0,2,501
2.0,1,1.0,1.0,5,0.0,25-01300,67,0,2,501
1.0,1,1.0,1.0,9,0.0,25-01000,46,2,4,501
2.0,3,1.0,1.0,8,0.0,25-01000,71,0,N,501
1.0,1,1.0,1.0,8,0.0,25-02800,38,1,3,501
