AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
19,1.0,6,2.0,1.0,1.0,N,2.0,1,7
55,1.0,1,1.0,1.0,1.0,N,2.0,5,9
56,1.0,1,2.0,1.0,1.0,N,2.0,6,5
22,1.0,6,2.0,1.0,1.0,N,2.0,1,9
68,1.0,1,2.0,1.0,1.0,N,2.0,6,9
71,1.0,1,1.0,1.0,1.0,N,2.0,9,9
61,1.0,1,2.0,1.0,1.0,N,2.0,7,10
66,1.0,1,1.0,1.0,1.0,N,2.0,8,7
51,1.0,6,2.0,1.0,1.0,N,2.0,8,9
52,1.0,6,1.0,1.0,1.0,N,2.0,1,4
59,1.0,1,1.0,1.0,1.0,N,2.0,9,9
58,1.0,1,2.0,1.0,1.0,N,2.0,5,9
57,1.0,1,2.0,1.0,1.0,N,2.0,3,10
70,1.0,1,1.0,1.0,1.0,N,2.0,6,7
35,1.0,1,2.0,1.0,1.0,N,2.0,2,9
73,1.0,3,2.0,1.0,1.0,N,2.0,4,5
53,1.0,1,2.0,1.0,1.0,N,2.0,3,9
53,1.0,1,1.0,1.0,1.0,N,2.0,9,5
47,1.0,1,2.0,1.0,1.0,N,2.0,9,10
29,1.0,6,2.0,1.0,1.0,N,2.0,8,9
63,1.0,4,2.0,1.0,1.0,N,2.0,7,9
26,1.0,6,2.0,1.0,1.0,N,2.0,5,9
45,1.0,1,1.0,1.0,1.0,N,2.0,4,9
57,1.0,1,2.0,1.0,1.0,N,2.0,6,8
55,1.0,1,1.0,1.0,1.0,N,2.0,7,5
61,1.0,1,2.0,1.0,1.0,N,2.0,8,10
66,1.0,1,1.0,1.0,1.0,N,2.0,6,10
35,1.0,1,2.0,1.0,1.0,N,2.0,5,9
40,1.0,1,1.0,1.0,1.0,N,2.0,5,5
33,1.0,1,1.0,1.0,1.0,N,2.0,9,9
32,1.0,1,2.0,1.0,1.0,N,2.0,8,10
39,1.0,1,2.0,1.0,1.0,N,2.0,8,9
40,1.0,1,1.0,1.0,1.0,N,2.0,8,9
52,1.0,1,1.0,1.0,1.0,N,2.0,8,8
50,1.0,1,2.0,1.0,1.0,N,2.0,4,9
22,1.0,6,1.0,1.0,1.0,N,2.0,1,9
19,1.0,6,1.0,1.0,1.0,N,2.0,1,7
16,1.0,6,1.0,1.0,1.0,N,2.0,0,4
75,1.0,6,1.0,1.0,1.0,N,2.0,7,9
70,1.0,1,1.0,1.0,1.0,N,2.0,7,8
69,1.0,1,2.0,1.0,1.0,N,2.0,2,8
47,1.0,3,2.0,1.0,2.0,N,2.0,3,5
29,1.0,1,2.0,1.0,1.0,N,2.0,0,9
31,1.0,1,1.0,1.0,1.0,N,2.0,6,5
86,1.0,3,2.0,1.0,1.0,N,2.0,4,5
64,1.0,1,2.0,1.0,1.0,N,2.0,1,9
37,1.0,1,1.0,1.0,1.0,N,2.0,7,8
33,1.0,1,1.0,1.0,1.0,N,2.0,8,9
35,1.0,1,1.0,1.0,1.0,N,2.0,8,10
30,1.0,1,1.0,1.0,1.0,N,2.0,6,9
28,1.0,1,2.0,1.0,1.0,N,2.0,6,10
59,1.0,1,1.0,1.0,1.0,N,2.0,9,9
57,1.0,1,2.0,1.0,1.0,N,2.0,3,9
77,1.0,1,1.0,1.0,1.0,N,2.0,7,10
57,1.0,1,2.0,1.0,1.0,N,2.0,9,9
76,1.0,1,2.0,1.0,1.0,N,2.0,4,5
51,1.0,6,2.0,1.0,1.0,N,2.0,6,10
45,1.0,1,1.0,1.0,1.0,N,2.0,9,9
38,1.0,1,2.0,1.0,1.0,N,2.0,0,9
58,1.0,6,2.0,1.0,1.0,N,2.0,8,10
42,1.0,1,2.0,1.0,1.0,N,2.0,8,9
73,1.0,1,1.0,1.0,1.0,N,2.0,7,7
68,1.0,1,2.0,1.0,1.0,N,2.0,8,7
38,1.0,1,2.0,1.0,1.0,N,2.0,6,7
31,1.0,6,1.0,1.0,1.0,N,2.0,4,9
45,6.0,1,2.0,1.0,1.0,N,2.0,9,10
63,6.0,1,1.0,1.0,1.0,N,2.0,9,12
17,1.0,6,2.0,1.0,1.0,N,2.0,1,4
53,1.0,6,2.0,1.0,1.0,N,2.0,4,9
55,1.0,1,2.0,1.0,1.0,N,2.0,3,8
57,1.0,1,1.0,1.0,1.0,N,2.0,6,7
53,1.0,1,1.0,1.0,1.0,N,2.0,9,10
54,1.0,1,2.0,1.0,1.0,N,2.0,4,10
17,1.0,6,1.0,1.0,1.0,N,2.0,0,4
86,1.0,1,2.0,1.0,1.0,N,2.0,4,5
74,1.0,1,2.0,1.0,1.0,N,2.0,6,8
73,1.0,1,1.0,1.0,1.0,N,2.0,7,8
76,1.0,1,1.0,1.0,1.0,N,2.0,9,11
65,1.0,1,2.0,1.0,1.0,N,2.0,0,9
73,1.0,1,1.0,1.0,1.0,N,2.0,7,7
53,1.0,1,1.0,1.0,1.0,N,2.0,9,10
50,1.0,1,2.0,1.0,1.0,N,2.0,7,9
16,1.0,6,1.0,1.0,1.0,N,2.0,0,4
53,1.0,1,2.0,1.0,1.0,N,2.0,8,10
46,1.0,6,1.0,1.0,1.0,N,2.0,2,7
75,1.0,1,1.0,1.0,1.0,N,2.0,5,7
69,1.0,1,2.0,1.0,1.0,N,2.0,2,8
51,6.0,1,2.0,1.0,1.0,N,2.0,9,10
47,6.0,1,1.0,1.0,1.0,N,2.0,9,10
33,1.0,1,2.0,1.0,1.0,N,2.0,7,8
33,1.0,1,1.0,1.0,1.0,N,2.0,6,7
44,1.0,1,2.0,1.0,1.0,N,2.0,9,10
52,1.0,1,1.0,1.0,1.0,N,2.0,9,10
46,1.0,1,2.0,1.0,1.0,N,2.0,7,5
23,1.0,6,1.0,1.0,1.0,N,2.0,3,9
26,1.0,6,1.0,1.0,1.0,N,2.0,9,9
49,1.0,1,1.0,1.0,1.0,N,2.0,9,9
48,1.0,1,2.0,1.0,1.0,N,2.0,6,9
56,1.0,6,1.0,1.0,1.0,N,2.0,9,9
35,1.0,6,1.0,1.0,1.0,N,2.0,6,9
44,1.0,1,1.0,1.0,1.0,N,2.0,8,9
43,1.0,1,1.0,1.0,1.0,N,2.0,8,10
45,1.0,1,2.0,1.0,1.0,N,2.0,8,9
44,1.0,1,1.0,1.0,1.0,N,2.0,9,10
34,1.0,1,2.0,1.0,1.0,N,2.0,3,9
87,1.0,3,2.0,1.0,1.0,N,2.0,4,5
53,1.0,6,1.0,1.0,1.0,N,2.0,5,9
65,1.0,1,1.0,1.0,1.0,N,2.0,7,9
64,1.0,1,2.0,1.0,1.0,N,2.0,1,9
71,1.0,1,1.0,1.0,1.0,N,2.0,5,8
71,1.0,1,2.0,1.0,1.0,N,2.0,2,7
78,1.0,1,2.0,1.0,1.0,N,2.0,6,10
79,1.0,1,1.0,1.0,1.0,N,2.0,7,9
30,1.0,1,1.0,1.0,1.0,N,2.0,8,9
31,1.0,1,2.0,1.0,1.0,N,2.0,8,10
68,1.0,1,2.0,1.0,1.0,N,2.0,5,10
68,1.0,1,1.0,1.0,1.0,N,2.0,8,7
62,1.0,1,2.0,1.0,1.0,N,2.0,9,9
31,1.0,6,1.0,1.0,1.0,N,2.0,7,5
39,1.0,1,2.0,1.0,1.0,N,2.0,6,10
43,1.0,1,1.0,1.0,1.0,N,2.0,7,8
42,1.0,1,2.0,1.0,1.0,N,2.0,6,10
59,1.0,1,2.0,1.0,1.0,N,2.0,6,9
56,1.0,1,1.0,1.0,1.0,N,2.0,9,11
53,1.0,1,2.0,1.0,1.0,N,2.0,9,9
68,1.0,1,1.0,1.0,1.0,N,2.0,8,7
66,1.0,1,2.0,1.0,1.0,N,2.0,0,7
75,1.0,1,1.0,1.0,1.0,N,2.0,6,5
75,1.0,1,2.0,1.0,1.0,N,2.0,4,5
71,1.0,1,2.0,1.0,1.0,N,2.0,5,8
61,1.0,1,2.0,1.0,1.0,N,2.0,7,7
44,1.0,6,1.0,1.0,2.0,N,2.0,8,9
59,1.0,1,1.0,1.0,1.0,N,2.0,9,9
58,1.0,1,2.0,1.0,1.0,N,2.0,0,5
23,1.0,6,1.0,1.0,2.0,N,2.0,7,9
24,1.0,6,2.0,1.0,2.0,N,2.0,8,9
29,1.0,6,1.0,1.0,2.0,N,2.0,3,7
35,1.0,6,1.0,1.0,2.0,N,2.0,7,9
74,1.0,1,2.0,1.0,1.0,N,2.0,3,9
73,1.0,1,1.0,1.0,1.0,N,2.0,3,9
27,1.0,6,1.0,1.0,1.0,N,2.0,4,5
68,1.0,1,2.0,1.0,1.0,N,2.0,2,9
66,1.0,1,1.0,1.0,1.0,N,2.0,9,10
67,1.0,1,1.0,1.0,1.0,N,2.0,9,7
23,1.0,6,2.0,1.0,1.0,N,2.0,4,9
50,1.0,1,2.0,1.0,1.0,N,2.0,1,7
50,1.0,1,1.0,1.0,1.0,N,2.0,6,5
17,1.0,6,1.0,1.0,1.0,N,2.0,1,4
48,1.0,1,1.0,1.0,1.0,N,2.0,9,11
48,1.0,1,2.0,1.0,1.0,N,2.0,5,10
16,1.0,6,1.0,1.0,1.0,N,2.0,0,4
64,1.0,4,2.0,1.0,1.0,N,2.0,4,5
36,1.0,1,1.0,1.0,2.0,N,2.0,9,9
48,1.0,1,2.0,1.0,1.0,N,2.0,7,8
49,1.0,1,1.0,1.0,1.0,N,2.0,7,7
15,1.0,6,2.0,1.0,1.0,N,2.0,1,4
32,1.0,6,2.0,1.0,2.0,N,2.0,5,9
78,1.0,3,2.0,1.0,1.0,N,2.0,6,5
63,1.0,1,2.0,1.0,1.0,N,2.0,0,5
68,1.0,1,1.0,1.0,1.0,N,2.0,9,5
39,1.0,1,1.0,1.0,1.0,N,2.0,9,9
38,1.0,1,2.0,1.0,1.0,N,2.0,7,10
43,1.0,4,1.0,1.0,1.0,N,2.0,9,9
29,1.0,6,2.0,1.0,1.0,N,2.0,8,9
50,1.0,6,1.0,1.0,1.0,N,2.0,9,9
52,1.0,1,1.0,1.0,1.0,N,2.0,8,5
52,1.0,1,2.0,1.0,1.0,N,2.0,3,8
25,1.0,6,2.0,1.0,1.0,N,2.0,6,10
20,1.0,6,1.0,1.0,1.0,N,2.0,4,5
18,1.0,6,1.0,1.0,1.0,N,2.0,1,4
83,1.0,1,1.0,1.0,1.0,N,2.0,6,7
49,6.0,1,1.0,1.0,1.0,N,2.0,9,10
16,6.0,6,2.0,1.0,1.0,N,2.0,0,4
58,1.0,1,2.0,1.0,1.0,N,2.0,5,9
