,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
152,86,1,1,2,1,1,N,0,7
153,30,1,4,1,1,2,N,8,5
154,42,1,1,2,1,1,N,1,9
155,12,1,4,2,1,2,N,8,4
156,65,1,1,1,1,1,N,9,9
157,58,1,1,1,1,1,N,3,5
158,48,1,1,2,1,1,N,2,5
159,1,1,N,1,1,1,N,N,3
160,42,1,1,1,1,1,N,9,10
161,9,1,N,1,1,2,N,N,3
162,61,1,1,1,1,1,N,6,5
163,26,2,3,2,1,2,N,5,6
164,33,1,3,2,1,1,N,8,9
165,73,1,1,1,1,2,N,0,3
166,28,1,6,2,1,1,N,2,11
167,4,1,6,2,1,1,N,0,5
168,46,6,1,1,1,0,N,4,5
169,15,1,6,1,1,2,N,5,8
170,62,1,1,2,1,2,N,7,9
171,16,1,6,2,1,1,N,6,7
172,67,1,4,2,1,1,N,9,9
173,37,2,1,2,1,1,N,6,10
174,54,1,1,2,1,1,N,5,5
175,10,1,6,2,1,1,N,0,4
176,5,1,1,1,1,2,N,8,7
177,13,1,6,2,1,1,N,0,5
178,21,1,N,1,1,1,N,N,2
179,17,1,6,1,1,1,N,5,7
180,63,1,6,2,1,1,N,2,9
181,43,1,6,2,1,2,N,1,7
182,57,3,6,2,1,1,N,8,4
183,82,9,1,2,1,1,N,7,7
184,1,6,N,1,1,1,N,N,2
185,53,1,1,2,1,2,N,2,9
186,66,1,4,2,1,1,N,3,4
187,1,6,N,1,1,1,N,N,2
188,9,1,N,1,1,1,N,N,2
189,31,1,N,1,1,1,N,N,N
190,5,1,4,2,1,1,N,3,7
191,24,1,6,1,1,1,N,0,9
192,9,1,N,1,1,1,N,N,1
193,60,1,1,1,1,0,N,3,7
194,13,1,N,2,1,1,N,N,1
195,69,1,1,1,1,2,N,9,9
196,32,1,1,1,1,1,N,5,7
197,31,1,1,1,1,2,N,0,4
198,68,1,3,1,1,1,N,4,5
199,92,1,1,2,1,1,N,3,5
200,60,1,1,2,1,1,N,8,5
201,8,1,6,2,1,1,N,5,7
202,17,1,6,1,1,2,N,4,7
203,4,1,6,1,1,1,N,3,7
204,31,2,4,2,1,1,N,0,3
205,38,1,1,2,1,1,N,4,4
206,53,1,1,2,1,1,N,7,9
207,45,1,6,2,1,1,N,1,6
208,53,1,1,2,1,2,N,9,9
209,14,6,N,2,1,1,N,N,3
210,51,1,4,1,1,1,N,7,5
211,79,1,N,2,1,1,N,N,3
212,19,1,6,2,1,1,N,6,7
213,76,1,1,1,1,1,N,5,9
214,52,1,1,2,1,1,N,0,5
215,54,1,1,2,1,1,N,9,9
216,47,2,1,1,1,1,N,3,7
217,77,1,N,1,1,1,N,N,3
218,52,1,1,1,1,2,N,9,8
219,26,1,3,2,1,1,N,6,5
220,72,1,4,2,1,1,N,3,5
221,57,1,1,2,1,1,N,7,7
222,61,1,1,2,1,1,N,8,9
223,62,6,1,1,1,1,N,8,7
224,15,1,6,1,1,1,N,2,12
225,15,1,6,1,1,2,5,6,5
226,11,2,N,1,1,1,N,N,2
227,84,1,6,2,1,1,N,2,1
228,6,1,N,1,1,2,N,N,3
229,51,1,4,2,1,1,N,8,9
230,39,1,6,2,3,1,N,4,6
231,33,1,3,1,1,1,N,7,7
232,25,1,3,2,1,1,N,1,7
233,85,1,N,1,1,1,N,N,3
234,36,1,1,2,1,1,N,2,3
235,34,1,6,2,1,1,N,3,7
236,10,2,N,1,1,2,N,N,3
237,47,9,1,1,1,2,N,6,7
238,60,1,1,2,1,2,2,9,10
239,7,1,N,2,1,1,N,N,3
240,30,1,6,1,1,1,N,0,4
241,63,8,1,1,1,1,N,9,8
242,62,1,1,2,1,1,N,5,5
243,46,1,1,1,1,1,N,8,5
244,34,1,1,2,1,1,N,6,5
245,57,1,1,2,1,1,N,6,12
246,52,1,4,2,1,0,N,3,5
247,69,1,1,2,1,1,N,4,5
248,35,1,1,1,1,1,N,8,9
249,71,1,3,2,1,2,N,6,5
250,66,1,1,2,2,1,N,0,4
251,62,1,1,1,1,1,N,7,7
252,60,1,1,1,1,1,N,0,4
253,48,1,1,1,1,1,N,7,10
254,82,1,3,1,1,2,N,5,5
255,47,1,6,2,1,1,N,0,5
256,86,1,1,2,1,1,N,5,7
257,5,1,1,2,1,1,N,5,4
258,24,1,1,1,1,2,N,6,9
259,32,1,2,1,1,1,N,0,6
260,35,1,N,1,1,1,N,N,3
261,56,1,1,2,1,2,N,3,10
262,48,1,N,1,1,1,N,N,1
263,44,1,2,1,1,1,N,3,5
264,39,1,1,2,1,1,N,7,9
265,24,1,1,1,1,1,N,8,9
266,84,9,1,1,1,2,N,5,9
267,39,1,1,1,1,1,N,3,3
268,8,1,1,1,1,1,N,0,4
269,7,1,1,1,1,1,N,0,9
270,65,1,1,1,1,1,1,9,10
271,7,1,N,2,1,1,N,N,9
272,17,1,6,1,1,2,N,3,5
273,6,1,N,1,1,1,N,N,3
274,86,1,1,2,1,1,N,5,9
275,73,1,1,2,1,1,1,7,3
276,17,1,6,1,1,1,N,0,3
277,15,1,6,1,1,1,N,2,3
278,17,1,6,2,1,1,N,4,5
279,34,1,6,1,1,1,N,6,5
280,63,1,6,1,1,1,N,1,7
281,88,1,N,1,1,1,N,N,3
282,77,1,N,1,1,1,N,N,2
283,76,1,4,1,1,1,N,3,5
284,79,1,1,2,1,1,N,8,8
285,84,9,N,1,1,1,N,N,3
286,49,1,1,1,1,2,N,7,6
287,9,1,N,1,1,1,N,N,3
288,46,1,1,1,1,1,N,4,10
289,61,1,1,2,1,1,N,9,6
290,58,1,1,2,1,1,N,2,3
291,75,1,1,2,1,1,N,9,8
292,5,1,N,2,1,2,N,N,4
293,14,1,N,1,1,2,N,N,N
294,16,8,6,1,1,2,N,8,10
295,66,1,1,2,1,1,N,7,6
296,30,1,6,2,1,1,N,5,4
297,1,6,1,1,1,1,N,9,10
298,16,1,6,2,1,1,N,2,7
299,39,2,6,2,1,1,N,1,4
300,84,6,1,1,1,2,N,7,9
301,34,1,N,1,1,1,N,N,3
302,30,2,6,1,1,1,N,3,7
303,37,1,1,2,1,1,N,4,7
304,63,1,1,1,1,1,N,2,3
305,75,1,1,1,1,1,N,0,6
306,21,1,6,1,1,2,N,0,9
307,37,1,1,2,1,1,N,8,9
308,22,1,1,2,1,1,N,6,7
309,64,1,N,2,1,2,N,N,4
310,43,1,4,2,1,1,N,7,5
311,70,8,4,2,1,1,N,9,10
312,74,1,N,1,1,1,N,N,1
313,38,2,1,2,1,0,N,6,7
314,83,9,N,1,1,1,N,N,3
315,55,9,1,1,1,2,N,1,7
316,57,1,4,2,1,1,N,6,5
317,48,1,1,1,1,1,N,5,7
318,83,2,1,1,1,1,N,7,5
319,45,1,4,2,1,1,N,6,5
320,62,6,1,2,1,1,N,7,N
321,12,8,N,2,1,1,N,N,3
322,61,1,1,2,1,1,N,3,1
323,34,1,6,2,1,1,N,0,9
324,30,2,6,1,1,1,N,4,9
325,64,1,1,1,1,1,N,7,9
326,62,1,1,1,1,1,N,4,7
327,33,1,5,2,1,1,N,1,5
328,18,1,1,2,1,1,N,9,6
329,14,1,N,1,1,1,N,N,2
330,60,1,1,2,1,1,N,2,9
331,77,1,1,1,1,1,N,4,9
332,52,1,1,2,1,0,N,4,5
333,44,2,N,1,1,1,N,N,2
334,65,1,1,2,1,1,N,7,9
335,68,1,1,1,1,1,N,9,5
336,73,1,4,1,1,2,N,7,9
337,4,1,N,1,1,2,N,N,N
338,53,1,1,2,1,1,N,7,5
339,22,1,6,2,1,2,N,1,4
340,18,1,6,2,1,1,N,5,12
341,1,1,N,1,1,1,5,N,3
342,38,1,1,2,1,1,N,5,7
343,87,1,N,2,1,1,N,N,3
344,22,1,1,1,1,1,N,7,7
345,52,1,1,2,1,0,N,8,8
346,13,1,6,2,1,1,N,4,6
347,41,1,1,1,1,2,N,9,8
348,31,1,1,1,1,1,N,3,8
349,9,1,N,1,1,1,N,N,3
350,88,1,N,2,1,1,N,N,2
351,15,1,6,1,1,2,N,1,4
352,0,2,N,1,1,1,N,N,2
353,80,1,1,2,1,1,N,0,7
354,42,8,1,2,1,1,N,0,10
355,37,1,1,2,1,1,N,7,7
356,11,2,N,1,1,1,N,N,N
357,92,1,3,2,1,1,N,6,5
358,36,1,1,1,1,1,N,7,8
359,47,9,1,2,1,1,N,9,5
360,65,1,1,1,1,1,N,8,9
361,42,1,1,1,1,1,N,7,9
362,34,1,1,1,1,1,N,8,9
363,70,1,4,2,1,1,N,9,8
364,92,1,3,2,3,0,N,3,7
365,42,1,1,2,1,1,N,6,7
366,45,1,1,1,1,1,1,9,9
367,20,1,1,1,1,1,N,9,7
368,75,1,3,2,1,1,N,7,6
369,59,1,1,1,1,1,N,9,11
370,68,1,N,1,1,1,N,N,4
371,82,1,3,1,1,1,N,5,7
372,66,1,1,1,1,1,N,7,6
373,82,1,6,1,1,1,N,6,4
374,34,1,1,1,1,1,N,0,4
375,55,9,1,2,1,1,N,6,9
376,84,6,1,2,1,2,N,8,7
377,58,1,1,1,1,1,N,8,9
378,67,1,1,1,1,1,N,9,10
379,86,1,1,2,1,1,N,8,10
380,56,1,1,2,1,1,N,6,9
381,84,1,1,2,1,2,N,9,9
382,82,1,1,2,1,2,N,5,9
383,76,1,N,1,1,1,N,N,N
384,48,1,1,1,1,1,N,7,9
385,10,1,N,2,1,1,N,N,3
386,61,1,1,2,1,1,N,8,9
387,19,1,N,1,1,0,N,N,3
388,50,1,2,2,1,2,N,4,6
389,32,1,5,1,1,2,N,6,5
390,1,7,N,1,1,1,N,N,3
391,59,1,1,1,1,2,N,9,9
392,74,1,1,2,1,1,N,7,10
393,25,1,1,2,1,1,N,9,5
394,49,1,4,1,1,1,N,8,7
395,31,1,1,2,1,2,N,7,7
396,37,2,1,2,1,1,N,3,5
397,65,1,1,2,1,1,N,9,11
398,55,1,1,1,1,1,N,0,11
399,80,1,1,2,1,1,N,9,8
400,52,1,4,1,1,1,N,9,9
401,18,1,1,2,1,1,N,7,9
402,82,1,1,2,1,2,N,3,7
403,50,8,2,1,1,1,N,7,5
404,34,1,6,2,1,1,N,1,5
405,87,1,1,1,1,1,N,8,9
406,36,1,6,1,1,1,N,2,3
407,1,5,N,1,1,2,N,N,3
408,76,1,6,2,1,1,N,0,8
409,23,1,6,1,3,2,N,4,5
410,84,9,N,1,1,2,N,N,3
411,6,1,N,2,1,1,N,N,3
412,58,1,1,2,1,1,N,4,7
413,18,1,6,1,2,1,N,0,5
414,17,1,6,1,1,1,N,2,7
415,68,1,1,2,1,1,N,8,9
416,23,1,6,1,1,1,N,0,5
417,46,2,N,1,1,1,N,N,3
418,62,1,1,1,1,2,N,5,9
419,45,1,1,1,1,1,N,9,7
420,87,1,N,1,1,1,N,N,N
421,28,1,1,1,1,1,N,0,4
422,51,1,4,2,1,1,N,9,10
423,35,1,1,2,1,1,N,3,7
424,59,1,3,1,1,1,N,2,7
425,63,1,6,2,1,1,N,0,8
426,64,1,4,2,1,1,N,6,10
427,67,1,1,1,1,2,N,3,6
428,41,1,3,2,1,1,N,7,5
429,60,1,1,2,1,1,N,7,7
430,42,1,1,1,1,1,N,6,9
431,84,6,1,2,1,1,N,8,9
432,18,1,6,2,1,1,N,0,4
433,62,1,1,1,1,2,N,2,5
434,64,1,4,1,1,1,N,5,5
435,81,1,1,1,1,1,N,6,9
436,84,1,N,2,1,1,N,N,2
437,2,1,6,1,1,2,N,2,11
438,45,2,1,1,1,1,N,0,5
439,9,1,N,2,1,2,N,N,3
440,50,1,1,2,1,1,N,9,8
441,11,6,N,2,1,1,N,N,3
442,67,1,1,2,1,2,N,3,5
443,19,1,6,1,1,0,N,7,7
444,67,1,1,2,1,1,N,3,7
445,47,2,1,2,1,2,N,6,5
446,70,1,1,2,1,1,N,4,5
447,34,1,6,1,1,1,N,0,3
448,3,1,1,2,1,2,N,7,7
449,61,1,1,2,1,1,N,2,4
450,80,1,1,2,1,1,N,0,9
451,62,1,1,2,1,1,N,6,8
452,87,1,1,1,1,1,N,4,7
453,3,1,N,2,1,2,N,N,2
454,82,1,N,1,1,1,N,N,1
455,83,1,1,1,1,1,N,2,6
456,35,1,1,2,1,1,N,7,6
457,7,2,N,1,1,1,N,N,3
458,59,1,1,1,1,1,N,5,5
459,42,1,1,2,1,1,N,0,6
460,27,1,6,2,1,1,N,6,9
461,52,8,4,2,1,1,N,8,9
462,80,1,3,1,1,1,N,9,9
463,40,1,1,1,1,1,N,9,10
464,86,1,5,2,1,1,N,6,5
465,62,1,1,2,1,1,N,5,4
466,54,1,1,1,1,2,N,9,9
467,58,1,6,1,1,2,N,3,10
468,20,1,N,2,1,2,N,N,N
469,23,1,6,1,1,1,N,0,4
470,72,1,6,2,1,1,N,2,5
471,42,1,1,2,1,1,N,5,7
472,46,1,1,2,1,1,N,4,5
473,84,1,5,2,1,1,N,1,7
474,62,1,4,1,1,1,N,5,7
475,82,1,N,2,1,1,N,N,2
476,17,1,6,2,1,1,N,1,5
477,77,1,3,2,1,1,N,2,5
478,32,1,1,2,1,1,N,8,10
479,22,1,1,2,1,1,N,8,9
480,33,1,1,2,1,1,N,9,10
481,10,1,6,1,1,2,N,6,7
482,33,1,6,2,1,1,N,0,5
483,29,1,6,2,1,1,N,4,7
484,41,1,6,2,1,1,N,4,9
485,32,1,1,2,1,1,N,4,10
486,62,1,1,2,1,1,N,9,10
487,78,1,1,2,1,1,N,1,9
488,61,1,1,2,1,1,N,8,5
489,1,1,N,1,1,2,N,N,1
490,39,1,1,1,1,1,N,6,5
491,66,1,1,2,2,1,5,9,7
492,66,1,1,2,1,1,N,6,5
493,28,1,4,2,1,1,N,8,8
494,51,1,4,1,1,1,N,7,N
495,53,1,1,2,1,1,N,0,3
496,64,1,6,2,1,1,N,2,4
497,68,1,6,2,1,1,N,3,9
498,4,8,N,2,2,2,N,N,3
499,32,1,1,2,1,1,N,6,7
500,54,9,1,2,1,1,N,9,9
501,11,1,N,1,1,1,N,N,1
502,45,1,N,2,3,2,N,N,2
503,15,1,6,1,1,1,N,9,8
504,78,6,4,1,1,2,N,2,11
505,92,1,5,2,1,0,N,9,11
506,49,1,1,1,1,2,N,0,7
507,70,1,4,2,1,1,N,9,8
508,13,2,N,2,1,0,N,N,10
509,16,1,6,2,1,1,N,0,4
510,24,2,1,2,1,1,N,9,10
511,61,1,1,2,1,1,N,3,5
512,13,9,6,1,2,1,N,4,7
513,51,1,1,2,1,1,N,9,9
514,13,1,N,2,1,1,N,N,1
515,80,1,6,2,1,1,N,4,6
516,58,1,1,2,1,1,N,0,4
517,45,1,1,1,1,1,N,9,7
518,23,1,N,2,3,1,N,N,2
519,28,1,4,2,1,1,N,3,1
520,43,1,1,1,1,1,N,6,5
521,86,1,1,1,1,2,N,6,5
522,72,1,3,1,1,0,N,3,7
523,21,1,N,1,1,1,N,N,3
524,18,1,6,2,1,1,N,7,5
525,16,8,6,1,1,1,N,4,4
526,57,1,6,2,1,1,N,5,7
527,82,1,N,1,1,1,N,N,1
528,58,1,1,1,1,2,N,8,10
529,29,1,4,1,1,1,N,6,5
530,70,1,1,2,1,1,N,0,6
531,69,1,1,1,1,1,N,6,5
532,2,9,1,2,1,1,N,6,7
533,77,1,N,2,1,1,N,N,3
534,32,1,2,1,1,1,N,9,7
535,22,1,4,1,1,1,N,3,5
536,58,1,1,2,1,1,N,4,7
537,62,1,1,2,1,1,N,4,6
538,29,1,4,2,1,1,N,7,9
539,49,1,1,1,1,2,N,8,9
540,14,1,N,2,1,2,N,N,8
541,30,1,2,1,1,1,N,7,9
542,56,1,1,2,1,1,N,3,5
543,47,9,6,2,1,1,N,9,9
544,26,1,1,2,1,1,N,8,5
545,39,1,4,1,1,1,N,8,7
546,28,1,6,1,1,1,N,1,4
547,46,9,4,1,1,0,N,4,5
548,39,1,1,1,1,1,N,1,4
549,81,1,N,1,1,1,N,N,4
550,72,1,5,2,1,1,N,6,7
551,4,1,N,2,1,2,N,N,3
552,3,1,N,1,1,2,N,N,N
553,66,1,1,2,1,1,N,8,7
554,67,1,4,2,1,1,N,8,9
555,55,1,1,2,1,1,N,0,5
556,3,1,1,1,1,2,N,6,9
557,31,2,6,2,1,1,N,7,7
558,12,1,1,2,1,2,N,9,10
559,6,1,N,1,1,1,N,N,1
560,54,1,1,1,1,1,N,4,5
561,45,1,1,1,1,2,N,8,7
562,92,1,5,1,1,1,N,6,10
563,66,1,1,2,1,1,N,3,7
564,11,2,N,1,1,1,N,N,3
565,55,6,1,2,1,1,N,0,5
566,65,1,1,2,1,1,N,9,7
567,33,1,6,1,1,1,N,0,5
568,12,1,1,2,1,1,N,5,5
569,46,1,1,1,1,1,N,8,N
570,28,1,4,2,1,1,N,7,5
571,41,1,6,1,1,1,N,3,5
572,65,1,1,1,1,1,N,0,8
573,10,2,N,2,1,2,N,N,N
574,7,1,1,2,1,1,N,8,7
575,81,1,N,1,1,1,N,N,3
576,36,1,1,2,1,1,N,0,7
577,43,1,1,1,1,1,N,0,10
578,65,1,1,1,1,1,N,3,7
579,13,1,N,2,1,1,N,N,2
580,47,1,1,1,1,1,N,0,4
581,58,1,6,1,1,1,N,1,4
582,4,1,N,2,1,1,N,N,2
583,22,1,6,1,1,2,N,3,3
584,33,2,3,2,1,1,N,9,11
585,75,1,3,1,1,2,N,6,10
586,88,2,4,2,1,1,N,7,4
587,25,1,3,1,1,1,N,7,7
588,66,1,4,2,1,1,N,8,9
589,3,1,6,1,1,2,N,3,5
590,51,1,4,1,1,1,N,2,5
591,7,1,N,2,1,1,N,N,3
592,20,1,1,2,1,2,N,9,9
593,50,8,4,2,1,1,N,2,5
594,49,1,1,2,1,1,N,6,5
595,32,1,1,2,1,1,N,6,5
596,56,2,1,1,1,1,N,8,5
597,60,2,6,1,1,2,N,0,3
598,3,1,6,2,1,1,N,4,5
599,81,1,1,1,1,1,N,0,7
600,15,1,6,1,1,1,N,8,4
601,30,1,4,1,1,1,N,7,9
602,12,1,N,2,1,1,N,N,3
603,45,2,1,1,1,1,N,4,9
604,36,1,4,2,1,1,N,8,7
605,55,1,1,1,1,1,N,8,9
606,81,1,1,2,1,0,N,4,5
607,26,2,1,2,1,1,N,8,9
608,52,8,1,1,1,0,N,5,5
609,20,1,4,2,1,1,N,8,5
610,45,1,6,2,1,1,N,0,9
611,55,1,1,2,1,1,N,2,7
612,38,4,6,2,1,1,N,5,8
613,53,1,6,2,1,1,N,0,7
614,74,1,N,1,1,1,N,N,N
615,74,1,1,1,1,1,N,6,7
616,49,1,N,2,1,1,N,N,1
617,59,1,1,1,1,0,N,7,10
618,39,1,4,1,2,1,N,8,7
619,83,1,1,1,1,2,N,7,5
620,87,1,1,2,1,1,N,0,4
621,6,1,N,1,1,1,N,N,9
622,65,1,6,2,1,1,N,4,9
623,69,1,6,2,1,1,N,2,7
624,51,1,4,1,1,1,N,3,5
625,33,1,1,2,1,0,N,7,3
626,32,1,5,1,1,1,N,9,7
627,42,1,1,2,1,1,N,1,9
628,6,1,N,2,1,1,N,N,3
629,78,1,1,1,1,1,N,5,7
630,82,1,3,1,1,1,N,6,5
631,23,1,6,2,1,1,N,3,7
632,58,1,1,1,1,1,N,8,4
633,77,8,N,2,1,2,N,N,3
634,43,1,4,2,1,1,N,8,8
635,8,6,3,1,1,2,N,7,9
636,37,2,1,1,1,1,N,9,6
637,14,1,N,1,1,1,N,N,3
638,92,1,3,2,1,1,N,4,7
639,69,1,1,2,1,2,N,0,2
640,20,1,1,2,1,1,N,5,8
641,27,1,6,2,1,1,N,0,N
642,5,1,1,2,1,1,N,5,5
643,39,1,1,1,1,1,N,3,7
644,27,1,6,1,1,1,N,5,7
645,15,1,6,1,1,1,N,5,7
646,43,1,4,1,1,1,N,9,8
647,57,4,4,2,1,1,N,8,9
648,31,1,3,2,1,2,N,9,8
649,2,2,1,2,1,1,N,7,9
650,52,1,1,1,1,1,N,9,9
651,30,1,6,1,1,1,N,9,9
652,29,1,4,1,1,1,N,5,8
653,26,2,3,1,1,1,N,3,9
654,73,1,1,1,1,2,N,9,3
655,45,1,1,2,1,1,N,4,9
656,31,1,1,2,1,1,N,2,12
657,19,1,6,2,1,1,N,0,5
658,54,1,1,2,1,1,N,9,7
659,48,1,1,1,1,1,N,4,7
660,67,2,4,2,1,1,N,6,7
661,6,9,N,2,1,1,N,N,3
662,16,1,6,1,1,1,N,0,7
663,57,1,N,2,1,1,N,N,3
664,9,1,N,1,1,1,N,N,3
665,11,2,N,2,1,1,N,N,N
666,45,1,1,2,1,1,N,9,9
667,35,1,3,2,1,2,N,8,7
668,13,9,N,2,1,1,N,N,3
669,14,6,N,1,1,1,N,N,1
670,51,1,1,1,1,1,N,0,3
671,4,8,4,1,1,1,N,6,8
672,87,1,1,2,1,1,N,9,10
673,26,1,1,2,1,1,N,5,7
674,2,1,1,1,1,1,N,8,8
675,66,1,1,2,1,1,N,0,5
676,63,1,1,1,1,2,N,3,4
677,7,1,N,2,1,2,N,N,2
678,66,1,1,2,1,1,N,2,3
679,15,1,6,1,1,1,N,0,5
680,12,1,N,1,1,1,N,N,3
681,82,2,1,1,1,1,N,0,5
682,41,2,6,1,1,2,N,0,6
683,56,1,1,1,1,1,N,8,10
684,17,1,6,1,1,1,N,0,4
685,11,6,N,2,1,1,N,N,2
686,84,1,1,2,1,1,N,8,7
687,22,1,6,1,1,1,N,9,10
688,27,1,6,1,1,2,N,7,9
689,85,1,N,1,1,1,N,N,3
690,47,8,6,2,1,1,N,4,5
691,92,1,3,2,1,0,N,6,4
692,52,1,4,2,1,1,N,6,9
693,31,1,1,2,1,2,N,3,5
