,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
48,2,2,1,1,5,4,48-02101,75,0,2,391,2
49,1,N,1,1,N,0,48-02101,4,1,4,290,2
50,1,3,1,2,3,1,48-02102,74,0,3,340,2
51,1,1,1,1,9,0,48-02101,70,0,2,501,2
52,1,1,1,1,9,0,48-02516,59,0,2,501,2
53,1,1,1,1,7,0,48-02101,63,0,N,501,2
54,1,6,2,2,3,0,48-02102,18,0,3,213,2
55,2,1,1,2,9,4,48-02507,52,4,6,175,2
56,2,1,1,1,3,0,48-02510,57,0,5,249,2
57,1,6,1,1,8,1,48-02515,39,2,3,501,1
58,2,1,6,0,4,0,48-02102,43,3,5,N,2
59,1,1,1,2,3,4,48-02102,72,0,N,321,2
60,2,1,2,1,5,0,48-02101,51,0,N,501,2
61,1,6,1,1,3,0,48-02101,22,0,4,501,2
62,1,5,1,1,8,0,48-02102,44,0,3,486,2
63,2,1,1,1,5,0,48-02516,63,0,4,501,2
64,1,1,1,1,6,1,48-02515,64,0,4,501,2
65,1,1,1,2,4,0,48-02510,48,0,3,501,2
66,1,3,1,1,7,0,48-02515,70,0,2,468,2
67,2,6,1,1,3,0,48-02101,19,1,7,5,2
68,1,1,1,2,6,1,48-02101,49,0,4,87,2
69,1,1,1,1,8,0,48-02101,78,0,3,63,2
70,1,1,1,1,6,0,48-02515,38,11,3,238,2
71,1,1,1,1,5,1,48-02515,71,3,5,501,2
72,2,N,1,1,N,0,48-02516,5,3,5,294,2
73,1,N,1,1,N,0,48-02102,6,2,4,501,2
74,2,1,1,1,4,0,48-02516,36,0,2,501,2
75,2,1,1,1,9,4,48-02516,53,0,2,203,2
76,2,4,8,1,6,1,48-02515,64,0,2,413,2
77,1,4,1,1,7,0,48-02507,28,1,2,501,2
78,2,1,1,1,6,0,48-02510,43,1,3,501,2
79,2,1,1,1,8,0,48-02102,58,0,2,197,2
80,2,6,1,1,3,0,48-02101,25,0,2,148,2
81,2,N,1,1,N,2,48-02102,4,2,4,1,2
82,2,1,1,1,3,0,48-02101,43,0,3,501,2
83,1,5,1,1,7,0,48-02101,47,1,2,106,2
84,1,1,1,1,4,0,48-02102,31,2,4,121,2
85,1,1,1,1,5,0,48-02102,75,0,4,86,2
86,2,N,1,2,N,0,48-02515,6,1,3,145,2
87,1,N,1,1,N,0,48-02101,14,3,5,299,2
88,2,1,1,1,9,0,48-02507,61,0,N,501,2
89,2,4,1,1,7,0,48-02102,79,0,4,501,1
90,1,1,1,1,8,0,48-02102,65,0,4,489,2
91,1,1,1,1,3,0,48-02516,23,1,5,501,2
92,2,1,1,1,7,0,48-02102,50,2,5,247,2
93,2,1,1,1,6,0,48-02510,44,2,4,501,2
94,2,1,1,2,8,0,48-02101,51,0,3,501,2
95,1,1,1,1,1,0,48-02102,48,1,3,501,2
96,1,6,1,1,0,1,48-02101,15,2,3,245,2
97,2,1,2,1,3,0,48-02510,49,2,3,501,2
98,1,4,1,1,8,0,48-02101,52,0,3,501,2
99,1,4,1,1,9,0,48-02516,43,0,2,501,2
100,2,4,1,1,4,0,48-02510,81,0,2,501,2
101,1,4,1,1,7,1,48-02102,47,0,5,412,2
102,2,6,1,2,6,0,48-02507,50,0,2,346,2
103,1,1,2,2,0,4,48-02101,38,2,5,482,2
104,1,N,1,1,N,0,48-02510,10,1,5,419,2
105,2,3,1,1,3,0,48-02516,69,0,N,380,2
106,1,1,2,1,2,0,48-02510,62,1,3,292,2
107,1,N,1,1,N,0,48-02510,11,4,6,451,2
108,1,1,1,1,6,0,48-02102,43,2,4,501,1
109,1,4,9,1,2,0,48-02516,84,0,3,410,2
110,1,1,8,2,3,0,48-02102,58,0,4,136,2
111,1,1,1,1,0,4,48-02507,35,0,2,175,2
112,2,N,1,1,N,0,48-02516,13,2,6,300,2
113,2,2,1,1,8,1,48-02507,62,0,2,501,2
114,2,1,1,2,7,0,48-02101,46,N,N,501,2
115,2,1,8,1,0,0,48-02515,75,0,4,380,2
116,2,6,1,1,8,0,48-02101,30,2,4,295,2
117,2,N,2,1,N,0,48-02507,2,2,4,85,2
118,2,4,1,1,0,0,48-02102,62,0,5,501,2
119,2,N,2,1,N,0,48-02515,11,3,4,387,1
120,2,2,1,1,N,0,48-02102,8,5,7,284,2
121,1,6,1,2,0,0,48-02510,17,3,5,385,2
122,2,1,1,1,5,0,48-02102,56,0,N,501,2
123,1,N,1,1,N,0,48-02101,13,3,5,476,2
124,2,1,1,1,6,0,48-02515,63,0,6,341,2
125,1,1,1,2,9,0,48-02510,45,0,4,97,2
126,2,1,1,1,3,0,48-02516,32,2,4,440,2
127,1,1,1,1,5,1,48-02515,66,0,2,501,2
128,1,1,1,2,4,0,48-02507,62,0,3,228,2
129,1,1,6,1,8,1,48-02515,58,0,2,197,2
130,1,N,1,1,N,0,48-02507,12,2,5,115,2
131,2,6,2,2,0,0,48-02507,19,1,4,274,2
132,2,6,1,1,N,0,48-02507,34,1,5,431,2
133,2,1,1,2,3,0,48-02515,39,2,5,196,2
134,1,1,1,1,8,0,48-02102,65,0,4,501,2
135,1,4,1,1,2,1,48-02102,58,0,2,197,2
136,2,6,1,1,9,0,48-02510,61,0,2,228,2
137,2,1,1,1,3,0,48-02102,55,0,N,501,2
138,1,1,8,1,9,4,48-02102,32,2,5,210,2
139,2,1,1,2,5,0,48-02102,52,0,N,212,2
140,1,3,1,1,4,0,48-02507,92,0,2,316,2
141,2,6,1,0,4,0,48-02515,20,0,4,N,2
142,1,N,1,1,N,0,48-02102,4,3,5,147,2
143,1,4,1,1,9,0,48-02101,38,0,5,374,2
144,2,6,9,2,2,0,48-02515,18,1,3,252,2
145,2,1,1,1,9,1,48-02102,49,1,3,235,2
146,2,N,1,1,N,0,48-02510,9,2,7,40,2
147,1,1,1,1,8,0,48-02510,48,1,3,501,2
148,2,1,1,1,8,0,48-02507,63,0,3,501,2
149,1,1,1,1,9,0,48-02507,47,0,3,115,2
150,1,4,1,2,9,0,48-02507,52,0,3,501,2
151,1,1,1,1,6,0,48-02515,55,0,3,501,2
152,1,3,1,1,6,0,48-02101,67,0,3,501,2
153,2,6,1,1,0,0,48-02102,29,0,3,328,2
154,1,1,1,1,8,0,48-02101,72,0,2,450,2
155,2,3,1,1,0,1,48-02101,25,0,3,416,2
156,2,6,1,2,1,0,48-02507,19,0,2,205,2
157,2,6,2,2,4,1,48-02102,25,0,5,0,2
158,2,1,1,1,6,0,48-02101,29,1,4,501,2
159,1,1,1,1,5,0,48-02507,47,0,2,501,2
160,1,1,1,1,7,0,48-02102,49,1,2,501,2
161,1,1,1,2,3,0,48-02102,38,2,4,443,2
162,1,6,1,1,1,1,48-02101,17,3,5,290,2
163,2,1,1,1,8,0,48-02515,55,0,4,443,2
164,2,1,2,1,2,0,48-02101,62,0,N,501,2
165,2,6,1,1,3,0,48-02510,52,4,6,501,2
166,1,1,1,2,9,2,48-02507,60,1,6,183,2
167,2,4,6,1,3,0,48-02515,71,0,4,501,2
168,2,4,1,1,1,0,48-02516,78,0,4,324,2
169,1,6,2,1,8,0,48-02102,37,2,4,69,2
170,2,1,8,2,7,2,48-02515,42,N,N,24,2
171,1,1,2,0,8,0,48-02102,92,N,N,N,2
172,1,N,1,1,N,0,48-02507,14,3,6,501,1
173,1,4,1,1,6,0,48-02515,66,0,3,246,2
174,2,6,1,1,0,0,48-02102,17,1,4,253,2
175,1,1,1,1,3,0,48-02510,22,0,2,501,2
176,2,1,1,1,4,4,48-02516,43,0,2,469,2
177,2,6,1,1,0,0,48-02102,15,0,2,45,2
178,2,6,1,1,3,0,48-02101,72,0,3,501,2
179,1,N,2,1,N,0,48-02510,14,2,4,488,2
180,2,1,1,1,5,0,48-02515,29,0,4,409,2
181,1,1,1,1,4,0,48-02510,66,0,N,501,2
182,1,6,1,2,1,0,48-02101,15,2,6,501,2
183,2,1,1,1,4,0,48-02102,67,0,5,373,1
184,1,1,1,1,1,0,48-02510,43,3,7,162,2
185,2,4,1,1,9,1,48-02102,74,6,7,46,2
186,2,6,1,1,2,0,48-02510,17,11,13,287,2
187,2,1,1,2,8,0,48-02101,34,1,2,298,2
188,2,1,1,1,8,0,48-02510,43,0,N,501,2
189,2,1,5,2,6,0,48-02510,25,0,4,456,2
190,1,N,4,1,N,0,48-02507,5,7,5,253,2
191,2,N,1,2,N,0,48-02102,9,0,2,326,2
192,2,N,1,1,N,0,48-02102,9,1,3,412,2
193,2,6,1,2,8,0,48-02102,34,2,6,136,2
194,2,1,1,1,9,0,48-02102,54,0,3,501,2
195,1,N,1,1,N,0,48-02101,7,2,4,152,2
196,2,1,1,1,9,0,48-02507,47,1,4,486,2
197,2,1,1,1,6,0,48-02102,73,0,2,80,2
198,2,1,1,2,1,0,48-02507,59,0,5,501,2
199,2,1,1,1,8,0,48-02101,58,0,2,186,2
200,1,4,1,1,2,0,48-02510,62,0,2,501,2
201,1,N,1,2,N,0,48-02510,4,3,5,209,2
202,2,6,1,1,0,0,48-02507,25,1,4,151,2
203,2,1,1,1,9,0,48-02507,53,0,2,403,2
204,1,1,1,1,5,0,48-02510,65,0,8,501,2
205,2,1,1,1,0,1,48-02101,81,0,3,452,2
206,2,1,9,1,9,0,48-02516,61,0,N,501,2
207,2,1,1,1,7,0,48-02510,37,2,4,501,2
208,2,1,1,2,4,0,48-02510,61,0,N,249,2
209,2,1,1,1,8,1,48-02507,44,3,5,288,2
210,2,4,1,1,6,0,48-02515,58,0,4,501,2
211,2,1,1,1,6,0,48-02507,69,0,2,501,2
212,2,1,1,1,5,1,48-02515,67,0,2,501,2
213,2,1,1,1,4,0,48-02102,69,0,2,195,2
214,2,1,1,1,0,0,48-02507,32,1,4,228,2
215,1,1,1,1,8,0,48-02515,56,0,6,501,2
216,2,1,1,1,4,0,48-02102,57,0,N,143,2
217,1,1,1,1,7,1,48-02516,62,0,2,501,2
218,1,1,1,1,0,0,48-02101,51,0,2,229,2
219,2,1,1,1,3,0,48-02515,37,4,7,501,2
220,2,4,1,1,3,0,48-02101,50,0,4,501,2
221,2,2,1,2,5,1,48-02515,33,2,4,338,2
222,2,N,1,2,N,0,48-02101,4,1,3,476,2
223,2,1,1,1,4,0,48-02516,42,0,7,501,2
224,2,6,1,1,5,0,48-02516,32,1,5,228,2
225,2,1,9,1,9,0,48-02507,73,0,3,379,2
226,1,4,1,2,2,1,48-02516,75,0,3,135,2
227,1,1,1,1,6,0,48-02516,28,0,2,384,2
228,1,1,1,2,5,0,48-02515,80,0,2,42,2
229,1,N,1,2,N,2,48-02102,11,3,6,224,2
230,1,1,8,1,8,0,48-02507,48,3,5,113,2
231,2,1,2,1,0,0,48-02516,63,0,2,501,2
232,2,1,1,1,7,0,48-02510,73,0,N,501,2
233,1,6,1,1,8,1,48-02101,45,0,2,501,2
234,2,1,1,2,3,0,48-02515,36,2,6,211,2
235,2,6,2,1,8,0,48-02510,34,2,4,501,2
236,2,N,1,0,3,0,48-02510,5,3,6,474,2
237,2,6,1,1,6,0,48-02516,28,0,3,384,2
238,2,4,1,1,2,0,48-02510,47,1,3,501,2
239,2,6,3,1,1,0,48-02101,16,2,4,323,2
240,2,6,1,1,2,0,48-02510,18,0,2,15,2
241,2,1,1,2,6,0,48-02101,51,0,6,501,2
242,1,N,1,1,1,0,48-02510,53,0,3,126,2
243,2,6,1,2,1,0,48-02515,18,1,3,0,2
244,2,4,1,1,3,0,48-02507,24,0,2,497,1
245,2,1,9,1,9,0,48-02507,54,1,4,501,2
246,2,1,1,1,6,0,48-02510,47,1,3,501,2
247,2,6,1,2,2,0,48-02101,21,N,N,40,2
248,1,1,1,1,9,0,48-02101,64,0,3,200,2
249,1,4,6,1,7,0,48-02102,59,0,2,501,2
250,2,6,1,2,7,0,48-02102,32,2,4,210,2
251,2,6,1,1,5,0,48-02507,24,0,5,501,2
252,2,N,1,1,N,0,48-02516,6,3,5,501,2
253,2,1,1,2,6,1,48-02510,63,0,2,329,2
254,2,1,1,2,4,0,48-02510,81,0,2,482,2
255,1,N,1,1,N,0,48-02507,12,2,4,396,2
256,2,4,1,1,4,0,48-02516,51,0,3,172,2
257,1,6,9,1,9,0,48-02516,36,2,4,433,2
258,1,1,1,1,3,0,48-02102,61,0,2,269,2
259,1,1,1,1,7,0,48-02102,49,0,2,501,2
260,1,6,1,2,7,0,48-02510,20,1,5,22,1
261,2,1,1,1,7,0,48-02507,30,2,4,501,2
262,1,4,1,1,3,0,48-02516,69,0,2,501,2
263,2,N,1,2,N,0,48-02101,11,2,4,332,2
264,2,1,1,2,0,0,48-02516,37,1,2,436,2
265,2,1,1,1,7,0,48-02510,72,0,2,501,2
266,1,1,1,2,7,0,48-02102,38,1,5,292,2
267,1,1,1,1,8,0,48-02507,35,2,5,184,2
268,1,1,1,1,9,0,48-02101,64,0,2,270,2
269,1,6,1,1,9,0,48-02507,24,0,2,262,2
270,1,6,1,1,8,0,48-02507,61,0,3,47,2
271,1,1,1,2,9,0,48-02510,72,0,2,501,2
272,2,1,1,1,5,0,48-02516,74,0,2,260,2
273,2,4,3,1,5,0,48-02507,77,0,N,417,2
274,1,1,1,1,3,0,48-02516,39,4,5,304,2
275,2,3,1,1,0,0,48-02102,55,0,2,322,1
276,1,1,1,0,9,0,48-02515,42,1,3,N,2
277,1,1,1,1,5,0,48-02516,83,0,5,501,2
278,1,1,1,1,6,0,48-02101,34,0,2,280,2
279,2,4,1,1,9,0,48-02515,50,2,4,404,2
280,2,1,2,1,2,0,48-02102,83,0,4,467,2
281,1,6,1,1,8,0,48-02516,37,3,7,501,2
282,1,4,1,1,9,0,48-02516,59,2,4,501,2
283,2,3,1,1,9,0,48-02510,51,1,3,501,2
284,2,6,1,2,2,1,48-02101,22,0,2,226,2
285,1,1,2,1,5,0,48-02102,69,0,4,344,2
286,2,1,1,1,5,1,48-02516,54,0,2,160,2
287,1,N,1,1,N,0,48-02102,10,3,5,501,2
288,1,1,1,1,5,0,48-02102,38,2,4,498,2
289,1,N,1,1,N,0,48-02102,10,0,2,374,2
290,2,6,1,1,2,0,48-02102,28,0,2,281,2
291,1,1,1,2,3,0,48-02102,25,0,4,302,2
292,2,6,1,1,5,1,48-02510,70,0,2,501,2
293,2,3,1,1,7,1,48-02101,25,0,N,73,2
294,1,1,6,1,7,0,48-02515,47,0,N,501,2
295,1,1,1,2,9,0,48-02507,86,0,5,206,2
296,1,1,1,1,8,0,48-02516,63,0,2,501,2
297,2,6,1,1,5,0,48-02510,31,0,N,409,2
298,2,1,1,1,6,0,48-02516,43,6,8,501,2
299,2,1,1,1,3,0,48-02101,24,0,3,450,2
300,1,4,8,1,5,0,48-02510,32,0,N,501,2
301,1,1,1,1,9,0,48-02510,49,0,5,501,2
302,2,3,1,1,3,0,48-02507,53,0,7,501,2
303,2,1,1,2,4,1,48-02102,62,0,3,272,2
304,2,1,1,1,8,0,48-02102,36,1,4,397,2
305,1,1,1,1,2,0,48-02510,40,1,5,232,2
306,2,6,8,1,2,0,48-02515,18,0,N,336,2
307,1,N,1,1,N,0,48-02515,8,3,5,257,2
308,2,1,1,1,5,0,48-02516,36,2,3,493,2
309,2,6,6,1,0,0,48-02516,15,2,5,469,2
310,1,1,1,1,4,0,48-02516,85,2,4,501,2
311,2,1,1,1,4,0,48-02507,64,0,2,501,2
312,2,6,2,2,7,0,48-02507,31,0,N,24,2
313,1,4,1,2,4,0,48-02102,74,0,N,157,2
314,2,6,2,1,0,0,48-02507,15,2,3,375,2
315,2,6,1,1,7,0,48-02507,66,0,N,501,2
316,2,1,1,1,0,0,48-02510,32,0,2,501,2
317,2,1,1,1,5,0,48-02507,88,4,8,109,2
318,2,1,1,1,8,0,48-02101,48,0,7,73,1
319,2,6,1,2,1,0,48-02507,42,1,3,328,2
320,2,4,1,1,8,0,48-02507,54,1,3,236,2
321,1,1,1,1,7,0,48-02102,37,2,5,167,2
322,2,1,1,1,2,0,48-02516,87,0,2,436,2
323,1,6,1,0,5,1,48-02515,21,3,6,N,2
324,1,1,1,1,5,1,48-02516,53,0,2,313,2
325,2,1,1,1,5,0,48-02515,72,0,2,501,2
326,2,1,1,1,5,0,48-02515,69,0,2,226,2
327,1,6,1,1,7,0,48-02515,30,0,4,501,2
328,1,N,1,1,N,0,48-02101,11,1,3,501,2
329,1,1,1,1,3,2,48-02516,70,0,2,501,2
330,2,6,1,2,2,0,48-02102,22,1,3,72,2
331,1,3,1,1,6,0,48-02507,76,2,3,426,2
332,1,N,6,1,N,0,48-02102,4,2,4,155,2
333,1,1,1,1,4,0,48-02102,30,0,2,501,2
334,2,1,1,0,3,0,48-02515,71,0,3,N,2
335,2,N,1,1,N,0,48-02516,5,2,4,419,2
336,2,N,1,1,N,0,48-02510,6,2,4,501,2
337,1,1,1,2,8,0,48-02102,53,0,2,21,2
338,2,N,1,1,N,0,48-02510,12,0,2,501,2
339,1,N,1,1,N,0,48-02101,9,3,4,382,2
340,1,6,1,1,5,0,48-02515,40,N,N,109,2
341,1,N,1,1,N,0,48-02507,13,2,5,309,2
342,1,6,1,1,3,0,48-02515,22,N,N,333,2
343,1,6,1,1,9,0,48-02507,67,0,2,501,2
344,2,1,1,1,9,1,48-02510,31,3,5,263,2
345,2,1,1,1,0,0,48-02510,48,0,6,501,2
346,2,N,1,1,N,0,48-02510,10,0,2,321,2
347,1,4,3,2,0,0,48-02515,63,0,2,229,2
348,1,6,1,2,3,0,48-02101,24,0,N,332,1
349,2,6,2,1,5,0,48-02101,73,0,2,208,2
350,2,3,9,0,3,1,48-02102,92,0,N,N,2
351,1,N,1,0,N,0,48-02510,13,4,6,N,2
352,1,N,1,1,N,0,48-02507,2,1,3,326,2
353,2,6,1,1,0,0,48-02101,18,0,3,373,2
354,2,1,1,1,9,0,48-02510,57,0,2,501,2
355,2,N,1,2,N,1,48-02101,7,0,2,182,2
356,2,6,1,0,3,0,48-02510,77,0,2,210,2
357,2,1,2,1,6,0,48-02102,39,2,4,444,2
358,2,6,1,1,7,1,48-02515,27,0,2,245,2
359,2,1,1,1,2,4,48-02515,58,0,3,435,2
360,2,6,1,1,5,0,48-02101,38,0,2,182,2
361,2,4,1,1,6,0,48-02515,59,0,6,501,2
362,2,N,1,1,N,0,48-02102,3,4,4,378,2
363,2,1,1,2,7,0,48-02101,32,2,3,58,2
364,1,1,2,2,8,0,48-02516,29,0,4,326,2
365,2,1,1,1,2,0,48-02516,61,0,N,501,2
366,2,N,1,1,N,1,48-02507,2,2,4,262,2
367,2,6,1,2,3,0,48-02516,19,1,3,192,2
368,1,6,1,1,0,0,48-02102,26,0,7,501,2
369,2,1,1,1,9,1,48-02510,59,0,4,501,2
370,2,1,1,1,8,0,48-02101,32,0,2,429,2
371,1,6,1,0,7,0,48-02101,66,0,2,N,2
372,1,2,1,1,7,0,48-02101,64,0,N,501,2
373,1,1,1,2,9,0,48-02510,42,3,4,88,2
374,1,1,1,1,4,0,48-02507,76,0,2,501,2
375,2,6,1,1,3,0,48-02101,24,0,N,501,2
376,2,6,1,1,5,0,48-02101,39,0,2,483,2
377,1,N,2,1,N,1,48-02101,10,4,6,0,2
378,2,4,8,0,9,1,48-02102,60,0,3,N,2
379,1,1,1,1,4,0,48-02101,66,0,2,501,2
380,2,6,1,1,5,1,48-02510,58,0,3,245,2
381,2,1,1,1,0,0,48-02102,37,3,8,75,2
382,2,1,1,2,9,0,48-02516,36,2,4,353,2
383,1,4,1,1,7,0,48-02516,55,0,3,501,2
384,1,6,1,1,2,0,48-02102,32,0,5,501,2
385,2,4,1,2,8,4,48-02101,47,4,6,191,2
386,1,1,2,1,0,0,48-02516,58,0,2,323,2
387,2,3,1,2,1,4,48-02101,82,0,N,248,2
388,1,1,1,1,7,0,48-02510,49,0,2,409,2
389,2,N,9,1,N,0,48-02510,12,4,6,295,2
390,1,6,1,1,4,0,48-02515,69,0,2,501,2
391,1,1,1,1,6,0,48-02510,73,0,2,501,2
392,1,6,1,1,7,1,48-02101,23,0,N,331,2
393,1,N,1,1,N,0,48-02507,9,0,2,382,2
394,1,6,1,1,4,4,48-02102,18,1,2,501,2
395,2,1,2,1,3,0,48-02507,62,0,4,311,2
396,2,1,1,1,3,0,48-02101,77,0,2,317,2
397,2,1,1,1,1,0,48-02507,28,0,2,501,2
398,1,N,1,1,N,0,48-02515,4,2,4,323,2
399,1,1,1,1,5,0,48-02102,62,0,N,241,2
400,2,N,1,2,N,0,48-02515,5,2,3,322,2
401,2,1,1,1,8,0,48-02101,61,0,4,501,2
402,1,1,1,1,6,1,48-02507,62,0,3,501,2
403,1,4,1,1,0,0,48-02507,44,0,N,501,2
404,2,N,1,1,N,0,48-02101,1,1,4,501,2
405,1,1,1,1,5,1,48-02510,42,1,3,501,2
406,2,N,1,1,N,1,48-02510,9,3,4,292,2
407,2,1,9,1,2,0,48-02510,54,0,2,501,2
408,2,6,1,1,6,0,48-02101,55,0,N,501,2
409,1,1,1,2,4,0,48-02101,42,2,4,275,2
410,1,1,1,2,9,0,48-02101,71,0,2,496,1
411,1,1,1,1,6,0,48-02101,51,2,3,501,2
412,2,6,1,2,3,0,48-02515,20,2,4,378,2
413,1,3,1,1,9,1,48-02515,65,0,2,501,2
414,2,4,6,2,0,0,48-02101,58,0,4,95,2
415,2,6,1,1,1,0,48-02516,19,2,4,501,2
416,1,4,1,1,0,0,48-02102,42,2,6,501,2
417,1,3,2,1,4,0,48-02102,86,0,2,347,2
418,1,1,1,1,8,0,48-02102,44,2,3,151,2
419,1,N,1,1,N,0,48-02507,3,4,6,45,2
420,2,3,1,2,3,1,48-02510,63,0,2,171,2
421,2,1,1,1,7,0,48-02101,51,2,4,501,2
422,2,N,1,1,N,0,48-02516,3,2,4,469,2
423,2,4,1,1,5,0,48-02101,65,0,N,476,2
424,2,6,1,1,6,0,48-02515,39,3,7,118,2
425,1,N,1,2,N,0,48-02102,12,4,6,354,2
426,2,1,1,1,8,0,48-02507,67,0,5,501,2
427,2,6,6,1,2,0,48-02507,20,1,5,499,2
428,1,1,1,1,7,0,48-02102,46,2,4,501,2
429,1,1,1,1,8,0,48-02102,66,0,2,501,2
430,1,6,1,1,2,0,48-02515,21,0,4,501,2
431,1,N,1,1,N,0,48-02102,9,2,5,501,2
432,2,1,1,1,5,0,48-02515,72,0,N,501,2
433,2,1,1,2,6,0,48-02102,63,0,2,43,2
434,2,1,2,0,2,0,48-02101,85,2,5,N,2
435,1,4,1,1,8,0,48-02101,62,0,3,128,2
436,2,6,1,2,4,1,48-02101,48,1,5,251,2
437,2,6,8,2,0,0,48-02507,15,4,6,99,2
438,1,N,1,1,N,0,48-02515,6,2,4,241,2
439,1,1,1,1,5,0,48-02510,61,0,4,501,2
440,2,1,1,1,0,0,48-02510,33,N,N,501,2
441,2,1,1,2,6,0,48-02516,66,0,2,501,2
442,2,N,1,1,5,1,48-02507,69,0,3,280,2
443,2,1,2,1,2,0,48-02507,42,0,3,296,2
444,1,1,1,1,8,0,48-02102,34,0,5,501,2
445,2,1,1,1,0,0,48-02510,54,1,5,501,2
446,2,6,1,1,5,0,48-02515,23,2,3,501,2
447,2,1,1,1,7,0,48-02510,39,0,N,501,2
448,1,N,2,1,N,0,48-02507,12,N,N,220,2
449,1,1,1,1,0,0,48-02101,24,0,3,383,2
450,1,1,1,1,9,0,48-02515,56,0,N,501,2
451,1,N,2,2,N,0,48-02515,0,3,5,95,2
452,2,1,1,1,2,1,48-02102,69,0,3,501,2
453,2,1,1,1,8,0,48-02507,39,N,N,6,2
454,2,6,1,1,6,0,48-02507,34,1,2,501,1
455,2,1,1,1,8,0,48-02510,60,0,N,501,2
456,1,1,1,1,0,0,48-02102,36,0,2,353,2
457,1,1,1,2,0,0,48-02102,42,N,N,267,2
458,2,1,1,1,4,0,48-02510,66,0,2,501,2
459,2,1,1,1,5,0,48-02102,49,N,N,501,2
460,1,1,1,1,9,0,48-02507,64,0,2,501,2
461,1,4,1,0,2,0,48-02510,31,3,6,N,2
462,2,6,1,1,3,1,48-02102,48,0,2,501,2
463,1,1,1,1,6,1,48-02101,73,0,2,128,2
464,2,1,1,1,9,0,48-02102,55,0,2,501,2
465,1,1,1,1,6,0,48-02102,25,0,3,501,2
466,2,6,1,1,5,0,48-02101,28,0,2,318,2
467,1,4,8,1,0,0,48-02515,40,N,N,420,2
468,2,4,1,1,0,0,48-02101,39,0,2,501,2
469,1,6,1,1,9,0,48-02515,43,0,2,501,2
470,1,1,1,1,8,1,48-02515,50,0,2,238,2
471,2,6,1,2,7,1,48-02516,37,1,3,419,2
472,1,1,1,1,4,0,48-02507,73,0,2,306,2
473,1,3,1,1,5,0,48-02516,71,0,2,451,2
474,1,1,1,1,5,1,48-02101,44,2,4,379,2
475,1,1,1,1,0,0,48-02101,62,0,6,501,2
476,1,6,1,1,9,0,48-02102,19,1,5,501,2
477,2,N,6,1,N,0,48-02516,5,2,3,466,2
