,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
19,21,2,2,2,2,N,5,0,1,4971,10,6,0,N,2,327.0,6,99,26-02702,103,1,2,76,30,1,2,2,2,N,1,7690,0,N,8000.0,2,60,164,487,46.666666666666664
20,23,2,2,2,2,N,7,0,1,9920,14,6,0,3,1,11948.0,3,101,38-00100,75,3,2,50,28,2,2,2,2,N,1,8590,3,4,16000.0,3,62,30,29,46.666666666666664
21,6,2,2,2,2,N,8,0,1,N,N,1,0,3,1,337843.0,6,501,17-03529,12,1,2,87,39,2,2,2,2,N,1,N,3,5,0.0,0,501,48,48,53.333333333333336
22,2,2,2,2,2,N,6,0,1,N,N,1,0,2,1,58434.0,N,501,01-01301,51,2,1,43,72,2,1,2,2,5,1,N,0,3,14400.0,3,247,33,42,40.0
23,21,2,2,2,2,N,4,0,1,170,6,6,0,2,1,220988.0,4,141,17-03531,83,2,2,52,18,2,2,2,2,N,1,4971,0,4,9000.0,2,373,114,81,46.666666666666664
24,79,2,2,2,2,N,9,0,1,170,15,4,0,2,1,34218.0,6,86,51-51255,21,1,2,123,37,2,2,2,2,N,1,9170,0,N,60000.0,7,452,69,69,46.666666666666664
25,33,2,2,2,2,N,9,0,2,7071,11,6,0,N,1,88539.0,4,N,06-08507,48,1,2,0,67,2,2,2,2,N,1,7870,0,N,54880.0,6,452,47,47,46.666666666666664
26,46,2,2,2,2,N,10,0,1,N,N,3,4,3,1,N,N,140,51-01301,122,1,2,201,80,1,2,2,2,N,1,N,0,N,87600.0,8,501,240,240,40.0
27,29,2,2,2,2,N,7,0,1,7270,6,6,0,2,1,9048.0,5,154,06-07502,91,1,2,97,55,2,2,2,2,N,1,5295,0,N,60000.0,7,456,67,67,46.666666666666664
28,60,2,2,2,2,N,8,0,1,9470,10,6,0,N,1,63765.0,7,400,29-01901,78,2,1,115,42,2,2,2,2,N,1,7770,0,N,1000.0,1,7,401,401,53.333333333333336
29,77,2,2,2,2,N,6,0,1,N,N,4,0,3,1,12543.0,3,138,17-03529,25,2,2,17,94,1,2,1,2,N,1,N,0,2,30000.0,5,501,67,51,40.0
30,20,2,2,2,2,N,4,0,3,N,N,6,N,N,0,-53.0,0,N,13-04600,28,1,1,0,16,2,2,2,2,N,2,N,N,N,0.0,0,N,118,0,73.33333333333333
31,30,2,2,2,2,N,7,0,3,7460,9,6,0,3,1,8088.0,2,101,13-04600,77,2,2,213,57,2,2,2,2,N,1,6870,0,N,62000.0,7,472,26,26,40.0
32,35,2,2,2,2,N,5,0,1,7071,10,6,0,N,2,11472.0,6,148,24-01004,24,1,2,112,37,2,2,2,1,N,1,7280,0,N,40000.0,5,304,91,91,46.666666666666664
33,2,2,2,N,N,N,N,0,1,N,N,N,1,3,2,N,N,333,06-07502,97,6,1,53,2,2,2,N,N,N,1,N,1,3,N,N,501,62,56,80.0
34,26,2,2,2,2,N,5,0,1,8090,7,6,0,N,2,3606.0,1,295,01-01301,195,2,1,107,51,2,2,1,2,N,1,6190,0,2,5000.0,2,154,138,132,40.0
35,7,2,2,1,1,N,4,0,1,N,N,4,0,7,2,12193.0,3,209,19-01700,105,2,1,26,85,1,2,1,2,N,1,N,0,N,18400.0,3,151,70,70,46.666666666666664
36,19,2,2,2,2,N,7,0,1,N,6,6,0,7,1,8203.0,2,477,13-04600,137,2,1,66,63,2,2,2,2,N,1,5090,0,5,25000.0,4,176,60,60,46.666666666666664
37,58,2,2,2,2,N,7,0,1,8270,4,6,0,3,1,597.0,0,188,06-08507,16,1,1,52,34,2,2,2,2,N,1,2880,0,3,14000.0,3,501,68,54,53.333333333333336
38,85,2,2,2,2,N,5,1,1,7870,14,6,N,N,2,6814.0,1,67,32-00405,139,3,2,0,20,2,2,2,2,N,1,8660,0,2,15100.0,3,423,98,81,40.0
39,23,2,2,1,2,N,8,0,1,N,N,6,0,N,2,27320.0,2,478,24-01004,183,1,2,61,52,2,2,1,2,N,1,N,0,N,29200.0,4,221,71,72,60.0
40,51,2,2,2,2,N,9,0,1,8180,10,6,1,N,2,9044.0,9,367,28-01100,76,2,2,78,43,2,2,2,2,N,1,7690,3,4,19800.0,5,76,112,112,40.0
41,46,2,2,N,1,N,12,0,1,N,N,1,1,4,2,58669.0,N,201,08-00803,285,1,1,290,71,2,2,2,2,N,1,N,0,2,0.0,0,63,62,58,33.33333333333333
42,18,2,2,2,2,N,5,0,1,7380,9,6,0,N,2,29772.0,1,57,17-03529,196,1,2,99,21,2,2,2,2,N,1,7071,0,N,4000.0,1,30,51,40,60.0
43,28,2,2,1,2,N,7,0,1,7870,6,6,0,N,1,5574.0,3,131,29-01901,52,1,2,76,27,2,2,2,2,N,1,5391,0,3,8600.0,2,501,62,56,40.0
44,75,2,2,2,2,N,10,0,1,7580,10,1,0,3,1,142594.0,8,501,29-01901,122,1,2,65,47,2,2,2,2,N,1,7370,2,4,150000.0,9,501,86,101,46.666666666666664
45,8,2,2,1,2,N,7,0,1,N,N,1,0,N,2,34176.0,4,501,32-00405,68,1,2,61,54,2,2,2,2,N,1,N,0,2,0.0,0,0,206,199,46.666666666666664
46,72,2,2,2,2,N,5,0,1,6991,6,6,0,2,2,24348.0,1,75,36-03710,70,2,2,86,24,2,2,2,2,N,1,5080,0,N,12000.0,3,91,110,60,46.666666666666664
47,57,2,2,2,2,N,8,0,1,9570,16,4,3,4,1,8714.0,7,477,38-00100,90,1,2,214,56,2,1,2,2,N,1,9480,0,2,410000.0,9,501,9,9,33.33333333333333
48,40,2,2,N,N,N,N,0,1,N,N,N,3,7,2,N,N,151,24-01004,127,2,2,427,0,2,2,N,N,N,1,N,1,3,N,N,497,90,114,60.0
49,75,1,2,1,1,N,7,0,1,9370,15,1,0,2,1,32707.0,4,183,32-00405,22,1,2,90,39,2,2,2,2,N,1,9180,0,2,45000.0,6,501,57,56,33.33333333333333
50,79,1,2,1,2,N,9,0,1,N,N,3,0,2,1,27315.0,4,103,51-51255,24,2,2,69,94,2,2,2,2,N,1,N,0,N,10800.0,2,89,36,35,40.0
51,45,2,2,2,2,N,5,0,1,7280,10,6,0,N,1,96297.0,1,501,28-01100,123,1,1,42,19,2,2,2,2,N,1,7380,0,N,6000.0,2,45,127,62,53.333333333333336
52,95,2,2,2,2,N,7,0,1,N,N,6,0,2,2,4548.0,3,88,06-07502,104,2,2,34,56,2,2,2,2,N,1,N,0,2,16000.0,3,147,320,319,66.66666666666666
53,62,2,2,2,1,N,1,0,1,N,N,4,0,2,1,57607.0,1,68,40-00200,175,1,1,266,65,2,2,2,2,N,1,N,0,N,6000.0,2,49,22,18,46.666666666666664
54,75,2,1,1,1,N,10,0,1,N,N,4,0,2,1,8122.0,4,62,28-01100,76,1,1,58,77,2,2,2,2,N,1,N,0,N,61900.0,8,501,62,62,33.33333333333333
55,5,2,2,2,2,N,8,0,1,5080,16,1,0,2,1,158177.0,9,501,08-00803,141,1,2,65,44,2,2,2,2,N,1,9370,3,6,60000.0,7,459,49,49,40.0
56,44,1,1,1,1,N,7,0,1,N,N,4,0,2,1,13298.0,2,501,24-01004,39,1,2,154,63,2,2,2,2,N,1,N,0,5,21600.0,3,100,75,75,26.666666666666668
57,11,2,2,2,2,N,1,0,1,N,N,N,3,2,1,N,N,100,38-00100,52,9,1,244,3,2,2,N,N,N,1,N,2,4,N,N,101,17,56,46.666666666666664
58,47,2,2,2,2,N,5,0,1,8090,16,1,0,5,1,92920.0,2,167,51-51255,121,1,1,109,77,2,2,2,2,N,1,9590,0,2,14100.0,3,102,75,75,46.666666666666664
59,76,2,2,2,2,N,7,0,1,N,15,3,N,N,1,31599.0,2,182,29-01901,64,2,2,115,64,2,2,2,2,N,1,9290,0,N,58700.0,8,445,185,186,46.666666666666664
60,7,2,2,2,2,N,10,0,1,N,N,4,3,4,1,58171.0,N,501,51-01301,86,1,1,107,66,2,2,2,2,N,1,N,0,N,261000.0,9,501,68,60,53.333333333333336
61,15,2,2,2,2,N,10,0,1,8470,10,1,0,3,1,76481.0,9,477,29-01901,46,2,1,41,57,2,2,2,2,N,1,7780,0,2,180000.0,9,501,102,119,53.333333333333336
62,55,2,2,2,2,N,10,0,1,9160,7,1,1,2,1,185683.0,9,501,38-00100,108,1,1,49,72,2,2,2,2,N,1,6370,0,2,67600.0,8,501,25,24,53.333333333333336
63,25,2,2,2,2,N,7,0,1,8980,12,6,0,7,1,9498.0,1,349,06-07502,249,1,1,152,21,2,2,2,2,N,1,8090,0,N,50000.0,6,381,36,36,46.666666666666664
64,30,2,2,2,2,N,7,0,2,4670,15,6,N,N,0,484.0,0,N,13-04600,84,2,1,0,42,2,2,1,2,N,2,8770,N,N,19200.0,4,N,67,0,60.0
65,76,2,2,2,2,N,10,0,1,N,N,6,0,N,2,37326.0,9,501,17-03529,53,2,1,64,64,2,2,2,1,N,1,N,0,N,13900.0,3,105,163,164,53.333333333333336
66,21,2,2,1,2,N,8,0,1,8770,10,1,0,2,1,140830.0,8,501,06-08507,98,1,2,122,39,2,2,2,2,N,1,7380,2,4,4000.0,2,501,47,58,40.0
67,55,2,2,2,2,N,8,0,1,8191,10,1,3,4,1,36032.0,9,303,30-00600,52,1,1,25,54,2,2,2,2,N,1,7790,0,2,60000.0,8,501,18,16,40.0
68,21,2,2,2,1,N,5,0,1,8680,6,6,0,N,1,32344.0,8,150,06-08507,52,6,1,90,34,2,2,2,2,N,1,5070,0,3,25500.0,4,501,162,119,40.0
69,27,2,2,2,2,N,10,0,1,7580,9,6,0,2,1,32864.0,5,501,51-01301,24,1,1,10,36,2,2,2,2,N,1,7190,0,N,135000.0,9,501,60,60,53.333333333333336
70,60,2,2,2,2,N,5,0,1,8180,6,6,0,4,2,85363.0,8,323,30-00600,191,1,1,60,19,2,2,2,1,N,1,5381,1,4,4700.0,1,317,64,52,40.0
71,26,2,2,2,2,N,10,0,1,N,N,1,0,N,2,139176.0,0,198,17-03529,102,6,2,66,64,2,2,2,2,N,1,N,0,2,22000.0,4,501,48,49,53.333333333333336
72,74,2,2,2,2,N,10,0,1,N,15,1,0,2,1,369428.0,9,501,28-01100,35,1,2,58,67,2,2,2,2,N,1,9160,0,2,342300.0,9,501,76,76,66.66666666666666
73,16,2,2,2,2,N,3,0,1,N,N,N,3,7,2,N,N,176,36-04010,95,6,2,161,14,2,2,2,2,N,1,N,1,2,N,N,130,149,197,60.0
74,2,2,2,2,2,N,5,0,1,7460,6,6,0,N,2,33909.0,1,65,01-01301,71,2,1,405,26,2,2,2,2,N,1,5391,0,2,0.0,0,60,380,203,46.666666666666664
75,44,2,2,2,2,N,5,0,1,7071,6,1,0,2,1,27469.0,4,156,28-01100,68,2,2,64,53,2,2,2,2,N,1,4971,0,6,36000.0,7,357,121,112,46.666666666666664
76,28,2,2,2,2,N,5,0,1,7860,16,1,0,5,1,35694.0,9,501,30-00600,200,1,1,88,43,2,2,2,2,N,1,9470,2,4,100000.0,9,390,68,69,46.666666666666664
77,6,2,2,2,1,N,9,0,1,6870,13,1,5,4,1,166213.0,9,321,19-01700,103,1,2,164,49,2,2,2,2,N,1,8370,2,4,64000.0,8,300,59,51,40.0
78,5,2,2,2,2,N,9,0,1,N,N,2,3,N,1,191.0,0,N,06-07502,63,1,1,55,68,2,2,2,2,N,1,N,0,N,24000.0,4,197,120,120,53.333333333333336
79,59,2,2,2,1,N,7,0,1,7870,9,6,N,N,2,9147.0,5,170,19-01700,138,1,2,156,26,2,2,2,2,N,1,6991,0,N,31000.0,5,237,192,192,46.666666666666664
80,6,2,2,2,2,N,3,0,1,N,N,6,0,2,2,N,N,216,36-04010,54,2,1,122,15,2,2,2,2,N,1,N,0,6,0.0,0,329,108,90,53.333333333333336
81,62,2,2,1,2,N,10,0,1,8770,10,6,0,2,1,85300.0,5,501,06-07502,51,1,1,55,65,2,2,2,2,N,1,7290,0,N,84500.0,8,501,91,91,46.666666666666664
82,19,2,2,2,2,N,7,0,3,8191,14,4,N,N,0,31.0,1,N,13-04600,27,1,1,0,60,1,2,1,1,N,2,8680,N,N,6500.0,2,N,60,0,40.0
83,65,2,2,2,2,N,5,0,1,8170,10,6,0,3,2,10787.0,2,28,17-03529,106,1,2,110,19,2,2,2,2,N,1,7370,0,N,4600.0,1,35,71,56,46.666666666666664
84,62,2,2,2,2,N,10,0,1,8570,10,4,0,N,1,160327.0,9,501,13-04600,30,1,2,62,37,2,2,2,2,N,1,7280,0,N,78000.0,8,501,54,53,60.0
85,1,2,2,1,1,N,10,0,1,5391,8,6,0,N,2,38755.0,6,501,24-01004,145,1,1,54,35,2,2,2,2,N,1,6770,0,N,75000.0,7,501,57,57,46.666666666666664
86,76,2,1,1,2,N,5,0,1,N,N,6,0,N,0,7712.0,2,350,40-00200,62,2,1,49,48,2,2,2,2,N,3,N,N,N,8500.0,2,64,12,0,40.0
87,75,2,2,2,2,N,9,0,1,7390,12,4,0,N,1,190549.0,9,501,51-51255,112,1,1,63,54,2,2,2,2,N,1,8191,0,N,94000.0,8,501,118,118,60.0
88,44,2,2,2,2,N,N,0,1,N,N,N,0,2,2,N,N,172,51-01301,75,2,2,55,2,2,2,N,N,N,1,N,2,4,N,N,112,213,354,46.666666666666664
89,28,2,2,2,2,N,7,0,1,7270,6,4,0,3,1,39491.0,3,369,13-04600,70,2,2,64,53,2,2,2,2,N,1,4670,0,5,23000.0,4,352,94,43,46.666666666666664
90,70,2,2,2,2,N,9,0,1,9170,12,1,0,3,2,31294.0,4,67,17-03529,118,2,2,43,30,2,2,2,2,N,1,8191,1,3,0.0,0,121,99,91,46.666666666666664
91,21,2,2,2,2,N,7,0,1,7860,10,1,0,6,2,6982.0,6,102,19-01700,209,1,2,13,35,2,2,2,2,N,1,7690,1,3,23000.0,4,249,68,46,40.0
92,74,2,2,2,2,N,10,0,1,N,12,3,0,N,1,12836.0,4,501,17-03529,63,2,2,88,72,2,2,2,2,N,1,8191,0,2,238000.0,9,501,36,36,53.333333333333336
93,74,2,2,2,2,N,7,0,1,8470,10,6,0,N,1,32309.0,5,113,36-03710,45,2,2,70,29,2,2,1,2,N,1,7680,0,N,20000.0,4,152,186,185,46.666666666666664
94,41,2,2,2,1,N,10,0,1,7860,16,1,0,2,1,13220.0,4,501,51-51255,119,3,2,107,50,2,2,2,2,4,1,9590,0,2,131000.0,9,501,78,56,46.666666666666664
95,46,2,2,2,2,N,9,0,1,4971,10,4,0,N,1,499145.0,8,N,51-51255,67,2,2,141,61,2,2,2,2,N,1,7780,0,4,32000.0,5,455,40,49,46.666666666666664
96,60,2,2,2,2,N,7,0,1,N,13,6,0,2,1,64673.0,7,334,29-01901,78,2,2,60,62,2,2,1,2,N,1,8370,0,N,45000.0,7,343,61,61,46.666666666666664
97,25,2,2,2,2,N,7,1,1,3380,11,6,0,N,2,14302.0,3,153,32-00405,174,1,1,164,30,2,2,2,2,N,1,7870,1,3,24500.0,4,185,293,136,40.0
98,26,2,2,2,2,N,7,0,1,8680,10,4,N,3,2,9004.0,4,121,17-03531,67,2,1,25,64,2,2,1,2,N,1,7580,0,N,10800.0,2,81,264,263,33.33333333333333
99,28,2,2,2,2,N,4,4,3,N,N,6,N,N,0,-150.0,0,N,29-01901,66,1,1,0,15,2,2,2,2,N,2,N,N,N,0.0,0,N,19,0,73.33333333333333
100,32,2,2,2,2,N,6,0,1,N,N,1,2,4,1,674.0,0,501,08-00803,75,1,2,72,55,2,2,2,2,N,1,N,1,3,20000.0,3,341,431,431,46.666666666666664
101,58,2,2,2,1,N,5,0,1,N,N,6,0,5,2,4873.0,2,61,06-07502,105,1,2,124,73,2,2,1,2,N,1,N,0,N,22100.0,4,180,63,62,40.0
102,91,2,2,2,2,N,7,0,1,N,6,4,0,2,1,8823.0,1,172,28-01100,74,1,2,148,76,2,2,2,2,N,1,5381,0,3,12500.0,3,400,251,250,46.666666666666664
103,69,2,2,1,2,N,5,0,1,3960,N,2,0,2,1,110469.0,3,501,17-03529,85,1,2,90,38,2,2,2,2,N,1,N,3,4,0.0,0,0,63,63,33.33333333333333
104,27,2,2,2,2,N,9,0,1,7870,10,6,0,N,1,145122.0,5,320,24-01004,129,2,1,36,24,2,2,2,2,N,1,7280,1,11,40000.0,5,501,86,72,46.666666666666664
105,46,2,2,2,2,N,3,0,1,N,N,6,2,5,1,29.0,0,0,28-01100,71,1,2,93,81,2,2,2,2,N,1,N,0,N,0.0,0,0,53,52,60.0
106,40,2,2,2,2,N,5,1,1,5580,6,1,2,7,2,6505.0,1,109,32-00405,174,1,2,176,45,2,2,2,2,N,1,5170,1,4,1400.0,1,250,49,41,46.666666666666664
107,60,2,2,2,2,N,10,0,1,4770,12,6,0,N,1,40270.0,8,501,17-03529,74,1,2,104,58,2,2,2,2,N,1,8170,0,N,64000.0,7,489,37,37,53.333333333333336
108,62,1,2,2,2,N,10,0,1,7071,16,6,0,N,1,34793.0,9,388,17-03529,106,2,1,379,33,2,2,2,2,N,1,9470,0,N,60000.0,7,454,136,136,46.666666666666664
109,76,2,2,2,2,N,4,0,1,N,N,4,0,N,1,5467.0,2,116,36-04010,69,2,1,45,78,2,2,2,2,N,1,N,0,6,18700.0,3,501,37,46,53.333333333333336
110,65,2,2,2,2,N,10,0,1,9470,16,4,0,N,1,51031.0,6,501,19-01700,114,1,1,38,58,2,2,2,2,N,1,9590,0,N,26800.0,4,203,97,97,53.333333333333336
111,25,2,2,2,2,N,9,0,1,6991,6,4,0,2,1,533067.0,8,477,24-01004,65,1,1,65,42,2,2,2,2,N,1,5391,0,3,71000.0,7,501,63,50,46.666666666666664
112,6,2,2,2,2,N,6,0,1,N,N,1,0,4,1,7883.0,0,139,13-04600,46,2,2,100,63,2,2,1,2,N,1,N,0,2,16000.0,3,246,98,98,46.666666666666664
113,68,2,2,2,2,N,8,0,1,7270,9,1,0,5,1,34739.0,7,328,38-00100,89,1,1,59,57,2,2,2,2,N,1,7190,0,2,70000.0,8,501,19,14,46.666666666666664
114,47,2,2,N,N,N,2,0,1,N,N,N,2,6,1,N,N,201,38-00100,406,3,1,63,5,2,2,2,2,N,1,N,3,4,N,N,62,50,29,46.666666666666664
115,71,2,2,1,1,N,5,0,1,N,N,4,0,2,1,6657.0,4,373,51-51255,131,6,2,16,72,2,2,2,2,N,1,N,0,2,3700.0,1,62,63,63,46.666666666666664
116,34,2,2,2,2,N,7,0,1,N,N,2,0,2,1,43705.0,8,325,17-03531,58,2,1,66,76,2,2,2,2,N,1,N,0,N,48000.0,6,397,32,33,53.333333333333336
117,94,2,2,2,2,N,9,0,1,9160,12,6,0,2,1,37171.0,9,501,30-00600,38,1,2,74,23,2,2,2,2,N,1,8191,0,N,48000.0,7,362,67,67,46.666666666666664
118,2,2,2,2,2,N,3,0,1,N,N,N,2,5,2,N,N,82,30-00600,129,2,2,26,13,2,2,2,2,N,1,N,1,2,N,N,206,488,480,60.0
119,18,2,2,2,2,N,4,0,3,6870,14,6,N,N,0,94.0,0,N,06-07502,35,1,2,0,28,2,2,2,1,N,3,8660,N,N,4900.0,2,37,17,0,53.333333333333336
120,42,2,2,2,2,N,8,0,1,N,N,1,0,3,1,141352.0,9,501,28-01100,66,2,1,71,71,1,2,1,2,4,1,N,0,2,21780.0,5,231,112,111,33.33333333333333
121,67,2,2,2,2,N,9,0,1,3490,14,6,2,N,1,-79.0,1,N,32-00405,82,1,2,68,26,2,2,2,2,N,1,8590,0,3,24000.0,4,118,58,57,40.0
122,62,2,2,2,2,N,10,0,1,7071,15,1,0,N,1,328032.0,9,501,51-01301,73,1,1,76,52,2,2,2,2,N,1,9170,0,2,160000.0,9,501,75,74,60.0
123,89,2,2,2,2,N,7,0,3,N,6,6,N,N,0,176.0,0,N,01-01301,31,1,2,0,21,2,2,2,2,N,3,5570,N,N,2100.0,1,N,8,0,66.66666666666666
124,76,2,2,1,2,N,9,0,1,8370,9,1,0,2,1,10675.0,7,501,13-04600,27,2,2,72,72,2,2,2,2,N,1,6992,0,2,18500.0,4,158,71,71,46.666666666666664
125,44,2,2,2,2,N,7,0,1,N,N,6,0,3,2,33209.0,2,188,01-01301,128,2,1,60,63,2,2,2,2,N,1,N,0,2,15000.0,3,146,104,105,53.333333333333336
126,81,2,2,1,2,N,1,0,1,N,N,N,0,2,2,N,N,501,32-00405,88,1,2,122,3,2,2,N,N,N,1,N,2,4,N,N,86,63,104,46.666666666666664
127,28,2,2,2,2,N,7,0,1,4971,N,6,0,4,1,593.0,0,501,06-08507,69,1,2,45,59,2,2,1,2,N,1,N,0,3,23000.0,4,322,79,54,40.0
128,63,2,2,2,1,N,5,0,1,7860,10,6,0,N,2,6127.0,1,86,01-01301,84,2,1,9,48,2,2,2,2,N,1,7580,0,3,2800.0,1,61,152,150,46.666666666666664
129,8,2,2,2,2,N,10,0,1,N,N,6,0,N,2,6470.0,2,54,17-03529,90,2,2,19,67,2,2,2,2,N,1,N,0,N,1400.0,1,11,34,34,60.0
130,1,2,2,2,2,N,6,0,1,8680,9,1,0,2,1,40499.0,8,501,38-00100,24,1,2,61,74,2,2,2,2,N,1,6870,0,2,13880.0,2,501,6,7,60.0
131,42,2,2,2,2,N,7,0,1,8680,6,6,0,2,2,4494.0,1,87,13-04600,113,2,1,86,51,2,2,2,2,N,1,4870,0,N,36000.0,6,271,174,174,46.666666666666664
132,60,2,2,2,2,5,9,0,1,3380,0,1,0,N,1,332735.0,9,501,08-00803,54,1,2,82,61,2,2,2,2,N,1,280,0,3,53000.0,6,501,80,80,46.666666666666664
133,71,2,2,2,2,N,7,0,1,N,N,3,0,2,1,71012.0,4,501,28-01100,65,1,2,87,79,2,2,2,2,N,1,N,0,N,24200.0,5,197,38,38,53.333333333333336
134,37,2,2,2,2,N,10,0,1,6870,4,6,0,N,2,44065.0,4,164,06-08507,146,1,1,36,26,2,2,2,2,N,1,3570,0,N,131800.0,9,501,73,73,53.333333333333336
135,6,2,2,2,2,N,9,0,1,6490,15,6,0,N,2,31890.0,3,196,29-01901,62,2,1,144,56,1,2,2,2,N,1,8980,0,N,9200.0,2,69,61,62,46.666666666666664
136,80,2,2,1,N,N,1,0,1,N,N,4,0,2,2,57760.0,6,272,38-00100,26,1,1,86,81,2,2,2,2,N,1,N,0,N,8300.0,2,68,30,30,40.0
137,26,2,2,2,2,N,9,0,1,4380,13,6,0,2,1,40909.0,1,233,17-03531,235,2,2,45,22,2,2,2,2,N,1,8470,1,6,12000.0,2,393,146,111,40.0
138,7,2,2,2,1,N,4,0,1,N,N,4,0,3,2,34089.0,2,83,24-01004,107,1,1,25,62,2,2,1,1,N,1,N,0,N,23300.0,3,177,59,60,46.666666666666664
139,18,2,2,2,2,N,7,0,3,N,N,6,N,N,0,-318.0,0,N,08-00803,45,2,2,0,19,2,2,2,2,N,3,N,N,N,0.0,0,N,76,0,80.0
140,21,2,2,2,2,N,4,0,1,N,N,6,0,N,2,36870.0,4,124,17-03531,74,1,2,39,17,2,2,2,2,N,1,N,1,2,0.0,0,91,118,112,46.666666666666664
141,80,2,1,1,2,N,9,0,1,8370,N,4,0,N,2,9278.0,2,444,19-01700,20,1,2,96,86,2,2,1,1,N,1,N,0,N,24400.0,4,201,90,90,40.0
