,AGEP_x,DEYE_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEYE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
31,79,2,0,3,0,2,2,7,311,48-02507,2,1,78,2,0,2,4,310,50.0
32,31,2,4,6,2,4,1,7,173,48-02510,1,2,31,2,0,2,3,245,33.33333333333333
33,35,2,0,3,0,N,1,9,431,48-02102,6,2,63,2,0,N,8,496,50.0
34,59,2,1,2,0,3,2,8,73,48-02516,1,2,29,2,0,4,3,501,33.33333333333333
35,0,1,1,N,1,3,2,N,188,48-02507,2,2,3,2,2,4,N,317,16.666666666666664
36,40,2,4,6,1,2,1,8,275,48-02101,1,1,18,2,0,2,0,164,33.33333333333333
37,13,2,0,N,1,4,1,N,434,48-02507,9,1,2,2,2,4,N,392,50.0
38,35,2,4,4,0,3,1,8,225,48-02101,1,2,56,2,0,2,5,164,33.33333333333333
39,61,2,0,1,2,3,1,8,133,48-02516,3,2,42,2,0,4,0,304,16.666666666666664
40,53,2,0,5,0,2,2,8,500,48-02507,1,2,31,2,1,5,5,167,16.666666666666664
41,18,2,1,6,1,3,2,0,118,48-02101,9,2,29,2,6,7,0,0,33.33333333333333
42,49,2,1,2,0,2,1,8,501,48-02515,1,1,79,2,2,8,2,501,33.33333333333333
43,11,2,1,N,2,4,1,N,443,48-02101,3,1,14,2,2,3,N,229,50.0
44,41,2,1,2,1,4,2,7,116,48-02515,1,1,40,2,0,N,5,235,16.666666666666664
45,70,2,1,5,0,4,2,5,118,48-02515,1,1,51,2,0,N,6,304,33.33333333333333
46,38,2,0,3,2,4,0,7,N,48-02515,2,1,72,2,N,N,3,N,33.33333333333333
47,23,2,0,6,0,7,1,2,31,48-02515,6,2,34,2,0,3,0,501,33.33333333333333
48,79,2,0,3,0,N,1,6,501,48-02510,6,2,50,2,0,3,7,252,33.33333333333333
49,57,2,4,4,0,4,1,7,263,48-02507,1,2,49,2,0,3,0,412,33.33333333333333
50,63,2,1,1,0,N,1,5,229,48-02515,3,1,59,2,0,2,8,380,33.33333333333333
51,77,1,2,1,0,N,2,4,76,48-02102,1,1,40,2,0,2,6,501,16.666666666666664
52,37,2,0,1,0,N,1,8,259,48-02515,3,2,43,2,0,4,1,330,33.33333333333333
53,38,2,0,1,2,5,1,7,501,48-02507,3,2,71,2,0,2,6,501,33.33333333333333
54,20,2,1,6,0,2,1,7,422,48-02516,8,2,25,2,0,5,5,287,33.33333333333333
55,86,2,0,4,1,3,2,2,319,48-02510,6,1,48,2,0,N,9,501,16.666666666666664
56,15,2,1,6,4,6,1,0,273,48-02101,9,1,18,2,1,6,1,501,33.33333333333333
57,47,2,2,1,1,2,1,4,155,48-02102,2,1,48,2,2,7,4,476,33.33333333333333
58,19,2,2,6,1,2,1,3,280,48-02101,1,2,15,2,1,5,0,501,33.33333333333333
59,55,2,0,2,0,7,1,8,501,48-02510,6,1,16,2,0,3,0,501,50.0
60,9,2,3,N,1,3,1,N,309,48-02510,1,1,10,2,2,4,N,295,33.33333333333333
61,6,2,1,N,2,4,1,N,178,48-02515,8,2,14,2,3,6,N,109,33.33333333333333
62,56,2,0,4,0,2,0,9,N,48-02101,1,2,46,1,N,N,0,N,16.666666666666664
63,63,2,1,1,0,2,1,0,471,48-02515,9,1,88,2,0,2,3,111,50.0
64,56,2,1,1,0,2,2,7,414,48-02102,2,2,53,2,1,3,3,301,16.666666666666664
65,9,2,0,3,3,5,1,N,101,48-02101,6,2,92,2,0,4,2,413,16.666666666666664
66,57,2,2,4,0,4,2,7,24,48-02507,1,2,92,2,3,6,8,449,16.666666666666664
67,4,2,0,N,2,4,1,N,411,48-02515,6,2,1,2,1,3,N,501,33.33333333333333
68,42,2,0,2,2,4,0,9,296,48-02507,1,2,85,2,N,N,4,148,16.666666666666664
69,56,2,0,1,0,2,1,9,229,48-02101,3,2,70,2,0,2,2,378,50.0
70,52,2,1,4,0,4,2,9,224,48-02507,1,1,33,2,0,N,7,382,33.33333333333333
71,25,2,2,6,0,3,2,0,458,48-02510,1,1,15,2,2,4,0,132,33.33333333333333
72,7,2,1,N,2,6,2,N,315,48-02101,8,2,6,2,6,7,N,0,33.33333333333333
73,36,2,0,6,0,5,2,9,370,48-02102,8,1,21,2,0,N,5,249,33.33333333333333
74,81,2,4,3,0,3,1,4,497,48-02101,1,2,63,2,3,6,3,335,16.666666666666664
75,78,2,0,1,0,N,2,7,359,48-02510,6,1,33,2,1,3,8,501,16.666666666666664
76,16,2,1,6,1,3,1,0,376,48-02101,9,2,21,2,1,6,4,501,33.33333333333333
77,92,2,4,3,0,3,1,6,501,48-02510,1,2,71,2,0,2,4,245,33.33333333333333
78,68,2,2,1,0,6,1,0,501,48-02101,1,1,59,2,0,2,7,501,50.0
79,56,2,1,4,0,3,1,9,374,48-02515,1,1,64,2,0,N,1,9,33.33333333333333
