PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
25-00503,2,6,0,1,1,1,11,2,2,2,2,27,0,3,3,0,N,501,63060.33383999999,2872.7
25-00703,1,N,0,1,1,1,N,2,2,2,2,5,4,9,3,N,N,501,N,2195.3
25-01300,2,6,0,1,1,1,1,2,2,2,2,79,2,N,3,5,N,481,13673.7297248,1457.2
25-00503,2,1,0,1,1,2,10,2,2,2,2,71,0,N,9,9,N,501,37654.7559152,2872.7
25-02800,1,3,0,1,1,2,2,1,2,2,2,40,0,N,1,8,N,48,35086.7334848,3683.8999999999996
25-00703,2,6,0,1,1,1,6,2,2,2,2,26,0,N,9,0,N,483,361.8515583999997,2195.3
25-00703,2,N,0,1,1,1,N,2,2,2,2,8,2,4,5,N,N,501,N,2195.3
25-01000,2,6,0,8,3,0,0,1,2,2,2,93,N,N,7,4,N,499,14628.139584,2447.1
25-02800,2,1,0,6,1,1,14,1,2,1,1,88,5,7,9,3,N,225,97078.070672,3683.8999999999996
25-00503,2,6,0,1,1,1,6,1,2,2,2,41,1,2,7,2,N,501,8294.4986128,2872.7
25-01300,1,1,0,1,1,1,16,2,2,2,2,41,0,4,7,5,5,67,36410.8038848,1457.2
25-02800,1,6,0,6,3,0,5,2,2,2,2,33,N,N,2,4,3,41,132821.09545599998,3683.8999999999996
25-00503,1,6,0,1,3,0,4,2,2,2,2,17,N,N,4,4,N,483,65700.33376000001,2872.7
25-01000,2,4,0,1,1,1,11,2,2,2,1,47,2,3,9,4,N,501,53866.7734672,2447.1
25-01000,2,4,0,1,1,2,10,2,2,2,2,16,0,4,10,6,N,175,40664.490384,2447.1
25-00703,2,3,1,8,1,2,17,1,1,1,2,47,1,6,5,5,5,67,399587.10281600006,2195.3
25-01300,2,4,0,1,1,1,4,2,2,2,2,15,1,3,7,7,N,501,55778.5212112,1457.2
25-00503,1,1,0,6,1,1,3,2,2,2,2,46,0,2,7,9,N,501,170983.334112,2872.7
25-02800,2,5,0,9,1,2,7,2,2,1,2,26,0,3,9,3,N,64,632879.27832,3683.8999999999996
25-01000,1,1,0,2,1,1,10,2,2,2,2,50,2,4,7,5,N,328,24655.1215376,2447.1
25-00703,1,1,0,1,1,1,2,2,2,2,2,62,0,2,10,8,N,501,85608.983632,2195.3
25-00703,1,1,0,1,1,1,9,2,2,2,2,41,0,4,10,8,N,501,4.654503040000236,2195.3
25-02800,2,6,0,1,1,1,10,2,2,2,2,53,2,3,8,9,N,501,66988.07296,3683.8999999999996
25-00703,2,6,0,1,3,0,12,2,2,2,2,22,N,N,7,2,N,283,18665.5639424,2195.3
25-01000,2,1,0,6,1,1,7,2,2,2,2,48,0,2,10,5,N,381,9144.1171808,2447.1
25-01000,2,1,0,1,1,1,12,2,2,2,2,55,0,3,9,9,N,501,100422.451824,2447.1
25-01300,2,4,0,8,1,2,10,1,2,1,1,47,3,7,8,4,5,304,84290.820416,1457.2
25-01300,2,1,0,1,1,1,1,2,2,2,2,53,0,4,10,7,3,434,31566.0383648,1457.2
25-01000,2,1,0,1,1,1,7,2,2,2,2,37,1,3,9,9,N,501,43243.9329216,2447.1
25-00503,1,2,0,2,1,2,16,2,2,2,2,45,4,5,3,9,N,406,990362.663904,2872.7
25-00703,2,4,0,1,1,1,15,2,2,2,2,71,0,4,3,9,N,501,85251.982496,2195.3
25-00503,1,6,0,1,1,1,12,2,2,2,2,21,0,3,10,2,N,501,101148.14735999999,2872.7
25-00703,1,1,0,1,1,1,9,2,2,2,2,44,2,4,3,8,N,501,153283.728848,2195.3
25-00503,2,3,0,6,1,2,16,2,2,2,2,47,0,N,9,7,N,501,61234.483817600005,2872.7
25-01300,1,5,0,6,2,0,6,2,2,1,1,16,N,N,2,3,4,152,357246.17063999997,1457.2
25-01000,1,6,0,1,1,2,11,2,2,2,2,23,0,N,10,7,N,461,24082.0466448,2447.1
25-00503,1,1,0,1,1,2,14,2,2,2,2,52,2,5,7,6,N,501,51361.660528,2872.7
25-01300,1,4,0,1,1,1,11,2,2,2,2,81,0,2,7,7,N,437,33424.072448,1457.2
25-00703,2,3,1,7,1,2,15,2,2,2,2,47,1,6,2,7,N,237,22710.109215999997,2195.3
25-00703,1,1,0,1,1,1,4,2,2,2,2,49,0,2,9,7,N,325,67938.51733599999,2195.3
25-00703,2,3,4,8,1,1,3,2,2,2,2,48,3,9,3,7,N,501,336911.93439999997,2195.3
25-01300,2,6,0,1,1,1,11,2,2,2,2,28,0,3,10,3,N,501,3870.0151056000013,1457.2
25-00703,2,N,0,6,1,1,N,2,1,2,2,12,0,4,1,N,N,451,N,2195.3
25-02800,1,N,0,1,1,1,N,2,2,2,2,10,2,5,1,N,N,501,N,3683.8999999999996
25-01300,1,6,0,1,1,1,9,2,2,2,2,19,2,3,7,9,N,501,100898.0891296,1457.2
25-00503,1,1,0,1,1,1,12,2,2,2,2,42,0,2,9,6,N,501,58584.2533008,2872.7
25-00503,2,1,0,1,1,2,12,2,2,2,2,67,0,3,9,1,N,501,12053.2236448,2872.7
25-01000,1,2,0,1,1,1,9,2,2,2,2,58,2,3,5,4,N,179,95373.585696,2447.1
25-00503,1,N,2,6,1,1,N,2,2,2,2,6,2,3,5,N,N,501,N,2872.7
25-00503,2,1,0,1,1,1,6,2,2,2,2,38,0,3,9,9,N,501,229308.74288,2872.7
25-00703,2,1,0,1,1,1,1,2,2,2,2,47,0,4,9,8,N,501,66988.9260704,2195.3
25-01000,2,4,0,1,1,1,0,2,2,2,2,24,0,2,8,4,N,501,48.235257600000295,2447.1
25-00703,1,1,0,1,1,1,8,2,2,2,2,40,2,N,7,9,N,501,16.62267311999949,2195.3
25-01300,2,6,0,1,1,1,3,2,2,2,2,81,0,2,5,1,N,336,-664.15619664,1457.2
25-02800,1,1,0,1,1,1,15,2,2,2,2,72,0,2,5,9,N,501,34069.6321216,3683.8999999999996
25-00703,2,1,0,1,1,1,12,2,2,2,2,54,0,2,9,9,N,501,57115.069359999994,2195.3
25-01300,1,6,0,1,1,2,14,2,2,2,2,15,4,5,2,0,N,199,0.5027887999995073,1457.2
25-02800,2,6,0,1,3,0,14,1,2,2,2,91,N,N,5,2,N,329,159.19316447999972,3683.8999999999996
25-00503,2,6,0,1,1,1,11,2,2,2,2,17,2,5,4,1,N,175,20545.638953600002,2872.7
25-01300,1,6,3,8,3,0,17,1,1,1,1,47,N,N,12,3,6,227,399694.80464000005,1457.2
25-00503,2,3,1,9,1,1,8,1,1,2,2,54,2,3,1,8,1,501,178005.07859199998,2872.7
25-02800,1,6,0,1,1,1,17,2,2,2,2,27,0,N,10,8,N,501,86822.055488,3683.8999999999996
25-00703,1,N,0,1,1,1,N,2,2,2,2,6,0,4,3,N,N,501,N,2195.3
25-00503,1,6,0,1,3,0,10,1,1,2,2,19,N,N,12,2,N,501,37370.219376,2872.7
25-00503,2,1,0,6,1,2,14,2,2,2,2,45,1,3,7,9,N,501,69331.2442848,2872.7
25-02800,2,1,0,1,1,1,4,2,2,2,2,52,0,4,9,2,N,501,10051.0112128,3683.8999999999996
25-00503,2,6,0,1,1,1,17,2,2,2,2,81,1,3,1,0,N,284,55441.68927359999,2872.7
25-01300,1,1,0,1,1,1,7,2,2,2,2,17,2,4,5,1,N,501,36093.211336,1457.2
25-01300,2,4,0,1,1,1,11,2,2,2,2,52,1,2,8,8,N,501,25399.44556,1457.2
25-00703,1,1,0,1,1,1,4,2,2,2,2,52,0,2,9,8,N,501,115300.33388800001,2195.3
25-01300,1,2,4,5,1,2,17,1,2,1,2,17,3,8,3,5,2,365,505132.4548,1457.2
25-01000,2,N,0,1,1,1,N,2,2,2,2,10,1,3,10,N,N,501,N,2447.1
25-00503,1,6,0,1,1,2,6,2,2,2,2,53,2,5,9,1,N,305,19805.914191999997,2872.7
25-02800,2,6,3,1,1,2,17,2,1,2,2,80,0,8,7,2,N,349,13.687381280000409,3683.8999999999996
25-02800,1,4,0,1,1,2,18,2,2,2,2,86,3,7,3,4,1,253,1130203.8209600002,3683.8999999999996
25-00703,1,1,0,1,1,1,10,2,2,2,2,67,2,3,9,5,N,501,54450.1273984,2195.3
25-01000,1,3,0,1,1,1,7,2,2,2,2,15,0,4,6,5,N,501,22125.0921232,2447.1
25-02800,2,1,0,1,1,1,15,2,2,2,2,45,1,2,9,3,N,501,-2724.81207344,3683.8999999999996
25-02800,2,1,0,1,1,1,14,2,2,2,2,41,2,4,10,6,N,501,16620.432252799998,3683.8999999999996
25-00703,1,2,0,6,1,1,7,2,2,2,2,61,0,N,3,0,N,110,59827.906608000005,2195.3
25-02800,1,2,0,1,1,1,8,2,2,2,2,54,2,4,1,7,N,501,48649.7826928,3683.8999999999996
25-01000,2,2,4,3,3,0,18,1,2,2,2,25,N,N,4,2,2,404,10719.1325616,2447.1
25-01300,2,6,0,9,1,1,9,1,1,1,2,22,1,8,11,6,3,229,58906.53392,1457.2
25-01000,2,N,0,1,1,2,N,N,2,2,2,9,2,6,4,N,N,85,N,2447.1
25-00703,1,6,0,1,1,1,1,2,2,2,2,17,0,6,5,5,N,122,15250.810601599998,2195.3
25-00703,2,3,0,1,1,1,8,2,2,2,2,15,0,2,10,7,N,501,95397.227888,2195.3
25-00503,2,4,0,1,1,1,5,2,2,1,2,51,1,5,4,6,N,488,88450.85046399999,2872.7
25-01000,1,1,0,1,1,1,10,2,2,2,2,48,0,4,9,9,N,501,65351.3766208,2447.1
25-01300,2,6,0,1,1,1,9,2,2,2,2,46,0,2,9,8,N,501,35870.723104,1457.2
25-01300,2,2,0,1,1,1,18,2,2,2,2,18,0,3,5,9,N,501,36683.6781088,1457.2
25-02800,2,2,0,1,1,1,3,2,2,2,2,80,2,8,9,2,N,252,1163684.50192,3683.8999999999996
25-00703,1,4,0,2,1,2,11,2,2,2,2,61,1,2,4,1,N,183,69150.4346672,2195.3
25-02800,1,1,0,1,1,1,17,2,2,2,2,50,0,5,11,8,N,382,30447.114104,3683.8999999999996
25-00703,1,5,4,3,1,2,17,2,2,1,1,80,3,7,1,6,1,69,632783.027552,2195.3
25-00703,2,1,0,1,1,2,10,2,2,2,2,60,1,2,4,5,N,110,47429.211808,2195.3
25-01000,2,6,0,1,1,1,0,2,2,2,2,24,0,2,9,0,N,269,23266.3668,2447.1
25-00703,2,6,0,1,3,0,6,2,2,2,2,20,N,N,7,0,N,357,0.9145423999998457,2195.3
25-00703,1,1,0,1,1,1,10,2,2,2,2,62,0,2,9,5,N,501,96673.206544,2195.3
25-00703,2,6,0,1,1,1,12,2,2,2,2,25,2,4,9,7,N,501,54665.334588800004,2195.3
25-01000,1,6,0,1,1,1,13,2,2,2,2,23,0,N,5,3,N,355,-0.05832639999971434,2447.1
25-02800,1,3,0,1,1,1,14,2,2,2,2,30,0,2,9,9,N,501,215287.954192,3683.8999999999996
25-00703,1,1,0,1,1,1,9,2,2,2,2,55,0,3,9,9,N,501,166877.693216,2195.3
25-00703,2,1,0,1,1,1,10,2,2,2,2,36,1,2,9,0,N,501,63685.580336,2195.3
25-00503,2,N,0,5,1,1,N,2,2,2,2,12,0,2,3,N,N,501,N,2872.7
25-02800,2,1,0,1,1,1,3,2,2,2,2,25,0,4,8,9,N,67,64901.04736,3683.8999999999996
25-01000,2,1,0,1,1,1,9,2,2,2,2,45,0,2,10,4,N,501,55141.4159424,2447.1
25-01000,1,N,0,1,1,1,N,N,N,2,2,3,0,2,1,N,N,199,N,2447.1
25-00503,1,3,0,6,1,1,12,1,2,2,2,52,1,3,9,9,N,501,526474.74728,2872.7
25-01000,1,6,0,1,1,2,12,1,1,2,2,76,0,N,3,6,N,501,22617.7391584,2447.1
25-00503,1,1,0,1,1,1,10,2,2,2,2,57,0,2,10,9,N,501,680059.768544,2872.7
25-01300,2,1,0,1,1,1,5,2,2,2,2,15,3,4,5,0,N,501,226290.118032,1457.2
25-00703,1,1,0,1,1,1,11,2,2,2,2,44,0,3,10,9,N,501,18527.9117536,2195.3
25-01300,1,1,0,1,1,1,10,2,2,2,2,62,0,3,7,6,N,501,48793.085056,1457.2
25-00703,2,1,0,1,1,2,8,2,2,2,2,16,0,2,9,7,N,501,55370.2123472,2195.3
25-01000,2,3,0,1,1,1,8,2,2,2,2,54,0,5,9,0,N,419,3922.21052592,2447.1
25-01000,2,6,0,6,1,2,8,2,2,2,2,60,2,4,9,0,N,164,24328.909075199997,2447.1
25-00503,1,6,0,1,1,2,1,2,2,2,2,62,0,N,12,5,N,501,70366.255584,2872.7
25-01300,1,1,0,1,1,1,10,2,2,2,2,52,0,4,10,8,N,501,27011.7017664,1457.2
25-00703,1,6,0,1,1,1,14,2,2,2,2,26,0,8,5,4,N,117,2070.5845935999996,2195.3
25-02800,2,1,0,1,1,1,6,2,2,2,2,61,0,2,9,7,N,501,19545.069632,3683.8999999999996
25-00703,1,6,0,5,1,2,14,2,2,2,2,60,0,2,1,4,N,21,20116.9334848,2195.3
25-02800,1,4,0,1,1,1,5,2,2,2,2,51,2,6,5,7,N,491,792.1569455999997,3683.8999999999996
25-00703,1,1,0,1,1,1,0,2,2,2,2,26,0,2,9,3,N,501,73810.7937808,2195.3
25-00703,1,3,0,1,1,2,10,2,2,2,2,27,0,2,9,7,N,501,858935.57056,2195.3
25-02800,1,4,0,1,1,1,10,2,2,2,2,50,0,2,9,9,N,501,235708.28192,3683.8999999999996
25-02800,1,5,0,1,1,1,10,2,2,2,2,84,0,3,6,3,N,225,3566.27201024,3683.8999999999996
25-02800,1,1,0,1,1,1,3,2,2,2,2,67,0,2,10,9,N,501,167845.51601599998,3683.8999999999996
25-00503,2,1,0,1,1,1,1,2,2,2,2,64,0,3,9,9,N,501,1050963.18624,2872.7
25-02800,2,1,0,1,1,1,5,2,2,2,2,70,0,4,7,3,N,501,35334.809646400005,3683.8999999999996
25-00503,1,6,0,1,3,0,6,2,2,2,2,23,N,N,7,2,N,95,28347.1424864,2872.7
25-00703,2,1,0,1,1,1,4,2,2,2,2,86,3,5,7,2,N,471,18904.4523472,2195.3
25-01000,1,1,0,1,1,1,10,2,2,2,2,45,0,2,10,9,N,501,26922.8854384,2447.1
25-00503,2,6,0,1,3,0,15,2,1,2,2,58,N,N,12,0,3,4,26.336155840000174,2872.7
25-00503,1,1,0,1,1,1,15,2,2,2,2,59,0,3,9,9,N,501,313199.0984,2872.7
25-00703,2,6,0,1,1,2,15,2,2,2,2,33,0,N,4,9,N,75,4.766322399999808,2195.3
25-00503,1,1,0,1,1,1,10,2,2,2,2,72,0,2,9,9,N,501,596819.3512800001,2872.7
25-02800,2,1,0,1,1,1,15,2,2,2,2,71,1,3,5,4,N,327,32381.415449600005,3683.8999999999996
25-00703,1,N,0,1,1,1,N,2,2,2,2,10,0,2,3,N,N,501,N,2195.3
25-00503,2,6,4,1,1,1,18,2,2,2,2,92,0,N,12,0,N,501,6004.483870400001,2872.7
25-00703,2,1,0,1,1,1,9,2,2,2,2,24,2,4,7,3,N,501,23369.3684432,2195.3
25-01000,2,N,0,1,1,1,N,2,2,2,2,5,2,N,3,N,N,501,N,2447.1
25-02800,2,N,0,1,1,1,N,N,N,2,2,4,2,5,4,N,N,486,N,3683.8999999999996
25-01000,1,6,0,1,1,1,3,2,2,2,2,27,1,N,8,8,N,501,6776.5945328,2447.1
25-01000,1,1,0,1,1,1,18,2,2,2,2,61,2,5,1,3,N,501,164776.713744,2447.1
25-02800,1,6,0,1,1,1,9,2,2,2,2,72,1,3,7,7,N,501,134352.94668,3683.8999999999996
25-00503,1,6,0,9,1,1,17,2,2,2,2,75,1,3,3,9,N,501,199122.655872,2872.7
25-02800,2,N,0,1,1,1,N,N,2,2,2,12,0,2,5,N,N,265,N,3683.8999999999996
25-01300,2,6,0,5,1,1,9,1,2,1,1,15,3,5,2,3,3,198,441207.21052799997,1457.2
25-01000,1,6,0,1,1,1,8,2,2,2,2,33,0,5,9,6,N,489,14062.330258399998,2447.1
25-00703,2,1,0,1,1,2,3,2,2,2,2,46,0,N,4,1,N,426,79740.297248,2195.3
25-02800,2,1,0,1,1,1,4,2,2,2,2,54,0,2,9,7,N,162,190735.961664,3683.8999999999996
25-00703,1,5,0,1,1,1,9,1,2,2,2,49,2,4,2,2,N,501,41.98723312000038,2195.3
25-00703,2,6,0,1,1,1,7,2,2,2,2,62,0,4,9,0,N,501,46355.156579200004,2195.3
25-01300,2,N,0,1,1,1,N,2,2,2,2,8,1,2,5,N,N,501,N,1457.2
25-01300,2,1,0,1,1,1,17,2,2,2,2,42,0,2,7,8,N,501,53862.978875199995,1457.2
25-00703,2,1,0,1,1,1,1,2,2,2,2,49,0,4,9,8,N,501,14980.273684799999,2195.3
25-01300,1,6,0,6,3,0,8,2,2,1,2,42,N,N,9,0,N,366,86846.02062400001,1457.2
25-01300,1,6,0,1,1,1,10,2,2,2,2,28,1,2,9,7,N,501,46224.213552,1457.2
25-02800,2,1,0,1,1,1,10,2,2,2,2,67,0,4,9,3,N,501,48050.47532799999,3683.8999999999996
25-01000,2,1,0,1,1,1,17,2,2,2,2,47,0,4,9,6,N,501,46460.4443968,2447.1
25-02800,1,1,0,1,1,1,7,2,2,2,2,52,0,3,12,5,N,501,69830.5695328,3683.8999999999996
25-00703,1,6,0,1,1,1,1,2,2,2,2,21,0,4,9,5,N,501,89146.14889599998,2195.3
25-00703,2,1,0,1,1,1,11,2,2,2,2,23,0,4,7,1,N,328,7.351623679999648,2195.3
25-00703,2,2,0,1,1,2,16,1,1,2,1,94,2,5,7,2,N,203,29095.125195200002,2195.3
25-00703,2,N,0,1,1,1,N,2,2,2,2,11,0,2,9,N,N,501,N,2195.3
25-01000,2,N,0,1,1,1,N,2,2,2,2,6,1,4,5,N,N,501,N,2447.1
25-01000,2,6,0,6,1,1,12,2,2,2,2,90,1,N,10,6,N,501,35783.084176,2447.1
25-02800,1,6,2,6,3,0,12,1,1,1,1,71,N,N,4,4,2,403,335937.24904,3683.8999999999996
25-01300,2,1,0,1,1,1,10,2,2,2,2,40,1,4,10,5,N,501,41567.538691199996,1457.2
