PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
25-01000,2,1,0,1,1,1,0,2,2,2,2,40,1,2,5,3,N,319,2462.2055917019998,30398.142337599995
25-00703,2,1,0,1,1,1,15,2,2,2,2,70,1,2,8,3,N,501,2186.817556255,10414.648847999999
25-00703,1,6,0,1,1,2,9,2,2,2,2,18,2,N,7,1,N,376,2187.09244237,4694.061891199999
25-01300,2,4,0,1,1,1,10,2,2,2,2,45,0,N,9,5,N,446,1470.44504220144,63596.676544
25-01000,2,4,0,1,1,1,15,2,2,2,2,71,0,N,8,4,N,311,2453.1456838100003,10890.7450032
25-00503,1,1,0,2,1,2,14,2,1,2,2,37,4,6,10,9,N,436,3299.54129688,32883.968792
25-01000,2,4,4,1,2,0,8,2,1,2,2,70,N,N,8,0,N,450,2476.233734901,11082.19428
25-00703,2,3,0,1,1,1,15,1,2,2,2,85,0,9,10,5,N,233,2453.4068757200002,44923.2444128
25-00703,2,1,0,1,1,1,13,2,2,2,2,49,0,3,9,6,N,501,2171.674682502,25578.04032
25-00503,2,1,1,2,1,2,15,2,2,2,2,76,4,5,5,2,N,436,3129.89236393,36.322526240000116
25-01300,1,N,0,1,1,1,N,2,2,2,2,6,2,3,3,N,N,277,1489.8838633254,N
25-01000,1,1,0,8,1,1,18,2,2,2,2,83,2,4,5,8,N,501,2479.31208085,59937.761392
25-00503,2,1,0,1,1,1,2,2,2,2,2,64,2,4,10,2,N,501,2904.8567178499998,27434.975048
25-02800,1,1,0,1,1,1,7,2,2,2,2,38,0,4,5,7,N,501,3228.92907716,81096.75624
25-01000,2,1,0,1,1,1,7,2,2,2,2,58,0,2,5,3,N,501,2453.579734441,21069.4568128
25-01300,2,3,1,5,3,0,10,1,2,1,1,51,N,N,1,3,3,481,3061.961246879,41986.659451199994
25-00503,1,6,4,2,3,0,11,2,2,2,2,21,N,N,8,0,N,211,2902.79100826,4.65504127999975
25-02800,2,3,0,1,1,2,11,2,2,2,2,50,0,2,8,5,N,273,3617.8436084799996,15056.165524799999
25-01300,2,1,0,1,1,1,11,2,2,2,2,58,0,3,9,8,N,501,1469.94320725972,14935.772001599998
25-02800,1,6,0,1,1,2,12,1,2,2,2,50,0,4,1,7,N,134,2053.4042690799997,86609.60408640001
25-00703,1,1,0,1,1,1,3,2,2,2,2,73,1,4,9,9,N,501,2198.674577886,457351.03307199996
25-01000,2,4,0,1,1,2,9,2,2,2,1,71,0,N,7,8,N,100,2329.970607366,24802.067785599997
25-00703,1,6,0,6,1,1,9,1,2,2,2,45,2,N,3,1,N,249,2171.031121668,4771.616892800001
25-00703,1,6,0,1,1,2,6,2,2,2,2,17,2,N,4,1,N,478,2185.4288748,4700.58858944
25-00703,1,1,0,1,1,2,4,2,2,2,2,55,1,4,7,7,N,501,2197.5782398740002,108756.479248
25-00503,2,6,0,1,1,1,15,2,2,2,2,33,5,N,2,1,N,436,2874.010109148,22.99395456000002
25-02800,1,4,0,1,1,1,16,2,2,2,2,26,0,2,9,6,N,252,1464.47099292157,75768.543552
25-00703,1,1,0,1,1,1,9,2,2,2,2,29,0,2,9,6,N,500,2174.806513785,0.013259520000246994
25-01000,2,N,0,1,1,1,N,2,2,2,2,9,1,4,3,N,N,501,2467.638093959,N
25-00703,1,1,0,1,1,1,3,2,2,2,2,56,0,2,9,9,N,501,2175.196186285,49743.993664
25-01300,2,1,0,1,1,1,16,2,2,2,2,69,1,2,8,0,N,91,1485.1380330411,10416.3295024
25-00703,1,6,3,8,3,0,14,1,1,2,1,23,N,N,10,6,3,150,2256.22078921,35071.1487456
25-02800,1,1,0,1,1,1,4,2,2,2,2,57,0,4,9,9,N,501,3657.408348891,123080.56617600001
25-00703,1,1,0,1,1,1,11,2,2,2,2,50,0,3,10,7,N,501,2185.961768644,94795.024792
25-00703,2,6,0,1,1,1,9,2,2,2,2,18,0,3,7,4,N,501,2194.426234689,2102.29137008
25-00503,1,1,0,1,1,1,12,2,2,2,2,38,2,5,11,6,N,501,2885.750139961,75672.2335776
25-00703,2,6,0,1,1,1,6,2,2,2,2,16,0,N,4,4,N,260,2456.979014661,0.8394579199994041
25-01300,1,1,0,1,1,1,9,2,2,2,2,46,0,3,9,8,N,501,1512.3949586328001,100830.747232
25-00503,2,1,0,1,1,2,12,2,2,2,2,94,2,4,5,1,N,501,2878.103251355,50219.7265072
25-01000,2,1,0,1,1,1,18,2,2,2,2,66,0,2,5,0,N,501,2468.349546876,66143.5515248
25-00703,2,1,0,1,1,1,4,2,2,2,2,52,0,2,10,6,N,501,2189.04392225,104867.24447199999
25-01000,1,1,0,1,1,1,7,2,2,2,2,86,0,2,5,8,N,501,2447.503738151,57111.153664000005
25-00503,2,5,3,7,2,0,11,1,1,1,2,76,N,N,5,4,2,444,3280.867834408,627.0294886399997
25-00703,2,6,0,1,1,1,N,2,2,2,2,28,0,3,9,0,N,501,2186.97888067,-0.8983844799995495
25-00503,1,4,0,9,1,2,6,2,2,2,2,71,0,N,10,7,N,289,2889.926093141,71443.233456
25-00503,1,1,0,1,1,1,2,2,2,2,2,40,1,2,9,0,N,501,2887.112924895,26897.078176000003
25-01000,1,N,0,1,1,1,N,2,2,2,2,5,0,3,5,N,N,501,2479.314218482,N
25-01000,2,1,0,1,1,1,6,2,2,2,2,54,0,2,8,8,N,501,2456.885315125,100743.72727999999
25-01300,1,1,0,6,1,1,11,2,2,2,2,43,1,2,9,5,N,195,1467.3412624397001,488779.095424
25-00703,1,1,0,2,1,1,12,2,2,2,2,40,1,2,5,3,2,281,2191.039847062,94030.3997024
25-00703,2,1,0,1,1,2,9,2,2,2,2,49,0,2,8,6,N,273,2193.50110764,65422.1215408
25-02800,1,1,0,1,1,1,11,2,2,2,2,41,0,2,9,9,N,501,3674.1948612489996,92930.272128
25-01300,1,1,0,1,1,1,12,2,1,2,2,40,0,2,5,4,N,293,2014.257235322,31759.921832
25-02800,1,N,0,1,1,1,N,2,2,2,2,6,0,2,5,N,N,501,2446.836952836,N
25-00703,1,3,0,1,1,1,8,2,2,2,1,85,0,5,7,8,N,479,2231.64603733,101021.12272
25-00703,2,1,0,1,1,1,5,2,2,2,2,16,2,4,7,1,N,501,2168.047410469,7076.0187903999995
25-00703,1,6,0,1,1,1,10,2,2,2,2,20,0,3,9,0,N,501,2191.7460227,167749.911136
25-00503,1,5,2,2,1,2,15,2,2,2,2,30,5,6,10,4,N,184,2893.791221268,-3575.97068064
25-01000,2,3,0,1,1,1,7,2,2,2,2,86,0,4,10,8,N,501,2453.90832856,-1.8448795200001769
25-01000,2,6,0,1,1,1,6,2,2,2,2,40,0,2,11,5,N,501,2476.204676466,39241.3057792
25-01300,2,3,2,9,1,1,0,2,2,2,2,61,1,3,1,8,6,91,1925.367438123,122281.1398336
25-00703,2,6,0,1,1,1,9,2,2,2,2,32,2,3,11,6,N,176,2178.615306402,-4.603494080000019
25-01000,1,6,0,1,1,1,18,2,1,2,2,64,0,2,1,2,N,157,2473.1624253239997,8081.2169760000015
25-00703,2,4,0,1,1,1,11,2,2,2,2,71,0,N,8,5,N,453,2329.705318328,44841.690288000005
25-00703,1,1,0,1,1,1,16,2,2,2,2,49,2,3,11,6,N,501,2191.798416951,48795.6336224
25-02800,1,1,0,1,1,1,3,2,2,2,2,62,0,5,5,2,N,501,2209.68587659,14007.169404799999
25-00703,2,6,0,1,1,1,15,2,2,2,2,28,0,N,4,4,N,167,2168.48836387,19420.4899472
25-00503,1,1,0,1,1,1,9,2,2,2,2,45,2,4,5,9,N,501,3130.8478409,115694.305384
25-01000,2,N,0,1,1,1,N,2,2,2,2,12,0,3,1,N,N,501,2447.1980790420002,N
25-00503,1,6,0,1,3,0,4,2,2,2,2,21,N,N,5,2,N,207,2890.4864867300003,-4.13105392000034
25-00503,2,1,0,1,1,2,11,2,2,2,2,73,0,2,9,0,N,501,2886.898716355,17683.3351488
25-01000,1,1,0,1,1,1,10,2,2,2,2,42,2,5,3,9,N,501,2481.8271385,126144.40318400001
25-01000,2,1,0,1,1,1,7,2,2,2,2,40,1,2,5,3,N,189,2505.198982506,22347.745864
25-02800,2,1,0,1,1,1,18,2,2,2,2,19,0,2,12,3,N,501,2187.594652288,220626.66256
25-00503,2,6,0,1,1,1,11,2,2,2,2,65,0,3,9,0,N,501,3526.94347972,14435.436208
25-01000,2,4,0,1,1,1,10,2,2,2,2,71,0,N,10,5,N,501,2500.26243314,62329.484656
25-01300,2,1,0,1,1,1,9,2,2,2,2,62,0,2,4,3,N,498,1480.4335258554001,10607.1342368
25-00703,2,N,0,1,1,1,N,N,N,2,2,3,2,4,3,N,N,501,2176.5176214,N
25-02800,2,1,0,1,1,2,12,2,2,2,2,19,0,2,4,3,N,471,3474.29716628,15326.0834656
25-01000,2,1,0,1,1,1,10,2,2,2,2,84,0,6,9,9,N,501,2469.058862161,40789.2584528
25-01300,2,5,0,5,3,0,6,1,1,2,2,16,N,N,1,3,1,97,1660.854494141,-3832.9288787200003
25-00503,2,6,0,1,1,1,8,2,2,2,2,69,0,2,4,0,N,501,3423.554236,-0.46362111999951594
25-00703,2,N,0,1,1,1,N,2,2,2,2,9,1,4,3,N,N,501,2170.94530465,N
25-02800,1,1,0,1,1,1,16,2,2,2,2,35,0,2,5,4,N,501,1996.6225061330001,13647.7340784
25-00503,1,1,0,1,1,2,N,2,2,2,2,37,0,N,7,7,N,501,2890.968233275,100365.5544736
25-01300,2,3,0,1,1,1,3,2,2,2,2,64,0,3,7,5,N,501,1461.85534498975,42219.3809712
25-01000,1,6,0,1,3,0,8,2,2,2,2,83,N,N,4,0,N,40,2457.128715702,-3.28884287999972
25-00703,1,N,0,1,1,1,N,2,2,2,2,8,2,3,1,N,N,501,2191.91925996,N
25-00703,1,1,0,1,1,2,12,2,2,2,2,79,0,3,7,9,N,501,2191.3875239999998,152751.126912
25-00703,1,6,0,1,1,1,10,2,2,2,2,26,0,3,1,9,N,501,2172.542627895,74795.392176
25-01000,1,6,0,1,3,0,7,2,2,2,2,22,N,N,5,2,N,264,2448.592460849,7644.3302592
25-00703,1,1,0,1,1,1,3,2,2,2,2,58,0,2,9,9,N,501,2194.023424659,894968.98928
25-02800,1,1,0,1,1,2,12,2,2,2,2,19,0,2,7,5,N,501,2843.0245989,69086.791824
25-00703,1,1,4,1,1,2,10,2,2,1,2,70,1,5,9,0,N,375,2845.1706923599995,67512.708944
25-01300,1,6,0,1,1,1,6,2,2,2,2,22,0,2,5,4,N,278,1484.2275888519,31583.898513599997
25-00703,1,4,4,1,1,2,16,1,2,1,2,51,2,4,4,1,5,199,2395.402788075,117996.17082560001
25-02800,2,1,0,1,1,1,16,1,2,2,2,48,0,2,12,3,N,345,2963.4164784799996,10501.7643376
25-01300,2,6,0,1,1,1,10,2,2,2,2,69,0,N,9,0,N,501,1632.359948649,27304.342854399998
25-00503,1,3,0,3,1,1,17,1,2,2,1,42,2,6,4,3,1,116,2697.479159042,23256.9381808
25-00503,1,1,0,1,1,2,14,2,2,2,2,55,1,4,7,9,N,501,2889.14423197,48240.6274464
25-00703,1,1,0,1,1,1,3,2,2,2,2,64,0,2,10,5,N,501,2182.72877838,896124.5905599999
25-00503,2,1,0,6,1,1,10,2,2,2,2,31,0,5,9,9,N,501,2887.385940582,81406.634464
25-01300,1,1,0,1,1,1,12,2,2,2,2,30,0,2,10,5,N,195,1470.4729289469,81074.6157376
25-02800,2,1,0,1,1,2,11,2,2,2,2,50,0,3,9,4,N,501,1524.9326423732,16274.323748800001
25-02800,1,5,0,2,1,1,17,2,2,2,2,30,2,9,10,2,N,453,2570.254027036,29.839156319999347
25-00503,2,4,0,1,1,2,17,1,2,1,2,49,0,N,11,5,2,445,2686.4558361580002,76986.40574399999
25-01000,2,1,0,1,1,1,11,2,2,2,2,66,0,2,8,8,N,501,2468.930804644,100390.09687200001
25-02800,2,6,0,1,1,1,11,2,2,2,2,65,0,N,4,5,N,501,3437.93782732,42083.180684800005
25-01000,1,1,0,1,1,1,7,2,2,2,2,40,0,2,5,6,N,501,2416.80148641,66225.978944
25-00503,1,6,0,2,1,2,3,2,2,2,2,72,0,N,5,2,N,206,2180.623121792,26866.4738496
25-00503,2,3,0,3,1,2,3,2,2,2,2,61,0,7,1,2,N,121,2185.83391153,13984.742289599999
25-01000,1,N,0,1,1,1,N,2,2,2,2,9,2,4,5,N,N,501,2472.83950929,N
25-01000,2,2,0,1,1,1,14,2,2,2,2,58,0,4,10,4,N,319,2463.907614381,-2.6763257599995995
25-00703,1,3,0,1,1,2,9,2,2,2,2,62,0,N,2,7,N,417,2188.11806039,100509.47177599999
25-00503,1,1,0,6,1,1,18,2,2,2,2,62,3,5,2,2,N,501,2875.36118164,8057.154956800001
25-02800,2,1,0,1,1,1,11,2,2,2,2,50,0,3,10,5,N,501,2739.655974422,91567.05822400001
25-00703,2,1,0,1,1,1,10,2,2,2,2,83,1,6,5,3,N,501,2509.939270534,20999.3550896
25-02800,2,6,0,1,1,1,10,2,2,2,2,20,0,4,12,7,N,501,3290.59976036,74518.2079952
25-00703,1,6,0,1,1,1,0,2,2,2,2,72,1,N,9,7,N,501,2180.61319071,66173.460176
25-02800,1,1,1,6,1,1,15,2,2,2,2,62,3,5,2,3,N,138,1494.533008069,2.1487267200000133
25-01300,1,1,0,6,1,1,2,2,2,2,2,36,0,2,9,2,N,500,1465.16921367382,-3055.41845808
25-00703,2,4,0,1,1,1,6,2,2,2,2,54,0,4,8,7,N,501,3657.336292879,91734.85454399999
25-01300,2,5,0,1,1,1,7,2,2,2,2,88,0,3,10,8,N,501,1480.1542776351,4084.42879568
25-01000,2,4,0,1,1,2,1,2,2,2,2,16,2,4,5,1,N,334,2448.94301023,54421.8455776
25-01300,2,N,0,1,1,1,N,2,2,2,2,9,1,4,3,N,N,501,1487.8318947011,N
25-00503,2,1,0,6,1,1,11,2,2,2,2,71,2,3,10,4,N,501,2884.557764378,6292.6629488
25-02800,1,1,0,6,1,1,12,1,2,2,1,38,0,2,2,7,1,293,2039.61476132,260744.703904
25-01000,1,N,0,1,1,1,N,2,2,2,2,5,0,2,5,N,N,493,2479.453097761,N
25-00703,2,6,0,8,3,0,12,1,2,2,2,92,N,N,3,2,N,136,2176.644187028,128.85957280000002
25-00703,1,6,4,1,1,2,5,2,2,2,2,18,3,5,11,0,N,361,2191.6096150579997,-1.3797056000003067
25-00703,1,N,0,1,1,1,N,2,2,2,2,8,2,3,1,N,N,501,2187.07084338,N
25-00503,1,4,0,1,1,2,17,2,2,2,2,37,0,N,7,5,2,194,2889.5212122800003,39332.378678400004
25-00703,1,6,0,1,1,1,14,2,2,2,2,19,1,2,7,1,N,501,2187.57853098,7044.344039199999
25-00503,2,2,0,1,1,1,11,2,2,2,2,58,0,N,10,2,N,501,2903.0453642009998,22723.444112
25-02800,1,3,0,6,1,1,9,2,2,2,2,53,3,4,9,6,N,146,1512.0461104506,-3.8265446400000656
25-00503,2,1,0,1,1,1,4,2,2,2,2,52,0,4,10,7,N,501,2896.849660519,104588.77927999999
25-01300,2,1,0,1,1,1,8,2,2,2,2,69,0,2,8,7,N,274,1464.9272479823,76019.787256
25-01000,2,1,0,1,1,2,7,2,2,2,1,86,0,2,4,3,N,333,2418.868242549,18407.3217728
25-01000,1,N,0,1,1,1,N,2,2,2,2,6,0,2,5,N,N,493,2471.860295698,N
25-00703,1,1,0,1,1,1,0,2,2,2,2,55,1,4,9,7,N,501,2178.5401330100003,95491.60827200001
25-01300,2,N,0,1,1,1,N,2,2,2,2,9,1,4,3,N,N,501,1479.4319005279,N
25-00503,1,1,0,1,1,2,18,2,2,2,2,58,0,2,9,2,N,500,2174.913350851,175416.61515199998
25-00503,2,1,0,1,1,2,6,2,2,2,2,17,1,2,7,1,N,501,2890.71806353,4636.0584576
25-01000,1,1,0,1,1,1,1,2,2,2,2,54,0,2,5,9,N,501,2447.3845429,-0.8737599999994927
25-02800,2,1,0,1,1,1,12,2,2,2,2,50,0,3,10,6,N,501,1501.9075579048001,88740.786896
25-01000,2,1,0,1,1,1,10,2,1,2,2,70,0,2,10,4,N,345,2508.3062532880003,32920.6915616
25-02800,2,N,0,1,1,1,N,2,2,2,2,6,0,4,5,N,N,501,1561.0815114225,N
25-00503,1,1,0,1,1,1,10,2,2,2,2,62,0,5,2,9,N,501,2900.16261158,72466.26622399999
25-00503,2,6,0,1,3,0,6,2,2,2,2,22,N,N,3,0,N,14,2890.361702462,0.5337375999997676
25-00503,2,2,4,9,1,2,11,1,1,2,2,76,0,3,5,4,6,152,2773.19840428,16267.3185552
25-00703,1,1,0,1,1,2,4,2,2,2,2,75,2,3,11,9,N,501,2195.749139426,248485.35944
25-01300,2,1,0,1,1,1,11,2,2,2,2,50,0,3,10,5,N,501,1484.9212237155,91673.0834304
25-01300,1,4,2,2,1,1,11,1,2,2,1,43,3,7,10,8,N,142,1487.9404596863,47963.6477968
25-00703,2,6,0,1,1,1,1,2,2,2,2,27,0,2,4,3,N,249,2184.38121245,-1.6407520000002478
25-01300,2,1,0,1,1,1,8,2,2,2,2,32,0,2,12,8,N,274,1466.3073604276901,77331.821264
25-01000,2,6,0,1,3,0,10,2,2,2,2,84,N,N,5,1,N,448,2490.780832802,-75.81708655999955
25-00703,2,3,0,6,1,1,2,2,2,1,2,52,0,4,8,2,N,233,2871.05340782,2333.957536
25-00703,2,6,0,1,1,1,8,1,1,1,2,91,0,8,3,0,5,98,1773.3265362289999,112.17386368000007
25-02800,1,1,0,1,1,1,7,2,2,2,2,64,2,4,5,4,N,501,2248.50571905,27636.400603200003
25-00503,2,6,0,1,1,1,6,2,2,2,2,53,3,4,3,1,N,501,2874.83701646,5261.57245888
25-01300,2,1,0,6,1,1,15,2,2,2,2,34,0,3,10,4,N,501,1524.8507287603,-3756.8954816
25-00703,2,5,0,1,1,1,12,2,2,2,2,52,0,4,10,7,N,501,2894.14027876,85826.580608
25-02800,2,1,0,9,1,1,18,2,2,2,2,89,0,2,5,2,5,501,1884.4336780180001,2357.1671176
25-01000,2,1,0,1,1,1,11,2,2,2,2,66,0,2,7,8,N,501,2473.041181509,66170.95063200001
25-00503,1,N,0,6,1,1,N,2,2,2,2,8,2,4,3,N,N,501,2891.491017901,N
25-00703,2,6,0,1,1,1,10,2,2,2,2,69,1,5,9,0,N,501,2170.316150565,-1.540370239999902
25-00503,2,1,0,1,1,1,10,2,2,2,2,69,0,5,7,9,N,501,3437.43615181,100173.95987199999
25-00703,2,6,0,1,1,2,9,2,2,2,2,61,0,N,7,6,N,174,2199.399702741,70911.50885120001
25-00503,1,1,0,1,1,2,18,2,2,2,2,19,0,2,9,2,N,500,2176.2507291379998,140081.778128
25-00703,2,6,0,1,1,1,9,2,2,2,2,59,1,3,9,6,N,501,2194.846101241,60893.6325728
25-02800,2,6,0,3,3,0,11,2,2,2,2,23,N,N,9,2,N,48,3220.39614009,505.31081856000037
25-00703,1,1,1,9,1,2,16,2,2,1,2,83,2,4,8,2,N,10,1919.569089056,49267.341776
25-00703,1,1,0,1,1,1,4,2,2,2,2,35,4,6,9,9,N,501,2188.584019632,51618.7952688
25-01300,2,6,0,1,1,1,6,2,2,2,2,89,4,7,12,8,N,134,2882.14460052,52685.233056
25-00503,1,6,4,1,3,0,11,2,2,2,2,22,N,N,11,0,N,188,2880.1517040199997,375.32572400000026
25-00703,2,4,0,1,1,2,10,2,1,2,2,70,0,N,9,4,N,325,2448.767457202,17942.621504000002
25-01300,1,3,0,1,1,1,7,2,2,2,2,50,0,3,10,6,N,501,1492.0439493682,100619.79752
25-00703,1,6,4,1,3,0,11,2,2,2,2,21,N,N,8,0,N,361,2892.72721494,304.0515795199999
25-01000,2,N,0,1,1,1,N,2,2,2,2,9,0,4,5,N,N,501,2475.016219875,N
25-01300,2,6,0,1,1,1,9,2,2,2,2,18,0,3,9,1,N,279,1477.1176778577,4180.448658720001
25-01000,1,1,0,1,1,1,16,2,2,2,2,83,0,2,5,7,N,501,2474.991659374,56206.4300848
