PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
01-01301,65,2,1,0,1,0,2,1,1,2731.2,N,N,7,9100.0,2,203,N,2,2,2,2,103,99
01-01301,14,2,N,0,2,2,3,1,1,2731.2,N,N,4,N,N,21,N,2,2,2,2,199,164
01-01301,74,2,1,0,2,0,2,1,1,2731.2,N,N,10,63600.0,8,501,N,2,2,2,2,151,172
01-01301,42,2,1,0,1,2,3,1,2,2731.2,N,N,5,0.0,0,59,N,2,2,2,2,68,77
01-01301,78,2,1,0,2,0,2,1,1,2731.2,N,N,7,8400.0,2,195,N,2,2,2,2,47,100
01-01301,13,2,N,0,2,0,5,1,1,2731.2,N,N,3,N,N,415,N,2,2,2,2,238,249
01-01301,39,1,1,0,1,2,5,1,1,2731.2,8191,12,9,483000.0,9,501,N,2,2,2,2,119,119
01-01301,20,2,6,0,2,0,2,1,2,2731.2,4971,6,7,40000.0,6,305,N,2,2,2,2,291,197
01-01301,21,2,6,0,9,N,N,3,0,2731.2,5391,6,5,430.0,1,N,N,2,2,2,2,16,0
01-01301,36,2,4,0,2,N,N,3,0,2731.2,8770,15,5,1500.0,1,22,N,2,2,2,2,85,0
01-01301,26,2,6,0,1,N,N,3,0,2731.2,7870,11,9,5000.0,1,34,N,2,2,2,2,14,0
01-01301,14,2,N,0,2,4,7,1,1,2731.2,N,N,3,N,N,238,N,2,2,2,2,135,126
01-01301,34,2,6,0,2,0,3,1,2,2731.2,5381,6,1,9300.0,2,38,N,2,2,2,2,62,61
01-01301,11,2,N,0,2,3,4,1,2,2731.2,N,N,3,N,N,181,N,2,2,2,2,79,89
01-01301,87,1,1,0,1,0,2,1,2,2731.2,N,N,7,13200.0,3,108,N,1,1,2,2,21,21
01-01301,27,1,6,0,2,0,N,1,2,2731.2,770,3,7,50000.0,7,377,N,2,2,2,2,326,227
01-01301,81,2,1,0,2,0,2,1,2,2731.2,8680,14,6,9600.0,2,92,N,2,1,2,2,188,286
01-01301,94,2,3,0,2,0,2,1,1,2731.2,N,N,N,9600.0,2,54,N,N,N,2,2,37,33
01-01301,0,2,N,0,2,2,3,1,1,2731.2,N,N,N,N,N,0,N,N,N,2,2,105,72
01-01301,60,2,4,1,1,0,N,1,1,2731.2,5690,6,5,19000.0,4,186,N,2,2,2,2,96,97
01-01301,82,1,1,0,2,0,2,1,1,2731.2,N,N,5,13600.0,3,259,N,1,1,1,1,39,33
01-01301,64,2,5,0,2,0,N,1,2,2731.2,N,N,5,9300.0,2,70,N,2,2,2,2,56,56
01-01301,62,2,1,0,2,0,3,1,2,2731.2,8180,12,7,32100.0,6,450,N,2,2,2,2,48,44
01-01301,67,1,4,0,2,0,N,1,1,2731.2,8270,12,8,30000.0,6,242,N,2,2,2,2,106,105
01-01301,21,2,6,0,1,N,N,3,0,2731.2,170,0,7,7000.0,2,N,N,2,2,2,2,63,0
01-01301,20,1,6,0,2,N,N,3,0,2731.2,8590,14,7,7400.0,2,N,N,2,2,2,2,41,0
01-01301,53,1,4,0,2,0,N,1,1,2731.2,8770,15,7,35000.0,6,266,N,2,1,2,2,224,274
01-01301,38,2,1,0,1,0,2,1,1,2731.2,N,N,5,8300.0,2,246,N,2,2,2,2,42,31
01-01301,75,2,4,0,2,0,N,1,1,2731.2,7860,11,10,_RARE_,7,176,N,2,2,2,2,89,89
01-01301,61,1,1,0,2,0,2,1,1,2731.2,N,N,10,84000.0,9,501,N,2,2,2,2,42,47
01-01301,0,2,N,0,2,4,6,1,2,2731.2,N,N,N,N,N,108,N,N,N,2,2,262,215
01-01301,59,2,4,0,2,0,2,1,1,2731.2,770,3,7,_RARE_,7,501,N,2,2,2,2,328,288
01-01301,64,2,4,0,1,0,2,1,2,2731.2,N,N,7,9400.0,2,175,N,1,2,1,1,102,105
01-01301,63,2,3,0,1,0,N,1,1,2731.2,7860,11,7,50300.0,8,383,N,2,2,2,2,139,129
01-01301,51,1,1,0,2,0,3,1,1,2731.2,6680,8,8,141500.0,9,501,N,2,2,2,2,71,71
01-01301,52,1,4,0,2,0,N,1,2,2731.2,N,N,5,0.0,0,0,N,2,1,1,2,161,171
01-01301,76,2,6,0,2,0,3,1,1,2731.2,N,N,4,11100.0,3,465,N,2,2,2,2,74,74
01-01301,65,2,4,0,2,0,N,1,1,2731.2,8680,14,5,37000.0,6,229,N,2,2,2,2,77,76
01-01301,61,2,3,0,2,0,N,1,1,2731.2,4195,5,7,31900.0,6,339,N,2,2,2,2,72,73
01-01301,21,2,6,0,1,0,3,1,1,2731.2,5391,6,5,12000.0,3,393,N,2,2,2,2,56,53
01-01301,38,1,6,0,2,0,N,1,1,2731.2,7860,11,5,21200.0,4,160,N,2,2,2,2,88,94
01-01301,88,2,3,0,1,0,N,1,1,2731.2,N,N,10,6000.0,2,49,N,2,2,2,2,68,68
01-01301,77,2,4,0,2,0,N,1,2,2731.2,N,N,5,12900.0,3,141,N,2,1,1,2,228,269
01-01301,23,2,6,0,1,N,N,3,0,2731.2,5170,6,5,5200.0,2,35,N,2,2,2,2,24,0
01-01301,65,2,4,0,2,0,2,1,1,2731.2,9920,18,5,0.0,0,0,N,2,2,2,2,35,38
01-01301,23,1,6,0,1,N,N,2,0,2731.2,4670,6,5,2500.0,1,N,N,1,2,2,2,49,0
01-01301,55,1,2,0,1,0,N,1,1,2731.2,7290,10,7,46000.0,7,393,N,2,2,1,2,46,36
01-01301,4,1,N,0,1,5,6,1,1,2731.2,N,N,1,N,N,280,N,N,N,2,2,141,86
01-01301,12,2,N,0,9,0,2,1,1,2731.2,N,N,3,N,N,113,N,2,2,2,2,74,58
01-01301,20,2,6,0,2,N,N,3,0,2731.2,9160,15,1,600.0,1,3,N,2,2,2,2,4,0
01-01301,40,1,6,0,2,2,3,1,1,2731.2,8770,15,5,17000.0,3,85,N,2,2,2,2,348,234
01-01301,67,2,3,0,2,0,3,1,2,2731.2,N,N,7,12000.0,3,134,N,1,1,2,2,31,22
01-01301,18,2,6,0,2,4,6,1,1,2731.2,N,N,4,0.0,0,238,N,2,2,2,2,169,173
01-01301,28,2,2,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,0,N,2,2,2,2,91,0
01-01301,68,1,6,0,2,0,N,1,2,2731.2,N,N,3,17000.0,4,129,N,2,1,2,2,228,228
01-01301,64,1,6,0,2,0,N,1,1,2731.2,N,N,8,4400.0,1,32,3,2,2,2,2,63,64
01-01301,71,2,6,0,2,0,N,1,2,2731.2,N,N,4,17600.0,4,119,N,2,2,2,2,90,92
01-01301,61,2,1,0,2,0,2,1,1,2731.2,N,N,4,5200.0,2,194,N,2,1,2,2,54,40
01-01301,74,1,1,0,1,0,2,1,1,2731.2,N,N,5,20000.0,4,278,N,2,2,2,2,137,113
01-01301,17,2,6,0,2,2,4,1,2,2731.2,N,N,4,0.0,0,103,N,2,2,2,2,230,246
01-01301,68,2,5,0,1,0,N,1,1,2731.2,N,N,5,58400.0,8,498,N,2,2,2,2,76,85
01-01301,73,1,1,0,2,0,2,1,2,2731.2,N,N,4,12900.0,3,181,N,2,1,2,2,36,34
01-01301,94,2,4,0,2,0,2,1,1,2731.2,N,N,5,9300.0,2,129,N,2,1,2,1,219,219
01-01301,76,1,4,0,2,0,N,1,2,2731.2,N,N,5,12900.0,3,78,N,2,2,2,2,59,59
01-01301,24,2,6,0,2,2,8,1,1,2731.2,2380,4,5,10000.0,2,129,N,2,1,2,2,269,226
01-01301,18,1,6,0,2,0,2,1,2,2731.2,N,N,5,0.0,0,111,N,2,2,2,2,200,224
01-01301,46,1,1,0,2,3,6,1,2,2731.2,1180,4,5,125000.0,9,266,N,2,2,2,2,115,105
01-01301,75,1,4,0,2,0,2,1,1,2731.2,N,N,9,24200.0,5,181,5,2,1,2,2,81,81
01-01301,90,2,3,0,1,N,N,2,0,2731.2,N,N,7,0.0,0,N,N,1,1,2,1,12,0
01-01301,66,1,6,0,2,0,N,1,2,2731.2,N,N,4,15100.0,4,122,N,2,1,1,2,99,99
01-01301,35,2,1,0,2,1,3,1,1,2731.2,4470,5,9,180000.0,9,501,N,2,2,2,2,78,59
01-01301,11,2,N,0,2,1,2,1,1,2731.2,N,N,3,N,N,108,N,2,2,2,2,100,138
01-01301,27,2,6,0,1,0,2,1,1,2731.2,8980,15,7,1600.0,1,501,N,2,2,2,2,36,47
01-01301,48,1,6,0,2,0,2,1,1,2731.2,7071,9,5,27000.0,6,415,N,2,2,2,2,199,129
01-01301,89,2,3,0,2,0,N,1,2,2731.2,N,N,5,10300.0,2,83,N,2,2,2,2,291,294
01-01301,63,2,5,0,2,0,2,1,1,2731.2,5391,6,8,38900.0,6,385,N,2,2,2,2,89,99
01-01301,36,1,4,0,2,0,2,1,1,2731.2,4870,6,5,70000.0,8,370,N,2,2,2,2,146,156
01-01301,1,1,N,0,1,4,6,1,2,2731.2,N,N,N,N,N,108,N,N,N,2,2,276,247
01-01301,82,1,1,0,1,0,2,1,1,2731.2,N,N,9,0.0,0,230,N,2,2,2,2,44,59
01-01301,4,1,N,0,2,3,4,1,2,2731.2,N,N,1,N,N,125,N,N,N,2,2,399,106
01-01301,48,1,1,0,2,0,2,1,1,2731.2,770,3,5,21600.0,5,225,N,2,2,2,2,86,88
01-01301,60,1,4,0,2,0,2,1,1,2731.2,N,N,7,0.0,0,163,N,1,1,2,2,35,25
01-01301,69,2,1,0,2,0,2,1,1,2731.2,N,N,5,16200.0,4,209,N,2,2,2,2,77,74
01-01301,75,2,1,0,2,0,2,1,1,2731.2,N,N,5,_RARE_,9,457,N,2,1,2,2,94,88
01-01301,41,1,6,0,2,0,N,1,2,2731.2,4470,5,5,1500.0,1,10,N,2,2,2,2,585,386
01-01301,25,2,6,0,2,0,3,1,1,2731.2,7071,9,4,6000.0,2,209,N,2,2,2,2,127,95
01-01301,69,1,1,0,1,0,2,1,1,2731.2,6992,9,9,57200.0,8,501,N,2,2,2,2,103,104
01-01301,43,1,6,0,2,0,3,1,1,2731.2,6170,7,5,_RARE_,1,19,N,2,1,2,2,324,109
01-01301,19,1,6,0,2,0,2,1,2,2731.2,9920,18,4,0.0,0,129,N,2,2,2,2,213,161
01-01301,72,2,3,0,2,0,N,1,2,2731.2,N,N,5,18100.0,4,208,N,2,1,2,2,313,313
01-01301,72,1,4,0,2,0,N,1,1,2731.2,7680,10,5,30000.0,6,204,N,2,2,1,2,183,193
01-01301,57,2,1,0,2,0,2,1,1,2731.2,N,N,7,7800.0,2,157,N,2,2,2,2,107,106
01-01301,75,2,4,0,2,0,2,1,1,2731.2,N,N,8,32000.0,6,242,N,2,2,2,2,161,171
01-01301,65,2,5,0,2,0,2,1,1,2731.2,770,3,5,19000.0,4,120,N,2,2,2,2,258,288
01-01301,50,1,6,0,2,1,2,1,2,2731.2,9920,18,5,0.0,0,0,N,2,2,2,2,387,350
01-01301,47,1,1,0,2,2,4,1,1,2731.2,7490,10,10,7900.0,2,324,N,2,2,2,2,134,126
01-01301,68,2,5,0,2,0,N,1,2,2731.2,8170,12,10,14100.0,3,106,N,2,2,2,2,82,81
01-01301,22,2,6,0,2,0,5,1,1,2731.2,7580,10,5,21000.0,4,501,N,2,2,2,2,308,286
01-01301,74,2,1,0,2,0,2,1,2,2731.2,N,N,4,0.0,0,144,N,2,2,2,2,54,53
01-01301,76,2,6,0,2,0,2,1,1,2731.2,9380,16,11,_RARE_,7,424,N,2,2,2,2,28,39
01-01301,26,2,6,0,2,N,N,3,0,2731.2,N,N,5,9300.0,2,70,N,1,1,2,2,17,0
01-01301,19,1,6,0,9,N,N,3,0,2731.2,5381,6,7,0.0,0,N,N,2,2,2,2,122,0
01-01301,9,2,N,0,1,3,5,1,2,2731.2,N,N,3,N,N,266,N,2,2,2,2,109,95
01-01301,66,1,6,0,1,N,N,3,0,2731.2,N,N,9,9300.0,2,70,N,2,1,2,2,14,0
01-01301,20,1,6,0,1,0,3,1,2,2731.2,N,N,7,0.0,0,221,N,1,2,2,2,249,177
01-01301,16,1,6,0,2,2,3,1,2,2731.2,7980,12,4,2000.0,1,103,N,2,2,2,2,119,86
01-01301,94,2,1,0,1,0,2,1,1,2731.2,N,N,7,34500.0,6,501,N,2,2,2,2,128,129
01-01301,66,2,4,0,2,0,2,1,2,2731.2,N,N,7,11800.0,2,76,N,2,1,2,2,65,85
01-01301,83,1,6,0,2,0,2,1,1,2731.2,N,N,1,24700.0,5,202,N,2,1,1,1,145,140
01-01301,72,1,6,0,2,0,N,1,1,2731.2,N,N,8,22000.0,4,178,N,2,1,2,1,94,94
01-01301,2,2,N,1,1,0,8,1,2,2731.2,N,N,N,N,N,133,N,N,N,2,2,169,196
01-01301,5,2,N,0,2,1,2,1,1,2731.2,N,N,2,N,N,490,N,2,2,2,2,185,187
01-01301,17,2,6,0,2,1,4,1,1,2731.2,8090,12,4,900.0,0,342,N,2,2,2,2,224,286
01-01301,13,2,N,0,2,0,3,1,2,2731.2,N,N,3,N,N,46,N,2,2,2,2,322,126
01-01301,30,1,1,0,2,2,4,1,1,2731.2,1070,4,8,0.0,0,203,N,2,2,2,2,161,127
01-01301,22,2,6,0,2,0,4,1,2,2731.2,8680,14,5,1200.0,1,92,N,2,2,2,2,76,47
01-01301,21,2,6,0,2,0,5,1,1,2731.2,8660,14,7,1300.0,1,501,N,2,2,2,2,273,161
01-01301,91,2,3,0,2,0,N,1,1,2731.2,N,N,5,19200.0,4,168,N,2,2,1,2,68,60
01-01301,88,2,6,0,2,0,2,1,1,2731.2,N,N,7,11700.0,3,230,N,1,1,2,2,165,155
01-01301,62,2,4,0,2,0,2,1,1,2731.2,N,N,5,19000.0,4,160,N,2,2,2,2,96,96
01-01301,10,2,N,0,2,3,4,1,2,2731.2,N,N,3,N,N,125,N,1,2,2,2,47,55
01-01301,75,1,4,0,2,N,N,2,0,2731.2,N,N,5,15100.0,4,N,N,1,1,2,2,88,0
01-01301,37,2,6,2,8,0,5,1,1,2731.2,N,N,3,0.0,0,257,N,2,1,2,2,174,96
01-01301,36,2,6,0,2,1,2,1,2,2731.2,N,N,1,15100.0,4,157,N,2,2,2,2,137,131
01-01301,61,1,6,0,2,N,N,3,0,2731.2,N,N,5,14700.0,3,120,N,2,1,2,2,17,0
01-01301,10,2,N,0,2,0,5,1,1,2731.2,N,N,3,N,N,86,N,2,2,2,2,54,46
01-01301,72,2,3,0,2,0,2,1,2,2731.2,N,N,7,8400.0,2,309,N,2,2,2,2,48,48
01-01301,46,1,4,0,1,3,6,1,2,2731.2,770,3,5,10000.0,2,168,N,1,2,2,2,64,35
01-01301,70,1,1,0,2,0,2,1,1,2731.2,8191,12,5,54000.0,7,258,N,2,2,2,2,164,174
01-01301,34,2,6,0,2,2,4,1,2,2731.2,7970,12,7,12300.0,3,64,N,2,2,2,2,503,204
01-01301,70,1,6,0,2,0,2,1,1,2731.2,N,N,6,16000.0,4,172,N,2,2,2,2,167,106
01-01301,40,2,4,0,1,0,N,1,2,2731.2,N,N,7,0.0,0,0,N,1,1,1,2,10,35
01-01301,61,2,6,0,2,0,N,1,2,2731.2,6190,7,5,30700.0,6,235,N,2,2,2,2,123,123
01-01301,13,1,N,0,2,0,2,1,1,2731.2,N,N,3,N,N,181,N,2,2,2,2,55,65
01-01301,65,2,6,0,2,0,N,1,2,2731.2,N,N,7,7500.0,2,66,N,2,2,1,1,80,89
01-01301,68,2,5,0,2,0,3,1,1,2731.2,N,N,5,27300.0,5,432,N,2,2,2,2,167,160
01-01301,56,2,4,0,2,0,2,1,1,2731.2,5080,6,9,50000.0,7,323,N,1,2,2,2,148,148
01-01301,32,1,6,0,8,0,4,1,2,2731.2,9170,15,6,21000.0,5,96,N,2,2,2,2,128,107
01-01301,13,1,N,0,2,1,3,1,1,2731.2,N,N,3,N,N,148,N,2,2,2,2,67,73
01-01301,45,1,6,0,2,0,N,1,2,2731.2,1180,4,5,30000.0,6,228,N,2,2,2,2,168,169
01-01301,5,1,N,0,2,7,7,1,2,2731.2,N,N,2,N,N,168,N,2,2,2,2,102,84
01-01301,24,2,6,0,6,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,51,0
01-01301,8,1,N,0,2,0,5,1,2,2731.2,N,N,3,N,N,51,N,2,2,2,2,747,390
01-01301,20,2,6,0,2,N,N,3,0,2731.2,8680,14,5,430.0,1,N,N,2,2,2,2,88,0
01-01301,74,2,4,0,2,0,N,1,1,2731.2,N,N,9,36000.0,6,262,N,2,1,2,2,34,44
01-01301,24,1,2,0,1,N,N,3,0,2731.2,N,N,7,0.0,0,N,N,2,2,2,2,26,0
