,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
71,2,1,6,1,3,12,1,25-00703,17
72,1,5,1,0,9,1,3,25-01300,17
73,1,6,1,0,2,1,3,25-01300,0
74,1,1,3,2,0,6,1,25-00503,N
75,1,N,5,1,0,9,3,25-00703,N
76,2,N,1,2,1,9,4,25-00703,16
77,1,1,7,2,5,6,3,25-01000,6
78,2,6,1,0,8,3,3,25-00703,16
79,1,6,3,1,6,1,4,25-01300,6
80,1,3,7,0,2,9,3,25-01000,6
81,1,3,8,1,4,5,0,25-01300,18
82,2,2,6,1,9,4,0,25-00503,6
83,2,4,1,2,8,1,4,25-01000,2
84,2,2,3,2,7,7,1,25-01300,N
85,2,4,5,0,2,3,4,25-02800,18
86,2,1,7,2,0,8,3,25-01300,3
87,1,N,9,1,5,8,1,25-01000,6
88,1,4,1,2,6,9,2,25-01300,13
89,1,4,8,2,N,12,0,25-02800,7
90,1,N,1,0,N,9,0,25-00503,N
91,2,6,3,2,N,12,4,25-01000,6
92,1,2,5,0,5,5,2,25-01300,5
93,2,6,3,0,4,3,4,25-02800,9
94,2,4,6,2,7,2,4,25-02800,11
95,2,3,1,1,5,7,3,25-01300,18
96,1,2,5,2,5,2,3,25-01300,17
97,2,2,5,2,6,3,4,25-01300,5
98,1,1,7,2,7,5,4,25-00503,5
99,1,6,3,0,N,6,1,25-01000,18
100,2,3,1,0,3,10,3,25-01300,8
101,1,2,2,2,8,5,0,25-01300,15
102,2,1,9,1,6,12,3,25-01000,0
103,2,6,1,1,6,2,4,25-02800,4
104,1,1,9,0,6,1,4,25-00703,9
105,1,4,8,0,1,8,1,25-01300,8
106,2,3,6,2,5,2,2,25-01300,16
107,1,6,9,1,3,N,4,25-01300,13
108,1,4,7,0,N,12,4,25-01000,16
109,1,4,6,1,5,10,0,25-00703,13
110,2,3,5,0,5,3,2,25-02800,3
111,1,2,7,2,0,10,0,25-00503,3
112,1,1,1,0,5,5,2,25-00503,5
113,1,1,1,2,3,9,3,25-00503,3
114,2,N,7,0,6,7,2,25-00703,18
115,2,N,2,0,0,1,1,25-01300,11
116,2,5,9,2,5,5,3,25-02800,N
117,2,N,1,0,4,5,4,25-01300,11
118,2,2,1,0,N,11,0,25-01300,11
119,2,6,7,2,4,9,3,25-02800,3
120,2,3,3,2,3,2,3,25-00703,11
121,1,2,2,2,7,2,2,25-01000,12
122,2,N,7,2,5,10,2,25-02800,18
123,1,6,5,2,3,2,1,25-02800,5
124,2,2,8,0,4,6,0,25-00703,6
125,2,6,1,1,N,8,4,25-00503,6
126,2,6,2,1,8,10,2,25-01000,18
127,2,6,8,1,5,12,4,25-00703,11
128,2,2,5,0,5,7,2,25-01000,1
129,2,6,9,2,3,5,2,25-01300,9
130,1,4,1,1,5,12,4,25-01300,13
131,2,6,2,2,2,3,4,25-02800,10
132,1,4,2,0,4,9,3,25-00503,15
133,1,1,7,2,1,9,3,25-01300,N
134,2,1,1,2,7,9,3,25-01300,14
135,2,1,1,0,N,11,4,25-00503,13
136,2,6,1,1,5,10,1,25-00703,4
137,1,6,7,0,9,11,0,25-00503,N
138,1,6,1,1,0,4,0,25-00703,4
139,2,N,6,1,N,12,3,25-01000,6
140,2,2,1,1,4,9,3,25-00503,16
141,1,2,3,1,5,4,4,25-01000,2
142,1,4,9,1,5,3,1,25-01300,13
143,1,5,2,2,3,3,4,25-00703,11
144,1,1,1,0,6,2,4,25-00703,0
145,2,N,6,2,3,4,0,25-00703,15
146,2,6,3,0,9,6,4,25-00503,9
147,2,4,9,0,5,12,0,25-00703,18
148,2,3,3,1,2,5,4,25-01300,N
149,2,6,5,2,9,10,3,25-02800,7
150,2,N,6,2,3,11,0,25-00503,11
151,1,6,2,0,5,7,0,25-02800,9
152,1,6,6,0,2,5,0,25-00703,0
153,2,N,9,0,7,N,0,25-01000,9
154,2,4,8,0,9,10,0,25-00503,5
155,2,5,1,2,8,10,3,25-00503,6
156,1,2,8,1,9,10,0,25-00703,13
157,1,6,1,1,8,7,0,25-00503,6
158,2,6,6,2,6,10,3,25-00703,6
159,2,1,6,1,0,6,3,25-02800,12
160,2,N,1,0,N,2,1,25-00703,12
161,1,6,2,2,N,10,0,25-00503,10
162,1,1,8,0,4,9,4,25-01300,11
163,1,N,8,0,N,5,2,25-02800,8
164,2,1,1,1,2,6,4,25-00703,12
165,1,6,6,1,N,11,0,25-02800,17
166,2,2,8,2,0,5,3,25-02800,2
167,2,5,3,2,3,2,3,25-01300,17
168,1,3,3,1,6,3,2,25-00703,9
169,2,5,8,0,5,2,0,25-01300,17
170,2,6,6,2,6,2,4,25-02800,N
171,1,N,2,1,5,7,3,25-00703,3
172,2,N,6,1,8,5,0,25-01300,16
173,2,3,6,0,8,11,0,25-02800,1
174,2,5,5,1,8,6,1,25-01000,12
175,2,3,6,0,1,5,1,25-02800,6
176,1,6,3,1,2,N,4,25-00703,13
177,1,2,6,1,0,3,3,25-02800,4
178,1,1,2,0,N,5,0,25-00703,6
179,1,4,5,1,2,3,0,25-01300,13
180,2,1,3,0,4,6,0,25-01000,16
181,2,1,6,1,2,N,3,25-01300,16
182,2,6,3,2,0,3,0,25-01300,17
183,2,6,9,0,N,3,0,25-00503,3
184,1,1,8,1,9,5,1,25-01000,12
185,2,3,9,2,8,7,1,25-01000,10
186,1,6,9,1,0,12,1,25-00703,3
187,1,6,3,2,4,5,4,25-00703,2
188,2,2,6,2,3,2,2,25-00703,8
189,1,6,7,2,9,9,4,25-00503,1
190,2,6,1,1,7,4,1,25-02800,12
191,1,2,5,1,1,6,2,25-01000,18
192,2,2,6,0,N,N,4,25-01000,9
193,1,6,2,2,0,12,3,25-02800,3
194,2,6,6,1,1,2,3,25-01300,17
195,2,1,9,1,0,5,1,25-00503,16
196,1,6,1,2,2,5,4,25-01300,N
197,2,N,6,1,0,5,4,25-01000,17
198,1,5,8,1,1,12,0,25-01300,5
199,1,3,7,1,1,4,0,25-02800,15
200,1,4,9,0,0,7,4,25-02800,12
201,1,2,1,2,9,8,3,25-00703,1
202,2,6,6,0,0,6,4,25-01300,5
203,2,2,6,2,N,12,0,25-01300,14
204,1,4,7,2,0,9,0,25-01000,3
205,2,4,2,0,4,12,3,25-01300,10
206,1,2,2,1,2,7,0,25-00503,11
207,1,4,2,1,4,10,3,25-00503,5
208,1,2,8,0,0,10,3,25-02800,0
209,2,N,6,1,1,5,0,25-00503,15
210,1,3,1,1,4,7,3,25-00503,16
211,2,2,6,1,4,6,1,25-00503,N
212,1,1,1,1,0,7,4,25-00503,2
213,1,3,8,2,6,12,0,25-00503,N
214,2,6,8,1,5,11,4,25-00703,16
215,1,N,3,2,8,3,3,25-01000,13
216,1,2,1,0,5,9,4,25-00503,5
217,1,6,3,1,N,3,3,25-01000,12
218,2,2,6,2,1,8,1,25-00703,13
219,1,2,5,1,6,9,2,25-02800,16
220,2,1,8,1,1,3,3,25-02800,8
221,2,3,3,1,9,11,3,25-00503,3
222,2,5,3,0,1,7,1,25-02800,10
223,2,3,1,1,8,10,1,25-00703,17
224,2,2,2,2,N,8,1,25-01000,1
225,2,6,7,0,5,10,2,25-02800,N
226,1,3,5,2,0,10,3,25-02800,2
227,1,6,6,0,9,6,1,25-01000,15
228,2,3,8,1,7,N,1,25-01300,6
229,1,6,3,1,1,6,3,25-01300,18
230,2,6,1,0,6,11,3,25-01000,17
231,1,6,1,1,5,3,3,25-01000,8
232,1,4,1,1,N,8,0,25-02800,1
233,2,1,7,0,1,3,3,25-00503,7
234,2,6,9,0,8,11,1,25-01300,4
235,1,5,6,2,4,4,3,25-01000,9
236,2,6,1,2,8,2,4,25-01000,12
237,2,6,3,0,6,3,0,25-00503,3
238,1,3,8,2,7,5,0,25-00503,15
239,1,2,2,2,2,6,0,25-02800,10
240,1,2,1,0,2,5,3,25-01000,10
241,2,1,3,1,0,6,1,25-01000,11
242,2,N,7,1,N,6,1,25-01000,13
243,2,4,7,0,9,4,1,25-00503,6
244,1,6,6,0,9,5,3,25-01000,12
245,1,1,9,0,5,7,1,25-01300,0
246,1,N,5,2,8,10,4,25-01300,12
247,2,3,9,1,6,8,1,25-02800,16
248,2,2,9,2,5,1,0,25-01300,4
249,1,1,7,1,1,3,0,25-02800,6
250,1,N,9,1,2,8,3,25-00703,0
251,2,3,1,0,N,10,3,25-01300,6
252,1,2,5,1,0,12,0,25-02800,10
253,1,2,6,1,8,N,3,25-00703,10
254,2,6,8,2,4,7,0,25-00703,18
255,2,6,3,1,2,3,1,25-01000,4
256,2,1,6,0,0,5,3,25-00503,17
257,1,6,6,2,7,9,4,25-00703,N
258,1,3,7,1,1,9,3,25-00703,5
259,1,1,9,2,7,2,4,25-01300,1
260,2,3,5,1,8,3,3,25-00703,11
261,2,3,6,1,6,6,3,25-00503,18
262,1,5,7,0,4,8,0,25-00503,N
263,2,2,1,2,4,N,1,25-01300,1
264,1,6,6,1,8,7,2,25-01000,6
265,1,3,5,1,6,5,3,25-00703,16
266,1,6,9,0,5,7,3,25-01000,7
267,1,2,2,1,9,1,2,25-00703,15
268,1,N,9,0,9,10,2,25-00703,12
269,2,1,6,2,7,10,2,25-01000,0
270,2,5,1,2,7,8,3,25-01300,13
271,1,6,1,2,3,10,2,25-01000,11
272,1,6,5,1,1,8,3,25-02800,9
273,1,N,8,0,5,5,4,25-00703,9
274,2,N,6,0,5,3,4,25-01300,13
275,1,4,7,1,2,3,3,25-01300,11
276,2,6,9,2,4,11,1,25-01000,6
277,1,2,8,2,6,6,0,25-02800,9
278,1,N,2,2,1,5,1,25-01000,16
279,2,6,5,0,3,9,0,25-01300,6
280,1,N,5,0,4,9,4,25-01000,11
281,1,2,9,1,9,4,4,25-00503,2
282,1,4,9,2,3,4,4,25-01000,N
283,2,6,5,1,6,9,4,25-01300,14
284,2,3,8,2,7,3,0,25-00703,0
285,2,6,1,2,7,2,2,25-00703,13
286,2,6,9,1,0,1,1,25-00703,8
287,1,3,8,1,5,N,2,25-01300,8
288,1,3,9,0,3,3,2,25-00503,1
289,2,3,6,0,5,1,2,25-01300,9
290,1,5,3,1,5,12,3,25-02800,11
291,2,3,9,2,5,10,4,25-01300,14
292,2,N,3,1,8,3,2,25-01000,5
293,2,3,5,2,7,8,1,25-00703,14
294,1,4,1,1,4,2,2,25-02800,2
295,1,1,2,2,1,N,3,25-00503,9
296,2,6,5,1,0,9,4,25-02800,N
297,2,6,1,1,0,1,0,25-01300,0
298,2,5,1,1,5,1,4,25-01300,4
299,2,6,9,2,1,4,1,25-01300,14
300,2,6,7,1,8,11,4,25-00503,16
301,1,2,5,0,4,12,3,25-01000,11
302,1,3,6,1,4,5,0,25-02800,10
303,2,N,1,2,8,10,1,25-02800,14
304,2,5,9,0,1,1,2,25-00503,6
305,2,4,2,2,2,12,2,25-00503,3
306,1,4,1,1,4,12,3,25-02800,14
307,2,N,3,0,N,8,1,25-01000,12
308,2,1,8,1,N,2,4,25-00703,13
309,1,1,5,1,6,7,3,25-02800,18
310,1,N,1,0,5,6,4,25-00703,4
311,2,N,6,1,5,1,0,25-00703,9
312,2,2,1,1,7,1,1,25-00503,13
313,1,4,3,1,7,9,0,25-00503,N
314,1,6,9,2,1,4,1,25-00703,6
315,1,4,8,2,2,5,0,25-00703,16
316,2,1,1,0,4,5,3,25-02800,8
317,2,4,6,0,5,9,4,25-00503,9
318,1,1,2,0,0,7,4,25-00503,N
319,2,6,9,2,6,4,1,25-01300,2
320,1,6,6,0,4,8,0,25-00703,10
321,2,6,8,1,5,3,2,25-01300,0
322,1,N,8,1,N,2,1,25-00703,10
323,1,1,1,2,6,7,3,25-00503,N
324,2,4,2,2,4,7,2,25-00703,16
325,1,5,8,1,6,12,1,25-00503,4
326,1,4,1,1,0,8,3,25-00503,3
327,2,3,6,0,2,8,2,25-00703,14
328,1,2,9,1,4,10,4,25-01000,1
329,2,1,3,0,N,1,3,25-02800,10
330,1,6,1,2,N,5,3,25-02800,8
331,2,3,5,0,8,7,3,25-02800,9
332,2,4,5,1,5,8,0,25-00503,12
333,1,2,8,2,0,7,2,25-02800,8
334,2,N,6,1,4,1,0,25-01300,8
335,2,2,2,1,4,5,0,25-00703,4
336,2,N,3,0,3,12,4,25-01300,N
337,1,6,2,1,9,5,3,25-00703,8
338,1,5,1,2,8,6,0,25-01300,11
339,1,1,7,1,6,N,4,25-01300,9
340,1,6,3,0,4,6,2,25-00503,15
341,2,6,8,0,3,6,1,25-02800,8
342,1,3,9,1,1,9,0,25-02800,5
343,1,6,5,2,8,7,0,25-00703,4
344,2,2,5,0,2,6,4,25-00703,14
345,1,N,7,1,2,4,2,25-02800,11
346,1,6,9,1,4,2,1,25-00703,3
347,1,6,3,2,7,7,3,25-00503,9
348,1,6,1,1,5,3,4,25-00503,1
349,2,6,6,2,9,12,3,25-00503,14
350,1,5,9,0,0,8,3,25-01300,2
351,1,6,1,1,3,10,0,25-02800,11
352,2,N,1,0,N,6,0,25-00703,0
353,2,2,6,1,3,8,1,25-01000,0
354,1,N,6,1,7,1,4,25-02800,3
355,2,6,9,2,8,11,3,25-00703,3
356,1,N,9,1,7,12,0,25-02800,8
357,2,2,8,1,4,2,2,25-01000,0
358,1,1,9,2,6,1,0,25-00503,6
359,1,4,5,2,7,7,0,25-01000,11
360,2,N,2,0,8,10,3,25-00703,0
361,2,2,9,0,1,12,3,25-00703,5
362,2,5,5,1,3,5,2,25-00703,8
363,2,6,2,2,6,N,3,25-00503,12
364,1,6,6,1,6,9,0,25-00503,12
365,2,6,8,2,1,10,4,25-02800,12
366,2,3,7,0,7,N,2,25-00703,12
367,2,6,1,1,3,5,3,25-02800,N
368,1,3,5,2,4,6,1,25-00503,1
369,2,4,8,1,2,3,4,25-01300,0
370,2,2,8,2,2,9,3,25-00703,9
371,1,6,8,0,5,10,0,25-00503,15
372,2,6,8,0,8,2,0,25-02800,1
373,2,2,3,1,N,3,2,25-00503,12
374,1,2,1,1,0,5,3,25-00503,17
375,2,1,2,2,N,1,1,25-02800,6
376,2,5,2,2,4,10,0,25-00503,15
377,2,1,8,0,N,10,3,25-00503,0
378,1,4,9,1,6,5,2,25-02800,8
379,1,3,7,0,0,6,2,25-00703,1
380,2,1,6,1,4,10,1,25-00703,16
381,2,2,3,0,8,3,0,25-01000,1
382,2,6,9,1,4,7,0,25-02800,11
383,2,6,8,1,6,10,1,25-01000,1
384,1,5,3,2,6,5,3,25-01000,1
385,2,2,6,2,N,8,4,25-01000,4
386,2,6,9,1,N,9,0,25-02800,11
387,1,N,1,1,7,6,3,25-01000,9
388,2,6,6,1,8,3,3,25-01000,10
389,2,4,8,1,N,7,2,25-01300,5
390,1,N,1,2,5,3,2,25-01000,9
391,2,3,6,2,1,10,0,25-01300,N
392,1,4,1,0,2,12,0,25-00503,14
393,2,3,6,0,N,1,1,25-02800,15
394,2,6,1,2,8,1,3,25-00503,5
395,1,6,8,1,2,11,0,25-01300,14
396,1,4,1,1,3,2,3,25-01000,0
397,1,1,8,0,4,10,1,25-00703,11
398,2,3,7,1,9,6,2,25-01300,7
399,1,5,7,0,9,9,3,25-02800,18
400,1,2,1,2,0,12,2,25-01300,6
401,1,6,7,1,6,12,3,25-01300,12
402,1,6,7,1,8,1,0,25-01300,8
403,1,N,3,1,6,8,0,25-02800,15
404,1,6,2,2,2,1,0,25-02800,14
405,2,6,8,1,0,5,0,25-01300,1
406,1,3,5,0,3,7,4,25-01000,11
407,2,4,1,0,9,1,0,25-00703,8
408,2,2,5,1,4,12,3,25-01300,8
409,1,1,1,2,6,12,1,25-00703,3
410,2,4,1,0,N,N,4,25-01300,11
411,2,6,3,2,8,7,1,25-01300,8
412,2,3,6,1,2,3,4,25-01000,10
413,1,N,1,0,1,7,2,25-01300,5
414,1,6,3,2,2,10,3,25-01000,8
415,1,4,3,0,0,5,0,25-00703,14
416,2,1,1,0,0,11,4,25-01000,1
417,2,N,1,2,6,5,4,25-02800,3
418,1,6,3,1,4,12,0,25-02800,9
419,2,N,8,2,5,5,0,25-01000,1
420,2,6,3,1,0,2,0,25-02800,18
421,1,5,7,1,N,7,2,25-00703,N
422,2,3,9,0,5,5,0,25-01000,7
423,1,4,7,0,8,4,0,25-02800,8
424,2,N,7,0,8,N,4,25-02800,8
425,2,N,6,1,4,6,4,25-00503,13
426,2,6,6,2,8,10,3,25-01000,16
427,2,6,1,0,5,1,3,25-00703,16
428,2,1,6,2,7,1,2,25-02800,15
429,2,6,8,1,N,8,3,25-00503,15
430,2,5,8,0,5,4,1,25-00703,14
431,2,6,2,1,2,9,3,25-00703,14
432,2,1,7,2,3,7,0,25-01300,18
433,1,3,8,0,8,7,2,25-01300,7
434,1,3,6,2,3,2,3,25-00503,13
435,1,5,3,0,8,11,0,25-00503,11
436,1,6,3,1,9,4,3,25-01000,9
437,2,N,6,2,0,12,2,25-02800,2
438,2,1,9,2,5,5,1,25-00703,15
439,1,N,7,2,N,3,4,25-00503,18
440,1,3,6,1,4,5,0,25-01300,11
441,1,1,1,1,9,7,3,25-02800,13
442,2,2,9,0,4,9,4,25-01300,6
443,1,4,5,1,6,4,4,25-00703,18
444,2,N,8,1,8,7,3,25-01300,2
445,2,5,2,0,5,5,4,25-00703,13
446,1,4,2,1,1,6,3,25-01300,12
447,2,6,7,0,8,4,2,25-00503,14
448,2,N,9,0,1,12,0,25-02800,11
449,2,5,3,1,2,10,0,25-02800,3
450,2,6,6,0,8,7,3,25-02800,18
451,2,3,6,2,7,11,1,25-01000,9
452,1,3,3,0,3,8,1,25-01300,5
453,1,3,2,1,4,12,4,25-01000,1
454,1,2,6,0,3,6,0,25-02800,9
455,1,6,1,0,5,N,1,25-00503,7
456,2,N,1,1,1,12,2,25-01300,10
457,1,6,9,2,6,11,0,25-00503,18
458,2,N,1,0,6,4,2,25-00503,2
459,2,6,6,1,3,8,0,25-00703,18
460,1,2,3,2,5,1,2,25-01300,6
461,1,3,3,0,7,1,2,25-00503,1
462,1,4,1,1,8,1,2,25-01300,17
463,1,4,1,2,3,5,0,25-02800,8
464,2,5,5,1,2,1,2,25-01000,12
465,2,6,1,2,6,8,3,25-02800,1
466,1,3,8,1,4,2,0,25-00703,2
467,2,5,7,2,2,N,2,25-00503,7
468,2,5,5,2,N,10,0,25-01300,2
469,1,3,5,2,4,6,3,25-02800,10
470,1,N,6,1,8,N,4,25-00503,16
471,1,4,1,1,8,8,3,25-01000,10
472,2,6,7,0,0,4,1,25-02800,12
473,1,4,1,1,5,12,1,25-00703,14
474,1,1,9,0,6,5,0,25-00703,6
475,1,6,3,0,8,6,2,25-01300,15
476,2,2,6,2,7,8,4,25-02800,12
477,2,5,3,2,N,8,0,25-01300,1
478,1,1,1,0,1,8,3,25-00703,8
479,1,1,1,0,1,8,1,25-00703,14
480,1,2,7,2,2,N,0,25-00703,2
481,1,5,9,0,9,5,2,25-02800,13
482,1,2,9,0,6,2,4,25-00703,18
483,1,1,8,1,4,4,4,25-00503,3
484,2,3,6,2,1,3,0,25-00503,18
485,1,6,8,1,4,6,4,25-02800,2
486,2,4,9,0,N,5,3,25-00703,11
487,1,6,2,1,3,5,1,25-01300,10
488,2,4,3,1,8,10,3,25-00503,11
489,2,2,8,2,5,5,0,25-00503,5
490,2,N,5,2,5,10,3,25-01300,0
491,2,1,2,0,2,10,1,25-01300,12
492,2,1,5,1,3,9,3,25-02800,4
493,2,N,9,1,4,N,0,25-00503,9
494,1,3,5,1,0,N,4,25-00503,N
495,1,3,9,2,5,1,3,25-00703,N
496,2,6,8,0,9,9,4,25-01000,6
497,1,6,8,1,0,10,3,25-00503,18
498,2,N,9,0,N,6,3,25-00503,10
499,1,1,8,1,1,5,3,25-01300,15
500,1,1,3,0,6,4,2,25-01000,11
501,2,1,3,0,N,6,1,25-01300,14
502,1,2,8,2,0,10,1,25-01000,5
503,1,5,7,1,7,9,0,25-02800,12
504,2,2,5,0,7,1,3,25-02800,5
505,2,N,5,2,N,4,3,25-02800,11
506,1,2,2,0,0,9,1,25-01300,N
507,2,1,9,0,4,12,0,25-01300,9
508,1,6,8,2,7,5,1,25-01000,18
509,1,4,3,2,9,4,3,25-00503,16
510,2,1,6,2,5,4,1,25-01000,17
511,2,6,6,1,8,7,4,25-01000,16
512,2,6,1,2,2,2,3,25-01300,12
513,2,1,3,0,5,5,0,25-01300,7
514,1,4,1,1,0,2,2,25-00503,N
515,2,6,1,2,1,12,4,25-02800,15
516,2,1,7,2,6,2,0,25-01000,4
517,2,6,1,1,N,12,3,25-00703,13
518,1,1,6,1,8,2,1,25-02800,2
519,2,6,9,1,3,1,4,25-00503,9
520,1,3,6,1,0,1,1,25-01300,13
521,2,N,2,1,N,9,3,25-00703,4
522,2,2,3,0,0,1,0,25-00503,15
523,1,2,7,0,1,12,2,25-01000,9
524,1,6,2,1,5,11,3,25-02800,18
525,2,2,6,0,7,1,4,25-01000,6
526,1,N,9,1,2,1,3,25-00503,1
527,2,N,3,2,1,12,4,25-00503,13
528,1,5,8,0,7,1,0,25-02800,1
529,2,5,3,1,8,10,1,25-02800,17
530,1,6,2,0,0,2,3,25-02800,15
531,1,3,2,0,3,10,1,25-02800,1
532,1,6,9,1,1,4,0,25-01300,15
533,1,3,3,1,4,N,1,25-01300,1
534,1,4,6,2,9,N,1,25-01300,13
535,1,2,5,2,3,2,2,25-01000,10
536,1,2,1,2,7,5,0,25-00703,6
537,1,1,6,2,8,10,0,25-01000,0
538,2,N,5,1,9,5,4,25-01000,1
539,1,N,2,1,5,10,2,25-00503,7
540,1,4,1,1,7,1,4,25-01000,13
541,1,4,2,1,N,10,1,25-01300,16
542,1,2,6,2,2,N,2,25-01000,15
543,1,3,1,0,1,10,1,25-00503,4
544,1,N,8,1,N,10,2,25-00703,10
545,1,2,7,2,N,8,1,25-01300,16
546,1,6,1,2,N,8,2,25-00503,5
547,2,2,1,2,0,3,4,25-00703,11
548,1,6,9,0,2,9,3,25-01300,13
549,2,3,8,0,6,3,0,25-00703,3
550,2,2,5,1,7,11,2,25-02800,9
551,2,5,9,0,5,5,0,25-01300,14
552,2,3,3,2,2,7,3,25-02800,12
553,2,4,1,0,5,2,4,25-00503,10
554,2,3,1,2,5,8,0,25-01000,5
555,2,6,8,2,5,9,0,25-01000,17
556,1,2,6,1,1,7,0,25-02800,15
557,1,6,1,2,6,7,4,25-02800,15
558,1,6,2,0,6,4,0,25-01300,16
559,2,6,6,2,0,3,3,25-01300,4
560,1,5,2,0,6,9,0,25-01000,3
561,1,5,5,1,9,8,0,25-01000,11
562,1,4,5,1,5,5,0,25-00503,1
563,2,2,9,1,N,7,3,25-01000,4
564,2,1,8,1,N,9,3,25-01300,7
565,1,6,3,2,3,3,3,25-01300,6
566,1,N,2,2,7,11,0,25-01300,10
567,1,3,6,1,8,8,3,25-00703,3
568,1,1,5,1,0,7,0,25-00703,4
569,2,6,8,0,0,6,2,25-02800,16
570,2,6,5,0,2,12,2,25-02800,N
571,2,N,5,1,3,7,0,25-00503,8
572,2,1,5,2,3,10,0,25-01000,0
573,2,2,6,2,3,8,4,25-01300,14
574,1,2,6,2,3,7,3,25-00703,3
575,2,5,7,1,1,10,4,25-00503,3
576,2,1,1,1,2,5,4,25-00703,N
577,2,1,8,1,9,3,0,25-02800,N
578,1,2,2,1,0,8,2,25-01300,18
579,2,6,5,2,4,11,4,25-01000,14
580,2,1,2,1,4,12,0,25-00703,16
581,1,1,2,0,0,5,2,25-02800,4
582,2,6,9,2,1,2,1,25-01300,N
583,2,N,6,2,1,12,0,25-02800,9
584,2,N,3,1,9,6,2,25-00703,14
585,1,N,2,1,5,1,4,25-00703,17
586,2,N,3,2,2,8,4,25-01300,8
587,1,N,8,1,2,9,3,25-01300,6
588,1,6,2,2,3,1,2,25-02800,1
589,2,3,8,2,N,N,0,25-00703,18
590,2,4,6,0,3,7,4,25-00503,N
591,1,N,1,1,7,1,1,25-00503,3
592,2,6,7,2,5,9,3,25-02800,1
593,2,3,6,1,3,11,0,25-02800,14
594,1,1,1,2,5,9,2,25-01000,7
595,1,3,5,0,8,1,2,25-00703,15
596,2,6,3,2,2,3,3,25-01000,3
597,1,3,5,1,4,2,0,25-00503,3
598,1,6,5,1,1,4,1,25-00703,16
599,2,5,2,1,1,5,2,25-00703,13
600,2,N,1,2,0,2,3,25-02800,13
601,1,3,5,1,5,2,4,25-01300,9
602,1,3,6,1,5,1,1,25-01000,15
603,1,N,9,2,7,8,0,25-00503,2
