SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,DEYE
2,4,1,1,7,0,25-02800,73,1,4,272,2
2,2,6,1,1,0,25-00703,52,0,3,137,2
2,4,1,1,6,0,25-02800,21,4,4,0,2
2,1,1,2,9,0,25-02800,25,0,N,461,2
2,1,1,2,4,0,25-01000,11,5,5,258,2
1,6,1,2,6,0,25-01300,27,1,3,N,2
1,1,1,1,3,0,25-01300,3,0,2,118,2
1,6,1,1,2,4,25-00703,83,0,2,398,2
1,5,6,1,9,0,25-00703,15,0,2,233,2
2,6,1,2,8,0,25-01000,52,0,4,275,2
1,1,1,2,1,0,25-00503,20,3,N,365,2
2,6,1,1,8,0,25-01000,18,0,3,223,2
1,6,1,1,4,0,25-01000,41,0,N,133,2
1,1,1,1,2,0,25-02800,28,0,2,456,2
1,5,1,1,4,3,25-00703,62,0,4,273,2
2,1,6,1,4,0,25-00703,57,0,7,374,2
2,6,1,1,3,0,25-01000,56,0,2,120,2
1,6,8,1,1,0,25-01000,50,0,7,256,2
2,6,1,1,3,0,25-00703,69,0,N,416,2
1,1,1,1,6,0,25-00503,47,1,4,350,2
1,1,6,2,4,0,25-02800,83,2,N,226,2
1,1,1,1,1,0,25-01000,71,0,3,501,2
2,2,1,1,3,0,25-01300,62,0,N,227,2
1,6,1,1,5,0,25-01000,65,2,2,391,2
1,6,1,1,0,0,25-02800,82,2,5,288,2
1,1,1,1,3,0,25-00703,80,0,6,488,2
1,4,1,1,5,0,25-01300,65,0,2,81,2
2,1,1,1,0,0,25-01300,17,0,6,331,2
2,6,1,1,5,0,25-02800,60,1,3,208,2
2,4,1,1,5,0,25-00703,51,0,2,279,2
2,1,1,1,6,0,25-00503,52,0,2,311,2
2,1,1,1,7,0,25-01000,75,0,N,137,2
2,3,1,1,5,0,25-00703,53,0,N,501,2
2,1,1,1,5,0,25-00703,43,0,7,26,2
1,1,1,2,0,0,25-00503,65,0,7,352,2
1,N,1,1,1,0,25-01300,33,1,5,414,2
1,6,1,1,2,0,25-00703,53,0,5,199,2
2,1,6,1,5,0,25-00703,71,0,2,113,2
2,1,2,1,3,0,25-01000,65,0,N,351,2
1,1,1,1,1,0,25-00703,91,0,6,157,2
2,1,1,1,6,0,25-00503,44,0,2,92,2
2,2,1,1,1,0,25-02800,49,2,N,157,2
2,6,1,1,8,4,25-01300,71,3,2,360,2
2,6,1,1,N,0,25-02800,34,2,3,153,2
1,1,1,1,5,0,25-00503,51,0,2,N,2
1,1,1,2,7,0,25-01300,34,0,4,498,2
2,1,1,1,4,0,25-00703,61,2,N,481,2
2,1,9,1,1,0,25-00503,27,0,4,0,2
1,6,1,2,2,0,25-00703,19,0,4,501,2
2,5,1,2,2,0,25-00703,81,0,3,272,2
2,1,1,2,4,0,25-01000,64,2,4,144,2
1,1,1,2,4,0,25-00703,64,0,3,501,2
2,6,1,1,4,0,25-02800,79,0,N,372,2
2,4,1,2,5,0,25-02800,21,0,5,356,2
2,1,6,1,3,0,25-00703,59,0,4,219,2
1,6,6,1,5,0,25-02800,39,2,7,198,2
2,3,1,2,0,0,25-00703,31,0,4,473,2
2,1,1,1,0,0,25-02800,21,0,2,385,2
2,1,9,2,1,0,25-02800,58,0,2,431,2
2,1,1,1,9,0,25-00703,31,0,3,N,2
2,1,1,1,3,0,25-00503,65,0,3,478,2
2,1,1,1,3,0,25-01300,42,1,4,501,2
1,6,1,1,4,0,25-00503,37,0,2,374,2
2,3,1,1,3,0,25-01000,49,0,N,267,2
2,1,1,1,4,0,25-02800,66,1,2,243,2
2,1,1,1,7,0,25-02800,54,0,N,411,2
1,1,6,2,5,0,25-01000,76,0,3,475,2
1,N,2,1,2,0,25-01000,32,3,2,113,2
1,N,1,1,4,0,25-01000,32,0,5,271,2
1,1,1,1,4,0,25-00703,90,0,3,478,2
2,3,1,1,7,0,25-01300,44,0,3,137,2
2,N,1,1,0,0,25-00703,23,0,2,276,2
2,4,1,1,2,0,25-00703,3,0,6,34,2
2,6,6,2,0,0,25-00703,10,0,N,179,2
1,1,1,1,7,0,25-00703,34,0,N,246,2
2,6,1,1,N,0,25-01300,30,0,N,364,2
2,1,1,1,4,0,25-02800,23,2,7,281,2
2,1,1,1,3,0,25-00703,82,3,N,61,2
2,N,1,1,6,0,25-00703,62,1,4,501,2
1,3,1,1,6,0,25-02800,31,0,N,182,2
2,6,1,2,9,0,25-00503,32,0,N,240,2
2,1,1,1,5,0,25-02800,67,0,4,443,2
2,1,1,1,4,1,25-01000,36,0,5,164,2
1,5,6,1,6,0,25-00703,35,2,6,120,2
2,2,1,1,1,0,25-00503,10,0,N,N,2
1,3,1,1,N,0,25-02800,30,3,2,221,2
2,1,1,1,7,0,25-00503,56,2,3,N,2
1,6,2,1,5,0,25-00703,84,0,4,489,2
1,1,1,1,4,0,25-02800,58,0,3,153,2
2,1,1,1,0,0,25-00703,5,0,4,216,2
2,1,1,1,2,0,25-00503,36,0,4,0,2
1,2,1,1,8,0,25-00503,57,1,3,361,2
2,2,1,1,0,0,25-01000,52,0,2,478,1
1,4,2,2,0,0,25-00503,40,2,N,276,2
2,1,1,1,1,0,25-00703,86,0,2,501,2
1,1,1,1,0,0,25-01300,55,0,N,63,2
1,5,1,1,2,0,25-00503,34,0,4,332,2
1,1,1,1,7,0,25-00703,52,0,6,313,2
2,1,1,1,2,0,25-00703,73,1,3,282,2
1,5,2,1,3,0,25-00503,23,0,N,281,2
1,6,9,1,5,0,25-02800,89,0,3,377,2
1,1,1,1,0,0,25-01300,21,0,2,27,2
2,6,6,2,4,0,25-01000,57,0,N,422,2
1,1,1,2,4,0,25-00703,75,0,2,330,2
2,6,6,2,5,0,25-00703,56,2,2,286,2
2,1,1,2,6,0,25-01000,10,5,2,356,2
2,5,1,1,5,0,25-00503,42,0,2,215,2
1,6,1,1,0,0,25-00703,62,0,4,227,2
2,1,1,1,2,0,25-01300,46,0,5,305,2
1,4,1,2,1,4,25-02800,37,0,4,488,2
2,3,1,1,9,0,25-00703,69,0,2,176,2
2,1,1,1,3,0,25-01000,73,2,N,165,2
1,6,1,2,5,0,25-02800,88,3,5,468,2
1,4,1,1,7,0,25-02800,45,0,N,486,2
2,2,1,1,6,0,25-00503,27,0,2,299,2
1,6,1,2,7,0,25-00503,60,2,2,150,2
1,1,1,2,N,0,25-02800,73,2,7,19,2
1,3,1,2,4,0,25-00703,63,0,7,281,2
1,6,1,2,7,0,25-00703,59,0,2,20,2
1,6,1,2,4,4,25-01000,2,1,4,410,2
1,6,1,1,0,0,25-00703,47,0,7,379,2
2,1,1,2,2,0,25-02800,55,2,7,26,2
1,6,1,1,9,0,25-00503,30,1,2,N,2
1,6,1,1,7,0,25-00703,30,2,3,327,2
1,3,1,2,6,0,25-00703,18,0,3,7,2
2,6,6,1,2,0,25-00703,30,3,4,501,2
1,3,1,2,5,0,25-01000,69,0,N,187,2
2,4,1,1,3,0,25-00503,29,0,4,501,2
1,6,1,1,3,0,25-01000,85,0,3,9,2
2,4,1,1,1,0,25-00503,71,0,2,501,2
1,6,1,1,N,0,25-01300,76,4,7,457,2
1,6,6,1,1,0,25-02800,66,0,4,401,2
1,1,1,2,4,1,25-00703,15,0,4,239,2
1,1,1,1,2,0,25-01300,20,0,2,478,2
1,N,1,1,5,0,25-02800,68,0,6,478,2
2,1,1,1,1,0,25-00703,46,0,4,233,2
2,6,1,1,1,0,25-01000,47,2,4,379,2
1,4,1,1,3,0,25-01000,37,0,2,141,2
2,6,1,1,4,0,25-00703,73,0,2,493,2
1,6,1,1,8,0,25-00503,81,0,5,4,2
1,1,1,1,9,0,25-01000,46,1,5,208,2
1,6,1,1,0,0,25-00703,43,1,N,321,2
2,1,3,1,1,0,25-01000,58,3,3,95,2
1,1,1,1,2,0,25-01300,69,0,N,212,2
1,4,1,1,4,0,25-00503,19,1,5,0,2
2,6,1,2,0,0,25-02800,23,0,2,480,2
2,1,1,1,4,0,25-00703,52,0,2,324,2
1,4,1,2,2,0,25-01300,27,0,5,33,2
2,3,1,1,2,0,25-01000,36,0,5,492,2
2,1,6,1,8,0,25-01000,15,0,4,191,2
1,1,1,1,0,0,25-01300,47,0,5,271,2
2,6,1,2,1,0,25-01000,39,0,N,118,2
1,6,1,2,2,0,25-02800,41,0,3,266,2
2,2,1,1,4,0,25-00503,40,0,3,180,2
1,1,1,1,5,0,25-00703,59,0,2,70,2
1,1,1,2,6,0,25-00703,4,0,N,249,2
2,4,1,1,2,0,25-02800,63,0,2,197,2
1,6,1,2,1,0,25-00703,51,N,2,494,2
2,6,1,2,5,0,25-00703,36,0,3,114,2
2,1,1,1,3,0,25-01300,52,0,N,501,2
1,1,1,1,7,1,25-00703,47,0,2,490,2
1,6,1,1,1,0,25-02800,73,1,4,391,2
2,1,1,2,1,0,25-00503,28,0,N,105,2
1,3,1,1,1,0,25-00703,28,0,4,274,2
2,4,1,2,4,0,25-02800,94,0,2,360,2
2,1,1,2,3,0,25-01000,41,0,2,326,2
2,6,1,1,4,0,25-00703,74,1,2,347,2
2,1,1,2,1,0,25-00503,76,0,2,204,2
1,1,1,2,5,0,25-00503,45,0,2,321,2
2,6,1,1,4,0,25-00503,26,2,3,N,2
2,6,1,1,3,0,25-01300,80,0,2,163,2
2,6,1,1,7,2,25-01300,4,2,N,103,2
2,1,6,1,3,0,25-01000,80,0,6,224,2
1,1,1,2,3,0,25-00503,37,0,5,244,2
1,6,1,2,0,2,25-01300,52,1,2,345,2
2,6,1,2,2,0,25-00703,28,1,2,463,2
2,4,1,2,4,0,25-00503,22,0,3,402,2
2,1,1,1,3,0,25-01000,52,0,5,182,2
1,1,6,2,6,0,25-01000,33,0,2,501,2
2,1,1,1,3,0,25-01000,18,0,2,501,2
1,5,1,1,3,0,25-00703,21,1,N,422,2
1,6,1,2,0,0,25-00703,47,0,4,369,2
2,1,1,1,3,0,25-00503,24,2,2,336,2
1,6,1,2,5,0,25-00703,94,0,3,17,2
1,N,1,1,N,0,25-01000,43,0,2,478,2
2,6,1,1,8,0,25-00703,24,2,5,322,2
1,4,1,1,2,0,25-02800,76,1,4,316,2
1,6,1,1,9,0,25-00703,10,0,2,84,2
2,1,6,1,5,1,25-00703,18,0,2,81,2
2,6,6,1,5,0,25-01000,32,4,2,299,2
1,5,1,1,3,0,25-00703,81,0,4,152,2
2,6,1,1,3,0,25-00703,66,0,N,501,2
2,6,6,1,0,4,25-01000,43,0,N,45,1
1,4,8,2,5,0,25-00703,32,1,4,N,2
1,3,1,2,6,0,25-02800,45,0,4,278,2
1,1,1,1,3,0,25-01300,17,0,4,271,2
2,3,1,1,3,0,25-01300,51,0,3,408,2
2,1,1,1,2,0,25-01000,32,0,5,244,2
1,1,1,2,1,0,25-00503,75,1,4,382,2
1,1,1,1,N,0,25-01300,36,2,4,468,2
1,6,2,1,6,0,25-01000,82,0,3,173,2
2,6,1,1,6,0,25-00703,12,4,3,451,2
1,6,1,2,N,0,25-02800,27,1,4,361,2
2,1,1,2,5,0,25-00503,44,0,6,8,2
2,1,1,1,2,0,25-01000,76,0,4,71,2
1,4,1,1,3,0,25-01300,18,1,N,217,2
1,6,1,1,6,0,25-00703,86,1,2,289,2
1,1,2,1,6,0,25-00703,16,5,N,478,2
1,1,1,1,4,3,25-00503,91,2,4,106,2
2,6,2,2,7,0,25-00703,59,0,7,212,2
2,4,1,2,6,4,25-02800,55,0,3,272,2
1,6,1,1,3,0,25-00703,43,0,6,403,2
2,4,1,2,1,0,25-01000,34,1,3,271,2
2,6,1,1,6,0,25-00503,84,0,3,330,2
2,6,1,1,8,0,25-00703,6,1,2,215,2
1,1,1,1,1,0,25-00703,15,0,3,451,2
2,2,1,1,5,0,25-01000,33,0,N,4,2
2,6,6,0,1,0,25-00703,50,1,4,222,2
2,1,1,1,3,0,25-02800,21,0,4,359,2
2,1,1,1,8,4,25-00503,19,5,5,458,2
2,1,1,1,8,0,25-02800,55,2,2,353,2
1,4,1,1,8,0,25-01000,62,0,3,131,2
1,1,1,2,5,0,25-00503,53,0,4,490,2
1,6,1,1,2,0,25-00503,30,2,N,424,2
2,1,1,1,2,0,25-00703,55,0,N,131,2
1,6,2,1,7,0,25-01000,54,1,N,348,2
2,1,1,1,1,0,25-01300,16,0,4,325,2
1,5,1,1,8,0,25-02800,42,2,2,501,2
2,6,1,1,5,0,25-02800,66,0,3,501,2
2,1,3,2,3,0,25-02800,57,0,4,443,2
2,1,1,1,6,0,25-00703,5,0,4,394,2
2,1,2,1,8,0,25-00703,41,0,2,18,2
1,1,1,1,3,0,25-01000,20,0,4,276,2
2,6,1,2,1,0,25-02800,15,0,3,8,2
2,6,1,2,8,0,25-00703,33,0,2,454,2
2,1,1,1,0,0,25-00703,63,2,5,445,2
2,6,1,1,7,3,25-00703,51,0,5,157,2
1,6,1,1,7,0,25-01000,32,0,N,398,2
2,2,1,1,2,0,25-00703,71,3,7,501,2
1,5,1,2,4,2,25-01300,18,0,N,202,2
1,2,1,2,9,0,25-00703,46,0,5,244,2
2,4,1,1,8,0,25-00703,64,0,N,143,2
2,2,1,2,8,0,25-02800,44,0,2,157,2
1,1,1,2,4,0,25-00503,69,3,3,378,2
2,1,1,1,7,0,25-00503,41,0,2,274,2
1,6,1,1,1,0,25-01300,26,0,3,244,2
2,6,1,1,7,0,25-00703,16,0,2,417,2
1,N,1,1,4,0,25-01300,54,0,6,215,2
1,1,1,1,3,0,25-02800,32,0,2,276,2
1,1,1,1,0,4,25-02800,35,0,2,234,2
2,6,1,1,0,1,25-00703,47,0,5,297,2
2,6,1,1,4,0,25-00703,59,0,2,374,2
2,2,1,2,3,0,25-01000,24,0,4,248,2
1,1,1,2,1,0,25-00703,23,0,2,323,2
2,1,1,1,3,0,25-01300,27,0,5,148,2
2,1,1,1,5,0,25-01000,73,0,2,320,1
2,2,1,2,2,0,25-01300,85,2,2,407,2
2,1,1,1,1,0,25-00703,55,0,2,429,2
2,1,6,2,5,1,25-00703,56,0,5,353,2
1,1,1,1,0,0,25-00503,35,0,2,260,2
1,1,2,1,4,0,25-01000,53,0,7,424,2
2,6,1,2,5,0,25-01300,26,0,4,394,2
1,1,1,1,6,0,25-00503,76,0,3,91,2
2,6,1,1,1,0,25-00503,39,0,2,0,2
2,4,1,1,2,0,25-00703,68,2,2,440,2
2,1,1,1,3,0,25-02800,19,0,4,425,2
2,4,1,1,2,0,25-00703,24,0,4,415,2
2,1,1,1,3,4,25-00703,77,0,4,72,2
1,6,1,2,1,0,25-01000,71,0,N,353,2
2,4,1,1,1,0,25-00703,18,3,2,294,2
2,1,1,2,4,0,25-01300,88,1,N,277,2
2,6,1,1,4,0,25-00703,19,1,N,118,2
1,1,1,1,6,0,25-01300,62,0,N,285,2
1,4,1,1,5,0,25-00703,50,0,N,136,2
2,6,2,1,1,0,25-01300,1,0,N,196,2
2,4,1,2,0,0,25-00703,56,2,5,170,2
2,1,1,1,2,0,25-02800,35,0,N,200,2
2,1,1,0,3,0,25-01300,34,0,2,501,2
2,4,2,2,3,0,25-00703,59,0,4,173,2
2,1,1,2,3,0,25-00703,20,0,7,0,2
2,4,1,1,4,0,25-00503,17,0,4,314,2
1,2,1,1,1,0,25-01300,90,0,2,233,2
1,1,1,1,2,0,25-00503,33,0,2,485,2
1,1,6,1,6,0,25-01300,27,0,3,483,2
2,3,1,1,7,0,25-01300,47,0,6,439,2
2,1,1,1,4,0,25-02800,68,0,3,55,2
2,1,1,1,4,0,25-02800,21,0,2,0,2
1,1,1,1,5,3,25-00703,24,0,3,501,2
2,6,1,1,7,0,25-00703,30,4,3,429,2
1,6,1,1,3,0,25-02800,19,0,2,309,2
2,1,1,1,5,0,25-00503,76,0,6,198,2
2,6,1,1,3,0,25-01300,55,0,N,256,2
2,1,1,1,5,0,25-00503,69,0,7,317,2
2,6,1,1,0,0,25-01000,26,N,4,326,2
1,1,1,1,0,0,25-01000,23,2,3,0,2
2,4,1,1,4,0,25-00503,58,0,3,391,2
2,1,1,1,9,0,25-00703,77,1,N,230,2
2,3,1,1,8,0,25-01000,20,0,N,416,2
2,4,1,1,5,0,25-01300,43,0,6,318,2
2,1,1,1,5,4,25-01000,62,0,4,376,2
2,1,1,1,7,3,25-01300,44,0,5,0,2
2,6,5,2,2,0,25-02800,25,3,2,465,2
2,1,1,2,2,0,25-01000,67,0,N,357,2
1,4,1,1,9,0,25-00703,41,2,2,420,2
1,1,1,2,6,0,25-01300,55,0,3,387,2
2,6,8,1,3,0,25-01300,37,0,2,108,2
2,1,1,1,6,0,25-01000,79,0,2,123,2
1,6,1,2,6,0,25-00503,64,0,N,444,2
2,6,1,2,2,0,25-02800,68,0,4,248,2
1,6,1,1,6,0,25-00503,31,2,2,15,2
1,6,1,2,2,0,25-01300,73,0,2,55,2
2,6,2,1,5,0,25-01000,60,0,5,17,2
1,1,1,1,7,0,25-01300,75,0,2,204,2
1,1,6,1,1,0,25-02800,52,0,2,501,2
2,1,1,1,0,0,25-01000,77,1,3,420,2
1,6,1,2,0,0,25-01000,47,0,5,341,2
1,6,1,1,3,0,25-01000,56,0,N,469,2
1,1,1,1,2,0,25-01300,31,0,2,212,2
2,2,1,2,0,3,25-00703,68,0,6,76,2
2,1,1,2,1,0,25-00703,68,1,2,501,2
1,1,1,1,7,4,25-00703,41,1,5,481,2
1,6,1,1,7,0,25-00503,21,0,3,268,2
2,6,1,1,5,0,25-01300,23,0,6,333,2
1,1,1,1,3,0,25-00703,48,0,4,311,2
2,6,1,1,6,0,25-00503,53,0,3,461,2
2,1,1,1,1,0,25-01000,1,2,3,227,2
1,1,9,1,0,1,25-01300,6,0,3,471,2
2,6,1,1,3,0,25-01000,56,0,6,231,2
1,6,1,1,3,0,25-00503,68,0,5,334,2
2,6,6,1,7,0,25-00503,42,0,4,230,2
1,1,1,1,2,0,25-00703,78,1,4,349,2
1,6,1,1,0,0,25-00503,49,0,3,30,2
2,4,9,1,N,0,25-01300,86,0,7,0,2
1,1,1,2,7,0,25-02800,35,0,3,1,2
2,1,1,1,4,0,25-01300,62,0,N,0,2
2,1,1,1,6,0,25-00503,46,0,5,473,2
2,4,9,2,1,0,25-00703,20,0,7,438,2
1,1,1,1,3,0,25-00703,29,2,3,447,2
2,4,1,2,4,0,25-01300,3,0,3,317,2
1,1,1,1,1,0,25-02800,43,1,2,422,2
2,6,1,2,6,0,25-00703,20,0,3,121,2
2,6,1,1,0,0,25-00503,72,0,3,153,2
1,4,1,1,2,0,25-02800,32,1,N,236,2
2,6,9,1,6,0,25-00503,38,0,2,197,1
1,1,1,2,3,0,25-02800,65,0,4,326,2
1,1,1,2,0,0,25-00703,59,0,4,66,2
2,6,1,2,8,0,25-01300,17,0,3,59,2
2,1,1,2,6,0,25-02800,45,0,N,279,2
2,6,1,1,8,0,25-01000,23,0,5,215,2
2,6,1,1,5,4,25-00703,41,0,N,309,2
1,6,1,1,2,0,25-01300,36,2,4,N,2
2,6,1,1,6,0,25-00703,70,0,N,91,2
1,6,1,1,2,0,25-00703,22,0,N,397,2
2,2,1,1,1,0,25-02800,19,0,4,477,2
2,1,1,1,8,0,25-01000,38,1,N,70,2
2,1,1,1,4,0,25-01300,11,0,6,3,2
2,3,1,1,2,0,25-00703,31,0,2,501,2
1,6,1,1,5,0,25-00503,79,0,N,299,2
1,3,1,1,2,0,25-01300,86,0,4,434,2
1,1,1,2,6,0,25-02800,70,0,3,294,2
2,2,1,2,5,4,25-00703,36,0,N,30,2
2,3,1,1,3,0,25-02800,38,0,2,501,2
1,6,1,1,4,0,25-00503,54,0,4,122,2
2,1,1,2,4,0,25-01300,33,0,N,190,2
2,3,1,2,2,0,25-00703,88,0,4,355,2
2,1,6,1,1,0,25-01300,4,0,2,0,2
2,2,1,1,0,0,25-00503,82,0,4,423,2
1,1,1,2,3,4,25-01000,34,0,3,173,2
2,4,1,1,4,0,25-02800,53,0,4,445,2
1,1,1,1,5,0,25-01000,34,0,5,278,2
2,4,1,1,8,0,25-00703,94,4,4,204,2
2,1,1,1,2,0,25-02800,62,0,4,501,2
1,1,3,1,2,0,25-00703,61,0,2,249,2
2,4,1,1,2,0,25-00703,83,0,4,431,2
1,3,1,2,3,0,25-02800,20,1,2,182,2
1,6,1,2,6,0,25-01300,5,2,5,461,1
2,6,1,1,1,0,25-00703,23,1,2,54,2
2,4,5,2,1,0,25-00703,32,0,3,271,2
2,6,1,1,7,0,25-02800,87,0,4,469,2
1,6,6,2,3,0,25-01300,72,0,3,501,2
2,6,1,1,4,0,25-01000,53,0,2,235,2
2,4,1,2,7,0,25-01300,20,3,4,364,2
1,6,1,1,2,0,25-02800,38,0,3,180,2
2,6,9,2,4,4,25-01000,83,2,N,273,2
1,1,1,2,2,0,25-00503,37,1,N,447,2
2,3,1,1,6,0,25-01300,34,0,3,136,2
1,1,1,1,N,0,25-01300,30,0,3,166,2
1,1,1,1,9,0,25-01300,24,2,2,168,2
1,4,8,1,0,0,25-02800,37,0,2,0,2
2,6,1,1,5,0,25-00703,29,0,2,148,2
1,N,6,1,4,0,25-02800,70,0,3,125,2
2,1,1,1,5,0,25-01000,23,0,N,360,2
2,6,1,2,4,0,25-00703,50,1,N,88,2
2,6,1,1,3,0,25-00503,10,0,N,467,2
1,4,1,2,7,0,25-00703,81,0,4,233,2
2,6,1,1,0,0,25-00703,70,4,4,214,2
1,4,1,2,4,0,25-00703,30,0,2,233,2
2,6,1,2,1,0,25-01000,47,0,2,410,2
1,1,1,1,6,0,25-00703,59,0,5,357,2
1,1,6,0,5,0,25-01300,27,0,2,272,2
2,3,1,2,5,0,25-00503,30,1,2,473,2
2,4,1,1,1,0,25-00503,82,0,2,501,2
1,6,1,1,8,0,25-01000,66,4,6,444,2
2,6,1,1,7,0,25-00503,45,0,2,501,2
1,6,1,1,4,0,25-00703,51,0,N,0,2
2,6,1,1,7,0,25-02800,15,0,3,0,2
2,6,1,1,4,0,25-01000,72,2,3,121,2
2,1,1,1,N,0,25-02800,33,0,4,380,2
1,6,1,1,1,3,25-02800,33,0,4,451,2
2,1,1,2,4,0,25-01300,40,0,N,288,2
1,6,2,1,0,0,25-02800,41,0,3,281,2
2,3,1,2,1,0,25-00703,32,0,2,18,2
1,1,1,2,5,0,25-01000,52,0,3,377,2
2,1,1,1,5,0,25-02800,58,0,4,271,1
1,3,1,1,3,0,25-01300,12,0,2,328,2
2,1,1,2,5,0,25-02800,30,0,N,201,2
2,4,1,1,3,0,25-00703,53,0,7,365,2
1,1,1,1,4,0,25-00503,27,0,6,326,2
2,6,6,1,6,0,25-02800,34,0,3,377,2
1,6,1,2,6,0,25-01300,13,2,3,285,2
1,1,1,1,6,0,25-01000,18,2,N,360,2
1,6,1,1,3,0,25-00503,71,3,4,451,2
2,1,1,1,3,0,25-02800,12,3,N,352,2
2,1,1,2,5,0,25-01300,66,0,3,38,2
2,6,1,2,1,0,25-02800,56,0,2,240,2
1,1,1,1,0,0,25-02800,49,4,N,186,2
2,1,1,1,8,4,25-01300,43,0,5,314,2
1,6,6,1,7,0,25-00703,33,0,4,501,2
2,3,1,1,6,0,25-00503,32,4,N,316,2
1,1,1,1,3,0,25-01300,1,0,3,337,2
2,1,1,1,6,0,25-00503,43,1,2,16,2
1,4,1,2,8,0,25-01300,52,2,7,137,1
1,N,1,1,0,0,25-01300,68,0,4,501,1
1,1,1,1,4,0,25-01000,62,0,3,3,2
1,6,1,0,6,0,25-01000,74,4,7,357,2
2,6,6,1,5,0,25-01300,53,0,5,N,2
