AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
29,1,1,1,3,1,N,5,9
78,7,6,1,1,2,N,9,9
60,6,6,1,1,1,N,5,9
56,1,4,2,1,1,N,6,1
44,9,6,2,1,1,N,1,9
77,1,1,1,1,1,N,0,9
45,1,1,1,1,1,N,9,7
10,1,1,1,1,2,N,7,5
16,1,4,2,1,1,N,8,5
80,1,1,2,1,1,N,5,9
52,1,1,1,1,2,N,0,10
40,1,6,1,1,1,N,1,5
47,1,6,2,1,2,N,4,9
65,2,6,1,1,1,N,2,4
28,1,N,2,1,1,N,9,8
32,1,1,1,1,1,N,7,9
40,1,6,1,1,1,N,2,7
24,1,1,1,1,1,N,2,9
73,1,1,1,1,1,N,6,7
75,1,5,1,1,1,N,2,3
30,1,4,1,1,1,N,5,5
29,1,1,1,1,1,N,4,7
31,1,N,2,1,1,N,9,7
64,1,6,2,1,1,N,3,10
42,1,4,1,1,1,6,4,10
49,1,1,2,1,1,N,4,7
31,1,6,1,1,1,N,1,7
60,2,4,2,1,2,N,N,8
62,1,6,1,1,1,N,7,9
35,1,1,2,1,1,N,5,9
25,1,3,2,1,2,N,2,7
67,1,6,1,1,1,N,6,9
86,1,1,1,1,1,N,3,5
33,1,1,2,1,1,N,0,7
58,1,N,1,1,1,N,1,3
62,1,6,2,1,1,N,8,10
28,6,1,1,1,1,N,2,9
70,1,4,2,1,1,N,2,9
43,1,6,1,1,2,N,2,10
56,1,6,1,1,1,N,5,4
68,1,6,1,1,1,N,6,7
62,1,1,2,1,1,N,5,7
59,8,N,1,1,2,N,6,7
75,1,6,1,1,1,N,8,9
32,1,1,2,1,1,N,7,9
42,1,1,1,1,1,N,5,7
8,1,6,2,1,1,N,4,5
79,1,N,1,1,1,N,6,4
41,6,1,2,1,2,N,0,5
57,1,1,2,1,2,N,6,9
87,1,1,2,1,1,4,7,2
17,1,1,2,1,1,N,5,5
50,1,1,2,1,2,N,3,10
17,1,2,1,1,1,N,7,6
43,1,N,2,1,2,N,1,10
58,1,1,1,1,2,N,3,10
17,1,4,2,1,1,N,5,5
27,1,1,1,1,1,N,6,9
70,1,1,2,1,1,N,6,9
32,1,6,2,1,2,N,7,9
24,1,1,2,1,1,N,2,9
88,1,1,2,1,2,N,2,10
32,1,6,1,1,1,N,2,5
38,1,2,1,1,1,N,6,4
35,1,6,1,1,1,N,6,3
61,5,1,2,1,2,N,7,5
75,1,6,2,1,1,N,N,10
24,1,6,2,1,2,N,2,9
59,1,1,1,1,1,N,N,8
17,1,3,1,1,1,N,1,9
72,1,1,1,1,1,N,8,3
45,1,6,1,1,1,N,9,10
53,1,1,2,1,1,N,4,10
58,1,6,1,1,1,N,5,12
24,1,6,1,1,1,N,8,10
53,1,6,1,1,1,N,4,9
42,1,2,2,1,1,N,6,10
49,1,6,2,1,1,N,6,7
17,1,6,1,2,2,N,4,4
63,1,1,1,1,1,N,8,5
22,1,5,2,1,1,N,7,9
45,1,1,2,1,1,N,9,9
45,1,6,2,1,1,N,4,7
24,1,1,2,3,1,N,N,8
0,1,1,2,1,1,N,5,5
58,1,6,1,1,1,N,2,5
60,1,1,1,1,1,N,8,12
74,1,4,1,1,1,N,2,5
88,1,3,1,1,1,N,5,5
55,1,1,2,1,2,N,9,8
20,1,1,2,1,0,N,6,4
55,1,1,2,1,1,N,8,3
4,1,6,2,1,1,N,7,10
66,1,6,2,1,2,N,5,6
91,8,6,2,1,1,N,2,9
94,1,3,2,1,2,N,4,9
48,1,1,1,1,1,N,5,10
39,1,6,1,1,1,N,8,5
71,1,1,1,1,2,N,1,9
26,1,1,1,1,2,N,4,11
34,1,1,2,1,2,N,3,4
44,1,1,2,1,1,N,7,8
31,1,6,2,1,1,N,5,5
47,1,1,1,1,1,N,5,N
67,1,1,2,1,1,N,5,7
50,6,6,1,1,2,N,1,7
41,1,1,1,1,2,N,8,5
66,1,6,1,1,1,N,2,9
69,9,1,2,1,2,2,1,6
12,1,N,1,1,1,N,5,7
45,2,1,2,1,1,N,7,5
52,1,1,1,1,1,N,4,10
48,1,6,1,1,2,N,6,9
29,6,6,2,1,2,N,2,7
70,1,1,2,1,1,N,0,7
53,1,6,1,1,1,N,1,5
60,1,4,1,1,1,N,4,10
61,1,4,1,1,1,N,2,1
38,1,1,2,3,1,N,0,5
72,1,1,1,1,1,N,0,6
21,1,6,2,1,1,N,8,5
26,1,6,2,1,1,N,6,5
28,1,1,1,1,2,N,5,4
70,7,2,1,1,1,N,7,3
55,1,1,1,1,1,N,9,5
26,1,1,2,1,1,N,8,7
38,1,1,2,1,1,N,3,7
63,5,4,1,1,2,N,3,7
39,1,6,2,1,1,N,N,9
30,1,6,2,1,1,N,1,10
48,1,6,2,1,2,N,0,9
62,1,6,2,1,1,N,4,5
47,1,4,2,1,1,N,3,10
38,1,1,2,1,1,N,6,9
79,1,1,2,1,2,N,8,7
56,1,5,2,1,2,N,0,7
21,1,6,2,1,1,N,7,7
43,1,4,1,1,1,N,6,9
47,1,4,2,1,1,N,1,8
49,1,6,2,1,1,3,N,9
53,1,6,2,1,1,N,4,9
62,1,6,2,1,2,N,4,10
22,1,1,1,1,1,N,4,5
30,1,1,2,1,1,N,6,5
26,1,1,1,1,1,N,4,8
53,1,5,2,1,2,N,7,4
71,1,3,1,1,1,N,1,7
37,1,6,1,1,1,N,0,5
4,1,1,2,1,1,N,7,9
65,1,N,1,1,1,N,8,4
70,1,3,1,1,1,N,7,4
81,9,1,2,1,1,N,9,9
68,1,N,1,1,2,N,8,8
29,1,1,2,1,1,4,6,8
32,1,1,2,1,1,N,7,9
52,1,1,2,1,1,3,9,10
50,1,4,2,1,1,N,5,5
46,1,1,2,1,1,N,9,9
24,1,6,1,1,2,N,8,10
75,1,2,1,1,1,N,2,5
66,6,6,1,1,1,N,0,3
71,1,2,1,1,1,N,9,9
80,1,6,2,1,1,N,7,N
69,1,3,2,1,1,N,7,10
88,1,1,1,1,1,N,2,7
56,1,6,2,1,1,N,7,7
0,1,2,1,1,1,N,7,5
43,1,1,2,1,2,N,4,9
80,1,1,1,1,1,N,2,5
44,1,2,1,1,1,N,0,9
65,1,1,2,1,1,N,7,7
66,1,6,1,1,2,N,6,8
34,1,1,1,1,1,N,3,9
55,1,N,1,1,1,N,7,7
41,1,1,1,1,2,N,2,10
32,1,6,1,1,1,N,6,7
64,6,1,1,1,2,2,1,7
62,1,1,1,1,2,N,9,9
74,1,6,1,1,1,N,3,9
69,1,6,2,1,1,N,7,6
78,1,1,1,1,1,N,0,9
43,1,1,2,1,1,N,8,7
78,1,1,1,1,1,N,7,9
26,1,6,1,1,1,N,7,1
19,1,6,2,1,1,N,9,10
35,1,1,2,1,1,N,3,10
14,1,1,2,1,1,N,4,9
80,1,1,2,1,2,N,9,7
67,1,1,1,1,1,N,6,8
70,1,5,2,1,1,N,5,9
10,1,4,1,1,1,N,7,9
0,1,1,2,1,1,N,7,6
39,1,1,2,1,1,N,6,7
21,1,1,2,1,1,N,7,6
23,1,1,2,1,2,N,4,7
54,1,6,1,1,1,N,7,7
51,1,4,2,1,1,N,7,5
63,1,1,1,1,1,N,3,5
57,9,1,1,1,2,N,8,7
51,1,1,2,1,1,N,5,7
75,1,4,2,1,1,N,2,5
57,1,1,1,1,2,N,4,9
77,1,1,2,1,1,3,6,10
31,1,6,2,1,1,2,7,7
62,6,1,2,1,1,N,9,5
30,1,4,1,1,1,N,9,9
83,1,1,2,1,1,N,7,7
33,1,1,2,1,2,N,7,1
75,1,6,1,1,1,N,1,9
64,1,1,1,1,1,N,2,5
23,1,6,2,1,1,N,0,7
66,1,6,1,1,1,N,3,1
8,1,6,1,1,1,N,3,7
62,1,6,1,1,1,N,0,5
63,3,N,2,1,1,N,6,4
58,1,6,1,1,1,N,4,7
75,1,1,2,3,1,N,6,6
50,1,1,2,1,1,N,6,1
57,1,6,1,1,2,N,5,5
2,1,6,1,1,1,N,6,10
16,1,4,2,1,1,N,3,9
94,1,1,2,1,1,N,0,5
91,1,1,1,1,1,N,3,10
71,1,1,1,1,1,5,8,10
67,1,6,2,1,1,N,3,10
49,6,1,2,1,1,N,3,9
25,1,1,2,1,2,N,7,10
80,5,1,1,1,2,N,1,10
65,1,1,1,1,1,N,8,9
39,1,1,2,1,1,N,2,8
22,2,4,2,1,1,N,4,1
4,1,4,1,1,1,N,6,10
20,1,6,2,1,2,N,2,7
19,1,6,2,1,1,N,1,3
69,6,6,2,1,1,N,2,9
19,1,4,2,1,1,N,5,1
56,1,6,1,1,1,N,1,7
14,1,4,2,1,2,N,7,9
53,1,6,1,1,1,N,0,7
67,6,6,2,1,2,N,3,8
61,1,N,1,1,2,N,0,12
32,2,1,1,1,1,2,0,5
52,1,6,2,1,1,N,6,7
77,1,1,2,1,2,N,9,7
40,1,1,2,1,2,N,9,3
75,1,1,1,1,1,N,6,6
29,3,1,1,1,1,N,1,9
49,1,6,2,1,1,N,9,5
67,1,1,1,1,1,N,6,5
35,1,4,1,1,1,N,6,7
30,6,1,2,1,1,N,3,10
31,1,4,1,1,2,N,7,5
45,1,1,2,1,2,N,4,7
67,1,1,2,1,1,N,0,7
55,1,4,1,1,1,N,3,4
84,1,1,2,1,1,N,8,8
72,1,1,2,1,1,N,6,4
50,1,1,2,1,1,N,5,10
64,6,3,1,1,1,N,3,7
23,1,1,1,1,1,N,7,10
22,1,4,2,1,2,N,1,8
65,1,2,2,1,1,N,7,9
72,1,4,2,1,1,N,N,5
65,1,1,2,1,1,N,4,7
19,1,1,2,1,1,N,8,9
49,1,4,1,1,2,N,0,5
74,1,1,1,1,1,1,9,12
21,5,6,2,1,2,N,5,5
86,1,6,2,1,1,N,8,2
66,1,1,2,1,1,N,7,9
94,1,6,2,1,2,N,4,9
46,6,6,1,1,1,N,8,4
14,1,4,1,1,2,N,5,5
65,1,1,1,1,1,N,5,10
77,1,6,1,1,1,N,6,5
51,1,N,1,1,1,N,2,7
52,1,1,2,1,1,N,6,5
28,1,1,2,1,1,N,9,5
59,5,1,1,1,1,N,1,3
30,1,6,2,1,1,N,0,4
49,1,6,1,1,1,N,N,7
40,1,1,1,1,2,N,4,8
40,1,1,2,1,1,N,2,10
69,1,6,2,1,1,N,4,10
80,1,6,1,1,1,N,7,7
59,1,4,1,1,2,N,2,9
33,1,1,1,1,1,N,4,7
65,1,2,1,1,1,N,6,4
60,1,1,2,1,2,N,4,3
38,1,1,2,1,1,N,0,12
72,1,4,2,1,1,N,6,7
68,1,1,2,1,1,N,0,12
57,1,3,1,1,1,N,3,7
52,1,4,2,1,1,N,4,9
40,1,N,2,1,1,N,7,5
35,1,1,1,1,1,N,0,3
48,1,6,2,1,1,N,5,9
32,1,1,1,1,1,N,2,8
59,1,6,2,1,2,N,1,5
27,2,1,1,1,1,N,1,6
50,1,6,1,1,1,N,4,5
65,1,3,1,1,1,N,9,4
24,1,1,1,1,1,N,3,9
68,1,1,1,1,1,N,0,9
26,1,6,1,1,2,N,6,10
31,1,6,2,1,1,N,6,5
72,1,1,1,1,1,N,8,9
63,2,1,1,2,1,N,3,12
26,1,6,1,1,2,N,N,5
26,6,N,2,1,1,N,1,7
32,1,6,1,1,0,N,5,3
54,1,1,1,1,1,N,2,9
39,6,6,2,1,2,N,0,12
32,7,2,1,1,1,N,8,10
48,1,1,2,1,1,N,7,10
85,1,6,2,1,2,N,7,10
59,1,N,1,1,2,N,9,3
20,1,6,2,1,2,N,3,5
83,1,1,2,1,1,N,2,10
22,1,3,2,1,2,N,4,5
20,1,1,2,2,1,N,6,10
30,1,2,1,1,1,N,5,9
48,1,1,1,1,2,N,4,5
34,1,1,1,1,1,N,7,10
50,1,6,2,1,2,N,8,7
73,1,1,2,1,2,N,0,9
66,1,3,2,1,1,N,6,9
70,1,1,2,1,1,N,2,9
56,1,1,1,1,1,N,8,4
13,1,3,2,1,2,N,1,11
52,1,6,2,2,1,N,7,8
85,1,2,2,1,1,6,0,9
19,1,1,2,2,1,5,3,10
46,1,6,2,1,1,N,5,6
31,6,6,1,1,1,N,3,9
41,1,6,1,1,2,N,8,7
33,1,1,2,1,1,N,7,9
42,1,6,2,1,1,N,3,9
43,1,1,2,1,1,N,6,10
51,1,1,2,1,1,N,2,8
51,1,4,1,1,1,N,5,6
52,6,1,1,1,1,N,6,7
58,1,1,1,1,1,N,6,9
38,1,1,1,1,1,N,3,9
43,1,1,1,1,1,N,7,9
49,1,1,2,1,1,N,0,3
30,1,1,1,1,2,N,4,3
22,1,4,1,1,1,N,2,5
70,1,N,1,1,1,N,0,9
58,1,1,1,1,2,N,0,12
55,1,1,1,1,1,N,6,7
47,6,1,1,1,2,N,N,5
30,1,3,1,1,2,N,1,9
42,1,1,2,1,1,N,5,7
29,1,3,1,1,1,N,5,7
14,1,1,1,1,2,N,9,10
55,1,1,1,2,1,N,9,5
64,1,1,2,1,1,N,5,5
64,1,1,2,1,2,N,1,4
54,1,1,2,1,1,N,2,10
41,1,6,2,1,1,3,7,10
58,1,1,1,1,1,N,7,10
75,1,6,2,1,2,N,0,9
50,1,2,2,1,1,N,5,4
28,6,1,2,1,1,N,4,7
94,1,6,1,1,1,N,3,9
71,1,1,2,1,2,N,0,8
67,6,N,1,1,1,N,5,5
88,1,4,2,1,2,N,1,5
31,1,4,2,1,1,N,7,9
69,9,1,1,1,1,N,8,7
41,1,3,1,1,1,N,8,5
65,9,1,1,1,2,N,2,10
47,1,N,2,1,2,N,9,5
69,6,6,1,1,1,N,4,5
40,6,1,2,1,1,5,N,9
45,1,6,1,1,1,N,6,10
31,1,1,2,1,1,N,4,10
24,1,1,2,1,1,N,7,10
65,1,6,2,1,1,N,5,9
71,1,1,1,1,1,N,9,7
91,9,1,1,1,1,N,8,7
37,1,6,2,1,1,N,1,1
55,1,1,2,1,1,N,8,9
36,5,1,1,1,1,N,9,9
24,1,5,2,1,1,N,9,12
44,1,4,2,1,2,N,6,9
56,1,1,1,1,1,N,9,7
62,1,3,1,1,1,N,3,9
54,1,1,1,1,0,N,1,10
24,1,2,1,1,1,N,4,5
74,1,4,1,1,1,N,9,10
57,1,6,2,1,2,N,2,9
69,1,6,1,1,2,N,N,5
34,1,6,2,1,2,N,5,10
31,6,4,2,1,1,N,9,7
68,1,6,1,1,1,N,1,9
60,1,1,2,1,1,N,3,9
55,1,1,1,1,1,N,3,7
36,1,1,1,1,2,N,4,10
94,6,1,1,1,1,N,3,7
54,1,1,2,1,1,N,8,9
31,1,6,2,1,1,N,6,5
82,1,N,1,1,1,N,3,4
43,1,1,1,1,1,N,9,7
30,1,1,2,1,1,N,6,7
78,1,4,2,1,1,N,3,9
39,1,1,2,1,1,N,3,10
53,1,1,1,1,1,N,N,10
44,1,1,2,1,1,N,7,10
66,1,1,2,1,1,N,3,5
17,1,2,2,1,1,N,8,10
8,1,6,1,1,1,N,7,5
71,1,1,2,1,1,N,2,9
34,1,1,1,1,2,N,7,4
69,6,1,1,1,2,N,2,7
39,1,6,2,1,1,N,7,10
10,1,6,2,1,1,6,8,7
36,1,6,1,1,2,N,7,5
67,1,4,1,1,1,N,N,3
83,1,1,2,1,1,N,7,10
16,6,1,2,1,1,N,2,8
54,1,1,2,1,2,N,N,10
19,1,6,1,1,1,N,4,10
75,1,6,1,1,1,N,4,5
14,2,6,1,1,1,N,2,3
31,2,6,2,1,1,N,7,12
68,1,6,1,1,1,N,1,10
67,1,1,1,1,2,N,4,7
42,1,1,2,1,2,N,6,7
85,1,1,1,1,1,N,7,10
56,1,1,2,1,1,3,4,10
21,1,6,1,1,1,N,9,9
34,1,4,2,1,1,N,0,8
55,1,1,1,1,2,N,6,9
71,1,1,1,1,1,N,8,9
56,1,4,1,1,1,N,8,6
67,1,6,1,1,1,N,8,4
56,1,1,2,1,1,N,7,10
53,1,6,2,1,1,N,6,5
56,3,1,2,1,2,N,5,9
50,1,6,1,1,2,N,1,5
56,1,3,2,1,1,N,8,9
34,1,6,2,1,2,N,4,9
54,1,6,2,1,1,N,5,9
79,1,6,1,1,2,N,4,9
63,1,1,2,1,2,N,6,N
74,1,6,2,1,1,N,5,10
53,1,4,2,1,1,N,6,5
61,1,5,1,1,1,N,5,4
63,1,1,2,1,1,N,3,7
39,1,4,1,1,1,N,9,9
19,1,4,2,1,1,N,5,12
43,1,1,2,1,1,N,2,5
69,2,1,2,1,1,N,5,12
56,1,6,2,1,1,N,7,3
83,1,1,2,1,1,N,6,9
18,1,6,2,1,2,N,1,8
23,1,1,2,1,1,N,7,10
31,1,1,2,1,1,N,2,9
60,6,6,1,1,1,N,0,2
42,1,1,1,1,1,N,9,7
63,9,1,1,1,1,N,9,5
88,1,1,2,1,2,3,9,9
62,1,2,1,1,1,N,6,10
60,1,4,2,1,1,N,N,3
65,1,6,2,1,1,N,6,5
24,1,6,2,1,2,N,2,7
48,1,N,1,1,1,N,3,1
62,1,6,2,1,1,N,2,5
75,1,4,1,1,2,N,0,9
61,1,6,1,1,2,N,5,10
75,2,1,2,1,1,N,6,7
39,1,6,2,1,2,N,7,7
52,1,1,1,1,1,N,2,5
36,1,1,2,1,2,N,7,9
43,1,1,1,1,1,N,4,9
30,6,5,2,1,1,N,4,9
71,1,3,1,1,1,1,3,9
60,2,1,2,1,2,N,9,8
80,9,3,2,1,1,N,7,10
19,1,6,1,1,1,N,0,7
54,1,3,2,1,1,N,4,9
21,1,6,1,3,1,N,2,9
36,1,6,2,1,1,N,7,5
23,1,4,2,1,1,N,9,9
48,1,6,1,1,2,N,5,7
86,1,1,2,1,1,N,8,5
6,1,N,2,1,1,N,0,10
47,1,1,1,1,1,N,1,9
66,1,1,1,1,1,N,4,5
55,1,6,1,1,2,N,4,5
57,1,2,1,1,1,N,6,9
77,6,6,1,1,1,N,6,11
64,1,4,1,1,1,N,0,9
59,1,1,1,1,1,N,1,9
61,1,4,2,3,2,6,7,3
23,1,1,1,1,1,N,9,9
55,1,2,1,1,1,N,4,10
37,1,1,1,1,1,N,7,10
21,1,6,2,1,1,N,N,10
59,1,6,1,1,2,N,1,8
21,1,6,2,1,2,N,5,9
74,1,6,1,1,1,N,8,7
78,6,1,1,1,1,N,8,9
53,1,6,1,1,2,N,6,9
50,1,1,2,1,1,N,7,7
51,1,1,1,1,1,N,1,5
37,1,6,2,1,2,N,0,9
82,1,6,2,1,2,N,3,10
8,8,1,2,1,2,N,6,10
83,9,N,2,1,1,N,2,9
33,8,1,1,1,1,N,8,5
63,1,3,2,1,2,N,6,7
19,1,2,1,1,1,N,6,9
65,1,1,2,1,1,N,4,9
54,1,6,1,1,1,N,4,5
35,7,1,2,1,1,N,0,10
63,1,1,2,1,1,N,7,9
73,1,2,1,1,1,N,4,9
40,6,1,1,1,1,N,2,9
2,1,1,1,1,2,N,3,8
51,1,1,1,1,1,N,1,5
34,1,1,1,1,1,N,6,10
