,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
253,65,1,1,2,1,1,N,1,0,7
254,70,1,1,2,1,2,N,2,2,10
255,75,1,1,2,1,1,N,2,9,5
256,59,1,6,2,1,2,N,2,1,7
257,57,9,1,2,1,2,N,2,2,5
258,32,1,1,1,1,1,N,2,2,8
259,57,6,4,1,1,1,4,2,9,10
260,61,1,6,2,1,1,N,2,8,10
261,57,1,1,2,1,1,N,2,1,8
262,22,1,6,2,1,1,N,2,6,9
263,77,1,1,2,1,1,N,2,5,9
264,32,1,6,2,1,1,N,2,8,7
265,72,1,1,2,1,1,N,2,1,5
266,41,1,1,2,1,1,N,2,7,5
267,57,1,1,2,1,1,N,2,3,5
268,74,6,4,1,1,2,N,1,6,3
269,70,1,1,1,1,1,N,2,8,5
270,76,1,6,2,1,1,N,2,8,10
271,33,1,1,1,1,2,N,2,2,8
272,64,1,4,1,1,2,N,2,5,7
273,24,1,1,1,1,2,N,2,7,7
274,33,1,6,1,1,2,N,1,2,9
275,34,1,6,1,1,2,N,2,8,10
276,60,1,1,1,1,1,N,2,2,12
277,27,1,1,2,1,1,N,2,6,5
278,35,1,1,2,1,2,N,2,6,10
279,56,1,1,2,1,1,N,2,7,5
280,44,1,1,2,1,2,N,2,5,9
281,55,1,1,1,1,1,N,2,7,9
282,44,1,2,1,1,1,N,2,6,7
283,35,1,1,1,1,1,N,2,7,9
284,94,1,1,1,1,1,N,2,4,9
285,29,1,1,2,1,1,N,2,9,9
286,58,1,1,2,1,1,N,2,1,8
287,60,1,1,2,1,2,N,2,8,5
288,35,1,1,1,1,1,N,2,7,9
289,64,1,1,2,1,1,N,2,3,5
290,7,1,6,2,1,1,N,2,4,4
291,19,1,6,2,1,1,N,2,7,10
292,58,6,4,1,1,1,N,2,5,7
293,52,1,6,2,1,1,N,2,7,8
294,72,1,1,1,1,2,N,2,6,5
295,85,1,6,1,1,1,N,2,6,2
296,54,1,1,1,1,1,N,2,5,7
297,41,1,1,2,1,1,N,2,6,8
298,66,1,6,2,1,1,N,2,N,5
299,62,6,6,1,1,0,N,2,6,7
300,66,1,6,2,1,2,N,2,5,10
301,69,1,1,1,1,1,N,2,6,7
302,83,2,6,1,1,1,N,1,6,9
303,87,1,1,1,1,2,N,2,2,9
304,30,6,1,1,1,1,N,2,3,10
305,52,1,1,1,1,1,N,2,4,9
306,58,1,6,2,1,2,N,2,8,8
307,66,1,3,2,1,2,N,2,9,9
308,62,1,1,2,1,1,N,2,3,5
309,30,1,1,1,1,1,N,2,5,5
310,24,1,1,2,1,1,N,2,5,7
311,36,1,1,2,1,1,N,2,5,9
312,43,1,1,2,1,2,N,2,0,7
313,61,1,1,2,1,1,N,2,6,10
314,50,6,1,1,1,1,N,2,8,9
315,39,1,1,1,1,1,N,2,4,5
316,70,1,2,1,1,2,N,2,5,8
317,64,1,1,1,1,1,N,2,6,9
318,56,1,1,2,1,1,N,2,N,9
319,83,1,6,1,1,1,N,2,2,3
320,49,1,6,2,1,1,N,2,3,7
321,49,1,1,2,1,2,N,2,2,9
322,65,1,4,1,1,1,N,2,7,5
323,53,6,1,2,1,1,N,2,8,8
324,58,1,6,1,1,1,N,2,3,7
325,39,1,1,1,1,2,N,2,6,7
326,71,1,1,1,1,1,N,2,4,9
327,75,1,1,1,1,1,N,2,8,5
328,81,6,1,1,1,1,N,2,5,5
329,74,1,6,2,1,2,N,2,2,5
330,60,1,6,1,1,2,N,2,7,7
331,91,1,1,2,1,2,N,2,1,7
332,68,1,1,2,1,1,N,2,5,4
333,74,1,1,1,1,1,N,2,9,10
334,36,1,1,2,1,1,N,2,3,12
335,84,1,1,2,1,1,N,2,8,12
336,63,1,1,2,1,1,N,2,4,8
337,74,1,1,1,1,1,N,2,8,5
338,57,1,1,1,1,1,N,2,7,1
339,77,1,1,1,1,1,N,2,3,9
340,58,1,2,1,1,2,N,2,N,5
341,63,1,4,2,1,1,N,2,5,10
342,76,2,1,2,1,2,N,2,2,9
343,22,1,2,2,1,1,N,2,4,7
344,53,1,1,1,1,1,N,2,2,6
345,48,1,1,1,1,2,N,2,9,8
346,62,1,1,1,1,1,N,2,0,9
347,69,1,1,1,1,2,N,2,0,8
348,56,1,6,1,1,1,N,2,2,7
349,35,1,1,2,1,1,N,2,9,5
350,36,1,1,2,1,1,N,2,9,5
351,71,1,6,1,1,2,N,2,7,10
352,52,1,4,1,1,2,6,2,4,10
353,53,1,1,2,1,1,N,2,1,9
354,62,1,1,2,1,2,N,2,7,10
355,55,1,1,1,1,1,N,2,6,5
356,41,1,6,1,1,1,N,2,3,10
357,62,1,1,2,1,1,N,2,8,9
358,36,1,1,2,1,1,N,2,5,8
359,82,9,6,1,1,1,N,2,0,5
360,52,1,4,2,1,1,N,2,8,5
361,59,1,6,1,1,1,N,2,3,7
362,75,1,1,2,1,1,N,2,7,8
363,46,1,1,2,1,1,N,2,6,7
364,70,1,6,2,1,1,N,2,7,7
365,48,1,1,2,1,1,N,2,4,5
366,70,1,1,1,1,1,N,2,7,10
367,83,1,6,1,1,2,N,2,4,9
368,67,1,6,2,1,1,N,2,8,3
369,52,1,6,1,1,2,N,2,8,9
370,59,2,4,2,1,1,N,2,8,5
371,48,9,3,2,1,1,N,2,3,9
372,56,1,1,1,1,1,N,2,9,9
373,61,2,1,1,1,1,N,2,8,9
374,49,2,6,2,1,1,N,2,3,8
375,55,1,1,2,1,1,N,2,9,9
376,48,6,1,2,1,1,N,2,6,9
377,78,1,2,2,1,2,N,2,9,7
378,73,1,1,1,1,1,N,2,2,9
379,48,1,1,1,1,1,N,2,9,9
380,35,1,1,1,1,1,N,2,7,4
381,55,1,6,1,1,1,N,2,5,9
382,59,1,1,2,1,1,N,2,5,7
383,38,1,4,1,1,2,N,2,4,10
384,32,1,1,2,1,1,N,2,7,10
385,60,1,1,2,1,1,N,2,4,7
386,61,1,1,2,1,1,N,2,4,7
387,46,1,1,1,1,1,N,2,8,9
388,47,6,1,2,1,1,N,2,0,8
389,48,1,1,2,1,2,N,2,7,4
390,76,6,6,1,1,1,N,2,4,5
391,35,1,1,1,1,1,N,2,1,1
392,79,2,2,1,1,2,N,2,2,5
393,57,1,4,2,1,2,N,2,8,7
394,47,1,1,2,1,1,N,2,8,9
395,55,6,1,2,1,2,N,2,0,10
396,40,1,1,1,1,1,N,2,7,12
397,59,1,1,2,1,2,N,2,6,4
398,47,1,1,1,1,1,N,2,7,5
399,58,1,1,1,1,2,N,2,6,8
400,70,9,1,2,1,1,N,2,0,9
401,28,1,4,2,1,1,N,2,9,10
402,57,1,6,2,1,1,N,2,6,5
403,67,1,1,2,1,1,N,2,7,9
404,89,1,3,2,1,1,N,2,3,7
405,60,1,1,1,1,2,N,2,7,5
406,48,2,6,2,1,2,N,2,3,7
407,35,1,4,2,1,2,N,2,9,5
408,78,1,1,2,1,1,N,2,7,10
409,55,1,6,1,1,1,N,2,6,10
410,60,2,6,2,1,1,N,2,5,2
411,62,1,6,1,1,1,N,2,0,10
412,46,1,1,1,1,1,N,2,9,12
413,59,1,1,1,1,1,N,2,8,10
414,72,1,1,2,1,1,N,2,8,9
415,35,1,1,1,1,1,N,2,9,7
416,56,6,6,1,1,2,N,2,1,7
417,26,1,1,1,3,1,N,2,6,5
418,32,1,4,1,1,1,N,2,7,7
419,65,1,1,1,1,2,N,2,4,7
420,34,1,1,2,1,2,N,2,8,3
421,67,1,6,2,1,1,N,2,4,9
422,41,1,6,2,1,1,N,2,0,7
423,70,1,1,2,1,1,N,2,6,9
424,52,1,1,1,1,1,N,2,9,7
425,53,1,4,1,1,1,N,2,0,9
426,46,1,6,2,1,1,N,2,6,10
427,62,1,1,1,1,1,N,2,9,5
428,39,1,6,1,1,2,N,2,8,9
429,40,1,1,1,1,1,N,2,6,7
430,52,1,1,1,1,1,N,1,8,9
431,31,9,1,2,1,2,N,2,0,9
432,53,1,6,1,1,1,N,2,6,9
433,31,1,1,2,1,1,N,2,8,9
434,51,1,1,2,1,1,N,2,7,5
435,61,1,1,2,1,1,N,2,7,9
436,75,1,1,1,1,2,N,2,6,12
437,39,1,1,1,1,2,N,2,0,9
438,58,1,1,1,1,1,N,2,2,5
439,36,1,1,2,1,1,N,2,0,9
440,74,1,1,2,1,1,N,2,9,10
441,55,1,1,2,1,2,N,2,8,9
442,61,6,6,2,1,1,N,2,6,10
443,56,1,N,1,1,1,N,2,8,5
444,72,1,1,1,1,1,N,2,9,10
445,47,1,1,1,1,1,N,2,4,11
446,75,1,1,1,1,1,N,2,1,9
447,72,1,1,1,1,1,N,2,7,9
448,67,1,1,2,1,1,N,2,6,10
449,40,1,1,1,1,1,N,2,7,6
450,38,1,4,2,1,1,N,2,1,5
451,60,1,6,1,1,1,N,2,6,1
452,47,1,1,1,1,1,N,2,9,5
453,49,1,6,2,1,2,N,2,9,7
454,24,1,1,1,1,2,N,2,9,10
455,67,1,6,1,1,2,N,2,0,1
456,3,1,1,1,1,1,N,2,2,10
457,19,1,6,1,1,1,N,2,4,4
458,39,1,1,2,1,1,N,2,7,10
459,47,1,4,2,1,1,N,2,7,9
460,72,1,1,2,1,2,N,2,2,7
461,36,1,6,1,1,2,N,2,2,9
462,94,1,6,2,1,2,N,2,7,9
463,40,1,1,2,1,1,N,2,9,6
464,32,6,1,2,1,1,N,2,1,7
465,21,1,1,2,1,2,N,2,7,8
466,67,1,6,2,1,1,N,2,7,10
467,48,1,1,1,1,1,N,2,7,5
468,54,1,1,1,1,1,N,2,8,5
469,84,6,1,2,1,1,N,2,5,4
470,44,1,1,2,1,1,N,2,7,9
471,51,1,1,1,1,1,N,2,9,9
472,19,1,1,2,1,1,N,2,9,4
473,41,1,1,1,1,1,N,2,8,8
474,45,1,1,1,1,1,N,2,0,5
475,59,2,1,2,1,1,N,2,0,8
476,34,1,1,1,1,1,N,2,5,10
477,67,1,1,2,1,1,N,2,6,10
478,51,1,1,1,1,1,N,2,7,7
479,48,1,1,2,1,1,N,2,9,10
480,39,1,1,2,1,1,N,2,3,4
481,49,1,6,1,1,1,N,2,5,5
482,46,1,1,2,1,1,N,2,2,7
483,81,1,1,2,1,1,N,2,3,3
484,24,1,1,2,1,2,N,2,2,10
485,72,1,4,1,1,2,N,2,0,10
486,50,1,1,2,1,1,N,2,7,8
487,53,1,1,2,1,2,N,2,1,5
488,45,1,1,1,1,1,N,2,6,5
489,69,1,1,1,1,2,N,2,8,10
490,70,1,2,1,1,1,N,2,6,10
491,48,1,6,1,1,1,N,2,5,10
492,74,1,6,1,1,1,N,2,4,7
493,45,6,1,2,1,2,N,2,7,5
494,59,1,1,2,1,1,N,2,9,8
495,85,1,1,2,1,2,N,2,4,3
496,70,1,N,1,1,1,N,2,0,5
497,38,1,6,1,1,1,N,2,6,7
498,68,1,1,2,1,2,N,2,2,3
499,69,8,2,2,1,1,N,2,0,9
500,54,6,3,2,2,1,N,2,6,7
501,23,1,6,2,1,2,N,1,9,9
502,42,1,4,1,1,2,N,2,5,5
503,35,8,4,2,1,2,N,2,6,5
504,54,1,1,2,1,2,N,2,7,1
505,41,1,2,1,1,1,N,2,8,5
506,16,1,3,2,1,1,N,2,8,5
507,59,1,1,1,1,1,N,2,2,9
508,71,1,6,2,1,1,N,2,9,5
509,59,1,1,2,1,1,N,2,8,10
510,61,1,1,2,1,1,N,2,9,7
511,74,1,6,2,1,1,N,2,6,10
512,39,1,1,2,1,1,N,2,N,7
513,52,1,1,2,1,1,N,2,8,8
514,59,1,1,2,1,1,N,2,1,5
515,69,1,1,1,1,1,N,2,9,10
516,88,1,4,1,1,1,N,2,6,5
517,72,1,3,1,1,2,N,2,0,8
518,80,2,1,2,1,1,N,2,2,9
519,49,1,1,2,1,1,N,2,7,8
520,78,1,1,2,1,2,N,2,N,12
521,73,9,4,2,1,1,N,2,4,9
522,54,1,1,2,1,2,N,2,6,7
523,46,1,1,1,1,1,N,2,7,7
524,62,1,1,2,1,2,N,2,2,7
525,40,1,6,2,1,2,N,2,7,8
526,32,1,3,2,1,2,N,2,7,9
527,54,1,1,2,1,1,N,2,3,10
528,51,1,1,2,1,1,N,2,7,9
529,61,1,1,1,1,1,N,2,6,7
530,56,1,1,1,1,1,N,2,8,5
531,61,1,1,2,1,1,N,2,4,7
532,85,1,1,2,1,1,N,2,4,4
533,50,6,1,2,1,1,N,2,7,8
534,54,1,1,2,1,1,N,2,5,9
535,74,1,4,1,1,1,N,2,4,9
536,29,9,4,2,1,1,N,2,9,5
537,61,8,1,1,1,1,N,2,2,7
538,62,1,6,2,1,1,N,2,5,9
539,37,1,1,1,1,1,N,2,3,5
540,14,1,6,2,1,1,N,2,8,9
541,30,1,1,1,1,1,N,2,9,9
542,63,6,1,2,1,1,N,2,9,10
543,30,6,3,2,1,2,N,2,3,8
544,58,1,6,1,1,1,N,2,8,5
545,59,1,1,2,1,1,N,1,7,12
546,26,1,1,2,1,1,N,2,5,9
547,15,1,4,2,1,1,N,2,0,10
548,36,1,1,1,1,1,N,2,7,5
549,73,1,3,1,1,2,N,2,3,3
550,69,1,6,2,1,2,N,2,3,7
551,52,1,4,1,1,1,N,2,0,7
552,53,1,1,2,1,1,N,2,7,10
553,59,1,1,2,1,1,N,2,8,9
554,74,1,1,1,1,1,N,2,8,7
555,27,1,1,1,1,2,N,2,7,10
556,30,1,1,2,1,1,N,2,3,7
557,60,1,1,2,1,1,N,2,1,9
558,9,1,2,2,1,1,N,2,1,5
559,26,1,1,1,1,1,N,2,5,12
560,60,1,1,2,1,1,N,2,5,11
561,40,1,6,1,1,2,N,2,6,5
562,37,1,2,1,1,1,N,2,2,7
563,54,1,1,2,1,1,N,2,8,9
564,29,1,1,2,1,1,N,2,9,9
565,64,1,4,1,1,2,N,2,2,5
566,73,1,6,2,1,2,N,2,4,5
567,55,6,1,1,1,1,N,2,0,10
568,32,1,1,2,1,2,N,2,8,9
569,31,1,1,2,1,1,N,2,7,6
570,58,1,1,1,1,1,N,2,9,9
571,3,6,1,2,1,1,N,2,2,9
572,84,1,1,1,1,1,N,2,7,9
573,78,1,4,1,1,1,N,2,4,5
574,64,1,1,2,1,1,N,2,2,9
575,53,1,1,1,1,1,N,2,0,7
576,56,1,1,2,1,1,N,2,3,4
577,75,6,1,2,1,1,N,2,7,9
578,51,1,4,1,1,2,N,2,1,7
579,51,1,1,1,1,2,N,2,0,7
580,55,1,2,2,1,1,N,2,6,9
581,57,1,N,1,1,1,N,2,8,5
582,44,1,1,1,1,1,N,2,3,7
583,56,1,1,2,1,1,N,2,1,10
584,49,1,1,2,1,1,N,2,1,9
585,49,1,1,2,1,2,N,2,6,6
586,89,1,1,1,1,1,N,2,6,9
587,87,1,1,1,1,1,N,2,6,10
588,72,1,5,2,1,1,N,2,0,5
589,28,1,N,1,1,2,N,2,6,9
590,25,1,6,1,1,1,N,2,8,5
591,84,1,1,2,1,1,N,2,8,8
592,38,1,1,1,1,1,N,2,1,8
593,21,1,N,1,1,1,N,2,1,8
594,62,1,4,1,1,2,N,2,7,7
595,70,1,1,2,1,1,N,2,6,10
596,70,1,1,1,1,1,N,2,8,10
597,65,1,1,1,1,2,N,2,7,5
598,34,6,2,1,1,1,N,2,6,9
599,31,1,6,1,1,1,N,2,0,7
600,42,8,1,1,1,1,N,2,2,7
601,60,1,3,2,1,1,N,2,6,5
602,51,1,N,2,1,1,N,2,4,9
603,46,1,6,2,1,2,N,2,2,7
604,28,1,1,1,1,1,N,2,7,6
605,83,1,1,2,1,2,N,2,4,9
606,36,1,6,1,1,2,N,2,5,9
607,56,1,6,1,1,2,N,2,5,7
608,52,1,1,1,1,2,N,2,6,9
609,34,1,1,2,1,1,N,2,0,6
610,91,1,2,1,1,1,N,2,4,7
611,90,1,1,2,1,2,N,2,7,10
612,58,1,1,2,1,1,N,2,6,5
613,69,1,1,1,1,2,N,2,9,6
614,58,1,4,1,1,1,N,2,0,5
615,53,1,4,1,1,1,N,2,6,5
616,67,1,1,2,1,1,N,2,9,9
617,72,9,1,2,1,2,N,2,9,9
618,58,1,1,2,1,1,N,2,8,9
619,42,2,1,2,1,1,N,2,7,7
620,45,1,N,1,1,1,N,2,0,10
621,31,1,1,1,1,1,N,2,4,9
622,62,1,1,1,1,1,N,2,6,5
623,77,2,1,2,1,1,N,2,8,9
624,36,1,1,1,1,1,N,2,9,1
625,56,1,3,2,1,1,N,2,7,5
626,44,1,1,1,1,1,N,2,4,10
627,71,1,4,1,1,2,N,2,9,6
628,50,1,6,2,1,1,N,2,9,5
629,66,1,2,2,1,1,N,2,3,9
