"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"81","63","2","3","1","9","6","N","2","1","1"
"82","38","2","1","3","8","0","N","2","1","2"
"83","42","1","1","1","9","8","N","2","1","1"
"84","28","2","1","1","9","9","N","2","1","2"
"85","59","1","6","5","5","3","N","1","1","2"
"86","38","1","1","1","8","0","N","1","1","2"
"87","66","1","1","1","7","6","N","2","1","1"
"88","76","1","1","6","11","8","N","2","1","1"
"89","77","2","1","1","12","8","N","2","1","1"
"90","56","1","6","9","9","1","N","2","3","0"
"91","44","1","1","2","5","3","N","2","1","1"
"92","31","2","1","6","9","8","N","2","1","2"
"93","12","2","N","1","3","N","N","2","1","1"
"94","67","2","6","1","5","2","N","2","1","2"
"95","36","2","1","1","9","7","N","2","1","1"
"96","54","2","1","1","5","1","N","2","1","1"
"97","35","2","6","2","5","3","N","2","3","0"
"98","66","1","1","6","11","9","N","2","1","1"
"99","13","2","N","1","3","N","N","2","1","2"
"100","42","2","1","1","8","2","N","2","1","1"
"101","26","1","6","1","9","8","N","2","1","1"
"102","79","1","1","1","9","9","N","2","1","1"
"103","77","2","6","2","9","7","N","2","1","1"
"104","45","1","1","1","10","8","N","2","1","1"
"105","49","2","1","6","5","0","N","2","1","1"
"106","43","1","6","1","9","1","N","2","1","1"
"107","23","1","1","1","7","4","N","2","1","2"
"108","53","1","6","6","12","7","N","2","3","0"
"109","53","2","1","6","10","9","N","2","1","1"
"110","14","1","N","6","3","N","N","2","1","2"
"111","60","2","1","1","9","9","N","2","1","1"
"112","87","1","3","2","5","3","N","1","1","2"
"113","61","1","6","2","4","0","N","2","1","2"
"114","30","2","6","1","7","5","N","2","1","2"
"115","34","2","4","1","7","6","N","2","1","1"
"116","56","1","1","1","7","1","N","2","1","1"
"117","30","2","6","2","4","2","N","2","1","1"
"118","50","1","1","1","11","9","N","2","1","1"
"119","21","2","6","2","7","3","N","2","1","2"
"120","82","2","1","1","9","6","N","2","1","1"
"121","75","2","2","1","7","2","N","2","2","0"
"122","56","1","1","1","12","9","N","2","1","1"
"123","56","2","4","1","8","7","N","2","1","1"
"124","25","2","6","1","9","7","N","2","1","1"
"125","51","1","6","9","7","4","N","2","1","1"
"126","29","1","6","3","5","4","N","2","1","1"
"127","51","2","2","6","11","7","N","2","1","1"
"128","18","2","6","2","4","0","N","2","1","1"
"129","58","1","6","1","7","2","N","2","1","1"
"130","47","1","5","2","6","2","N","2","1","2"
"131","43","1","5","2","5","4","N","2","1","1"
"132","45","2","4","2","8","9","N","2","1","2"
"133","72","2","1","1","10","8","N","2","1","1"
"134","40","2","1","6","10","9","N","2","1","1"
"135","30","1","6","3","6","3","N","2","1","1"
"136","26","1","6","1","10","7","N","2","1","2"
"137","59","2","1","1","11","9","N","2","1","1"
"138","2","1","N","1","N","N","N","2","1","1"
"139","56","1","2","2","7","8","N","2","1","1"
"140","67","1","1","2","4","2","N","2","1","2"
"141","41","1","1","1","7","9","N","2","1","1"
"142","16","1","6","1","4","1","N","2","1","1"
"143","16","2","6","9","4","1","N","2","1","1"
"144","5","1","N","1","1","N","N","2","1","1"
"145","39","2","1","1","9","7","N","2","1","1"
"146","12","2","N","1","3","N","N","2","1","1"
"147","16","1","6","1","4","0","N","2","1","1"
"148","48","2","1","6","9","9","N","2","1","1"
"149","77","1","4","2","5","3","N","2","1","2"
"150","36","2","1","1","8","0","N","2","1","1"
"151","30","1","6","1","9","8","N","2","1","2"
"152","35","1","6","8","4","2","N","2","1","2"
"153","25","2","6","2","9","6","N","2","1","2"
"154","28","1","6","1","8","2","N","2","2","0"
"155","33","2","6","2","10","7","N","2","1","2"
"156","14","1","N","1","4","N","N","2","1","1"
"157","50","2","5","2","7","4","N","1","1","1"
"158","77","1","1","1","6","2","N","1","1","1"
"159","56","2","1","1","10","9","N","2","1","1"
"160","7","1","N","2","3","N","N","2","1","2"
"161","8","2","N","1","3","N","N","2","1","1"
"162","24","1","6","2","5","0","N","2","1","1"
"163","9","2","N","1","3","N","N","2","1","2"
"164","26","1","6","2","5","1","N","2","2","0"
"165","40","1","6","1","9","5","N","2","1","2"
"166","28","1","6","2","8","1","N","2","1","1"
"167","4","1","N","1","1","N","N","2","1","1"
"168","33","2","6","2","7","2","N","2","1","1"
"169","48","2","1","3","6","2","N","2","1","1"
"170","38","2","6","2","4","2","N","2","1","2"
"171","33","2","1","1","10","6","N","2","1","2"
"172","21","1","6","3","5","5","N","2","1","2"
"173","39","2","4","1","9","1","N","2","2","0"
"174","45","1","6","1","12","9","N","2","1","2"
"175","66","2","1","1","9","5","N","2","1","1"
"176","2","1","N","1","N","N","N","2","1","1"
"177","23","1","6","1","9","5","N","2","1","2"
"178","26","2","6","2","9","7","N","2","1","2"
"179","18","1","6","2","4","2","N","2","1","2"
"180","0","1","N","9","N","N","N","2","1","1"
"181","59","2","6","1","5","0","N","2","1","1"
"182","3","1","N","6","1","N","N","2","1","1"
"183","21","2","2","2","6","0","N","2","1","2"
"184","48","1","1","1","10","9","N","2","1","1"
"185","11","2","N","6","3","N","N","2","1","2"
"186","85","1","3","1","7","9","N","2","1","1"
"187","3","1","N","2","2","N","N","2","1","1"
"188","44","2","1","1","11","9","N","2","1","1"
"189","27","1","6","2","8","6","N","2","2","0"
"190","54","1","1","2","7","6","N","2","1","1"
"191","75","2","3","2","5","3","N","2","1","2"
"192","48","2","1","3","5","0","N","2","1","2"
"193","15","2","6","9","4","0","N","2","1","2"
"194","64","1","1","1","9","9","N","2","1","1"
"195","62","2","1","1","8","7","N","2","1","1"
"196","61","1","1","1","7","9","N","2","1","2"
"197","21","1","6","2","7","0","N","2","3","0"
"198","31","1","6","9","7","6","N","2","1","1"
"199","68","2","6","2","10","8","N","2","1","1"
"200","56","2","1","1","5","0","N","2","1","1"
"201","9","2","N","2","3","N","N","2","1","2"
"202","45","2","6","2","10","3","N","2","1","2"
"203","49","1","1","2","7","8","N","2","1","1"
"204","40","2","4","1","8","7","N","2","1","1"
"205","51","1","6","2","7","6","N","2","1","2"
"206","29","2","6","6","5","4","N","2","1","2"
"207","4","2","N","1","1","N","N","2","1","2"
"208","14","1","N","1","3","N","N","2","1","1"
"209","25","2","6","1","7","5","N","2","1","2"
"210","51","1","4","1","10","9","N","2","1","1"
"211","72","2","4","1","9","9","N","2","1","1"
"212","55","1","1","1","11","9","N","2","1","1"
"213","46","2","1","1","10","0","N","2","1","2"
"214","13","1","N","5","3","N","N","2","1","2"
"215","85","2","1","2","10","3","N","2","1","1"
"216","4","2","N","3","1","N","N","2","1","2"
"217","59","2","1","1","11","9","N","2","1","1"
"218","67","2","6","9","10","5","N","2","1","1"
"219","0","1","N","1","N","N","N","2","1","1"
"220","35","2","4","1","10","8","N","2","1","2"
"221","48","2","1","1","1","5","N","2","1","1"
"222","21","1","6","2","7","0","N","2","3","0"
"223","60","2","4","1","7","1","N","2","1","1"
"224","56","1","6","1","4","0","N","2","2","0"
"225","70","1","1","1","11","9","N","2","1","1"
"226","60","2","4","6","9","5","N","2","1","2"
"227","72","2","3","1","5","3","N","2","1","2"
"228","64","2","1","1","11","8","N","2","1","1"
"229","60","2","6","8","5","0","N","2","1","2"
"230","23","2","6","1","9","7","N","2","1","2"
"231","66","1","1","1","9","9","N","2","1","1"
"232","69","1","1","1","10","5","N","2","1","1"
"233","36","1","1","1","9","9","N","2","1","1"
"234","72","1","1","1","10","9","N","1","1","1"
"235","40","2","1","1","10","8","N","2","1","1"
"236","58","2","4","2","7","3","N","2","1","2"
"237","18","2","6","2","8","3","N","2","3","0"
"238","17","2","6","2","4","1","N","2","1","1"
"239","25","2","6","3","5","5","N","2","1","1"
"240","2","1","N","1","N","N","N","2","1","2"
"241","29","1","6","1","7","6","N","2","1","2"
"242","34","1","6","2","9","2","N","2","1","2"
"243","38","2","1","3","5","0","N","2","1","1"
"244","23","1","6","1","5","1","N","2","1","1"
"245","65","2","3","1","5","7","N","2","1","1"
"246","36","2","4","2","9","7","N","2","1","2"
"247","11","2","N","1","3","N","N","2","1","1"
"248","19","2","6","2","7","0","N","2","3","0"
"249","27","1","6","1","9","7","N","2","1","2"
"250","7","2","N","2","2","N","N","2","1","2"
"251","3","2","N","9","1","N","N","2","1","2"
"252","35","1","1","1","11","9","N","2","1","1"
"253","67","1","1","1","8","9","N","2","1","1"
"254","22","2","2","2","11","0","N","2","1","2"
"255","66","2","1","1","10","9","N","2","1","2"
"256","49","2","1","1","10","9","N","2","1","1"
"257","59","2","1","1","5","1","N","2","1","1"
"258","6","2","N","9","3","N","N","2","1","1"
"259","9","1","N","2","3","N","N","2","1","1"
"260","5","2","N","1","2","N","N","2","1","1"
"261","81","2","3","1","10","5","N","1","1","1"
"262","57","1","6","1","5","2","N","2","1","1"
"263","18","2","6","1","7","0","N","2","3","0"
"264","7","2","N","6","3","N","N","2","1","2"
"265","47","2","1","2","5","0","N","2","1","2"
"266","19","2","6","1","7","1","N","2","1","2"
"267","61","2","1","2","4","2","N","2","1","1"
"268","32","1","1","1","11","7","N","2","1","2"
"269","14","1","N","1","3","N","N","2","1","1"
"270","51","1","1","1","5","9","N","2","1","1"
"271","26","2","6","1","10","8","N","2","1","1"
"272","81","1","1","1","11","9","N","2","1","1"
"273","67","1","4","1","8","4","2","2","1","1"
"274","51","1","3","2","5","4","N","2","1","2"
"275","34","2","1","1","10","8","N","2","1","1"
"276","50","2","1","1","9","3","N","2","1","2"
"277","65","2","6","2","5","3","N","2","1","1"
"278","19","2","6","2","5","1","N","2","1","2"
"279","35","1","6","1","7","5","N","2","1","1"
"280","25","1","6","1","5","2","N","2","1","2"
"281","65","1","5","2","4","3","N","2","1","2"
"282","87","1","1","2","4","5","2","2","1","1"
"283","73","2","3","1","3","7","N","2","1","1"
"284","59","2","1","1","10","9","N","2","1","2"
"285","69","2","3","2","5","2","N","2","1","1"
"286","63","2","1","1","10","4","N","2","1","1"
"287","42","2","2","1","7","2","N","2","1","1"
"288","57","1","6","1","9","7","N","2","1","1"
"289","29","2","6","1","8","8","N","2","1","2"
"290","46","1","1","3","5","0","N","2","1","1"
"291","75","2","3","2","5","6","N","2","1","1"
"292","4","1","N","1","2","N","N","2","1","2"
"293","32","1","1","1","11","7","N","2","1","2"
"294","43","2","1","6","9","9","N","2","1","2"
"295","24","1","6","2","4","6","N","2","1","2"
"296","65","2","6","1","5","0","N","2","1","1"
"297","41","1","1","1","9","7","N","2","1","1"
"298","17","2","6","1","4","0","N","2","1","2"
"299","65","1","1","6","10","9","N","2","1","1"
"300","26","2","1","1","4","2","N","2","1","1"
"301","72","2","3","1","9","9","N","2","1","1"
"302","36","1","6","1","10","9","N","2","1","2"
"303","16","1","6","1","4","0","N","2","1","2"
"304","17","1","6","1","4","0","N","2","1","1"
"305","60","2","1","1","9","0","N","2","1","1"
"306","18","2","6","2","7","1","N","2","1","1"
"307","61","1","4","8","7","2","N","2","1","2"
"308","40","2","4","2","7","4","N","2","1","2"
"309","1","2","N","8","N","N","N","2","1","1"
"310","64","2","1","1","10","9","N","2","1","1"
"311","77","1","1","1","7","4","N","2","1","1"
"312","21","1","6","6","7","0","N","2","1","2"
"313","40","2","1","6","10","6","N","2","1","1"
"314","8","1","N","1","3","N","N","2","1","1"
"315","62","1","1","1","9","9","N","2","1","1"
"316","19","2","6","2","7","1","N","2","1","2"
"317","54","2","1","1","10","0","N","2","1","1"
"318","1","1","N","1","N","N","N","2","1","1"
"319","5","2","N","2","2","N","N","2","1","2"
"320","21","1","6","1","7","1","N","2","1","2"
"321","61","1","1","1","9","8","N","2","1","1"
"322","64","2","1","1","9","3","N","2","1","1"
"323","80","2","3","2","7","5","N","2","1","2"
"324","43","2","6","2","9","3","N","2","1","1"
"325","40","2","5","1","7","6","N","2","1","1"
"326","59","1","4","9","9","4","N","1","1","1"
"327","49","2","4","2","4","2","N","2","1","2"
"328","10","2","N","1","3","N","N","2","1","1"
"329","68","2","1","2","10","8","N","2","1","1"
"330","76","2","3","1","9","9","N","2","1","2"
"331","63","2","1","1","5","1","N","2","1","1"
"332","51","1","6","2","7","5","N","2","1","1"
"333","29","1","1","1","9","7","N","2","1","2"
"334","18","2","6","1","7","1","N","2","3","0"
"335","10","2","N","9","3","N","N","2","1","1"
"336","63","1","1","1","5","2","N","2","1","1"
"337","1","2","N","1","N","N","N","2","1","2"
"338","46","2","1","1","10","4","N","2","1","1"
"339","79","1","1","1","7","3","N","2","1","1"
"340","36","1","1","6","9","4","N","2","1","2"
"341","66","2","6","3","10","2","N","2","1","2"
"342","14","2","N","2","3","N","N","2","1","2"
"343","36","2","6","1","5","0","N","2","1","1"
"344","64","2","4","1","7","6","N","2","1","1"
"345","13","1","N","1","3","N","N","2","1","2"
"346","18","1","6","1","5","0","N","2","1","1"
"347","48","1","4","1","6","8","N","2","1","2"
"348","56","1","6","3","5","7","N","2","1","1"
"349","72","2","1","2","8","6","N","2","1","1"
"350","3","2","N","1","2","N","N","2","1","1"
"351","67","1","1","8","9","8","N","2","1","2"
"352","15","2","6","6","4","0","N","2","1","2"
"353","5","1","N","1","2","N","N","2","1","1"
"354","60","2","5","1","7","8","N","2","1","2"
"355","61","1","6","1","8","7","N","2","1","2"
"356","32","1","6","1","9","9","N","2","1","2"
"357","11","1","N","2","3","N","N","2","1","1"
"358","18","1","6","1","4","1","N","2","1","2"
"359","8","2","N","2","3","N","N","2","1","1"
"360","69","1","1","1","11","9","N","2","1","1"
"361","18","2","6","1","6","1","N","2","3","0"
"362","25","1","6","1","9","8","N","2","1","2"
"363","15","2","6","1","4","1","N","2","1","1"
"364","66","2","1","1","5","0","N","2","1","1"
"365","9","2","N","2","3","N","N","2","1","1"
"366","28","1","6","1","9","9","N","2","1","2"
"367","2","1","N","1","N","N","N","2","1","1"
"368","63","2","1","1","10","9","N","2","1","1"
"369","77","1","1","1","5","8","N","2","1","1"
"370","64","2","4","1","5","1","N","1","1","2"
"371","50","1","1","6","9","9","N","2","1","1"
"372","35","1","6","1","12","2","N","2","1","1"
"373","67","1","1","1","11","8","N","2","1","1"
"374","22","2","6","6","9","0","N","2","1","2"
"375","38","2","1","6","3","4","N","2","1","1"
"376","22","1","6","9","7","0","N","2","1","2"
"377","0","1","N","9","N","N","N","2","1","2"
"378","49","2","1","1","10","3","N","2","1","1"
"379","12","1","N","3","3","N","N","2","1","2"
"380","67","1","3","2","3","3","N","2","1","2"
"381","28","2","1","2","6","4","N","2","1","2"
"382","80","1","1","1","4","4","N","2","1","1"
"383","63","1","6","2","7","3","N","2","1","2"
"384","18","1","6","8","4","0","N","2","1","2"
"385","59","1","4","1","10","9","N","2","1","1"
"386","18","2","6","1","7","1","N","2","3","0"
"387","63","1","6","1","6","2","N","1","3","0"
"388","69","2","1","6","3","2","N","2","1","2"
"389","4","1","N","1","2","N","N","2","1","1"
"390","76","1","1","1","7","9","N","2","1","1"
"391","66","1","1","2","9","9","N","2","1","1"
"392","70","2","4","2","7","4","N","2","1","1"
"393","57","1","4","1","9","8","N","2","1","1"
"394","32","2","1","1","10","9","N","2","1","2"
"395","9","2","N","3","3","N","N","2","1","2"
"396","32","1","6","1","6","5","N","2","1","2"
"397","24","1","6","2","4","0","N","2","1","2"
"398","49","2","1","1","7","3","N","2","1","1"
"399","54","1","1","6","9","9","N","2","1","1"
"400","67","2","1","3","9","3","N","2","1","1"
"401","7","2","N","2","3","N","N","2","1","2"
"402","52","2","4","1","10","9","N","2","1","1"
"403","39","2","1","1","8","0","N","2","1","1"
"404","8","1","N","2","3","N","N","2","1","1"
"405","22","1","6","1","5","6","N","2","1","1"
"406","10","1","N","2","3","N","N","2","1","2"
"407","23","2","6","1","9","6","N","2","1","2"
"408","14","2","N","1","3","N","N","2","1","1"
"409","57","2","1","1","9","7","N","2","1","1"
"410","0","2","N","2","N","N","N","2","1","2"
"411","41","2","1","6","8","1","N","2","1","1"
"412","52","2","1","2","9","8","N","2","1","1"
"413","18","2","6","2","4","0","N","2","1","2"
"414","60","2","1","1","11","9","N","2","1","1"
"415","24","2","6","6","9","2","N","2","3","0"
"416","74","2","4","6","12","9","N","2","1","1"
"417","81","1","3","1","9","9","N","2","1","1"
"418","67","2","3","2","7","3","N","2","1","1"
"419","18","2","6","1","7","1","N","2","1","1"
"420","26","2","6","1","10","8","N","2","1","2"
"421","74","1","2","2","5","4","N","2","1","1"
"422","38","2","1","1","9","9","N","2","1","1"
"423","2","1","N","1","N","N","N","2","1","1"
"424","64","2","5","2","7","6","N","2","1","1"
"425","65","2","4","6","10","9","N","2","1","1"
"426","46","1","6","1","7","1","N","2","3","0"
"427","37","1","1","1","6","7","N","2","1","1"
"428","59","2","1","2","7","7","N","2","1","2"
"429","50","2","1","2","9","7","N","2","1","2"
"430","38","2","4","1","4","3","N","2","1","1"
"431","7","2","N","1","2","N","N","2","1","2"
"432","55","2","1","1","7","7","N","2","1","1"
"433","32","1","1","1","7","7","N","2","1","1"
"434","63","2","1","2","5","3","N","2","1","1"
"435","6","1","N","2","2","N","N","2","1","2"
"436","20","2","6","2","5","1","N","2","1","2"
"437","16","1","6","1","4","0","N","2","2","0"
"438","66","1","1","1","9","8","N","2","1","1"
"439","73","1","1","1","11","5","N","1","1","1"
"440","76","1","1","1","5","8","N","2","1","1"
"441","8","1","N","1","3","N","N","2","1","1"
"442","7","1","N","9","3","N","N","2","1","1"
"443","48","2","1","2","10","6","N","2","1","1"
"444","66","2","3","2","3","4","N","2","1","2"
"445","55","2","6","1","7","1","N","2","1","2"
"446","71","2","1","2","7","2","N","2","1","2"
"447","29","2","6","2","9","5","N","2","1","1"
"448","0","2","N","1","N","N","N","2","1","1"
"449","5","2","N","2","1","N","N","2","1","2"
"450","2","2","N","1","N","N","N","2","1","2"
"451","53","2","1","6","9","2","N","2","1","1"
"452","77","2","1","1","5","2","N","2","1","1"
"453","47","2","1","1","10","5","N","2","1","2"
"454","76","1","1","1","7","9","N","2","1","1"
"455","27","2","6","1","8","0","N","2","1","1"
"456","34","2","6","2","10","8","N","2","1","1"
"457","35","2","6","2","7","3","N","1","1","2"
"458","23","2","1","9","7","0","N","2","1","2"
"459","35","2","1","1","12","7","N","2","1","1"
"460","24","1","6","1","9","8","N","2","1","2"
"461","14","1","N","2","3","N","N","2","2","0"
"462","65","1","1","1","10","6","N","2","1","1"
"463","61","1","1","1","2","2","N","2","1","1"
"464","20","2","6","2","7","0","N","2","3","0"
"465","58","2","6","2","7","6","N","2","1","1"
"466","21","1","6","2","7","0","N","2","1","1"
"467","50","2","1","1","9","8","N","2","1","1"
"468","28","2","6","1","7","5","N","2","1","1"
"469","72","1","3","1","9","9","N","2","1","1"
"470","38","2","3","2","7","2","N","2","1","2"
"471","54","1","4","1","5","3","N","1","3","0"
"472","7","2","N","1","2","N","N","2","1","1"
"473","54","2","6","6","7","4","N","1","1","1"
"474","33","1","1","1","10","9","N","2","1","1"
"475","29","2","6","1","9","7","N","2","1","2"
"476","69","2","1","1","10","8","N","2","1","1"
"477","82","1","1","1","11","9","N","2","1","1"
"478","47","2","2","1","5","0","N","2","2","0"
"479","50","1","5","1","7","5","N","2","1","1"
"480","75","1","1","2","4","4","N","2","1","2"
"481","51","1","4","1","7","1","N","2","1","1"
"482","6","1","N","2","2","N","N","2","1","1"
"483","17","2","6","9","4","0","N","2","1","1"
"484","58","2","1","1","6","4","N","2","1","2"
"485","22","1","6","1","7","1","N","2","3","0"
"486","87","1","1","6","4","7","N","1","1","1"
"487","4","2","N","2","1","N","N","2","1","1"
"488","45","1","6","1","12","8","N","2","1","1"
"489","3","1","N","1","1","N","N","2","1","1"
"490","67","2","4","1","10","6","N","2","1","1"
"491","21","1","6","1","7","0","N","2","1","2"
"492","45","1","1","1","7","6","N","2","1","1"
"493","17","2","2","2","5","7","N","2","1","1"
"494","3","2","N","8","2","N","N","2","1","1"
"495","35","2","5","9","7","6","N","2","1","1"
"496","48","1","1","1","3","7","N","2","1","1"
"497","64","2","1","6","8","2","N","2","1","1"
"498","38","2","4","1","5","4","N","2","1","2"
"499","49","1","1","1","7","5","N","2","1","1"
"500","11","1","N","2","3","N","N","2","1","2"
"501","16","2","6","2","4","0","N","2","1","2"
"502","63","2","5","2","5","8","N","2","1","1"
"503","16","1","6","1","4","1","N","2","1","1"
"504","58","1","1","1","10","9","N","2","1","1"
"505","5","1","N","9","2","N","N","2","1","2"
"506","62","2","1","1","8","0","N","2","1","1"
"507","66","1","1","1","10","9","N","2","1","1"
"508","74","2","4","2","1","6","N","2","1","1"
"509","38","1","1","1","8","8","N","2","1","1"
"510","10","1","N","1","3","N","N","2","1","2"
"511","10","2","N","9","3","N","N","2","1","2"
"512","15","2","6","6","3","0","N","2","1","1"
"513","53","2","6","1","8","3","N","2","1","2"
"514","30","2","1","3","7","5","N","2","1","1"
"515","75","1","4","1","7","7","N","2","1","1"
"516","24","1","1","1","7","7","N","2","1","2"
"517","39","2","4","2","10","6","N","2","1","2"
"518","59","2","4","1","8","0","N","2","1","1"
"519","65","2","1","1","11","1","N","2","1","1"
"520","34","2","1","1","4","0","N","2","1","2"
"521","81","2","6","1","6","6","N","2","1","1"
"522","1","2","N","2","N","N","N","2","1","2"
"523","37","2","4","2","8","5","N","2","1","1"
"524","67","2","6","1","8","7","N","2","1","1"
"525","26","1","6","1","9","8","N","2","1","2"
"526","62","2","1","2","5","0","N","2","1","1"
"527","35","2","4","8","9","7","N","2","1","2"
"528","23","2","6","2","7","1","N","2","1","2"
"529","64","2","1","1","9","8","N","2","1","1"
"530","20","2","6","6","7","8","N","2","1","2"
"531","22","2","1","6","7","0","N","2","1","2"
"532","63","1","1","1","5","9","N","2","1","1"
"533","3","1","N","9","1","N","N","2","1","1"
"534","74","2","1","2","7","6","N","2","1","1"
"535","47","1","2","1","4","2","N","2","1","1"
"536","75","1","1","1","5","4","N","2","1","1"
"537","27","1","6","2","7","1","N","2","1","1"
"538","33","1","1","6","10","7","N","2","1","1"
"539","26","2","6","1","9","0","N","2","1","2"
"540","1","1","N","3","N","N","N","2","1","1"
"541","16","2","6","1","4","1","N","2","1","1"
"542","31","2","6","1","9","9","N","2","1","2"
"543","10","1","N","1","3","N","N","2","1","1"
"544","56","2","6","2","5","0","N","2","1","2"
"545","44","2","1","1","7","5","N","2","1","1"
"546","83","2","6","6","5","2","N","2","2","0"
"547","37","2","6","1","7","4","N","2","1","2"
"548","15","1","6","1","4","0","N","2","1","2"
"549","72","2","1","6","9","2","N","2","1","1"
"550","27","1","6","2","7","0","N","2","1","2"
"551","18","2","6","1","7","5","N","2","3","0"
"552","25","1","6","2","5","1","N","2","1","1"
"553","41","1","6","2","4","0","N","2","1","1"
"554","27","1","6","2","7","0","N","2","1","2"
"555","20","1","6","1","7","5","N","2","1","1"
"556","88","2","3","1","4","5","N","2","1","1"
"557","11","1","N","3","3","N","N","2","1","1"
"558","45","1","1","6","10","9","N","2","1","1"
"559","15","1","6","6","4","0","N","2","1","1"
"560","49","1","6","1","5","8","N","2","1","2"
"561","73","1","3","1","11","4","N","2","1","1"
"562","75","1","2","1","11","7","N","1","1","1"
"563","51","1","1","1","12","9","N","2","1","1"
"564","29","1","6","2","5","4","N","2","1","1"
"565","50","2","1","1","5","3","N","2","1","1"
"566","51","2","5","2","5","1","N","2","1","2"
"567","41","1","1","1","11","9","N","2","1","1"
"568","59","2","1","2","4","0","N","2","1","2"
"569","46","2","6","1","9","8","N","2","1","1"
"570","5","2","N","2","2","N","N","2","1","1"
"571","54","1","5","2","8","8","N","2","1","2"
"572","58","2","1","6","10","8","N","2","1","1"
"573","1","2","N","1","N","N","N","2","1","1"
"574","41","1","1","1","9","7","N","2","1","1"
"575","64","1","4","1","6","5","N","2","1","2"
"576","56","2","1","1","4","1","N","2","1","1"
"577","15","2","6","8","4","1","N","2","1","1"
"578","55","2","4","2","5","0","N","2","1","1"
