"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"63","48","1","6","9","8","0","1","1","3","0"
"64","76","1","5","9","12","3","N","2","1","1"
"65","45","2","N","7","2","5","2","1","2","0"
"66","66","2","2","1","4","6","5","2","3","0"
"67","31","2","1","6","12","3","2","2","1","2"
"68","80","2","2","7","8","5","2","2","2","0"
"69","34","1","N","6","N","4","6","1","1","1"
"70","84","2","2","8","5","9","4","2","3","0"
"71","26","1","4","3","3","N","N","2","1","2"
"72","75","2","N","6","N","6","1","2","1","2"
"73","82","2","6","3","5","2","1","1","1","1"
"74","76","2","5","5","6","4","5","1","3","0"
"75","67","2","5","3","N","5","6","2","3","0"
"76","47","1","5","5","8","4","N","1","3","0"
"77","39","1","3","7","12","3","4","1","1","1"
"78","3","2","N","1","1","N","N","2","1","1"
"79","84","1","2","5","7","9","2","1","1","1"
"80","50","2","5","3","10","1","N","2","1","1"
"81","72","2","N","5","5","6","4","1","1","1"
"82","24","2","5","7","1","2","4","1","3","0"
"83","57","2","N","3","11","7","4","1","1","2"
"84","79","1","4","5","N","6","1","2","1","1"
"85","82","1","6","6","8","8","6","1","1","2"
"86","27","2","5","6","10","2","3","1","1","2"
"87","56","1","3","5","8","4","4","1","1","1"
"88","21","2","6","1","7","1","N","2","1","2"
"89","25","2","3","4","7","6","6","1","1","2"
"90","52","1","4","5","3","7","2","2","1","1"
"91","91","1","1","8","2","3","2","2","3","0"
"92","66","1","4","4","10","1","6","2","3","0"
"93","61","1","N","4","7","7","N","1","1","2"
"94","25","2","N","2","9","0","1","2","1","1"
"95","34","2","4","9","10","3","3","2","3","0"
"96","56","1","3","1","3","4","N","1","2","0"
"97","11","1","N","1","3","N","N","2","1","1"
"98","7","2","N","1","3","N","N","2","1","1"
"99","22","2","3","6","10","4","3","1","2","0"
"100","53","1","4","7","12","7","N","1","3","0"
"101","48","2","4","5","10","N","3","2","1","2"
"102","39","1","3","7","12","3","4","1","1","1"
"103","20","1","6","1","7","0","N","2","3","0"
"104","80","2","6","2","11","N","1","2","1","1"
"105","89","1","N","8","7","6","6","1","2","0"
"106","15","2","N","2","12","6","N","2","3","0"
"107","52","2","6","3","1","3","6","1","1","1"
"108","17","1","6","1","4","0","N","2","1","1"
"109","72","1","1","9","6","4","N","1","1","1"
"110","56","1","2","2","6","3","N","2","1","2"
"111","44","1","N","4","11","0","6","1","1","1"
"112","0","2","N","1","N","N","N","2","1","1"
"113","52","1","2","7","12","8","2","2","1","1"
"114","22","1","6","5","3","7","2","2","1","2"
"115","23","2","1","6","1","1","1","2","1","2"
"116","59","2","5","4","6","0","2","2","1","1"
"117","5","1","N","1","2","N","N","2","1","1"
"118","77","2","1","8","4","0","5","1","2","0"
"119","62","2","5","5","N","0","2","2","1","2"
"120","37","2","5","6","11","6","2","2","3","0"
"121","23","2","3","5","11","0","1","2","1","1"
"122","24","2","4","4","3","1","1","1","2","0"
"123","76","2","5","2","N","1","3","2","1","1"
"124","70","1","1","6","1","8","6","1","1","1"
"125","58","1","1","1","9","9","N","2","1","1"
"126","90","2","5","3","N","9","4","1","1","2"
"127","91","1","6","6","6","N","N","1","1","1"
"128","9","1","N","1","3","N","N","2","1","1"
"129","57","1","2","8","3","4","1","1","1","1"
"130","81","1","N","1","5","6","4","1","2","0"
"131","35","1","3","6","N","1","6","1","1","2"
"132","88","1","4","6","4","4","N","2","1","2"
"133","47","1","2","9","10","3","5","2","3","0"
"134","55","2","N","8","4","9","N","2","2","0"
"135","9","1","N","2","3","N","N","2","1","2"
"136","57","1","2","3","11","N","6","1","1","1"
"137","70","2","4","6","4","6","N","1","1","1"
"138","66","2","1","3","N","3","6","2","2","0"
"139","16","1","6","1","4","0","N","2","1","2"
"140","90","1","3","5","6","6","4","2","1","2"
"141","18","1","3","2","3","N","N","1","1","2"
"142","77","2","1","8","4","0","5","1","2","0"
"143","38","1","5","7","6","4","2","1","1","2"
"144","51","1","3","8","11","N","2","1","3","0"
"145","68","2","N","1","1","5","2","2","1","1"
"146","91","2","5","6","N","0","1","1","1","2"
"147","85","2","1","2","8","6","N","2","1","1"
"148","19","1","6","1","7","1","N","2","3","0"
"149","27","2","1","7","2","4","1","1","3","0"
"150","58","2","N","9","10","6","N","2","1","1"
"151","38","1","1","2","7","5","N","2","1","2"
"152","94","1","4","9","6","7","5","1","2","0"
"153","83","2","5","8","12","2","N","1","2","0"
"154","9","2","N","2","3","N","N","2","1","2"
"155","42","1","5","2","7","0","5","1","2","0"
"156","36","1","1","3","12","N","1","2","1","1"
"157","56","2","5","7","5","4","N","2","1","1"
"158","76","1","2","6","4","4","6","1","2","0"
"159","60","2","2","3","7","4","4","2","1","2"
"160","85","2","2","8","4","1","4","1","3","0"
"161","14","2","N","1","3","N","N","2","1","1"
"162","71","2","4","5","7","N","3","2","2","0"
"163","54","1","2","8","3","8","1","2","1","2"
"164","91","2","4","6","4","6","2","1","3","0"
"165","29","1","1","2","1","3","2","1","1","1"
"166","46","1","N","5","8","2","2","1","2","0"
"167","41","1","4","7","7","2","4","2","3","0"
"168","55","2","6","2","7","7","2","1","1","2"
"169","86","2","6","8","7","2","5","2","2","0"
"170","20","2","6","8","9","5","N","2","1","1"
"171","50","2","1","5","5","6","2","1","1","2"
"172","63","2","1","3","8","9","1","1","3","0"
"173","39","1","N","9","6","4","4","2","1","2"
"174","3","2","N","1","1","N","N","2","1","1"
"175","91","1","4","6","8","4","1","1","1","1"
"176","29","2","3","9","N","1","5","1","3","0"
"177","76","2","6","8","2","2","1","1","1","2"
"178","9","2","N","6","3","N","N","2","1","1"
"179","63","1","N","4","9","3","3","2","3","0"
"180","45","2","2","5","11","9","5","1","1","2"
"181","6","1","N","1","2","N","N","2","1","1"
"182","74","1","N","9","11","8","3","2","3","0"
"183","59","2","2","1","9","N","6","2","3","0"
"184","80","2","N","8","11","8","2","2","2","0"
"185","75","1","4","8","8","3","N","2","1","1"
"186","81","2","1","9","11","7","5","2","3","0"
"187","58","2","5","2","3","3","5","2","1","1"
"188","6","2","N","1","2","N","N","2","1","1"
"189","93","2","3","4","7","N","5","2","1","1"
"190","74","1","6","7","10","7","4","1","2","0"
"191","35","1","N","4","9","9","1","1","1","1"
"192","72","1","6","3","9","5","2","1","1","2"
"193","17","1","3","6","6","8","N","2","1","1"
"194","69","1","2","1","5","3","2","2","1","1"
"195","12","1","N","2","3","N","N","2","1","2"
"196","31","2","2","7","3","7","6","2","3","0"
"197","26","1","3","1","10","4","2","1","2","0"
"198","64","1","1","1","7","9","N","2","1","1"
"199","56","2","1","8","5","4","2","2","2","0"
"200","54","2","4","6","5","0","1","2","3","0"
"201","83","1","N","3","7","9","2","2","2","0"
"202","41","1","3","7","6","N","4","2","1","2"
"203","61","2","3","6","6","9","1","2","1","1"
"204","30","1","5","1","11","8","4","1","3","0"
"205","8","2","N","2","3","N","N","2","1","2"
"206","11","1","N","1","3","N","N","2","1","1"
"207","38","1","N","4","2","5","1","2","3","0"
"208","27","1","1","6","6","2","1","2","3","0"
"209","41","2","5","1","1","7","1","2","2","0"
"210","35","1","N","1","3","2","5","1","1","2"
"211","40","2","N","4","2","4","5","1","3","0"
"212","83","2","1","6","N","7","3","2","1","2"
"213","8","1","N","2","3","N","N","2","1","2"
"214","4","1","N","2","1","N","N","2","1","2"
"215","2","1","N","1","N","N","N","2","1","1"
"216","9","1","N","1","3","N","N","2","1","1"
"217","63","2","4","4","1","5","3","2","3","0"
"218","31","1","5","4","4","0","N","2","2","0"
"219","48","1","N","1","2","6","2","2","3","0"
"220","82","1","4","6","N","8","N","2","1","1"
"221","93","1","6","7","11","1","5","1","1","1"
"222","85","2","4","1","8","3","1","2","2","0"
"223","93","1","5","6","2","4","4","1","3","0"
"224","36","2","3","9","12","0","3","1","3","0"
"225","32","2","2","4","3","8","3","1","1","1"
"226","64","2","3","5","5","1","6","2","1","1"
"227","94","1","2","7","11","3","N","2","2","0"
"228","74","1","N","3","3","4","1","2","2","0"
"229","38","2","1","6","N","9","1","1","3","0"
"230","78","1","4","1","N","6","1","1","3","0"
"231","50","1","3","6","4","3","5","2","1","1"
"232","15","2","6","6","4","0","N","2","1","1"
"233","87","2","N","5","7","0","3","1","3","0"
"234","2","1","N","2","N","N","N","2","1","2"
"235","39","1","2","4","9","8","3","1","1","1"
"236","9","1","N","1","3","N","N","2","1","1"
"237","32","1","1","9","11","1","1","1","1","1"
"238","39","1","3","3","1","5","N","2","1","1"
"239","95","1","6","3","7","9","1","1","1","2"
"240","66","2","5","6","N","5","2","2","3","0"
"241","22","1","2","4","9","3","1","2","3","0"
"242","65","1","1","1","7","7","1","2","1","2"
"243","47","1","5","5","8","4","N","1","3","0"
"244","9","2","N","2","3","N","N","2","1","2"
"245","31","2","1","6","12","3","2","2","1","2"
"246","90","1","2","5","3","7","2","1","1","2"
"247","56","2","6","7","N","9","3","2","1","2"
"248","33","1","3","6","11","0","2","2","1","1"
"249","37","2","1","8","7","2","4","1","1","1"
"250","56","1","6","2","12","3","2","1","2","0"
"251","81","2","4","6","9","9","1","1","1","1"
"252","72","2","4","3","1","7","3","1","1","1"
"253","46","2","6","7","2","2","1","2","2","0"
"254","63","1","N","4","9","3","3","2","3","0"
"255","69","1","6","6","2","1","4","2","3","0"
"256","42","1","5","2","7","0","5","1","2","0"
"257","9","1","N","2","3","N","N","2","1","2"
"258","77","1","N","3","3","3","6","1","3","0"
"259","93","2","6","7","11","4","1","1","1","1"
"260","41","1","6","8","3","3","5","1","1","1"
"261","80","2","1","1","5","N","5","1","1","2"
"262","86","2","6","9","7","4","2","2","2","0"
"263","12","2","N","2","3","N","N","2","1","1"
"264","69","2","6","4","1","3","N","2","1","2"
"265","24","2","5","7","1","2","4","1","3","0"
"266","39","1","2","3","7","7","1","1","1","1"
"267","91","2","1","5","N","N","N","1","1","1"
"268","68","2","6","3","N","0","5","2","2","0"
"269","79","1","6","1","8","4","2","1","1","2"
"270","60","1","2","3","12","4","1","1","1","1"
"271","44","2","N","3","1","9","N","1","1","2"
"272","29","1","N","5","N","0","3","1","2","0"
"273","67","1","4","2","12","4","6","1","1","1"
"274","31","1","3","9","1","2","N","1","2","0"
"275","47","2","6","1","N","1","4","1","1","1"
"276","40","2","5","1","1","3","2","1","1","1"
"277","86","1","2","6","9","2","5","2","3","0"
"278","92","2","N","4","4","0","6","2","3","0"
"279","38","1","5","7","N","7","N","1","3","0"
"280","88","2","3","3","3","9","4","1","3","0"
"281","36","2","1","9","4","5","N","1","1","1"
"282","85","2","5","7","12","4","5","1","2","0"
"283","39","1","2","4","9","8","3","1","1","1"
"284","95","2","3","5","2","2","4","2","1","2"
"285","8","1","N","1","3","N","N","2","1","1"
"286","59","2","6","2","N","9","3","1","1","1"
"287","83","1","4","4","7","0","1","2","2","0"
"288","47","1","3","4","3","7","5","2","2","0"
"289","73","1","N","6","2","0","1","1","3","0"
"290","80","1","1","2","1","1","1","2","1","2"
"291","88","1","3","1","9","7","5","2","2","0"
"292","13","2","N","1","3","N","N","2","1","1"
"293","54","1","3","3","N","8","1","1","3","0"
"294","22","1","4","8","N","0","N","1","1","2"
"295","18","1","6","1","4","1","N","2","1","1"
"296","57","2","3","3","11","N","N","2","3","0"
"297","56","2","N","9","11","N","3","2","2","0"
"298","52","1","5","4","11","0","5","2","3","0"
"299","18","2","6","1","7","5","N","2","3","0"
"300","82","1","2","1","11","6","3","1","2","0"
"301","94","2","N","4","9","9","2","2","2","0"
"302","80","2","1","1","4","2","N","1","1","2"
"303","25","2","1","4","11","N","6","1","2","0"
"304","32","1","4","8","1","2","3","2","1","2"
"305","28","2","1","3","3","5","6","2","2","0"
"306","63","2","3","8","8","5","N","1","1","2"
"307","31","2","5","1","8","4","4","1","2","0"
"308","33","2","5","9","3","5","4","2","2","0"
"309","83","1","4","5","9","3","6","1","1","1"
"310","29","2","1","3","7","2","3","2","2","0"
"311","23","1","N","9","6","0","2","2","3","0"
"312","92","2","N","6","1","1","3","1","1","1"
"313","24","1","4","3","2","N","4","2","2","0"
"314","76","1","3","8","N","N","1","1","1","2"
"315","88","2","3","5","10","8","5","1","3","0"
"316","86","2","N","4","8","9","4","2","1","1"
"317","45","2","1","8","2","6","N","1","1","2"
"318","8","2","N","1","3","N","N","2","1","2"
"319","17","1","6","1","4","0","N","2","1","1"
"320","48","2","1","7","11","0","4","1","2","0"
"321","16","2","6","2","4","0","N","2","1","2"
"322","32","1","1","6","1","1","2","1","1","1"
"323","24","2","4","5","5","5","1","1","1","2"
"324","48","1","3","7","9","2","4","1","1","1"
"325","60","2","6","2","2","1","2","2","1","2"
"326","10","1","N","1","3","N","N","2","1","1"
"327","29","1","1","7","7","7","N","2","2","0"
"328","29","2","1","7","6","4","1","2","2","0"
"329","78","2","4","7","8","7","1","1","1","2"
"330","12","2","N","1","3","N","N","2","1","1"
"331","12","2","N","2","3","N","N","2","1","2"
"332","64","1","4","2","2","3","1","2","1","1"
"333","3","1","N","1","1","N","N","2","1","2"
"334","29","2","N","9","4","N","1","2","2","0"
"335","27","2","5","8","10","9","5","2","1","2"
"336","60","1","2","7","7","4","N","1","1","1"
"337","36","1","1","4","7","6","N","2","1","2"
"338","20","1","6","1","7","0","N","2","3","0"
"339","2","2","N","1","N","N","N","2","1","1"
"340","94","1","6","1","9","3","4","2","2","0"
"341","89","2","2","4","N","0","6","1","2","0"
"342","37","2","6","4","N","5","N","1","2","0"
"343","45","2","5","9","12","7","5","1","2","0"
"344","68","1","5","2","6","2","4","1","1","2"
"345","12","2","N","1","3","N","N","2","1","1"
"346","27","2","1","5","10","1","6","2","1","1"
"347","20","2","5","6","6","3","N","2","1","1"
"348","36","2","5","4","7","3","6","1","1","2"
"349","25","2","1","4","11","N","6","1","2","0"
"350","86","1","N","3","9","8","3","1","1","2"
"351","70","1","N","3","N","7","N","2","3","0"
"352","89","1","4","7","N","5","6","1","2","0"
"353","68","1","6","1","8","0","N","1","1","2"
"354","25","2","3","4","7","6","6","1","1","2"
"355","53","2","4","4","1","6","N","2","1","1"
"356","29","1","6","4","7","1","6","2","2","0"
"357","62","1","6","6","10","9","1","1","3","0"
"358","41","2","2","5","6","N","5","2","1","2"
"359","64","1","4","2","2","3","1","2","1","1"
"360","25","2","1","9","N","3","4","2","1","2"
"361","94","1","2","7","11","3","N","2","2","0"
"362","44","1","N","1","5","2","1","1","1","1"
"363","86","2","6","1","8","7","4","1","1","1"
"364","66","2","2","9","10","9","2","1","1","1"
"365","54","1","N","6","8","0","4","1","3","0"
"366","72","2","4","3","1","7","3","1","1","1"
"367","9","1","N","1","3","N","N","2","1","2"
"368","77","1","5","7","3","5","5","2","1","2"
"369","43","2","3","6","3","0","5","1","2","0"
"370","11","1","N","2","3","N","N","2","1","2"
"371","36","2","4","2","2","7","2","2","3","0"
"372","28","1","5","3","5","1","5","1","2","0"
"373","79","2","6","3","12","8","2","1","3","0"
"374","69","2","4","5","8","6","6","1","2","0"
"375","68","1","N","6","N","5","N","1","1","2"
"376","36","1","5","5","11","N","3","2","1","1"
"377","94","2","3","8","11","1","2","1","1","1"
"378","64","1","1","9","11","6","6","1","2","0"
"379","76","1","2","6","4","4","6","1","2","0"
"380","83","2","3","7","N","0","5","1","1","1"
"381","78","1","6","6","11","1","2","1","2","0"
"382","84","1","1","7","5","9","4","1","3","0"
"383","83","1","N","2","8","9","6","1","3","0"
"384","35","2","3","4","1","7","5","2","1","1"
"385","85","1","5","1","N","0","1","2","2","0"
"386","88","1","1","3","9","9","5","1","1","1"
"387","23","1","N","7","9","4","1","1","3","0"
"388","7","2","N","1","3","N","N","2","1","1"
"389","20","1","6","1","7","0","N","2","3","0"
"390","40","2","3","1","4","2","1","2","3","0"
"391","71","1","3","7","1","9","N","2","1","2"
"392","43","1","2","9","11","N","1","1","1","2"
"393","53","2","1","3","7","5","2","1","1","2"
"394","80","1","4","6","1","8","1","1","2","0"
"395","77","1","6","9","5","8","5","2","1","1"
"396","70","1","2","6","10","7","6","1","3","0"
"397","58","1","2","4","2","1","6","1","2","0"
"398","85","1","N","6","6","N","1","1","3","0"
"399","93","2","4","9","N","5","3","1","1","1"
"400","16","2","6","1","4","1","N","2","1","1"
"401","31","1","5","1","8","5","2","2","2","0"
"402","76","1","6","7","1","2","N","2","1","1"
"403","65","1","6","5","1","7","3","2","1","1"
"404","70","2","5","2","6","9","1","1","1","1"
"405","22","2","2","9","12","8","1","1","1","2"
"406","85","1","1","1","8","9","4","2","3","0"
"407","85","2","3","8","8","2","2","2","1","2"
"408","18","1","6","2","7","0","N","2","3","0"
"409","74","1","6","2","3","0","2","2","1","2"
"410","91","1","6","4","11","9","1","2","3","0"
"411","67","2","1","5","8","N","3","1","3","0"
"412","50","2","4","6","1","6","5","2","3","0"
"413","88","1","5","3","2","4","2","1","2","0"
"414","50","2","3","4","3","2","N","1","2","0"
"415","31","2","5","3","12","4","5","1","1","2"
"416","85","2","6","9","4","N","1","1","1","1"
"417","60","1","3","3","2","2","1","1","1","1"
"418","13","1","N","1","3","N","N","2","1","1"
"419","83","2","4","2","4","3","5","2","3","0"
"420","63","2","5","3","1","3","N","2","2","0"
"421","32","2","4","5","8","6","3","1","2","0"
"422","20","2","6","1","7","1","N","2","1","2"
"423","28","2","N","5","N","N","2","1","2","0"
"424","44","1","N","5","6","N","4","2","1","2"
"425","37","2","1","4","5","8","3","2","1","2"
"426","50","2","6","7","4","7","1","1","1","2"
"427","7","2","N","2","3","N","N","2","1","1"
"428","57","2","N","2","N","0","5","1","1","1"
"429","25","1","4","6","7","3","N","1","1","1"
"430","4","1","N","1","1","N","N","2","1","1"
"431","64","2","2","3","5","5","1","2","1","1"
"432","80","2","2","1","12","7","1","2","3","0"
"433","24","2","4","1","9","5","5","1","2","0"
"434","36","2","1","9","4","5","N","1","1","1"
"435","23","2","1","6","1","1","1","2","1","2"
"436","69","2","6","3","N","0","2","1","3","0"
"437","59","2","1","8","2","0","6","2","1","1"
"438","93","2","N","7","4","7","N","2","2","0"
"439","84","2","N","6","9","5","5","1","1","2"
"440","73","1","2","6","6","6","6","2","1","1"
"441","90","2","N","6","12","4","2","2","1","2"
"442","40","1","2","8","9","9","1","2","1","2"
"443","47","1","2","5","6","1","5","1","2","0"
"444","52","1","2","7","6","0","5","2","3","0"
"445","67","2","3","2","6","3","2","2","3","0"
"446","31","1","2","3","11","4","N","1","1","2"
"447","68","1","1","6","11","5","N","2","3","0"
"448","26","2","2","7","3","2","N","1","1","2"
"449","92","1","5","8","4","0","3","1","2","0"
"450","41","1","3","2","5","N","4","1","2","0"
"451","30","1","6","7","5","6","3","2","1","1"
"452","40","2","6","1","10","0","3","2","2","0"
"453","13","2","N","1","3","N","N","2","1","1"
"454","8","1","N","1","3","N","N","2","1","1"
"455","76","2","2","6","12","8","6","2","1","2"
"456","27","2","2","5","10","0","3","1","1","1"
"457","28","2","3","4","5","0","1","2","1","1"
"458","46","1","N","6","12","5","2","2","1","2"
"459","54","1","N","6","8","0","4","1","3","0"
"460","88","1","3","1","9","7","5","2","2","0"
"461","33","1","3","8","4","7","6","2","1","1"
"462","46","2","5","8","10","0","2","2","1","1"
"463","83","2","3","3","5","5","4","1","1","2"
"464","82","1","4","4","11","0","4","1","2","0"
"465","78","1","2","9","4","1","3","1","3","0"
"466","84","2","N","4","5","2","1","2","3","0"
"467","71","1","1","4","9","6","4","1","3","0"
"468","49","1","6","9","5","N","3","2","1","2"
"469","92","2","1","4","1","N","N","2","2","0"
"470","87","2","N","7","3","2","4","1","3","0"
"471","68","2","2","8","8","1","5","1","1","1"
"472","47","1","3","4","3","7","5","2","2","0"
"473","31","2","2","4","8","6","6","1","3","0"
"474","49","2","1","3","9","6","4","2","3","0"
"475","42","1","1","1","9","N","1","2","2","0"
"476","56","2","N","5","11","9","4","1","1","1"
"477","48","1","2","2","10","9","2","2","3","0"
"478","78","1","4","1","N","6","1","1","3","0"
"479","79","1","2","2","8","2","6","1","2","0"
"480","76","1","5","2","11","0","5","2","1","2"
"481","85","2","6","8","5","8","1","1","1","1"
"482","90","2","N","4","N","7","4","2","1","1"
"483","5","2","N","2","2","N","N","2","1","2"
"484","16","1","6","1","4","1","N","2","1","1"
"485","38","2","4","5","4","N","4","2","1","1"
"486","48","1","6","4","1","8","5","2","1","1"
"487","90","2","N","4","N","7","4","2","1","1"
"488","43","2","3","3","6","7","N","1","1","2"
"489","27","1","1","5","N","5","3","1","1","2"
"490","91","2","4","6","4","6","2","1","3","0"
"491","28","2","5","1","2","5","2","1","3","0"
"492","15","2","6","1","4","0","N","2","1","2"
"493","30","1","N","9","4","7","1","1","2","0"
"494","76","2","5","2","N","1","3","2","1","1"
"495","88","1","6","7","7","7","4","1","1","2"
"496","69","1","6","6","2","1","4","2","3","0"
"497","13","2","N","1","3","N","N","2","1","1"
"498","95","2","1","4","8","9","6","1","3","0"
"499","76","1","3","8","N","N","1","1","1","2"
"500","66","1","5","7","11","N","N","2","1","2"
"501","27","2","4","8","9","N","5","1","3","0"
"502","56","2","5","7","5","4","N","2","1","1"
"503","26","2","5","9","3","4","4","1","1","2"
"504","68","2","6","3","N","0","5","2","2","0"
"505","46","2","1","4","7","5","4","1","1","1"
"506","90","2","N","7","12","1","5","2","3","0"
"507","82","2","4","5","3","7","1","2","1","2"
"508","27","1","5","1","9","5","5","1","2","0"
"509","57","1","N","6","7","9","1","1","2","0"
"510","85","2","N","5","11","2","6","1","1","1"
"511","83","1","4","3","10","4","6","2","3","0"
"512","64","1","3","3","2","3","2","1","1","2"
"513","51","1","5","9","11","2","3","1","3","0"
"514","45","2","N","1","9","N","1","1","2","0"
"515","1","2","N","2","N","N","N","2","1","2"
"516","93","1","4","4","10","8","2","2","1","1"
"517","11","1","N","2","3","N","N","2","1","2"
"518","11","1","N","2","3","N","N","2","1","2"
"519","33","2","N","9","6","N","4","2","2","0"
"520","57","1","2","8","3","4","1","1","1","1"
"521","82","1","3","7","3","0","N","1","1","2"
"522","65","1","1","3","N","6","6","2","1","2"
"523","29","2","6","8","11","2","1","1","1","1"
"524","73","2","5","6","12","N","5","2","1","1"
"525","78","2","N","9","7","N","5","2","1","1"
"526","80","2","1","1","4","2","N","1","1","2"
"527","66","2","4","2","3","5","6","1","2","0"
"528","74","2","6","9","N","1","3","2","3","0"
"529","94","2","N","9","4","N","1","2","1","2"
"530","51","2","6","5","9","3","4","1","1","1"
"531","65","1","5","1","8","4","2","2","3","0"
"532","74","1","6","7","10","7","4","1","2","0"
"533","53","2","4","5","12","N","N","2","2","0"
"534","80","2","1","1","4","2","N","1","1","2"
"535","85","2","4","3","2","2","2","2","1","2"
"536","64","1","N","6","10","2","4","1","1","2"
"537","89","2","5","9","11","7","N","1","1","2"
"538","42","1","3","6","7","4","2","1","3","0"
"539","31","1","1","2","12","1","6","2","2","0"
"540","82","1","4","6","N","8","N","2","1","1"
"541","73","1","4","9","12","4","4","2","2","0"
"542","80","1","1","2","1","1","1","2","1","2"
"543","16","2","6","2","4","0","N","2","1","2"
"544","40","1","N","2","5","5","6","2","1","1"
"545","68","1","1","6","11","5","N","2","3","0"
"546","80","1","6","2","1","9","1","2","1","1"
"547","17","2","N","5","2","2","N","2","2","0"
"548","51","1","5","4","8","4","2","1","2","0"
"549","75","1","5","5","8","1","6","1","1","2"
"550","30","2","6","2","4","5","6","2","1","2"
"551","74","1","6","2","3","0","2","2","1","2"
"552","69","2","N","3","7","6","5","1","1","2"
"553","48","1","1","7","4","7","5","2","2","0"
"554","34","1","N","2","N","9","2","1","1","1"
"555","51","1","2","5","10","3","3","2","3","0"
"556","47","1","6","2","2","7","4","1","1","2"
"557","32","1","6","6","4","9","1","1","1","2"
"558","69","2","6","7","4","0","N","2","2","0"
"559","68","1","2","3","9","8","2","1","2","0"
"560","68","1","N","6","N","5","N","1","1","2"
"561","19","1","6","2","7","0","N","2","3","0"
"562","47","2","6","8","5","7","2","1","2","0"
"563","47","1","5","3","1","8","N","1","2","0"
"564","90","1","5","4","1","5","N","2","2","0"
"565","84","1","6","8","3","3","6","2","3","0"
"566","24","1","6","8","6","9","4","1","1","1"
"567","83","1","3","7","7","2","4","2","3","0"
"568","22","2","3","6","10","4","3","1","2","0"
"569","84","1","2","7","8","4","4","1","2","0"
"570","23","2","3","5","11","0","1","2","1","1"
"571","57","1","3","9","3","9","4","1","1","2"
"572","45","1","5","3","12","1","3","2","2","0"
"573","22","2","6","1","9","1","N","2","1","2"
"574","11","2","N","1","3","N","N","2","1","1"
"575","87","2","6","4","4","4","N","2","1","2"
"576","65","1","5","9","9","N","6","1","2","0"
"577","13","1","N","1","3","N","N","2","1","1"
"578","43","1","3","3","8","2","2","2","2","0"
