"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"247","3","1","N","1","1","N","N","2","1","1"
"248","28","2","6","1","9","1","N","2","1","1"
"249","36","1","1","2","9","8","2","2","1","1"
"250","86","1","N","7","7","7","6","2","1","2"
"251","10","2","3","1","1","0","1","1","1","1"
"252","70","1","1","1","7","4","N","1","1","1"
"253","66","1","4","1","5","3","N","2","1","2"
"254","49","1","6","2","5","1","N","2","2","0"
"255","27","2","1","7","2","4","1","1","3","0"
"256","18","1","6","9","5","1","N","2","1","2"
"257","2","2","N","1","N","N","N","2","1","1"
"258","10","2","N","2","3","N","N","2","1","2"
"259","45","1","2","1","1","0","1","1","1","1"
"260","15","1","6","1","4","0","N","2","1","1"
"261","45","2","1","1","10","9","N","2","1","1"
"262","26","2","6","2","10","4","N","2","1","2"
"263","33","1","1","1","10","7","N","2","1","1"
"264","13","2","N","1","3","N","N","2","1","1"
"265","3","2","N","2","1","N","N","2","1","2"
"266","3","1","3","1","1","0","1","1","1","1"
"267","17","1","6","9","4","1","N","2","1","1"
"268","28","1","6","9","7","5","N","2","1","2"
"269","40","1","1","1","10","8","N","2","1","1"
"270","53","1","2","1","1","0","1","1","1","1"
"271","44","2","1","1","12","9","N","2","1","1"
"272","17","2","6","3","4","0","N","2","1","2"
"273","46","2","6","1","5","0","N","2","1","1"
"274","88","2","3","1","7","2","N","2","1","2"
"275","75","1","2","6","2","N","1","2","1","1"
"276","81","1","4","1","1","0","1","1","1","1"
"277","23","1","N","9","6","0","2","2","3","0"
"278","18","1","6","1","7","0","N","2","3","0"
"279","2","2","N","2","N","N","N","2","1","2"
"280","5","2","N","9","2","N","N","2","1","2"
"281","64","2","1","6","11","1","N","2","1","1"
"282","33","2","6","2","7","1","N","2","1","2"
"283","38","2","4","2","8","6","N","1","1","1"
"284","5","2","N","1","1","N","N","2","1","1"
"285","41","2","1","1","10","6","N","2","1","1"
"286","43","1","1","1","9","8","N","1","1","1"
"287","61","2","5","2","4","3","N","2","1","2"
"288","29","1","6","8","10","6","N","2","1","2"
"289","28","1","6","6","9","7","N","2","1","2"
"290","55","1","1","6","12","9","N","2","1","1"
"291","70","2","6","6","12","6","N","2","1","2"
"292","71","1","1","1","9","6","N","2","1","1"
"293","69","2","1","1","12","8","N","2","1","2"
"294","69","1","1","1","11","9","N","2","1","1"
"295","81","1","1","2","7","4","N","2","1","1"
"296","25","1","6","1","9","7","N","2","3","0"
"297","28","2","6","2","9","4","N","2","1","2"
"298","47","1","5","5","8","4","N","1","3","0"
"299","51","1","4","2","7","4","N","2","3","0"
"300","18","1","6","2","5","0","N","2","1","2"
"301","38","2","6","2","5","4","N","2","1","2"
"302","81","1","1","1","11","9","N","2","1","1"
"303","22","1","6","6","5","2","N","2","1","2"
"304","58","1","4","1","9","9","N","2","1","1"
"305","34","2","1","1","9","6","N","2","1","2"
"306","48","1","1","6","11","9","N","2","1","1"
"307","46","2","6","2","9","0","N","2","1","2"
"308","52","2","6","2","5","5","N","2","1","2"
"309","20","2","6","1","5","0","N","2","1","1"
"310","46","2","6","1","7","4","N","2","1","2"
"311","29","2","N","9","4","N","1","2","2","0"
"312","89","1","1","2","5","1","5","1","1","1"
"313","67","2","5","2","7","5","N","2","1","2"
"314","58","2","2","1","9","7","N","2","1","1"
"315","9","1","N","2","3","N","N","2","1","2"
"316","70","1","1","1","4","3","N","2","1","1"
"317","39","1","6","6","11","9","N","2","1","1"
"318","2","1","N","1","N","N","N","2","1","1"
"319","53","2","1","2","5","4","N","2","1","1"
"320","21","1","6","6","7","0","N","2","1","2"
"321","10","2","N","1","3","N","N","2","1","1"
"322","33","1","4","1","1","0","1","1","1","1"
"323","28","1","6","1","7","7","N","2","1","1"
"324","74","1","3","1","10","9","2","2","1","1"
"325","37","1","1","1","9","9","N","2","1","1"
"326","39","1","1","1","12","6","N","2","1","1"
"327","49","2","1","1","9","7","N","2","1","2"
"328","82","2","6","2","5","3","N","2","1","2"
"329","60","2","1","2","8","7","N","2","1","1"
"330","46","1","1","1","9","6","N","2","1","1"
"331","46","1","6","9","3","0","3","1","1","2"
"332","52","2","1","6","5","1","N","2","1","1"
"333","10","1","N","6","3","N","N","2","1","1"
"334","34","2","1","1","8","3","N","2","1","2"
"335","7","1","N","1","3","N","N","2","1","1"
"336","65","2","1","1","10","1","N","2","1","1"
"337","12","2","N","2","3","N","N","2","1","1"
"338","27","1","6","2","1","1","N","2","3","0"
"339","27","1","1","2","5","7","N","2","1","1"
"340","62","1","1","2","4","5","N","2","1","2"
"341","89","2","6","2","3","2","N","2","1","2"
"342","70","2","1","1","9","2","N","2","1","2"
"343","32","1","6","1","9","1","N","2","1","2"
"344","42","2","6","2","8","8","N","2","1","1"
"345","42","2","1","6","8","6","N","2","1","1"
"346","65","1","1","3","7","3","N","2","1","1"
"347","73","1","1","1","9","4","N","2","1","1"
"348","51","2","6","1","10","9","N","2","1","1"
"349","20","1","6","6","5","2","N","2","1","2"
"350","44","1","1","1","7","8","N","2","1","1"
"351","18","2","6","1","7","5","N","2","3","0"
"352","31","1","1","9","4","2","N","2","1","2"
"353","65","1","1","1","11","9","N","2","1","1"
"354","40","2","1","6","10","9","N","2","1","1"
"355","58","1","6","2","9","4","N","2","1","1"
"356","30","1","6","1","7","6","N","2","1","2"
"357","31","2","6","1","12","8","N","2","1","2"
"358","9","1","N","1","3","N","N","2","1","1"
"359","77","1","1","6","5","1","N","2","1","1"
"360","35","2","6","8","1","N","N","2","1","1"
"361","37","1","1","2","5","7","N","2","1","2"
"362","24","2","1","1","1","0","1","1","1","1"
"363","91","2","3","4","8","7","5","2","1","1"
"364","65","1","3","8","9","1","3","1","1","1"
"365","3","2","N","1","1","N","N","2","1","2"
"366","68","1","1","3","6","4","N","1","1","1"
"367","0","1","N","1","N","N","N","2","1","1"
"368","3","2","N","6","2","N","N","2","1","1"
"369","22","2","6","2","5","1","N","2","1","2"
"370","0","2","N","2","N","N","N","2","1","1"
"371","16","1","6","1","4","0","N","2","2","0"
"372","36","2","6","2","6","1","N","2","1","2"
"373","29","1","1","1","10","9","N","2","1","2"
"374","42","2","1","2","5","2","N","2","1","2"
"375","47","2","1","6","11","9","N","2","1","1"
"376","68","2","6","2","7","2","N","2","1","1"
"377","44","1","4","1","1","0","1","1","1","1"
"378","72","1","4","1","5","2","N","2","1","2"
"379","18","2","6","2","4","2","N","2","1","2"
"380","45","1","4","2","11","0","N","2","1","1"
"381","29","1","2","5","11","8","5","2","1","2"
"382","8","1","N","1","3","N","N","2","1","2"
"383","10","2","N","6","3","N","N","2","1","2"
"384","21","2","6","2","5","3","N","2","1","1"
"385","53","2","6","2","4","3","N","2","1","2"
"386","17","2","6","3","4","0","N","2","1","1"
"387","30","2","6","1","10","8","N","2","1","2"
"388","76","1","1","1","7","6","N","2","1","1"
"389","20","2","6","1","9","0","N","2","3","0"
"390","38","2","1","7","8","5","2","1","2","0"
"391","12","2","N","3","3","N","N","2","1","1"
"392","57","2","1","1","9","7","N","2","1","1"
"393","67","1","1","1","10","8","N","2","1","1"
"394","54","2","4","6","11","0","3","2","1","2"
"395","65","1","1","1","7","3","N","2","1","1"
"396","12","1","N","3","3","N","N","2","1","2"
"397","68","1","3","8","3","2","N","2","1","2"
"398","46","2","1","2","7","8","N","2","1","2"
"399","37","1","2","4","11","3","N","1","1","1"
"400","76","1","2","2","7","4","N","2","1","1"
"401","79","1","3","2","3","4","N","2","1","2"
"402","36","2","1","9","7","4","N","2","1","1"
"403","32","2","4","1","7","2","N","2","1","1"
"404","85","1","3","1","1","0","1","1","1","1"
"405","46","1","1","1","9","7","N","2","1","1"
"406","36","1","1","4","7","0","N","1","3","0"
"407","50","1","1","1","9","9","N","2","1","1"
"408","32","2","6","1","6","1","N","2","3","0"
"409","66","2","1","3","8","9","N","2","1","1"
"410","55","1","1","5","N","3","N","1","2","0"
"411","3","1","N","1","1","N","N","2","1","2"
"412","79","2","3","9","2","3","4","2","3","0"
"413","59","2","6","2","1","0","N","2","1","2"
"414","21","1","6","1","7","2","N","2","1","2"
"415","45","1","1","1","10","9","N","2","1","1"
"416","39","2","3","1","1","0","1","1","1","1"
"417","10","2","1","1","1","0","1","1","1","1"
"418","34","1","4","3","5","6","N","2","1","1"
"419","84","2","2","9","7","1","3","2","3","0"
"420","64","2","1","2","12","7","N","2","1","2"
"421","34","2","6","2","5","0","N","2","1","2"
"422","12","2","N","1","3","N","N","2","1","1"
"423","18","2","6","2","4","0","N","2","1","2"
"424","4","2","N","1","2","N","N","2","1","1"
"425","24","2","6","6","9","9","N","2","1","1"
"426","37","2","4","1","8","7","N","2","1","1"
"427","30","2","1","3","9","6","N","2","1","1"
"428","45","2","1","1","11","0","N","2","1","1"
"429","58","2","1","1","9","0","N","2","1","1"
"430","64","1","1","1","7","5","N","2","1","1"
"431","67","2","1","1","7","1","N","2","1","1"
"432","64","1","1","9","11","6","6","1","2","0"
"433","65","1","3","2","8","1","N","2","1","2"
"434","57","2","1","1","11","1","N","2","1","1"
"435","48","2","4","6","12","9","N","2","1","1"
"436","39","1","1","2","8","8","N","2","1","2"
"437","53","2","2","2","7","3","N","2","1","1"
"438","22","2","1","1","9","7","N","2","1","2"
"439","49","1","1","1","10","9","N","2","1","1"
"440","63","2","1","1","10","4","N","2","1","1"
"441","57","1","1","1","9","9","N","2","1","1"
"442","41","1","1","1","8","9","N","2","1","1"
"443","49","2","1","1","7","1","N","2","1","2"
"444","92","1","N","3","8","7","N","1","3","0"
"445","37","2","6","4","9","3","3","2","2","0"
"446","44","2","1","1","11","9","N","2","1","1"
"447","58","1","6","1","1","4","N","2","3","0"
"448","75","1","1","1","11","9","N","2","1","1"
"449","16","1","6","3","4","0","N","2","1","2"
"450","46","2","4","2","5","1","N","2","1","2"
"451","74","2","1","1","7","2","N","2","1","1"
"452","22","2","6","8","5","4","N","2","1","2"
"453","28","2","1","1","9","6","N","2","1","1"
"454","50","2","1","1","10","6","N","2","1","1"
"455","14","1","N","1","3","N","N","2","1","1"
"456","75","2","N","6","10","9","4","1","1","1"
"457","69","2","1","1","5","1","N","2","1","1"
"458","62","1","1","1","9","9","N","2","1","1"
"459","4","2","N","1","1","N","N","2","1","2"
"460","37","2","6","1","12","6","N","2","1","2"
"461","72","2","3","9","10","4","N","2","1","1"
"462","53","1","3","1","9","1","N","2","1","1"
"463","58","1","1","1","9","8","N","2","1","1"
"464","18","1","6","6","7","0","N","2","1","2"
"465","40","1","6","6","11","9","N","2","1","2"
"466","36","2","N","9","12","7","2","1","2","0"
"467","5","2","N","2","2","N","N","2","1","2"
"468","5","1","N","1","1","N","N","2","1","1"
"469","29","2","6","1","9","7","N","2","1","2"
"470","3","1","N","6","1","N","N","2","1","2"
"471","15","1","6","1","3","0","N","2","1","1"
"472","55","2","1","1","11","6","N","2","1","2"
"473","14","2","N","2","3","N","N","2","1","2"
"474","88","2","3","5","10","8","5","1","3","0"
"475","83","2","3","2","8","3","N","2","1","2"
"476","36","2","5","6","9","8","6","2","1","1"
"477","18","1","6","1","5","0","N","2","2","0"
"478","80","2","3","1","11","8","N","2","1","2"
"479","65","1","4","2","4","2","N","2","1","2"
"480","5","2","N","1","2","N","N","2","1","1"
"481","28","1","3","1","1","0","1","1","1","1"
"482","43","2","6","8","10","3","N","2","1","1"
"483","7","2","N","9","3","N","N","2","1","1"
"484","80","2","3","1","7","4","N","2","1","1"
"485","77","2","3","2","4","3","N","2","1","1"
"486","59","1","1","9","5","3","N","2","1","1"
"487","66","1","1","6","10","3","N","2","1","1"
"488","55","1","1","1","12","9","N","2","1","1"
"489","62","1","1","1","5","8","N","2","1","1"
"490","29","1","6","2","9","8","N","2","1","2"
"491","34","1","6","1","9","8","N","2","1","2"
"492","9","2","N","1","3","N","N","2","1","1"
"493","34","2","4","8","4","2","2","2","1","2"
"494","20","2","6","2","5","2","N","2","1","1"
"495","44","2","1","1","9","8","N","2","1","1"
"496","44","2","N","7","9","2","1","1","3","0"
"497","26","2","1","1","9","6","N","2","1","1"
"498","9","1","N","8","3","N","N","2","1","2"
"499","74","2","3","1","9","7","N","2","1","1"
"500","13","2","N","6","3","N","N","2","1","1"
"501","6","2","N","2","3","N","N","2","1","2"
"502","64","2","1","1","9","4","N","2","1","1"
"503","31","1","1","1","9","8","N","2","1","1"
"504","37","2","6","9","7","5","N","2","1","2"
"505","73","2","1","1","10","9","4","2","1","1"
"506","83","2","N","9","N","3","1","2","3","0"
"507","39","2","1","1","7","9","N","2","1","1"
"508","62","2","4","2","8","1","N","2","1","2"
"509","53","1","6","2","5","4","4","2","1","2"
"510","56","2","1","1","5","0","N","2","1","1"
"511","19","2","6","1","7","0","N","2","3","0"
"512","76","1","6","2","9","7","N","2","1","1"
"513","37","1","6","1","12","9","N","2","1","2"
"514","41","1","3","7","6","N","4","2","1","2"
"515","32","1","1","1","9","0","N","1","1","2"
"516","17","1","6","3","4","2","N","2","1","1"
"517","1","1","N","3","N","N","N","2","1","1"
"518","0","2","N","2","N","N","N","2","1","1"
"519","27","1","6","2","7","5","N","2","1","2"
"520","71","1","2","1","1","0","1","1","1","1"
"521","62","1","1","1","11","9","N","2","1","1"
"522","13","1","N","1","3","N","N","2","1","1"
"523","91","1","1","1","1","0","1","1","1","1"
"524","60","2","1","1","7","3","N","2","1","1"
"525","20","1","6","1","7","3","N","2","1","1"
"526","86","1","1","1","11","9","N","2","1","1"
"527","79","1","1","6","4","2","N","2","1","2"
"528","29","1","6","2","6","0","N","2","2","0"
"529","62","2","1","1","8","9","N","2","1","1"
"530","42","1","2","2","7","8","3","2","1","1"
"531","69","2","3","5","3","7","4","2","2","0"
"532","40","2","1","2","4","1","N","2","1","2"
"533","30","2","6","1","9","7","N","2","1","2"
"534","81","1","1","1","11","9","N","2","1","1"
"535","45","1","1","1","9","9","N","2","1","1"
"536","35","1","6","1","8","8","N","2","1","1"
"537","51","1","1","1","12","9","N","2","1","1"
"538","27","1","6","1","9","8","N","2","1","2"
"539","41","2","4","1","7","6","N","2","1","2"
"540","55","1","2","2","11","5","N","2","1","1"
"541","39","2","1","1","5","5","N","2","1","2"
"542","59","1","1","6","12","9","N","2","1","1"
"543","10","2","N","1","3","N","N","2","1","1"
"544","74","2","6","2","1","4","N","2","1","1"
"545","19","2","6","2","9","3","N","2","3","0"
"546","64","1","1","1","8","1","N","2","1","1"
"547","28","1","6","6","11","7","N","2","1","2"
"548","45","1","1","1","12","0","N","2","1","2"
"549","71","2","1","1","10","9","N","2","1","1"
"550","12","1","N","1","3","N","N","2","1","1"
"551","58","1","6","2","8","9","N","2","1","1"
"552","54","1","1","1","10","9","N","2","1","1"
"553","31","1","6","1","12","6","N","2","1","2"
"554","91","2","2","6","5","3","4","1","1","1"
"555","47","2","6","2","8","0","N","2","2","0"
"556","37","2","1","1","9","8","N","2","1","1"
"557","32","2","1","1","9","7","N","2","1","1"
"558","38","1","4","1","10","7","N","2","1","2"
"559","16","1","6","2","4","0","N","2","1","2"
"560","41","2","1","6","11","9","N","2","1","1"
"561","18","1","6","1","7","1","N","2","3","0"
"562","17","2","6","1","4","0","N","2","1","2"
"563","26","1","6","2","9","2","N","2","1","2"
"564","61","2","4","2","7","7","N","2","1","2"
"565","18","2","6","1","7","0","N","2","3","0"
"566","80","1","2","2","1","0","N","2","1","1"
"567","56","2","4","5","12","2","2","1","3","0"
"568","57","2","4","1","5","0","N","2","1","2"
"569","44","2","1","6","9","0","N","2","1","2"
"570","73","1","1","1","5","1","N","2","1","1"
"571","59","1","4","1","9","8","N","2","1","1"
"572","39","2","2","6","6","4","N","2","1","2"
"573","12","2","N","1","3","N","N","2","1","1"
"574","60","2","1","2","8","6","N","2","1","1"
"575","8","1","N","2","3","N","N","2","1","1"
"576","22","1","6","8","5","2","N","2","1","2"
"577","59","1","4","2","5","6","N","2","1","1"
"578","24","1","6","1","9","3","N","2","1","2"
