,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
194,69,6,6,2,1,1,N,2,8,4
195,54,2,N,2,1,2,N,2,2,7
196,72,1,6,1,1,1,N,2,8,4
197,23,2,6,2,3,0,N,2,N,6
198,58,2,6,1,1,1,N,2,N,5
199,40,1,3,1,1,1,N,2,4,6
200,16,1,6,1,1,2,N,2,7,7
201,58,2,3,1,3,1,5,2,0,4
202,39,1,N,2,1,2,5,2,N,5
203,19,1,1,1,1,2,N,2,0,5
204,65,2,6,2,1,2,N,2,8,10
205,23,1,1,1,1,2,N,2,7,7
206,17,1,1,2,1,1,N,2,0,6
207,28,1,N,1,1,0,N,2,4,9
208,38,2,6,2,1,2,N,2,3,7
209,3,6,1,2,1,1,N,2,0,3
210,16,1,N,2,1,1,N,2,9,4
211,66,1,4,1,1,1,N,2,5,8
212,50,1,6,2,1,2,5,2,8,5
213,18,1,1,2,1,2,N,1,N,N
214,33,6,6,1,1,1,5,2,5,3
215,64,1,N,2,1,1,N,2,8,12
216,50,2,6,2,1,1,N,2,1,8
217,69,8,1,1,1,2,N,2,2,10
218,61,2,6,2,1,1,N,2,9,10
219,13,8,6,2,1,2,N,2,1,9
220,34,2,1,2,1,1,N,2,8,10
221,10,6,6,1,1,1,N,2,2,8
222,36,2,N,1,1,0,N,2,6,10
223,59,2,4,1,1,1,N,1,1,1
224,72,1,4,1,1,2,N,2,3,12
225,34,1,4,1,1,1,N,1,2,10
226,30,2,6,2,1,0,N,2,4,4
227,36,1,4,1,1,2,N,2,4,5
228,38,1,1,2,1,2,N,1,N,7
229,24,1,1,1,1,2,N,2,5,5
230,61,1,N,2,3,2,N,2,N,7
231,19,1,1,2,1,2,N,2,9,4
232,54,1,6,1,1,1,N,2,0,4
233,20,1,1,1,1,1,5,2,1,10
234,33,6,N,1,1,1,N,2,6,9
235,50,2,1,1,3,2,N,2,2,9
236,21,2,1,2,1,2,N,2,9,9
237,22,1,1,1,1,1,N,2,6,7
238,34,2,6,2,1,2,N,2,2,5
239,19,2,1,1,1,2,N,2,4,5
240,58,2,6,2,1,2,N,2,2,10
241,62,1,6,1,1,1,5,2,1,9
242,19,1,6,2,1,2,N,2,4,4
243,68,2,1,2,3,2,N,2,2,N
244,14,2,1,1,1,1,N,2,9,8
245,50,1,1,1,1,1,N,2,9,8
246,72,1,N,1,1,2,N,2,3,2
247,52,1,6,2,1,1,N,2,6,3
248,56,2,6,1,1,0,N,2,1,3
249,57,3,6,2,1,2,N,2,0,9
250,66,2,6,1,1,1,N,2,0,10
251,48,1,1,1,1,1,N,2,4,9
252,50,2,1,2,3,2,N,2,2,6
253,58,1,6,2,1,2,N,2,3,5
254,38,6,N,1,1,1,N,2,8,5
255,60,2,1,1,3,2,N,2,6,7
256,78,1,4,1,1,1,5,1,9,5
257,64,2,1,1,1,2,N,1,3,8
258,43,2,N,1,1,1,N,1,N,7
259,35,2,6,1,1,1,N,2,2,9
260,57,1,4,1,1,2,5,2,1,5
261,22,2,6,1,1,2,N,1,6,7
262,61,2,2,1,1,2,N,2,7,10
263,8,2,6,1,3,2,N,2,8,3
264,57,1,6,2,1,1,N,2,2,10
265,56,1,6,2,1,0,N,2,0,11
266,52,1,6,1,1,2,5,2,2,5
267,66,2,4,1,3,1,N,2,3,7
268,9,2,6,2,1,1,N,2,2,10
269,15,1,4,1,1,2,N,2,8,9
270,46,6,1,2,3,1,N,2,0,7
271,54,2,3,1,1,1,N,2,N,3
272,42,2,5,2,1,1,N,2,2,5
273,27,6,3,1,1,1,5,2,2,10
274,55,2,6,2,1,2,N,2,3,5
275,32,1,6,1,1,2,N,2,8,10
276,82,2,6,1,1,2,N,1,9,4
277,38,1,1,2,1,0,N,2,2,5
278,3,6,N,2,1,1,N,2,N,4
279,51,6,5,1,3,1,N,2,0,10
280,46,2,1,2,1,2,N,2,N,11
281,35,2,6,2,1,1,N,2,N,7
282,34,1,N,2,1,1,5,2,4,2
283,48,6,4,2,1,1,N,2,4,10
284,11,2,N,2,1,2,N,2,5,5
285,54,2,6,1,1,2,N,2,7,9
286,59,1,6,1,1,1,N,2,4,7
287,33,6,3,1,1,1,N,1,2,10
288,10,1,6,2,1,1,N,1,0,1
289,51,2,6,2,1,2,N,2,0,5
290,65,2,1,1,1,2,N,2,N,10
291,1,1,4,1,1,2,N,2,0,10
292,45,1,6,1,1,2,N,2,4,9
293,70,1,4,1,1,1,N,2,0,5
294,35,2,1,2,1,2,N,2,7,9
295,48,2,N,2,1,2,N,2,7,7
296,6,1,4,1,1,2,N,2,0,10
297,31,1,1,2,1,2,N,2,7,7
298,70,1,N,2,1,1,N,2,9,1
299,16,2,1,1,3,0,N,2,2,7
300,50,1,6,2,1,1,N,2,3,8
301,68,1,4,1,1,0,N,2,8,7
302,25,2,1,1,1,1,5,2,0,5
303,7,1,N,2,1,2,N,2,N,3
304,77,2,6,1,1,2,N,2,9,4
305,66,2,6,2,1,1,N,2,4,9
306,30,1,6,1,1,1,N,2,8,10
307,37,1,1,2,1,2,N,2,2,7
308,25,6,N,1,1,2,N,2,0,9
309,42,1,6,1,1,1,N,2,N,11
310,44,1,6,2,1,2,N,2,3,N
311,15,1,6,2,1,2,N,2,N,5
312,37,1,N,1,1,1,N,2,0,2
313,50,2,N,1,1,1,N,2,1,11
314,31,2,6,1,3,1,5,2,4,5
315,14,1,6,1,1,2,N,2,4,4
316,26,2,6,1,3,1,N,2,7,9
317,43,2,N,1,1,1,N,2,9,9
318,34,2,N,1,1,1,N,1,8,10
319,1,1,6,1,3,1,N,2,1,3
320,55,2,1,2,1,1,N,1,0,3
321,61,1,N,2,1,2,N,1,6,5
322,6,1,N,2,1,0,N,2,9,4
323,67,1,6,1,3,2,N,2,N,3
324,56,2,6,1,1,2,N,2,9,4
325,80,2,6,2,1,1,N,2,7,3
326,13,1,3,2,1,1,N,2,0,10
327,37,2,1,1,1,1,1,2,3,7
328,69,1,4,1,1,1,N,2,0,3
329,55,2,N,2,1,2,5,2,3,9
330,45,6,1,1,1,2,N,2,4,9
331,3,1,4,2,1,2,N,2,8,10
332,0,2,1,1,1,2,N,2,1,5
333,55,1,N,2,1,2,N,1,9,5
334,20,2,6,2,1,1,N,2,3,3
335,69,2,6,2,1,1,N,2,9,11
336,26,8,6,1,1,0,N,2,2,5
337,58,2,N,1,3,0,N,2,9,3
338,57,1,N,1,1,0,N,1,0,3
339,57,2,6,1,1,1,N,2,0,5
340,66,1,N,2,1,1,N,2,4,3
341,52,2,6,2,1,2,N,2,9,3
342,14,1,6,2,1,1,N,2,2,9
343,22,6,1,2,1,1,N,2,1,N
344,48,2,4,1,1,0,N,2,2,8
345,53,2,N,2,3,1,N,2,5,3
346,12,2,6,2,1,1,N,2,5,6
347,71,1,2,1,1,1,N,2,2,4
348,10,2,1,2,1,1,N,2,3,5
349,3,1,1,1,1,1,5,2,0,5
350,89,1,N,2,1,2,N,2,7,9
351,10,2,N,1,1,1,N,2,3,11
352,65,1,1,2,1,1,N,2,9,11
353,25,2,N,1,1,1,N,2,N,4
354,44,2,N,2,3,2,N,2,8,5
355,41,2,6,1,1,2,N,2,7,7
356,55,1,6,1,3,2,N,2,7,5
357,48,2,1,1,3,2,N,2,N,N
358,27,1,1,1,1,1,N,2,2,7
359,76,8,N,1,1,1,N,2,8,10
360,35,1,6,1,1,2,N,1,0,9
361,63,2,2,2,1,2,N,2,9,10
362,52,2,6,1,3,1,N,2,7,2
363,55,2,1,1,1,1,5,2,2,5
364,45,1,N,2,1,2,N,2,8,4
365,73,2,6,1,1,1,N,2,5,9
366,42,1,4,1,1,1,N,2,0,7
367,38,8,2,2,1,1,N,2,2,4
368,9,6,6,2,1,2,N,2,0,5
369,51,6,2,2,1,1,N,2,N,3
370,53,1,1,2,1,2,N,2,3,3
371,6,1,6,1,1,2,N,2,2,7
372,57,1,6,2,1,1,N,2,0,4
373,55,2,1,1,1,1,5,2,3,7
374,23,3,1,2,1,2,N,2,4,10
375,46,1,1,1,1,2,N,2,1,4
376,53,6,6,1,1,2,N,2,9,7
377,37,1,N,1,1,1,N,2,1,10
378,39,1,6,2,1,1,N,2,2,5
379,47,5,6,2,1,2,N,2,1,5
380,19,1,N,2,1,2,5,2,N,8
381,7,1,2,2,1,1,N,2,N,4
382,14,1,3,2,3,1,N,2,3,10
383,57,1,1,1,1,1,N,2,6,10
384,69,8,4,2,1,2,N,2,5,5
385,50,2,6,2,1,1,N,2,9,7
386,32,8,6,1,1,1,N,2,5,9
387,10,2,1,1,1,2,N,2,8,1
388,32,1,1,1,1,2,5,2,9,11
389,61,2,3,1,1,1,N,2,7,11
390,52,1,6,2,3,1,N,2,2,7
391,4,8,6,2,1,2,N,2,0,9
392,52,2,1,2,1,1,N,2,5,4
393,37,2,N,2,1,2,N,2,N,3
394,77,2,1,1,3,2,N,2,0,5
395,77,1,1,1,1,1,N,2,3,3
396,28,1,1,1,3,2,N,2,N,8
397,9,8,3,1,1,1,N,2,8,11
398,77,1,6,1,1,1,N,2,3,7
399,50,2,3,2,1,2,N,2,3,5
400,16,2,1,1,1,0,N,1,0,7
401,32,1,6,2,1,1,N,2,N,9
402,50,2,4,1,1,1,N,2,N,7
403,57,1,4,2,1,2,N,2,8,10
404,68,2,6,2,1,1,N,2,0,10
405,1,2,6,1,1,2,N,2,9,9
406,50,1,6,2,3,2,N,2,6,3
407,44,2,6,2,1,2,N,2,9,12
408,22,1,4,2,1,2,N,2,1,10
409,32,8,1,2,1,1,N,2,8,5
410,10,6,3,2,1,1,N,2,9,3
411,78,2,5,1,1,2,N,2,4,10
412,16,1,6,2,1,2,5,2,N,9
413,14,1,1,2,3,2,N,2,9,5
414,34,2,6,1,1,2,N,2,4,5
415,32,1,6,2,1,1,N,2,0,9
416,35,1,1,2,1,1,N,2,4,7
417,26,1,N,1,1,1,N,2,7,9
418,26,1,N,2,1,1,5,2,8,10
419,21,2,1,1,1,2,N,2,2,7
420,38,1,6,2,1,1,N,2,7,10
421,44,1,6,2,3,2,N,2,7,4
422,44,1,6,1,1,1,5,2,8,8
423,27,2,6,1,3,2,N,2,3,5
424,17,2,6,2,1,1,N,2,N,3
425,39,2,N,2,1,2,N,2,2,7
426,32,2,6,2,1,1,5,2,9,3
427,10,6,1,2,1,2,N,2,7,9
428,45,2,6,2,1,2,N,2,2,7
429,41,1,6,1,3,1,N,2,8,9
430,4,1,6,1,1,1,N,2,3,7
431,21,1,1,2,1,1,N,2,2,5
432,45,2,6,1,1,0,N,2,8,5
433,5,1,1,1,1,1,N,2,2,9
434,32,2,6,2,3,1,N,2,3,3
435,29,2,1,2,1,2,N,2,9,5
436,51,2,N,2,1,1,N,2,8,5
437,26,2,1,2,1,1,N,2,0,10
438,64,1,N,1,1,1,N,2,4,7
439,46,2,1,1,1,2,5,2,2,10
440,11,2,6,1,1,1,N,2,8,7
441,2,1,6,1,1,1,N,2,8,8
442,71,1,6,2,1,2,5,2,N,9
443,27,2,N,2,1,1,N,2,N,10
444,2,1,1,1,1,1,N,2,4,9
445,25,1,1,1,1,1,N,2,7,7
446,54,2,1,2,1,1,N,2,8,N
447,53,2,N,1,1,2,N,2,N,9
448,49,8,N,2,1,2,N,2,8,3
449,38,1,6,1,1,1,5,2,3,5
450,50,9,6,2,1,2,N,2,9,5
451,36,1,6,1,1,2,N,2,6,7
452,22,1,3,1,1,2,N,2,8,9
453,15,2,N,1,3,1,N,1,N,N
454,37,2,6,1,1,1,N,2,6,5
455,9,6,1,2,1,2,N,2,3,6
456,49,1,6,1,1,1,N,2,N,7
457,27,1,6,1,1,2,N,1,8,7
458,39,2,6,1,1,2,N,2,2,10
459,7,2,N,1,1,1,N,2,2,1
460,59,6,6,2,1,2,N,2,3,4
461,26,1,4,1,1,1,N,2,5,8
462,57,2,4,2,1,0,N,2,N,10
463,44,2,1,2,1,2,N,2,2,1
464,85,2,4,1,3,1,N,2,N,8
465,81,2,6,2,3,1,N,2,5,9
466,52,1,N,2,1,2,N,2,0,3
467,19,2,6,1,1,0,N,2,4,7
468,18,1,2,2,1,2,N,2,5,8
469,61,6,3,1,1,1,N,2,3,12
470,32,2,6,1,2,2,N,2,3,3
471,14,2,1,1,1,2,N,2,4,10
472,39,1,6,2,1,1,N,2,N,9
473,57,2,6,1,3,2,N,2,0,5
474,66,2,N,1,1,1,N,2,N,10
475,29,2,N,2,1,1,N,2,8,5
476,21,9,6,2,1,1,N,2,8,5
477,37,2,1,2,1,1,N,2,2,7
478,17,2,6,2,1,2,N,1,8,4
479,38,1,6,2,1,2,N,2,4,3
480,21,2,1,2,1,1,N,2,2,3
481,69,2,1,2,1,1,N,2,1,11
482,53,1,N,1,1,1,5,2,6,5
483,22,1,N,2,1,1,5,1,N,7
484,73,2,1,1,1,2,N,2,2,10
485,29,2,1,1,1,1,N,2,7,5
486,65,2,1,2,3,2,N,2,N,10
487,55,1,1,2,1,1,N,2,7,7
488,15,6,1,1,1,1,5,2,5,5
489,74,1,4,1,1,1,N,2,7,5
490,36,2,1,2,1,2,5,2,3,10
491,74,1,N,1,3,1,N,2,0,9
492,38,2,6,2,1,1,N,2,8,4
493,26,1,6,2,3,2,N,2,4,5
494,25,2,3,2,1,1,5,2,0,3
495,58,1,6,1,1,1,N,2,3,5
496,28,2,1,2,1,1,N,2,7,6
497,49,1,1,1,1,1,N,2,4,10
498,22,2,6,1,1,2,N,1,3,9
499,45,1,1,1,1,1,N,2,9,8
500,14,2,1,1,1,1,N,2,8,9
501,59,1,1,2,1,1,N,1,N,9
502,4,6,N,2,3,1,N,2,8,11
503,11,2,1,1,1,2,N,1,8,3
504,45,2,N,1,1,0,N,2,1,7
505,12,2,6,1,1,1,N,2,5,5
506,3,1,1,2,1,1,N,2,3,5
507,45,1,N,2,1,1,N,2,4,5
508,54,6,4,2,1,0,N,2,4,9
509,67,1,6,2,1,1,N,1,7,3
510,12,8,1,2,3,0,5,2,3,5
511,15,1,6,1,1,1,N,2,9,11
512,54,2,1,1,1,2,N,2,1,6
513,49,2,1,1,1,2,N,2,N,4
514,40,1,6,1,1,1,N,2,0,7
515,49,8,1,2,1,2,N,2,N,7
516,38,1,N,2,1,1,N,2,8,10
517,62,1,1,2,3,2,5,2,2,3
518,22,6,6,1,1,1,N,2,6,1
519,39,1,1,1,1,2,N,2,4,9
520,54,9,6,2,1,1,N,2,8,10
521,70,1,N,1,1,2,N,2,4,9
522,50,9,4,2,1,1,N,2,N,3
523,71,1,6,1,1,1,N,2,9,10
524,12,2,1,1,1,0,N,2,7,3
525,28,6,N,2,1,0,N,2,1,9
526,70,6,6,2,1,2,N,2,7,5
527,32,2,6,2,1,2,N,2,9,1
528,22,2,1,2,1,1,5,2,9,10
529,57,1,6,2,1,2,N,1,2,10
530,69,1,6,1,1,2,N,2,2,5
531,57,1,1,2,1,0,N,2,2,1
532,11,8,6,1,1,2,N,2,3,3
533,56,1,1,1,1,1,N,2,0,8
534,57,2,N,2,1,1,N,2,0,10
535,45,2,1,1,1,2,N,2,9,9
536,68,2,N,1,1,1,5,2,6,9
537,18,2,6,1,1,2,N,2,4,5
538,17,2,6,1,1,1,N,1,8,5
539,23,2,1,1,1,1,N,2,3,3
540,73,1,6,1,1,2,N,2,8,5
541,32,1,6,1,1,2,N,2,9,7
542,41,2,6,1,1,1,N,2,3,4
543,12,2,6,2,1,1,N,2,N,1
544,81,2,N,1,1,1,N,2,5,9
545,37,1,6,1,1,0,N,2,9,3
546,18,1,6,1,1,2,N,1,7,3
547,43,2,1,2,1,2,5,2,8,4
548,69,2,6,2,1,2,N,2,2,5
549,4,9,6,1,1,1,N,2,4,3
550,18,1,N,2,1,0,N,2,9,9
551,12,1,N,2,1,0,N,2,8,12
552,6,2,6,1,1,1,N,1,7,7
553,11,1,4,1,1,1,N,2,2,3
554,46,6,6,2,2,1,N,2,3,12
555,23,1,4,1,3,2,N,2,0,7
556,9,2,6,1,1,1,5,2,8,9
557,61,2,1,1,1,1,N,2,N,7
558,18,2,N,1,1,2,N,2,3,9
559,51,1,N,2,1,0,N,2,2,7
560,58,6,6,1,3,2,N,2,9,7
561,20,6,6,1,1,1,N,2,N,9
562,26,2,1,2,1,1,N,2,2,5
563,32,2,4,1,3,0,N,2,2,7
564,25,6,1,1,1,2,N,2,3,7
565,54,2,6,2,1,1,N,2,2,9
566,51,1,1,1,3,2,N,2,2,7
567,74,1,N,1,1,0,N,2,7,3
568,37,6,1,2,1,2,N,2,2,7
569,38,2,6,2,1,2,N,2,0,3
570,15,1,N,2,3,2,N,2,1,5
571,64,1,1,1,1,1,N,2,N,4
572,26,5,4,1,1,2,N,2,3,10
573,73,1,6,1,1,0,N,2,3,5
574,54,2,6,1,1,2,N,2,3,7
575,4,2,6,1,1,1,N,2,0,4
576,62,1,N,2,3,0,N,2,9,N
577,71,1,6,2,1,2,5,2,5,7
578,68,1,2,1,1,2,5,2,5,5
579,70,1,6,1,1,2,N,1,8,10
580,31,2,1,2,1,1,N,2,2,7
581,27,6,N,2,3,1,N,2,3,7
582,25,6,3,2,1,2,N,2,3,7
583,62,1,N,2,1,2,N,2,4,9
584,16,1,N,2,1,0,N,2,9,9
585,58,2,1,2,1,2,5,2,2,2
586,63,3,1,2,1,1,N,2,3,5
587,72,6,1,2,1,2,N,2,3,5
588,85,1,6,1,3,2,N,2,2,1
589,41,2,5,1,1,2,N,2,4,9
590,38,1,1,1,1,0,N,2,6,3
591,48,2,3,1,1,2,N,1,0,10
592,60,2,N,1,1,2,N,2,N,10
593,38,2,4,1,3,0,N,2,4,12
594,28,2,N,2,1,1,N,2,2,7
595,11,1,1,2,1,1,N,2,N,9
596,63,2,4,2,1,2,N,2,9,3
597,68,2,1,2,1,2,N,2,4,5
598,45,2,1,2,1,2,N,2,7,7
599,25,2,6,2,1,1,N,2,3,8
600,7,1,N,1,1,1,N,2,2,N
601,43,1,1,1,1,0,N,2,7,7
602,6,1,6,2,1,0,N,2,8,N
603,2,1,4,1,1,2,N,2,9,11
604,60,1,N,2,1,0,N,2,6,9
605,67,3,1,2,1,1,N,1,8,9
606,44,1,1,2,1,2,N,2,9,5
607,4,6,1,1,1,1,N,2,8,3
608,45,2,1,1,1,1,N,1,3,5
609,52,2,6,1,1,2,N,2,2,10
610,27,2,1,2,1,2,N,2,4,3
611,55,2,1,2,1,1,N,2,2,11
612,7,2,N,2,1,1,N,2,5,7
613,13,1,1,1,1,1,N,1,5,9
614,59,1,1,2,1,1,N,2,9,8
615,68,2,6,1,1,1,N,2,2,5
616,37,1,N,2,1,1,N,2,3,5
617,37,1,N,1,3,2,N,2,8,3
618,34,2,1,1,1,2,N,2,9,4
619,69,2,N,2,1,2,N,2,1,9
620,22,2,1,1,1,1,5,2,0,12
621,21,1,1,1,1,1,N,2,0,12
622,21,6,4,1,1,2,N,1,9,11
623,9,2,2,1,1,1,5,2,9,7
624,12,1,N,2,3,2,N,2,2,10
625,37,1,N,1,3,2,N,2,8,5
626,54,1,1,1,1,1,N,2,5,7
627,79,1,N,1,3,2,N,2,4,6
628,53,2,N,2,1,2,N,2,4,7
629,41,1,6,1,1,1,N,2,2,5
