SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,1,1,1,0,0,17-03531,70,1,2,490,4718
1,6,9,2,7,0,38-00100,33,0,2,5,21847
1,1,1,1,4,0,28-01100,29,1,2,105,12317
1,6,3,2,0,0,38-00100,22,5,3,56,19154
1,N,1,2,9,0,36-04010,29,2,4,403,20336
1,6,1,2,6,0,38-00100,32,0,N,405,21494
2,4,1,2,5,0,51-51255,70,0,N,477,20892
1,N,1,2,9,0,28-01100,24,3,4,353,26406
1,1,1,2,8,0,51-01301,50,2,2,493,19488
2,1,1,1,6,0,13-04600,69,2,2,496,6922
2,2,1,1,4,0,29-01901,69,0,2,405,13654
1,6,1,0,4,0,24-01004,29,N,N,88,8369
1,6,1,2,0,0,36-04010,16,1,4,39,20834
2,1,6,2,4,1,24-01004,27,1,4,500,6377
2,4,1,2,1,0,38-00100,67,0,9,69,19394
1,1,1,1,4,0,06-08507,73,1,2,5,4862
1,6,1,2,1,0,17-03531,27,0,N,56,4974
2,6,1,2,0,0,13-04600,37,N,9,313,4194
2,1,1,1,6,0,29-01901,32,1,2,500,11910
2,1,1,1,0,0,24-01004,70,0,12,296,13191
2,1,1,1,7,0,36-04010,71,0,2,54,18389
1,1,1,1,7,0,30-00600,74,0,2,484,19084
2,6,1,2,4,0,24-01004,39,0,N,384,6533
2,6,1,0,6,0,19-01700,29,N,N,N,19527
1,N,1,2,N,0,36-04010,1,3,4,479,27252
1,N,1,1,9,0,36-03710,2,1,3,253,26045
2,1,1,1,8,0,51-01301,52,1,2,389,20802
1,1,1,2,7,0,51-51255,26,0,2,38,20408
2,4,1,2,0,0,19-01700,69,1,2,298,347
1,6,1,2,4,0,38-00100,49,0,2,324,18512
2,6,1,2,0,0,38-00100,30,2,12,59,5121
1,6,1,2,3,0,13-04600,45,N,N,78,7253
2,1,1,1,6,0,51-01301,72,0,2,56,18393
2,1,1,1,3,0,29-01901,59,0,N,384,19617
1,6,1,1,4,0,13-04600,36,0,N,0,5374
1,N,1,1,5,0,36-03710,10,3,4,265,21839
1,6,1,0,0,0,17-03529,23,N,9,80,6530
1,1,2,1,5,0,19-01700,86,0,N,147,988
2,N,1,2,N,0,24-01004,2,3,5,480,26716
1,N,1,1,N,0,38-00100,22,0,3,6,22181
2,N,1,2,N,0,19-01700,4,3,3,486,25282
2,1,1,0,0,0,17-03529,28,0,3,500,4079
2,6,1,2,7,0,17-03531,24,1,5,499,5711
1,6,1,2,6,0,51-51255,25,0,N,54,22192
2,6,1,1,0,0,28-01100,38,0,3,252,12883
2,N,1,2,N,4,26-02702,19,3,4,490,27252
2,6,1,2,1,0,32-00405,29,0,N,158,16863
2,N,1,2,9,0,38-00100,21,5,5,489,20817
1,6,1,2,5,0,38-00100,19,N,N,65,12782
2,1,1,1,3,0,17-03531,79,0,2,479,6041
2,N,1,2,9,0,36-04010,19,3,4,493,25984
1,3,1,2,4,0,38-00100,24,0,2,151,19668
1,6,1,2,7,0,19-01700,36,0,N,478,5310
1,N,1,2,0,0,38-00100,16,2,4,486,20796
2,6,2,2,0,0,17-03531,32,0,3,357,2886
2,6,1,2,3,0,51-01301,70,0,N,400,20840
1,6,1,2,4,0,51-01301,29,0,N,52,15736
1,6,1,2,0,0,17-03531,24,0,9,240,5851
2,1,1,1,3,0,17-03531,70,0,2,490,5393
2,6,1,2,8,0,51-51255,24,0,N,55,19343
2,6,1,2,4,0,17-03531,30,0,9,56,661
1,6,1,0,1,0,19-01700,24,N,3,68,13763
1,1,2,1,0,0,13-04600,24,1,5,243,7287
2,1,1,1,3,0,28-01100,74,0,12,407,12863
2,3,1,2,3,0,30-00600,69,0,N,394,12768
2,1,1,2,8,0,36-04010,70,0,2,60,20735
1,6,1,1,7,0,36-04010,30,0,3,5,21563
1,4,1,1,4,0,28-01100,77,0,N,256,14084
1,1,2,2,0,0,32-00405,24,1,2,499,13423
1,6,1,2,0,0,17-03531,33,0,9,491,6292
1,1,1,1,5,0,29-01901,73,0,2,280,13879
2,1,1,1,4,0,29-01901,64,0,12,109,14747
1,N,2,1,N,0,38-00100,25,1,4,384,11558
1,1,1,2,0,0,17-03531,59,0,12,488,3869
1,N,1,1,N,0,36-04010,3,1,3,491,25654
1,1,1,1,6,0,24-01004,74,0,2,365,19971
1,N,1,2,N,0,28-01100,27,3,3,477,23492
1,N,1,2,N,1,36-03710,4,3,3,249,23512
1,6,1,0,0,0,19-01700,33,0,N,61,5667
2,1,1,1,2,0,17-03531,54,1,2,5,6380
1,1,1,2,8,0,36-04010,34,1,4,498,18467
2,2,1,2,9,0,24-01004,25,1,3,66,21060
2,6,1,1,4,0,30-00600,73,0,N,378,13736
1,1,1,2,0,0,51-01301,31,2,3,497,19094
2,1,1,1,6,0,24-01004,77,0,2,479,4265
1,6,1,2,9,0,38-00100,34,0,N,5,18648
2,N,1,1,N,0,38-00100,6,3,5,465,24745
1,6,1,2,2,0,17-03529,29,0,N,501,6901
2,1,1,1,6,0,26-02702,81,0,2,466,5686
2,1,1,1,1,0,17-03531,63,0,2,303,13774
1,N,6,1,9,0,17-03529,25,0,2,37,1589
2,1,1,1,0,0,24-01004,70,0,12,487,7669
2,1,1,1,3,0,19-01700,74,0,2,52,13806
2,1,1,2,6,0,24-01004,52,0,2,497,5809
2,1,1,1,7,0,40-00200,69,0,2,52,20006
1,1,1,1,9,0,51-01301,69,0,2,60,19315
1,6,1,2,7,0,51-01301,34,0,9,49,21590
2,1,1,1,6,0,51-01301,25,0,2,58,21841
1,1,1,2,9,0,51-01301,26,1,3,57,23393
2,1,1,1,4,0,13-04600,70,1,2,49,7052
1,6,1,2,4,0,30-00600,38,0,9,397,14756
2,1,1,1,6,0,19-01700,71,0,12,58,13434
2,1,5,1,1,0,19-01700,48,1,2,500,7491
1,6,1,2,4,0,19-01700,75,0,N,134,6881
2,N,1,2,9,0,08-00803,26,2,5,126,24789
2,N,1,1,9,0,30-00600,6,0,3,59,21775
1,6,1,2,0,0,36-03710,20,N,9,86,14500
2,6,1,2,0,0,51-01301,24,2,4,49,21938
1,N,1,2,9,0,51-01301,5,1,3,57,19926
1,6,1,1,7,0,19-01700,22,2,4,58,14748
2,N,1,2,N,0,36-04010,2,1,5,481,23760
1,N,1,2,N,0,13-04600,0,3,5,480,24956
1,6,1,0,0,0,17-03529,17,N,9,N,2521
1,6,1,1,7,0,51-01301,69,0,9,498,21330
1,N,1,2,9,0,24-01004,24,2,4,488,26303
1,1,1,1,0,0,17-03531,69,0,2,490,6006
1,1,1,1,0,0,08-00803,25,3,3,501,18909
2,N,1,2,9,0,51-01301,5,2,12,51,20936
2,1,1,1,6,0,51-01301,72,0,2,51,18533
2,1,1,2,0,0,17-03531,36,7,9,499,4991
1,N,1,2,N,0,36-04010,14,3,5,265,26670
2,1,1,1,9,0,38-00100,85,2,2,293,18277
2,1,1,1,7,0,13-04600,25,2,12,52,4759
1,4,1,1,6,0,38-00100,29,0,4,412,18796
2,6,1,2,9,0,30-00600,24,0,3,54,13481
1,6,1,0,1,0,26-02702,29,0,N,209,7712
2,3,1,1,6,0,38-00100,66,0,2,53,17681
1,2,1,1,9,0,38-00100,50,0,4,496,20526
2,6,1,0,0,0,24-01004,23,N,9,92,13541
1,6,1,1,0,0,38-00100,23,1,4,282,21046
1,N,1,1,N,0,17-03531,1,3,4,487,26280
1,6,1,2,7,0,51-51255,24,0,N,491,22728
2,1,1,1,7,0,36-04010,49,2,3,61,19697
1,6,1,2,0,0,24-01004,29,0,N,6,5666
2,6,1,2,1,0,17-03529,35,0,9,59,7804
2,N,1,2,N,0,17-03529,3,3,5,453,25215
1,6,1,2,2,0,51-51255,49,0,4,497,20193
1,1,1,2,9,0,38-00100,25,1,3,493,20208
1,6,1,0,5,0,24-01004,26,N,9,75,7707
1,1,1,1,7,0,24-01004,65,0,3,279,15335
1,6,1,2,0,0,26-02702,37,0,N,474,5983
2,1,1,1,9,0,24-01004,66,0,3,500,6395
1,6,1,2,3,0,17-03531,36,0,N,490,1010
2,N,1,0,9,0,32-00405,17,N,N,N,22402
1,6,1,2,3,0,24-01004,81,0,2,473,6417
2,1,1,1,7,0,24-01004,70,0,2,498,12878
1,6,1,2,3,0,19-01700,29,0,9,279,5826
1,1,1,1,7,0,51-01301,65,0,2,54,20748
1,N,1,1,9,0,19-01700,23,1,4,484,20669
1,6,6,2,0,0,38-00100,57,1,12,75,11071
1,6,1,0,3,0,26-02702,30,N,9,75,13600
2,6,1,2,2,0,29-01901,37,0,N,3,13641
2,N,1,1,N,0,36-04010,14,3,4,488,26074
1,6,1,0,1,0,13-04600,15,N,N,N,14924
2,1,2,1,4,0,29-01901,69,7,2,496,19279
1,6,1,0,6,0,51-01301,22,N,N,56,21719
2,6,1,0,3,0,26-02702,63,N,N,77,7833
2,6,1,2,0,0,24-01004,32,0,N,5,4647
1,1,2,1,0,0,38-00100,45,7,2,60,19766
1,6,1,2,7,1,30-00600,25,0,N,288,15653
1,6,1,1,3,0,19-01700,71,0,2,50,7315
1,N,1,2,N,0,36-04010,18,1,3,497,23419
2,1,1,2,9,0,13-04600,53,1,2,51,6201
2,1,1,1,3,0,29-01901,73,0,12,376,21181
1,1,1,1,8,0,38-00100,57,1,4,55,20034
1,1,1,1,7,0,17-03529,79,0,12,498,6463
1,1,1,2,7,0,51-01301,50,0,2,62,19553
1,N,1,2,9,0,24-01004,18,3,5,17,19429
1,1,1,1,6,0,38-00100,73,1,12,501,19247
2,6,1,1,7,0,32-00405,34,0,N,58,13995
1,6,1,2,0,0,38-00100,29,1,2,5,18897
1,6,1,2,4,0,28-01100,32,7,3,351,13679
1,6,1,2,4,0,32-00405,34,0,N,419,22115
2,6,1,2,3,0,17-03529,32,0,N,153,21740
2,6,1,1,4,0,29-01901,29,0,9,68,11370
1,1,1,2,7,0,24-01004,29,1,3,387,13312
1,1,1,1,5,0,38-00100,72,0,2,6,20010
1,1,1,1,6,0,19-01700,73,0,2,50,7363
2,6,1,0,6,0,38-00100,29,N,N,76,20039
2,6,1,2,3,0,29-01901,26,1,2,497,14657
2,N,1,1,9,0,26-02702,22,0,9,50,7183
2,6,2,1,0,0,36-04010,24,3,5,67,18683
2,6,1,2,9,0,08-00803,18,3,9,68,19635
2,6,1,2,9,0,17-03529,21,0,N,142,5526
1,6,1,2,7,0,51-01301,29,0,N,391,7627
1,6,1,2,7,0,36-04010,55,0,2,51,20452
2,N,1,1,9,0,24-01004,5,2,4,467,24338
2,4,1,2,6,0,30-00600,33,0,N,494,15273
2,6,1,0,0,0,29-01901,35,N,N,335,21808
1,6,1,2,4,1,30-00600,22,0,N,160,16703
2,1,1,2,6,0,51-51255,31,0,2,495,21021
1,6,1,0,6,0,26-02702,85,N,N,78,2698
1,1,1,1,0,0,38-00100,31,0,2,407,19493
1,6,1,2,0,0,19-01700,30,0,4,481,8302
2,3,1,1,1,0,24-01004,37,0,12,5,14859
1,6,1,0,0,0,51-51255,24,N,N,88,13044
1,1,1,2,9,4,29-01901,43,2,3,5,22504
1,1,1,1,9,0,17-03529,30,2,2,468,1249
1,6,1,2,3,0,17-03531,69,0,N,491,6466
1,N,1,0,N,0,24-01004,19,1,3,80,26364
2,6,1,2,2,0,19-01700,40,0,N,156,6415
1,2,1,1,4,0,38-00100,24,2,2,388,7281
1,1,6,2,3,0,08-00803,68,0,5,389,5552
2,5,2,1,0,0,32-00405,52,1,2,277,11791
1,4,1,2,5,0,51-01301,54,0,2,59,18828
2,6,1,2,7,0,38-00100,24,0,N,8,20660
1,6,1,2,9,0,24-01004,25,N,9,8,19815
2,6,1,0,6,0,30-00600,20,N,N,70,16589
2,1,1,2,6,0,51-01301,29,1,2,493,21418
1,6,1,2,4,0,32-00405,30,N,9,55,14528
1,1,1,1,7,0,38-00100,76,0,2,490,17664
2,1,1,1,0,0,13-04600,59,1,2,497,7215
2,1,1,1,0,0,29-01901,28,0,3,4,14109
2,6,2,2,0,0,17-03531,29,0,5,26,6153
1,N,1,1,9,0,19-01700,59,3,2,487,26058
2,1,1,1,0,0,36-03710,23,2,3,498,20501
1,6,1,0,6,0,17-03529,23,N,N,82,5135
2,6,1,2,9,0,24-01004,23,0,N,482,9153
1,N,1,2,9,0,38-00100,22,3,2,55,22549
1,6,1,2,8,0,36-04010,29,1,3,3,20943
1,6,1,2,7,0,38-00100,73,0,N,271,18280
2,6,1,2,0,0,13-04600,24,2,6,156,4521
2,N,1,1,9,0,38-00100,5,2,4,402,19979
1,1,1,1,4,0,30-00600,32,0,3,65,18870
1,1,1,1,7,0,24-01004,72,0,2,492,12567
2,1,6,1,9,0,17-03531,73,0,3,480,6173
1,6,2,1,4,4,29-01901,27,1,5,168,14234
2,1,1,2,4,0,17-03529,37,0,2,137,4661
2,6,1,2,1,0,17-03531,85,0,N,182,5880
1,1,1,1,5,0,36-04010,24,1,3,493,19107
2,1,1,1,9,0,29-01901,65,2,3,423,18812
1,6,1,2,3,0,17-03529,53,1,4,486,788
2,6,1,2,5,0,29-01901,44,0,N,347,13388
2,1,1,1,0,0,28-01100,29,0,3,284,11901
2,1,1,1,6,0,24-01004,74,0,2,489,12492
2,6,1,2,0,0,08-00803,25,N,3,366,6626
2,6,1,0,0,0,26-02702,29,N,9,87,6070
1,6,1,0,0,0,13-04600,52,N,9,84,5438
2,N,1,2,N,0,38-00100,9,3,3,491,22416
2,6,1,2,3,0,17-03531,28,0,N,128,1700
2,6,1,0,6,0,51-01301,25,N,N,73,22316
2,5,1,1,6,0,28-01100,30,0,2,500,14657
2,4,1,2,3,0,24-01004,72,0,N,5,6376
1,1,1,1,3,0,19-01700,90,0,12,481,6593
2,6,1,2,5,0,38-00100,23,3,5,24,17427
1,6,1,0,7,0,17-03529,23,N,N,408,1718
2,4,1,1,0,0,08-00803,28,0,5,498,19551
1,1,1,1,7,0,30-00600,30,2,3,496,19800
2,1,1,1,6,0,51-01301,68,0,2,499,22015
2,N,1,1,0,0,13-04600,18,2,4,72,3340
2,6,1,2,3,0,17-03529,32,0,N,494,6949
1,1,1,1,5,0,30-00600,70,0,2,499,13208
2,6,1,2,0,0,28-01100,31,1,5,386,15041
1,1,1,1,9,0,28-01100,33,2,4,494,21833
2,6,1,0,0,0,17-03531,21,N,N,84,1790
2,1,1,1,9,0,24-01004,69,0,2,500,4161
2,1,1,1,5,0,32-00405,65,0,2,189,11925
2,6,1,2,5,0,28-01100,45,0,9,0,12650
1,1,1,1,8,0,19-01700,75,0,2,476,6716
1,4,1,2,7,0,30-00600,26,0,N,157,21266
2,6,1,2,0,0,51-51255,22,0,3,497,14953
2,1,1,1,6,0,19-01700,82,0,2,474,12843
2,3,9,1,7,0,06-08507,19,0,N,311,20489
1,1,1,1,0,0,17-03529,50,3,5,124,1920
1,6,1,2,0,0,30-00600,30,N,9,69,14143
2,6,2,1,0,0,32-00405,17,N,4,77,21104
1,6,1,2,9,0,51-01301,31,0,9,55,21480
2,1,1,1,4,0,36-03710,72,0,N,496,11999
2,1,1,1,7,0,36-04010,68,0,2,61,18279
1,1,1,1,0,0,29-01901,22,3,2,52,21111
2,6,1,0,7,0,36-03710,32,N,9,8,13780
2,1,1,1,6,0,38-00100,68,2,2,50,20862
2,1,1,1,9,0,28-01100,30,1,3,498,14848
2,6,8,2,3,0,17-03531,24,0,6,146,411
1,1,1,1,0,4,17-03529,68,2,4,5,12518
1,6,1,2,0,0,51-01301,19,5,N,402,19718
1,6,1,2,7,0,29-01901,28,1,2,159,13560
2,N,1,2,9,0,19-01700,6,1,5,488,25152
1,N,8,2,9,1,38-00100,16,0,5,486,25662
2,1,1,1,0,0,24-01004,31,0,2,484,3888
2,1,1,2,4,0,36-04010,29,0,N,50,18907
2,N,1,1,9,0,08-00803,24,2,2,59,24889
1,1,1,1,4,0,29-01901,75,0,12,413,12690
1,N,2,1,9,0,17-03529,22,2,4,125,6735
2,1,1,1,4,0,29-01901,35,0,2,255,13480
2,1,1,1,3,0,36-04010,70,0,5,198,19731
1,N,1,2,N,0,19-01700,19,2,4,475,26709
2,2,1,1,1,4,30-00600,34,0,9,61,13172
1,1,1,1,0,0,24-01004,53,2,3,491,4629
1,1,1,1,3,0,08-00803,27,1,4,284,11658
1,1,6,1,4,0,29-01901,47,0,4,309,19496
1,6,1,0,6,0,51-51255,27,N,N,93,19906
1,N,1,1,9,0,13-04600,24,1,3,472,24684
2,N,1,1,0,0,24-01004,18,1,3,64,8325
1,1,1,1,7,0,51-01301,67,2,2,56,21008
2,N,1,2,N,0,36-04010,14,3,3,485,26524
1,1,1,2,6,0,17-03531,36,0,12,481,7330
2,1,1,2,3,0,29-01901,65,0,12,31,16305
1,N,1,1,N,0,06-08507,21,4,4,47,25607
1,N,1,2,9,0,17-03529,25,2,4,457,24236
1,6,1,0,3,0,13-04600,25,0,N,45,5922
1,N,1,1,9,0,08-00803,8,2,4,492,25253
1,1,1,2,7,0,51-01301,34,0,2,496,18037
1,1,1,1,0,0,17-03531,37,0,3,496,3890
1,1,1,1,9,0,08-00803,25,0,4,495,24862
2,6,1,0,0,0,19-01700,85,N,9,59,3702
1,6,1,2,7,0,29-01901,29,1,3,29,20318
2,1,1,1,7,0,38-00100,72,0,2,60,18995
1,1,1,2,8,0,36-04010,27,1,2,172,19077
1,1,1,1,0,0,24-01004,71,1,2,50,6431
2,4,1,1,3,0,26-02702,70,0,N,491,7151
1,6,8,2,0,0,30-00600,21,1,4,58,12830
2,1,1,1,9,0,17-03531,67,0,12,497,4784
2,1,6,1,4,2,29-01901,49,4,2,66,12101
2,1,1,2,6,0,38-00100,53,1,2,74,19810
2,N,1,1,N,0,38-00100,20,3,5,148,24655
1,6,1,2,6,0,51-01301,25,0,N,501,22612
1,6,1,0,6,0,17-03529,24,N,9,70,6141
2,1,1,2,3,0,24-01004,34,0,N,500,5760
1,N,1,2,N,0,24-01004,26,2,3,488,21580
1,6,1,2,4,0,24-01004,32,0,N,495,5452
1,1,1,1,6,0,38-00100,72,0,2,58,20860
2,1,1,1,9,0,24-01004,30,2,3,489,7731
1,1,1,1,0,0,51-01301,43,1,4,70,18824
1,1,1,1,0,0,28-01100,31,1,2,494,13556
2,1,1,1,6,0,36-04010,52,2,12,68,20572
1,N,1,2,N,0,08-00803,4,3,5,151,25577
1,6,1,2,8,0,36-04010,27,1,3,380,21215
1,1,1,1,8,0,19-01700,30,2,3,479,4987
2,6,1,2,0,1,38-00100,22,N,N,70,19986
2,1,1,1,4,0,28-01100,74,0,2,306,13037
1,6,1,0,6,0,17-03531,30,N,N,N,6689
2,6,1,1,9,0,17-03529,25,1,2,484,5581
2,1,1,1,0,0,26-02702,89,0,2,489,3291
1,1,1,2,4,0,17-03529,52,0,2,171,6517
1,N,1,2,9,0,08-00803,21,3,6,486,26321
2,6,1,2,0,0,19-01700,61,0,6,501,5381
1,1,1,2,6,0,36-04010,29,3,2,276,17886
1,4,6,2,9,0,13-04600,64,1,2,293,18476
2,N,1,1,9,1,51-01301,24,0,12,5,21124
2,6,1,2,1,0,26-02702,28,0,N,69,9149
2,4,1,2,3,0,29-01901,66,0,N,409,13990
2,6,1,0,7,0,51-01301,14,6,N,88,21093
1,1,1,2,0,0,19-01700,23,0,4,496,5211
2,N,1,1,N,0,24-01004,6,2,4,491,25275
