SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
2,N,1,2,9,0,25-00503,12,3,4,501,6709
2,6,1,2,4,0,25-01000,61,0,2,500,5547
2,3,1,1,6,0,25-01000,71,0,N,500,5406
1,6,6,2,5,0,25-01000,58,0,5,500,3755
2,1,1,1,6,0,25-01000,14,3,5,500,3843
2,3,1,2,4,0,25-01000,76,0,N,499,4079
1,N,1,1,9,0,25-00703,10,0,4,500,6763
2,6,1,1,4,0,25-01000,56,0,N,500,3691
2,2,1,1,7,0,25-01300,10,0,4,500,5652
2,N,1,0,9,0,25-00703,12,3,5,500,6819
1,6,6,2,8,1,25-01000,46,1,4,498,4041
2,N,1,1,9,0,25-00703,72,2,4,500,6557
2,N,1,1,9,0,25-00703,13,4,N,501,6878
1,6,1,2,7,0,25-01000,48,0,N,501,3350
2,3,1,2,6,0,25-01000,67,0,N,501,5262
2,1,1,2,5,0,25-01300,70,0,N,501,5559
2,1,1,2,9,0,25-01300,46,2,5,501,4936
1,3,1,2,9,0,25-00703,30,1,4,501,5572
2,6,1,1,6,0,25-01000,50,0,3,500,1583
2,6,1,2,4,0,25-01300,53,0,N,500,1701
2,6,1,2,4,0,25-01000,63,0,N,499,3610
2,6,1,1,9,0,25-00703,11,2,4,501,6723
2,6,1,2,5,0,25-01300,56,0,N,501,3855
1,6,1,2,6,0,25-01300,77,0,N,500,4994
1,6,1,2,3,0,25-01300,60,0,N,499,3645
2,6,1,1,5,0,25-01300,57,0,N,499,3652
1,6,1,2,6,0,25-00703,30,0,N,500,3152
2,6,1,2,5,0,25-01000,59,4,N,500,3420
2,N,1,1,9,0,25-00703,25,2,4,500,6876
2,3,1,1,5,0,25-01300,74,0,6,500,3438
2,6,1,2,6,0,25-00703,53,0,N,499,5581
2,N,1,1,9,0,25-00703,9,2,4,501,7039
2,N,1,1,9,4,25-00703,11,2,4,500,6874
2,1,1,1,4,4,25-01000,11,0,N,162,6737
2,4,1,1,5,0,25-01300,73,0,5,500,5341
2,6,1,2,4,0,25-01000,74,0,N,499,3817
1,1,1,1,6,0,25-01300,46,0,5,500,3767
2,4,1,2,8,0,25-00703,52,0,N,499,4089
2,6,1,2,3,0,25-01000,77,0,N,498,5957
2,6,1,2,5,0,25-00503,50,0,N,499,5341
2,6,1,1,6,0,25-01300,66,0,N,500,5623
2,N,1,1,9,0,25-00703,14,2,N,501,6948
1,3,1,1,6,0,25-02800,63,1,N,501,5792
2,N,1,2,9,0,25-01000,12,3,5,501,6783
2,N,1,1,9,0,25-00703,10,2,3,501,6812
2,6,1,2,9,0,25-01000,65,0,3,501,3651
2,6,1,2,0,0,25-00703,29,0,N,501,2405
2,6,1,1,5,0,25-01000,46,3,N,431,3725
2,6,1,2,5,0,25-00703,48,0,N,499,3512
2,6,1,2,5,0,25-01000,66,0,N,501,5126
2,6,1,1,4,0,25-01000,72,0,N,498,3918
2,N,1,1,9,0,25-00703,23,4,4,45,7096
2,N,1,1,9,0,25-00703,18,3,N,402,6973
2,6,1,1,6,0,25-01300,53,4,5,501,503
2,6,1,1,6,0,25-01300,31,0,3,501,620
2,N,1,1,9,0,25-00703,18,2,4,501,6876
2,6,1,1,6,0,25-02800,66,1,N,501,3938
2,N,1,1,9,0,25-00703,19,2,5,500,6985
2,6,1,1,6,0,25-01300,53,0,N,501,5010
2,6,1,2,2,0,25-01300,78,0,N,497,3269
1,6,1,2,4,0,25-02800,28,0,N,499,3177
2,1,1,2,6,0,25-01000,47,0,2,500,3684
2,6,1,2,3,0,25-00703,32,0,N,397,4873
2,6,1,2,4,0,25-01000,60,0,5,498,3973
1,N,1,1,5,0,25-00703,46,0,N,51,6719
2,1,1,2,4,0,25-01000,56,0,5,499,3419
2,N,1,2,9,0,25-02800,78,3,3,501,7025
2,6,1,1,8,0,25-00703,56,0,6,499,3515
2,6,1,1,3,0,25-01000,33,0,N,501,1849
2,3,1,1,5,0,25-01300,61,0,N,500,5347
1,6,1,2,0,0,25-01000,34,0,N,499,3629
1,3,1,2,9,0,25-00703,83,0,N,501,3812
2,3,1,2,1,0,25-01300,46,0,3,500,1923
2,6,1,2,0,0,25-00703,31,0,N,420,2249
2,3,1,1,6,0,25-01000,53,2,5,51,3486
2,3,1,1,6,0,25-01300,64,3,N,501,3714
1,5,1,1,8,0,25-01300,67,0,4,501,3392
2,1,1,1,9,0,25-01300,61,2,4,500,5242
2,N,1,2,9,0,25-00703,13,3,4,501,6850
1,N,1,1,6,0,25-01300,11,0,5,500,6928
2,3,1,1,4,0,25-01000,60,4,2,30,3982
2,N,1,1,9,0,25-00703,13,0,4,501,5068
2,N,1,1,9,0,25-00703,24,2,5,501,6819
2,N,1,1,9,0,25-00703,14,3,4,501,7022
2,6,1,2,6,0,25-01300,59,0,6,500,3377
2,N,1,2,6,4,25-00703,12,2,4,500,7026
2,N,1,1,9,0,25-01300,18,4,6,501,6862
2,3,1,1,9,0,25-01000,10,0,N,500,6939
2,3,1,1,5,0,25-00703,73,1,N,501,5379
2,6,1,2,6,0,25-01300,30,0,N,500,1935
2,6,1,2,2,0,25-01300,53,0,N,500,3703
1,6,1,1,5,0,25-01000,14,2,N,501,3802
2,6,1,1,5,0,25-01300,82,0,5,499,3710
2,6,1,1,4,0,25-01300,88,0,2,500,3820
2,N,1,1,9,0,25-01000,16,4,5,501,6790
2,6,1,1,5,0,25-01000,19,3,N,500,3817
2,6,1,2,5,0,25-01000,50,2,N,500,5709
2,6,1,2,6,0,25-00703,67,3,N,91,2619
2,6,1,2,4,0,25-01300,90,0,N,499,3512
2,N,1,1,9,0,25-00703,22,2,4,499,6998
1,6,1,2,6,0,25-00703,51,3,6,499,4095
2,6,1,2,5,0,25-01300,64,0,N,499,3223
2,6,1,2,5,0,25-01000,48,0,N,499,5171
2,N,1,1,9,0,25-00703,12,3,5,51,6691
2,6,1,2,5,0,25-01000,58,0,N,500,3348
2,N,1,1,9,0,25-00703,14,4,5,499,6905
2,6,1,2,6,0,25-00703,78,0,N,501,3407
2,N,1,2,5,0,25-01000,16,1,5,500,3743
2,3,1,2,9,0,25-01300,65,3,5,501,5414
1,N,1,2,9,0,25-01000,60,3,4,500,6801
2,6,1,2,4,0,25-01000,66,0,N,498,405
2,3,1,1,5,0,25-00703,68,0,N,500,5684
2,6,1,2,3,0,25-01000,66,0,N,498,3801
2,6,1,2,5,0,25-01000,58,0,N,500,5178
2,1,1,1,5,0,25-01300,57,0,5,500,4028
2,N,1,1,9,0,25-00703,18,3,4,501,6893
2,N,1,1,8,0,25-01000,55,1,4,500,6930
2,6,1,2,6,0,25-01300,53,0,5,501,3759
2,6,1,1,8,0,25-02800,52,0,5,500,3663
2,6,1,2,0,0,25-00703,30,0,N,500,2667
2,6,1,1,3,0,25-01300,94,0,N,499,3284
2,6,1,2,4,0,25-01300,56,0,N,500,3490
2,6,1,1,6,0,25-00703,77,0,N,501,5289
2,1,1,2,5,0,25-01000,67,0,N,499,3514
2,6,1,1,6,4,25-00703,64,0,4,95,5497
2,3,1,1,5,0,25-01000,21,0,N,499,3687
2,N,1,1,9,0,25-00703,18,2,4,500,6889
2,1,1,1,5,0,25-01300,50,0,5,500,4098
2,6,1,1,6,0,25-01000,68,0,2,500,3622
2,N,1,1,9,0,25-00703,17,3,4,500,6824
2,N,1,1,5,0,25-01300,68,4,N,500,3932
2,6,1,2,8,0,25-01000,42,0,2,500,3821
2,N,1,2,9,0,25-00703,16,3,5,500,6855
2,6,1,0,0,0,25-00703,28,0,N,99,2068
2,N,1,1,9,0,25-02800,14,4,4,501,7187
2,6,1,2,0,0,25-01300,62,0,N,499,3080
2,6,1,2,5,0,25-01300,69,0,N,501,4918
2,4,1,2,6,0,25-01300,48,0,5,501,3195
2,2,1,1,8,0,25-01000,16,2,N,499,5785
2,6,1,2,3,0,25-01300,63,0,N,501,3800
2,N,1,2,9,0,25-01300,15,2,4,499,6995
2,6,1,0,0,0,25-00703,28,0,N,90,2355
2,N,1,1,9,0,25-00703,14,0,4,499,6926
2,6,1,2,5,0,25-01300,73,0,N,500,3787
2,N,1,1,N,0,25-00503,13,2,4,51,6684
2,1,1,1,7,0,25-01300,63,3,5,501,3747
2,6,1,2,4,0,25-01300,57,0,N,499,5382
2,6,1,2,4,0,25-01300,70,0,N,498,5323
2,N,1,1,4,0,25-00703,11,2,2,500,5405
2,6,1,2,9,0,25-00703,47,0,4,501,6848
1,3,1,2,6,0,25-01300,49,0,N,499,5345
2,6,1,1,5,0,25-01300,47,0,N,501,3172
2,6,1,2,4,0,25-01000,63,0,N,499,5067
2,6,1,2,6,0,25-01000,57,0,N,499,3742
2,6,1,1,9,0,25-00703,14,2,4,499,6847
2,6,1,2,6,0,25-01300,66,0,N,500,3557
2,6,1,2,5,0,25-01300,43,0,N,499,5387
2,1,1,1,4,0,25-01300,65,0,5,500,3735
1,6,1,1,9,0,25-02800,8,3,N,31,5660
2,6,1,2,2,0,25-01000,75,0,N,498,3237
1,6,1,2,5,0,25-01000,51,1,N,499,5325
1,6,1,1,7,0,25-01000,66,0,N,501,3948
2,6,1,2,6,0,25-01300,73,0,N,501,3487
2,3,1,1,6,0,25-01300,29,0,N,499,1478
2,6,1,2,5,0,25-01300,71,0,N,500,3283
2,6,1,2,3,0,25-01000,25,0,N,500,3392
2,N,1,2,6,0,25-01300,51,0,N,500,3789
2,3,1,1,6,0,25-01300,56,0,N,500,5109
2,N,1,1,9,0,25-00703,14,0,N,500,6828
2,6,1,2,4,0,25-00703,63,0,N,499,3630
2,N,1,1,N,0,25-01000,12,2,5,51,6823
2,1,1,1,4,0,25-01000,77,0,6,500,5639
2,3,1,2,5,0,25-01000,78,0,5,500,3405
2,N,1,1,9,0,25-01300,13,2,5,501,6823
1,1,1,2,7,0,25-00703,29,0,N,500,5291
2,1,1,1,5,0,25-01000,50,3,5,501,5242
1,1,1,1,6,0,25-01300,43,1,N,263,3685
2,2,6,1,9,0,25-01300,43,1,6,501,3768
2,6,1,1,4,0,25-01000,68,0,N,499,5847
1,3,1,2,4,0,25-01300,58,0,N,499,5138
2,6,1,2,7,0,25-01000,49,0,N,499,3688
2,6,1,2,4,0,25-00503,28,0,N,90,2918
1,6,1,1,0,0,25-01000,81,0,N,501,392
2,3,1,1,4,0,25-01300,72,0,N,499,5544
2,6,1,2,2,0,25-01300,78,0,N,499,3128
2,1,1,1,6,4,25-00703,47,4,N,501,5551
2,6,1,2,4,0,25-01300,76,0,N,499,3812
2,6,1,2,5,0,25-01300,56,0,N,499,3216
2,6,1,2,5,0,25-01300,58,0,N,501,5321
2,6,1,1,5,0,25-01300,54,0,N,501,5578
2,6,1,2,0,0,25-00703,47,0,N,500,3636
2,3,1,2,4,0,25-01000,76,0,N,499,3640
2,3,1,1,8,0,25-00703,67,1,5,500,3740
1,1,1,1,5,0,25-01000,53,0,N,500,5307
2,1,8,2,9,0,25-01300,48,3,2,51,3355
2,6,1,2,5,0,25-01300,52,4,N,500,3707
2,N,1,1,9,0,25-00703,10,4,4,499,6798
2,N,1,1,9,0,25-00703,50,2,6,500,3520
2,6,1,2,4,0,25-00703,79,0,5,98,5112
2,6,1,1,6,0,25-00503,31,0,N,500,3616
2,6,1,2,6,0,25-00703,48,0,N,500,1082
2,3,1,1,3,0,25-00503,49,0,3,500,5688
2,6,1,1,5,0,25-01300,84,0,N,501,3533
2,1,1,2,0,2,25-00703,43,2,N,500,1874
2,6,1,2,5,0,25-02800,53,0,N,451,5314
2,N,1,1,5,0,25-00703,15,3,N,500,3601
2,3,1,2,3,0,25-00703,65,0,N,500,3658
2,N,1,2,9,0,25-00703,15,3,5,500,6945
2,6,1,2,4,0,25-01000,70,0,N,499,5328
2,6,1,1,5,0,25-01000,12,3,N,500,5862
2,N,1,1,9,0,25-01000,14,0,4,500,6844
2,N,1,2,9,0,25-01000,8,3,N,501,3817
2,1,1,2,9,0,25-01000,14,4,5,500,5421
1,6,1,2,5,0,25-01300,51,4,6,498,4061
2,6,1,1,4,0,25-01000,67,0,N,499,4958
2,N,1,1,8,0,25-00703,16,4,4,500,6988
2,N,1,1,9,0,25-00703,15,3,4,499,6857
2,6,1,2,3,0,25-01300,48,0,N,500,3718
2,6,1,1,0,0,25-01000,25,4,N,501,4984
2,N,1,1,9,0,25-00503,11,2,5,500,6877
2,6,1,1,6,0,25-01300,53,0,N,501,5506
2,3,1,2,5,0,25-00703,51,0,2,500,3646
2,6,1,1,5,0,25-01300,53,0,N,501,5299
2,6,1,1,6,1,25-00703,44,2,4,437,3760
2,3,1,2,9,0,25-01300,63,0,N,500,3781
2,3,1,2,5,0,25-01300,69,0,2,499,3776
2,6,5,2,6,0,25-01300,61,N,N,500,5551
2,6,1,2,5,0,25-01300,73,0,N,499,3422
2,6,1,1,5,0,25-01300,48,0,N,500,5498
2,N,1,1,9,0,25-00703,18,2,4,500,7061
2,6,1,2,6,0,25-01300,13,0,9,501,5343
2,6,1,1,6,0,25-00703,10,0,N,500,3728
2,1,1,1,6,0,25-01000,54,0,2,51,5080
2,N,1,1,9,0,25-00703,17,3,5,500,6776
2,N,1,1,8,0,25-01300,52,0,N,500,5568
2,6,1,2,5,0,25-00703,55,0,N,500,4977
2,6,1,2,9,4,25-02800,15,3,5,500,6975
2,6,1,2,5,0,25-00703,48,1,5,499,4051
2,N,1,1,9,0,25-00703,16,4,4,501,6860
1,N,1,1,9,0,25-00703,14,3,N,500,6895
2,N,1,1,4,0,25-01000,65,0,N,499,5655
2,N,1,1,8,0,25-00703,19,3,N,499,3870
2,2,1,2,5,0,25-00703,74,0,N,501,3552
2,N,1,1,9,0,25-00703,15,2,5,500,6762
2,6,1,2,1,0,25-00703,60,0,4,501,3536
2,N,1,1,9,0,25-01300,11,2,6,501,7051
2,N,1,1,6,0,25-01000,46,0,5,500,6824
2,6,1,2,5,0,25-01000,53,0,N,501,3647
1,N,1,1,5,0,25-01000,71,0,5,500,5297
1,1,1,2,9,0,25-00703,13,1,5,500,5397
2,6,1,0,3,0,25-00703,28,N,N,94,10
2,N,1,1,9,0,25-00703,19,2,5,501,6784
2,6,1,1,0,0,25-01300,44,0,N,501,3766
2,6,1,2,4,0,25-01000,80,0,N,500,3240
2,N,1,1,9,0,25-01300,13,0,N,458,6961
2,1,1,1,9,0,25-01300,73,0,5,500,3844
2,6,1,1,5,0,25-00703,55,0,5,499,3625
2,3,1,1,6,0,25-01000,67,2,N,501,5600
2,3,1,2,4,0,25-00703,71,0,5,500,5416
1,6,1,2,6,0,25-00503,63,N,N,500,2835
2,6,1,1,1,0,25-01300,67,0,N,501,3628
2,6,1,2,5,0,25-00703,30,0,N,498,3192
2,3,1,1,4,0,25-01000,62,0,N,500,3382
