PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,DENSITY,PINCP
25-01000,2,N,0,1,1,1,N,2,2,2,2,5,2,3,5,N,N,501,2449.432594759,N
25-01000,2,N,0,1,1,1,N,2,2,2,2,12,4,6,3,N,N,501,2475.190615019,N
25-01300,2,6,0,1,1,1,N,2,2,2,2,36,0,2,9,0,N,501,1489.4827834413,0.4102115199993932
25-02800,1,N,0,9,1,1,N,2,2,2,2,14,2,4,3,N,N,501,3683.8999999999996,N
25-01000,1,4,0,1,1,1,12,2,2,2,2,56,0,3,7,9,N,501,2470.41173828,93674.5450176
25-02800,1,1,0,1,1,1,16,2,2,2,2,65,0,2,9,9,N,501,3683.8999999999996,80658.72307200001
25-00503,2,6,0,1,1,1,3,2,2,2,2,20,0,N,11,2,N,384,2893.707341479,8085.4340864000005
25-01300,1,N,0,1,1,1,N,2,2,2,2,14,3,5,3,N,N,184,1463.33482080526,N
25-00703,1,6,0,1,1,2,10,2,2,2,2,21,1,5,8,7,N,501,2195.911376788,79216.239872
25-02800,2,6,4,2,2,0,N,1,1,2,2,77,N,N,1,2,N,142,3264.15792053,13870.1254272
25-00503,1,1,0,1,1,2,10,2,1,2,2,64,0,2,9,9,N,501,2893.00889249,68729.3278016
25-01000,1,1,0,9,1,2,6,2,2,2,2,52,0,2,7,8,N,501,2453.023705184,101096.20719999999
25-01300,1,1,0,1,1,1,N,2,1,2,2,74,0,4,5,2,N,360,1475.8305918169,13009.0679136
25-00703,2,N,0,1,1,2,N,1,2,2,2,10,1,2,3,N,N,121,2197.155523146,N
25-01000,1,1,0,1,1,1,16,2,2,2,2,46,1,2,10,8,N,501,2457.213530705,100742.60370400001
25-01300,2,6,0,1,1,1,13,2,2,2,2,17,0,2,4,1,N,501,1459.66278319546,2418.8133595199997
25-00703,2,N,0,1,2,0,N,N,N,2,2,0,N,N,N,N,N,358,2170.688966946,N
25-01300,1,N,0,1,1,1,N,1,2,2,2,8,1,3,3,N,N,347,1470.89803781871,N
25-00503,1,1,0,1,1,1,10,2,2,2,2,42,2,4,10,9,N,501,2872.156002859,438430.753312
25-00703,2,1,0,1,1,2,N,2,1,2,2,73,0,2,9,4,N,501,2199.320743959,17887.761392
25-02800,2,1,0,6,1,1,8,2,2,2,2,41,2,4,9,5,N,501,3683.8999999999996,37925.750336000005
25-00703,2,N,0,1,1,1,N,2,2,2,2,9,3,4,3,N,N,501,2180.18677766,N
25-00703,2,6,0,8,1,2,9,2,2,2,2,27,0,N,5,4,N,377,2167.416319155,24943.6962224
25-00703,1,1,0,1,1,1,11,2,2,2,2,70,2,4,8,0,N,267,2185.193111804,0.07838655999967159
25-00703,1,6,0,1,1,1,N,2,2,2,2,24,0,2,6,1,N,501,2188.129772832,2288.2881411199996
25-01300,2,6,0,1,1,1,10,2,2,2,2,35,0,N,9,7,N,501,1464.90176495949,84324.594976
25-00703,1,N,0,1,1,1,N,2,2,2,2,11,2,4,3,N,N,324,2195.25352054,N
25-00503,1,N,0,1,1,2,N,2,2,2,2,8,3,5,3,N,N,441,2875.57516751,N
25-02800,1,1,0,1,1,1,6,2,2,2,2,32,2,4,8,8,N,501,3683.8999999999996,116517.67936960001
25-01300,2,1,0,1,1,1,N,2,2,2,2,35,1,3,10,2,N,501,1475.8966023384,7145.037305600001
25-00703,1,1,0,1,1,1,10,2,2,2,2,62,0,3,9,9,N,501,2182.398870508,207835.079472
25-00703,2,1,0,1,1,1,11,2,2,2,2,46,2,4,4,3,N,173,2165.489600179,21431.250976
25-01300,1,1,0,6,1,1,9,2,2,2,2,53,0,3,9,9,N,501,1480.3262189557001,161839.363136
25-00703,1,1,0,1,1,1,10,2,2,2,2,53,1,3,9,6,N,501,2187.139804279,120978.1657504
25-00703,1,1,0,6,1,1,14,2,2,2,2,34,0,5,10,2,N,501,2182.41548169,14355.827820800001
25-01300,2,4,0,1,1,1,12,2,2,2,2,50,0,3,10,6,N,501,1476.0637384404001,52319.4074752
25-00703,2,1,0,1,1,1,N,2,2,2,2,48,0,2,8,3,N,471,2183.42061407,14153.242358399999
25-02800,1,N,0,1,1,1,N,N,N,2,2,2,2,3,N,N,N,501,3683.8999999999996,N
25-00703,2,N,0,1,3,0,N,2,2,2,2,12,N,N,6,N,N,228,2187.128871182,N
25-01000,2,1,0,1,1,1,9,2,2,2,2,66,0,2,9,7,N,501,2455.44942763,65366.826799999995
25-00703,2,1,0,1,1,1,N,2,2,2,2,30,0,2,10,6,N,501,2197.370332895,62568.607195200006
25-01000,2,1,0,1,1,1,11,2,2,2,2,35,1,3,10,1,N,501,2477.46035713,7708.7495136
25-00703,2,1,0,1,1,1,11,2,2,2,2,94,0,2,8,3,N,453,2187.09244237,34495.6046768
25-01300,2,4,0,1,1,2,14,2,2,2,2,64,0,N,9,8,N,501,2903.50065755,44180.4597568
25-01300,2,6,0,1,1,1,12,2,2,1,2,68,0,N,9,8,N,236,3444.2502991499996,93579.833616
25-00703,2,1,0,1,1,1,10,2,2,2,2,37,2,4,9,8,N,501,2182.333160591,54364.4288256
25-00703,2,6,0,1,3,0,6,2,2,2,2,21,N,N,6,0,N,215,2174.710030874,0.6656063999998878
25-00503,1,6,0,1,3,0,11,1,2,2,2,41,N,N,9,1,N,42,2898.357114152,6902.665142399999
25-01300,1,1,0,6,1,1,10,2,2,2,2,51,0,2,9,9,N,501,1461.60837033658,268803.09862400003
25-01300,1,6,0,6,1,1,4,2,2,2,2,23,0,2,10,8,N,501,1476.9699541263,118379.806768
25-00703,1,6,0,1,1,1,3,2,2,2,2,28,0,2,9,6,N,501,2175.409348276,47754.914288
25-01000,1,1,0,1,1,2,15,2,2,2,2,75,0,2,5,7,N,273,2478.950420236,57170.9023408
25-00503,1,3,0,1,1,1,N,2,2,2,2,50,0,3,6,1,N,453,2887.06226747,16322.6550096
25-00503,1,6,0,1,1,2,14,2,2,2,2,18,1,4,7,0,N,501,2904.8567178499998,-0.7285697600000276
25-02800,1,1,0,1,1,1,N,2,2,2,2,81,0,2,5,1,N,427,3683.8999999999996,5394.4285256
25-01000,2,N,0,1,1,1,N,N,N,2,2,0,0,2,N,N,N,501,2453.579734441,N
25-01000,2,6,0,2,3,0,11,2,2,2,2,50,N,N,8,3,N,434,1464.31222631686,20952.3156048
25-01000,2,N,0,1,1,1,N,2,2,2,2,6,2,4,2,N,N,501,2461.9248939,N
25-01300,2,1,0,1,1,1,11,2,2,2,2,25,2,4,8,5,N,501,1458.129057931578,407635.782304
25-00503,2,6,0,6,1,1,12,2,2,2,2,76,0,N,4,4,N,172,2900.017052201,29275.093812800005
25-00703,2,1,4,1,1,1,15,2,2,2,2,75,0,2,11,3,N,445,2178.176000759,22306.3296416
25-00503,1,1,0,1,1,1,N,2,2,2,2,57,0,6,5,6,N,501,2900.245734291,57299.578032000005
25-00503,2,1,0,1,1,1,11,2,2,2,2,71,0,3,10,5,N,501,2871.884968935,44204.1396256
25-02800,1,N,0,1,1,2,N,N,N,2,2,1,2,4,N,N,N,501,3518.546059612,N
25-00703,2,6,0,1,1,2,N,2,2,2,2,27,0,N,5,0,N,439,2185.4288748,-2.4253713600000992
25-00703,1,1,0,1,1,1,10,2,2,2,2,71,0,2,7,5,N,501,2197.5782398740002,41930.356856
25-00503,1,1,0,1,1,1,10,2,2,2,2,33,1,3,9,9,N,501,2874.010109148,178788.55419199998
25-01000,2,4,0,1,1,1,12,2,2,2,2,62,0,N,8,8,N,501,2469.319809134,88591.465664
25-02800,2,1,0,1,1,1,6,2,2,2,2,63,0,2,7,8,N,501,3683.8999999999996,85488.512064
25-01300,1,1,0,1,1,1,16,2,2,2,1,84,0,2,5,6,N,501,1472.98193286761,49889.7678944
25-00703,1,6,0,1,1,2,10,2,2,2,2,70,0,N,9,7,N,402,2181.2137317,49743.993664
25-01300,1,6,0,1,1,1,10,2,2,2,2,20,0,2,9,4,N,486,1470.98292897485,35493.6738736
25-00703,1,6,0,1,1,1,3,2,2,2,2,21,4,6,7,2,N,243,2172.50978407,14409.6666224
25-01300,2,1,0,1,1,1,10,2,2,2,2,59,1,3,9,7,N,501,1469.9876219086,60202.7544368
25-00703,2,6,0,1,1,1,14,2,2,2,2,16,1,3,4,0,N,501,2171.177237722,-1.4636710400000084
25-00703,2,1,0,1,1,2,12,2,2,2,2,33,2,3,11,8,N,501,2186.92811191,259393.089072
25-02800,2,6,0,1,1,1,9,2,2,2,2,52,0,N,5,6,N,405,3683.8999999999996,41236.9126608
25-01000,2,6,0,1,1,1,15,1,2,2,2,91,0,N,10,2,N,135,2456.979014661,8798.0396256
25-00703,2,1,0,1,1,1,16,2,2,2,2,61,0,2,5,6,N,240,2196.996447698,54809.3460832
25-00703,2,4,0,1,1,1,N,1,1,2,2,78,0,N,5,2,N,501,2190.281410775,10851.3592912
25-00503,1,6,0,1,1,2,10,2,2,2,2,55,0,N,7,9,N,476,2900.21137631,163329.11053600002
25-01300,2,1,0,1,1,1,N,2,2,2,2,16,2,5,4,0,N,501,1484.2644585505,-1.7719480000005206
25-00503,1,1,0,1,1,1,10,2,2,2,2,78,0,2,9,9,N,501,2187.676149508,238739.286288
25-00703,1,1,0,1,1,1,N,2,1,2,1,81,0,2,7,3,N,420,2174.237413799,15990.100734399999
25-00703,2,6,0,1,1,1,N,2,2,2,2,15,2,4,4,1,N,501,2182.400451465,-0.8983844799995495
25-00703,2,1,0,1,1,1,12,2,2,2,2,30,0,2,9,5,N,498,2169.02076784,39483.558183999994
25-00503,1,6,0,1,1,1,3,2,2,2,2,22,2,4,4,2,N,501,2887.112924895,289.8198411200001
25-01000,1,3,0,1,1,1,N,2,2,2,2,65,0,N,5,6,N,306,2479.314218482,59904.484704
25-01000,2,1,0,1,1,1,9,2,2,2,2,48,3,5,9,8,N,501,2456.885315125,100049.31694399999
25-01300,1,1,0,6,1,1,9,2,2,2,2,75,0,3,9,0,N,501,1467.3412624397001,-0.4287700799995946
25-00703,2,4,0,1,1,2,N,2,2,2,2,61,0,N,1,9,N,501,2175.910355776,109896.040976
25-00703,1,6,0,1,1,1,8,2,2,2,2,72,0,N,11,8,N,501,2190.0423077289997,26332.6837488
25-02800,2,1,0,1,1,1,12,2,2,2,2,41,0,4,5,2,N,501,3683.8999999999996,14038.642988799998
25-01000,1,2,0,1,1,1,N,1,2,2,2,58,0,2,4,0,N,201,2449.41173058,-3.737196799999765
25-00703,1,N,1,1,1,2,N,2,2,2,1,5,0,3,5,N,N,280,2170.91101347,N
25-01000,1,2,0,1,1,2,N,2,2,2,2,68,0,N,9,7,N,501,2464.5022100819997,51914.244624
25-00703,2,6,0,1,1,2,N,1,2,2,2,50,0,N,10,2,N,229,2168.047410469,7076.0187903999995
25-02800,1,1,0,1,1,1,12,2,2,2,2,58,0,5,11,7,N,501,3683.8999999999996,79507.2985344
25-00703,1,6,0,1,3,0,4,2,2,2,2,19,N,N,7,1,N,487,2199.277278775,1437.328682719999
25-02800,2,1,0,2,1,2,12,2,2,2,2,27,2,4,9,6,N,409,2632.12649379,52693.010623999995
25-00703,2,1,0,1,1,1,12,2,2,2,2,40,0,2,8,5,N,406,2175.91574439,94127.41208000001
25-00503,2,1,0,1,1,1,9,2,2,2,2,61,0,2,7,9,N,501,2884.3618815789996,84316.54828799999
25-01300,2,1,0,1,1,1,11,2,2,2,2,32,3,5,11,8,N,434,1483.4852605127,100869.87728
25-01000,2,2,0,1,1,1,12,2,2,2,2,91,0,2,7,2,N,311,2470.135449344,9766.743793599999
25-02800,2,1,0,1,1,2,11,2,2,2,2,50,0,2,10,6,N,501,3683.8999999999996,53505.3991312
25-00703,1,1,0,1,1,1,4,2,2,2,2,57,1,3,9,6,N,501,2182.29969329,169566.215472
25-02800,1,3,4,1,1,1,15,2,1,2,2,70,0,5,6,4,N,270,2011.209951838,14007.169404799999
25-00703,2,N,0,1,1,1,N,2,2,2,2,7,4,6,1,N,N,501,2168.48836387,N
25-01300,1,1,0,1,1,1,N,2,2,2,2,45,2,4,9,4,N,219,1461.49294021261,25858.3853152
25-00703,1,6,0,9,1,2,6,2,2,2,2,15,0,4,5,2,N,470,2206.058894028,1730.5851136
25-01000,1,N,0,1,1,1,N,2,2,2,2,12,2,3,3,N,N,501,2447.60609955,N
25-01000,1,6,0,1,1,1,10,2,2,2,2,24,0,N,10,8,N,501,2449.9147421099997,100254.305648
25-00703,2,4,0,1,1,1,N,2,2,2,2,16,4,6,9,1,N,501,2184.358900916,2708.3895744
25-01000,1,1,1,1,1,1,10,2,2,2,2,70,0,2,9,9,N,501,2481.8271385,65472.3191488
25-00503,2,1,0,1,1,1,N,2,2,2,2,68,2,5,5,0,N,23,2874.419421142,-4.0376692800000455
25-01000,1,1,1,1,1,1,14,2,2,2,2,54,1,4,9,8,N,501,2447.5448653,95476.524096
25-00703,2,N,0,1,1,1,N,N,N,2,2,3,2,3,1,N,N,494,2188.999900391,N
25-00703,2,1,0,1,1,1,11,2,2,2,2,71,0,2,10,7,N,501,2182.161281618,74637.1253952
25-01000,2,1,0,1,1,1,6,2,2,2,2,44,0,4,9,7,N,501,2447.24693284,59863.963305599995
25-00703,2,N,0,1,3,0,N,N,N,2,1,3,N,N,2,N,N,421,2994.00398837,N
25-00703,2,1,0,1,1,2,15,2,2,2,2,66,0,3,5,4,N,341,2180.31770762,30197.633136000004
25-00703,1,N,0,1,1,1,N,2,2,2,2,5,1,3,3,N,N,501,2186.8803491950002,N
25-01300,1,6,0,6,1,2,4,1,2,2,2,16,2,4,4,0,N,227,1466.45933203468,-2.1948700799994185
25-01000,1,6,0,1,1,1,14,2,2,2,2,69,0,N,4,8,N,501,2464.272592778,24632.75632
25-00503,2,N,0,1,1,1,N,2,2,2,2,8,2,3,3,N,N,501,2904.30293756,N
25-00703,1,1,0,1,1,1,N,2,2,2,1,81,0,2,7,5,N,501,2166.506511802,48334.3256112
25-00503,2,1,0,1,1,2,N,2,2,2,2,66,1,3,4,0,N,501,2890.968233275,-0.6719199999997727
25-01300,2,3,0,1,1,1,N,2,2,2,2,58,0,3,5,2,N,269,1483.3597458871,12523.423380799999
25-00503,1,6,4,1,3,0,N,2,2,2,2,20,N,N,7,1,N,258,2899.82192648,14361.425516799998
25-01300,2,1,0,1,1,1,13,2,2,2,2,45,0,N,9,4,N,314,1473.957275787,27173.235664
25-01000,1,1,0,1,1,1,11,2,2,2,2,81,0,2,9,5,N,501,2479.02038315,51435.251392
25-00703,2,N,0,1,1,1,N,2,2,2,2,6,2,4,5,N,N,501,2172.542627895,N
25-00703,2,N,0,1,1,1,N,2,2,2,2,9,1,4,3,N,N,501,2181.983234686,N
25-02800,1,1,0,1,1,1,3,2,2,2,2,58,0,2,8,4,N,131,3683.8999999999996,32067.014664000002
25-01000,1,1,0,1,1,1,10,2,2,2,2,38,3,5,5,8,N,501,2470.7392858499998,94494.57249600001
25-01000,1,1,0,1,1,1,6,2,2,2,2,70,0,2,5,2,N,394,2471.9358030949998,10716.726628800001
25-02800,1,1,0,1,1,2,3,2,2,2,2,44,0,2,9,9,N,501,2427.852442641,164663.508416
25-00503,2,1,0,1,1,1,N,2,2,2,2,89,2,4,10,3,N,501,2904.775532368,22533.647232
25-00703,2,4,4,1,1,1,N,2,2,2,2,42,0,2,8,4,N,176,2171.037423229,32075.712622400002
25-01000,2,6,0,1,3,0,6,2,2,2,2,29,N,N,7,1,N,38,2476.566604284,6668.961334400001
25-02800,2,3,0,1,1,1,10,2,2,2,2,69,0,6,7,5,N,501,3683.8999999999996,44937.550832
25-00503,2,6,0,1,1,1,N,2,2,2,2,55,0,4,5,0,N,501,2889.14423197,-1.9764791999996305
25-00703,1,1,0,1,1,2,N,2,2,2,1,49,0,2,5,6,N,501,2174.18916121,50076.50487999999
25-02800,2,1,0,1,1,1,3,2,2,2,2,31,0,5,5,6,N,302,3683.8999999999996,62973.106665600004
25-02800,2,1,0,1,1,1,8,2,2,2,2,41,2,4,9,8,N,501,3683.8999999999996,91008.2224704
25-01300,2,1,0,1,1,1,9,2,2,2,2,67,0,2,7,8,N,454,1486.9707964106,87725.0822656
25-00503,2,6,0,1,3,0,14,2,2,2,2,19,N,N,5,2,N,417,2899.916449895,8064.360644800001
25-00703,1,4,0,1,1,2,3,2,2,2,2,57,0,2,5,6,N,348,2181.9377877389998,54302.67655039999
25-01300,1,1,0,1,1,1,11,2,2,2,1,57,0,3,10,8,N,501,1462.04600127851,94064.727304
25-01000,2,1,0,1,1,1,N,2,2,2,2,48,3,6,5,2,N,177,2452.457989782,13523.218982399998
25-00503,2,1,4,1,1,2,12,2,2,2,2,51,2,4,7,1,N,181,2927.291766899,23454.1466256
25-00503,2,6,0,1,1,1,13,2,2,2,2,17,3,6,4,0,N,223,2890.141637701,-0.5790735999999015
25-00703,2,N,0,1,3,0,N,1,2,2,2,10,N,N,3,N,N,122,2185.83391153,N
25-00703,1,N,0,1,1,1,N,2,2,2,2,10,3,5,3,N,N,501,2165.273521211,N
25-00703,2,3,0,1,1,1,15,2,2,2,2,70,0,N,8,4,N,233,2463.907614381,29296.579008
25-01300,2,6,0,6,3,0,4,2,1,2,2,24,N,N,9,0,N,76,1474.7683913426001,-7.583863519999795
25-01000,1,1,0,1,1,1,16,2,2,2,2,63,2,4,10,9,N,501,2474.403498836,160608.7312
25-00503,1,1,0,1,1,1,3,2,2,2,2,72,0,2,5,2,N,501,2900.388287625,8057.154956800001
25-00703,2,1,0,1,1,1,10,2,2,2,2,45,2,4,10,9,N,501,2174.26219697,259458.71398399997
25-00503,1,1,0,1,1,1,12,2,2,2,2,26,0,2,9,8,N,501,2891.101612605,92470.4321664
25-00703,1,6,0,1,3,0,18,2,2,2,2,19,N,N,7,1,N,400,2197.27246943,2240.2364960000004
25-00503,2,1,0,1,1,1,10,2,2,2,2,78,0,2,12,9,N,501,2900.4845924,115622.793472
25-00703,2,1,0,1,1,1,11,2,2,2,2,32,1,2,9,7,N,501,2180.61319071,66173.460176
25-00503,2,4,0,1,1,2,11,2,2,2,2,60,0,N,10,7,N,501,2900.2995536299995,92202.638928
25-01000,2,1,1,1,1,1,10,2,2,2,2,88,0,3,9,9,N,501,2472.701542958,156335.603472
25-02800,2,4,0,1,1,1,14,2,2,2,2,60,0,3,7,6,N,501,3683.4844977799994,61718.918655999994
25-01300,2,1,0,1,1,1,14,2,2,2,2,57,1,3,9,4,N,379,2473.703535691,418410.21680000005
25-00703,2,6,0,1,1,1,11,2,2,2,2,16,1,3,9,1,N,501,2195.035482076,6991.9860704
25-00703,1,6,0,1,1,1,2,1,2,2,2,23,1,2,9,1,N,209,2180.721252461,6697.1671288
25-00503,1,6,0,1,1,2,14,2,2,2,2,84,0,N,4,1,N,478,2884.557764378,3740.5751136
25-00503,1,3,0,1,1,2,4,1,1,2,2,76,0,2,5,9,N,293,3085.076575045,296915.023968
25-00703,2,6,0,1,1,1,14,2,2,2,2,19,0,3,7,1,N,501,3425.981205398,1567.0466756799997
25-01300,2,1,0,9,1,1,15,2,2,2,2,43,3,5,5,2,N,440,1480.4828294468,38.3759118400003
25-00503,1,1,4,1,1,1,12,2,2,2,2,22,2,5,11,0,N,501,2874.2651999,33157.020635199995
25-00703,1,6,0,1,1,1,4,2,2,2,2,37,0,N,9,8,N,501,2194.408109351,113627.2875104
25-01300,2,2,0,1,1,1,5,2,2,2,2,40,0,7,5,7,N,501,1577.388225598,45247.2729664
25-00703,2,3,0,1,1,1,15,2,2,2,1,86,0,N,8,5,N,501,2192.795087871,363427.78975999996
25-00503,1,1,0,6,1,1,11,2,2,2,2,43,1,3,10,6,N,501,2888.382544701,61763.52529600001
25-01000,2,6,0,1,1,1,16,2,2,2,2,15,2,4,4,0,N,442,2475.822040338,-3.8265446400000656
25-00503,1,6,4,9,3,0,4,2,2,2,2,21,N,N,5,9,3,354,2896.849660519,127473.06208
25-01300,1,1,0,1,1,1,4,2,2,2,2,38,0,2,5,5,N,393,1464.9272479823,35852.8172048
25-01300,2,N,0,1,1,1,N,N,N,2,2,0,0,2,N,N,N,501,1464.99081870861,N
25-00503,1,6,4,6,3,0,10,2,2,2,2,20,N,N,9,0,N,208,2902.1232209299997,3.6898424000000887
25-02800,2,N,0,1,1,1,N,N,N,2,2,1,1,3,N,N,N,501,3683.8999999999996,N
25-00703,1,1,0,1,1,1,4,2,2,2,2,74,0,2,8,8,N,501,2184.121267492,123709.573624
25-01300,2,N,0,1,2,0,N,N,N,2,2,1,N,N,N,N,N,N,1473.5978536745101,N
25-00503,1,N,0,1,1,1,N,N,N,2,2,1,1,3,N,N,N,454,2879.5357987999996,N
25-00703,2,1,0,1,1,2,12,2,2,2,2,51,0,2,9,5,N,304,2174.11434409,36644.628796799996
25-00703,1,4,0,1,1,2,4,2,2,2,2,28,0,6,5,9,N,501,2182.57046001,109119.037712
25-01300,2,1,0,1,1,1,6,2,2,2,2,59,0,2,8,8,N,501,1480.3883171653001,88740.786896
25-00503,2,1,0,1,1,1,N,2,2,2,2,70,0,2,9,3,N,501,2894.12201982,24890.1319232
25-00703,2,1,0,1,1,1,N,2,1,2,2,64,0,2,10,7,N,501,2182.88442471,73210.7221152
25-00503,2,5,0,1,1,1,14,2,2,2,2,89,4,6,5,6,N,501,2900.16261158,54088.962976
25-00503,1,6,0,1,3,0,N,2,1,2,2,19,N,N,6,0,N,73,2896.5232931,7916.958238399999
25-01000,1,1,0,1,1,1,7,2,2,2,2,57,0,2,5,6,N,501,2462.60114269,66149.683424
25-00703,1,1,0,1,1,1,12,2,2,2,2,79,0,2,9,9,N,501,2194.740177122,154112.8687296
25-02800,1,1,0,1,1,1,16,2,2,2,2,83,0,2,5,8,N,501,3683.8999999999996,90242.68506399999
25-01300,1,6,0,1,1,2,4,2,2,2,2,28,0,9,8,5,N,207,1487.9404596863,85626.3230336
25-00703,1,1,0,1,1,1,10,2,2,2,2,51,0,2,9,5,N,501,2184.38121245,41319.55268479999
25-01300,1,1,0,1,1,1,9,2,2,2,2,45,2,4,9,7,N,501,1466.3073604276901,60389.835896000004
25-00703,1,1,0,1,1,1,N,2,2,2,2,60,0,2,7,5,N,501,2188.22761403,39027.2275472
25-01000,2,4,0,1,1,1,9,2,2,2,2,40,0,N,9,4,N,325,2474.5658697999997,24058.2524
25-00503,1,1,0,6,1,1,9,2,2,2,2,57,2,4,10,9,N,501,2893.42706675,272701.51712
25-00703,1,6,0,1,1,1,6,2,2,2,2,35,0,N,9,7,N,501,2198.807177871,77959.52617119999
25-02800,2,6,0,1,1,1,N,2,2,2,2,52,0,2,4,0,N,501,3683.8999999999996,-4.320245279999654
25-02800,2,1,0,6,1,1,11,2,2,2,2,48,2,4,12,8,N,501,3683.8999999999996,129691.673904
25-00503,1,1,0,1,1,1,9,2,2,2,2,80,1,6,9,9,N,501,2889.32526268,164941.5632
25-00703,2,1,0,1,1,1,N,2,1,2,1,80,0,5,4,3,N,467,2175.6989974119997,19064.2652224
25-00703,2,4,0,1,1,2,9,2,1,2,2,66,0,N,7,5,5,98,2187.780203199,37736.0920528
25-01300,2,1,0,1,1,1,11,2,2,2,2,66,0,2,8,4,N,501,1457.4470354866141,19068.633039999997
25-00703,2,N,0,1,1,1,N,2,2,2,2,7,2,6,5,N,N,450,2170.316150565,N
25-00703,1,6,0,1,1,1,10,2,2,2,2,26,1,3,9,0,N,501,2193.69861593,-1.8049151999994137
25-00703,2,6,0,1,1,1,14,2,2,2,2,61,0,N,10,9,N,501,2199.399702741,103332.41947200001
25-00503,2,1,0,1,1,2,16,2,2,2,2,69,1,3,4,0,N,177,2903.674206548,-4.908945279999898
25-00703,2,1,0,1,1,1,6,2,2,2,2,67,0,2,9,3,N,501,2175.4144474189998,17003.912105599997
25-01000,2,6,0,1,3,0,11,2,2,2,2,21,N,N,7,2,N,48,2455.501020269,3852.6420639999997
25-00703,1,1,0,1,1,1,10,2,2,2,2,67,0,2,7,9,N,501,2180.70960682,173875.095792
25-00503,1,1,0,1,1,1,6,2,2,2,2,37,0,2,10,8,N,501,2892.640529509,94515.75224
25-00703,2,1,0,2,1,2,4,2,2,2,2,41,3,7,10,3,N,104,2169.3586918319997,11154.9562544
25-00503,1,2,0,1,3,0,5,1,1,2,2,50,N,N,10,4,N,188,2880.1517040199997,23684.7192224
25-02800,2,4,0,1,1,1,11,2,2,2,2,70,0,N,7,3,N,452,3683.8999999999996,18661.7316736
