"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"146","66","1","4","1","5","2","N","2","1","2"
"147","50","2","6","1","7","7","N","2","1","1"
"148","36","1","1","6","12","8","N","2","1","2"
"149","11","1","N","2","3","N","N","2","1","1"
"150","29","2","6","8","7","0","N","2","1","1"
"151","54","2","1","1","5","7","N","2","1","2"
"152","31","2","1","2","8","3","N","2","1","2"
"153","49","2","6","2","7","4","N","1","1","2"
"154","60","2","1","1","4","4","N","2","1","1"
"155","48","1","1","1","10","2","N","2","1","2"
"156","29","2","6","2","7","3","N","2","1","2"
"157","21","2","3","1","7","4","N","2","1","1"
"158","23","2","6","2","5","1","N","2","1","2"
"159","18","1","6","2","7","0","N","2","1","1"
"160","76","1","4","2","10","6","N","2","1","1"
"161","46","1","6","2","7","3","N","2","2","0"
"162","54","1","1","6","9","7","N","2","1","1"
"163","38","2","4","2","6","3","N","2","1","1"
"164","22","2","6","2","9","1","N","2","1","2"
"165","29","2","4","2","9","7","N","2","1","2"
"166","64","1","1","1","10","2","N","2","1","1"
"167","32","1","3","1","10","9","N","2","1","1"
"168","53","2","1","2","7","8","N","2","1","2"
"169","0","1","N","1","N","N","N","2","1","2"
"170","16","2","6","3","4","0","N","2","1","2"
"171","10","1","N","1","3","N","N","2","1","1"
"172","70","1","1","6","7","6","N","2","1","2"
"173","29","2","6","1","9","8","N","2","1","1"
"174","32","1","6","1","9","5","N","2","1","1"
"175","62","1","1","1","7","1","N","2","1","1"
"176","66","2","4","1","5","3","N","2","1","1"
"177","54","1","6","1","5","7","N","2","1","2"
"178","15","1","6","6","4","0","N","2","1","1"
"179","19","2","6","2","5","0","N","2","3","0"
"180","10","2","N","1","3","N","N","2","1","2"
"181","47","1","1","2","8","5","N","2","1","1"
"182","38","2","6","1","9","9","N","2","1","2"
"183","25","1","6","1","9","7","N","2","1","2"
"184","3","2","N","1","1","N","N","2","1","1"
"185","18","1","6","1","7","1","N","2","1","1"
"186","24","1","6","2","5","4","N","2","1","2"
"187","9","2","N","3","3","N","N","2","1","1"
"188","27","1","6","2","9","2","N","2","1","2"
"189","11","1","N","2","3","N","N","2","1","1"
"190","46","1","6","1","7","1","N","2","2","0"
"191","50","2","4","1","9","2","N","2","1","1"
"192","59","1","1","1","9","4","N","2","1","1"
"193","55","1","1","1","5","6","N","2","1","1"
"194","62","2","6","1","9","4","N","2","1","1"
"195","1","1","N","1","N","N","N","2","1","1"
"196","20","2","6","2","5","2","N","2","3","0"
"197","20","2","6","1","6","1","N","2","1","2"
"198","55","2","1","1","10","8","N","2","1","1"
"199","0","2","N","1","N","N","N","2","1","2"
"200","35","1","1","1","10","7","N","2","1","1"
"201","48","1","1","1","10","9","N","2","1","2"
"202","47","2","1","2","8","5","N","2","1","1"
"203","16","2","6","3","9","0","N","2","1","2"
"204","63","2","1","2","3","2","N","2","1","1"
"205","17","1","6","2","4","0","N","2","1","2"
"206","7","2","N","2","3","N","N","1","1","1"
"207","72","2","3","1","9","3","N","2","1","1"
"208","38","2","1","1","6","0","N","2","1","1"
"209","56","2","1","1","9","9","N","2","1","2"
"210","34","2","6","1","3","0","N","2","1","2"
"211","29","2","6","1","7","3","N","2","3","0"
"212","16","2","6","1","4","1","N","2","1","1"
"213","37","2","1","1","10","3","N","2","1","2"
"214","60","1","1","1","9","8","N","2","1","1"
"215","73","1","1","1","10","9","N","2","1","1"
"216","64","1","3","2","5","6","N","2","1","1"
"217","62","1","6","1","9","9","N","2","1","2"
"218","37","2","6","1","10","8","N","2","1","1"
"219","54","2","1","1","9","7","N","2","1","1"
"220","2","1","N","1","N","N","N","2","1","1"
"221","25","2","6","1","9","0","N","2","1","1"
"222","9","2","N","9","3","N","N","2","1","2"
"223","32","1","6","1","12","8","N","2","1","1"
"224","61","1","1","1","7","9","N","2","1","1"
"225","62","1","3","1","9","9","N","2","1","2"
"226","38","1","6","2","6","4","N","2","1","2"
"227","24","2","6","1","10","7","N","2","1","2"
"228","20","1","6","2","5","1","N","2","1","1"
"229","46","1","6","2","7","2","N","2","2","0"
"230","45","2","1","1","11","9","N","2","1","1"
"231","27","2","1","2","9","0","N","2","1","2"
"232","31","1","6","9","10","2","N","2","1","2"
"233","73","1","1","2","10","5","N","2","1","1"
"234","61","2","6","1","7","8","N","2","1","1"
"235","61","2","6","2","7","4","N","2","1","2"
"236","73","1","1","1","12","9","N","2","1","1"
"237","36","2","1","1","12","8","N","2","1","1"
"238","67","2","1","1","9","6","N","2","1","1"
"239","47","2","1","1","3","9","N","2","1","1"
"240","4","2","N","1","1","N","N","2","1","1"
"241","21","1","1","6","7","0","N","2","1","1"
"242","46","1","6","2","7","3","N","2","2","0"
"243","35","1","1","1","10","7","N","2","1","1"
"244","9","1","N","9","3","N","N","2","1","2"
"245","48","1","1","1","10","9","N","2","1","2"
"246","73","2","1","2","7","5","N","2","1","1"
"247","22","2","6","2","7","0","N","2","1","2"
"248","33","1","6","1","4","0","N","2","2","0"
"249","37","1","6","1","7","8","N","2","1","1"
"250","4","1","N","1","2","N","N","2","1","2"
"251","69","1","4","2","9","9","N","2","1","1"
"252","36","2","1","1","7","8","N","1","1","1"
"253","54","1","1","6","9","1","N","2","1","2"
"254","35","1","1","1","10","9","N","2","1","1"
"255","2","1","N","1","N","N","N","2","1","1"
"256","2","1","N","2","N","N","N","2","1","1"
"257","10","1","N","1","3","N","N","2","1","2"
"258","66","2","4","1","5","3","N","1","1","1"
"259","48","2","1","1","5","5","N","2","1","1"
"260","31","2","6","9","10","2","N","2","1","2"
"261","68","1","1","2","5","7","N","2","1","2"
"262","28","2","6","2","1","6","N","2","1","2"
"263","38","2","6","1","7","3","N","2","1","2"
"264","34","2","1","1","9","0","N","2","1","1"
"265","48","1","1","1","9","9","N","2","1","1"
"266","62","2","6","2","7","1","N","2","1","2"
"267","44","1","1","1","9","8","N","2","1","1"
"268","45","2","1","1","11","9","N","2","1","1"
"269","7","2","N","1","3","N","N","1","1","1"
"270","59","2","1","6","9","7","N","2","1","1"
"271","65","1","3","2","4","2","N","2","1","2"
"272","64","1","1","2","5","2","N","2","1","1"
"273","54","2","1","6","9","7","N","2","1","1"
"274","55","1","1","1","10","9","N","2","1","1"
"275","28","2","6","1","9","4","N","2","1","2"
"276","31","1","6","9","10","3","N","2","1","1"
"277","32","1","3","1","10","9","N","2","1","1"
"278","29","2","4","2","5","7","N","2","1","1"
"279","72","2","1","1","9","2","N","2","1","1"
"280","16","1","6","1","4","1","N","2","1","2"
"281","57","2","1","1","4","4","N","2","1","1"
"282","60","1","6","9","7","4","N","2","1","2"
"283","63","1","1","1","5","2","N","2","1","1"
"284","17","2","6","2","4","0","N","2","1","2"
"285","29","2","6","1","9","8","N","2","1","2"
"286","37","2","1","1","9","9","N","2","1","1"
"287","67","2","1","2","9","7","N","2","1","2"
"288","60","1","6","8","5","6","N","2","1","2"
"289","50","1","6","2","9","1","N","2","1","2"
"290","52","1","6","2","7","6","N","2","1","2"
"291","68","1","1","2","5","7","N","2","1","1"
"292","43","2","6","1","9","6","N","2","1","1"
"293","59","2","6","6","9","4","N","2","1","2"
"294","15","1","6","6","4","0","N","2","1","2"
"295","76","2","2","1","10","6","N","2","1","2"
"296","44","2","1","1","9","9","N","2","1","1"
"297","66","1","4","1","5","3","N","2","1","2"
"298","18","1","6","2","7","0","N","2","1","1"
"299","31","1","6","2","5","6","N","2","1","2"
"300","37","1","1","1","7","3","N","2","1","1"
"301","72","1","1","1","9","9","N","2","1","1"
"302","65","2","1","6","12","9","N","2","1","1"
"303","62","2","4","2","9","4","N","2","1","1"
"304","32","1","6","1","10","5","N","2","1","2"
"305","4","1","N","1","1","N","N","2","1","2"
"306","60","2","1","1","9","9","N","2","1","1"
"307","32","1","6","1","10","9","N","2","1","1"
"308","29","1","4","1","5","7","N","2","1","2"
"309","3","2","N","1","1","N","N","2","1","2"
"310","15","1","6","1","4","5","N","2","1","2"
"311","2","2","N","2","N","N","N","2","1","1"
"312","7","2","N","9","3","N","N","2","1","1"
"313","17","1","6","1","4","1","N","2","1","1"
"314","16","2","6","3","9","0","N","2","1","1"
"315","69","1","6","2","1","0","N","2","1","1"
"316","56","2","4","1","5","4","N","2","1","1"
"317","64","1","1","1","9","5","N","2","1","1"
"318","21","2","6","1","7","4","N","2","1","1"
"319","56","2","4","1","5","4","N","2","1","1"
"320","34","1","1","1","9","9","N","2","1","2"
"321","9","2","N","9","3","N","N","2","1","2"
"322","21","1","6","6","7","1","N","2","3","0"
"323","13","2","N","1","3","N","N","2","1","1"
"324","10","1","N","1","3","N","N","2","1","1"
"325","33","1","6","1","4","0","N","2","2","0"
"326","10","2","N","1","3","N","N","2","1","2"
"327","18","2","6","1","5","1","N","2","1","1"
"328","4","1","N","1","2","N","N","2","1","1"
"329","33","1","6","1","9","9","N","2","1","1"
"330","12","1","N","1","3","N","N","2","1","2"
"331","50","2","1","1","7","2","N","2","1","1"
"332","70","2","3","1","7","8","N","2","1","1"
"333","63","1","1","2","5","1","N","2","1","1"
"334","62","1","6","2","7","4","N","2","1","2"
"335","35","1","6","2","7","7","N","2","1","2"
"336","4","1","N","1","2","N","N","2","1","1"
"337","49","2","1","1","10","5","N","2","1","1"
"338","30","2","1","1","10","8","N","2","1","1"
"339","16","1","6","1","4","3","N","2","1","1"
"340","50","1","4","2","7","2","N","2","1","1"
"341","60","2","6","9","7","3","N","2","1","1"
"342","57","2","1","1","4","1","N","2","1","1"
"343","28","2","6","9","9","4","N","2","1","2"
"344","72","2","1","1","9","2","N","2","1","1"
"345","35","2","1","1","10","7","N","2","1","1"
"346","62","1","1","1","9","9","N","2","1","1"
"347","70","2","3","6","7","6","N","2","1","2"
"348","1","2","N","1","1","N","N","2","1","2"
"349","35","1","6","1","10","9","N","2","1","1"
"350","47","2","1","1","7","7","N","2","1","1"
"351","55","1","1","1","5","2","N","2","1","1"
"352","15","1","6","6","4","1","N","2","1","2"
"353","32","1","3","1","10","8","N","2","1","1"
"354","61","2","1","2","7","4","N","2","1","1"
"355","36","1","1","1","12","8","N","2","1","1"
"356","17","1","6","2","4","0","N","2","1","1"
"357","67","2","1","2","9","7","N","2","1","2"
"358","15","1","6","6","3","0","N","2","1","2"
"359","63","1","1","1","10","2","N","2","1","1"
"360","31","1","6","1","10","8","N","2","1","2"
"361","38","2","6","2","7","3","N","2","1","2"
"362","47","1","1","1","8","9","N","2","1","1"
"363","38","2","4","2","6","3","N","2","1","2"
"364","56","2","1","1","7","4","N","2","1","1"
"365","62","1","4","1","7","4","N","2","1","1"
"366","2","2","N","1","N","N","N","2","1","1"
"367","9","2","N","3","3","N","N","2","1","1"
"368","35","2","1","1","7","7","N","2","1","1"
"369","31","2","6","9","9","2","N","2","1","1"
"370","73","1","1","1","10","9","N","2","1","1"
"371","15","1","6","6","3","0","N","2","1","1"
"372","52","1","6","2","7","6","N","2","1","1"
"373","19","2","6","2","7","4","N","2","3","0"
"374","13","2","N","1","3","N","N","2","1","1"
"375","16","1","6","2","4","2","N","2","1","2"
"376","49","2","1","1","10","5","N","2","1","2"
"377","37","2","1","1","9","8","N","2","1","1"
"378","29","1","6","2","5","3","N","2","1","2"
"379","48","2","1","1","5","3","N","2","1","2"
"380","2","1","N","2","N","N","N","2","1","2"
"381","12","2","N","2","3","N","N","2","1","2"
"382","1","2","N","1","1","N","N","2","1","2"
"383","48","2","1","1","10","9","N","2","1","1"
"384","69","2","4","1","9","9","N","2","1","1"
"385","24","2","6","1","10","7","N","2","1","2"
"386","48","2","1","1","12","9","N","2","1","1"
"387","47","1","1","1","8","9","N","2","1","1"
"388","16","2","6","3","4","0","N","2","1","2"
"389","34","2","1","1","11","1","N","2","1","1"
"390","20","2","6","1","5","2","N","2","3","0"
"391","53","2","1","2","7","9","N","2","1","1"
"392","30","1","1","6","10","7","N","2","1","1"
"393","67","2","1","1","9","6","N","2","1","1"
"394","21","1","6","6","7","0","N","2","3","0"
"395","0","1","N","1","2","N","N","2","1","1"
"396","31","1","1","1","10","9","N","2","1","1"
"397","52","1","1","1","7","6","N","2","1","1"
"398","51","2","1","6","10","4","N","2","1","1"
"399","43","2","1","1","5","6","N","2","1","1"
"400","35","2","1","1","10","7","N","2","1","1"
"401","66","2","4","1","5","2","N","1","1","1"
"402","54","1","1","1","9","7","N","2","1","1"
"403","18","2","6","1","4","0","N","2","1","1"
"404","28","1","6","9","9","4","N","2","1","2"
"405","33","1","1","1","11","9","N","2","1","1"
"406","49","2","1","2","5","4","N","2","1","1"
"407","20","1","6","1","6","2","N","2","1","2"
"408","73","1","1","6","10","9","N","2","1","1"
"409","20","1","6","1","6","2","N","2","1","2"
"410","29","1","6","8","7","8","N","2","1","1"
"411","13","1","N","6","3","N","N","2","1","1"
"412","65","1","6","1","4","2","N","2","1","1"
"413","50","1","4","1","9","9","N","2","1","2"
"414","63","1","1","2","7","1","N","2","1","2"
"415","10","1","N","1","3","N","N","2","1","1"
"416","45","2","1","1","11","9","N","2","1","1"
"417","67","1","1","1","9","6","N","2","1","1"
"418","66","2","1","1","9","1","N","2","1","1"
"419","65","1","1","6","5","2","N","2","1","1"
"420","29","2","6","8","5","0","N","2","1","2"
"421","38","2","1","1","6","0","N","2","1","1"
"422","52","1","6","2","7","6","N","2","1","1"
"423","31","2","1","1","9","8","N","2","1","2"
"424","7","1","N","2","3","N","N","2","1","1"
"425","60","2","6","1","5","2","N","2","1","1"
"426","4","2","N","1","1","N","N","2","1","2"
"427","48","1","1","1","12","9","N","2","1","1"
"428","49","1","1","1","7","5","N","2","1","2"
"429","48","1","1","1","10","9","N","2","1","1"
"430","61","2","4","2","7","5","N","2","1","2"
"431","15","1","6","1","4","3","N","2","1","1"
"432","45","1","6","2","11","9","N","2","1","1"
"433","49","1","6","1","5","5","N","2","1","2"
"434","2","1","N","2","N","N","N","2","1","2"
"435","21","2","3","1","5","1","N","2","1","2"
"436","16","1","6","1","4","2","N","2","1","1"
"437","43","1","6","1","5","6","N","2","1","1"
"438","20","2","6","1","6","2","N","2","1","1"
"439","25","2","6","1","8","7","N","2","1","1"
"440","54","1","1","1","9","5","N","2","1","1"
"441","35","1","1","1","10","9","N","2","1","1"
"442","33","2","6","2","4","0","N","2","2","0"
"443","7","1","N","9","3","N","N","2","1","1"
"444","34","1","1","6","11","1","N","2","1","2"
"445","12","1","N","2","3","N","N","2","1","2"
"446","48","2","1","1","12","3","N","2","1","2"
"447","2","1","N","2","N","N","N","2","1","1"
"448","2","1","N","1","N","N","N","2","1","1"
"449","21","1","6","1","7","0","N","2","3","0"
"450","2","2","N","2","N","N","N","2","1","1"
"451","36","2","6","3","9","9","N","1","1","1"
"452","4","1","N","1","2","N","N","2","1","1"
"453","29","2","6","8","7","0","N","2","1","2"
"454","60","1","1","8","5","8","N","2","1","2"
"455","20","2","6","2","5","3","N","2","1","2"
"456","5","1","N","1","2","N","N","2","1","2"
"457","54","1","6","2","1","3","N","2","1","1"
"458","36","1","1","6","10","8","N","2","1","2"
"459","60","1","1","1","9","8","N","2","1","1"
"460","45","1","1","1","11","9","N","2","1","1"
"461","5","1","N","1","2","N","N","2","1","1"
"462","29","1","4","8","5","0","N","2","1","1"
"463","21","1","6","6","7","1","N","2","3","0"
"464","16","2","6","3","9","0","N","2","1","2"
"465","29","1","6","8","5","0","N","2","1","2"
"466","29","1","6","1","5","3","N","2","1","1"
"467","61","2","1","1","7","0","N","2","1","2"
"468","19","2","6","1","7","3","N","2","3","0"
"469","5","2","N","1","1","N","N","2","1","2"
"470","56","2","1","1","9","9","N","2","1","2"
"471","67","2","1","1","9","3","N","2","1","2"
"472","34","1","1","6","11","9","N","2","1","1"
"473","31","1","6","9","10","2","N","2","1","2"
"474","15","1","6","1","4","1","N","2","1","2"
"475","37","2","6","1","7","8","N","2","1","2"
"476","15","1","6","6","4","0","N","2","1","2"
"477","52","2","6","2","7","6","N","2","1","1"
"478","17","2","6","2","4","1","N","2","1","2"
"479","38","2","4","2","6","4","N","2","1","2"
"480","29","2","6","1","9","8","N","2","3","0"
"481","38","1","1","1","10","9","N","2","1","1"
"482","67","2","1","1","9","6","N","2","1","1"
"483","21","1","3","1","5","1","N","2","1","1"
"484","40","2","1","2","11","0","N","2","1","1"
"485","19","1","6","2","5","3","N","2","1","2"
"486","11","1","N","2","3","N","N","2","1","1"
"487","21","2","1","6","7","0","N","2","1","2"
"488","15","1","6","1","3","0","N","2","1","2"
"489","65","1","1","6","12","9","N","2","1","1"
"490","73","2","1","1","7","5","N","2","1","1"
"491","9","2","N","8","3","N","N","2","1","2"
"492","9","2","N","3","3","N","N","2","1","1"
"493","20","2","6","1","7","1","N","2","3","0"
"494","64","2","3","2","5","2","N","2","1","1"
"495","16","2","6","3","9","0","N","2","1","1"
"496","36","1","6","1","12","8","N","2","1","1"
"497","64","2","3","2","5","6","N","2","1","1"
"498","45","2","1","1","11","9","N","2","1","1"
"499","36","2","1","1","9","5","N","2","1","2"
"500","38","1","1","1","9","9","N","2","1","1"
"501","2","1","N","2","N","N","N","2","1","1"
"502","49","1","6","1","7","5","N","2","1","1"
"503","30","2","6","6","10","8","N","2","1","1"
"504","49","1","6","2","7","5","N","2","1","2"
"505","60","1","1","1","5","4","N","2","1","1"
"506","59","2","1","6","9","7","N","2","1","1"
"507","33","1","6","2","4","0","N","2","2","0"
"508","69","1","4","2","7","4","N","2","1","1"
"509","10","1","N","1","2","N","N","2","1","1"
"510","45","2","1","1","11","9","N","2","1","1"
"511","15","1","6","6","4","0","N","2","1","2"
"512","25","2","6","1","5","7","N","2","1","1"
"513","4","1","N","1","2","N","N","2","1","1"
"514","11","2","N","2","3","N","N","2","1","1"
"515","61","1","1","1","7","9","N","2","1","1"
"516","48","1","1","1","10","9","N","2","1","1"
"517","46","1","6","2","7","3","N","2","2","0"
"518","55","2","1","1","10","9","N","2","1","1"
"519","5","1","N","1","2","N","N","2","1","1"
"520","11","2","N","2","3","N","N","2","1","1"
"521","67","1","1","2","9","3","N","2","1","2"
"522","32","2","3","2","10","5","N","2","1","2"
"523","17","2","6","2","4","0","N","2","1","2"
"524","31","2","6","2","8","2","N","2","1","2"
"525","12","1","N","2","3","N","N","2","1","1"
"526","32","1","3","1","9","4","N","2","1","1"
"527","47","2","1","1","7","5","N","2","1","1"
"528","49","2","1","1","10","5","N","2","1","1"
"529","61","1","6","2","7","8","N","2","1","2"
"530","60","1","6","2","5","6","N","2","1","1"
"531","57","2","6","2","9","4","N","2","1","1"
"532","2","1","N","1","N","N","N","2","1","1"
"533","45","2","1","1","11","9","N","2","1","1"
"534","72","1","1","2","9","9","N","2","1","1"
"535","46","1","6","2","7","2","N","2","2","0"
"536","49","2","6","2","10","4","N","1","1","2"
"537","17","1","6","2","5","0","N","2","1","1"
"538","66","2","4","1","5","2","N","1","1","1"
"539","43","1","6","1","5","6","N","2","1","1"
"540","20","2","6","1","7","0","N","2","1","2"
"541","32","1","3","1","10","9","N","2","1","2"
"542","35","1","1","1","10","7","N","2","1","1"
"543","37","1","1","1","10","8","N","2","1","1"
"544","57","2","1","2","4","4","N","2","1","1"
"545","26","2","6","2","7","5","N","2","1","2"
"546","65","1","6","1","12","9","N","2","1","1"
"547","38","1","1","1","6","3","N","2","1","2"
"548","54","2","1","1","5","1","N","2","1","1"
"549","2","1","N","2","N","N","N","2","1","1"
"550","67","1","1","1","9","6","N","2","1","1"
"551","63","2","1","1","7","4","N","2","1","1"
"552","62","2","3","1","9","4","N","2","1","1"
"553","36","2","6","2","8","5","N","2","1","1"
"554","23","2","6","1","9","9","N","2","1","2"
"555","55","1","1","1","3","9","N","2","1","1"
"556","0","2","N","1","N","N","N","2","1","1"
"557","13","1","N","1","3","N","N","2","1","1"
"558","54","2","6","1","9","1","N","2","1","2"
"559","21","2","6","6","7","0","N","2","3","0"
"560","21","1","6","6","7","1","N","2","3","0"
"561","51","2","1","9","10","0","N","2","1","1"
"562","38","2","1","1","9","4","N","2","1","1"
"563","46","1","6","1","7","2","N","2","2","0"
"564","70","1","3","2","7","6","N","2","1","1"
"565","65","2","3","6","5","2","N","2","1","1"
"566","54","2","6","2","5","5","N","2","1","2"
"567","31","2","6","9","10","3","N","2","1","2"
"568","65","1","6","6","12","9","N","2","1","1"
"569","73","2","1","1","7","5","N","2","1","1"
"570","33","1","1","1","11","8","N","2","1","1"
"571","53","1","1","2","7","8","N","2","1","1"
"572","74","2","6","1","5","8","N","2","1","1"
"573","44","2","1","1","4","0","N","2","1","1"
"574","5","1","N","1","2","N","N","2","1","1"
"575","56","2","4","1","10","9","N","2","1","1"
"576","33","1","1","1","11","9","N","2","1","1"
"577","34","2","1","1","11","1","N","2","1","1"
"578","73","2","1","2","5","5","N","2","1","1"
