"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"221","48","2","6","2","5","2","N","2","1","2"
"222","24","1","6","1","4","6","N","2","1","2"
"223","2","2","N","2","N","N","N","2","1","1"
"224","21","1","6","1","7","4","N","2","1","1"
"225","20","2","6","2","6","4","N","2","1","1"
"226","7","1","N","2","2","N","N","2","1","1"
"227","55","2","6","1","9","8","N","2","1","1"
"228","71","2","3","2","5","2","N","2","1","2"
"229","51","1","4","1","5","4","N","2","1","1"
"230","73","1","1","1","11","9","N","2","1","1"
"231","37","1","1","2","7","8","N","2","1","2"
"232","67","1","1","1","10","4","N","2","1","1"
"233","40","1","2","1","7","1","N","2","1","1"
"234","57","1","1","1","5","9","N","2","1","2"
"235","23","1","6","1","9","1","N","2","1","2"
"236","11","2","N","1","3","N","N","2","1","2"
"237","64","1","1","1","5","0","N","2","1","1"
"238","36","2","1","6","9","8","N","2","1","1"
"239","18","2","6","1","5","0","N","2","1","1"
"240","67","1","3","2","7","6","N","2","1","1"
"241","72","1","1","1","9","9","N","2","1","1"
"242","32","2","6","1","6","5","N","2","1","1"
"243","3","2","N","1","1","N","N","2","1","2"
"244","59","2","4","8","5","1","N","1","1","1"
"245","71","1","4","2","7","0","N","2","2","0"
"246","67","1","4","3","5","4","N","2","1","2"
"247","60","1","1","1","9","9","N","2","1","1"
"248","36","2","6","1","12","8","N","1","1","2"
"249","63","1","1","2","7","6","N","2","1","2"
"250","2","1","N","1","N","N","N","2","1","2"
"251","32","2","1","1","11","5","N","2","1","1"
"252","54","1","1","1","9","1","N","2","1","1"
"253","9","2","N","1","3","N","N","2","1","2"
"254","38","1","4","1","6","2","N","2","1","2"
"255","60","1","1","1","9","8","N","2","1","1"
"256","59","1","6","1","9","7","N","2","1","2"
"257","3","2","N","1","1","N","N","2","1","2"
"258","58","1","5","2","7","2","N","2","1","1"
"259","75","2","1","1","5","4","N","2","1","2"
"260","13","1","N","1","3","N","N","2","1","1"
"261","75","2","4","1","7","4","N","1","1","1"
"262","10","2","N","1","3","N","N","2","1","1"
"263","42","1","1","1","8","7","N","2","1","2"
"264","40","1","6","3","4","0","N","2","1","1"
"265","68","2","1","1","9","7","N","2","1","1"
"266","58","2","6","2","11","0","N","2","1","1"
"267","38","1","1","1","9","9","N","2","1","2"
"268","64","1","1","1","11","8","N","2","1","2"
"269","40","2","2","2","7","5","N","2","1","1"
"270","18","1","6","2","5","3","N","2","1","1"
"271","54","1","1","1","10","7","N","2","1","1"
"272","59","2","6","1","5","6","N","2","1","2"
"273","16","2","6","2","4","0","N","2","1","2"
"274","69","2","1","1","10","0","N","2","1","1"
"275","55","1","1","1","11","9","N","2","1","1"
"276","35","2","6","2","4","4","N","2","1","1"
"277","37","2","6","1","10","8","N","2","1","2"
"278","54","2","1","1","9","9","N","2","1","1"
"279","57","2","1","1","4","2","N","2","1","1"
"280","75","1","1","1","9","9","N","2","1","2"
"281","17","2","6","1","4","0","N","2","1","1"
"282","13","1","N","8","3","N","N","2","1","2"
"283","50","1","6","1","9","7","N","2","1","1"
"284","54","1","6","2","5","7","N","2","1","1"
"285","52","2","1","1","7","9","N","2","1","1"
"286","5","1","N","1","2","N","N","2","1","1"
"287","41","1","1","1","12","9","N","2","1","1"
"288","46","1","6","2","7","1","N","2","1","1"
"289","1","2","N","1","N","N","N","2","1","1"
"290","47","2","6","2","3","5","N","2","3","0"
"291","43","1","6","1","8","9","N","2","2","0"
"292","72","2","4","2","1","2","N","2","1","1"
"293","51","2","4","9","9","4","N","2","1","1"
"294","27","2","6","2","5","0","N","2","2","0"
"295","66","1","1","1","8","3","N","2","1","1"
"296","57","1","1","1","5","4","N","2","1","1"
"297","67","2","3","3","5","2","N","2","1","1"
"298","70","2","4","1","10","8","N","2","1","1"
"299","13","2","N","1","3","N","N","2","1","1"
"300","69","2","4","2","5","6","N","2","1","1"
"301","4","1","N","1","2","N","N","2","1","1"
"302","48","1","1","1","10","3","N","2","1","1"
"303","48","1","1","1","12","8","N","2","1","1"
"304","30","2","6","3","7","5","N","2","1","1"
"305","34","1","6","6","9","0","N","2","1","2"
"306","45","1","6","1","10","8","N","2","1","1"
"307","36","1","1","6","12","9","N","2","1","1"
"308","76","2","3","2","5","3","N","2","1","2"
"309","70","2","3","2","5","1","N","2","1","2"
"310","5","1","N","2","2","N","N","2","1","1"
"311","2","2","N","1","N","N","N","2","1","1"
"312","10","1","N","3","2","N","N","2","1","1"
"313","68","2","5","2","5","4","N","2","1","2"
"314","73","1","1","1","11","9","N","2","1","1"
"315","66","2","4","1","7","3","N","2","1","2"
"316","70","2","3","2","5","2","N","2","1","2"
"317","40","1","4","3","7","5","N","2","1","1"
"318","56","1","2","1","8","3","N","2","1","1"
"319","41","2","1","1","8","6","N","2","1","1"
"320","68","1","1","1","9","8","N","2","1","1"
"321","64","1","1","1","8","0","N","2","1","1"
"322","67","2","4","1","9","3","N","2","1","2"
"323","31","2","1","2","8","6","N","2","1","1"
"324","9","2","N","8","3","N","N","2","1","1"
"325","60","2","6","9","7","6","N","2","1","2"
"326","66","2","5","2","5","2","N","1","1","2"
"327","11","2","N","6","3","N","N","2","1","1"
"328","70","2","1","6","10","2","N","2","1","1"
"329","33","2","6","2","9","6","N","1","1","2"
"330","50","1","1","1","11","9","N","2","1","1"
"331","56","2","1","2","5","0","N","2","1","1"
"332","58","2","4","1","7","0","N","2","1","1"
"333","54","2","6","1","5","2","N","2","1","1"
"334","26","2","6","2","5","0","N","2","1","2"
"335","94","2","3","1","5","2","N","1","1","1"
"336","45","2","1","1","11","8","N","2","1","2"
"337","33","2","6","2","4","0","N","1","1","2"
"338","57","1","1","1","9","9","N","2","1","1"
"339","65","1","1","1","9","9","N","2","1","1"
"340","68","2","4","3","7","2","N","2","1","1"
"341","63","2","1","1","5","4","N","2","1","1"
"342","53","2","4","1","10","8","N","2","1","2"
"343","33","2","6","1","9","8","N","2","1","1"
"344","59","2","6","1","9","2","N","2","1","1"
"345","41","2","1","1","4","0","N","2","1","1"
"346","2","1","N","1","N","N","N","2","1","1"
"347","66","2","4","1","8","3","N","2","1","2"
"348","5","1","N","1","1","N","N","2","1","2"
"349","77","1","1","1","12","1","N","2","1","1"
"350","9","2","N","1","3","N","N","2","1","2"
"351","60","1","4","8","4","5","N","2","1","1"
"352","71","2","3","1","7","3","N","2","1","1"
"353","67","1","3","1","5","3","N","2","1","1"
"354","54","1","1","1","8","1","N","2","1","1"
"355","46","1","1","1","5","7","5","2","1","2"
"356","13","1","N","6","3","N","N","2","1","2"
"357","4","1","N","2","2","N","N","2","1","1"
"358","13","1","N","6","3","N","N","2","1","1"
"359","1","1","N","6","1","N","N","2","1","1"
"360","17","1","6","2","4","0","N","2","1","1"
"361","59","2","4","6","7","6","N","2","1","1"
"362","5","1","N","1","2","N","N","2","1","2"
"363","66","2","5","2","5","2","N","2","1","1"
"364","45","1","1","1","11","9","N","2","1","1"
"365","49","1","1","1","9","5","N","2","1","1"
"366","38","1","4","1","6","8","N","2","1","2"
"367","64","2","3","2","5","3","N","2","1","2"
"368","15","2","6","1","3","5","N","2","1","1"
"369","50","1","4","1","5","7","N","2","1","1"
"370","15","1","6","2","3","0","N","2","1","1"
"371","46","1","1","6","11","9","N","2","1","2"
"372","40","1","1","1","11","9","N","2","1","2"
"373","45","2","1","2","9","7","N","2","1","2"
"374","76","2","3","2","5","4","N","2","1","2"
"375","34","2","1","1","9","5","N","2","1","1"
"376","17","2","6","1","4","0","N","2","1","1"
"377","1","1","N","6","N","N","N","2","1","2"
"378","15","1","6","1","4","0","N","2","1","2"
"379","70","2","1","2","5","2","N","2","1","1"
"380","18","2","6","1","7","0","N","2","3","0"
"381","33","2","1","1","9","9","N","2","1","1"
"382","16","2","6","2","4","2","N","2","1","2"
"383","18","2","6","1","7","1","N","2","3","0"
"384","54","2","1","6","7","7","N","2","1","1"
"385","42","1","1","1","9","9","N","2","1","1"
"386","21","2","1","6","7","0","N","2","1","2"
"387","51","2","1","2","9","5","N","2","1","1"
"388","46","1","1","1","10","1","N","2","1","2"
"389","30","2","6","6","9","2","N","2","1","2"
"390","19","1","6","1","7","1","N","2","3","0"
"391","7","2","N","9","3","N","N","2","1","1"
"392","65","2","4","6","9","7","N","2","1","2"
"393","34","1","6","6","11","8","N","2","1","2"
"394","66","2","4","2","5","7","N","1","1","2"
"395","80","2","6","1","10","2","N","2","1","1"
"396","41","1","1","8","8","0","N","2","1","1"
"397","37","1","1","1","10","6","N","2","1","1"
"398","50","2","4","1","9","9","N","2","1","1"
"399","12","2","N","1","3","N","N","2","1","2"
"400","43","1","1","8","8","6","N","2","1","2"
"401","24","1","1","6","9","6","N","2","1","2"
"402","46","1","1","1","5","7","5","2","1","1"
"403","55","2","6","2","7","4","N","2","1","1"
"404","26","1","6","1","5","5","N","2","1","2"
"405","28","2","6","2","7","6","N","2","1","2"
"406","54","2","4","2","9","6","N","2","1","1"
"407","69","2","4","1","4","6","N","2","1","1"
"408","58","1","1","1","11","9","N","2","1","2"
"409","64","2","3","2","9","7","N","2","1","2"
"410","44","1","1","1","10","8","N","2","1","1"
"411","74","2","1","1","9","9","N","2","1","1"
"412","13","2","N","6","3","N","N","2","1","1"
"413","62","1","4","2","7","4","N","2","1","2"
"414","17","1","6","2","4","0","N","2","1","1"
"415","46","2","1","1","10","6","N","2","1","1"
"416","63","2","6","2","5","1","N","1","1","1"
"417","49","1","4","1","7","5","N","2","1","1"
"418","67","1","1","1","9","8","N","2","1","1"
"419","38","2","1","1","9","9","N","2","1","2"
"420","65","1","4","1","9","9","N","2","1","1"
"421","35","2","6","2","7","9","N","2","1","2"
"422","5","1","N","2","2","N","N","2","1","1"
"423","8","2","N","1","3","N","N","2","1","1"
"424","44","1","1","1","10","9","N","2","1","1"
"425","5","1","N","1","1","N","N","2","1","2"
"426","56","2","1","1","9","8","N","2","1","1"
"427","29","2","6","6","9","0","N","2","1","1"
"428","29","2","6","1","9","8","N","1","3","0"
"429","59","1","1","1","8","4","N","2","1","1"
"430","16","1","6","1","4","1","N","2","1","2"
"431","25","2","6","8","5","1","N","2","1","2"
"432","68","1","5","2","5","4","N","2","1","2"
"433","39","1","1","1","7","5","N","2","1","1"
"434","63","2","1","2","10","4","N","2","1","2"
"435","1","1","N","1","N","N","N","2","1","1"
"436","49","2","6","1","9","7","N","1","1","1"
"437","3","2","N","1","1","N","N","2","1","2"
"438","43","1","1","1","9","9","N","2","1","2"
"439","43","1","1","1","10","4","N","2","1","2"
"440","52","2","1","6","9","9","N","2","1","2"
"441","21","2","3","2","5","1","N","2","1","2"
"442","28","2","1","1","10","6","N","2","1","2"
"443","10","1","N","1","2","N","N","2","1","1"
"444","48","1","1","1","10","9","N","2","1","1"
"445","66","2","5","2","5","2","N","2","1","2"
"446","22","2","6","2","7","6","N","2","1","2"
"447","44","1","1","1","9","9","N","2","1","1"
"448","55","1","1","1","5","6","N","2","1","1"
"449","43","2","6","2","8","7","N","2","2","0"
"450","17","1","6","1","4","5","N","2","1","2"
"451","9","1","N","8","3","N","N","2","1","2"
"452","7","2","N","1","3","N","N","2","1","1"
"453","50","2","4","1","7","5","N","2","1","1"
"454","47","1","4","1","8","7","N","2","1","2"
"455","25","2","6","2","8","0","N","2","1","2"
"456","68","2","1","3","9","4","N","2","1","1"
"457","13","2","N","1","3","N","N","2","1","2"
"458","54","2","1","6","9","7","N","2","1","1"
"459","27","2","6","1","7","0","N","2","2","0"
"460","51","2","1","1","10","8","N","2","1","1"
"461","7","1","N","9","3","N","N","2","1","1"
"462","45","2","1","1","9","4","N","2","1","1"
"463","58","1","4","2","7","5","N","2","1","1"
"464","68","2","1","2","7","5","N","2","1","1"
"465","23","1","6","2","5","3","N","2","1","2"
"466","58","2","6","2","4","2","N","2","1","2"
"467","19","2","6","6","7","4","N","2","3","0"
"468","24","2","6","2","5","7","N","2","1","2"
"469","44","1","1","1","10","0","N","2","1","1"
"470","30","1","6","1","9","9","N","2","1","2"
"471","63","1","1","1","10","9","N","2","1","1"
"472","32","1","1","1","6","0","N","2","1","2"
"473","24","2","6","2","9","7","N","2","1","2"
"474","76","1","4","3","7","4","N","2","1","1"
"475","22","1","6","1","5","1","N","2","1","2"
"476","62","2","1","1","7","3","N","2","1","1"
"477","49","1","1","1","10","7","N","2","1","2"
"478","66","2","5","2","7","2","N","1","1","2"
"479","41","1","1","2","10","7","N","2","1","1"
"480","73","1","1","6","12","9","N","2","1","1"
"481","16","2","6","2","4","0","N","2","1","1"
"482","61","1","1","1","10","8","N","2","1","1"
"483","17","2","6","2","4","1","N","2","1","2"
"484","10","1","N","1","2","N","N","2","1","2"
"485","27","1","6","1","9","1","N","2","2","0"
"486","46","2","1","1","10","9","N","2","1","1"
"487","0","2","N","2","N","N","N","2","1","2"
"488","29","2","6","1","9","8","N","1","1","2"
"489","26","2","6","1","7","5","N","2","1","2"
"490","4","2","N","1","1","N","N","2","1","1"
"491","46","1","1","2","5","7","5","2","1","1"
"492","46","2","1","1","7","3","N","2","1","1"
"493","42","2","1","1","10","9","N","2","1","1"
"494","48","2","1","1","9","7","N","2","1","1"
"495","16","2","6","2","4","0","N","2","1","2"
"496","71","1","1","1","9","0","N","2","1","2"
"497","21","1","6","6","7","0","N","2","3","0"
"498","51","1","6","1","5","2","N","2","1","1"
"499","50","1","4","1","9","1","N","2","1","2"
"500","14","2","N","1","3","N","N","2","1","1"
"501","16","1","6","2","4","2","N","2","1","2"
"502","33","1","1","2","9","8","N","2","1","1"
"503","7","1","N","9","3","N","N","2","1","1"
"504","74","2","4","1","5","3","N","1","1","1"
"505","55","1","6","1","10","8","N","2","1","1"
"506","71","1","3","1","4","2","N","2","1","1"
"507","41","2","1","1","12","9","N","2","1","1"
"508","35","1","1","1","9","4","N","2","1","2"
"509","57","2","6","1","5","2","N","2","1","2"
"510","54","1","1","6","3","4","N","2","1","1"
"511","69","1","4","1","7","6","N","2","1","1"
"512","40","1","1","1","11","9","N","2","1","2"
"513","19","1","6","1","7","4","N","2","3","0"
"514","77","2","1","1","12","3","N","2","1","1"
"515","12","2","N","2","3","N","N","2","1","2"
"516","54","1","6","1","3","9","N","2","1","1"
"517","68","2","5","3","7","2","N","2","1","2"
"518","49","1","6","2","7","4","N","2","1","2"
"519","5","1","N","2","N","N","N","2","1","1"
"520","50","1","6","2","5","5","N","2","1","1"
"521","44","2","1","1","10","8","N","2","1","1"
"522","22","1","6","1","9","6","N","2","1","2"
"523","56","2","2","2","8","3","N","2","1","1"
"524","20","1","6","2","7","1","N","2","1","2"
"525","66","2","4","1","7","1","N","1","1","1"
"526","63","2","1","2","7","1","N","1","1","2"
"527","36","2","6","1","8","4","N","2","1","1"
"528","13","1","N","1","3","N","N","2","1","1"
"529","61","2","1","1","9","6","N","2","1","1"
"530","4","1","N","2","1","N","N","2","1","1"
"531","15","1","6","6","4","3","N","2","1","1"
"532","0","1","N","1","N","N","N","2","1","2"
"533","16","1","6","1","4","0","N","2","1","2"
"534","50","2","1","1","11","9","N","2","1","1"
"535","30","1","6","1","9","7","N","2","1","1"
"536","53","1","1","1","10","9","N","2","1","1"
"537","18","1","6","1","7","1","N","2","3","0"
"538","46","2","6","1","7","7","N","2","1","1"
"539","51","1","1","1","9","8","N","2","1","2"
"540","74","2","4","2","5","3","N","1","1","1"
"541","5","1","N","1","1","N","N","2","1","1"
"542","9","2","N","1","3","N","N","2","1","2"
"543","56","2","4","1","10","7","N","2","1","1"
"544","38","1","1","1","6","8","N","2","1","1"
"545","57","2","1","1","7","1","N","2","1","1"
"546","53","2","1","6","10","9","N","2","1","1"
"547","17","1","6","2","4","0","N","2","1","2"
"548","59","2","1","2","8","7","N","1","1","1"
"549","30","1","6","2","8","7","N","2","1","2"
"550","77","2","1","1","5","0","N","2","1","1"
"551","34","1","6","6","5","0","N","2","1","2"
"552","23","2","3","1","7","2","N","2","1","2"
"553","36","2","6","2","10","9","N","1","1","1"
"554","61","1","6","1","9","7","N","2","1","1"
"555","1","1","N","6","N","N","N","2","1","2"
"556","1","2","N","1","N","N","N","2","1","2"
"557","38","1","4","1","6","8","N","2","1","2"
"558","60","1","6","9","4","8","N","2","1","1"
"559","17","2","6","1","4","1","N","2","1","2"
"560","45","1","1","1","9","9","N","2","1","1"
"561","33","1","1","1","11","4","N","2","1","2"
"562","52","1","1","1","9","6","N","2","1","1"
"563","1","2","N","6","N","N","N","2","1","2"
"564","56","2","4","2","7","3","N","2","1","2"
"565","1","1","N","6","1","N","N","2","1","1"
"566","54","1","1","1","8","3","N","2","1","1"
"567","66","1","1","2","8","2","N","2","1","1"
"568","14","2","N","2","3","N","N","2","1","1"
"569","47","1","1","1","8","5","N","2","1","1"
"570","28","1","1","1","9","6","N","2","1","2"
"571","56","1","1","1","10","8","N","2","1","1"
"572","58","1","6","1","5","1","N","2","1","1"
"573","50","1","1","2","11","9","N","2","1","1"
"574","71","1","1","1","4","3","N","2","1","1"
"575","25","1","6","8","5","0","N","2","1","2"
"576","5","1","N","1","2","N","N","2","1","1"
"577","1","1","N","9","N","N","N","2","1","1"
"578","58","2","1","1","7","0","N","2","1","1"
