SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,AGEP,HOUSING_TYPE,DVET,DEYE,target
1,1,1,1,9,7,58,1,3,2,12470
1,6,2,2,1,7,24,1,N,2,16843
2,1,1,1,1,6,58,1,N,1,21264
2,6,1,2,1,9,68,1,N,2,22376
2,3,1,1,0,9,14,1,N,2,12534
1,6,1,1,1,7,70,1,N,1,27252
2,6,1,1,8,N,24,1,N,2,27252
2,6,1,1,4,11,47,1,N,2,7867
1,4,1,1,3,7,41,1,N,2,11701
1,1,1,1,1,6,65,1,N,2,24167
1,6,2,1,9,7,10,1,N,2,27252
2,6,6,2,1,4,79,1,N,1,4828
2,1,3,1,3,7,65,1,N,2,27252
1,1,1,1,9,11,22,1,N,2,7753
1,1,1,0,9,12,50,1,N,2,10068
1,6,1,2,4,7,0,1,N,2,27252
1,1,6,1,1,2,61,1,N,2,16843
2,1,1,1,9,2,4,1,N,1,27252
2,1,1,2,5,7,56,1,N,2,21973
2,6,1,1,3,7,10,1,N,2,6611
1,3,3,2,5,9,60,1,N,2,27252
2,6,1,2,5,N,31,1,N,2,14473
1,1,1,1,6,12,58,1,N,2,11789
1,6,1,1,3,7,10,1,N,2,24939
1,6,1,1,0,5,29,1,N,2,21511
1,1,2,1,9,11,81,1,N,2,21749
2,6,1,1,9,3,21,1,N,2,24939
2,1,1,1,5,7,59,1,N,2,16510
1,6,2,2,6,5,28,1,N,2,25699
1,4,1,2,1,7,65,1,N,2,21375
2,4,1,2,1,3,76,1,N,2,20959
2,4,1,2,3,7,8,1,N,2,11824
1,1,1,2,8,N,35,1,N,2,27252
2,1,1,2,7,11,48,1,N,2,17619
2,1,1,2,9,9,13,1,N,2,23283
1,6,8,2,0,7,13,1,N,2,6611
1,3,1,1,5,7,66,1,N,1,27252
1,5,6,1,3,7,0,3,N,2,27252
2,1,6,2,7,11,41,1,N,2,16531
1,1,1,1,N,2,32,1,N,2,27252
1,1,1,2,2,N,44,1,N,2,27252
2,6,1,2,3,7,15,1,N,2,5720
1,4,1,1,8,9,51,1,N,2,24860
1,6,1,1,7,2,11,1,4,2,6611
2,1,1,1,5,11,62,1,N,2,17782
1,6,1,2,4,7,0,1,5,2,16843
1,6,3,2,0,5,38,1,N,2,24078
2,3,2,2,2,2,50,1,N,1,27252
1,6,1,0,0,7,2,3,N,2,24121
2,1,1,2,3,N,47,1,N,2,10431
1,1,1,1,0,4,78,3,1,2,13771
2,4,6,2,5,7,56,1,N,2,12859
1,1,1,2,8,5,39,1,N,2,23513
2,6,2,2,7,7,25,1,N,2,21973
2,6,1,1,0,N,47,1,N,2,6146
2,4,1,1,8,7,31,1,N,2,20074
2,4,8,2,5,7,36,1,N,2,12996
1,2,1,2,3,4,15,1,N,2,20764
1,6,2,2,6,9,26,1,N,2,25792
2,1,1,1,2,7,39,1,N,2,27252
1,6,1,2,0,3,16,1,N,2,6611
1,3,1,2,1,2,14,1,N,1,27252
1,6,1,1,4,3,49,1,N,2,16843
1,1,1,1,9,N,52,1,N,2,27252
1,6,2,0,0,12,32,1,N,2,27252
1,6,3,1,7,11,43,1,N,2,19597
1,1,1,1,0,5,25,1,N,2,21665
1,2,1,2,3,5,38,1,N,2,3704
1,1,1,1,4,9,4,1,N,2,4984
2,6,6,1,0,7,0,1,N,2,24939
2,6,1,2,8,2,31,1,N,2,6611
1,1,6,0,3,7,86,1,N,2,3249
1,1,8,1,3,7,10,1,N,2,27252
2,1,1,1,3,7,32,1,N,2,16843
1,2,7,2,8,7,58,1,N,2,6611
1,4,1,1,6,N,11,1,N,2,27252
1,6,1,1,7,N,8,1,N,2,27252
2,6,2,1,5,6,32,1,N,2,24340
1,4,2,2,5,N,65,1,N,2,24939
2,1,8,2,2,7,30,1,N,2,27252
1,6,2,2,2,7,50,1,N,2,5962
1,1,1,2,5,N,50,1,N,2,24939
2,6,2,1,0,7,11,1,N,2,20923
1,N,1,2,2,3,44,1,N,2,27252
1,1,1,1,6,11,64,1,N,2,24894
2,4,1,2,9,7,0,1,N,2,27252
2,6,1,2,2,5,55,1,N,2,23645
2,4,1,1,3,6,19,1,N,2,27252
1,6,1,2,9,7,0,1,N,2,24939
2,6,2,1,0,7,4,2,N,2,21793
2,4,2,2,1,5,43,1,N,2,23917
2,4,1,2,7,9,60,1,N,2,24482
1,1,2,1,4,6,46,1,N,2,15176
1,6,8,2,4,2,16,1,N,2,27252
1,1,1,1,6,N,69,1,N,2,4597
2,4,1,2,2,7,40,1,N,2,21278
2,1,6,1,8,12,23,1,N,2,25983
1,3,1,2,3,N,32,1,N,2,27252
1,3,1,2,2,7,6,1,N,2,6611
1,1,1,1,9,10,52,1,N,2,23724
1,6,3,2,0,5,0,1,N,2,17137
1,1,1,1,8,6,75,1,N,2,12626
1,6,1,2,6,2,47,1,N,2,27252
1,5,1,1,7,N,51,1,N,2,16843
2,5,9,2,5,7,41,1,N,2,27252
2,1,2,1,2,5,57,1,N,2,22875
1,6,1,2,5,7,46,1,N,2,24939
1,6,2,0,1,7,11,1,N,2,15512
2,1,1,1,1,7,28,1,N,1,6611
1,4,1,1,5,5,54,1,N,2,11999
2,1,1,1,2,7,22,1,N,1,25519
2,1,1,1,1,2,68,1,N,2,12356
2,6,1,1,1,7,12,1,N,2,11796
2,6,5,2,1,4,26,1,N,2,18532
2,1,1,2,0,5,16,1,N,2,25807
1,6,2,1,3,7,42,1,N,2,22493
2,1,3,2,7,2,32,1,N,2,20734
2,1,1,1,5,7,78,1,N,2,13744
1,6,1,1,2,12,10,1,N,2,27252
1,4,2,2,4,2,46,1,N,2,15747
2,4,1,2,4,9,45,1,N,2,17009
2,3,1,1,3,N,70,1,N,2,15160
2,5,1,1,9,7,12,1,N,2,14141
1,6,1,0,0,6,0,1,N,2,27252
1,6,6,2,2,5,34,1,N,2,20989
2,1,1,2,4,6,38,1,N,2,20487
2,1,1,1,9,2,43,1,N,2,27252
2,N,1,1,9,8,20,1,N,2,24811
2,6,8,1,3,1,6,1,N,2,23458
1,4,1,1,N,2,47,1,N,2,16843
1,6,1,2,7,N,17,1,N,2,16843
1,3,1,2,8,2,44,1,N,2,11970
1,1,2,2,1,5,67,1,N,2,15884
1,6,2,1,1,N,78,1,N,2,9153
1,4,2,2,4,7,49,1,N,2,22464
1,6,1,1,9,2,0,1,N,2,16082
1,6,1,1,2,7,26,2,N,2,27252
1,1,5,1,4,3,29,1,N,2,24939
1,1,1,2,6,12,29,1,N,2,12997
1,1,1,1,N,9,51,1,N,2,24225
1,6,1,1,7,7,44,1,N,1,14261
2,4,1,1,4,1,67,1,N,2,4823
1,1,1,1,N,12,56,1,N,2,27252
2,2,2,1,4,5,92,1,N,2,7750
1,1,1,1,9,4,55,1,5,2,21615
1,1,1,1,9,5,38,1,N,2,19751
1,2,1,0,0,6,69,2,N,2,4536
1,1,1,1,5,3,51,1,N,2,27252
1,4,2,2,6,11,67,1,N,1,26468
2,6,1,2,2,5,25,1,N,2,4182
2,1,1,1,6,9,72,1,N,2,17247
2,1,8,1,N,11,39,1,N,2,2920
1,6,1,2,4,7,9,3,N,2,22437
2,6,2,2,2,5,35,1,N,2,8088
2,1,1,1,9,2,33,1,N,2,16843
2,4,1,1,0,5,39,1,N,1,20677
1,6,4,0,0,5,32,3,N,2,15597
2,6,1,1,7,7,64,1,N,2,18361
1,1,1,1,1,2,32,1,N,2,6611
2,1,6,1,3,2,27,1,N,2,27252
2,6,7,2,5,9,43,1,N,2,15614
2,6,9,2,6,2,20,1,N,2,27252
1,6,6,2,8,9,68,1,N,2,16657
1,1,8,2,0,7,95,1,N,2,6611
2,3,1,2,0,6,30,1,N,2,14155
1,5,2,1,3,7,65,1,N,2,16843
2,6,6,1,6,6,64,1,N,2,25767
1,6,1,2,2,7,25,1,N,2,16843
1,1,1,2,N,10,10,1,N,2,19532
1,6,2,2,1,9,50,1,N,2,18127
2,2,1,2,0,3,71,1,N,2,23740
1,5,1,2,1,5,69,1,N,2,13895
1,3,1,1,3,12,32,1,5,1,14308
1,2,9,1,8,7,47,1,N,2,16007
2,1,2,1,9,1,53,1,N,2,7180
2,6,2,1,0,7,46,1,N,2,16843
2,1,9,1,N,N,49,1,N,2,23624
1,6,2,2,4,7,15,1,N,2,6611
2,2,1,2,7,7,55,1,N,1,16843
2,6,1,1,7,5,51,1,N,2,26604
1,6,9,2,3,4,48,1,N,2,15403
1,4,6,2,7,7,21,1,N,2,20159
1,4,1,1,1,10,46,1,N,2,26224
1,6,1,1,8,9,41,1,N,2,25767
2,4,2,1,6,9,71,1,N,2,17124
1,1,1,1,3,12,10,1,1,1,27252
2,6,8,1,2,6,19,1,N,2,27023
1,6,1,2,2,11,60,1,N,1,25303
2,1,1,1,7,12,45,1,N,2,18671
2,6,9,1,0,N,49,1,N,1,27252
1,6,1,1,7,7,23,1,N,1,27252
1,1,8,1,2,7,31,1,N,2,4499
1,2,1,1,1,6,49,1,N,2,16843
1,6,1,2,0,7,25,1,N,2,27252
2,1,1,1,9,9,35,1,N,2,24119
1,5,8,1,0,3,54,1,N,2,16843
2,4,1,1,N,1,44,1,N,1,17163
1,2,6,0,2,7,25,1,N,2,16843
1,6,1,2,2,6,0,1,N,2,26776
1,4,2,2,4,7,64,1,N,2,13907
1,3,1,2,2,11,35,1,2,2,10902
1,1,1,0,1,7,38,1,N,2,16843
2,3,1,1,8,12,63,1,N,2,6408
1,2,1,1,3,3,74,1,N,1,6611
2,N,1,2,5,5,56,1,N,2,12706
1,5,1,1,3,10,44,1,N,2,23683
2,5,1,2,3,N,11,3,N,2,24939
2,6,2,2,3,5,21,2,5,2,3779
1,6,1,0,0,6,41,1,N,2,5009
2,3,2,1,0,5,38,1,N,1,13849
1,1,1,1,5,7,40,1,N,2,27252
1,6,1,1,3,9,10,1,N,2,27252
1,3,1,1,8,12,54,1,N,1,26345
2,6,2,1,0,7,0,3,N,2,24939
2,6,1,1,9,7,0,1,N,2,27252
2,5,1,2,2,N,10,1,N,1,24939
1,1,1,2,7,N,60,1,N,1,16843
2,6,1,1,3,6,15,1,N,2,27252
1,6,1,2,9,7,0,3,N,2,27252
2,1,1,1,7,9,43,1,N,2,25846
1,6,1,1,2,11,18,1,N,2,24987
1,4,1,1,8,9,72,1,N,2,2926
1,1,1,1,N,2,38,1,N,2,21949
1,1,1,1,6,9,49,1,N,2,21005
1,2,5,1,2,7,44,1,N,1,24939
1,6,1,1,0,6,40,1,N,1,11498
1,1,1,1,6,7,71,1,N,2,10007
2,1,2,1,4,9,60,1,N,2,4602
2,6,2,0,0,6,9,1,N,2,16989
1,6,1,1,5,9,69,1,N,2,4956
1,2,2,1,6,7,0,1,N,1,14640
2,6,1,1,N,9,0,1,N,2,6258
2,1,1,1,1,6,33,1,N,2,16843
1,1,1,1,2,6,75,1,N,2,18074
1,1,1,2,3,7,54,1,N,2,16509
2,6,1,1,3,9,61,1,N,2,10684
2,1,1,1,7,12,40,1,N,2,6277
2,6,1,1,3,5,54,2,6,2,12971
2,6,2,1,3,6,0,1,N,2,14175
2,2,8,2,0,7,19,1,N,1,21923
1,6,1,2,5,11,26,1,N,2,10425
2,1,1,1,3,6,79,1,N,2,11463
1,6,3,1,9,7,48,1,N,2,27252
2,6,1,1,0,5,46,1,N,2,9833
1,4,1,1,8,N,36,1,N,2,26943
1,1,1,2,0,5,46,1,N,2,14765
1,6,2,2,6,5,60,1,N,1,4235
1,3,3,2,3,5,13,1,N,1,5866
2,1,2,1,5,7,14,1,N,2,20725
2,6,6,1,2,9,47,1,N,2,16843
1,6,1,0,0,9,2,1,N,2,3449
2,3,1,1,1,7,70,1,N,1,27252
1,6,1,0,0,5,9,1,N,2,27252
2,1,1,1,2,7,50,1,N,2,20926
1,1,1,1,3,7,44,2,N,2,6611
1,1,3,2,5,5,29,1,N,2,14481
2,1,9,2,5,7,1,1,N,1,27252
1,6,1,1,9,7,13,1,N,2,16843
2,1,1,1,2,9,6,1,2,2,14958
1,1,1,1,0,7,38,1,N,2,24753
2,1,1,1,9,N,49,1,N,2,27252
1,1,6,2,4,5,61,1,N,2,9069
2,6,8,2,4,7,51,1,N,2,24948
2,3,1,2,2,3,23,1,N,2,27252
2,3,9,2,1,7,43,2,N,2,23922
1,1,1,1,3,6,41,1,N,1,5299
1,6,1,1,6,7,46,1,N,2,24939
2,6,1,1,7,7,46,1,N,2,5919
2,3,1,2,0,5,78,1,N,2,19435
2,3,1,2,6,7,61,2,N,1,25901
1,6,6,1,0,5,60,1,N,2,16273
1,6,5,1,9,3,60,1,N,2,27252
2,6,1,1,8,11,3,1,N,2,27252
2,4,1,1,2,9,27,1,N,2,26219
1,2,6,1,9,8,59,1,N,2,18306
1,6,1,1,0,6,10,1,N,2,24939
2,1,1,1,9,7,60,1,N,2,17627
1,6,1,1,9,7,22,1,N,2,26796
2,3,1,1,0,9,75,1,N,2,15968
2,6,1,1,0,3,46,3,N,1,6611
2,6,3,1,0,4,30,1,N,2,10871
1,4,1,2,7,N,52,1,N,2,27252
1,1,1,1,9,N,14,1,N,2,27252
1,1,1,1,7,N,73,1,N,2,16680
1,1,1,1,2,6,6,1,N,2,27252
1,1,1,1,0,3,58,1,N,2,24939
1,1,1,1,N,12,10,1,N,2,5589
1,4,1,2,N,2,21,1,N,1,16079
1,1,1,1,9,3,32,1,N,1,24939
1,1,1,1,9,5,74,1,N,2,12250
2,6,1,0,0,6,12,3,N,2,10357
1,6,1,2,1,4,13,1,N,2,19458
2,6,1,2,0,6,52,2,N,2,26484
1,3,1,1,8,11,49,1,N,2,10400
2,6,2,2,1,7,15,1,N,2,16843
1,1,1,1,0,6,77,1,N,2,23962
1,1,1,1,N,8,44,1,N,2,9490
1,5,1,2,2,N,65,1,N,1,19635
1,1,1,1,7,3,10,1,N,1,16843
1,1,1,2,N,12,46,1,N,2,27252
2,4,1,0,1,7,42,1,N,2,27252
2,1,1,1,3,7,68,1,N,2,17430
1,2,1,2,6,6,56,1,N,1,24068
1,2,1,2,2,5,9,1,N,2,7643
1,1,1,1,1,7,65,1,N,2,6102
1,4,1,1,0,3,25,1,N,2,6611
1,4,1,0,6,7,50,3,N,1,27071
2,6,2,1,3,7,43,1,N,2,24939
2,1,1,1,5,7,54,1,N,2,16084
2,3,1,0,0,7,72,1,N,2,18659
1,1,1,2,9,11,19,1,N,2,27252
1,1,7,2,7,6,0,1,N,2,27252
2,6,6,1,0,7,49,1,N,2,16843
1,6,1,1,7,N,0,1,N,2,27252
2,3,1,0,9,7,0,1,N,2,13933
1,6,2,2,0,7,80,1,N,2,4886
2,1,9,2,4,12,37,1,N,2,27252
1,3,1,2,9,7,32,1,N,2,27252
2,1,4,1,6,9,49,1,N,2,24512
1,6,1,2,9,7,25,1,N,2,10441
1,6,2,2,7,9,45,1,N,2,10277
1,2,1,1,9,11,54,1,N,2,6337
1,1,1,1,9,11,33,1,N,2,27252
2,6,2,1,5,6,77,1,3,2,10404
2,2,8,1,0,9,44,1,N,2,13311
2,1,1,2,5,7,42,1,N,2,23933
1,6,6,2,7,2,40,1,N,2,6611
1,1,1,2,8,9,35,1,6,2,25694
1,6,1,1,2,7,21,1,N,2,27252
2,2,1,1,6,2,40,1,4,2,27252
1,1,1,1,7,4,56,1,N,2,8934
2,4,1,1,2,11,39,1,N,2,20971
1,1,1,1,6,12,46,1,N,2,4645
2,4,2,2,1,1,65,1,4,2,5657
1,1,8,2,0,7,40,1,6,2,16843
1,6,9,0,6,7,63,3,N,2,27252
2,6,2,2,5,6,52,1,N,1,27252
2,1,2,2,2,10,33,1,N,2,6918
2,6,2,2,6,7,7,1,N,2,24408
1,6,8,1,9,5,0,2,N,1,25549
2,6,9,0,0,7,14,1,N,2,16843
1,6,2,1,9,10,0,1,N,2,25576
2,6,6,2,0,7,38,1,N,1,22040
1,6,1,1,3,6,66,1,N,2,23043
1,6,8,1,0,2,49,1,N,2,21642
2,6,1,2,7,7,2,1,N,2,27252
2,3,1,1,1,7,35,1,N,2,5765
2,3,1,1,N,12,10,1,N,2,27252
2,6,3,2,4,7,48,1,N,2,25687
1,1,1,1,9,3,40,1,N,2,24939
1,6,1,1,2,7,6,1,N,2,20126
1,4,1,2,6,7,43,1,N,2,6611
1,6,6,2,7,7,17,1,N,2,22767
1,2,8,1,2,7,43,1,N,2,16843
1,1,1,2,N,7,10,1,N,2,22306
1,6,1,2,4,3,0,3,N,2,6611
2,6,9,2,4,3,52,1,N,2,27252
2,3,1,0,9,9,69,2,N,2,19052
2,5,1,1,N,N,0,1,N,2,6611
1,6,1,2,4,6,32,1,N,2,6611
2,1,1,1,0,2,46,1,N,2,16843
1,1,1,2,8,8,29,1,N,2,23796
2,3,2,1,6,5,48,1,N,2,12670
1,6,1,2,6,7,0,1,N,2,15434
2,2,1,1,3,7,65,1,N,2,15682
1,1,2,2,4,7,42,1,N,2,16302
2,6,2,2,5,5,69,1,N,2,5786
2,1,1,2,3,6,66,1,N,1,25150
1,6,3,1,1,7,37,1,N,2,6611
2,1,1,1,9,3,40,1,N,2,6611
2,4,2,1,3,7,32,1,N,2,15236
1,5,1,1,0,7,37,1,4,2,25398
2,6,1,1,0,2,14,1,N,2,9924
1,6,1,0,0,7,26,3,N,1,12392
1,1,3,2,3,10,37,1,N,2,15863
1,6,1,2,N,2,0,1,N,1,6611
2,3,8,2,2,5,29,3,N,1,13953
1,6,1,1,7,8,66,1,N,2,20193
1,6,1,1,8,N,26,1,N,1,16843
1,6,1,1,7,5,20,1,N,2,19464
1,1,1,1,6,7,67,1,N,2,22292
1,N,1,2,0,6,44,1,N,2,16843
2,6,1,2,2,7,23,1,N,2,16843
1,2,1,1,9,4,42,1,N,2,19296
1,6,1,1,5,N,44,1,N,2,6611
2,6,1,2,5,9,18,1,N,1,27252
1,1,1,1,7,7,11,1,N,2,25683
2,1,1,1,3,N,61,1,N,2,27252
2,6,1,1,8,7,27,1,N,2,23247
1,1,1,1,5,7,72,1,N,2,23021
2,6,9,2,4,7,0,1,N,2,24575
2,1,1,1,9,7,10,1,N,2,6611
1,4,1,2,8,3,33,1,N,2,24058
2,1,8,2,6,12,42,1,N,2,13589
2,3,1,1,8,7,61,1,N,2,22681
1,1,3,2,7,N,10,1,1,1,24939
1,2,2,1,0,6,56,1,N,2,15792
1,6,2,2,7,7,19,1,N,2,24939
2,6,1,2,2,4,56,3,N,2,3619
1,4,1,1,6,1,65,1,N,2,19547
2,3,1,1,2,10,34,1,N,2,17222
2,3,6,1,4,7,55,1,N,2,6324
1,1,1,2,2,10,45,1,N,2,17883
2,6,2,1,2,7,36,1,4,2,16599
1,6,3,1,0,N,44,1,N,2,26119
1,4,1,1,7,7,38,1,2,2,26528
2,6,1,1,2,2,13,3,N,2,13603
1,2,3,1,N,7,12,1,N,2,27252
1,6,3,2,0,10,24,1,6,2,14326
2,3,1,2,1,12,29,1,N,1,15546
1,6,8,2,8,9,14,1,N,2,22939
1,6,5,2,9,6,41,1,N,2,3697
1,6,1,1,1,N,28,1,N,2,24939
1,2,1,2,2,N,7,1,N,1,27252
1,6,3,2,5,7,38,1,N,2,5915
2,6,1,2,0,4,0,3,N,2,27252
1,1,1,2,N,12,0,1,N,2,6611
1,1,1,1,7,9,52,1,N,2,13935
2,6,1,0,2,7,6,2,N,2,16843
1,6,1,2,0,7,21,1,N,2,27252
2,5,1,1,0,6,48,1,N,2,15646
1,1,1,2,5,2,27,1,N,2,27252
1,6,8,2,9,12,27,1,N,2,27252
2,6,1,1,1,7,21,1,N,2,14278
1,1,1,1,2,5,68,1,N,2,23325
2,6,9,0,1,6,17,1,N,2,16843
1,6,8,2,8,6,10,1,N,2,27252
1,4,2,2,0,5,30,1,N,2,17662
1,1,1,1,9,2,56,1,N,2,27252
2,4,1,1,5,12,57,1,N,2,24447
1,1,6,2,N,N,10,1,5,2,24939
2,1,1,1,4,9,63,1,N,2,26253
2,2,5,1,0,6,42,3,N,2,16563
1,1,9,2,5,11,29,1,N,2,4056
1,6,1,1,6,11,16,1,N,2,27252
1,1,1,1,9,2,50,1,N,2,27252
2,4,6,1,5,11,66,1,N,2,17749
1,1,1,1,8,7,32,1,N,2,6611
1,1,1,2,5,11,71,1,N,2,2841
2,4,1,0,0,3,93,1,N,2,14094
1,6,8,2,1,7,47,1,N,1,27178
1,1,1,1,4,9,29,1,N,2,24939
1,6,1,1,3,N,19,1,N,2,14908
1,6,3,1,2,7,0,1,N,2,21946
2,6,5,2,1,5,37,1,N,2,15841
1,3,1,1,N,3,10,1,N,2,6611
2,6,1,1,3,7,10,3,N,1,6345
1,6,1,1,5,3,17,1,N,2,6611
2,1,1,1,4,10,70,1,N,2,21506
2,6,1,1,9,5,4,1,6,2,15939
1,6,1,2,0,5,0,1,N,2,17793
1,6,1,0,0,6,40,3,N,2,23187
1,1,9,1,6,N,19,1,4,2,27252
1,1,1,1,9,10,50,1,N,2,20761
1,6,8,0,2,4,10,3,N,2,6991
1,3,1,2,2,7,0,1,N,2,27151
1,2,1,1,9,3,10,2,N,2,6611
2,1,9,1,1,3,71,1,N,2,27252
1,2,1,2,5,3,25,1,N,2,27252
1,1,1,1,9,11,52,1,N,2,20286
1,1,9,1,7,7,46,1,N,2,17965
1,6,1,1,0,4,21,1,N,2,2550
2,6,3,2,2,5,22,1,2,2,14976
1,1,8,1,9,11,58,1,N,2,19717
1,6,1,2,6,N,19,1,N,2,16843
1,6,1,1,2,N,53,1,N,2,27252
2,4,1,2,7,8,21,1,N,2,14996
1,1,1,1,3,7,76,1,N,2,19390
1,3,8,2,3,3,0,1,5,2,16843
2,6,1,0,9,7,57,2,N,2,22432
1,3,2,1,2,6,51,1,N,2,16327
1,6,1,2,8,7,0,1,N,2,25277
1,1,1,1,7,11,24,1,N,2,27186
1,6,6,1,2,6,0,2,N,2,3938
2,6,1,2,6,9,29,1,N,2,14135
1,1,1,1,8,2,26,1,N,2,8822
1,6,1,2,3,5,34,1,N,2,17575
1,1,1,1,N,2,10,1,N,2,27252
2,1,1,1,N,5,10,1,N,2,27252
1,1,1,1,8,7,48,1,1,2,5000
2,1,1,2,9,7,47,1,N,2,27252
2,6,1,1,2,7,26,1,N,2,27252
1,1,2,2,5,N,28,1,2,2,23487
2,6,1,2,6,N,0,1,5,2,24939
1,6,1,1,3,7,0,1,N,2,27252
1,6,9,1,2,6,0,3,N,2,25194
2,5,8,2,3,6,64,1,4,2,19718
1,4,1,2,0,9,42,1,N,2,11140
2,3,8,1,N,7,36,1,N,2,27252
1,1,1,1,8,2,74,3,N,1,6611
1,6,1,1,6,12,32,1,N,2,6611
1,6,2,1,N,7,35,1,N,2,23766
1,1,1,1,1,N,71,1,N,2,16695
1,1,1,1,N,9,39,1,N,2,19263
1,1,1,2,5,5,69,1,N,2,11828
1,6,2,2,2,6,53,1,N,2,16553
2,4,1,2,7,1,44,1,N,2,20802
2,2,8,2,0,6,0,1,N,2,27252
1,1,1,2,1,N,40,1,4,2,24939
1,1,1,1,3,7,64,1,N,2,16843
1,6,6,0,3,7,0,3,N,2,5044
1,6,1,2,N,12,12,1,N,2,16843
1,1,1,1,N,12,10,1,N,2,27252
2,3,1,2,2,7,47,1,N,2,4571
1,3,1,2,6,7,0,1,N,2,27252
1,2,1,2,7,7,57,1,N,2,24939
