SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP,target
1,1,1,1,0,0,48-02507,65,0,2,66,5963
1,1,1,1,8,0,48-02507,92,2,2,251,4201
2,1,1,1,0,0,48-02101,65,0,2,N,5611
2,4,2,1,6,0,48-02507,92,11,4,52,6770
2,1,1,1,0,0,48-02507,92,0,2,N,2550
2,1,1,1,6,0,48-02101,92,0,2,N,7468
2,1,1,1,7,0,48-02102,92,0,2,66,1904
1,1,1,1,2,0,48-02515,77,0,2,66,4397
2,1,1,1,7,0,48-02515,77,0,2,251,3364
2,1,1,1,0,0,48-02507,92,0,2,66,0
2,1,1,1,0,0,48-02507,77,0,2,N,0
1,3,1,1,8,0,48-02507,77,0,2,N,997
2,1,1,1,0,0,48-02510,77,0,2,420,2597
1,1,1,1,6,0,48-02507,92,2,2,420,6129
1,1,1,1,7,0,48-02101,92,7,2,66,7191
2,1,1,1,6,0,48-02101,92,0,2,251,2019
2,1,1,2,0,0,48-02102,92,1,5,N,5090
2,1,1,1,0,0,48-02101,92,0,2,N,4327
1,1,1,1,8,1,48-02516,65,0,2,21,2771
2,1,1,1,9,0,48-02102,69,1,6,66,3127
2,1,1,1,7,0,48-02101,77,0,3,66,1557
1,6,1,1,6,0,48-02101,77,1,2,66,4296
2,3,1,0,0,1,48-02507,82,3,2,61,2067
2,1,1,1,5,0,48-02507,92,0,2,65,274
2,1,1,1,7,0,48-02515,77,2,4,N,3277
1,1,1,1,6,0,48-02102,77,0,2,N,4782
2,1,1,1,9,0,48-02516,92,3,2,N,6674
2,4,1,1,5,0,48-02510,60,1,8,420,1805
2,1,1,1,6,0,48-02101,92,0,N,N,0
2,1,1,1,0,0,48-02507,92,5,2,66,2392
2,6,1,1,N,0,48-02507,88,0,2,59,4966
1,6,1,1,0,0,48-02102,92,0,2,57,2564
2,1,1,1,4,0,48-02102,65,0,2,66,4131
2,1,1,1,6,0,48-02510,65,0,2,N,4783
2,1,1,1,0,0,48-02102,92,0,2,N,2336
2,3,1,1,3,0,48-02102,32,0,2,N,1086
2,1,1,1,7,0,48-02516,77,0,3,57,0
2,N,1,1,5,0,48-02101,78,0,4,429,4781
1,4,1,1,8,0,48-02102,77,0,6,314,5068
2,6,1,1,0,0,48-02507,65,0,N,251,3825
2,1,1,1,5,0,48-02101,92,0,2,420,8749
2,1,1,1,0,0,48-02515,92,0,2,66,7061
2,1,1,1,0,0,48-02101,92,0,2,66,4116
2,1,1,1,8,0,48-02510,92,0,2,420,1281
2,1,1,1,6,0,48-02101,77,0,2,N,6722
1,6,1,1,0,0,48-02515,92,0,4,N,5413
2,1,1,1,0,0,48-02507,65,0,2,66,3306
2,1,1,1,6,0,48-02102,92,0,2,66,0
2,1,1,2,7,0,48-02510,70,2,5,420,7048
2,1,1,1,0,0,48-02101,92,0,2,66,0
2,1,1,1,0,0,48-02101,92,0,2,251,4309
2,1,1,1,0,0,48-02102,77,0,5,66,6046
2,3,1,1,1,0,48-02510,32,0,2,63,0
2,1,1,1,9,0,48-02101,65,0,2,N,3811
2,1,1,1,7,0,48-02101,77,0,2,N,7900
2,4,1,2,7,0,48-02102,77,2,2,66,758
1,1,1,1,0,0,48-02510,92,0,2,N,5391
2,1,1,1,6,0,48-02101,92,0,4,66,4655
1,1,8,1,7,0,48-02516,65,5,3,251,6568
1,6,1,1,7,0,48-02515,92,0,N,66,1240
1,1,1,1,6,0,48-02102,77,0,4,66,3590
1,1,1,1,0,0,48-02102,92,0,2,N,2266
1,1,1,1,5,0,48-02102,77,0,N,61,6774
1,1,1,1,0,0,48-02101,92,0,2,65,3679
1,1,1,1,9,0,48-02102,81,0,2,251,2496
1,4,1,1,6,0,48-02510,92,0,2,N,4001
2,1,1,1,0,0,48-02101,77,0,2,66,3368
2,1,1,1,7,0,48-02102,65,0,2,N,6146
2,1,1,1,4,0,48-02515,92,0,N,420,4263
2,1,1,1,0,0,48-02515,77,0,2,N,6768
1,1,1,1,6,0,48-02102,92,0,2,N,6374
1,1,1,1,8,0,48-02516,92,1,4,491,2981
2,1,1,1,6,0,48-02507,65,0,2,66,5097
1,1,1,1,8,1,48-02516,77,0,4,265,6273
2,6,1,1,6,0,48-02102,77,0,2,64,7755
2,1,1,1,5,0,48-02102,90,0,2,66,2284
2,1,1,1,1,0,48-02507,92,0,N,N,8518
1,1,1,1,6,0,48-02102,65,0,2,63,6189
1,1,1,1,0,0,48-02102,92,0,2,251,5533
2,1,1,1,6,0,48-02101,65,0,2,66,247
2,1,1,1,3,0,48-02516,92,0,2,371,3306
2,1,1,1,6,0,48-02515,92,0,2,66,3321
2,1,1,1,0,0,48-02101,92,0,3,216,5117
2,1,5,1,4,3,48-02101,92,0,N,N,5969
2,6,1,1,2,0,48-02510,92,0,3,58,3958
1,5,1,1,6,0,48-02101,77,0,2,486,3051
1,1,1,1,5,0,48-02510,83,0,2,64,6448
1,1,1,2,8,0,48-02101,92,0,4,N,7352
1,1,1,1,3,0,48-02507,65,0,13,365,6260
1,1,1,1,0,0,48-02510,92,0,4,63,753
1,N,8,1,8,0,48-02510,87,4,7,251,3500
1,6,1,0,1,0,48-02102,77,0,3,66,2076
2,1,1,1,6,0,48-02101,92,0,2,251,0
2,1,1,1,0,0,48-02515,92,0,2,N,1395
2,1,1,1,0,0,48-02515,92,0,2,N,1256
1,6,1,1,7,0,48-02102,65,0,7,420,2257
1,1,4,1,6,0,48-02515,15,1,N,6,5114
2,1,1,1,0,0,48-02507,92,0,2,N,5798
1,1,1,1,6,0,48-02515,77,2,6,N,3953
1,1,1,1,7,0,48-02102,92,0,2,N,3287
1,6,8,2,6,0,48-02102,60,0,5,87,3544
2,4,1,1,6,0,48-02510,77,0,2,N,6967
2,1,1,1,0,0,48-02101,65,0,7,N,4418
1,1,1,1,0,0,48-02101,64,0,N,251,177
2,1,1,1,9,0,48-02101,92,0,5,66,4699
2,1,1,1,0,0,48-02102,92,0,2,66,3359
1,1,1,1,0,0,48-02510,77,0,2,N,1441
2,1,1,1,6,0,48-02102,92,0,2,66,5551
1,2,1,1,3,1,48-02510,59,1,N,N,42
1,1,1,2,9,2,48-02102,78,1,5,N,8875
1,1,1,1,8,0,48-02101,77,0,2,61,9215
1,1,1,1,0,0,48-02507,65,0,2,N,0
2,6,1,1,5,0,48-02507,54,0,N,N,4690
2,4,1,1,6,0,48-02510,77,2,3,56,841
2,6,1,1,0,0,48-02102,92,0,4,66,4504
2,1,1,1,9,0,48-02101,92,0,2,420,68
1,1,1,1,7,0,48-02510,77,0,3,65,0
1,1,1,1,6,0,48-02510,77,0,2,N,5589
1,1,1,1,6,0,48-02102,92,2,11,66,4809
1,1,1,1,6,0,48-02102,77,0,2,66,3164
1,1,1,1,8,0,48-02510,92,0,N,N,5406
2,3,1,1,6,0,48-02507,65,0,2,N,6770
1,3,1,2,3,0,48-02507,92,0,2,66,0
2,1,1,1,6,0,48-02510,77,0,2,N,6419
1,1,1,1,0,0,48-02102,77,0,2,66,5009
1,1,1,1,0,0,48-02510,92,0,2,66,116
2,1,1,1,9,0,48-02101,61,0,2,66,5677
2,1,1,1,0,0,48-02101,65,0,N,66,7541
1,1,1,1,1,0,48-02101,77,0,N,N,2089
1,1,1,1,6,0,48-02510,92,0,2,66,2269
2,1,1,1,0,0,48-02515,92,0,2,66,4948
2,1,1,1,6,0,48-02507,77,0,2,251,3367
2,1,1,1,7,0,48-02515,92,0,2,N,4005
1,1,1,1,6,0,48-02102,92,0,2,66,3785
2,6,1,1,0,0,48-02101,92,6,2,69,2472
2,1,1,2,8,0,48-02515,92,0,2,66,2003
2,1,1,1,9,0,48-02515,77,0,2,66,1260
2,1,1,1,6,0,48-02507,92,2,2,N,2924
1,6,1,1,7,0,48-02102,92,0,7,428,2514
1,1,1,1,9,0,48-02515,77,1,6,499,848
2,1,8,1,6,0,48-02101,77,0,4,65,4221
1,1,1,1,6,0,48-02102,92,0,2,N,3454
2,1,1,1,7,0,48-02101,92,0,2,N,5973
2,4,1,1,1,0,48-02102,77,0,4,58,5417
1,1,1,1,0,0,48-02101,92,0,N,66,5583
1,1,1,1,0,0,48-02102,77,0,7,N,2992
2,1,1,1,0,0,48-02507,32,0,2,N,1018
2,1,1,1,1,0,48-02101,92,0,2,66,7065
2,1,1,1,3,0,48-02101,92,0,N,66,2331
2,1,1,1,N,0,48-02507,68,1,2,66,1100
2,1,1,1,0,0,48-02101,92,0,5,N,2991
1,1,1,1,7,0,48-02101,32,2,2,53,5784
2,1,1,1,0,1,48-02101,65,0,6,66,8066
2,1,1,1,0,0,48-02102,77,0,2,66,0
1,5,1,1,0,0,48-02510,92,0,2,58,4118
2,1,1,1,0,0,48-02507,77,0,2,66,0
2,1,1,1,0,0,48-02102,77,0,3,0,3712
1,1,1,1,7,0,48-02507,92,0,2,66,258
2,1,1,1,0,0,48-02102,65,0,2,66,3306
1,1,1,1,0,0,48-02515,77,0,2,N,1009
1,6,6,1,0,0,48-02510,92,0,7,64,1432
1,1,1,1,6,0,48-02507,92,0,2,66,1191
2,1,1,1,0,0,48-02507,92,0,4,66,4243
2,3,1,1,6,0,48-02507,77,0,2,251,4758
1,1,1,1,6,0,48-02515,92,0,N,N,163
2,1,1,1,0,0,48-02510,65,0,4,66,5272
1,1,1,1,6,0,48-02101,92,0,2,N,4695
1,1,1,1,0,0,48-02101,92,0,2,85,1533
1,1,1,1,7,0,48-02515,92,0,2,66,0
2,1,1,1,2,0,48-02101,92,0,2,66,0
1,1,2,1,0,0,48-02101,92,0,2,409,2934
1,1,1,1,6,0,48-02102,65,0,2,66,0
1,5,1,1,1,0,48-02515,65,3,N,57,4665
1,3,1,1,6,3,48-02101,92,11,2,379,3425
1,4,1,1,6,0,48-02101,65,0,4,53,2404
2,1,1,1,6,0,48-02507,92,0,2,N,3351
2,1,1,1,0,0,48-02102,92,3,4,N,3662
1,6,1,1,0,0,48-02507,92,0,2,N,5720
2,1,1,1,4,0,48-02507,32,0,5,N,512
2,1,1,1,0,0,48-02507,92,0,2,66,1361
2,6,1,1,0,0,48-02101,65,0,3,99,6547
1,1,1,1,N,0,48-02516,92,0,2,66,5666
2,1,2,1,0,0,48-02101,34,2,2,251,3233
2,4,1,1,8,0,48-02102,92,0,2,66,1527
2,1,1,1,6,0,48-02507,92,0,2,N,1974
1,1,1,1,6,0,48-02102,92,0,2,66,4021
1,1,1,1,0,0,48-02507,77,0,2,420,2751
2,1,1,1,0,0,48-02510,92,0,4,420,5383
1,1,1,1,0,0,48-02101,65,0,2,66,6417
1,6,1,2,0,1,48-02515,40,N,N,420,5293
1,1,1,1,6,0,48-02507,65,0,2,66,2280
2,1,1,1,6,0,48-02515,92,0,2,215,1282
1,1,1,1,0,0,48-02507,77,0,2,66,4923
2,6,1,1,6,0,48-02507,77,0,2,353,1178
1,3,1,1,9,4,48-02101,78,0,2,66,249
1,1,1,1,7,0,48-02515,77,0,2,66,4819
2,1,1,1,4,0,48-02507,92,0,2,66,1189
1,1,1,1,0,0,48-02510,65,0,2,N,6773
1,1,1,1,4,0,48-02101,70,3,N,N,6147
2,1,1,1,0,0,48-02101,92,0,8,66,1380
2,1,1,1,6,0,48-02510,92,0,5,66,3034
2,1,1,1,6,0,48-02101,65,0,2,251,1086
2,1,1,1,0,0,48-02507,78,1,2,N,4223
2,1,1,1,6,0,48-02102,77,0,2,66,1038
2,1,1,1,3,0,48-02510,92,0,2,N,3477
2,6,1,1,5,0,48-02515,92,0,2,N,1875
2,5,1,1,0,0,48-02102,65,0,5,N,6839
1,6,1,1,0,0,48-02101,92,0,2,66,2978
2,4,1,1,3,0,48-02515,65,0,N,N,5157
2,1,1,1,0,0,48-02515,77,1,4,N,856
2,1,1,1,0,0,48-02510,92,0,2,66,0
2,1,1,1,0,0,48-02101,92,0,N,420,5864
2,6,1,1,6,0,48-02101,65,2,5,469,3411
1,1,1,1,6,0,48-02102,92,0,2,N,4796
1,1,1,2,8,0,48-02516,92,0,11,60,5125
1,1,1,1,0,0,48-02101,77,1,N,395,4729
1,1,1,1,9,0,48-02507,92,0,4,N,6594
1,6,1,1,8,0,48-02507,92,0,2,N,2981
1,6,9,2,8,2,48-02516,89,0,N,0,6151
1,1,1,1,6,0,48-02510,77,0,2,251,798
1,1,1,1,0,0,48-02101,77,0,2,N,0
2,1,1,1,0,0,48-02101,92,0,2,66,997
2,1,1,1,6,0,48-02507,92,0,2,N,3931
1,1,1,1,7,0,48-02101,77,0,2,66,1687
2,6,2,2,0,0,48-02102,91,0,2,N,3427
2,1,1,1,1,0,48-02101,92,0,N,66,691
2,1,1,1,0,0,48-02101,77,1,2,251,0
2,1,1,1,6,0,48-02102,92,0,2,66,5621
1,N,1,1,1,0,48-02515,77,2,2,66,1394
2,1,1,1,6,0,48-02507,92,0,2,N,0
1,6,1,1,6,0,48-02102,92,0,2,58,2172
2,1,1,1,0,0,48-02515,92,0,2,N,3090
1,1,1,0,0,2,48-02510,44,1,2,263,3787
1,N,1,2,7,0,48-02510,55,2,N,97,4257
1,1,1,1,6,0,48-02515,92,0,3,66,2021
1,3,1,1,0,0,48-02507,92,0,2,6,2032
2,1,1,1,7,0,48-02510,92,3,2,251,4486
1,4,1,1,6,0,48-02515,92,2,3,377,8650
2,1,1,1,3,0,48-02102,77,1,N,66,2430
2,2,6,1,7,0,48-02515,92,0,2,6,2121
2,1,1,1,6,0,48-02102,92,0,2,66,1077
2,1,1,1,0,0,48-02515,77,0,2,66,3306
2,1,1,1,8,0,48-02102,92,0,2,66,1859
1,1,1,1,8,0,48-02515,77,0,2,64,3614
1,3,1,1,7,0,48-02101,92,2,4,427,2331
1,1,1,1,6,0,48-02515,77,0,2,66,4432
1,1,1,1,4,0,48-02510,92,2,4,66,5699
1,1,1,1,0,0,48-02515,92,0,2,N,3786
1,1,1,1,6,0,48-02507,92,0,2,61,1389
2,1,1,1,9,0,48-02101,92,0,2,66,4932
2,1,1,1,0,0,48-02507,92,0,7,64,4440
2,1,1,1,N,0,48-02507,18,1,2,251,1538
2,6,1,1,5,0,48-02102,32,1,2,131,4152
2,6,1,1,9,0,48-02510,73,0,4,N,2662
1,1,1,1,0,0,48-02101,92,0,2,420,2680
1,6,1,0,0,0,48-02507,92,5,4,N,5477
2,6,1,1,8,0,48-02510,92,1,2,66,3128
2,1,1,1,0,0,48-02516,65,0,5,66,3934
2,1,1,1,7,0,48-02507,92,0,3,392,3774
2,1,1,1,7,0,48-02515,92,11,4,499,1225
1,1,1,1,2,0,48-02101,92,0,2,66,0
2,1,1,1,0,0,48-02102,85,0,6,66,2355
2,1,1,1,0,0,48-02510,92,0,2,66,5408
1,1,1,1,0,0,48-02507,92,0,2,75,3675
2,1,1,1,0,0,48-02515,92,0,4,N,6403
2,1,1,1,6,0,48-02102,92,0,2,66,5988
2,1,1,1,N,0,48-02101,92,0,2,66,542
2,1,1,1,6,0,48-02516,65,11,N,15,346
1,1,1,1,0,0,48-02507,77,0,2,N,2948
1,1,1,2,7,0,48-02515,77,3,6,59,0
2,1,1,1,5,0,48-02507,92,0,2,66,2699
1,4,1,2,8,0,48-02515,77,0,5,66,6885
2,1,1,1,6,0,48-02101,83,11,2,66,7640
1,1,1,1,8,0,48-02510,92,0,2,66,2617
1,1,1,1,0,0,48-02102,92,0,2,N,3306
1,1,1,1,0,0,48-02515,92,0,2,66,2989
2,1,1,1,0,0,48-02510,92,0,6,494,4239
1,1,1,1,7,0,48-02510,92,0,2,251,1816
2,1,1,1,1,0,48-02510,92,0,2,N,3191
2,1,1,1,7,1,48-02101,92,0,2,64,7509
2,1,1,1,0,0,48-02102,65,0,N,66,3179
1,1,1,1,0,0,48-02507,92,0,N,N,4505
2,1,1,1,6,0,48-02102,92,0,2,N,4256
2,1,1,1,0,0,48-02515,65,0,2,N,0
2,1,1,1,1,0,48-02510,92,0,2,66,997
2,1,1,1,0,0,48-02515,92,0,2,N,3372
1,1,1,1,2,0,48-02507,92,0,2,66,5573
2,1,1,1,1,0,48-02101,27,0,3,210,9250
2,1,1,1,0,0,48-02101,92,0,2,N,2317
2,1,1,1,0,1,48-02101,92,0,2,60,6964
2,1,1,1,0,0,48-02102,92,0,N,420,3345
2,1,1,1,8,0,48-02102,65,0,2,N,4440
2,1,1,1,7,0,48-02102,77,0,2,N,4372
2,1,1,1,8,0,48-02510,92,0,2,66,3923
2,1,1,1,6,0,48-02510,77,1,2,66,3746
2,1,1,1,6,0,48-02102,77,0,2,N,2950
2,1,1,1,0,0,48-02102,77,0,2,N,2752
2,1,1,1,9,0,48-02102,92,0,5,N,4951
2,3,1,1,0,0,48-02515,65,0,2,332,7526
1,4,1,1,4,0,48-02507,92,0,3,493,4432
1,1,1,1,7,0,48-02515,92,0,N,499,9265
2,1,1,1,7,0,48-02510,67,0,2,66,0
2,5,1,1,8,0,48-02101,92,1,4,63,4412
2,1,1,1,0,0,48-02507,65,0,2,420,5228
2,N,1,1,8,0,48-02507,92,0,2,482,6961
1,4,1,1,5,0,48-02507,92,5,N,N,3810
2,1,1,1,7,0,48-02101,92,0,2,66,1275
2,4,1,1,0,0,48-02101,92,0,4,66,9061
1,1,1,1,7,0,48-02101,77,1,2,6,0
2,1,1,1,0,0,48-02510,92,0,N,N,1450
2,5,1,2,8,0,48-02102,65,0,2,66,1554
1,3,1,1,7,0,48-02102,92,0,2,89,2288
2,1,1,1,0,0,48-02515,92,0,2,251,4297
1,6,1,1,8,0,48-02102,77,7,N,66,2923
1,1,1,1,0,0,48-02507,77,1,4,66,2834
2,1,1,1,6,0,48-02510,77,0,N,N,2714
1,1,1,1,7,0,48-02510,92,0,2,66,0
1,4,1,1,8,1,48-02507,65,0,4,N,5070
2,1,1,1,7,0,48-02510,92,0,N,N,791
1,3,1,1,N,0,48-02515,92,0,13,410,4483
2,1,1,1,0,0,48-02102,14,0,2,66,2927
1,1,1,1,9,0,48-02510,44,0,2,N,7747
2,1,1,1,8,0,48-02510,32,1,2,66,1619
1,6,1,1,7,0,48-02101,92,3,2,63,2374
2,1,1,1,0,0,48-02102,92,0,2,66,0
1,1,1,1,6,0,48-02102,77,0,2,66,4748
2,1,1,1,0,0,48-02510,92,0,2,392,5822
2,1,1,1,0,0,48-02507,92,0,8,66,1711
2,1,1,1,9,0,48-02102,92,0,2,66,6667
1,6,1,1,0,0,48-02507,77,0,2,N,4527
1,1,1,1,0,0,48-02101,92,0,2,N,4080
2,1,1,1,9,0,48-02101,92,5,N,420,324
1,1,1,1,0,0,48-02510,92,0,3,361,5420
2,1,1,1,8,0,48-02515,76,1,2,420,5082
2,1,1,1,6,0,48-02102,92,0,2,66,865
1,1,1,1,8,0,48-02510,92,1,N,66,5224
2,5,1,1,2,0,48-02515,92,1,8,60,5590
1,1,1,1,0,0,48-02101,92,0,2,N,1955
2,6,1,1,7,0,48-02102,92,0,2,N,5077
1,1,4,1,6,0,48-02515,77,0,11,498,2286
1,4,1,1,0,1,48-02102,37,0,5,335,618
1,6,1,1,0,0,48-02102,92,0,2,386,3440
2,1,1,1,0,0,48-02101,92,0,2,N,9037
2,6,1,1,9,0,48-02102,92,1,2,N,3
2,1,1,1,6,0,48-02101,92,0,2,66,1010
1,1,1,1,5,3,48-02507,92,0,2,N,5888
1,1,1,1,3,1,48-02510,92,4,2,66,2016
2,3,1,1,7,0,48-02101,92,0,2,N,2167
2,1,1,1,0,0,48-02516,92,0,11,228,3306
2,1,1,1,7,0,48-02510,77,0,2,251,3617
2,1,1,1,0,0,48-02510,92,0,N,66,4387
2,1,1,1,0,0,48-02101,65,0,2,66,2157
2,1,1,1,0,0,48-02101,92,0,2,N,6041
2,1,1,1,7,2,48-02101,77,1,2,66,3472
1,1,1,1,0,0,48-02101,92,0,2,66,5454
1,1,1,1,7,0,48-02515,83,0,4,N,2138
2,1,1,1,7,0,48-02101,67,0,2,N,7221
2,1,1,1,0,0,48-02507,77,0,4,420,2946
1,6,1,2,0,0,48-02102,25,0,N,78,192
1,1,1,1,6,0,48-02101,92,0,2,420,4045
2,1,1,1,0,0,48-02516,92,0,4,64,588
1,1,1,1,7,0,48-02515,65,0,2,59,2520
1,6,1,1,9,0,48-02510,92,0,2,N,2410
2,1,1,1,0,0,48-02516,77,0,2,66,3646
1,1,1,1,2,0,48-02101,92,1,2,N,1791
2,1,1,1,0,0,48-02515,92,0,2,N,4621
2,1,1,1,0,0,48-02102,65,0,2,66,5080
1,1,1,1,N,0,48-02102,62,3,2,238,4226
2,1,1,1,0,0,48-02507,92,0,5,397,4729
2,1,1,1,8,0,48-02101,92,1,2,66,5900
1,2,1,1,0,0,48-02510,65,2,N,59,606
1,1,1,2,8,0,48-02102,92,1,5,N,2322
1,1,1,1,6,0,48-02507,92,0,2,420,1310
1,1,1,1,0,0,48-02516,65,0,2,66,0
2,1,1,1,0,0,48-02101,92,0,2,420,1767
2,3,1,0,9,0,48-02515,65,1,3,371,7492
2,6,1,2,3,1,48-02507,77,0,4,251,4500
1,1,1,1,7,0,48-02515,92,0,N,66,1643
2,1,1,1,0,0,48-02101,92,0,2,383,8089
2,1,1,1,0,0,48-02510,65,0,2,57,5782
2,1,1,1,6,0,48-02507,77,0,2,N,4754
1,1,1,2,0,0,48-02102,92,0,2,N,3306
1,1,1,1,0,0,48-02507,92,0,2,N,9275
1,6,1,1,9,0,48-02102,77,0,N,N,2815
2,1,1,1,7,0,48-02510,77,0,2,420,997
1,1,1,1,1,0,48-02507,92,2,7,214,8098
2,1,1,1,3,0,48-02515,92,0,4,420,7374
1,1,1,1,6,0,48-02510,92,0,2,66,247
1,1,1,1,0,0,48-02102,77,0,11,66,1147
2,1,1,1,0,0,48-02510,92,0,4,N,1852
1,1,1,1,6,0,48-02101,77,0,2,N,21
1,1,1,1,0,0,48-02515,65,0,2,66,7143
2,1,1,1,0,0,48-02515,92,0,3,66,0
2,1,1,1,7,0,48-02507,92,0,2,N,4289
1,1,1,1,0,0,48-02102,92,0,4,66,864
1,1,1,1,1,0,48-02101,92,0,N,454,832
2,1,1,1,6,0,48-02507,92,2,2,66,5579
1,6,1,1,9,0,48-02101,92,0,N,N,3346
1,1,1,1,0,0,48-02101,92,0,2,66,1542
2,1,1,1,0,0,48-02510,92,0,2,N,1012
2,1,1,1,6,0,48-02101,65,0,4,420,0
1,1,1,1,0,0,48-02102,65,0,2,66,918
2,1,1,1,8,0,48-02507,92,0,N,66,7190
2,1,1,1,9,0,48-02516,92,0,3,420,3801
1,1,1,1,4,0,48-02516,61,1,2,420,4000
1,6,1,1,6,4,48-02515,92,0,N,66,3599
1,1,1,1,0,0,48-02101,92,2,5,63,0
2,6,1,1,2,0,48-02102,65,0,2,66,3311
2,1,1,2,1,0,48-02507,69,3,N,454,4132
1,1,8,1,2,0,48-02510,92,0,4,53,3130
1,1,1,1,6,0,48-02507,77,0,2,66,4108
2,6,1,1,1,0,48-02510,92,0,8,N,3880
1,1,1,1,0,0,48-02510,77,0,2,N,2376
2,3,1,1,4,0,48-02516,65,3,4,53,4117
1,1,1,1,4,0,48-02101,77,0,2,N,1103
2,1,1,2,0,0,48-02510,92,0,2,N,2782
1,1,5,1,0,0,48-02102,32,0,4,N,1560
2,1,1,1,9,0,48-02515,65,0,2,462,425
2,1,1,1,0,0,48-02515,92,0,2,66,3306
1,6,1,1,0,0,48-02507,92,0,N,66,997
1,1,1,1,9,0,48-02515,92,5,2,420,3874
2,1,1,1,0,0,48-02507,92,0,2,66,1285
2,1,8,1,0,0,48-02510,65,1,2,N,2760
2,1,1,1,8,0,48-02515,69,0,2,310,4101
2,1,1,1,0,0,48-02102,77,0,2,66,3970
2,1,1,1,0,0,48-02507,65,0,7,138,6297
2,1,1,1,6,0,48-02101,92,0,2,66,997
1,1,1,1,7,0,48-02101,92,0,2,66,1053
2,1,6,1,8,0,48-02101,92,0,2,486,6766
2,1,1,1,2,0,48-02101,32,0,5,N,3270
1,1,1,1,6,0,48-02510,92,0,2,420,1697
1,1,1,1,6,0,48-02507,92,0,3,66,2880
2,1,1,1,6,2,48-02102,92,1,4,N,1094
1,6,8,1,0,0,48-02510,77,0,N,84,5488
2,1,1,1,6,0,48-02507,92,0,2,420,1023
1,1,1,1,0,0,48-02101,77,0,N,420,5965
2,1,1,1,0,0,48-02507,77,0,2,66,997
2,1,1,1,0,0,48-02102,92,0,N,56,5919
2,6,7,2,6,0,48-02507,92,2,2,232,6742
1,1,1,1,0,0,48-02102,65,0,2,N,997
2,1,1,1,6,0,48-02507,92,0,2,N,2484
2,1,1,1,6,0,48-02102,92,0,2,57,2334
2,1,1,1,0,0,48-02507,92,1,N,56,4269
1,1,1,2,6,0,48-02102,91,0,2,N,6720
2,1,2,1,0,1,48-02510,82,0,5,361,6788
1,6,1,1,0,0,48-02515,92,0,N,N,7947
2,1,1,1,6,0,48-02507,65,0,2,336,5591
1,1,1,1,6,0,48-02516,92,0,2,57,6188
1,1,1,1,6,0,48-02507,92,0,6,66,0
2,1,1,1,6,0,48-02515,77,0,5,420,5590
2,1,1,1,6,0,48-02507,92,0,2,N,802
2,6,1,1,0,0,48-02101,70,0,2,66,4366
1,6,1,1,8,0,48-02515,92,2,2,66,8409
1,1,1,1,0,0,48-02510,77,0,2,N,5279
2,1,1,1,6,0,48-02510,92,0,2,N,4095
