,AGEP_x,DEAR_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
47,64,2,2,2,2,N,9,0,1,770,4,6,0,2,1,-3565.0,6,294,48-02515,38,1,1,19,47,2,2,2,2,N,1,3580,0,N,47500.0,6,363,189,189,53.333333333333336
48,60,2,1,2,2,N,9,0,1,8180,9,6,0,2,1,42230.0,4,318,48-02507,86,1,1,76,37,2,2,2,2,N,1,6991,0,N,14100.0,3,107,29,28,40.0
49,66,2,2,2,N,N,6,0,1,8770,12,6,2,4,1,48568.0,8,342,48-02507,92,1,2,91,36,2,2,2,2,N,1,7970,0,3,8100.0,2,501,131,79,33.33333333333333
50,15,2,2,2,2,N,4,1,1,N,N,6,0,2,1,N,0,395,48-02510,41,1,1,35,17,2,2,2,1,N,1,N,0,4,0.0,0,501,79,51,53.333333333333336
51,32,2,2,2,N,N,9,0,1,N,10,4,1,N,2,30082.0,8,359,48-02516,226,1,2,37,57,2,2,2,2,N,1,7280,0,2,45600.0,6,314,186,186,33.33333333333333
52,59,2,2,2,2,N,N,0,1,N,N,N,0,N,2,N,8,184,48-02507,39,2,1,89,0,2,2,N,N,N,1,N,0,N,N,N,N,90,70,53.333333333333336
53,40,2,2,1,2,N,9,0,1,7860,10,1,0,4,1,135287.0,6,369,48-02101,34,2,1,31,50,2,2,2,2,N,1,7380,0,2,114000.0,9,501,30,30,40.0
54,55,2,2,1,2,N,7,0,1,770,3,4,1,3,1,33547.0,0,501,48-02516,82,2,2,94,54,2,2,2,2,N,1,770,0,2,50000.0,7,385,130,130,40.0
55,31,1,2,2,2,N,5,0,1,7860,6,1,2,N,2,91871.0,8,501,48-02516,42,1,2,39,22,2,2,2,2,N,1,5381,0,2,0.0,0,135,12,16,33.33333333333333
56,13,2,2,2,2,N,5,0,2,8790,14,6,0,4,1,-6300.0,3,148,48-02515,85,2,2,38,33,2,2,2,2,N,1,8680,0,2,57000.0,7,336,47,32,40.0
57,28,2,2,1,N,N,7,0,1,N,7,1,0,3,2,-6300.0,N,149,48-02507,93,1,1,77,44,2,2,2,2,N,1,6380,1,4,51000.0,7,415,64,65,26.666666666666668
58,56,2,2,2,2,N,10,1,1,3580,12,1,0,3,1,-2590.0,0,249,48-02507,114,1,2,121,70,2,2,2,2,N,1,8191,0,3,517700.0,9,501,139,79,53.333333333333336
59,50,2,1,1,N,N,7,0,1,7860,4,1,0,3,2,9542.0,7,102,48-02510,88,1,1,69,25,2,2,2,2,N,1,1180,1,3,66000.0,8,501,115,119,26.666666666666668
60,23,2,2,2,2,N,5,0,1,4070,0,6,0,4,1,117059.0,7,326,48-02101,269,1,2,46,31,2,2,2,2,N,1,180,0,N,9400.0,2,71,22,19,46.666666666666664
61,1,2,2,2,2,N,5,0,2,N,13,1,3,4,2,N,3,121,48-02102,20,1,1,88,73,2,2,2,2,N,1,8370,2,5,60000.0,7,393,49,56,33.33333333333333
62,30,2,2,2,N,N,3,1,1,8980,N,6,1,4,2,33732.0,5,468,48-02507,46,1,2,44,15,2,2,2,2,N,1,N,2,5,0.0,0,200,81,98,33.33333333333333
63,78,2,1,2,2,N,6,0,1,6992,14,1,0,3,1,137511.0,6,501,48-02510,16,1,2,237,56,2,2,2,2,N,1,8590,0,2,25000.0,4,327,50,47,40.0
64,42,2,2,2,2,N,5,1,1,8680,6,1,2,3,1,-6300.0,9,127,48-02515,88,1,2,47,40,2,2,2,2,N,1,5593,1,4,24000.0,4,235,32,33,40.0
65,18,2,2,2,N,N,7,0,1,8990,14,1,0,3,2,N,1,83,48-02516,19,1,2,15,29,2,2,2,2,N,1,8660,0,2,20000.0,4,385,133,134,40.0
66,76,2,2,2,2,N,7,0,1,6170,10,6,0,N,1,38296.0,3,501,48-02516,37,1,2,12,34,2,2,2,2,N,1,7690,0,3,34000.0,5,501,131,68,53.333333333333336
67,2,2,2,2,2,N,9,0,2,1990,N,3,0,2,2,10370.0,3,32,48-02507,55,1,2,231,84,2,2,2,2,N,1,N,0,N,21000.0,4,172,109,109,40.0
68,4,2,2,2,2,N,9,0,1,7980,12,1,0,2,2,88896.0,6,247,48-02102,84,1,2,23,46,2,2,2,2,N,1,8191,0,2,60000.0,7,501,77,77,53.333333333333336
69,9,2,2,2,2,N,8,0,1,770,N,4,3,4,2,N,5,31,48-02102,38,1,2,89,73,2,2,1,2,N,1,N,0,N,21000.0,4,171,60,59,33.33333333333333
70,41,2,2,2,2,N,10,0,1,6970,15,6,2,3,1,59252.0,9,451,48-02516,64,1,1,86,26,2,2,2,2,N,1,8770,0,N,75000.0,8,501,53,53,40.0
71,52,2,2,1,2,N,4,0,1,N,N,N,2,5,1,100880.0,9,455,48-02510,90,1,2,24,14,2,2,2,2,N,1,N,2,4,N,N,295,121,105,46.666666666666664
72,75,2,2,2,2,N,7,0,1,770,4,6,2,3,2,51902.0,9,217,48-02515,133,1,2,97,27,2,2,2,2,N,1,3570,0,N,20000.0,4,151,326,326,40.0
73,76,2,2,2,2,N,4,0,1,6080,3,6,1,4,2,N,6,238,48-02101,37,1,1,90,34,2,2,2,2,N,1,770,1,4,40000.0,6,374,102,102,60.0
74,19,2,2,2,2,N,4,0,1,8680,N,6,2,6,2,72664.0,8,501,48-02516,42,1,1,110,15,2,2,2,2,N,1,N,2,3,500.0,1,212,70,99,46.666666666666664
75,35,2,2,2,2,N,9,0,1,5080,10,1,0,4,2,89807.0,5,454,48-02101,62,1,1,76,42,2,2,2,2,N,1,7270,2,4,90000.0,8,353,87,86,46.666666666666664
76,82,2,2,2,2,5,9,0,1,8680,N,3,3,2,2,82832.0,3,371,48-02102,84,1,1,66,92,2,2,1,2,N,1,N,0,3,12900.0,3,265,67,67,33.33333333333333
77,82,2,2,2,2,N,2,0,1,N,N,N,2,3,1,N,0,501,48-02102,133,2,1,75,7,2,2,2,2,N,1,N,2,4,N,N,501,202,153,66.66666666666666
78,43,2,2,1,2,5,5,0,1,7680,9,6,0,2,1,-6300.0,7,388,48-02101,41,1,2,40,23,2,2,2,2,N,1,6991,3,6,9000.0,2,65,101,50,26.666666666666668
79,38,2,2,2,2,N,9,0,1,7970,4,6,3,4,1,N,N,204,48-02507,62,1,1,39,30,2,2,2,2,N,1,2170,0,3,39930.0,6,501,68,38,40.0
80,8,2,2,1,2,N,5,0,2,8191,4,3,0,N,1,N,5,144,48-02101,159,1,1,25,61,2,2,2,2,N,1,3580,0,2,69000.0,8,501,87,41,33.33333333333333
81,23,2,2,2,N,N,9,0,1,6870,9,6,0,6,1,145153.0,9,501,48-02516,53,1,2,72,25,2,2,2,2,N,1,6992,0,N,65000.0,8,493,305,305,40.0
82,34,2,2,2,2,N,3,0,1,N,N,6,2,4,1,N,1,501,48-02516,41,2,2,16,15,2,2,2,2,N,1,N,2,4,0.0,0,501,190,254,66.66666666666666
83,24,2,2,2,2,N,5,0,1,7860,6,6,0,2,2,40040.0,9,222,48-02516,32,1,2,148,24,2,2,2,2,N,1,5080,0,N,30000.0,5,229,54,53,53.333333333333336
84,7,2,2,2,2,N,4,0,1,6870,14,6,4,2,1,133699.0,7,501,48-02102,38,2,1,63,16,2,2,2,2,N,1,8680,3,5,5000.0,2,315,191,143,40.0
85,60,2,2,1,2,N,9,0,1,N,N,2,0,6,1,N,9,69,48-02101,61,1,1,54,73,1,2,2,2,N,1,N,0,2,57500.0,7,444,94,94,40.0
86,77,1,2,2,2,N,5,0,1,8191,10,6,1,3,1,74153.0,8,440,48-02515,39,1,2,17,69,2,2,2,2,N,1,7690,0,3,22300.0,4,374,181,141,40.0
87,27,2,2,2,2,N,10,0,1,8090,12,1,0,N,1,86534.0,5,324,48-02507,98,1,1,24,50,2,2,2,2,N,1,8090,3,5,128000.0,9,473,41,51,46.666666666666664
88,2,2,2,2,2,N,7,0,1,N,1,1,0,2,1,-6300.0,4,248,48-02510,14,1,1,107,57,2,2,2,2,N,1,370,0,2,493500.0,9,501,48,44,53.333333333333336
89,43,2,2,2,2,N,7,0,1,5391,11,6,0,3,1,143191.0,5,454,48-02516,71,1,1,45,25,2,2,2,2,N,1,7860,0,N,49000.0,7,372,81,78,46.666666666666664
90,51,2,2,2,N,N,5,0,1,N,15,6,2,4,1,121738.0,5,501,48-02516,72,1,2,81,23,2,2,2,2,N,1,8770,0,N,10000.0,2,75,44,53,33.33333333333333
91,33,2,2,2,2,N,5,0,1,N,N,4,2,5,2,N,N,322,48-02101,90,1,1,121,73,1,2,1,1,5,1,N,0,3,27200.0,5,248,100,100,20.0
92,2,2,2,2,N,N,5,0,1,7380,4,6,2,N,2,112048.0,8,373,48-02101,7,1,2,28,30,2,2,2,2,N,1,2370,2,3,0.0,0,0,93,61,40.0
93,36,2,1,1,1,N,10,0,1,7790,7,1,0,2,1,26011.0,4,501,48-02507,8,1,1,188,51,2,2,2,2,N,1,6380,1,4,170000.0,9,501,48,47,26.666666666666668
94,7,2,2,2,N,N,9,1,1,7860,10,1,0,11,1,N,2,163,48-02516,109,1,2,47,29,2,2,2,2,N,1,7270,2,4,0.0,0,309,84,107,33.33333333333333
95,57,2,1,2,2,N,4,0,1,8680,6,6,2,N,2,54026.0,8,315,48-02515,55,1,2,140,67,2,2,2,2,N,1,4971,0,N,11800.0,3,97,39,39,40.0
96,28,2,2,2,2,N,8,0,1,6890,10,1,1,5,1,64344.0,0,413,48-02507,40,1,2,90,43,2,2,2,2,N,1,7390,1,4,55400.0,7,491,33,33,46.666666666666664
97,77,2,2,2,2,N,5,0,1,2390,9,1,0,4,1,146612.0,9,418,48-02516,58,1,1,47,46,2,2,2,2,N,1,6870,0,3,280010.0,9,501,97,97,53.333333333333336
98,65,1,2,2,2,N,5,0,1,8370,6,6,0,5,2,14446.0,3,184,48-02102,103,1,2,104,32,2,2,2,2,N,1,5391,0,N,46000.0,6,351,145,163,40.0
99,44,1,2,2,N,N,5,0,2,6170,15,1,0,2,2,N,N,154,48-02102,15,1,2,70,42,2,2,2,2,N,1,8980,2,5,15000.0,3,378,92,104,20.0
100,54,2,2,2,2,N,5,1,2,770,15,1,2,6,2,46057.0,8,230,48-02507,151,1,1,156,29,2,2,2,2,N,1,8770,2,5,20000.0,4,80,175,175,40.0
101,73,2,2,2,2,N,4,0,1,N,N,6,2,3,1,4480.0,9,501,48-02102,86,2,2,39,16,2,2,2,2,N,1,N,1,3,0.0,0,501,153,86,60.0
102,48,2,2,1,2,N,8,0,1,7860,9,1,2,4,1,108794.0,N,501,48-02507,95,1,1,24,68,2,2,2,2,N,1,6890,0,2,29800.0,5,501,44,49,40.0
103,5,2,2,2,2,N,5,0,1,8680,10,4,2,5,2,-6300.0,4,34,48-02507,105,1,2,83,64,2,2,2,2,N,1,7780,1,3,4400.0,2,392,216,164,40.0
104,79,2,1,2,N,N,7,0,1,6080,8,6,2,3,1,19897.0,N,374,48-02515,12,1,2,32,74,2,2,2,2,N,1,6670,0,N,160000.0,9,501,76,77,26.666666666666668
105,92,2,2,2,2,N,11,0,1,N,N,1,N,3,1,99034.0,N,357,48-02101,285,1,2,67,66,2,2,2,2,N,1,N,0,2,10700.0,3,501,50,66,46.666666666666664
106,3,1,1,2,2,N,5,0,1,770,11,6,2,5,1,-6300.0,3,212,48-02510,135,1,1,28,19,2,2,2,2,N,1,7860,0,4,0.0,0,431,79,69,26.666666666666668
107,57,2,2,2,2,N,5,0,1,7270,3,6,0,4,2,38105.0,N,421,48-02515,99,1,1,117,24,2,2,2,2,N,1,770,0,N,60000.0,7,458,137,136,46.666666666666664
108,35,2,1,2,2,N,3,0,1,N,N,1,2,3,1,191933.0,8,459,48-02102,76,1,2,67,46,2,2,2,2,N,1,N,0,2,0.0,0,501,285,286,40.0
109,9,2,2,2,2,N,4,1,1,N,N,1,4,2,2,70429.0,8,441,48-02510,23,1,2,90,31,2,2,2,2,N,1,N,3,5,100.0,1,107,150,131,46.666666666666664
110,49,2,1,2,2,N,7,1,1,7380,11,1,0,4,1,186634.0,6,407,48-02515,75,1,2,61,59,2,2,2,2,N,1,7860,1,3,2000.0,1,401,54,55,33.33333333333333
111,36,2,2,2,2,N,7,0,1,N,12,6,1,N,1,N,0,501,48-02516,70,1,2,90,49,2,2,2,2,N,1,8191,0,3,70000.0,8,501,211,81,46.666666666666664
112,39,2,2,2,2,N,9,1,1,3875,14,1,3,N,1,100772.0,5,501,48-02507,38,1,1,111,50,2,2,2,2,2,1,8563,0,4,100000.0,9,501,123,123,40.0
113,30,2,2,2,N,N,4,0,1,8191,6,1,1,4,1,N,0,461,48-02102,101,1,2,77,45,2,2,2,2,N,1,5070,1,4,9000.0,2,298,19,19,46.666666666666664
114,68,1,2,2,2,N,9,0,1,N,7,6,0,4,1,3122.0,6,360,48-02516,102,1,2,9,33,2,2,2,2,N,1,6280,0,3,0.0,0,360,122,63,46.666666666666664
115,2,2,1,2,2,5,7,0,2,7860,N,3,0,2,1,-6300.0,8,288,48-02510,17,1,1,69,87,1,1,1,2,N,1,N,0,N,119400.0,9,501,43,44,20.0
116,33,2,2,1,2,N,10,0,3,7860,N,3,1,3,1,-6300.0,6,350,48-02102,43,1,2,64,80,2,2,2,2,N,1,N,0,3,44900.0,6,501,119,116,40.0
117,70,2,2,1,2,5,9,1,1,9920,10,1,0,5,1,71903.0,7,501,48-02507,31,1,1,55,41,2,2,2,2,N,1,7490,3,5,70000.0,8,280,105,84,33.33333333333333
118,78,2,2,1,N,N,7,0,1,N,N,6,0,3,1,N,8,441,48-02515,70,6,2,90,34,2,2,2,2,N,1,N,0,3,0.0,0,501,101,37,46.666666666666664
119,38,2,2,2,2,5,9,0,1,8191,6,6,1,2,2,-5169.0,6,348,48-02515,61,1,2,15,52,2,2,2,2,N,1,5070,0,N,38000.0,6,288,50,49,40.0
120,48,2,2,2,2,N,5,0,1,5190,15,1,0,3,1,126147.0,5,483,48-02510,44,2,1,72,44,2,2,2,2,N,1,8970,0,4,8400.0,2,342,131,126,46.666666666666664
121,8,1,2,2,2,5,8,0,1,7071,4,1,3,5,1,69675.0,2,481,48-02507,131,1,2,38,58,2,2,2,2,N,1,3580,0,2,63000.0,7,501,50,49,26.666666666666668
122,18,2,2,2,2,N,6,0,1,6680,N,1,2,5,2,N,3,229,48-02510,183,1,2,125,26,2,2,2,1,N,1,N,0,3,0.0,0,501,69,78,33.33333333333333
123,0,2,2,2,2,5,3,0,1,N,N,4,3,N,2,N,N,277,48-02101,98,1,1,79,64,2,1,1,2,N,1,N,0,N,1500.0,1,11,116,116,33.33333333333333
124,8,2,2,2,2,N,9,0,1,7860,11,6,0,2,1,137125.0,4,440,48-02516,106,1,1,171,24,2,2,2,2,N,1,7860,0,4,15000.0,3,238,283,245,53.333333333333336
125,4,2,2,2,2,N,7,0,1,N,14,1,0,2,2,31833.0,7,283,48-02102,169,1,2,52,20,2,2,2,2,N,1,8680,0,2,29500.0,5,264,153,153,53.333333333333336
126,71,1,2,2,2,N,3,1,1,7860,10,1,0,N,1,-6300.0,2,326,48-02515,57,1,1,51,49,2,2,2,2,N,1,7770,2,8,18000.0,4,501,49,39,33.33333333333333
127,17,2,2,2,2,N,7,1,1,7680,15,1,0,N,1,70167.0,5,467,48-02507,12,1,2,14,25,2,2,2,2,N,1,8980,1,3,40000.0,6,333,176,175,40.0
128,92,2,2,2,2,N,7,0,2,N,N,1,0,4,1,178274.0,2,501,48-02101,28,2,1,75,50,2,2,1,1,5,1,N,0,2,77600.0,8,501,141,141,33.33333333333333
129,55,2,2,2,N,5,9,0,1,6870,11,6,0,N,1,-6300.0,6,407,48-02507,99,2,2,41,26,2,2,2,2,N,1,7860,0,4,50000.0,7,501,406,361,33.33333333333333
130,50,1,2,1,2,N,5,0,1,N,N,6,3,5,0,N,8,316,48-02515,86,1,2,120,27,2,2,2,2,N,2,N,N,N,0.0,0,N,79,0,26.666666666666668
131,13,2,2,2,2,N,3,1,1,N,N,6,0,2,1,102002.0,5,435,48-02516,67,1,2,71,15,2,2,2,2,N,1,N,2,5,0.0,0,261,76,69,46.666666666666664
132,37,2,2,1,2,N,5,1,1,7970,3,6,2,2,2,N,5,93,48-02507,106,1,2,34,26,2,2,2,2,N,1,770,0,N,30000.0,5,229,274,274,40.0
133,39,2,2,2,2,N,7,0,1,4870,5,1,2,2,2,33438.0,2,501,48-02516,117,1,1,381,35,2,2,2,2,N,1,4265,0,2,36000.0,6,421,16,15,46.666666666666664
134,68,2,2,N,N,N,8,1,1,7860,11,1,2,2,1,-4422.0,3,413,48-02515,25,1,2,36,35,2,2,2,2,N,1,7860,2,4,18000.0,4,304,101,108,40.0
135,84,2,2,2,2,N,9,0,1,7860,4,6,1,N,2,35845.0,N,306,48-02515,48,1,2,89,34,2,2,2,2,N,1,3580,0,2,140000.0,9,501,148,93,40.0
136,10,2,2,1,2,N,4,0,1,N,6,1,0,N,2,-6300.0,9,79,48-02507,87,1,2,78,63,2,2,2,2,N,1,4795,0,2,26000.0,5,310,55,55,40.0
137,59,2,2,2,2,N,10,0,1,N,N,4,1,2,1,-6300.0,7,104,48-02507,330,1,2,126,56,2,2,1,2,N,1,N,0,N,61200.0,7,464,56,56,46.666666666666664
138,47,2,2,2,2,N,3,1,1,N,N,1,3,N,2,-6300.0,3,149,48-02516,109,1,1,113,78,2,2,2,2,N,1,N,0,2,13000.0,3,124,421,276,53.333333333333336
139,36,2,2,2,2,N,7,0,1,8191,7,6,1,3,1,N,0,477,48-02101,28,1,2,85,51,2,2,2,2,N,1,6070,0,2,34000.0,5,258,46,48,40.0
140,74,2,2,2,2,N,7,0,1,4795,11,1,2,3,2,187227.0,0,405,48-02510,56,1,2,254,37,2,2,2,2,N,1,7870,0,2,10800.0,3,307,64,64,40.0
141,31,2,2,2,2,N,10,0,1,3580,10,6,0,2,1,-6300.0,3,293,48-02516,21,1,1,27,27,2,2,2,2,N,1,7280,0,3,80200.0,8,501,30,30,46.666666666666664
