,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
35,39,2,2,2,2,2,N,7,0,1,13,1,3,5,1,6,501,48-02101,43,1,2,32,51,2,2,1,2,2,N,1,0,2,1,476,87,100,42.857142857142854
36,56,2,2,2,1,2,N,5,0,1,13,1,0,2,1,3,501,48-02102,163,1,2,133,37,2,2,2,2,2,N,1,1,6,4,121,54,53,42.857142857142854
37,35,2,7,2,2,2,N,7,0,1,11,1,2,4,1,7,501,48-02510,75,1,1,74,71,2,7,2,2,2,N,1,0,2,8,501,80,80,57.14285714285714
38,29,2,2,2,2,2,N,7,0,1,12,5,0,3,2,6,501,48-02101,46,1,2,45,21,2,2,2,2,2,N,1,2,6,3,500,61,31,50.0
39,20,2,2,2,2,2,N,7,0,1,9,6,0,N,2,5,229,48-02101,31,1,2,39,30,2,2,2,2,2,N,1,0,3,5,501,83,68,64.28571428571429
40,58,2,6,2,2,2,N,6,0,1,N,6,0,N,1,7,379,48-02515,51,1,2,41,62,2,6,2,1,2,N,1,0,6,4,501,78,78,50.0
41,54,2,7,2,2,2,N,9,0,1,9,1,4,7,1,7,174,48-02507,94,2,2,88,48,2,7,2,2,2,N,1,2,4,6,501,192,192,50.0
42,63,2,2,2,2,2,N,7,0,1,2,1,0,2,1,6,501,48-02101,19,1,2,15,57,2,2,2,2,2,N,1,0,3,8,501,115,128,64.28571428571429
43,62,2,7,2,2,2,N,5,0,1,10,1,0,2,2,6,240,48-02507,65,1,1,65,32,2,7,2,2,2,N,1,1,3,4,106,85,86,50.0
44,60,2,2,2,2,2,N,4,0,1,N,4,0,5,2,3,138,48-02102,27,1,2,16,77,2,2,2,2,2,N,1,0,N,3,109,42,42,64.28571428571429
45,1,2,2,2,N,N,N,N,0,1,N,N,2,5,1,N,413,48-02101,70,2,2,60,0,2,2,2,N,N,N,1,0,5,N,161,63,88,64.28571428571429
46,39,2,5,2,2,2,N,7,0,1,7,6,0,N,1,5,360,48-02516,53,1,2,54,22,2,5,2,2,2,N,1,0,4,5,436,58,47,64.28571428571429
47,44,2,7,2,2,2,N,7,0,1,7,4,0,N,1,7,463,48-02510,114,1,1,111,66,2,7,2,2,2,N,1,0,N,7,470,60,60,71.42857142857143
48,41,2,2,2,2,2,N,8,0,1,4,6,0,N,1,2,53,48-02101,56,1,2,53,49,2,2,2,2,2,N,1,0,3,5,501,197,160,57.14285714285714
49,16,2,2,2,2,2,N,3,1,1,N,6,1,6,1,0,501,48-02101,70,1,2,47,76,2,2,1,1,2,N,1,0,3,2,407,112,70,35.714285714285715
50,67,2,2,2,2,2,N,8,0,1,9,4,0,2,1,4,315,48-02101,21,2,2,26,64,2,2,2,2,2,N,1,0,N,4,150,97,97,64.28571428571429
51,17,2,7,2,2,2,N,4,0,1,15,6,2,4,1,1,501,48-02510,58,1,1,58,17,2,7,2,2,2,N,1,2,5,1,501,91,91,78.57142857142857
52,32,2,5,2,2,2,N,7,0,1,15,6,0,3,1,6,436,48-02516,190,1,1,107,25,2,5,2,2,2,N,1,0,2,4,422,29,20,57.14285714285714
53,76,2,7,2,2,2,N,6,0,1,3,1,0,2,1,9,501,48-02510,44,1,1,54,35,2,7,2,2,2,N,1,0,8,2,216,115,71,57.14285714285714
54,64,2,2,2,2,2,N,5,0,1,7,6,0,6,1,5,501,48-02101,136,1,2,162,23,2,2,2,2,2,N,1,0,4,2,501,71,31,64.28571428571429
55,20,2,2,2,2,2,N,8,0,1,6,6,0,N,2,1,10,48-02102,501,1,2,301,24,2,2,2,2,2,N,1,0,N,5,191,143,143,64.28571428571429
56,33,2,7,2,2,2,N,3,1,1,14,1,0,3,1,0,174,48-02507,147,8,2,127,31,2,7,2,2,2,N,1,2,8,1,201,209,213,50.0
57,20,2,7,2,2,2,N,7,1,1,10,6,0,2,1,4,501,48-02507,138,1,1,182,21,1,7,2,2,2,N,1,1,5,3,279,49,56,42.857142857142854
58,77,2,2,2,2,2,N,5,0,1,6,2,0,2,1,7,403,48-02101,62,1,1,41,53,2,2,2,2,2,N,1,0,2,8,501,110,86,64.28571428571429
59,67,2,7,2,2,2,N,7,0,1,N,1,0,6,1,2,501,48-02507,23,2,1,23,58,2,7,1,1,2,N,1,0,4,3,413,74,85,42.857142857142854
60,55,2,6,2,1,2,N,7,0,2,10,4,N,N,0,1,N,48-02515,87,1,1,0,40,2,6,2,2,2,N,3,N,N,1,15,53,0,64.28571428571429
61,70,1,2,2,2,2,N,6,1,1,N,4,0,2,1,5,251,48-02101,3,1,2,109,87,2,2,2,2,2,N,1,0,2,1,167,146,132,57.14285714285714
62,65,2,5,2,1,2,N,6,0,1,11,6,0,N,1,2,33,48-02516,81,1,2,87,38,2,5,2,2,2,N,1,0,3,0,4,123,73,50.0
63,43,2,5,2,2,2,N,7,0,1,N,1,1,5,1,0,290,48-02516,51,9,2,72,72,2,5,2,2,2,N,1,0,2,7,501,406,406,50.0
64,23,2,7,2,2,2,N,5,0,1,15,6,0,2,2,4,152,48-02507,81,1,1,89,25,2,7,2,2,2,N,1,0,3,3,501,83,66,57.14285714285714
65,68,1,2,1,1,2,N,4,0,1,N,1,0,3,2,3,343,48-02101,16,1,1,16,60,2,2,2,2,2,N,1,0,3,4,238,60,59,42.857142857142854
66,72,2,2,2,2,2,N,9,0,1,12,1,0,2,1,9,501,48-02101,27,9,2,28,28,2,2,2,2,2,N,1,3,5,8,246,40,39,50.0
67,70,2,7,2,2,2,N,7,0,1,4,6,0,N,2,9,501,48-02507,87,1,1,86,21,2,7,2,2,2,N,1,0,N,2,75,51,50,64.28571428571429
68,42,2,7,2,2,2,N,9,0,1,4,6,1,4,2,7,422,48-02507,96,1,1,97,30,2,7,2,2,2,N,1,2,6,5,205,168,167,50.0
69,42,2,2,2,2,2,N,5,0,1,1,1,1,3,2,7,336,48-02102,77,1,1,71,51,2,2,2,2,2,N,1,0,2,8,501,31,26,50.0
70,13,2,7,2,N,N,N,1,0,1,N,N,0,5,1,N,436,48-02510,78,9,2,110,3,2,7,2,N,N,N,1,4,6,N,287,78,104,64.28571428571429
71,80,2,7,2,2,2,N,4,0,1,6,1,0,2,1,3,368,48-02507,34,1,1,39,69,2,7,2,2,2,N,1,0,2,8,501,48,52,64.28571428571429
72,66,2,2,2,2,2,N,4,0,1,6,3,0,N,2,4,168,48-02101,266,1,2,260,65,2,2,2,2,2,N,1,2,6,3,458,36,40,50.0
73,66,2,6,2,2,2,N,10,0,1,6,1,0,2,1,6,405,48-02515,14,1,2,14,53,2,6,2,2,2,N,1,1,4,1,501,79,79,50.0
74,79,2,5,2,2,2,N,11,0,1,10,1,0,2,1,9,501,48-02516,75,1,2,70,41,2,5,2,2,2,N,1,1,3,7,501,89,88,57.14285714285714
75,60,2,6,2,2,2,N,8,0,1,13,1,0,3,1,0,501,48-02515,32,1,2,31,32,2,6,2,2,2,N,1,1,3,4,398,212,199,57.14285714285714
76,44,2,6,2,2,2,N,11,0,1,9,4,1,3,2,7,387,48-02515,46,1,1,47,55,2,6,2,2,2,N,1,0,N,6,328,72,72,50.0
77,66,2,2,2,2,2,N,5,1,1,N,3,0,3,1,3,5,48-02102,154,1,2,155,47,2,2,2,2,1,N,1,0,6,0,443,130,97,50.0
78,70,2,2,2,2,2,N,8,0,1,N,6,0,N,1,8,501,48-02101,54,1,2,55,24,2,2,2,2,2,N,1,0,4,0,150,97,53,57.14285714285714
79,31,2,7,2,2,2,N,4,0,1,3,6,0,N,2,0,0,48-02507,174,1,1,179,32,2,7,2,2,2,N,1,0,5,2,262,254,184,57.14285714285714
80,16,2,5,2,2,2,N,4,0,1,N,6,1,3,1,0,501,48-02516,527,9,1,471,18,2,5,2,2,1,N,1,1,4,1,463,195,155,50.0
81,50,2,5,2,2,2,N,7,0,1,10,4,1,5,1,8,403,48-02516,111,1,1,83,45,2,5,2,2,2,N,1,0,N,9,501,116,116,50.0
82,24,2,5,2,2,2,N,5,0,1,10,6,0,N,2,4,151,48-02516,84,1,1,74,21,2,5,2,2,2,N,1,0,N,5,214,110,110,64.28571428571429
83,25,2,2,2,2,2,N,9,1,1,6,6,0,4,1,3,368,48-02102,26,1,2,105,35,2,2,2,2,2,N,1,0,2,5,235,90,87,57.14285714285714
84,63,2,2,2,2,2,N,10,0,1,5,1,0,2,1,8,501,48-02101,109,1,2,109,58,2,2,2,2,2,N,1,0,2,8,501,43,44,78.57142857142857
85,21,2,2,2,2,2,N,7,1,1,10,6,1,5,1,4,123,48-02101,55,1,1,58,28,2,2,2,2,2,N,1,0,3,5,313,40,46,50.0
86,17,2,7,2,2,2,N,7,1,1,6,6,0,5,1,1,501,48-02510,148,1,2,59,23,2,7,2,2,2,N,1,0,2,1,501,86,52,71.42857142857143
87,33,2,2,2,2,2,N,9,0,1,2,1,3,5,1,9,85,48-02101,12,1,2,16,64,2,2,2,2,2,N,1,0,2,8,501,97,101,50.0
88,61,2,5,1,2,2,N,7,0,1,9,4,0,2,1,7,463,48-02516,60,1,2,60,58,2,5,2,2,2,N,1,0,2,6,342,72,71,57.14285714285714
89,25,2,5,2,2,2,N,5,0,1,12,1,0,2,2,7,462,48-02516,276,1,2,371,66,2,5,1,1,1,N,1,0,2,1,501,19,21,42.857142857142854
90,36,2,2,2,2,2,N,7,0,1,16,4,0,2,1,5,302,48-02102,84,1,1,82,53,2,2,2,2,2,N,1,0,N,9,501,80,80,57.14285714285714
91,85,1,7,1,2,2,N,5,0,1,N,3,0,N,1,5,219,48-02507,542,2,1,531,85,1,7,2,2,2,N,1,0,3,3,501,123,70,57.14285714285714
92,39,2,6,2,2,2,N,9,0,1,14,1,1,3,2,7,277,48-02515,167,1,1,157,26,2,6,2,2,2,N,1,0,2,7,501,45,44,57.14285714285714
93,41,2,7,2,2,2,N,5,0,1,14,1,2,7,2,0,296,48-02510,65,2,2,65,29,2,7,2,2,2,N,1,2,4,0,214,107,138,64.28571428571429
94,28,2,5,2,2,2,N,4,1,1,N,1,3,6,1,0,203,48-02516,97,1,2,94,54,2,5,2,2,2,N,1,0,3,0,501,80,85,57.14285714285714
95,14,2,7,2,2,1,N,4,0,1,N,N,3,6,1,N,245,48-02510,192,1,2,106,14,2,7,2,2,2,N,1,2,4,N,295,121,105,57.14285714285714
96,2,2,2,2,N,N,N,N,1,1,N,N,3,5,1,N,308,48-02101,174,8,2,179,0,2,2,2,N,N,N,1,4,6,N,178,156,120,57.14285714285714
97,51,2,2,2,2,2,N,7,1,1,7,1,1,6,1,4,263,48-02101,75,8,2,65,57,2,2,2,2,2,N,1,0,2,0,443,109,94,50.0
98,67,2,7,2,2,2,N,7,0,1,7,6,0,N,1,5,288,48-02507,77,1,2,77,59,2,7,2,2,2,N,1,0,4,8,501,66,53,57.14285714285714
99,62,2,7,2,2,2,N,7,0,1,15,1,0,2,1,9,501,48-02510,42,6,2,43,63,2,7,2,2,2,N,1,0,2,5,501,45,50,71.42857142857143
100,65,2,7,2,2,2,N,8,1,1,6,1,0,2,1,4,347,48-02507,31,1,1,21,58,1,7,1,1,2,N,1,1,5,5,279,56,56,28.57142857142857
101,34,2,6,2,2,2,N,9,0,1,4,6,1,2,2,9,501,48-02515,74,1,2,81,34,2,6,2,2,2,N,1,0,2,9,501,148,93,78.57142857142857
102,14,2,6,2,2,2,N,3,0,1,N,N,2,3,2,N,140,48-02515,231,9,1,243,12,2,6,2,2,2,N,1,2,4,N,501,178,123,64.28571428571429
103,79,2,2,2,2,2,N,8,0,1,5,1,0,2,1,8,501,48-02102,107,1,1,97,70,1,2,2,2,2,N,1,0,2,4,265,71,71,57.14285714285714
104,50,2,2,2,2,2,N,6,0,1,10,1,0,2,2,9,501,48-02102,28,1,2,28,51,2,2,2,2,2,N,1,0,2,6,337,105,105,64.28571428571429
105,0,2,2,2,N,N,N,N,1,1,N,N,2,5,1,N,309,48-02102,107,8,1,103,0,2,2,2,N,N,N,1,1,3,N,501,175,116,64.28571428571429
106,19,2,7,2,2,2,N,5,0,3,6,6,N,N,0,2,N,48-02507,15,1,2,0,39,2,7,2,2,2,N,3,N,N,0,0,4,0,71.42857142857143
107,71,2,7,2,2,2,N,10,0,1,8,3,0,N,1,8,501,48-02507,45,1,2,40,92,2,7,2,1,2,N,1,0,N,7,501,47,47,64.28571428571429
108,45,2,7,2,2,2,N,9,0,1,12,4,0,N,2,6,380,48-02510,254,1,2,254,37,2,7,2,2,2,N,1,2,3,7,300,58,58,50.0
109,43,2,2,2,2,2,N,4,1,1,15,1,2,4,1,5,372,48-02101,59,1,1,63,66,2,2,2,2,2,N,1,0,2,5,200,134,82,57.14285714285714
110,64,2,5,2,2,2,N,7,0,1,15,1,0,3,1,8,501,48-02516,134,1,2,72,63,2,5,2,2,2,N,1,0,2,3,351,237,236,57.14285714285714
111,63,2,6,2,2,2,N,11,0,1,16,1,0,2,1,8,501,48-02515,22,1,2,23,64,2,6,2,2,2,5,1,0,2,9,501,48,43,64.28571428571429
112,67,2,6,2,2,2,N,7,0,1,4,4,0,N,1,8,501,48-02515,52,1,2,51,62,2,6,2,2,2,N,1,0,N,8,501,44,45,78.57142857142857
113,27,2,2,2,2,2,N,7,0,1,6,6,2,3,2,5,241,48-02102,21,1,2,2,26,2,2,2,2,2,N,1,2,3,1,22,15,17,64.28571428571429
114,50,2,7,2,2,2,N,7,1,1,12,1,3,6,2,4,208,48-02510,252,1,2,342,39,2,7,2,2,2,N,1,2,4,8,493,133,127,50.0
115,72,2,2,2,2,2,N,7,0,1,N,4,0,N,1,3,106,48-02102,84,1,1,81,63,2,2,2,2,2,N,1,0,N,1,20,41,41,64.28571428571429
116,20,2,2,2,2,2,N,8,0,1,11,6,0,5,1,4,501,48-02101,163,1,2,140,22,2,2,2,2,2,N,1,0,2,0,481,172,97,57.14285714285714
117,48,2,7,2,2,2,N,10,0,1,11,4,1,2,1,7,501,48-02507,121,2,2,121,49,2,7,2,2,2,N,1,0,2,7,357,48,48,64.28571428571429
118,25,2,7,2,2,2,N,9,0,1,9,6,0,5,1,6,324,48-02507,89,8,1,62,33,2,7,2,2,2,N,1,0,4,6,324,407,219,71.42857142857143
119,3,2,6,2,N,N,N,1,1,1,N,N,3,5,1,N,176,48-02515,134,1,2,129,3,2,6,2,N,N,N,1,3,5,N,211,157,122,78.57142857142857
120,60,2,2,2,2,2,N,6,0,1,N,1,0,2,2,3,487,48-02101,54,1,2,55,79,2,2,2,2,2,N,1,0,2,3,460,63,53,71.42857142857143
121,6,2,2,2,2,2,N,2,1,1,N,N,3,5,2,N,178,48-02101,98,8,2,152,6,2,2,2,2,2,N,1,6,7,N,0,108,114,64.28571428571429
122,37,2,7,2,2,2,N,4,1,1,N,1,4,5,1,0,257,48-02507,78,1,2,72,48,2,7,2,2,2,N,1,0,5,0,257,112,97,71.42857142857143
123,92,2,7,2,1,2,N,5,0,2,N,3,N,N,0,3,N,48-02507,10,2,1,0,86,2,7,2,1,1,N,2,N,N,2,N,68,0,71.42857142857143
124,35,2,6,2,2,2,N,9,1,1,11,1,1,4,1,8,501,48-02515,126,1,2,107,30,2,6,2,2,2,N,1,0,2,7,501,70,70,57.14285714285714
125,59,2,2,2,2,2,N,6,0,1,6,4,0,N,1,3,110,48-02102,67,1,2,62,60,2,2,2,2,2,N,1,0,4,6,397,34,34,57.14285714285714
126,59,1,2,2,2,2,N,5,0,1,10,6,0,N,2,5,238,48-02102,53,1,2,53,45,2,2,2,2,2,N,1,0,2,5,211,53,70,64.28571428571429
127,70,2,7,2,1,2,N,8,0,1,N,1,0,4,2,7,394,48-02507,43,1,2,59,88,2,7,2,1,1,N,1,0,2,2,331,32,32,50.0
128,76,2,7,2,2,2,N,9,0,1,N,6,0,N,1,7,496,48-02510,96,6,2,96,28,2,7,2,2,2,N,1,0,5,0,501,158,49,57.14285714285714
129,54,2,2,2,2,2,N,4,0,1,7,1,1,3,1,1,427,48-02102,87,1,2,101,62,2,2,2,2,2,N,1,0,2,2,494,44,37,50.0
130,57,2,7,2,2,2,N,9,0,1,9,6,0,N,1,7,472,48-02507,251,1,1,240,37,2,7,2,2,2,N,1,0,N,3,107,29,28,64.28571428571429
131,16,2,7,2,2,2,N,4,0,1,N,6,1,3,1,2,491,48-02507,46,9,2,43,18,2,7,2,2,2,N,1,0,3,0,501,65,50,57.14285714285714
132,66,2,7,2,2,2,N,5,1,1,4,1,4,6,1,7,484,48-02510,36,1,1,34,35,2,7,2,2,2,N,1,2,4,4,295,106,105,50.0
133,71,2,7,2,2,2,N,9,0,1,12,4,0,N,2,7,381,48-02507,85,1,2,86,45,2,7,2,2,2,N,1,0,N,9,501,56,55,64.28571428571429
134,20,1,6,2,2,2,N,7,1,1,6,6,1,4,1,6,237,48-02515,30,1,1,35,22,2,6,2,2,2,N,1,0,3,5,447,45,42,42.857142857142854
135,50,2,7,2,2,2,N,7,1,1,6,5,0,N,2,5,251,48-02510,59,1,2,59,49,2,7,2,2,2,N,1,0,4,4,292,41,41,57.14285714285714
136,62,2,2,2,2,2,N,6,0,1,N,5,0,N,2,4,151,48-02102,179,1,2,179,66,2,2,2,1,1,N,1,0,N,3,119,37,37,50.0
137,21,2,5,2,2,2,N,5,0,1,14,6,0,3,1,2,501,48-02516,366,2,2,383,24,2,5,2,2,2,N,1,0,2,3,385,161,130,57.14285714285714
138,0,2,6,2,N,N,N,N,0,1,N,N,3,6,2,N,161,48-02515,4,2,2,12,1,2,6,2,N,N,N,1,1,2,N,115,213,202,57.14285714285714
139,17,2,2,2,2,2,N,4,1,1,15,6,2,4,1,1,73,48-02101,78,1,1,99,17,2,2,2,2,2,N,1,0,6,1,292,114,124,64.28571428571429
140,35,2,2,2,1,2,N,4,0,1,3,1,5,7,1,6,229,48-02101,23,1,1,23,42,2,2,2,2,2,N,1,0,3,9,501,179,182,42.857142857142854
141,1,2,2,2,N,N,N,N,1,1,N,N,2,4,2,N,285,48-02102,87,1,2,81,0,2,2,2,N,N,N,1,2,4,N,407,465,373,71.42857142857143
142,31,1,6,2,2,2,N,5,0,3,14,6,N,N,0,4,120,48-02515,73,1,1,0,27,2,6,2,2,1,N,2,N,N,1,N,76,0,50.0
143,61,2,6,2,2,2,N,7,0,1,15,3,0,N,1,4,194,48-02515,45,1,2,44,77,2,6,2,2,2,N,1,0,N,7,469,88,88,64.28571428571429
144,75,2,7,2,2,2,N,7,0,1,9,4,0,N,2,5,249,48-02510,46,1,2,67,49,2,7,2,2,2,N,1,1,2,9,501,231,230,50.0
145,65,2,7,2,2,2,N,5,0,1,5,1,0,3,1,8,501,48-02507,46,1,2,49,70,2,7,2,2,2,N,1,0,2,7,501,74,71,64.28571428571429
146,67,2,2,2,2,2,N,5,0,1,10,6,0,N,1,3,133,48-02102,88,1,2,106,35,2,2,2,2,2,N,1,0,5,0,281,74,46,57.14285714285714
147,25,2,5,2,2,2,N,5,0,1,4,6,0,N,2,8,494,48-02516,224,1,1,224,25,2,5,2,2,2,N,1,0,5,5,240,120,75,64.28571428571429
148,35,2,7,2,2,2,N,5,0,1,N,6,0,3,1,0,333,48-02507,122,1,2,77,19,2,7,2,2,2,N,1,1,5,1,501,49,57,50.0
149,29,2,6,2,2,2,5,10,0,1,15,6,0,3,1,6,501,48-02515,41,1,1,56,22,2,6,2,2,2,N,1,0,4,3,501,16,13,57.14285714285714
150,26,2,6,2,2,2,N,9,0,1,10,1,1,4,2,8,488,48-02515,43,1,1,45,26,2,6,2,2,2,N,1,0,2,9,501,82,83,57.14285714285714
151,51,2,7,2,2,2,N,9,0,1,10,6,0,N,2,5,258,48-02510,77,1,2,77,24,2,7,2,2,2,N,1,0,2,4,501,107,93,57.14285714285714
152,25,2,2,2,2,2,N,7,0,1,3,6,1,5,1,8,501,48-02102,55,1,1,36,53,2,2,1,2,2,N,1,0,2,0,213,72,56,42.857142857142854
153,68,2,2,2,1,1,N,4,0,1,N,4,0,2,1,2,72,48-02102,18,1,2,17,75,2,2,2,2,2,N,1,2,7,3,309,157,152,35.714285714285715
154,48,2,7,2,2,2,N,7,0,1,4,6,0,3,2,7,501,48-02507,53,2,1,68,32,2,7,2,2,2,N,1,1,2,6,304,74,70,50.0
155,58,2,7,2,2,2,N,8,0,1,14,1,0,2,1,6,501,48-02510,109,1,1,87,34,2,7,2,2,2,N,1,2,4,8,501,55,54,57.14285714285714
156,2,2,2,2,N,N,N,N,1,1,N,N,0,4,2,N,160,48-02101,146,1,2,34,2,2,2,2,N,N,N,1,2,3,N,119,125,92,64.28571428571429
157,84,2,7,2,2,2,N,10,0,1,5,1,0,3,1,7,322,48-02507,54,1,1,53,32,2,7,2,2,2,N,1,0,2,8,501,285,286,57.14285714285714
158,25,2,6,2,2,2,N,7,0,1,10,6,0,N,1,6,366,48-02515,43,1,1,47,18,2,6,2,2,2,N,1,0,2,2,338,51,56,57.14285714285714
159,25,2,2,2,2,2,N,7,0,1,16,6,0,4,1,3,323,48-02101,3,1,2,48,22,2,2,2,2,2,N,1,0,4,2,501,57,29,64.28571428571429
