,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
2543,06-07502,80,1,1,0,1,0,3,1,1,33632.6,7290,10,11,213100.0,9,501,N,2,2,2,1,86,87
15699,32-00405,69,2,3,0,1,0,N,1,2,7990.5,N,N,9,9800.0,2,80,N,2,1,2,2,54,54
18170,38-00100,26,2,6,0,1,0,2,1,1,73.0,6870,9,9,55000.0,7,439,N,2,2,2,2,339,339
14457,30-00600,62,2,1,0,1,0,2,1,1,16.3,7390,10,10,6600.0,1,501,N,2,2,2,2,31,31
13031,29-01901,25,1,1,0,1,0,2,1,2,5434.8,7870,11,10,10650.0,2,138,N,2,2,2,2,113,113
24612,08-00803,14,1,N,1,1,5,7,1,2,3393.2,N,N,3,N,N,186,N,2,2,2,2,405,718
15869,32-00405,56,1,4,0,2,0,N,1,2,7990.5,N,N,4,120.0,1,0,N,1,1,1,1,150,150
6030,17-03531,64,2,1,0,2,0,5,1,1,11171.6,9480,16,10,60000.0,7,321,N,2,2,2,2,89,91
22555,51-51255,72,2,1,0,1,0,2,1,1,11224.3,N,N,8,75000.0,7,501,N,2,2,2,2,49,49
19688,40-00200,69,2,1,0,1,0,2,1,1,90.7,N,N,7,13100.0,3,501,N,2,2,2,2,175,116
17394,36-04010,62,2,1,0,2,0,3,1,2,50441.6,8170,12,4,30500.0,5,319,N,2,2,2,2,180,196
10236,24-01004,34,2,1,0,9,2,4,1,2,4187.9,N,N,5,0.0,0,311,N,2,2,2,2,58,131
20997,51-01301,23,2,6,0,1,0,N,1,2,11162.8,7380,10,9,31500.0,4,240,N,2,2,2,2,41,44
5090,13-04600,47,1,4,0,2,2,3,1,1,3670.4,4580,5,9,30000.0,5,147,N,2,2,2,2,33,33
15265,32-00405,77,2,3,0,2,0,6,1,1,7990.5,N,N,5,15000.0,3,319,N,2,2,2,2,110,110
21806,51-01301,41,1,1,0,2,3,5,1,1,11162.8,7870,11,9,70000.0,7,501,N,2,2,2,2,29,23
3877,08-00803,31,2,6,0,1,0,N,1,1,3393.2,7860,11,10,58000.0,7,439,N,2,2,2,2,175,106
26735,28-01100,7,2,N,0,2,2,5,1,1,2674.3,N,N,3,N,N,405,N,2,2,2,2,104,112
13801,30-00600,52,2,6,0,1,0,4,1,1,16.3,180,0,5,5100.0,1,92,N,2,2,2,2,43,24
6451,17-03531,77,2,4,0,2,0,N,1,2,11171.6,N,N,6,16400.0,3,135,N,2,1,2,2,170,170
375,01-01301,46,1,6,0,1,0,N,1,2,2731.2,8980,15,5,36900.0,6,282,N,2,2,2,2,52,52
11718,28-01100,38,2,6,0,2,0,N,1,2,2674.3,6670,8,7,20500.0,5,156,N,2,2,2,2,54,53
16383,36-04010,45,2,1,0,2,2,5,1,2,50441.6,7570,10,5,12000.0,3,408,N,2,2,2,2,83,87
7349,19-01700,29,2,1,1,1,2,4,1,1,3572.3,7490,10,5,24000.0,4,261,N,2,2,2,2,64,64
1456,06-08507,17,1,6,0,6,1,3,1,1,3305.1,N,N,4,0.0,0,501,N,2,2,2,2,121,121
26861,29-01901,6,1,N,0,2,3,4,1,1,5434.8,N,N,2,N,N,65,N,2,2,2,2,157,220
12533,29-01901,77,2,3,0,2,0,N,1,2,5434.8,9160,15,5,13900.0,3,114,N,2,1,2,2,92,92
20435,40-00200,50,1,1,0,1,0,3,1,1,90.7,4870,6,5,100000.0,9,501,N,2,2,2,2,124,165
21095,51-01301,37,1,1,0,1,2,4,1,1,11162.8,7680,10,1,0.0,0,389,N,2,2,2,2,87,81
960,06-08507,44,2,1,0,6,1,3,1,1,3305.1,7380,10,9,42100.0,6,501,N,2,2,2,2,57,52
18968,38-00100,23,1,6,0,1,1,2,1,1,73.0,5090,6,5,10200.0,2,58,N,2,2,2,2,93,93
13330,30-00600,16,1,6,0,1,1,4,1,1,16.3,9920,18,4,0.0,0,396,N,2,2,2,2,88,62
6812,17-03531,83,1,1,0,2,0,2,1,1,11171.6,N,N,5,120.0,1,107,N,1,1,2,2,38,37
15655,32-00405,26,2,2,0,1,0,N,1,1,7990.5,8590,14,5,14400.0,3,109,N,2,2,2,2,39,39
20323,40-00200,63,2,4,0,9,0,3,1,2,90.7,8270,12,10,14000.0,3,244,N,2,1,1,2,84,75
24245,38-00100,4,1,N,0,1,3,5,1,1,73.0,N,N,2,N,N,231,N,N,N,2,2,37,38
26260,24-01004,7,2,N,0,8,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,107,117
13558,30-00600,66,1,1,0,1,0,2,1,1,16.3,490,1,5,20000.0,4,415,N,2,2,2,2,8,12
18585,38-00100,56,2,1,0,1,0,3,1,1,73.0,7980,12,9,10700.0,2,501,N,2,2,2,2,14,14
10309,24-01004,49,2,1,0,1,2,4,1,1,4187.9,7460,10,12,175000.0,9,501,N,2,2,2,2,40,49
11391,28-01100,21,2,6,0,2,N,N,3,0,2674.3,N,N,7,0.0,0,N,N,2,2,2,2,48,0
15312,32-00405,49,1,6,0,1,0,N,1,2,7990.5,7890,11,7,25000.0,4,189,N,2,2,2,2,40,40
9207,24-01004,46,1,1,0,6,2,4,1,1,4187.9,7970,12,11,557000.0,9,501,N,2,2,2,2,92,91
13491,30-00600,63,1,1,0,1,0,2,1,1,16.3,180,0,5,60000.0,8,354,N,2,2,2,2,85,78
8325,19-01700,63,2,1,0,1,0,2,1,1,3572.3,N,N,9,30000.0,5,417,N,2,2,2,2,83,42
23414,36-04010,7,2,N,0,2,0,4,1,1,50441.6,N,N,3,N,N,501,N,2,2,2,2,38,34
5343,17-03531,60,2,1,0,2,0,3,1,1,11171.6,7670,10,9,30000.0,5,366,N,2,2,2,2,63,63
9196,24-01004,54,2,1,0,2,1,11,1,1,4187.9,7280,10,9,180000.0,9,501,N,2,2,2,2,73,72
17595,36-04010,24,1,6,0,2,0,4,1,1,50441.6,5370,6,7,16300.0,3,501,N,2,2,2,2,112,138
26072,24-01004,6,1,N,0,1,2,4,1,1,4187.9,N,N,2,N,N,501,N,2,2,2,2,64,61
11945,28-01100,22,1,6,0,2,0,3,1,2,2674.3,1270,4,7,5000.0,2,216,N,2,2,2,2,56,55
26902,30-00600,8,1,N,0,1,3,5,1,1,16.3,N,N,3,N,N,501,N,2,2,2,2,181,248
14541,30-00600,28,1,6,0,3,1,4,1,1,16.3,6890,9,4,25000.0,4,427,N,2,2,2,2,272,83
11297,26-02702,32,2,1,0,6,0,2,1,2,4817.2,N,N,10,0.0,0,0,N,2,2,2,2,48,74
4070,13-04600,18,2,6,0,2,N,N,3,0,3670.4,N,N,7,0.0,0,N,N,2,2,2,2,29,0
9082,24-01004,62,2,1,0,1,0,2,1,1,4187.9,9590,16,11,165000.0,9,501,N,2,2,2,2,97,93
7541,19-01700,33,1,6,0,2,0,N,1,2,3572.3,6991,9,7,33800.0,5,256,N,2,2,2,2,416,416
8957,24-01004,40,2,1,4,1,1,3,1,1,4187.9,6870,9,10,151170.0,9,501,N,2,2,2,2,55,55
15597,32-00405,64,1,6,0,1,0,2,1,1,7990.5,4670,6,7,60000.0,7,448,N,2,2,2,2,31,31
13704,30-00600,83,2,3,0,1,0,N,1,1,16.3,6870,9,5,12000.0,2,99,N,2,2,2,2,31,31
24222,38-00100,1,1,N,0,1,1,3,1,1,73.0,N,N,N,N,N,441,N,N,N,2,2,61,45
13061,29-01901,80,1,3,0,9,0,N,1,2,5434.8,N,N,4,13500.0,3,111,N,2,1,1,1,90,89
20806,51-01301,32,1,6,0,1,0,N,1,2,11162.8,7390,10,9,80000.0,7,501,N,2,2,2,2,243,279
8528,24-01004,17,2,6,0,1,1,3,1,2,4187.9,N,N,4,0.0,0,501,N,2,2,2,2,106,74
3396,08-00803,70,2,3,0,1,0,N,1,1,3393.2,7870,11,12,65800.0,7,501,N,2,2,2,2,51,51
12456,29-01901,21,1,6,4,1,N,N,3,0,5434.8,7980,12,7,2500.0,1,N,N,2,2,2,2,50,0
1509,06-08507,70,1,6,0,1,0,N,1,2,3305.1,N,N,10,93800.0,8,501,N,2,2,2,2,95,95
20518,40-00200,80,2,3,0,1,0,N,1,2,90.7,N,N,4,14500.0,3,118,N,2,1,2,2,32,32
15310,32-00405,18,1,6,0,2,5,8,1,2,7990.5,8590,14,5,9000.0,2,113,N,2,2,2,2,55,45
16250,36-03710,60,2,4,0,2,0,N,1,2,52864.7,N,N,7,15400.0,3,117,N,2,2,2,2,83,82
14569,30-00600,36,2,6,0,3,0,3,1,1,16.3,N,N,7,0.0,0,261,N,2,2,2,2,93,24
22809,51-51255,28,1,6,0,2,0,N,1,2,11224.3,7290,10,7,120000.0,8,501,N,2,2,2,2,150,151
824,06-07502,30,2,2,0,1,0,N,1,2,33632.6,6970,9,10,116000.0,8,501,N,2,2,2,2,123,123
5594,17-03531,54,2,5,0,2,0,8,1,1,11171.6,N,N,7,0.0,0,486,N,2,2,2,2,330,229
3989,08-00803,27,2,6,0,6,0,N,1,2,3393.2,6570,8,9,87100.0,8,501,N,2,2,2,2,132,132
23337,01-01301,0,1,N,0,2,3,5,1,2,2731.2,N,N,N,N,N,125,N,N,N,2,2,561,311
21509,51-51255,68,1,6,0,1,0,N,1,1,11224.3,5580,6,7,40000.0,5,331,N,2,2,1,2,71,71
1738,06-07502,45,2,1,0,6,0,3,1,1,33632.6,8660,14,10,152000.0,9,501,N,2,2,2,2,114,145
20253,40-00200,21,2,6,0,1,1,4,1,1,90.7,N,N,7,0.0,0,107,N,2,2,2,2,51,96
15854,32-00405,20,1,6,1,1,3,8,1,1,7990.5,4690,6,5,7200.0,2,211,N,2,2,2,2,253,229
5149,17-03529,17,1,6,4,8,N,N,3,0,15097.5,170,0,3,5000.0,1,37,N,2,2,2,2,179,0
1140,06-07502,30,2,1,0,1,0,2,1,2,33632.6,7570,10,9,176000.0,9,501,N,2,2,2,2,433,390
3981,08-00803,57,2,2,0,1,0,2,1,1,3393.2,7390,10,10,5500.0,1,124,N,2,2,2,2,98,97
915,06-08507,56,1,1,0,6,0,2,1,1,3305.1,N,N,9,0.0,0,23,N,2,2,2,2,34,34
14643,30-00600,53,1,1,0,1,2,4,1,1,16.3,180,0,9,59050.0,8,501,N,2,2,2,2,15,13
5689,17-03529,87,2,3,0,2,0,N,1,1,15097.5,N,N,10,6000.0,1,49,N,2,2,2,2,82,82
15752,32-00405,18,1,6,1,1,1,4,1,2,7990.5,N,N,4,0.0,0,75,N,2,2,2,2,52,44
1922,06-08507,26,1,6,0,1,0,2,1,1,3305.1,5070,6,7,0.0,0,452,N,2,2,2,2,253,165
16123,36-03710,45,1,6,0,2,N,N,3,0,52864.7,N,N,3,14500.0,3,111,N,1,2,1,2,50,0
3895,08-00803,59,1,6,0,1,0,N,1,2,3393.2,N,N,9,9500.0,2,72,N,2,2,2,2,61,60
27181,30-00600,6,1,N,0,1,2,4,1,1,16.3,N,N,3,N,N,425,N,2,2,2,2,26,20
22604,51-51255,15,2,6,0,2,3,6,1,2,11224.3,N,N,4,0.0,0,106,N,2,2,2,2,72,95
596,01-01301,47,2,4,0,2,0,N,1,2,2731.2,7970,12,7,19000.0,4,144,N,2,2,1,2,333,294
14230,30-00600,82,1,1,0,1,0,2,1,1,16.3,N,N,10,63200.0,8,501,N,2,1,2,1,55,55
23684,36-03710,1,2,N,4,8,3,5,1,2,52864.7,N,N,N,N,N,45,N,N,N,2,2,275,228
26201,24-01004,14,1,N,0,1,2,4,1,1,4187.9,N,N,3,N,N,501,N,2,2,2,2,40,35
6531,17-03531,81,1,1,0,2,0,2,1,1,11171.6,N,N,8,21100.0,4,157,N,2,2,2,2,111,134
25622,51-01301,10,1,N,0,6,4,6,1,1,11162.8,N,N,3,N,N,501,N,2,2,2,2,76,72
17451,36-04010,33,2,6,0,1,0,N,1,2,50441.6,7870,11,12,25000.0,4,188,N,2,2,2,1,62,62
9450,24-01004,45,2,1,0,6,1,3,1,1,4187.9,7870,11,12,64000.0,6,501,N,2,2,2,2,106,140
3777,08-00803,26,1,6,0,1,0,N,1,2,3393.2,9380,16,9,45000.0,6,343,N,2,2,2,2,73,92
23975,06-07502,10,1,N,0,1,2,4,1,1,33632.6,N,N,3,N,N,501,N,2,2,2,2,57,66
19471,38-00100,37,2,1,0,3,0,9,1,1,73.0,9920,18,7,420.0,0,41,N,2,2,2,2,83,96
7165,17-03529,44,1,6,1,1,0,N,1,1,15097.5,6080,7,5,33000.0,5,249,N,2,2,2,2,90,90
9048,24-01004,51,1,1,0,1,1,4,1,1,4187.9,N,N,5,0.0,0,74,N,2,2,2,2,63,63
10841,26-02702,69,2,1,0,8,0,2,1,1,4817.2,N,N,9,74000.0,8,501,N,2,2,2,2,60,53
9638,24-01004,74,2,1,0,1,0,2,1,1,4187.9,N,N,11,19800.0,3,501,N,2,1,2,2,13,16
11311,26-02702,28,1,6,0,6,0,2,1,1,4817.2,3570,4,9,100000.0,9,501,N,2,2,2,2,105,104
16635,36-04010,61,2,1,0,2,0,2,1,1,50441.6,7860,11,10,50000.0,6,501,N,2,2,2,2,59,64
15255,32-00405,51,2,1,1,8,0,4,1,2,7990.5,8590,14,4,30800.0,5,323,N,2,2,2,2,67,67
23172,32-00405,11,1,N,1,1,2,4,1,1,7990.5,N,N,3,N,N,216,N,2,2,2,2,92,88
15681,32-00405,72,1,4,0,1,0,N,1,2,7990.5,N,N,5,11600.0,2,95,N,2,1,2,1,36,36
23340,01-01301,14,2,N,0,2,3,5,1,2,2731.2,N,N,3,N,N,122,N,2,2,2,2,356,295
14358,30-00600,77,2,1,0,1,0,2,1,1,16.3,N,N,7,6500.0,1,407,N,2,2,2,2,43,26
21714,51-51255,39,2,6,0,2,0,N,1,1,11224.3,7190,9,9,103000.0,8,501,N,2,2,2,2,44,44
3145,08-00803,70,1,1,0,1,0,2,1,1,3393.2,7870,11,11,304500.0,9,501,N,2,2,2,2,49,44
22662,51-01301,46,1,6,0,1,0,N,1,1,11162.8,9570,16,10,115000.0,8,501,N,2,2,2,2,136,136
19168,38-00100,56,2,1,0,1,0,2,1,1,73.0,6680,8,8,73000.0,8,501,N,2,2,2,2,105,129
3342,08-00803,15,2,6,0,1,2,4,1,1,3393.2,N,N,4,0.0,0,501,N,2,2,2,2,96,107
23119,32-00405,4,2,N,1,1,0,5,1,1,7990.5,N,N,1,N,N,155,N,N,N,2,2,299,161
8685,24-01004,19,1,6,0,6,0,5,1,1,4187.9,N,N,5,0.0,0,501,N,2,2,2,2,86,118
2923,08-00803,20,1,6,1,1,N,N,3,0,3393.2,7490,10,7,10000.0,2,N,N,2,2,2,2,99,0
2247,06-08507,68,2,1,0,1,0,2,1,1,3305.1,8191,12,10,100000.0,8,501,N,2,2,2,2,48,51
1009,06-08507,64,1,1,0,1,0,2,1,1,3305.1,6992,9,11,671200.0,9,501,N,2,2,2,2,121,121
23467,36-04010,9,2,N,0,2,3,4,1,2,50441.6,N,N,3,N,N,42,N,1,2,2,2,161,217
1531,06-08507,47,2,1,0,1,3,5,1,2,3305.1,7870,11,10,32400.0,5,501,N,2,2,2,2,58,63
23428,36-03710,11,1,N,0,2,3,4,1,2,52864.7,N,N,3,N,N,7,N,2,2,2,2,220,235
12606,29-01901,94,2,1,1,2,0,2,1,1,5434.8,N,N,5,0.0,0,276,N,2,1,2,2,67,67
1168,06-07502,50,2,1,0,1,2,4,1,1,33632.6,7380,10,10,0.0,0,501,N,2,2,2,2,120,120
1587,06-08507,65,1,1,0,1,0,2,1,1,3305.1,4170,5,10,127500.0,9,501,N,2,2,2,2,54,54
21492,51-51255,68,1,1,0,1,0,2,1,2,11224.3,9590,16,12,178800.0,9,501,N,2,2,2,2,106,106
14714,30-00600,71,1,6,0,1,0,N,1,1,16.3,N,N,9,51000.0,7,422,N,2,2,2,2,61,61
22007,51-01301,34,2,2,0,2,0,N,1,2,11162.8,9390,16,10,91000.0,8,501,N,2,2,2,2,93,93
17104,36-03710,21,1,6,0,2,0,5,1,2,52864.7,8590,14,5,630.0,1,99,N,1,1,1,2,111,80
21910,51-01301,41,1,1,0,1,2,4,1,1,11162.8,7270,10,11,526000.0,9,501,N,2,2,2,2,126,99
4510,13-04600,58,2,4,4,1,0,N,1,1,3670.4,6190,7,7,20000.0,4,152,N,2,2,2,2,55,55
19761,40-00200,56,1,5,0,3,0,2,1,1,90.7,9920,18,5,0.0,0,66,N,2,2,2,2,195,97
20010,40-00200,20,1,6,0,1,0,4,1,1,90.7,770,3,5,32000.0,6,388,N,2,2,2,2,442,149
10670,26-02702,67,1,1,0,1,0,2,1,1,4817.2,8680,14,12,10000.0,2,501,N,2,2,2,2,91,91
12685,29-01901,54,1,6,0,2,0,3,1,2,5434.8,8680,14,7,7740.0,2,138,N,2,2,2,2,157,106
839,06-08507,48,2,1,0,6,2,4,1,1,3305.1,3365,4,10,568900.0,9,501,N,2,2,2,2,57,57
23497,36-04010,11,1,N,4,8,2,5,1,2,50441.6,N,N,3,N,N,179,N,2,2,2,2,128,113
3118,08-00803,30,1,1,0,1,0,2,1,2,3393.2,7460,10,12,84500.0,8,501,N,2,2,2,2,73,73
18723,38-00100,68,2,3,0,1,0,N,1,1,73.0,6470,8,7,7400.0,1,60,N,2,2,2,2,17,17
2797,06-08507,50,2,1,0,6,1,4,1,1,3305.1,7390,10,9,90000.0,8,501,N,2,2,2,2,43,42
27008,30-00600,14,1,N,0,1,3,5,1,1,16.3,N,N,3,N,N,161,N,2,2,2,2,25,22
6726,17-03531,30,2,1,1,1,0,2,1,1,11171.6,N,N,6,0.0,0,119,N,2,2,2,2,43,48
4432,13-04600,65,2,1,0,2,0,2,1,2,3670.4,7280,10,8,45360.0,6,501,N,2,2,2,2,74,74
3222,08-00803,67,2,1,0,1,0,2,1,1,3393.2,N,N,11,68400.0,7,470,N,2,2,2,2,69,71
415,01-01301,15,2,6,1,9,2,4,1,1,2731.2,N,N,3,0.0,0,121,N,2,2,1,2,162,153
22890,51-51255,47,2,6,0,1,0,N,1,1,11224.3,6680,8,9,75000.0,7,501,N,2,2,2,2,69,70
8183,19-01700,34,2,6,0,1,0,N,1,2,3572.3,7970,12,9,31000.0,5,236,N,2,2,2,2,118,119
24000,06-08507,11,1,N,0,9,2,4,1,2,3305.1,N,N,3,N,N,294,N,2,2,2,2,87,39
25584,51-51255,6,2,N,0,1,3,5,1,2,11224.3,N,N,2,N,N,257,N,2,2,1,2,100,111
26868,29-01901,0,1,N,0,2,1,2,1,2,5434.8,N,N,N,N,N,19,N,N,N,2,2,77,78
10618,26-02702,16,1,6,0,1,1,5,1,2,4817.2,N,N,4,0.0,0,136,N,2,2,2,2,265,370
