,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
7104,2,1,2,1,1,7,0,17-03529,N
20897,1,6,1,1,9,9,0,51-51255,8
11432,2,6,6,0,0,7,0,28-01100,N
3999,1,1,1,1,8,5,0,08-00803,3
25751,1,N,1,1,N,3,0,51-01301,N
4936,2,6,2,1,7,9,0,13-04600,16
11896,1,4,2,2,3,5,0,28-01100,N
6720,2,1,2,2,2,5,0,17-03529,15
15695,1,6,1,2,4,7,1,32-00405,11
447,1,4,2,1,6,7,0,01-01301,16
4407,2,1,1,1,0,4,0,13-04600,N
26695,1,N,2,2,N,1,0,28-01100,N
22469,1,6,2,1,9,11,0,51-51255,16
15794,1,6,8,1,6,5,1,32-00405,14
20207,1,1,3,1,7,9,0,40-00200,16
12905,1,4,2,2,9,5,0,29-01901,4
9881,1,6,1,1,1,5,0,24-01004,14
5192,2,6,2,0,4,5,0,17-03531,13
13377,1,1,1,1,9,11,0,30-00600,12
6187,2,1,1,1,7,11,0,17-03529,11
1254,2,1,6,2,9,9,0,06-08507,15
17377,1,1,9,1,4,3,0,36-04010,13
1931,2,1,6,2,6,7,0,06-07502,12
10050,2,1,6,1,7,9,0,24-01004,10
14013,2,6,1,1,0,3,0,30-00600,N
8664,2,6,2,1,1,11,0,24-01004,12
17961,2,4,1,1,6,10,1,38-00100,11
21315,1,1,2,2,4,9,0,51-51255,16
12967,1,3,2,1,3,5,0,29-01901,N
9297,2,6,1,1,1,4,0,24-01004,15
8303,1,4,1,1,8,7,0,19-01700,9
19928,2,1,1,1,0,6,0,40-00200,N
23610,1,N,2,2,N,3,0,36-04010,N
1722,2,6,6,1,9,10,0,06-07502,16
18044,1,4,1,1,9,7,0,38-00100,15
13363,1,1,3,1,0,7,0,30-00600,N
12582,1,6,1,2,8,9,0,29-01901,9
7813,1,1,1,1,9,11,0,19-01700,N
12638,2,6,2,2,1,5,0,29-01901,14
5603,1,6,2,1,3,5,0,17-03531,6
15965,1,6,2,0,0,4,4,36-03710,N
16657,1,6,2,1,0,7,0,36-04010,N
2460,2,6,6,1,9,9,0,06-07502,10
15968,1,6,2,0,5,4,0,36-03710,3
10053,2,3,1,1,9,10,0,24-01004,11
5874,1,6,2,1,3,7,0,17-03531,5
24812,1,N,1,1,N,3,0,40-00200,N
6199,1,6,1,2,2,7,0,17-03529,10
1829,1,5,1,2,8,10,0,06-08507,10
21512,2,1,1,1,3,11,0,51-01301,15
22107,2,6,2,2,8,10,0,51-51255,16
960,2,1,6,1,6,9,0,06-08507,10
6510,1,6,2,2,2,1,0,17-03529,16
26913,2,N,1,2,N,4,4,30-00600,N
6897,2,6,2,2,0,7,0,17-03529,N
19206,2,1,1,1,7,5,0,38-00100,2
19242,1,1,1,1,9,9,0,38-00100,1
23656,1,N,2,2,N,3,0,36-04010,N
24315,2,N,1,1,N,3,0,38-00100,N
7735,2,1,1,1,2,9,0,19-01700,N
15725,1,3,1,1,3,6,0,32-00405,3
23528,1,N,2,1,N,3,4,36-04010,N
21275,1,6,1,2,8,11,0,51-01301,8
8161,1,1,1,1,8,7,0,19-01700,7
3865,2,1,1,1,0,8,0,08-00803,12
19775,2,1,1,1,7,5,0,40-00200,N
17062,2,6,8,2,3,4,2,36-03710,14
13709,2,1,1,2,5,5,0,30-00600,10
17089,2,1,9,1,9,10,0,36-04010,11
10960,1,1,1,1,9,12,0,26-02702,11
6797,2,6,2,2,4,5,0,17-03531,10
25525,2,N,1,1,N,3,0,19-01700,N
7018,2,6,2,1,1,6,0,17-03531,7
27123,1,N,1,1,N,1,0,30-00600,N
16267,2,6,8,2,0,4,4,36-03710,N
13287,2,1,1,1,2,8,0,30-00600,0
13713,2,1,1,2,9,11,0,30-00600,12
15087,1,6,2,2,2,6,0,32-00405,10
24221,1,N,1,1,N,N,0,38-00100,N
3670,2,1,1,1,4,10,0,08-00803,14
25672,2,N,1,1,N,N,0,51-01301,N
25673,1,N,1,1,N,3,0,51-01301,N
18957,1,1,1,1,5,5,0,38-00100,N
25082,1,N,2,1,N,1,0,17-03531,N
5450,1,1,2,1,2,9,0,17-03529,N
10664,1,1,6,2,5,11,0,26-02702,6
9005,2,1,6,1,7,10,0,24-01004,10
6686,2,6,6,2,1,7,0,17-03529,14
16880,1,2,2,1,1,10,0,36-04010,N
3173,2,1,1,1,7,9,0,08-00803,10
9929,1,6,2,1,2,7,0,24-01004,14
24465,1,N,1,1,N,N,0,38-00100,N
18012,1,4,1,1,6,7,0,38-00100,6
841,2,6,6,1,0,4,0,06-08507,N
15691,1,5,8,2,7,3,1,32-00405,3
1772,1,6,6,1,7,11,0,06-08507,12
21767,2,6,1,2,6,9,0,51-01301,15
15239,1,6,2,2,2,9,0,32-00405,5
11953,2,1,2,2,3,8,0,28-01100,10
404,2,5,2,1,6,7,0,01-01301,4
19123,2,1,1,1,4,5,0,38-00100,6
19532,1,4,3,1,2,1,0,38-00100,3
24734,1,N,9,1,N,3,0,40-00200,N
4431,2,6,1,1,6,9,0,13-04600,15
12464,2,1,1,2,0,9,0,29-01901,12
8651,2,1,1,2,5,9,0,24-01004,11
11363,2,6,1,0,3,7,0,28-01100,N
18782,1,6,1,1,1,7,0,38-00100,6
25174,1,N,1,1,N,3,0,17-03529,N
19661,1,3,3,2,5,7,0,40-00200,13
26815,1,N,2,2,N,3,0,29-01901,N
27101,2,N,1,1,N,3,0,30-00600,N
18431,1,1,1,1,4,8,0,38-00100,0
12137,1,4,3,2,4,5,0,28-01100,3
14902,1,4,1,0,2,5,1,32-00405,15
24793,1,N,1,1,N,2,0,40-00200,N
56,2,6,1,0,0,7,0,01-01301,N
19040,1,1,1,1,7,7,0,38-00100,3
12906,2,5,2,2,2,6,0,29-01901,N
19479,1,4,1,1,7,9,0,38-00100,16
7515,2,3,1,2,6,8,0,19-01700,16
21702,2,6,1,2,3,10,0,51-01301,4
12559,2,3,2,1,1,6,0,29-01901,6
18721,2,6,1,1,4,8,0,38-00100,12
21170,2,1,1,1,5,9,0,51-01301,N
19065,2,1,1,1,6,7,0,38-00100,9
24071,2,N,6,2,N,1,0,06-08507,N
12510,2,4,2,2,6,9,0,29-01901,16
9021,2,1,1,1,8,12,0,24-01004,12
2118,1,6,9,2,2,4,0,06-07502,12
27135,2,N,1,1,N,2,0,30-00600,N
16022,2,5,5,0,1,6,2,36-03710,13
15158,2,6,8,1,3,5,1,32-00405,6
18688,1,6,1,1,6,8,0,38-00100,0
12235,1,6,2,1,3,7,0,28-01100,6
20643,1,6,2,0,0,7,0,51-01301,N
21105,2,4,1,2,6,10,3,51-51255,16
15938,2,6,2,0,4,4,2,36-03710,12
10110,1,4,1,2,7,9,0,24-01004,10
26976,1,N,3,1,N,3,0,30-00600,N
16607,1,6,1,2,7,5,4,36-03710,9
5322,2,3,2,1,7,5,0,17-03529,N
26941,1,N,1,1,N,3,0,30-00600,N
6164,2,3,2,2,2,4,0,17-03529,14
20667,1,6,1,0,3,7,0,51-01301,6
26416,1,N,6,1,N,N,0,24-01004,N
4124,1,6,1,0,0,7,0,13-04600,N
13502,1,1,1,1,9,7,0,30-00600,8
17860,2,1,1,1,4,10,0,38-00100,11
3095,1,1,1,2,0,4,1,08-00803,N
26240,1,N,1,2,N,3,1,24-01004,N
20328,1,1,3,1,4,5,0,40-00200,6
8034,2,1,1,1,4,5,0,19-01700,9
9215,1,1,1,1,4,9,0,24-01004,14
19180,1,1,5,1,6,9,0,38-00100,4
7592,1,6,1,2,0,4,0,19-01700,N
18839,1,1,1,1,8,5,0,38-00100,3
22711,1,1,1,1,8,9,0,51-51255,16
25477,1,N,1,1,N,3,0,19-01700,N
