,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
10184,2,6,9,2,4,0,24-01004,21,0,N,204
4255,1,6,1,0,0,0,13-04600,16,N,N,N
23105,1,N,3,1,N,1,32-00405,11,3,6,201
4769,1,6,1,2,2,0,13-04600,26,0,N,37
3832,2,6,1,2,8,0,08-00803,27,0,N,501
26923,2,N,9,1,N,0,30-00600,11,7,9,N
12953,1,6,2,1,0,0,29-01901,17,0,6,194
12749,1,1,1,1,6,0,29-01901,52,0,3,501
5504,2,6,2,1,2,0,17-03531,30,0,N,90
8610,1,1,1,1,9,0,24-01004,54,1,3,501
8354,2,6,1,1,0,0,19-01700,15,3,5,0
12365,2,6,1,0,2,0,29-01901,83,N,N,N
9489,2,4,1,2,9,0,24-01004,70,0,N,501
27217,2,N,3,2,N,0,30-00600,4,1,4,1
23776,2,N,1,2,N,0,06-08507,14,1,2,501
12321,1,1,1,1,8,0,28-01100,65,0,2,501
1492,1,1,1,1,1,0,06-08507,58,3,5,501
3589,1,1,9,1,9,0,08-00803,56,0,2,501
3996,1,6,1,2,8,0,08-00803,33,0,N,501
18506,2,3,1,1,2,0,38-00100,80,0,N,115
11490,1,6,2,1,2,0,28-01100,23,0,3,501
18131,1,1,1,1,9,0,38-00100,42,4,6,501
7317,2,6,1,0,0,0,19-01700,17,N,N,N
13618,2,1,3,1,5,0,30-00600,62,0,2,185
17271,1,3,2,2,4,0,36-03710,83,0,N,178
20010,1,6,1,1,6,0,40-00200,20,0,4,388
19055,1,1,1,1,8,0,38-00100,48,2,4,384
19244,1,1,1,1,4,0,38-00100,55,1,3,328
6906,2,6,1,1,6,0,17-03529,68,0,N,369
8762,1,1,1,1,9,0,24-01004,64,0,3,501
813,1,1,1,1,9,0,06-07502,65,0,2,501
23245,1,N,8,2,N,1,32-00405,12,2,3,0
8394,2,3,1,0,3,0,24-01004,95,N,N,129
18867,2,1,1,2,0,0,38-00100,27,2,4,501
17532,2,6,1,2,8,0,36-03710,25,0,N,501
16581,2,1,2,1,0,0,36-04010,49,1,5,338
17112,2,3,2,1,4,0,36-04010,69,0,N,227
25463,2,N,1,1,N,0,19-01700,14,1,3,402
17064,2,6,2,2,5,0,36-04010,51,1,3,293
12968,1,6,2,1,7,0,29-01901,66,0,2,393
24048,2,N,1,1,N,0,06-08507,12,1,4,94
26282,2,N,1,1,N,0,24-01004,5,2,4,501
15173,2,6,1,1,7,0,32-00405,70,0,N,479
24236,1,N,9,1,N,2,38-00100,2,0,7,308
26220,2,N,6,1,N,0,24-01004,13,2,4,501
20525,1,6,1,1,6,0,40-00200,60,0,5,184
15148,2,1,1,2,2,4,32-00405,70,0,2,126
26074,1,N,1,1,N,0,24-01004,7,2,4,501
27020,1,N,9,2,N,0,30-00600,5,2,4,440
11944,2,1,2,2,4,0,28-01100,52,0,3,216
24810,2,N,8,1,N,1,40-00200,9,3,5,144
5922,2,2,2,1,3,0,17-03531,47,0,5,83
24862,2,N,1,1,N,0,40-00200,6,3,5,501
19961,2,1,3,1,6,0,40-00200,74,0,2,307
10956,2,1,1,1,9,0,26-02702,58,0,2,501
1263,1,1,6,1,0,0,06-08507,78,3,7,394
11400,1,6,2,0,0,0,28-01100,49,N,N,0
3047,1,6,1,2,3,0,08-00803,20,0,N,113
21278,1,1,1,1,9,0,51-51255,33,1,3,501
1906,2,6,1,2,6,0,06-07502,25,0,N,379
25050,2,N,2,1,N,0,17-03529,12,3,5,421
7879,2,1,6,1,1,0,19-01700,26,1,6,390
1565,1,2,1,1,8,0,06-07502,65,0,N,501
19209,1,4,1,1,3,0,38-00100,68,0,2,210
12014,2,1,1,1,6,0,28-01100,31,0,2,454
252,2,4,2,1,6,0,01-01301,38,1,2,211
2328,1,1,1,1,9,0,06-08507,75,0,2,501
25218,1,N,2,2,N,0,17-03529,12,7,8,6
2211,1,5,9,2,9,0,06-08507,41,0,N,501
6595,2,6,2,2,7,0,17-03529,29,0,N,404
20853,1,6,1,2,4,0,51-01301,28,0,N,226
11357,1,6,1,0,0,0,28-01100,22,N,N,N
3488,1,1,1,1,7,0,08-00803,54,0,2,501
24177,1,N,1,1,N,0,38-00100,6,2,4,466
20775,2,1,1,1,8,0,51-51255,36,1,3,501
18195,2,1,1,1,1,0,38-00100,72,0,2,168
8019,2,1,1,1,8,0,19-01700,49,1,3,372
8363,2,6,1,2,5,0,19-01700,26,0,N,237
26034,1,N,2,2,N,0,51-51255,12,2,3,350
11530,2,4,1,1,3,0,28-01100,76,0,3,400
782,2,1,1,1,9,0,06-08507,51,0,3,501
7549,1,1,1,1,7,0,19-01700,58,0,2,501
1161,2,6,1,2,7,0,06-08507,73,0,N,501
