"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"45","59","1","1","1","9","9","N","2","1","1"
"46","5","2","N","9","2","N","N","2","1","1"
"47","58","2","1","1","5","1","N","2","1","1"
"48","48","1","1","1","7","5","N","2","1","1"
"49","45","2","1","1","10","8","N","2","1","1"
"50","46","1","1","2","11","9","N","2","1","1"
"51","2","2","N","1","N","N","N","2","1","2"
"52","1","1","N","2","N","N","N","2","1","2"
"53","31","1","6","1","6","4","N","2","1","2"
"54","15","2","6","1","4","1","N","2","1","1"
"55","13","1","N","1","3","N","N","2","1","2"
"56","14","2","N","3","3","N","N","2","1","2"
"57","33","1","1","1","9","7","N","2","1","1"
"58","7","1","N","1","3","N","N","2","1","1"
"59","25","1","6","1","9","6","N","2","1","1"
"60","61","1","4","1","5","4","N","2","1","1"
"61","62","1","1","2","5","5","N","2","1","2"
"62","22","1","6","1","7","0","N","2","1","2"
"63","48","1","1","2","5","6","N","2","1","2"
"64","58","2","1","1","5","5","N","2","1","1"
"65","74","2","3","6","1","0","N","2","1","2"
"66","79","1","3","2","5","5","N","2","2","0"
"67","67","2","6","1","12","9","N","2","1","1"
"68","32","2","6","1","5","3","N","2","1","2"
"69","56","1","2","2","8","1","N","2","1","1"
"70","48","1","6","2","7","0","N","2","2","0"
"71","8","1","N","9","3","N","N","2","1","1"
"72","72","1","3","1","11","9","N","2","1","1"
"73","76","1","1","2","4","3","N","1","1","1"
"74","43","2","2","1","10","9","N","2","1","2"
"75","21","1","6","2","7","0","N","2","3","0"
"76","3","1","N","2","1","N","N","2","1","2"
"77","20","2","6","1","7","0","N","2","1","1"
"78","38","1","6","3","8","5","N","2","1","1"
"79","53","1","6","1","4","0","N","2","1","1"
"80","58","2","1","1","10","5","N","2","1","1"
"81","57","2","1","1","8","0","N","2","1","1"
"82","69","1","6","9","10","8","N","2","1","2"
"83","38","1","1","2","6","8","N","2","1","1"
"84","31","1","6","2","8","2","N","2","1","1"
"85","59","1","1","1","10","9","N","2","1","1"
"86","66","2","1","1","10","8","N","2","1","1"
"87","65","1","1","3","7","0","N","2","1","1"
"88","7","1","N","1","3","N","N","2","1","1"
"89","53","1","1","1","10","9","N","2","1","1"
"90","49","1","2","3","4","3","N","2","1","1"
"91","10","1","N","2","3","N","N","2","1","2"
"92","20","1","6","1","7","0","N","2","3","0"
"93","59","2","6","6","10","9","N","2","1","1"
"94","21","1","6","1","7","2","N","2","1","1"
"95","14","2","N","8","3","N","N","2","1","2"
"96","72","1","1","1","5","2","N","2","1","2"
"97","37","1","6","2","5","6","N","2","1","1"
"98","74","1","1","2","7","6","N","2","1","1"
"99","36","2","5","3","4","0","N","2","1","2"
"100","5","2","N","2","1","N","N","2","1","2"
"101","39","1","1","1","9","9","N","2","1","1"
"102","18","2","6","1","7","0","N","2","1","1"
"103","28","1","6","2","3","1","N","2","3","0"
"104","24","2","6","1","9","2","N","2","1","1"
"105","25","2","6","6","9","1","N","2","1","2"
"106","70","1","4","1","3","5","N","2","3","0"
"107","23","1","6","2","7","1","N","2","1","1"
"108","69","2","1","1","9","4","N","2","1","1"
"109","84","2","1","1","5","2","N","2","1","1"
"110","9","1","N","1","3","N","N","2","1","1"
"111","72","1","1","1","7","1","N","2","1","1"
"112","64","2","6","2","11","7","N","2","1","1"
"113","65","1","1","1","5","3","N","2","1","1"
"114","75","2","1","1","5","9","N","2","1","1"
"115","62","1","1","1","11","9","N","2","1","1"
"116","77","1","1","2","1","3","N","2","1","1"
"117","34","2","1","2","9","5","N","2","1","1"
"118","26","1","6","6","11","1","N","2","1","2"
"119","67","1","1","1","12","9","N","2","1","1"
"120","12","2","N","2","3","N","N","2","1","2"
"121","68","2","1","1","7","2","N","2","1","1"
"122","1","2","N","1","N","N","N","2","1","1"
"123","58","2","4","2","5","3","N","2","1","1"
"124","76","1","6","1","9","1","N","2","1","1"
"125","53","2","1","9","7","5","N","2","1","1"
"126","65","1","1","2","7","8","N","2","1","1"
"127","56","1","1","1","7","2","N","2","1","1"
"128","67","2","1","1","5","6","N","2","1","1"
"129","81","1","1","2","5","7","N","1","1","1"
"130","46","2","1","1","8","0","N","2","1","2"
"131","76","2","6","2","9","8","N","2","1","1"
"132","10","1","N","1","3","N","N","2","1","1"
"133","41","2","5","1","7","2","N","2","2","0"
"134","31","2","6","9","10","6","N","2","1","2"
"135","10","2","N","2","3","N","N","2","1","1"
"136","55","2","1","6","9","1","N","2","1","1"
"137","84","2","3","2","5","2","N","2","1","1"
"138","32","1","6","1","5","5","N","2","1","2"
"139","7","2","N","1","2","N","N","2","1","1"
"140","54","2","1","1","9","9","N","2","1","1"
"141","46","1","1","1","11","9","N","2","1","1"
"142","29","2","6","1","11","1","N","2","1","2"
"143","60","2","1","1","9","7","N","2","1","1"
"144","29","1","1","3","4","7","N","2","1","2"
"145","75","1","4","3","3","3","N","2","1","1"
"146","47","1","6","1","5","7","N","2","1","1"
"147","53","1","3","1","6","5","N","2","1","1"
"148","19","2","6","2","7","1","N","2","3","0"
"149","54","2","1","1","6","6","N","2","1","2"
"150","67","1","1","3","5","5","N","2","1","1"
"151","11","1","N","1","3","N","N","2","1","1"
"152","32","2","5","1","7","1","N","2","1","2"
"153","77","1","4","2","4","2","N","2","1","2"
"154","11","1","N","6","3","N","N","2","1","1"
"155","17","1","6","1","4","1","N","2","1","2"
"156","66","1","4","2","9","2","N","2","1","1"
"157","22","2","6","1","5","5","N","2","1","1"
"158","23","1","6","1","9","1","N","2","1","2"
"159","74","1","1","1","9","9","N","2","1","1"
"160","42","1","1","6","10","8","N","2","1","2"
"161","24","1","6","1","9","6","N","2","1","1"
"162","33","2","1","1","10","4","N","2","1","2"
"163","43","1","1","6","11","9","N","2","1","1"
"164","27","2","6","1","10","7","N","2","1","2"
"165","28","1","6","6","11","0","N","2","1","1"
"166","13","2","N","2","3","N","N","1","1","2"
"167","0","2","N","9","N","N","N","2","1","2"
"168","26","1","6","2","9","7","N","2","1","1"
"169","26","1","6","2","7","4","N","2","1","2"
"170","24","1","6","2","5","5","N","2","1","1"
"171","61","2","1","2","9","7","N","2","1","1"
"172","44","2","5","8","7","6","N","2","1","2"
"173","73","1","1","1","9","9","N","2","1","1"
"174","40","1","1","1","9","5","N","2","1","1"
"175","58","1","1","1","9","9","N","1","1","1"
"176","33","2","1","3","9","8","N","2","1","2"
"177","62","2","4","2","5","7","N","2","1","1"
"178","66","2","1","1","10","7","N","2","1","1"
"179","14","1","N","9","3","N","N","2","1","2"
"180","83","2","3","1","9","8","N","2","1","1"
"181","63","2","2","6","9","5","N","2","1","1"
"182","2","2","N","1","N","N","N","2","1","2"
"183","19","1","6","6","7","0","N","2","3","0"
"184","60","2","6","9","5","3","N","2","1","2"
"185","90","2","3","1","5","5","N","2","1","1"
"186","36","1","2","2","6","7","N","2","2","0"
"187","75","2","3","3","10","4","N","2","1","1"
"188","39","2","6","2","10","6","N","2","1","1"
"189","68","1","4","1","5","4","N","2","1","1"
"190","41","2","1","6","8","0","N","2","1","2"
"191","40","1","1","1","9","4","5","2","1","1"
"192","27","1","6","1","9","7","N","2","1","1"
"193","51","2","1","1","7","5","N","2","1","1"
"194","70","2","3","2","10","3","N","2","1","1"
"195","13","1","N","3","3","N","N","2","1","1"
"196","19","2","6","2","7","0","N","2","3","0"
"197","46","1","1","2","10","5","4","2","1","2"
"198","61","1","4","2","7","5","N","2","1","1"
"199","56","2","6","2","4","3","N","2","1","2"
"200","4","1","N","2","2","N","N","2","1","2"
"201","42","2","6","2","6","3","N","2","1","2"
"202","46","1","4","1","9","9","N","2","1","1"
"203","42","2","4","1","9","2","N","2","1","1"
"204","91","2","3","1","9","8","N","2","1","2"
"205","9","1","N","6","3","N","N","2","1","1"
"206","59","1","6","2","5","6","N","2","1","1"
"207","11","1","N","1","3","N","N","2","1","2"
"208","6","1","N","6","2","N","N","2","1","2"
"209","32","2","6","1","9","2","N","2","1","2"
"210","32","1","1","1","9","8","N","2","1","1"
"211","31","2","1","1","10","9","N","2","1","2"
"212","80","2","3","1","8","9","N","2","1","1"
"213","9","2","N","2","3","N","N","2","1","1"
"214","8","2","N","1","3","N","N","2","1","1"
"215","40","2","1","1","11","7","N","2","1","1"
"216","49","1","1","1","5","6","N","2","1","1"
"217","14","2","N","2","4","N","N","2","1","2"
"218","53","1","1","2","7","5","N","2","1","2"
"219","12","2","N","2","3","N","N","2","1","2"
"220","62","2","1","1","7","5","N","2","1","1"
"221","45","2","6","2","10","1","N","2","1","1"
"222","18","2","6","2","7","2","N","2","1","2"
"223","67","1","1","2","5","8","N","2","1","2"
"224","68","1","5","2","5","7","N","2","1","2"
"225","87","2","1","1","5","0","N","2","1","1"
"226","54","2","6","3","5","4","N","2","1","1"
"227","39","2","6","2","8","5","N","2","1","2"
"228","49","2","5","3","7","2","N","2","1","2"
"229","30","1","1","1","8","6","N","2","1","2"
"230","43","2","6","1","7","6","N","2","1","2"
"231","49","2","2","6","10","4","N","2","1","1"
"232","69","1","1","1","10","5","N","2","1","1"
"233","42","2","6","1","6","7","N","2","1","2"
"234","1","1","N","1","N","N","N","2","1","1"
"235","31","1","6","1","5","0","N","2","1","1"
"236","48","1","1","1","5","6","N","2","1","1"
"237","25","2","4","2","7","1","N","1","1","1"
"238","58","2","4","2","5","5","N","2","1","1"
"239","76","2","4","2","7","7","N","2","1","1"
"240","11","2","N","2","3","N","N","2","1","2"
"241","7","1","N","1","3","N","N","2","1","2"
"242","73","1","1","2","11","9","N","2","1","1"
"243","4","1","N","2","1","N","N","2","1","2"
"244","11","1","N","6","3","N","N","2","1","1"
"245","58","2","6","1","12","9","N","2","1","1"
"246","31","1","2","2","9","7","N","2","1","1"
"247","36","1","1","1","9","9","N","2","1","1"
"248","29","1","6","9","9","2","N","2","1","1"
"249","45","2","1","1","7","0","N","2","1","1"
"250","35","1","6","1","11","8","2","2","1","2"
"251","50","2","1","1","10","7","5","2","1","1"
"252","42","2","1","1","5","0","N","2","1","1"
"253","38","2","3","2","7","2","N","2","1","2"
"254","7","2","N","9","3","N","N","2","1","2"
"255","0","1","N","6","N","N","N","2","1","2"
"256","15","1","6","1","4","1","N","2","1","2"
"257","11","2","N","2","3","N","N","2","1","1"
"258","42","1","1","6","12","9","N","2","1","2"
"259","63","2","1","2","7","6","N","1","1","1"
"260","18","1","6","1","4","1","N","2","1","1"
"261","33","1","6","1","9","8","N","2","1","1"
"262","18","1","6","9","4","3","N","2","1","2"
"263","53","1","5","8","1","7","N","2","1","1"
"264","9","1","N","1","3","N","N","2","1","1"
"265","48","1","1","9","10","8","N","2","1","2"
"266","61","1","1","1","7","9","2","2","1","1"
"267","63","2","1","1","7","2","N","2","1","1"
"268","46","2","1","2","7","4","N","2","1","2"
"269","71","2","1","1","9","7","N","2","1","1"
"270","70","1","1","1","10","7","N","1","1","1"
"271","35","1","1","1","11","9","N","2","1","1"
"272","19","1","6","2","4","0","N","2","1","2"
"273","66","2","1","3","7","1","N","2","1","1"
"274","42","1","4","2","4","2","N","2","1","2"
"275","19","2","6","8","5","0","N","2","1","1"
"276","47","2","1","1","11","0","N","2","1","1"
"277","65","1","6","2","6","2","N","2","2","0"
"278","19","1","6","1","7","0","N","2","3","0"
"279","3","2","N","6","1","N","N","2","1","2"
"280","27","1","6","1","9","8","N","2","1","2"
"281","24","2","6","1","5","2","N","2","1","1"
"282","51","2","5","2","5","1","N","2","1","2"
"283","55","1","6","1","5","0","N","2","1","1"
"284","53","1","1","1","9","9","N","2","1","1"
"285","36","1","1","1","5","6","N","2","1","1"
"286","41","2","2","2","5","0","N","2","1","1"
"287","21","1","6","1","7","2","N","2","1","2"
"288","29","2","6","1","9","4","N","2","1","2"
"289","22","1","6","1","5","6","N","2","1","2"
"290","59","1","1","1","11","9","N","2","1","1"
"291","27","2","6","2","9","4","N","2","1","2"
"292","41","2","1","1","9","6","N","2","1","1"
"293","51","1","6","2","7","6","N","2","1","2"
"294","63","2","1","1","10","9","N","2","1","1"
"295","65","2","1","1","11","5","N","2","1","1"
"296","33","1","2","6","12","7","N","2","3","0"
"297","30","1","1","1","10","4","N","2","1","2"
"298","23","1","6","1","5","1","N","2","2","0"
"299","33","2","6","2","5","4","N","2","3","0"
"300","17","1","6","8","4","0","N","2","1","2"
"301","86","2","3","1","7","3","N","2","1","2"
"302","63","2","3","1","10","9","N","2","1","1"
"303","39","2","6","1","3","2","N","2","1","2"
"304","64","1","1","1","7","9","N","2","1","1"
"305","26","1","6","2","5","5","N","2","1","2"
"306","35","1","1","6","10","9","N","2","1","1"
"307","21","1","6","2","7","0","N","2","1","2"
"308","45","1","4","2","5","4","N","2","1","2"
"309","46","2","6","2","7","1","N","2","1","1"
"310","52","1","6","2","7","3","N","2","1","2"
"311","9","1","N","2","3","N","N","2","1","2"
"312","18","2","6","1","4","0","N","2","1","1"
"313","43","1","1","1","7","4","N","2","1","2"
"314","54","2","1","1","8","7","N","2","1","1"
"315","65","1","6","1","10","9","N","2","1","2"
"316","68","2","6","1","9","3","N","2","1","1"
"317","50","1","1","6","10","9","N","2","1","1"
"318","7","1","N","2","3","N","N","2","1","1"
"319","73","2","1","1","9","4","N","2","1","1"
"320","22","2","6","8","5","0","N","2","1","2"
"321","4","2","N","6","2","N","N","2","1","1"
"322","69","2","1","1","10","0","N","2","1","1"
"323","57","1","1","1","6","7","N","2","1","1"
"324","58","2","1","1","7","0","N","2","1","1"
"325","84","1","1","1","12","9","N","2","1","1"
"326","22","1","6","1","5","6","N","2","1","1"
"327","28","2","6","6","9","5","N","2","1","2"
"328","22","1","6","6","7","2","N","2","1","2"
"329","63","2","1","1","7","7","N","2","1","1"
"330","24","2","1","1","9","6","N","2","1","1"
"331","9","1","N","8","3","N","N","2","1","1"
"332","19","2","6","2","7","2","N","2","1","1"
"333","7","2","N","1","3","N","N","2","1","1"
"334","35","2","6","6","10","3","N","2","1","2"
"335","3","1","N","1","1","N","N","2","1","1"
"336","57","1","4","1","5","2","N","2","1","1"
"337","12","1","N","1","3","N","N","2","1","1"
"338","16","1","6","1","4","1","N","2","3","0"
"339","29","1","1","1","5","7","N","2","1","1"
"340","65","1","6","2","4","4","N","2","1","2"
"341","19","2","6","2","7","1","N","2","1","2"
"342","25","1","6","2","5","2","N","2","1","2"
"343","30","2","1","1","7","1","N","2","1","2"
"344","57","1","1","1","5","8","N","2","1","1"
"345","66","1","1","1","9","6","N","2","1","1"
"346","20","1","6","2","5","4","N","2","1","1"
"347","69","2","3","1","5","5","N","2","1","1"
"348","33","1","1","1","10","9","N","2","1","1"
"349","78","1","6","1","3","2","N","2","1","2"
"350","87","1","3","1","11","8","N","2","1","1"
"351","20","1","6","1","7","5","N","2","3","0"
"352","23","2","6","1","9","1","N","2","1","2"
"353","58","2","1","1","10","9","N","2","1","1"
"354","53","1","1","1","10","9","N","2","1","1"
"355","48","2","6","2","5","5","N","2","1","1"
"356","62","2","1","2","4","5","N","2","1","2"
"357","30","2","6","2","7","6","N","2","1","2"
"358","3","2","N","1","1","N","N","2","1","1"
"359","18","2","6","2","7","2","N","2","1","1"
"360","63","1","1","1","9","9","N","2","1","1"
"361","33","2","6","2","8","5","N","2","1","2"
"362","66","2","3","2","9","2","N","1","1","1"
"363","33","2","1","1","9","0","N","2","1","1"
"364","16","1","6","1","4","0","N","2","1","1"
"365","45","1","6","1","10","8","N","2","1","2"
"366","40","2","1","1","5","0","N","2","1","1"
"367","12","2","N","1","3","N","N","2","1","1"
"368","56","1","1","6","9","9","N","2","1","1"
"369","31","1","1","3","10","1","N","2","1","2"
"370","13","2","N","2","3","N","N","2","1","1"
"371","14","2","N","2","3","N","N","2","1","2"
"372","43","2","6","1","4","1","N","2","1","2"
"373","31","1","1","1","11","7","N","2","1","2"
"374","56","1","6","1","1","2","N","2","1","2"
"375","47","1","1","6","10","9","N","2","1","1"
"376","32","1","6","1","7","3","N","2","1","1"
"377","34","2","6","2","10","0","N","2","1","1"
"378","67","2","3","2","9","1","N","2","1","2"
"379","23","1","6","1","9","1","N","2","1","2"
"380","23","2","6","1","10","1","N","2","1","1"
"381","36","2","5","1","5","6","N","1","1","2"
"382","30","1","6","1","9","8","N","2","1","2"
"383","43","1","2","1","9","9","N","2","1","2"
"384","28","1","6","3","4","4","N","2","1","1"
"385","43","1","6","1","7","2","N","2","1","2"
"386","19","2","6","2","5","1","N","2","1","1"
"387","64","2","3","2","6","6","N","2","1","2"
"388","54","1","1","2","7","6","N","2","1","1"
"389","33","1","6","2","10","1","N","2","3","0"
"390","6","2","N","2","2","N","N","2","1","2"
"391","14","1","N","1","3","N","N","2","1","1"
"392","26","2","6","9","7","7","N","2","1","1"
"393","44","2","4","1","9","7","N","2","1","1"
"394","74","2","5","2","3","2","N","1","1","2"
"395","54","2","1","1","5","4","N","2","1","1"
"396","32","1","1","1","9","9","N","2","1","2"
"397","33","2","6","2","7","1","N","2","1","2"
"398","34","1","1","1","9","6","N","2","1","2"
"399","18","2","6","8","4","0","N","2","1","1"
"400","85","2","3","1","11","5","N","2","1","1"
"401","21","1","6","1","5","3","N","2","1","2"
"402","68","1","4","2","4","5","N","2","1","1"
"403","57","2","1","1","7","3","N","2","1","1"
"404","75","1","1","1","11","3","5","2","1","1"
"405","67","2","4","1","7","7","N","2","1","1"
"406","55","1","3","1","8","0","N","2","2","0"
"407","42","1","6","1","12","9","N","2","1","1"
"408","18","1","6","1","7","1","N","2","3","0"
"409","63","1","1","1","12","9","N","2","1","1"
"410","11","2","N","1","3","N","N","2","1","2"
"411","39","2","1","1","10","8","N","2","1","2"
"412","24","1","6","1","5","4","N","2","2","0"
"413","30","1","4","2","8","9","4","2","1","2"
"414","58","2","5","2","4","2","N","2","1","2"
"415","61","1","1","1","9","8","N","2","1","1"
"416","53","1","4","1","10","9","5","2","1","1"
"417","87","2","3","2","5","2","N","1","1","1"
"418","65","2","1","1","7","6","N","2","1","1"
"419","85","2","3","1","5","3","N","2","2","0"
"420","32","1","1","1","8","5","N","2","1","2"
"421","49","2","1","1","5","0","N","2","1","2"
"422","7","1","N","1","3","N","N","2","1","1"
"423","16","1","6","2","4","0","N","2","1","2"
"424","76","2","3","1","9","9","N","2","1","1"
"425","50","2","1","2","8","9","N","2","1","1"
"426","48","2","1","1","7","7","N","2","1","1"
"427","71","1","1","6","9","6","N","2","1","1"
"428","65","2","1","1","10","1","N","2","1","1"
"429","79","2","4","2","4","2","N","2","1","1"
"430","37","2","4","2","8","5","N","2","1","1"
"431","39","2","1","1","8","2","N","2","1","1"
"432","7","2","N","1","3","N","N","2","1","2"
"433","36","1","6","3","5","1","N","2","1","2"
"434","18","2","6","1","5","2","N","2","1","1"
"435","62","1","1","1","11","9","N","2","1","1"
"436","52","2","1","1","9","6","N","2","1","2"
"437","75","1","1","2","5","4","N","2","1","1"
"438","44","2","1","6","9","5","N","2","1","2"
"439","69","1","1","1","9","8","N","2","1","1"
"440","38","1","6","1","7","4","N","2","1","1"
"441","59","1","1","6","12","9","N","2","1","1"
"442","40","1","1","1","12","9","N","2","1","1"
"443","43","1","5","2","4","1","N","2","1","2"
"444","49","1","6","2","5","1","N","2","2","0"
"445","12","1","N","2","3","N","N","2","1","2"
"446","59","2","4","1","10","9","N","2","1","1"
"447","21","1","6","6","7","3","N","2","3","0"
"448","71","2","2","1","10","9","N","2","1","1"
"449","18","1","6","2","4","0","N","2","1","2"
"450","45","1","6","2","1","1","N","2","1","2"
"451","53","1","1","1","7","3","N","2","1","1"
"452","26","1","6","1","7","3","N","2","1","2"
"453","56","2","1","1","9","6","N","2","1","1"
"454","42","1","1","1","5","6","N","2","1","1"
"455","3","2","N","1","2","N","N","2","1","1"
"456","17","2","6","1","4","0","N","2","1","1"
"457","75","2","1","1","7","2","N","2","1","1"
"458","55","2","4","6","12","9","N","2","1","1"
"459","67","1","6","1","10","8","N","2","1","2"
"460","71","1","6","2","9","4","N","2","1","2"
"461","73","2","3","2","7","4","N","2","1","1"
"462","66","1","1","6","9","2","N","2","1","1"
"463","49","1","6","1","5","8","N","2","1","1"
"464","22","1","6","8","5","0","N","2","1","2"
"465","40","1","1","3","7","7","N","2","1","2"
"466","7","2","N","2","2","N","N","2","1","2"
"467","34","1","1","1","9","8","N","2","1","2"
"468","44","1","1","1","9","9","N","2","1","1"
"469","34","2","6","1","12","6","N","2","1","2"
"470","31","2","1","6","11","8","N","2","1","2"
"471","62","1","1","1","11","1","N","2","1","1"
"472","50","1","1","2","9","4","N","2","1","2"
"473","53","2","1","1","8","9","N","2","1","2"
"474","24","1","6","2","5","0","N","2","2","0"
"475","26","2","6","2","12","3","N","2","1","2"
"476","25","2","6","1","9","0","N","2","1","1"
"477","11","1","N","6","3","N","N","2","1","2"
"478","60","1","1","2","7","6","N","2","1","2"
"479","21","2","6","9","7","1","N","2","1","2"
"480","45","2","4","1","9","9","N","2","1","1"
"481","75","1","1","2","9","8","3","2","1","1"
"482","27","1","2","1","9","3","N","2","1","1"
"483","11","2","N","1","3","N","N","2","1","1"
"484","26","2","6","1","10","5","N","2","1","1"
"485","36","2","6","1","1","4","N","2","1","1"
"486","62","1","1","1","5","4","N","2","1","1"
"487","75","2","1","1","9","3","N","2","1","1"
"488","45","2","1","6","10","9","N","2","1","1"
"489","44","2","6","2","10","8","N","2","1","1"
"490","28","2","6","1","10","7","N","2","1","2"
"491","22","1","6","6","9","6","N","2","1","2"
"492","7","2","N","1","2","N","N","2","1","1"
"493","66","2","4","9","8","0","N","1","1","2"
"494","63","2","4","2","5","3","N","2","1","1"
"495","44","1","1","1","7","8","N","2","1","1"
"496","1","2","N","5","N","N","N","2","1","2"
"497","54","2","1","1","9","6","N","2","1","1"
"498","22","1","6","1","9","9","N","2","1","2"
"499","62","2","1","1","8","7","N","2","1","1"
"500","9","2","N","1","3","N","N","2","1","1"
"501","60","1","6","1","11","9","N","2","1","2"
"502","44","1","6","1","5","5","N","2","1","1"
"503","63","1","1","1","5","8","N","2","1","1"
"504","59","2","1","2","7","4","N","2","1","2"
"505","36","2","1","8","7","0","N","2","1","1"
"506","20","1","6","1","4","2","N","2","2","0"
"507","37","2","6","1","11","9","N","2","1","1"
"508","32","2","6","3","5","1","N","2","1","2"
"509","34","2","6","2","7","2","N","1","1","2"
"510","19","2","6","1","7","1","N","2","1","1"
"511","22","2","6","1","7","0","N","2","3","0"
"512","33","2","1","1","9","7","N","2","1","1"
"513","41","1","4","2","8","7","N","2","1","2"
"514","52","2","4","2","7","3","N","1","1","2"
"515","2","1","N","1","N","N","N","2","1","1"
"516","17","2","6","3","4","3","N","2","1","1"
"517","7","1","N","3","3","N","N","2","1","1"
"518","13","2","N","2","3","N","N","2","1","1"
"519","39","2","1","1","7","4","N","2","1","2"
"520","64","1","1","1","9","7","N","1","1","1"
"521","53","2","1","1","10","9","N","2","1","1"
"522","6","1","N","1","2","N","N","2","1","1"
"523","77","1","1","2","4","2","N","1","1","1"
"524","71","2","1","1","5","4","N","2","1","1"
"525","23","1","6","1","5","4","N","2","1","1"
"526","79","2","3","1","10","9","N","2","1","1"
"527","22","2","6","1","9","1","N","2","1","2"
"528","10","1","N","8","3","N","N","2","1","2"
"529","49","1","1","1","12","9","N","2","1","1"
"530","20","1","6","2","7","0","N","2","1","1"
"531","8","2","N","2","3","N","N","2","1","2"
"532","28","1","1","1","9","0","N","2","1","2"
"533","41","1","1","6","12","6","N","2","1","2"
"534","60","2","3","1","10","9","N","2","1","1"
"535","70","2","1","1","12","9","N","2","1","1"
"536","44","1","1","1","5","8","N","2","1","1"
"537","42","2","1","6","10","9","N","2","1","1"
"538","61","1","1","2","9","6","N","2","1","2"
"539","37","2","6","1","4","5","N","2","1","2"
"540","64","2","1","1","7","5","N","2","1","1"
"541","37","2","1","1","5","4","N","2","1","2"
"542","60","1","1","1","11","9","N","2","1","1"
"543","5","1","N","6","2","N","N","2","1","1"
"544","60","1","4","1","7","4","N","2","1","1"
"545","19","1","6","6","7","3","N","2","3","0"
"546","74","2","1","1","9","2","N","2","1","1"
"547","22","2","6","3","7","5","N","2","1","2"
"548","24","2","1","1","1","0","N","2","1","2"
"549","47","1","6","2","9","8","N","2","1","1"
"550","4","1","N","1","2","N","N","2","1","1"
"551","59","1","1","1","12","9","N","2","1","1"
"552","34","2","1","1","9","8","N","2","1","1"
"553","23","1","6","2","9","4","N","2","1","2"
"554","16","2","6","1","4","0","N","2","1","1"
"555","10","2","N","8","3","N","N","2","1","2"
"556","37","1","1","1","7","8","N","2","1","1"
"557","59","1","4","2","7","7","N","2","1","1"
"558","43","2","2","2","7","5","N","2","1","2"
"559","16","1","6","1","4","0","N","2","1","2"
"560","46","1","1","6","10","9","N","2","1","1"
"561","18","1","6","1","7","1","N","2","3","0"
"562","24","2","6","8","3","0","N","2","1","2"
"563","63","2","6","2","5","2","N","2","1","2"
"564","23","2","6","1","9","5","N","2","1","2"
"565","19","2","6","1","7","0","N","2","3","0"
"566","46","1","1","6","9","0","N","2","1","1"
"567","0","1","N","9","N","N","N","2","1","2"
"568","26","2","1","3","4","0","N","2","1","2"
"569","54","1","6","2","7","0","N","2","1","2"
"570","66","2","1","1","7","2","N","2","1","1"
"571","64","1","4","1","7","8","N","2","1","1"
"572","34","1","2","2","7","3","N","2","1","2"
"573","8","1","N","1","3","N","N","2","1","1"
"574","44","1","1","1","9","6","N","2","1","1"
"575","10","1","N","1","3","N","N","2","1","1"
"576","53","2","4","2","3","2","N","2","1","2"
"577","46","2","1","1","7","6","N","2","1","1"
"578","45","2","1","1","4","3","N","2","1","2"
