"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"79","61","1","4","4","7","3","1","2","3","0"
"80","50","1","1","1","9","9","N","2","1","1"
"81","29","1","3","6","N","4","5","2","2","0"
"82","74","2","5","3","N","4","5","2","2","0"
"83","78","1","2","9","4","1","3","1","3","0"
"84","87","2","N","9","10","2","4","2","1","1"
"85","30","1","N","9","4","7","1","1","2","0"
"86","24","1","4","9","3","4","2","1","2","0"
"87","26","1","2","9","5","8","2","2","3","0"
"88","15","1","6","2","4","0","N","2","1","1"
"89","76","2","5","5","6","4","5","1","3","0"
"90","62","2","2","3","12","2","3","1","3","0"
"91","88","1","1","6","1","1","3","1","3","0"
"92","48","1","4","8","1","7","6","2","2","0"
"93","21","2","1","9","9","4","N","1","1","1"
"94","53","2","3","7","6","7","4","1","1","2"
"95","22","1","5","6","8","3","3","1","3","0"
"96","67","1","6","2","1","N","3","1","1","1"
"97","31","1","4","8","12","3","6","2","1","2"
"98","5","2","N","1","2","N","N","2","1","1"
"99","18","2","6","1","7","1","N","2","3","0"
"100","36","1","3","9","8","N","3","2","1","1"
"101","73","2","2","5","7","N","4","2","3","0"
"102","72","2","1","4","10","7","3","2","2","0"
"103","13","2","N","1","3","N","N","2","1","1"
"104","4","1","N","1","2","N","N","2","1","1"
"105","37","1","6","2","3","7","3","1","1","1"
"106","42","1","2","6","10","9","3","1","1","1"
"107","8","1","N","2","3","N","N","2","1","2"
"108","14","1","N","1","3","N","N","2","1","2"
"109","95","1","4","9","2","2","1","2","1","1"
"110","40","2","1","2","9","1","4","2","1","2"
"111","67","2","5","6","11","N","6","2","1","2"
"112","29","2","N","5","10","8","5","1","1","2"
"113","52","1","1","8","4","8","5","1","1","1"
"114","83","2","4","8","12","8","1","2","3","0"
"115","28","1","3","3","8","9","6","2","2","0"
"116","12","2","N","1","3","N","N","2","1","1"
"117","26","2","2","9","8","4","2","2","3","0"
"118","74","2","3","5","2","5","3","2","3","0"
"119","8","2","N","1","3","N","N","2","1","2"
"120","30","2","3","4","2","3","6","2","1","1"
"121","86","1","2","6","9","2","5","2","3","0"
"122","10","1","N","1","3","N","N","2","1","1"
"123","40","1","3","3","8","9","6","1","3","0"
"124","46","1","2","3","9","6","N","2","1","1"
"125","89","2","2","8","5","9","N","1","1","1"
"126","17","2","4","2","2","6","N","1","2","0"
"127","65","2","6","4","2","9","5","2","1","2"
"128","26","1","6","9","10","0","5","1","1","1"
"129","50","2","N","2","4","9","1","1","3","0"
"130","78","1","6","6","11","1","2","1","2","0"
"131","40","2","1","3","1","7","5","1","1","1"
"132","91","2","4","9","10","7","5","2","1","1"
"133","36","2","3","2","10","8","N","2","1","2"
"134","33","2","3","7","10","5","1","2","1","2"
"135","17","1","6","1","4","0","N","2","1","1"
"136","85","1","4","3","10","9","1","2","1","1"
"137","75","1","4","7","N","9","5","2","2","0"
"138","64","2","1","2","9","N","N","1","1","1"
"139","46","2","N","8","3","N","3","1","3","0"
"140","67","2","3","7","7","3","3","2","2","0"
"141","27","2","5","6","10","2","3","1","1","2"
"142","34","1","3","9","4","9","1","2","2","0"
"143","58","2","4","8","11","7","4","1","2","0"
"144","87","2","6","2","1","6","5","2","1","2"
"145","49","1","1","9","1","3","N","2","1","2"
"146","20","1","6","1","7","0","N","2","3","0"
"147","22","1","3","9","11","1","6","2","1","1"
"148","49","1","6","9","5","N","3","2","1","2"
"149","65","1","5","8","12","2","4","1","1","1"
"150","44","2","3","1","6","9","3","2","2","0"
"151","78","2","N","9","7","N","5","2","1","1"
"152","55","2","6","2","7","7","2","1","1","2"
"153","32","1","1","9","11","1","1","1","1","1"
"154","27","2","1","5","10","1","6","2","1","1"
"155","88","2","N","2","3","6","5","1","3","0"
"156","71","2","2","8","N","4","6","2","2","0"
"157","10","1","N","1","3","N","N","2","1","2"
"158","11","1","N","2","3","N","N","2","1","2"
"159","76","1","5","8","1","7","4","2","1","1"
"160","15","1","6","2","4","0","N","2","1","2"
"161","69","2","3","7","N","2","2","2","2","0"
"162","52","1","5","9","11","3","6","2","3","0"
"163","42","2","5","2","6","7","4","2","1","1"
"164","61","1","N","9","2","3","2","1","2","0"
"165","79","1","1","9","7","2","N","1","3","0"
"166","26","1","4","1","5","9","4","1","1","2"
"167","35","2","2","1","8","2","N","2","1","1"
"168","65","2","6","4","2","9","5","2","1","2"
"169","45","1","N","3","5","7","4","1","2","0"
"170","19","2","6","1","7","0","N","2","3","0"
"171","86","1","N","4","3","3","2","1","1","2"
"172","78","2","3","4","3","2","5","1","3","0"
"173","89","2","2","6","9","6","3","2","2","0"
"174","74","1","N","3","6","5","4","2","3","0"
"175","21","2","6","1","7","1","N","2","3","0"
"176","9","2","N","1","3","N","N","2","1","2"
"177","85","2","3","2","12","7","2","2","1","1"
"178","71","1","5","4","8","5","5","1","1","2"
"179","71","2","2","8","N","4","6","2","2","0"
"180","20","1","2","8","8","6","N","2","1","1"
"181","43","1","3","8","7","0","6","2","1","1"
"182","25","2","4","7","7","3","1","1","2","0"
"183","75","1","4","7","N","9","5","2","2","0"
"184","53","2","1","4","6","4","6","1","3","0"
"185","45","2","2","5","11","9","5","1","1","2"
"186","16","1","6","1","4","0","N","2","1","1"
"187","61","2","N","9","6","N","2","1","3","0"
"188","52","2","4","3","5","5","N","1","3","0"
"189","40","1","1","9","5","7","3","2","1","1"
"190","71","1","5","6","8","8","6","2","3","0"
"191","31","1","3","9","9","1","1","2","1","2"
"192","37","2","2","2","9","7","5","1","1","2"
"193","0","2","N","1","N","N","N","2","1","1"
"194","78","2","N","5","3","4","5","2","3","0"
"195","22","1","4","8","2","2","2","2","1","2"
"196","0","1","N","1","N","N","N","2","1","1"
"197","62","2","5","5","N","0","2","2","1","2"
"198","70","1","1","4","1","0","1","1","1","2"
"199","34","1","6","2","2","8","6","1","3","0"
"200","76","2","3","5","1","1","4","1","3","0"
"201","22","2","N","8","N","5","N","2","2","0"
"202","94","2","3","8","11","1","2","1","1","1"
"203","15","1","6","1","3","0","N","2","1","1"
"204","39","1","N","4","7","8","3","1","1","2"
"205","83","1","N","2","8","9","6","1","3","0"
"206","2","1","N","2","N","N","N","2","1","2"
"207","42","2","5","6","2","0","6","2","3","0"
"208","20","2","6","1","7","1","N","2","1","2"
"209","65","1","3","2","12","7","1","2","1","2"
"210","70","1","1","3","12","0","2","1","2","0"
"211","42","1","3","3","8","0","N","1","3","0"
"212","54","1","2","1","10","8","5","1","3","0"
"213","65","2","N","4","4","6","2","1","1","1"
"214","83","1","3","7","7","2","4","2","3","0"
"215","4","2","N","1","2","N","N","2","1","2"
"216","12","2","N","1","3","N","N","2","1","1"
"217","95","1","4","9","2","2","1","2","1","1"
"218","31","1","2","3","11","4","N","1","1","2"
"219","34","1","2","8","11","1","N","2","2","0"
"220","91","2","N","6","1","5","6","2","2","0"
"221","2","1","N","2","N","N","N","2","1","2"
"222","36","2","1","4","8","5","N","2","1","2"
"223","41","1","N","8","5","7","N","2","1","1"
"224","47","2","N","3","3","9","3","1","2","0"
"225","16","2","6","2","4","0","N","2","1","2"
"226","75","2","3","7","9","8","3","2","1","2"
"227","5","1","N","1","2","N","N","2","1","1"
"228","73","2","4","4","7","3","4","2","2","0"
"229","94","2","4","3","1","1","1","2","1","2"
"230","54","1","4","5","1","2","1","2","1","1"
"231","4","1","N","1","1","N","N","2","1","1"
"232","23","1","3","3","10","N","2","1","3","0"
"233","85","2","5","9","1","1","4","2","3","0"
"234","88","2","5","1","6","1","1","1","2","0"
"235","81","1","4","6","5","3","N","1","1","1"
"236","62","1","4","8","12","7","3","2","1","1"
"237","94","2","3","8","11","1","2","1","1","1"
"238","75","2","2","9","9","9","3","1","1","1"
"239","55","1","6","2","4","4","3","1","1","1"
"240","84","2","2","8","5","9","4","2","3","0"
"241","36","2","3","2","10","8","N","2","1","2"
"242","71","1","4","8","4","8","3","2","2","0"
"243","88","2","N","1","3","2","N","1","3","0"
"244","50","1","4","9","4","N","5","2","1","1"
"245","86","1","5","2","2","1","3","2","3","0"
"246","83","1","3","7","7","2","4","2","3","0"
"247","58","1","6","7","1","6","1","1","2","0"
"248","81","2","4","5","2","1","N","2","1","2"
"249","10","2","N","1","3","N","N","2","1","1"
"250","44","1","6","6","10","7","4","1","2","0"
"251","86","2","1","2","6","8","5","2","3","0"
"252","49","2","5","8","12","1","2","1","2","0"
"253","72","1","6","5","11","4","N","1","1","2"
"254","17","2","N","5","2","2","N","2","2","0"
"255","95","2","1","5","2","8","6","1","3","0"
"256","17","1","6","2","4","0","N","2","1","1"
"257","40","1","2","8","9","9","1","2","1","2"
"258","63","2","5","1","7","N","N","2","2","0"
"259","4","2","N","1","2","N","N","2","1","2"
"260","47","1","N","9","11","9","2","1","1","1"
"261","27","1","N","3","11","6","2","2","1","2"
"262","25","1","1","8","8","7","2","1","3","0"
"263","28","2","4","1","7","N","5","1","1","1"
"264","44","1","2","2","3","0","1","2","2","0"
"265","6","2","N","1","2","N","N","2","1","1"
"266","36","2","N","6","1","2","4","1","1","1"
"267","89","1","N","7","8","9","6","1","1","2"
"268","61","2","3","6","6","9","1","2","1","1"
"269","39","1","4","7","7","8","5","1","1","1"
"270","0","2","N","1","N","N","N","2","1","1"
"271","80","2","N","8","11","8","2","2","2","0"
"272","87","1","5","5","6","1","6","1","1","2"
"273","39","1","3","7","12","3","4","1","1","1"
"274","34","2","3","2","11","3","4","2","3","0"
"275","56","1","3","5","8","4","4","1","1","1"
"276","39","1","N","4","7","8","3","1","1","2"
"277","26","1","4","1","5","9","4","1","1","2"
"278","34","2","1","2","3","6","3","2","1","1"
"279","57","2","4","9","12","2","N","2","1","1"
"280","52","2","1","5","12","4","3","1","1","1"
"281","14","2","N","1","3","N","N","2","1","1"
"282","64","1","4","2","2","3","1","2","1","1"
"283","52","1","1","1","9","9","N","2","1","1"
"284","20","1","6","1","7","1","N","2","1","2"
"285","17","2","3","6","2","7","N","2","1","1"
"286","25","1","2","9","N","0","2","2","1","2"
"287","76","1","5","8","1","7","4","2","1","1"
"288","76","1","3","8","N","N","1","1","1","2"
"289","53","1","5","2","6","9","1","2","1","2"
"290","58","2","6","4","11","0","4","1","3","0"
"291","62","2","1","8","6","3","1","2","3","0"
"292","48","1","4","8","1","7","6","2","2","0"
"293","23","1","2","1","10","5","1","2","1","2"
"294","45","2","6","1","12","1","2","2","2","0"
"295","70","2","5","8","1","0","3","1","3","0"
"296","31","1","1","9","3","5","1","2","2","0"
"297","54","2","5","7","5","3","5","2","1","1"
"298","19","1","6","1","7","0","N","2","3","0"
"299","84","1","N","1","6","8","N","2","3","0"
"300","31","1","3","9","1","2","N","1","2","0"
"301","78","1","2","3","9","0","6","1","1","1"
"302","17","1","6","2","4","0","N","2","1","1"
"303","8","1","N","1","3","N","N","2","1","1"
"304","71","2","N","4","10","5","6","2","1","1"
"305","72","2","N","5","5","6","4","1","1","1"
"306","23","1","6","5","12","N","5","1","1","2"
"307","4","1","N","1","1","N","N","2","1","1"
"308","48","2","4","8","9","8","3","1","1","2"
"309","64","2","1","2","9","N","N","1","1","1"
"310","25","2","4","5","11","2","1","2","3","0"
"311","9","2","N","6","3","N","N","2","1","1"
"312","34","2","4","9","7","1","N","1","2","0"
"313","66","2","3","1","1","6","4","2","1","2"
"314","30","2","1","3","10","4","3","2","2","0"
"315","91","1","4","6","8","4","1","1","1","1"
"316","77","1","2","2","6","1","1","2","3","0"
"317","52","1","5","9","11","3","6","2","3","0"
"318","53","1","1","4","8","5","N","2","3","0"
"319","30","1","1","6","12","9","N","2","2","0"
"320","45","2","4","3","2","N","6","2","1","1"
"321","39","2","6","7","1","2","1","2","1","1"
"322","65","2","1","8","3","0","2","1","1","1"
"323","59","1","5","6","9","N","2","1","1","2"
"324","85","2","N","5","11","3","5","1","1","1"
"325","81","2","N","5","4","2","3","1","1","1"
"326","67","2","3","7","7","3","3","2","2","0"
"327","27","1","1","1","3","8","5","1","1","1"
"328","31","1","3","9","9","1","1","2","1","2"
"329","70","1","6","2","5","9","N","2","1","1"
"330","10","1","N","1","3","N","N","2","1","1"
"331","16","1","5","1","2","3","N","2","3","0"
"332","17","2","6","1","4","1","N","2","1","1"
"333","56","1","2","2","6","3","N","2","1","2"
"334","40","2","4","7","8","0","1","2","1","1"
"335","29","1","2","8","3","8","6","2","3","0"
"336","63","2","5","3","1","3","N","2","2","0"
"337","58","1","3","3","8","0","4","1","1","2"
"338","36","1","1","2","12","9","2","2","3","0"
"339","88","1","5","3","2","4","2","1","2","0"
"340","52","1","N","3","10","9","2","1","1","1"
"341","32","1","4","7","N","8","5","1","1","1"
"342","59","2","N","9","5","6","2","2","1","1"
"343","68","1","3","9","3","0","1","1","1","1"
"344","63","2","3","8","8","5","N","1","1","2"
"345","76","2","5","5","6","4","5","1","3","0"
"346","86","1","N","4","3","3","2","1","1","2"
"347","84","1","2","5","7","9","2","1","1","1"
"348","30","2","3","4","2","3","6","2","1","1"
"349","33","2","2","9","2","N","N","2","1","2"
"350","78","2","3","4","3","2","5","1","3","0"
"351","22","1","3","9","11","1","6","2","1","1"
"352","24","2","1","1","6","1","2","1","3","0"
"353","24","1","3","3","5","6","3","1","2","0"
"354","76","1","6","3","3","5","6","1","1","1"
"355","19","2","6","1","7","0","N","2","3","0"
"356","17","2","4","2","2","6","N","1","2","0"
"357","71","2","4","9","5","2","3","2","1","2"
"358","11","1","N","1","3","N","N","2","1","1"
"359","68","2","6","3","N","0","5","2","2","0"
"360","29","1","N","5","N","0","3","1","2","0"
"361","83","1","3","4","5","3","4","2","3","0"
"362","59","1","1","3","N","3","N","2","1","1"
"363","70","2","4","6","6","1","6","2","3","0"
"364","67","2","3","6","8","4","2","1","3","0"
"365","83","1","3","4","5","3","4","2","3","0"
"366","35","1","1","8","9","5","6","1","1","2"
"367","85","2","6","9","5","4","4","2","1","1"
"368","15","2","6","1","4","0","N","2","1","2"
"369","75","2","N","8","4","3","2","2","3","0"
"370","25","1","2","3","7","2","5","1","1","2"
"371","53","2","5","2","1","7","N","1","2","0"
"372","80","2","2","1","12","7","1","2","3","0"
"373","89","2","4","4","9","9","4","2","1","2"
"374","92","2","1","4","12","6","2","1","1","2"
"375","69","2","3","7","N","2","2","2","2","0"
"376","34","2","1","2","3","6","3","2","1","1"
"377","46","2","N","8","3","N","3","1","3","0"
"378","36","2","2","7","1","7","N","1","2","0"
"379","8","1","N","2","3","N","N","2","1","2"
"380","26","2","5","4","12","6","1","2","2","0"
"381","6","2","N","1","2","N","N","2","1","2"
"382","54","2","N","8","11","4","3","1","3","0"
"383","28","2","3","6","12","5","1","1","2","0"
"384","69","1","6","6","2","1","4","2","3","0"
"385","69","2","2","2","1","1","4","2","2","0"
"386","18","1","6","1","7","1","N","2","3","0"
"387","5","2","N","1","1","N","N","2","1","1"
"388","73","1","5","5","5","1","5","2","3","0"
"389","55","2","4","1","8","8","3","2","3","0"
"390","66","1","2","1","1","0","2","2","1","1"
"391","44","1","N","4","11","0","6","1","1","1"
"392","22","2","4","9","9","3","6","1","2","0"
"393","87","2","2","2","7","5","4","2","3","0"
"394","49","1","1","1","6","5","2","2","2","0"
"395","9","1","N","1","3","N","N","2","1","2"
"396","35","2","N","6","5","9","5","1","3","0"
"397","82","2","2","6","2","2","1","2","1","1"
"398","10","1","N","1","3","N","N","2","1","1"
"399","21","2","6","1","7","1","N","2","3","0"
"400","83","1","4","3","10","4","6","2","3","0"
"401","80","2","5","9","11","7","5","2","3","0"
"402","41","1","4","6","5","7","1","1","3","0"
"403","83","1","4","5","9","3","6","1","1","1"
"404","30","2","4","6","9","3","4","2","3","0"
"405","60","2","1","8","4","4","4","2","3","0"
"406","69","2","2","1","12","0","N","1","3","0"
"407","69","1","6","6","2","1","4","2","3","0"
"408","72","1","3","1","4","5","3","1","1","1"
"409","76","1","2","8","2","1","N","1","2","0"
"410","85","2","1","5","12","4","4","1","1","1"
"411","56","2","1","8","5","4","2","2","2","0"
"412","66","1","2","1","1","0","2","2","1","1"
"413","58","2","3","7","6","6","2","1","3","0"
"414","83","1","1","5","12","9","2","1","1","2"
"415","78","1","2","3","9","0","6","1","1","1"
"416","84","1","1","2","11","3","2","1","1","1"
"417","94","1","3","1","6","3","5","1","1","1"
"418","82","1","N","8","8","4","4","1","1","2"
"419","69","2","2","7","8","5","4","2","1","1"
"420","83","1","5","9","5","0","5","2","1","2"
"421","10","2","N","1","3","N","N","2","1","1"
"422","64","2","4","1","6","1","4","2","1","1"
"423","14","2","N","2","3","N","N","2","1","2"
"424","62","2","1","8","6","3","1","2","3","0"
"425","16","1","6","2","4","0","N","2","1","2"
"426","16","1","N","4","4","N","N","2","3","0"
"427","18","2","2","3","8","3","N","2","3","0"
"428","84","1","6","6","7","7","3","1","1","2"
"429","8","1","N","1","3","N","N","2","1","1"
"430","84","2","2","9","7","5","2","1","1","1"
"431","84","1","6","6","7","7","3","1","1","2"
"432","16","1","6","1","4","0","N","2","1","1"
"433","92","2","1","5","9","5","2","1","3","0"
"434","87","1","5","1","3","1","4","1","1","2"
"435","72","1","3","7","11","8","4","1","3","0"
"436","83","1","1","2","6","6","2","2","1","2"
"437","40","2","4","6","2","0","5","2","2","0"
"438","84","1","6","8","5","4","2","2","1","1"
"439","95","2","1","4","8","9","6","1","3","0"
"440","58","2","6","4","11","0","4","1","3","0"
"441","81","1","3","6","5","1","3","2","1","1"
"442","85","2","N","5","11","3","5","1","1","1"
"443","72","2","N","5","5","6","4","1","1","1"
"444","13","2","N","2","3","N","N","2","1","1"
"445","18","2","2","3","8","3","N","2","3","0"
"446","60","2","4","2","1","N","4","2","1","1"
"447","90","1","N","5","12","1","N","2","1","1"
"448","95","1","6","7","4","4","4","1","1","2"
"449","0","2","N","1","N","N","N","2","1","1"
"450","62","1","1","5","12","1","4","2","2","0"
"451","72","2","1","7","10","5","4","2","2","0"
"452","31","2","2","4","8","6","6","1","3","0"
"453","15","2","6","1","4","0","N","2","1","1"
"454","25","1","2","8","11","1","6","1","3","0"
"455","7","2","N","1","3","N","N","2","1","1"
"456","90","2","2","8","10","6","2","2","3","0"
"457","15","2","6","2","4","0","N","2","1","1"
"458","21","2","6","1","7","0","N","2","3","0"
"459","73","1","1","9","3","7","5","1","1","1"
"460","61","1","4","4","7","3","1","2","3","0"
"461","92","1","3","9","7","5","6","2","3","0"
"462","43","2","4","3","11","9","1","1","2","0"
"463","66","1","4","4","10","1","6","2","3","0"
"464","40","2","3","1","4","2","1","2","3","0"
"465","88","2","3","3","N","0","4","2","1","2"
"466","14","2","N","1","3","N","N","2","1","2"
"467","39","1","N","5","N","5","6","2","1","2"
"468","81","1","3","6","5","1","3","2","1","1"
"469","93","2","N","6","12","6","4","1","2","0"
"470","24","2","4","5","5","5","1","1","1","2"
"471","26","1","2","8","2","8","4","1","1","1"
"472","85","2","N","9","8","7","2","2","2","0"
"473","26","1","5","3","3","0","5","1","1","2"
"474","79","1","3","5","6","2","5","1","2","0"
"475","38","2","4","4","12","0","1","1","3","0"
"476","79","1","4","4","2","0","5","1","2","0"
"477","64","2","3","4","3","4","2","1","3","0"
"478","12","1","N","1","3","N","N","2","1","1"
"479","12","2","N","1","3","N","N","2","1","1"
"480","43","2","3","2","2","5","4","2","2","0"
"481","41","1","4","4","1","2","4","1","2","0"
"482","33","2","2","2","3","1","4","1","3","0"
"483","47","2","2","3","6","9","N","1","1","1"
"484","7","1","N","1","3","N","N","2","1","1"
"485","22","2","3","1","10","4","6","2","2","0"
"486","76","2","2","6","12","8","6","2","1","2"
"487","22","2","1","8","12","N","1","1","2","0"
"488","53","1","3","1","6","3","N","1","3","0"
"489","67","1","3","7","N","4","3","1","3","0"
"490","67","1","3","8","11","2","N","1","1","1"
"491","8","2","N","1","3","N","N","2","1","1"
"492","14","1","N","1","3","N","N","2","1","2"
"493","16","1","6","1","4","0","N","2","1","1"
"494","84","2","3","7","11","0","1","1","2","0"
"495","87","1","4","3","7","1","1","1","1","1"
"496","45","2","N","1","9","N","1","1","2","0"
"497","8","1","N","2","3","N","N","2","1","2"
"498","60","2","5","1","9","3","2","2","1","2"
"499","12","1","N","2","3","N","N","2","1","2"
"500","89","1","3","7","9","8","1","1","1","1"
"501","15","2","6","1","4","0","N","2","1","2"
"502","50","1","1","1","9","9","N","2","1","1"
"503","78","2","4","7","8","7","1","1","1","2"
"504","21","1","6","2","7","0","N","2","3","0"
"505","35","2","N","6","2","3","6","1","1","1"
"506","92","2","N","4","8","2","2","2","1","1"
"507","52","1","5","4","11","0","5","2","3","0"
"508","90","1","6","2","11","9","2","2","1","1"
"509","83","2","4","2","4","3","5","2","3","0"
"510","73","1","6","2","12","1","1","1","1","2"
"511","90","2","2","2","9","0","5","2","3","0"
"512","37","2","5","5","4","2","4","2","2","0"
"513","85","1","2","4","1","3","5","2","2","0"
"514","5","2","N","1","2","N","N","2","1","1"
"515","53","1","N","1","12","3","5","2","2","0"
"516","33","2","6","6","10","6","6","2","2","0"
"517","49","2","5","8","12","1","2","1","2","0"
"518","81","2","5","5","5","7","4","1","1","1"
"519","93","1","2","3","4","0","1","2","2","0"
"520","55","2","3","7","N","7","4","1","1","2"
"521","22","2","2","9","12","8","1","1","1","2"
"522","77","1","N","2","5","1","6","1","1","1"
"523","13","1","N","6","3","N","N","2","1","1"
"524","2","1","N","1","N","N","N","2","1","1"
"525","31","2","1","5","8","9","5","2","1","2"
"526","90","1","2","5","8","6","1","2","3","0"
"527","33","2","2","5","7","N","2","1","1","2"
"528","2","1","N","1","N","N","N","2","1","1"
"529","42","1","5","2","7","0","5","1","2","0"
"530","14","1","N","1","3","N","N","2","1","2"
"531","57","2","N","2","N","0","5","1","1","1"
"532","37","2","N","2","11","3","2","1","2","0"
"533","33","2","5","1","12","N","4","2","1","2"
"534","7","1","N","1","3","N","N","2","1","2"
"535","18","1","3","2","3","N","N","1","1","2"
"536","86","1","4","5","8","1","N","1","1","1"
"537","31","2","1","6","12","3","2","2","1","2"
"538","21","1","6","1","7","1","N","2","1","2"
"539","62","1","2","1","8","3","5","2","3","0"
"540","54","1","4","1","12","7","6","1","2","0"
"541","79","1","6","6","3","1","1","1","2","0"
"542","0","1","N","1","N","N","N","2","1","1"
"543","34","1","6","2","12","8","5","1","1","1"
"544","90","2","3","6","4","3","5","1","2","0"
"545","90","2","N","7","12","1","5","2","3","0"
"546","44","2","1","7","11","6","4","1","2","0"
"547","23","2","1","6","1","1","1","2","1","2"
"548","30","2","5","3","5","6","6","2","1","2"
"549","87","2","N","6","9","3","3","1","2","0"
"550","92","1","1","6","3","0","5","1","3","0"
"551","61","2","6","7","5","2","N","2","2","0"
"552","40","2","6","1","10","0","3","2","2","0"
"553","54","1","3","3","N","8","1","1","3","0"
"554","51","2","1","3","N","1","3","1","1","2"
"555","44","2","6","4","6","8","2","2","1","1"
"556","40","2","3","3","12","1","4","2","2","0"
"557","52","1","2","8","9","5","1","2","1","1"
"558","32","1","5","8","2","9","5","2","1","1"
"559","38","2","1","6","N","9","1","1","3","0"
"560","42","1","6","7","6","8","6","2","3","0"
"561","51","2","1","3","N","1","3","1","1","2"
"562","81","2","2","5","6","7","3","1","3","0"
"563","6","2","N","1","2","N","N","2","1","1"
"564","73","1","N","7","11","8","4","1","2","0"
"565","47","1","5","4","9","7","6","2","2","0"
"566","2","1","N","1","N","N","N","2","1","2"
"567","8","1","N","2","3","N","N","2","1","2"
"568","54","1","2","8","3","8","1","2","1","2"
"569","48","2","3","7","9","N","2","2","1","2"
"570","94","2","4","9","4","2","4","2","1","2"
"571","26","2","6","9","10","3","5","2","1","1"
"572","88","1","1","3","9","9","5","1","1","1"
"573","92","1","3","7","10","0","6","2","1","2"
"574","38","1","5","7","6","4","2","1","1","2"
"575","40","2","3","1","4","2","1","2","3","0"
"576","43","2","N","9","N","4","1","2","3","0"
"577","48","1","N","1","2","6","2","2","3","0"
"578","81","2","1","8","4","3","5","1","3","0"
