"","AGEP","SEX","MSP","RAC1P","EDU","PINCP_DECILE","DVET","DEYE","HOUSING_TYPE","OWN_RENT"
"73","50","1","1","1","9","6","N","2","1","1"
"74","55","1","1","1","5","9","N","2","1","1"
"75","48","2","6","1","10","2","N","2","1","1"
"76","86","2","3","1","12","2","N","1","1","2"
"77","66","1","4","2","7","6","3","2","1","1"
"78","43","2","1","1","10","9","N","2","1","1"
"79","42","1","1","6","12","8","N","2","1","1"
"80","33","2","2","6","10","0","N","2","1","2"
"81","25","2","6","1","9","0","N","2","1","2"
"82","24","1","6","6","9","1","N","2","1","2"
"83","28","2","1","1","5","6","N","2","1","1"
"84","4","2","N","1","2","N","N","2","1","1"
"85","36","2","1","1","10","7","N","2","1","1"
"86","45","2","6","1","11","7","N","2","1","1"
"87","20","1","6","1","7","1","N","2","1","1"
"88","48","1","1","1","7","8","N","2","1","1"
"89","27","2","6","9","9","7","N","2","1","2"
"90","12","2","N","1","3","N","N","2","1","2"
"91","42","1","1","1","10","9","N","2","1","1"
"92","72","2","1","1","9","6","N","2","1","1"
"93","31","1","4","1","5","5","N","2","1","2"
"94","34","2","1","1","7","6","N","2","1","1"
"95","7","2","N","6","3","N","N","2","1","1"
"96","35","1","6","2","7","0","N","2","1","2"
"97","32","2","1","1","7","1","N","2","1","1"
"98","57","1","6","2","5","2","N","2","1","1"
"99","30","2","6","1","9","8","N","2","1","2"
"100","82","1","1","1","10","7","N","2","1","1"
"101","19","2","6","2","7","2","N","2","1","2"
"102","17","1","6","1","4","0","N","2","1","1"
"103","9","1","N","1","3","N","N","2","1","2"
"104","6","1","N","1","2","N","N","2","1","1"
"105","14","1","N","1","3","N","N","2","1","2"
"106","52","1","1","2","4","7","N","2","1","2"
"107","83","1","6","2","4","3","N","2","1","2"
"108","6","1","N","2","2","N","N","2","1","1"
"109","19","1","6","2","5","1","N","2","1","2"
"110","27","1","6","2","9","6","N","2","1","1"
"111","53","2","1","1","9","4","N","2","1","1"
"112","5","2","N","8","1","N","N","2","1","1"
"113","27","1","6","1","9","8","N","2","1","2"
"114","23","2","1","1","10","8","N","2","1","1"
"115","43","2","1","1","12","2","N","2","1","1"
"116","90","2","3","1","7","4","N","2","1","2"
"117","36","1","1","1","9","9","N","2","1","1"
"118","35","2","1","2","4","3","N","2","1","2"
"119","61","1","5","1","9","9","N","2","1","2"
"120","87","2","3","1","9","9","N","2","1","2"
"121","66","1","1","1","7","3","N","2","1","1"
"122","58","2","6","1","11","9","N","2","1","1"
"123","71","1","1","2","4","5","N","2","1","1"
"124","25","1","6","1","9","9","N","2","1","2"
"125","26","2","6","1","5","4","N","2","1","2"
"126","29","2","6","1","5","0","N","2","1","2"
"127","55","1","6","2","7","6","N","2","1","2"
"128","51","1","1","6","4","4","N","2","1","2"
"129","76","2","1","1","5","3","N","2","1","1"
"130","61","1","1","2","9","9","N","2","1","1"
"131","59","2","6","2","7","4","N","2","1","1"
"132","39","2","1","3","6","4","N","2","1","2"
"133","66","1","6","2","9","7","N","2","1","1"
"134","73","2","1","1","7","3","N","2","1","1"
"135","69","2","1","3","9","8","N","2","1","1"
"136","45","2","6","1","7","9","N","2","1","2"
"137","13","1","N","1","3","N","N","2","1","1"
"138","45","2","1","2","9","5","N","2","1","1"
"139","26","2","1","8","7","4","N","2","1","2"
"140","90","2","3","1","7","9","N","2","1","2"
"141","73","2","3","1","7","9","N","2","1","1"
"142","57","1","4","2","5","4","N","2","1","2"
"143","5","1","N","1","1","N","N","2","1","1"
"144","41","1","1","1","11","9","N","2","1","1"
"145","49","1","1","1","5","6","N","2","1","1"
"146","27","1","6","6","9","9","N","2","1","2"
"147","70","2","3","2","10","1","N","2","1","2"
"148","14","2","N","2","3","N","N","2","1","2"
"149","21","2","6","1","7","3","N","2","3","0"
"150","59","1","1","1","11","9","N","2","1","1"
"151","52","2","1","1","9","4","N","2","1","1"
"152","35","1","6","2","1","4","N","2","1","1"
"153","70","2","4","1","7","2","N","1","3","0"
"154","26","2","6","6","9","8","N","2","1","1"
"155","58","1","1","1","5","8","N","2","1","1"
"156","35","2","6","1","9","6","N","2","1","1"
"157","34","2","6","1","9","2","N","2","1","2"
"158","48","2","4","1","7","7","N","2","1","1"
"159","19","1","6","1","7","1","N","2","1","2"
"160","4","2","N","2","1","N","N","2","1","2"
"161","36","2","2","2","9","8","N","2","1","1"
"162","49","2","1","1","7","3","N","2","1","1"
"163","9","2","N","1","3","N","N","2","1","1"
"164","49","1","6","1","10","9","N","2","1","1"
"165","12","1","N","1","3","N","N","2","1","1"
"166","44","1","4","1","7","6","N","2","1","1"
"167","36","2","6","1","9","3","N","2","1","1"
"168","31","2","1","1","8","3","N","2","1","1"
"169","72","2","5","2","5","2","N","2","1","2"
"170","26","1","6","6","8","4","N","2","1","2"
"171","46","2","4","1","7","1","N","2","1","1"
"172","63","2","1","5","5","3","N","2","1","1"
"173","32","2","1","6","10","7","N","2","1","1"
"174","61","1","1","2","3","3","N","2","1","1"
"175","36","2","1","2","5","0","N","2","1","1"
"176","29","2","6","2","8","5","N","2","1","2"
"177","72","2","1","1","10","4","N","2","1","1"
"178","4","2","N","2","1","N","N","2","1","2"
"179","48","2","1","1","8","0","N","2","1","1"
"180","81","2","1","2","9","7","N","2","1","1"
"181","45","1","1","1","7","8","N","2","1","1"
"182","56","2","3","2","12","9","N","2","1","1"
"183","38","1","5","2","8","5","N","2","1","1"
"184","62","1","3","1","4","6","N","2","1","1"
"185","57","2","6","2","8","7","N","2","1","1"
"186","1","2","N","1","N","N","N","2","1","1"
"187","26","2","6","1","9","8","N","2","1","2"
"188","13","1","N","6","3","N","N","2","1","2"
"189","3","2","N","1","2","N","N","2","1","1"
"190","61","1","4","1","7","6","N","2","1","1"
"191","3","1","N","9","1","N","N","2","1","2"
"192","82","2","3","1","10","8","N","2","1","1"
"193","77","1","1","2","5","3","N","2","1","1"
"194","32","1","1","1","4","0","N","2","1","2"
"195","55","2","5","2","7","4","N","2","1","2"
"196","0","1","N","6","N","N","N","2","1","1"
"197","4","2","N","6","1","N","N","2","1","1"
"198","18","1","6","6","5","3","N","2","3","0"
"199","25","1","6","1","9","8","N","2","1","2"
"200","40","2","1","1","9","9","N","2","1","1"
"201","35","1","1","1","5","4","5","2","1","1"
"202","56","2","6","2","5","4","N","2","1","2"
"203","64","2","3","1","5","3","N","2","1","1"
"204","30","2","6","1","8","6","N","1","1","2"
"205","59","2","6","2","7","1","N","2","3","0"
"206","4","2","N","8","2","N","N","2","1","2"
"207","59","2","4","2","10","8","N","2","1","1"
"208","60","1","1","2","5","3","N","2","1","2"
"209","4","1","N","1","2","N","N","2","1","1"
"210","95","2","3","1","10","3","N","2","2","0"
"211","34","1","6","6","10","9","N","2","1","2"
"212","47","2","1","3","9","0","N","2","1","1"
"213","51","2","4","3","6","9","N","2","1","1"
"214","19","1","6","2","7","1","N","2","1","1"
"215","26","1","6","1","9","9","N","2","1","1"
"216","27","1","6","2","1","2","N","2","1","2"
"217","41","1","6","8","7","2","N","2","1","2"
"218","65","2","3","2","6","4","N","2","1","2"
"219","4","2","N","1","1","N","N","2","1","2"
"220","51","1","2","8","5","0","N","2","2","0"
"221","35","2","1","1","10","3","N","2","1","1"
"222","16","1","6","1","4","0","N","2","1","1"
"223","16","2","6","1","4","1","N","2","1","1"
"224","41","1","6","2","4","0","N","2","1","1"
"225","72","2","4","1","9","5","N","2","1","2"
"226","59","2","1","2","10","7","N","2","1","1"
"227","85","2","3","2","4","4","N","2","1","1"
"228","30","2","6","1","12","6","N","2","1","2"
"229","71","1","4","1","9","2","N","2","1","2"
"230","40","2","1","6","9","5","N","2","1","2"
"231","73","1","4","1","9","7","N","2","1","1"
"232","67","1","6","1","9","6","N","2","1","1"
"233","22","2","6","1","5","4","N","2","1","2"
"234","31","1","6","1","11","8","N","2","1","2"
"235","10","1","N","6","3","N","N","2","1","1"
"236","25","1","6","1","9","8","N","2","1","2"
"237","61","1","1","1","5","4","N","2","1","1"
"238","4","1","N","1","2","N","N","2","1","2"
"239","61","2","6","2","7","1","N","2","1","2"
"240","2","2","N","1","N","N","N","2","1","1"
"241","37","1","6","2","10","6","N","2","1","2"
"242","42","1","1","2","6","6","N","2","1","2"
"243","50","1","1","6","10","6","N","2","1","2"
"244","20","1","6","9","5","1","N","2","1","2"
"245","76","1","1","1","11","9","N","2","1","1"
"246","41","2","6","2","7","0","N","2","1","2"
"247","29","1","6","6","12","4","N","2","1","2"
"248","56","2","4","1","10","8","N","2","1","1"
"249","14","1","N","6","3","N","N","2","1","1"
"250","44","1","6","1","9","9","N","2","1","1"
"251","25","1","6","9","9","7","N","2","1","2"
"252","66","2","1","1","7","9","N","2","1","1"
"253","78","2","1","2","1","6","N","2","1","1"
"254","18","2","6","1","7","1","N","2","3","0"
"255","29","2","1","1","7","5","N","2","1","1"
"256","77","1","4","1","7","6","N","2","1","1"
"257","20","2","6","1","5","2","N","2","1","2"
"258","10","2","N","1","3","N","N","2","1","1"
"259","23","2","1","9","5","3","N","2","1","1"
"260","21","2","6","1","4","0","N","2","1","1"
"261","68","2","4","2","7","6","N","2","1","2"
"262","53","2","1","2","8","2","N","2","1","2"
"263","18","1","6","2","4","0","N","2","1","2"
"264","36","1","2","9","7","3","N","2","1","2"
"265","76","1","4","8","5","2","N","1","1","2"
"266","30","2","1","2","9","0","N","2","1","2"
"267","64","1","4","2","7","5","N","2","1","1"
"268","25","1","6","1","9","5","N","2","1","2"
"269","7","1","N","2","3","N","N","2","1","1"
"270","69","2","6","1","5","8","N","2","1","1"
"271","16","1","6","1","4","0","N","2","1","1"
"272","51","1","1","9","9","9","N","2","1","1"
"273","20","2","6","2","5","1","N","2","1","2"
"274","64","1","1","1","9","7","N","2","1","1"
"275","36","2","1","1","5","5","N","2","1","2"
"276","18","1","6","6","7","3","N","2","3","0"
"277","63","1","3","1","7","1","N","1","1","1"
"278","15","2","6","2","3","0","N","2","1","1"
"279","40","2","1","1","9","9","N","2","1","1"
"280","52","1","6","1","4","6","N","2","1","1"
"281","4","2","N","1","1","N","N","2","1","1"
"282","25","1","6","1","9","3","N","2","1","2"
"283","31","1","6","1","5","0","N","2","1","1"
"284","14","2","N","2","3","N","N","2","1","2"
"285","24","1","6","1","5","4","N","2","1","2"
"286","69","2","1","1","9","6","N","2","1","1"
"287","69","2","1","1","11","9","N","2","1","1"
"288","7","2","N","2","2","N","N","2","1","1"
"289","57","2","6","1","1","2","N","1","3","0"
"290","23","1","6","1","4","1","N","2","1","2"
"291","3","1","N","1","2","N","N","2","1","2"
"292","1","2","N","2","N","N","N","2","1","2"
"293","44","1","6","8","1","6","N","2","1","2"
"294","29","1","6","2","7","1","N","2","1","1"
"295","74","2","1","6","9","4","N","2","1","1"
"296","65","2","1","1","5","3","N","2","1","1"
"297","47","1","6","2","4","1","N","2","1","1"
"298","1","2","N","2","N","N","N","2","1","2"
"299","18","2","6","1","5","2","N","2","1","1"
"300","51","1","4","2","5","1","N","2","1","1"
"301","73","2","6","1","11","9","N","2","1","2"
"302","22","1","6","2","7","0","N","2","1","1"
"303","65","2","3","2","4","5","N","2","1","1"
"304","40","1","2","2","7","6","N","2","1","1"
"305","52","2","1","1","9","5","N","2","1","1"
"306","81","1","1","1","3","2","N","2","1","1"
"307","9","2","N","3","3","N","N","2","1","1"
"308","43","2","1","6","7","0","N","2","1","2"
"309","16","1","6","2","4","0","N","2","1","1"
"310","25","2","6","2","5","4","N","2","1","2"
"311","23","1","6","2","5","0","N","2","1","1"
"312","24","1","6","9","9","9","N","2","1","2"
"313","7","2","N","1","3","N","N","2","1","1"
"314","3","1","N","3","1","N","N","2","1","2"
"315","79","2","4","1","5","3","N","2","1","1"
"316","52","1","1","1","7","4","N","2","1","1"
"317","82","1","1","6","10","0","N","2","1","1"
"318","16","2","6","1","4","0","N","2","1","1"
"319","12","2","N","2","3","N","N","2","1","2"
"320","9","2","N","1","3","N","N","2","1","1"
"321","80","2","3","1","3","9","N","2","1","1"
"322","25","1","6","2","5","1","N","2","1","1"
"323","79","1","6","2","1","4","N","2","1","2"
"324","19","1","6","2","7","1","N","2","1","1"
"325","24","2","6","6","9","6","N","2","1","2"
"326","23","1","6","1","5","4","N","2","1","2"
"327","36","2","1","2","8","4","N","1","1","2"
"328","75","1","6","1","5","8","N","1","1","1"
"329","63","2","4","1","9","3","N","2","1","1"
"330","11","1","N","6","3","N","N","2","1","1"
"331","9","2","N","1","3","N","N","2","1","1"
"332","46","1","4","1","5","7","N","2","1","2"
"333","66","2","1","1","10","8","N","2","1","1"
"334","56","2","4","1","11","9","N","2","1","1"
"335","27","1","6","2","1","1","N","2","3","0"
"336","79","1","3","6","5","2","N","2","1","2"
"337","43","2","6","1","7","6","N","2","1","2"
"338","19","1","6","3","7","0","N","2","1","1"
"339","49","2","3","2","5","5","N","2","1","2"
"340","14","1","N","1","3","N","N","2","1","2"
"341","16","2","6","6","4","0","N","2","1","1"
"342","68","2","1","1","9","4","N","2","1","1"
"343","1","2","N","6","N","N","N","2","1","1"
"344","9","1","N","1","3","N","N","2","1","1"
"345","9","2","N","2","3","N","N","2","1","2"
"346","39","2","1","1","8","8","N","2","1","1"
"347","46","2","6","2","5","5","N","2","1","2"
"348","12","2","N","1","3","N","N","2","1","1"
"349","23","1","6","1","9","6","N","2","1","2"
"350","32","2","6","2","9","3","N","2","1","2"
"351","31","1","1","1","9","8","N","2","1","2"
"352","64","2","1","1","5","8","N","2","1","1"
"353","52","2","1","1","7","5","N","2","1","1"
"354","19","1","6","1","7","8","N","2","3","0"
"355","94","1","3","1","12","0","N","1","1","1"
"356","44","2","1","1","11","4","N","2","1","2"
"357","40","1","2","1","5","3","N","2","3","0"
"358","64","1","2","1","9","4","N","1","3","0"
"359","4","2","N","9","2","N","N","2","1","2"
"360","58","2","3","2","1","1","N","2","1","2"
"361","70","1","1","1","10","7","N","1","1","1"
"362","74","2","1","2","5","5","N","2","1","1"
"363","16","1","6","1","4","1","N","2","1","1"
"364","64","2","1","1","9","6","N","2","1","1"
"365","61","2","6","2","10","0","N","2","1","1"
"366","12","2","N","1","3","N","N","2","1","1"
"367","34","2","6","2","9","7","N","2","1","2"
"368","24","1","1","1","7","7","N","2","1","2"
"369","83","2","3","1","9","8","N","2","1","1"
"370","42","1","6","9","6","4","N","2","1","1"
"371","0","1","N","1","N","N","N","2","1","1"
"372","59","1","1","1","1","4","N","2","1","1"
"373","0","2","N","1","N","N","N","2","1","1"
"374","73","1","6","1","5","1","N","2","1","2"
"375","60","1","1","1","11","9","N","2","1","1"
"376","74","1","1","1","11","9","N","2","1","1"
"377","55","1","1","1","9","8","N","2","1","2"
"378","22","2","6","1","9","1","N","2","3","0"
"379","59","2","2","2","4","2","N","1","1","2"
"380","49","1","4","1","9","8","N","2","1","2"
"381","54","1","6","2","10","7","N","2","1","1"
"382","30","1","6","1","9","9","N","2","1","2"
"383","59","2","6","2","7","6","N","2","1","1"
"384","28","1","1","9","9","6","N","2","1","2"
"385","17","1","6","1","4","1","N","2","1","1"
"386","20","2","6","1","5","4","N","2","1","2"
"387","45","1","1","1","5","6","N","2","1","1"
"388","6","1","N","1","2","N","N","2","1","1"
"389","35","2","1","1","10","7","N","2","1","2"
"390","40","1","6","1","1","8","N","2","1","1"
"391","20","1","6","1","7","3","N","2","1","1"
"392","65","1","1","1","9","9","N","2","1","1"
"393","67","2","4","1","8","5","N","2","1","2"
"394","19","2","6","2","5","1","N","2","1","2"
"395","52","2","1","1","6","0","N","2","1","1"
"396","64","1","4","1","7","6","N","2","1","1"
"397","47","2","1","6","9","1","N","2","1","1"
"398","11","1","N","1","3","N","N","2","1","2"
"399","68","1","1","1","7","6","4","2","1","2"
"400","17","1","6","1","4","0","N","2","1","1"
"401","44","2","4","2","4","2","N","2","1","2"
"402","8","2","N","9","3","N","N","2","1","1"
"403","84","2","3","1","4","1","N","2","1","1"
"404","70","1","4","2","5","3","N","2","1","1"
"405","19","2","6","2","5","2","N","2","1","2"
"406","6","1","N","2","2","N","N","2","1","2"
"407","15","1","6","2","4","0","N","2","1","2"
"408","72","2","5","1","5","3","N","2","1","1"
"409","57","2","1","2","8","4","N","2","1","1"
"410","28","2","1","1","9","7","N","2","1","2"
"411","18","2","6","2","7","4","N","2","3","0"
"412","23","1","6","2","6","0","N","2","1","2"
"413","81","1","1","1","10","6","N","2","1","1"
"414","10","2","N","9","3","N","N","2","1","1"
"415","35","1","6","2","7","3","N","2","1","1"
"416","40","1","1","1","10","9","N","2","1","2"
"417","32","2","1","2","5","0","N","2","1","2"
"418","5","1","N","1","2","N","N","2","1","1"
"419","65","2","1","1","9","0","N","2","1","1"
"420","33","2","1","1","4","0","N","2","1","1"
"421","55","2","3","6","1","4","N","2","1","2"
"422","35","1","6","2","7","3","N","2","1","1"
"423","60","2","6","2","7","1","N","1","2","0"
"424","50","1","6","6","9","7","N","2","1","1"
"425","14","2","N","1","3","N","N","2","1","1"
"426","27","1","6","1","1","2","N","2","3","0"
"427","30","1","6","9","10","8","N","2","1","2"
"428","31","2","6","1","10","9","N","2","1","2"
"429","31","1","6","1","12","7","N","2","1","2"
"430","59","1","4","2","5","6","N","2","1","1"
"431","64","1","1","1","5","5","N","2","1","1"
"432","80","1","1","1","12","9","N","2","1","1"
"433","87","2","3","1","9","3","N","2","1","1"
"434","55","2","1","9","5","7","N","2","1","1"
"435","58","1","1","6","9","9","N","2","1","1"
"436","61","1","6","2","4","0","N","2","1","2"
"437","1","1","N","8","N","N","N","2","1","2"
"438","63","1","3","2","9","5","N","2","1","1"
"439","11","2","N","1","3","N","N","2","1","1"
"440","69","1","1","1","7","3","N","2","1","1"
"441","43","1","1","1","7","3","N","2","1","1"
"442","59","2","1","1","5","4","N","2","1","1"
"443","68","2","1","2","9","7","N","2","1","1"
"444","23","1","6","2","7","1","N","2","1","2"
"445","66","1","1","2","6","0","N","2","1","2"
"446","9","1","N","1","3","N","N","2","1","2"
"447","37","2","1","6","9","1","N","2","1","2"
"448","61","1","4","2","7","7","5","2","1","2"
"449","10","2","N","6","3","N","N","2","1","1"
"450","10","1","N","5","3","N","N","2","1","2"
"451","44","2","1","1","9","9","N","2","1","1"
"452","87","2","3","1","5","4","N","2","1","2"
"453","50","2","4","2","10","8","N","2","1","1"
"454","60","2","6","8","5","0","N","2","1","2"
"455","25","1","6","1","10","6","N","2","1","2"
"456","68","2","1","1","8","2","N","2","1","1"
"457","31","1","6","1","10","9","N","2","1","2"
"458","67","1","1","6","11","9","N","2","1","1"
"459","45","2","6","1","7","4","N","2","1","1"
"460","2","2","N","2","N","N","N","2","1","2"
"461","51","1","1","3","7","7","N","2","1","2"
"462","26","1","2","8","7","6","N","2","1","2"
"463","70","2","3","1","12","4","N","2","1","2"
"464","80","2","3","1","4","2","N","2","1","1"
"465","10","2","N","8","3","N","N","2","1","1"
"466","64","1","4","1","7","2","N","2","1","1"
"467","33","1","4","2","9","9","N","2","1","1"
"468","38","2","6","2","7","1","N","2","1","1"
"469","43","2","6","2","4","5","N","2","1","2"
"470","64","2","1","1","8","6","N","2","1","1"
"471","68","1","1","1","7","3","N","2","1","1"
"472","9","2","N","1","3","N","N","2","1","1"
"473","24","2","6","6","7","2","N","2","1","2"
"474","31","2","1","1","9","5","N","2","1","1"
"475","64","2","6","1","12","6","N","2","1","1"
"476","59","1","1","1","9","0","N","2","1","1"
"477","73","1","6","2","4","0","N","2","2","0"
"478","58","1","3","1","5","6","N","2","1","1"
"479","50","1","1","1","9","2","N","2","1","1"
"480","79","1","2","2","4","2","N","2","1","1"
"481","23","2","6","2","7","2","N","2","1","2"
"482","5","1","N","3","2","N","N","2","1","2"
"483","8","2","N","2","3","N","N","2","1","2"
"484","59","2","6","6","9","1","N","2","1","1"
"485","10","1","N","9","3","N","N","2","1","1"
"486","23","2","6","1","5","1","N","2","1","1"
"487","46","1","6","2","5","6","N","2","1","1"
"488","48","1","1","1","7","8","N","2","1","1"
"489","31","2","6","1","12","8","N","2","1","2"
"490","0","1","N","2","N","N","N","2","1","2"
"491","67","1","1","1","10","9","N","2","1","1"
"492","74","2","5","2","5","5","N","2","1","1"
"493","52","2","1","1","9","8","N","2","1","2"
"494","4","2","N","1","1","N","N","2","1","1"
"495","93","1","3","1","8","3","N","1","1","2"
"496","47","1","6","1","10","2","N","2","1","1"
"497","58","1","1","1","11","9","N","2","1","1"
"498","54","1","6","1","9","0","N","1","1","2"
"499","24","1","6","1","5","5","N","2","1","2"
"500","47","2","1","6","10","9","N","2","1","1"
"501","6","2","N","1","2","N","N","2","1","1"
"502","52","1","6","2","4","2","N","2","1","2"
"503","32","1","6","1","9","8","N","2","1","2"
"504","76","1","3","2","7","3","N","2","1","1"
"505","56","2","1","1","10","7","N","2","1","1"
"506","87","2","3","2","10","1","N","2","1","1"
"507","73","1","6","1","5","1","N","2","1","2"
"508","48","2","6","2","5","5","N","2","1","1"
"509","6","2","N","6","2","N","N","2","1","2"
"510","48","2","1","6","11","9","N","2","1","1"
"511","26","1","6","1","9","8","N","2","1","2"
"512","25","2","6","1","9","6","N","2","1","2"
"513","60","1","2","1","3","6","N","2","1","2"
"514","10","1","N","1","3","N","N","2","1","2"
"515","84","1","1","1","10","9","N","2","1","1"
"516","38","2","6","2","7","0","N","2","1","2"
"517","8","1","N","6","3","N","N","2","1","2"
"518","12","1","N","2","3","N","N","2","1","2"
"519","51","2","4","2","4","0","N","2","1","2"
"520","85","2","4","8","7","2","N","2","1","2"
"521","4","2","N","1","1","N","N","2","1","1"
"522","15","2","6","2","4","0","N","2","1","2"
"523","40","2","4","1","6","6","N","2","1","1"
"524","66","1","4","1","9","7","N","2","1","1"
"525","50","1","6","2","7","0","N","2","1","1"
"526","50","2","1","1","9","7","N","2","1","1"
"527","52","1","6","1","4","0","N","2","2","0"
"528","26","2","6","2","8","6","N","2","3","0"
"529","60","2","1","2","6","7","N","2","1","1"
"530","23","1","6","1","7","7","N","2","1","1"
"531","49","1","1","1","7","9","N","2","1","1"
"532","11","2","N","1","3","N","N","2","1","2"
"533","55","1","1","1","11","2","N","2","1","1"
"534","87","2","1","1","5","9","N","2","1","1"
"535","4","2","N","3","1","N","N","2","1","2"
"536","58","2","6","1","9","3","N","2","1","1"
"537","18","2","6","1","7","0","N","2","3","0"
"538","6","2","N","1","2","N","N","2","1","2"
"539","65","1","6","2","5","1","N","2","1","2"
"540","8","1","N","1","3","N","N","2","1","2"
"541","56","2","4","2","9","7","N","2","1","2"
"542","21","1","6","8","5","2","N","2","1","1"
"543","30","2","1","1","9","8","N","2","1","1"
"544","23","2","6","2","9","5","N","2","1","2"
"545","59","2","1","1","9","5","N","2","1","1"
"546","45","1","2","2","5","2","N","2","1","1"
"547","0","2","N","1","N","N","N","2","1","1"
"548","67","2","1","8","3","1","N","1","1","1"
"549","6","1","N","1","2","N","N","2","1","2"
"550","32","2","1","1","9","9","N","2","1","2"
"551","26","2","6","1","9","3","N","2","1","2"
"552","44","2","1","6","9","9","N","2","1","1"
"553","72","1","1","1","7","2","N","2","1","1"
"554","67","1","1","2","5","4","N","2","1","1"
"555","50","1","6","1","5","4","N","2","1","1"
"556","35","1","4","8","7","4","N","2","1","2"
"557","14","2","N","1","3","N","N","2","1","1"
"558","93","2","3","1","5","5","N","2","1","1"
"559","27","1","6","1","7","0","N","2","1","1"
"560","61","1","4","1","5","7","N","2","1","1"
"561","34","1","1","1","7","0","N","2","1","2"
"562","18","1","6","6","7","5","N","2","3","0"
"563","8","1","N","1","3","N","N","2","1","1"
"564","8","2","N","8","3","N","N","2","1","1"
"565","28","1","2","1","8","0","N","2","1","1"
"566","14","2","N","2","4","N","N","2","1","2"
"567","78","2","1","1","4","4","N","2","1","1"
"568","30","2","6","1","5","5","N","2","1","1"
"569","29","1","6","1","9","5","N","2","1","2"
"570","29","1","1","6","10","6","N","2","1","2"
"571","21","2","6","7","5","1","N","2","3","0"
"572","74","2","4","1","9","9","N","2","1","2"
"573","19","1","6","6","7","0","N","2","3","0"
"574","67","2","3","2","7","2","N","2","1","2"
"575","58","1","1","1","12","8","N","2","1","1"
"576","35","1","6","2","9","7","N","2","1","1"
"577","50","1","4","8","7","7","N","2","1","1"
"578","76","1","1","2","5","5","N","1","1","2"
