PUMA,SEX,MSP,HISP,RAC1P,HOUSING_TYPE,OWN_RENT,INDP_CAT,DREM,DPHY,DEYE,DEAR,AGEP,NOC,NPF,EDU,PINCP_DECILE,DVET,POVPIP,PINCP,DENSITY
48-02101,2,2,0,1,1,1,9,2,2,2,2,64,0,2,5,7,N,364,58081.138458,357.4
48-02102,2,N,0,1,1,1,N,2,2,1,2,6,3,5,9,N,N,160,N,450.89999999999975
48-02102,1,2,0,1,1,1,3,2,2,2,2,82,0,N,5,6,N,241,40105.6773726,450.89999999999975
48-02510,2,4,0,1,1,1,6,2,2,2,2,42,0,2,5,0,N,462,-0.2008561800003008,3092.4
48-02102,1,4,0,1,1,1,14,2,2,2,2,30,0,2,7,7,N,97,60050.030019,450.89999999999975
48-02510,2,1,0,1,1,1,N,2,2,2,2,52,2,4,9,0,N,501,14563.1001579,3092.4
48-02516,2,1,0,1,1,1,15,2,2,2,2,28,0,7,7,8,N,172,-0.5964168000000427,1338.4
48-02516,1,1,2,1,1,1,10,2,2,2,2,63,0,4,10,7,N,501,65069.1348825,1338.4
48-02510,2,1,0,1,1,1,6,2,2,2,2,66,0,2,9,5,N,501,39784.5513765,3092.4
48-02101,1,1,0,1,1,1,6,2,2,2,2,54,0,2,5,7,N,224,39992.7758748,357.4
48-02516,2,1,4,1,1,1,3,2,2,2,2,64,0,2,4,7,N,501,-0.6556577999999718,1338.4
48-02101,2,1,0,1,1,1,N,2,1,2,2,92,0,4,7,4,N,35,4180.7179932,357.4
48-02510,1,1,0,1,1,1,11,2,2,2,2,40,1,3,9,6,N,501,39956.2385649,3092.4
48-02101,1,1,0,1,1,1,16,2,2,2,2,66,0,2,10,9,N,501,135784.172958,357.4
48-02102,2,N,0,1,1,1,N,2,2,2,2,13,3,5,3,N,N,375,N,450.89999999999975
48-02515,1,1,0,1,1,1,6,2,2,2,2,49,2,4,5,8,N,488,87372.334665,2134.8
48-02515,1,N,1,1,1,1,N,2,2,2,2,12,2,4,3,N,N,235,N,2134.8
48-02102,1,1,0,1,1,1,N,2,2,2,2,72,0,2,5,8,N,437,0.1605139200000849,450.89999999999975
48-02515,1,4,1,1,1,1,N,2,2,2,2,74,2,4,3,6,N,235,30010.933113,2134.8
48-02510,2,1,0,1,1,1,N,2,2,2,2,51,0,2,9,2,N,501,12022.9527117,3092.4
48-02102,1,6,0,1,1,1,6,2,2,2,2,23,0,4,4,3,N,470,0.1183681800002887,450.89999999999975
48-02101,2,1,0,1,1,2,14,2,2,2,2,39,1,2,7,8,N,0,9173.9336934,357.4
48-02516,2,6,0,6,1,1,N,2,2,2,2,19,0,3,11,0,N,501,378.0703626000004,1338.4
48-02101,1,1,0,1,1,1,15,2,1,1,1,66,0,2,5,7,N,501,49968.8993412,357.4
48-02507,1,1,0,9,1,1,3,2,2,2,2,45,1,2,9,5,N,8,33839.484294,3731.1
48-02515,2,1,0,1,1,1,N,2,2,2,2,58,0,2,7,5,N,501,21510.619746,2134.8
48-02515,2,1,1,1,1,2,9,2,2,2,2,35,3,5,9,5,N,321,45004.798053599996,2134.8
48-02510,2,2,3,1,2,0,14,1,1,1,2,67,N,N,4,2,N,149,327868.49465999997,3092.4
48-02101,1,1,1,8,1,1,7,2,2,2,2,37,2,4,12,7,N,501,70068.2721438,357.4
48-02510,2,6,0,9,1,2,15,2,2,2,2,20,0,2,6,2,N,316,3626.019121199999,3092.4
48-02516,2,1,0,1,1,2,3,2,1,2,2,64,0,2,9,2,N,325,30004.201642800006,1338.4
48-02515,2,N,0,1,1,1,N,1,2,2,2,9,2,4,3,N,N,135,N,2134.8
48-02510,1,1,0,2,1,1,2,2,2,2,2,51,1,2,9,9,N,501,308804.14845,3092.4
48-02101,2,6,0,1,1,1,N,2,2,2,2,27,1,3,9,0,N,362,-0.48614390999955504,357.4
48-02515,2,1,1,1,1,1,7,2,2,2,2,63,1,4,5,0,N,113,23225.8430376,2134.8
48-02510,1,1,1,9,1,1,N,2,2,2,2,61,0,2,4,4,N,293,14807.3203341,3092.4
48-02516,1,N,0,1,1,1,N,N,N,2,2,3,0,2,1,N,N,124,N,1338.4
48-02516,2,4,1,1,1,1,3,2,2,2,2,28,1,3,10,7,N,153,52186.43892,1338.4
48-02510,1,1,0,1,1,1,12,2,2,2,2,31,0,2,8,6,N,501,36604.5799728,3092.4
48-02510,1,1,0,1,1,1,6,2,2,2,2,74,0,2,9,4,N,416,47363.307516,3092.4
48-02101,2,N,0,9,1,1,N,2,2,2,2,13,4,6,3,N,N,501,N,357.4
48-02102,1,1,0,1,1,1,10,2,2,2,2,55,0,3,11,3,N,421,36628.965261000005,450.89999999999975
48-02101,1,1,0,1,1,1,7,2,2,2,2,30,0,2,5,9,N,501,90690.440001,357.4
48-02101,1,N,0,1,1,2,N,N,N,2,2,4,2,3,2,N,N,501,N,357.4
48-02101,1,1,0,1,1,1,10,2,2,2,2,48,1,4,10,9,N,501,121749.16760999999,357.4
48-02101,1,1,0,1,1,1,11,2,2,2,2,29,2,5,10,9,N,501,110504.46414,357.4
48-02515,2,1,0,1,1,1,10,2,2,2,2,31,3,5,9,0,N,501,452.80373039999995,2134.8
48-02102,2,5,0,1,1,2,5,2,2,2,2,42,6,8,5,6,N,401,41695.0922451,450.89999999999975
48-02102,2,1,0,1,1,1,7,2,2,2,2,60,3,7,7,0,N,435,0.0225670199997694,450.89999999999975
48-02516,1,N,0,1,1,1,N,N,N,2,2,1,0,2,N,N,N,501,N,1338.4
48-02102,2,4,0,1,1,2,4,2,2,2,2,38,1,3,9,0,N,254,9527.737871399999,450.89999999999975
48-02510,1,1,0,1,1,1,13,2,2,2,2,30,1,3,5,7,N,431,52012.021567799995,3092.4
48-02101,2,N,0,1,1,1,N,2,2,2,2,6,2,5,2,N,N,249,N,357.4
48-02102,2,6,1,1,1,1,6,2,2,2,2,22,1,2,6,6,N,227,26662.212028199996,450.89999999999975
48-02507,2,6,0,1,1,2,N,2,2,2,2,48,2,N,4,1,N,240,3623.5843160999993,3731.1
48-02101,2,N,0,1,1,1,N,2,2,2,1,11,3,7,3,N,N,494,N,357.4
48-02516,1,1,0,1,1,1,12,2,2,2,2,29,2,4,7,6,N,501,29911.865234999997,1338.4
48-02507,2,1,0,1,1,1,N,2,2,2,2,68,0,2,6,2,N,143,11769.957250799998,3731.1
48-02516,1,1,0,6,1,1,7,2,2,2,2,59,0,3,9,9,N,501,119248.494981,1338.4
48-02515,1,N,0,1,1,1,N,N,N,2,2,3,0,2,1,N,N,501,N,2134.8
48-02510,2,N,1,1,1,1,N,2,2,2,2,12,2,4,3,N,N,95,N,3092.4
48-02515,2,N,0,1,1,1,N,2,2,2,2,13,0,2,6,N,N,501,N,2134.8
48-02515,1,1,0,1,1,1,4,1,1,2,2,72,0,2,7,7,N,203,1.739371200000278,2134.8
48-02516,2,4,0,1,1,2,2,2,2,2,2,46,1,N,9,9,N,373,61005.663516,1338.4
48-02516,2,1,1,1,1,1,9,2,2,2,2,56,2,3,8,8,N,318,68106.501351,1338.4
48-02515,1,6,0,1,1,1,3,2,2,2,2,39,2,4,6,7,N,418,74185.2237462,2134.8
48-02516,2,6,0,1,1,1,N,2,2,2,2,15,2,3,4,0,N,501,19895.5865262,1338.4
48-02510,2,1,0,1,1,1,N,2,2,2,2,48,0,3,9,4,N,501,3119.3663927999987,3092.4
48-02510,2,6,0,6,1,1,13,2,2,2,2,17,0,3,5,0,N,348,12416.942598900001,3092.4
48-02515,2,1,0,1,1,2,6,2,2,2,2,60,0,2,7,2,N,501,11733.3556221,2134.8
48-02515,1,1,0,1,1,1,10,2,2,2,2,64,0,2,5,5,N,501,23799.702987900004,2134.8
48-02102,1,1,0,1,1,1,N,2,1,2,2,61,0,5,4,4,N,250,14426.8534746,450.89999999999975
48-02101,2,N,0,1,1,1,N,2,2,2,2,14,2,4,3,N,N,501,N,357.4
48-02507,2,1,0,1,1,1,1,2,2,2,2,58,3,N,9,5,N,8,31524.373941899998,3731.1
48-02102,2,N,0,1,1,1,N,N,N,2,2,2,0,3,N,N,N,N,N,450.89999999999975
48-02515,1,4,0,1,1,2,8,2,2,2,2,65,0,N,9,5,N,46,9494.386881000002,2134.8
48-02516,1,N,4,1,1,1,N,N,N,2,2,0,2,4,N,N,N,381,N,1338.4
48-02102,1,6,0,1,1,1,6,2,2,2,2,31,0,2,8,6,N,345,30123.220196999995,450.89999999999975
48-02516,2,6,1,1,1,1,14,2,2,2,2,18,0,2,5,2,N,320,13434.478709399998,1338.4
48-02516,1,1,0,1,1,1,4,2,2,2,2,34,0,5,9,8,N,501,60002.37148079999,1338.4
48-02507,2,1,0,1,1,1,11,2,2,2,2,61,0,3,9,5,N,501,42013.273963499996,3731.1
48-02510,2,1,0,2,1,1,N,2,2,2,2,57,0,2,9,0,N,146,-0.8964301500000147,3092.4
48-02516,2,1,0,1,1,1,15,2,2,2,2,28,0,5,5,3,N,299,9184.559836199998,1338.4
48-02510,2,6,0,1,1,2,8,2,2,2,1,33,0,2,7,5,N,501,27173.689512899997,3092.4
48-02102,2,1,0,1,1,2,14,2,2,2,2,30,3,5,10,5,N,116,70639.561881,450.89999999999975
48-02507,2,6,0,1,1,1,N,2,2,2,2,88,0,N,5,0,N,501,8995.219676099998,3731.1
48-02516,2,N,0,1,1,1,N,2,2,2,2,7,2,3,3,N,N,501,N,1338.4
48-02101,2,6,1,1,1,1,5,2,2,2,2,53,5,7,1,4,N,262,13000.032296999998,357.4
48-02510,1,6,0,1,1,1,11,2,2,2,2,20,0,3,4,3,N,292,0.03636171000016475,3092.4
48-02516,2,1,0,6,1,1,12,2,2,2,2,64,0,3,5,3,N,353,-0.4677792000002228,1338.4
48-02516,1,1,0,1,1,1,N,2,2,2,2,53,0,4,9,8,N,501,78069.855843,1338.4
48-02516,2,1,0,1,1,1,N,2,2,2,2,77,0,2,9,1,N,148,7282.437959999999,1338.4
48-02101,2,6,0,1,1,1,14,2,2,2,2,20,1,6,4,2,N,190,13586.482652399998,357.4
48-02102,1,1,0,1,1,1,16,2,1,2,1,53,0,2,7,6,N,494,-0.4672714199996335,450.89999999999975
48-02507,2,6,0,1,1,1,12,2,2,2,2,23,0,5,7,3,N,97,-0.17521329000010155,3731.1
48-02515,2,6,0,1,1,1,N,2,2,2,2,37,2,4,9,0,N,392,53.556627599999956,2134.8
48-02510,2,1,4,1,1,1,6,2,2,2,2,24,0,2,10,4,N,501,6602.4299859,3092.4
48-02515,1,6,0,1,1,2,4,2,2,2,2,32,0,3,6,7,N,194,52052.067637500004,2134.8
48-02507,2,6,0,1,1,1,N,2,2,2,2,15,4,6,4,0,N,501,-0.39863649000017176,3731.1
48-02516,2,1,0,1,1,1,N,2,2,2,2,71,0,2,5,2,N,501,-0.5693351999998413,1338.4
48-02507,2,3,0,1,1,1,15,1,1,1,1,92,0,N,8,8,N,476,56.58384269999988,3731.1
48-02515,1,1,0,1,1,1,4,2,2,2,2,55,0,2,9,9,N,501,84596.12368199999,2134.8
48-02101,1,1,0,1,1,1,6,2,2,2,2,45,0,2,7,9,N,501,61684.82772900001,357.4
48-02516,1,1,0,1,1,1,3,2,2,2,2,40,1,5,5,8,N,501,76965.747474,1338.4
48-02507,1,2,2,8,1,1,1,2,2,2,2,58,2,6,4,8,4,216,74179.059297,3731.1
48-02102,1,6,0,9,1,2,11,2,2,2,2,22,0,3,3,0,N,213,-987.6636961799995,450.89999999999975
48-02102,2,1,0,1,1,1,11,2,2,2,2,30,0,2,10,8,N,501,77402.125143,450.89999999999975
48-02516,1,1,0,1,1,1,3,2,2,2,2,48,0,2,9,4,N,501,33814.5895332,1338.4
48-02516,2,1,0,6,1,1,9,2,2,2,2,56,2,3,9,9,N,501,119692.472424,1338.4
48-02101,1,1,1,1,1,1,16,2,2,2,2,48,0,2,5,2,N,152,30001.226051999998,357.4
48-02510,2,N,1,1,1,1,N,2,2,2,2,7,0,5,3,N,N,501,N,3092.4
48-02515,1,1,1,1,1,1,9,2,2,2,2,37,0,2,9,6,N,501,41790.7833861,2134.8
48-02102,1,6,0,1,1,1,4,2,2,2,2,54,0,3,7,7,N,501,49999.582793999994,450.89999999999975
48-02515,1,N,1,1,1,2,N,2,2,2,2,14,1,5,3,N,N,186,N,2134.8
48-02515,2,N,0,1,1,1,N,2,2,2,2,7,2,4,3,N,N,261,N,2134.8
48-02102,1,N,1,1,1,1,N,2,2,2,2,10,3,5,3,N,N,128,N,450.89999999999975
48-02510,2,3,0,1,1,1,11,2,1,2,2,88,0,N,9,9,N,501,76466.1554265,3092.4
48-02102,1,1,0,1,1,1,12,2,2,2,2,69,0,4,9,7,N,501,59960.279903999995,450.89999999999975
48-02101,1,1,0,2,1,1,3,2,2,2,2,30,0,2,7,8,N,501,88954.204773,357.4
48-02515,1,3,0,1,1,1,10,2,1,2,1,91,0,2,9,3,N,21,5241.936724499999,2134.8
48-02510,1,6,1,1,1,2,6,2,2,2,2,22,0,6,7,4,N,75,21608.006025900002,3092.4
48-02101,2,1,0,1,1,1,N,2,2,2,2,70,1,3,4,0,N,228,8257.4745771,357.4
48-02516,2,1,1,1,1,1,6,2,2,2,2,65,0,2,5,3,N,250,15900.395489999999,1338.4
48-02102,2,6,0,1,1,2,10,2,2,2,2,42,1,3,7,6,N,369,36491.554915199995,450.89999999999975
48-02102,2,1,0,1,1,1,9,2,2,2,2,67,0,2,9,9,N,501,197383.565631,450.89999999999975
48-02507,1,2,0,2,1,1,4,2,2,2,2,54,0,6,5,9,N,501,135444.510453,3731.1
48-02515,2,N,0,1,2,0,N,1,2,2,2,10,N,N,3,N,N,97,N,2134.8
48-02515,2,1,1,1,1,1,16,2,2,2,2,37,2,4,11,1,N,298,86639.320383,2134.8
48-02507,2,6,0,2,1,1,14,2,2,2,2,31,2,4,8,3,N,476,-0.5444539800000712,3731.1
48-02515,2,1,0,6,1,1,12,2,2,2,2,34,3,4,5,6,N,225,-0.3084209100006774,2134.8
48-02507,2,N,0,1,1,1,N,N,N,2,2,2,3,5,N,N,N,287,N,3731.1
48-02102,2,3,0,1,1,1,N,2,2,2,2,70,0,N,5,0,N,148,20015.6891907,450.89999999999975
48-02516,1,1,0,1,1,1,16,2,2,2,1,57,0,3,7,8,N,501,79254.32886,1338.4
48-02101,2,1,0,1,1,2,N,2,2,2,2,40,3,5,7,0,N,146,9238.7458863,357.4
48-02510,2,6,0,1,1,1,12,2,2,2,2,29,0,4,9,0,N,501,20612.3857002,3092.4
48-02101,1,1,1,8,1,1,4,2,2,2,2,31,2,4,7,4,N,483,21810.154936500003,357.4
48-02101,2,N,0,1,1,1,N,2,2,2,2,13,0,2,5,N,N,501,N,357.4
48-02510,1,1,0,1,1,1,6,2,2,2,2,33,1,3,9,5,N,501,87751.324731,3092.4
48-02102,2,6,1,1,1,1,8,2,2,2,2,16,2,4,1,2,N,119,-0.625698779999766,450.89999999999975
48-02101,1,1,0,1,1,2,7,2,2,2,2,32,0,3,7,2,N,310,6475.937756400001,357.4
48-02515,2,1,1,1,1,1,9,2,2,2,2,25,1,4,9,8,N,501,80017.496811,2134.8
48-02102,1,1,0,1,1,1,12,2,1,2,1,53,0,2,11,3,N,451,9571.468731300001,450.89999999999975
48-02102,1,N,0,2,1,1,N,N,N,2,2,1,1,5,N,N,N,239,N,450.89999999999975
48-02101,1,1,0,8,1,1,4,2,2,2,1,31,3,4,9,9,N,501,125386.573473,357.4
48-02516,1,6,0,1,1,1,N,2,2,2,2,19,0,4,7,4,N,501,-0.524481299999934,1338.4
48-02516,1,1,0,1,1,1,8,2,2,2,2,41,2,3,9,9,N,501,104790.86433899999,1338.4
48-02101,1,1,0,1,1,1,10,2,2,2,2,55,0,2,8,7,N,499,73862.99163599999,357.4
48-02515,1,1,0,1,1,1,N,2,2,2,2,74,0,2,5,6,N,501,45017.296212,2134.8
48-02102,1,6,0,2,3,0,18,2,2,2,1,47,N,N,5,0,N,496,13123.738506899997,450.89999999999975
48-02510,1,1,0,1,1,1,7,2,2,2,2,70,0,2,9,8,N,501,49962.472538999995,3092.4
48-02102,2,6,0,1,1,1,10,2,2,2,2,41,0,3,9,0,N,334,39996.2118528,450.89999999999975
48-02102,1,N,0,1,1,2,N,2,2,2,2,6,2,3,5,N,N,460,N,450.89999999999975
48-02516,1,6,0,1,1,1,13,2,2,2,2,16,1,6,5,0,N,125,-0.8621549999998024,1338.4
48-02507,1,1,0,1,1,1,16,2,2,2,2,47,2,4,10,9,N,501,134599.632237,3731.1
48-02510,1,1,0,1,1,2,9,2,2,2,2,38,3,5,9,5,N,152,192179.886969,3092.4
48-02507,2,4,1,1,1,1,10,2,2,2,2,45,1,2,7,5,N,392,30915.979027499998,3731.1
48-02101,1,N,0,1,1,1,N,2,2,2,1,9,3,7,3,N,N,392,N,357.4
48-02516,1,1,0,1,1,1,13,2,2,2,2,30,1,7,7,6,N,169,30001.477403099998,1338.4
48-02515,2,6,1,1,1,1,14,2,2,2,2,18,2,4,4,2,N,120,41748.9346974,2134.8
48-02515,1,4,0,1,1,1,10,2,2,2,2,67,0,N,9,6,N,501,41712.6749739,2134.8
48-02510,1,N,0,9,1,1,N,2,2,2,2,11,0,2,3,N,N,501,N,3092.4
48-02101,1,6,0,1,1,1,10,2,2,2,2,38,2,6,4,8,N,501,91590.530829,357.4
48-02507,2,4,0,1,1,2,N,2,1,2,2,76,0,N,5,3,N,178,3821.6367115499997,3731.1
48-02510,1,N,0,1,1,1,N,N,N,2,2,0,2,4,N,N,N,501,N,3092.4
48-02515,1,1,0,1,1,1,4,2,2,2,2,63,1,3,9,9,N,501,163405.289208,2134.8
48-02102,2,6,0,6,1,1,N,2,2,2,2,17,1,3,4,0,N,379,3738.2935106999994,450.89999999999975
48-02101,1,N,0,2,1,1,N,2,2,2,2,13,2,4,4,N,N,289,N,357.4
48-02102,2,1,1,1,1,2,13,2,2,2,2,29,3,5,4,3,N,111,14608.990775400001,450.89999999999975
48-02101,1,6,0,2,1,2,14,2,2,2,2,15,1,2,4,1,N,21,11993.470158600001,357.4
48-02102,1,1,0,1,1,1,15,2,2,2,2,47,0,2,5,3,N,184,14390.51166,450.89999999999975
48-02510,1,4,0,1,1,1,N,2,2,2,2,54,0,2,10,8,N,501,79982.2187955,3092.4
48-02102,2,1,0,1,1,1,10,2,2,2,2,49,0,2,10,8,N,501,98744.83451280001,450.89999999999975
48-02101,1,6,1,1,1,1,6,2,2,2,2,21,0,3,5,4,N,213,-0.6158816999995906,357.4
48-02515,1,N,0,1,1,1,N,2,2,2,2,12,3,5,3,N,N,501,N,2134.8
48-02102,1,6,0,1,1,1,3,2,2,2,2,37,0,N,9,5,N,370,30767.635331999998,450.89999999999975
48-02102,1,N,0,1,1,2,N,2,2,2,2,6,1,3,2,N,N,309,N,450.89999999999975
48-02507,1,1,1,8,1,1,14,2,2,2,2,27,0,2,6,1,N,319,17972.4704859,3731.1
48-02516,1,1,0,1,1,1,11,2,2,2,2,48,0,2,8,6,N,1,29976.294053999998,1338.4
48-02507,2,4,0,1,1,1,7,2,2,2,2,40,1,3,7,7,N,243,50001.1264452,3731.1
48-02516,2,1,1,8,1,2,7,2,2,2,2,24,0,2,4,5,N,324,39996.016357500004,1338.4
48-02101,1,1,0,1,1,1,16,2,2,2,2,28,4,6,10,9,N,501,130327.442133,357.4
48-02516,2,1,1,1,1,1,14,2,2,2,2,32,1,5,5,2,N,316,11097.575286,1338.4
48-02516,1,N,0,1,1,1,N,2,2,2,2,8,0,6,3,N,N,501,N,1338.4
48-02101,1,N,0,1,1,1,N,2,2,2,2,9,2,3,3,N,N,501,N,357.4
48-02515,1,6,1,1,1,2,7,2,2,2,2,32,1,3,6,6,N,386,30089.901366,2134.8
48-02515,1,1,0,1,1,2,11,2,2,2,2,61,0,2,9,7,N,501,62974.766652000006,2134.8
48-02515,1,1,0,1,1,2,6,2,2,2,2,30,2,4,5,7,N,452,59870.39861250001,2134.8
48-02101,1,6,0,1,1,1,3,2,2,2,2,55,0,3,5,5,N,501,24657.357795,357.4
48-02507,2,6,4,8,1,2,8,2,2,2,1,22,2,4,4,3,N,332,369.3826699499996,3731.1
48-02507,1,N,0,2,1,2,N,2,2,2,2,10,2,4,3,N,N,40,N,3731.1
48-02507,1,1,0,1,1,1,9,2,2,2,2,73,0,3,9,7,N,318,49988.2135998,3731.1
48-02507,2,6,1,6,2,0,6,2,2,2,2,34,N,N,4,0,N,430,4176.8267058,3731.1
48-02515,1,1,0,1,1,1,4,2,2,2,2,38,0,2,7,2,N,242,-0.3084209100006774,2134.8
48-02102,1,1,0,1,1,1,9,2,2,2,1,54,0,2,7,7,N,501,49957.166238,450.89999999999975
48-02102,1,4,0,1,1,1,5,2,2,2,2,29,0,6,5,3,N,118,19831.8042804,450.89999999999975
